Jules Verne	JULES VERNE	0.3
	Lehetséges, hogy Bob Harvey a Norfolk-szigeti fegyenctelepen maradt cinkostársait is beavatta tervéibe, s azok éppenséggel könnyen követhetik példáját.	-0.3
	A telepesek tehát továbbra is szüntelenül szemmel tartották a szigetet szegélyező tengerszakaszt, és távcsövük minden áldott nap végigpásztázta az Unió-öböl és Washington-öböl határolta hatalmas horizontot.	-0.3
	A karámba menet pedig ugyanolyan gondosan fürkészték a nyugati tengerrészt, és valahányszor fölhágtak a közeli hegynyúlványra, tekintetük bejárhatta a nyugati látóhatár egész széles körcikkelyét.	-0.3
Viên kỹ sư cúi xuống, thấy một vật đen bập bềnh trên mặt nước liền kéo vào.	Semmi gyanús nem ötlött szemükbe, de ők azt vallották: „nem árt mindig résen lennünk”...	0.296591
	Egy este a mérnök új, jól kigondolt tervet közölt barátaival: elhatározta, hogy a karámot erőddé építi át.	-0.3
	Úgy vélte, az óvatosság megkívánja, hogy magasabbra húzzák föl a palánkot, és oldalvást gerendákból összerótt mellvédfélével erődítsék, amelynek fedezetéből a telepesek szükség esetén szembeszállhatnak akár egész ellenséges csapattal is.	-0.3
	Magát a Gránitpalotát, már csak fekvésénél fogva is, bevehetetlennek tartották, nyilvánvaló hát, hogy a szigeten partra szálló bármiféle kalózok támadásának célpontja mindig is a karám marad, a benne élő állatok és az ott raktározott készletek miatt; a telepeseknek azért úgy kell falai közt beren­dezkedniök, hogy ha egyszer ismét ottrekednek, ne szoruljanak hátrányos védekezésre.	-0.3
	A tervnek persze még meg kellett érlelődnie; végrehajtását a telepesek amúgy is kénytelenek voltak elodázni tavaszig.	-0.3
	Május 15-e táján az új hajó tőgerendáját végigfektették már az ácsszérű udvarán, az orrtőke és a fartőke pedig merőlegesen meredezett fölfelé a tőgerenda végébe fúrt csaplyukakból.	-0.3
	A hajótő roppant erős tölgysudárból készült, hossza száztíz lábnyira rúgott, ami lehetővé tette, hogy a főkeresztgerendát huszonöt lábnyi szélességűre méretezzék.	-0.3
	Ám mindössze ennyit végezhettek az ácsok a hidegek és a viharos időszak beállta előtt.	-0.3
	A következő héten még fölerősítették az első farbókonyokat, de ezzel aztán abba is kellett hagyniok a munkát.	-0.3
	A hónap utolsó napjaiban rendkívül rosszra fordult az idő.	-0.3
	Keleti szél fújt, némelykor orkánszerű hevességgel. ~~~ A mérnök féltette is valamelyest a hajóépítő műhely deszkafészereit - ezeket egyébiránt sehol másutt nem üthették volna föl a Gránitpalota környékén, csak ott, ahol most álltak -, mert a zátony alig oltalmazta még a sziget partját a nyílt tenger tomboló hullámai ellen, úgyhogy nagy viharok idején az áradat magát a gránitfal tövét csapdosta.	-0.3
Đó là chiếc thuyền được buộc vào một vách đá bên trong hang.	A mérnök aggodalma azonban szerencsére alaptalannak bizonyult.	0.255
	A szél inkább a délkeleti tengerszegély ellen fordult, a Gránitpalotát tehát tökéletesen megvédte a Gazdátlan Láda fokának lépcsőzetesen előreugró sziklacsoportozata.	-0.3
	Pencroff és Ayrton, az új vitorlás két legbuzgóbb építője, addig folytatta a munkát, ameddig csak bírta.	-0.3
	Egyikük sem lévén olyan ember, aki hagyja magát zavartatni holmi hajzatát tépázó szélvihartól vagy csontjukig ható esőtől, azt vallották, hogy egy-egy jó kalapácsütés rossz időben is ér annyit, mint jó időben.	-0.3
	Ám később, amikor a nyirkos időszakot farkasordító hideg váltotta föl, s az anyag megmunkálása szerfölött megnehezült, mert a fa rostjai vaskeményre fagytak, június 10-e táján végül ők is kénytelen-kelletlen félbehagyták a hajó építését.	-0.3
	Cyrus Smith és társai éppenséggel nem ekkor tapasztalták először, milyen kegyetlenül zordon a téli időjárás a Lincoln-szigeten.	-0.3
	Az itteni hideg az Egyenlítőtől ugyanilyen távol fekvő Új-Angliáéra hasonlított.	-0.3
	Ám amíg az északi félgömbön - legalábbis az új-britanniai részen és az Egyesült Államok északi felén - ez a jelenség a sarkvidékkel határos területek sík alakulatával magyarázható (ott még egy földkupac sem emel gátat az északi-sarki szélviharok rohamai ellen), itt, a Lincoln-szigeten efféle magyarázat sehogy sem lehetett volna helytálló.	-0.3
	- Általános megfigyelés - magyarázta egy napon Cyrus Smith a társainak -, hogy a szigetek és a partvidékek bármely szélességi fokon kevésbé szenvednek a hidegtől, mint a szárazföldek belterülete.	-0.3
	Gyakran hallottam, hogy Lombardiában például cudarabb telek járnak, mint Skóciában, s ez is azt mutatja, hogy a tenger télen visszasugározza a nyáron magába gyűjtött meleget.	-0.3
Thuyền được đóng bằng những tấm tôn ghép chặt với nhau.	Az ekként fölszabaduló hő áldásait tehát leginkább a szigetek élvezik.	0.277273
	- De hát akkor miképpen lehet az, Cyrus úr - tudakolta Harbert -, hogy a Lincoln-sziget mégis kivételnek tekinthető az általános szabály alól?	-0.3
Trên sàn thuyền, dưới các băng ghế ngồi có hai mái chèo.	- Ez bizony nehezen megmagyarázható... - felelte a mérnök.	0.261818
	- Mindazonáltal hajlamos vagyok föltételezni, a szigetnek ezt a sajátosságát valószínűleg az indokolja, hogy a déli féltekén fekszik, márpedig, mint te is tudod, fiacskám, a déli félteke hidegebb az északinál.	-0.3
	- Valóban - mondta Harbert -, hiszen úszó jéghegyekkel is gyakrabban találkozhatunk a Csendes-óceán déli szélességi körein, mint északon.	-0.3
	- Szent igaz - ismerte el Pencroff is -, bálnavadász koromtan nemegyszer láttam jéghegyeket a Hoorn-fok magasságában!	-0.3
	- Akkor hát a Lincoln-szigetet sújtó cudar hidegek okát esetleg jéghegyek vagy úszó jégmezők viszonylagos közelségében kell keresnünk... - vélekedett Gedeon Spilett.	-0.3
	- Az ön véleménye valóban teljesen elfogadható, kedves Spilettem - válaszolta Cyrus Smith -, nyilvánvalóan jégmezők közelsége okozza ezeket a kemény teleket.	-0.3
	Ám szeretném emlékeztetni valamire: egy pusztán fizikai körülmény is közrejátszik abban, hogy a déli félteke hidegebb az északinál.	-0.3
	Minthogy nyáron a nap sokkal közelebb kerül a déli föld­gömbhöz, mint az északihoz, télen tehát szükségképpen sokkal messzebb távolodik tőle.	-0.3
	Ez indokolja hát itt a hőmérséklet mindkét irányú kilengését, mert igaz ugyan, rendkívül hidegek a Lincoln-szigeti telek, de ne feledkezzünk meg arról sem, hogy nyaranta viszont igen nagy ám errefelé a hőség...	-0.3
	- De hát miért van az, Smith úr, már megbocsásson - kérdezte Pencroff összevonva szemöldökét -, miért van az, hogy a mi féltekénk mindenben a rövidebbet húzza?	-0.3
	Ez nem igazság! ~~~ - Pencroff barátom - válaszolta a mérnök nevetve -, akár igazság, akár nem igazság, nem tehetünk egyebet, mint hogy beletörődünk a dologba; a különlegesség okát azonban mindjárt megmagyarázom... A föld nem körpályát ír le a nap körül, hanem a csillagrendszer termé­szetes mechanikájának törvényei szerint inkább ellipszis alakú pályán mozog.	-0.3
	A föld az ellipszis egyik gyújtópontjában foglal helyet, és ezért következésképpen pályája bizonyos szakaszán az aféliumba, vagyis a naptól legtávolabb levő, más szakaszán pedig a perihéliumba, vagyis a naphoz legközelebb eső pontjára érkezik.	-0.3
	Mármost a föld éppen télen, a déli félteke tele idején jár legtávolabb a naptól, érthető hát, hogy éppen a földgömb déli vidékei szenvedik el ilyenkor a legnagyobb hideget.	-0.3
	Ezen bizony nem segíthetünk, Pencroff, mert az ember bármennyit tudjon is, sohasem változtathat a világegyetem csillagászati rendjén, amelyet maga Isten teremtett ilyennek.	-0.3
- Lên thuyền!	- Pedig mennyi mindent tud az emberiség, Cyrus úr!	0.45
	- csóválta a fejét Pencroff, aki láthatólag nem szívesen törődött bele a megváltoztathatatlanba.	-0.3
	- Mekkora könyvet lehetne megtölteni a világ tudományával!	-0.3
	- Hát még mennyivel nagyobb könyvet lehetne megtölteni mindazzal, amit nem tud a világ!	-0.3
– Cyrus Smith nói.	- felelte Cyrus Smith.	0.884211
	Végül azonban, bármelyik okból is, június havában ismét szokásos szilajságával rontott a szigetre a hideg, és a telepesek többnyire a Gránitpalotába szorultak.	-0.3
Một giây sau, mọi người đã ngồi quanh thuyền.	Hej, valamennyien de sokat szenvedtek a szobafogságtól, a legnagyobb kínokat azonban Gedeon Spilett állta ki.	0.0230769
	- Hallod-e, Nab - szólt egyszer a derék négerhez -, közjegyzőileg hitelesített okiratban terád hagynám minden apai és anyai örökségemet, ha lennél olyan szíves, elfutnál valahová, bánom is én, hová, és előfizetnél nekem bármelyik napilapra!...	-0.3
	Mert boldogságomhoz csak ez az egy hiányzik: reggelente újságból szeretném megtudni, hogy ugyan mi is történt előző nap a nagyvilágban!	-0.3
Nab và Ayrton ngồi chèo, Pencroff lái.	Nab hatalmasat kacagott.	0.854348
	- Hitemre mondom, Spilett úr, nem mehetek - felelte -, nincs egyetlen pillanat időm sem, annyira elfoglalnak a napi teendőim...	-0.3
	Az igazság az, hogy bár a külső munkáról beszorultak is otthonukba, akadt dolog odabenn is éppen elég.	-0.3
	A Lincoln-szigeti telep, lakói háromesztendős szakadatlan igyekezetének eredményeképpen virágzása teljében állt.	-0.3
	A megtorpedózott brigg a gazdagság új forrását képezte. ~~~ Nem szólván a teljes vitorlázatról és kötélzetről, amelynek az ácsszérűben álló hajó látja majd hasznát, a telepesek annyi szerszámot, eszközt, fegyvert, lőszert és ruhaneműt zsákmányoltak, hogy a rengeteg holmi zsúfolásig megtöltötte a Gránitpalota raktárait. ~~~ Már nem szorultak a maguk gyártotta durva posztóra.	-0.3
	Első telelésük idején a telepesek ugyan sokat szenvedtek a hidegtől, most azonban jöhetett a rossz idő, fittyet hánytak a legcsikorgóbb fagyoknak is.	-0.3
	Fehérneműjük szintén akadt bőségesen, s ezt a vászonholmit szakszerűen gondozták.	-0.3
Cyrus Smith đặt đèn lên sống mũi thuyền soi đường.	Cyrus Smith a tengeri só nátrium-kloridjából könnyűszerrel kiválasztotta a lúgot és a klórt.	0.666507
	A lúgot egyszerűen szódává, a klórt pedig klórmésszé alakította át: ezek a vegyi anyagok a legkülönfélébb ház­tartási célokra is alkalmasnak bizonyultak, a telepesek azonban elsősorban fehérneműmosásra használták őket.	-0.3
	Egyébiránt évente csak négyszer rendeztek nagymosást, akárcsak a régimódi családokban szokás, és Pencroff meg Gedeon Spilett - az utóbbi még mindig csak arra várva, hogy a postás meghozza végre hírlapját - kitűnő mosónőnek bizonyultak.	-0.3
Họ đang bơi dưới vòm hang thấp, bỗng thấy vòm hang cao lên và rộng ra; chung quanh tối như bưng, dưới ánh sáng yếu ớt của cây đèn không thể nào xác định được hang này lớn chừng nào.	Így telt el a három téli hónap, június, július és augusztus. ~~~ Rendkívül zordon idő járta, s mint a megfigyelő műszerek mutatták, a középhőmérséklet nem haladta túl a fagypont alatti tizenhárom fokot. ~~~ A hideg tehát még nagyobb lett, mint az előző télen.	-0.103125
	Ám a Gránitpalota kandallóiban jó tűz lángolt szakadatlan, füstje hosszú, fekete csíkokat vont a terem gránit­falára.	-0.3
	A telepesek nem takarékoskodtak a fűtőanyaggal, hiszen a fát ott szerezték, néhány lépésnyire otthonuktól.	-0.3
	A hajóépítésre szánt fa hulladéka máskülönben lehetővé tette, hogy módjával égessék a kőszenet, amelyet nehézkesebb volt szállítani.	-0.3
	Ember és állat mind a legjobb egészségnek örvendett.	-0.3
	Jup mester ugyan kissé fázékonynak mutatkozott, ezt észlelniök kellett.	-0.3
	Ez volt talán egyetlen gyöngéje, s a telepesek jó meleg, vattázott háziruhát varrtak neki.	-0.3
	De milyen nagyszerű inas volt, milyen ügyes, milyen buzgó, milyen fáradhatatlan, csöppet sem kotnyeles, csöppet sem fecsegő, nem egy ó- vagy újvilágbeli kollégája példát vehetett volna róla!	-0.3
	- Könnyű neki - jegyezte meg Pencroff -, ha valakinek négy keze van, akkor igazán a legkevesebb, hogy jól végezze a munkáját!	-0.3
	És az értelmes négykezű valóban kitett magáért!	-0.3
	Hét hónap telt el a hegyen és a hegy körül végzett vizsgálódásaik óta, elkövetkezett szeptember hava, meghozta a szép időt, de a sziget „védőszelleme” még mindig nem hallatott magáról.	-0.3
Con thuyền bơi theo đường dây cáp.	Jelenlétére semmiféle körülmény sem utalt.	0.244737
	Igaz ugyan, hogy közbelépésére nem is volt szükség, mert a telepesek ezenközben egyszer sem kerültek nehéz körülmények közé, és egyszer sem álltak nehéz megpróbáltatások előtt.	-0.3
	Cyrus Smith megfigyelte, hogy az ismeretlen - megmagyarázhatatlan módon - a gránittömbön keresztül tartotta fenn a kapcsolatot a Gránitpalota lakóival, és Top ezt ösztönösen megérezte - ám ez az utóbbi időszak folyamán megszűnt.	-0.3
	A kutya teljesen abbahagyta azt a bizonyos jellegzetes morgást, és többé az orangután sem nyugtalankodott.	-0.3
	A két jó pajtás - mert azok voltak - nem őgyelgett immár a belső kút szája körül, s nem kaffogott, nem nyüszített, nem makogott azon az oly különös módon, amire a mérnök már a kezdet kezdetén fölfigyelt.	-0.3
Cách cửa hang độ nửa dặm thì Cyrus Smith ra lệnh:	De vajon bizonyos lehetett-e Cyrus Smith abban, hogy a rejtélyt illetőleg csakugyan elhangzott már az utolsó szó?	0.516981
	Tudhatta-e, hogy soha többé nem következnek be olyan körülmények, amelyek életük e titokzatos szereplőjét ismét a színre szólítják?	-0.3
	Ki tudja, mit tartogat a jövő? ~~~ Végül is elmúlt a tél, ám éppen a visszatérő tavasz első napjaiban olyan esemény történt, amelynek igen gyászos következményei is lehettek még.	-0.3
	Szeptember 7-én Cyrus Smith, miközben a Franklin-hegy csúcsát nézegette, füstöt vett észre a kráter pereme körül, és ott lebegtek a levegőben a párák első foszlányai is. ~~~ TIZENÖTÖDIK FEJEZET	-0.3
	Ébredezik a tűzhányó - Nyáridő - Tovább folyik a munka az ácsszérűben - Mi történt	-0.3
	október 15-ének estéjén?	-0.3
	- Távirat érkezik... - Kérdés - Felelet - Indulás a karámba -	-0.3
	Üzenet a kunyhó asztalán - A sürgönyhuzal toldaléka - A bazaltpart vidéke -	-0.6
- Dừng lại!	Dagály - Apály - A barlang - Vakító fény a vízen...	0.321429
	A mérnök közölte megfigyeléseit a telepesekkel; azok félbehagyták munkájukat, és hallgata­gon szemlélték a Franklin-hegy csúcsát.	-0.3
	A tűzhányó tehát fölébredt, s a föld alatti gőzök áttörték a kráter fenekén fölhalmozódott ásványi réteget.	-0.3
	De vajon hevesebb kitörésre készül-e a föld mélyében lángoló tűz?	-0.3
	Lehet­séges, de hát ezt a veszélyt képtelenség elhárítani...	-0.3
	Mindazonáltal, ha föltételezhettek is valamilyen kitörést, valószínűnek látszott, hogy nem sújtja majd a Lincoln-sziget egészét.	-0.3
	A vulkáni anyagok ömlése nem okoz mindig végzetes pusztulást.	-0.3
	A szigetet - amint arról a hegy északi lejtőit barázdáló, megkövült lávafolyamok is tanúskodtak - egyszer érte már hasonló megpróbáltatás.	-0.3
Con thuyền dừng lại và trước mắt các du khách rất đỗi ngạc nhiên loé lên ánh sáng rực rỡ chiếu rọi khắp cái hang thiên nhiên ăn sâu trong lòng đảo.	Egyébiránt a hegy alakja maga is arra vallott, hogy a felső peremén kicsorbult kráterszáj most is a sziget termékeny tájaival átellenes oldalra ontja majd a kiokádott anyagokat.	0.3
	A múlt persze nem jelentett szükségképpen biztosítékot a jövőre.	-0.3
	Gyakran megtörténik, hogy a tűzhányók csúcsán bedugul a régi kráter, és újak nyílnak helyette a hegy oldalában.	-0.3
	Ez a tünemény igen sokszor mutatkozott meg akár az Óvilágban, akár az Újvilágban: így történt ez az Etnával, a Popocatépetllel, az Orizabával is; valamely vulkán kitörésének előestéjén min­den­től tartani kell.	-0.3
	Elég egy földrengés - és ez a tünemény gyakran kíséri a tűzhányók kitöré­seit -, hogy a hegy belső elrendeződése megváltozzék, és a fehéren izzó lávafolyam kaput nyisson magának.	-0.3
	Cyrus Smith mindezt elmagyarázta társainak, és minden túlzás vagy szépítgetés nélkül közölte a veszély mellett és a veszély ellen szóló föltevéseit.	-0.3
Ánh sáng ấy tất nhiên do nguồn điện cung cấp.	A telepesek végeredményben nem tehettek semmit.	0.26
	Úgy rémlett, a Gránitpalotát akkor sem fenyegeti összeomlás, ha a földrengés meg is ingatja a laza talajt.	-0.3
	A karámot azonban annál jobban kell félteniök, ha egyszer a Franklin-hegy déli oldalában új kráter nyílik.	-0.3
	Ettől a naptól fogva szüntelenül lengedeztek füstfelhők a hegy csúcsa körül, mégpedig egyre magasabb és vastagabb oszlop alakjában, láng azonban nem keveredett a sűrűn fölbodorodó gomolyagok közé.	-0.3
Điện đã thay mặt trời chiếu sáng khắp nơi trong cái hang này.	Egyébiránt az egész jelenség a középső kürtő alsó részére tömörült.	0.268657
	Közben a szép idő eljövetelével újra kezdődött a munka. ~~~ A hajóépítéssel mielőbb végezni akartak, s ezért szerfölött iparkodtak; Cyrus Smithnek a fövénysávra zuhogó vízesés erejét fölhasználva sikerült vízhajtású fűrészmalmot szerkesztenie, amely gyorsabban hasogatta vastagabb és vékonyabb deszkákká és gerendákká a fatörzseket.	-0.3
	Ennek a gépezetnek éppoly egyszerű volt a szerkezete, mint a norvég falvakban használatos fűrészmalmoké.	-0.3
	Egy víz­szintes mozdulat a helyére illesztette a fát, egy függőleges mozdulat a fűrészt nyomta le: ennyiből állt a gép egész működése, s ehhez a mérnöknek nem kellett egyéb, mint egy kerék, két henger és néhány megfelelően elhelyezett emelőcsiga.	-0.3
Ở giữa hồ có vật gì đó dài, nhô lên khỏi mặt nước đã đóng băng và bất động.	Szeptember vége felé a kétárbocosnak tervezett hajó váza már készen állt az ácsszérűben.	0.293258
Vật ấy giống như một động vật ở biển thuộc họ cá voi, dài khoảng hai trăm năm mươi bộ và nhô cao trên mặt hồ chừng mười đến mười hai bộ.	Bordázata már csaknem teljesen elkészült, bókonyait pedig ideiglenes támasztóívek rögzí­tették a helyükre, úgyhogy a telepesek fölbecsülhették már a hajó arányait.	0.286709
	Ez a finoman ívelt orrú, igen kecsesen tagolt törzsű és tatrészű kétárbocos láthatólag hosszabb átkelést is kibír majd, ha a szükség úgy kívánja; a külső borítás és a bélésdeszkázat fölrakására és a fedélzet megácsolására bizony még tetemes idő kellett.	-0.3
Theo lệnh của viên kỹ sư, con thuyền bơi đến gần cái công trình kì lạ đang nổi trên mặt nước.	A kalózok briggjének a vasalását annak idején nagy szerencséjükre megmentették a tenger alatti robbanás után.	0.297143
Các tay chèo cập vào bên trái bức tường hình tròn của công trình, từ trong đó một chùm ánh sáng chói lòa toả sáng qua lớp kính dày.	Pencroff és Ayrton a darabokra tört hajópalánkokból és görbe támfákból sorra kihúzogatta a csapszegek és a rézcsavarok tekintélyes tömegét.	0.295652
	A kovácsokat ez igen sok munkától megkímélte, az ácsokra viszont annál több tennivaló várt még.	-0.3
	A hajóépítést egy hétre még félbe kellett szakítaniok az aratás, begyűjtés és a Kilátó-fennsíkon buján tenyésző különféle zöldségfélék és más egyéb vetemények behordása miatt.	-0.3
	Mihelyt azonban ezzel végeztek, visszatértek az ácsműhelybe, és attól fogva minden percüket a két­árbocos megépítésének szentelték.	-0.3
	Esténként a telepesek valóban kimerülten hagyták abba a munkát.	-0.3
	Hogy arra se vesztegessék az időt, még az étkezésük idejét is módosították: délidőtájt kutyafuttában megebédeltek a helyszínen, este pedig ugyanott vacsoráztak, de csak napszállta után, amikor már nem dolgoz­hattak a sötétben.	-0.3
	Aztán hazamentek a Gránitpalotába, és sietve nyugovóra tértek.	-0.3
	Mindazonáltal néhanapján érdekes beszélgetések késleltették valamelyest a lefekvést.	-0.3
	A telepesek szívesen társalogtak a jövőről és főként arról, miképpen változik meg életük, ha a kétárbocossal elérik a legközelebb levő szárazföldek valamelyikét.	-0.3
	Ám tervezgetéseik közép­pontjában mindig az a gondolat szerepelt, hogy végül is visszatérnek a Lincoln-szigetre.	-0.3
	Semmiképpen sem akarták egyszer s mindenkorra elhagyni sok fáradsággal megalapozott és sok sikerrel művelt telepüket, és azt remélték, hogy majd az Amerikával való érintkezés szigetük számára új fejlődési lehetőségeket biztosít.	-0.3
	Különösen Pencroff és Nab vágyakoztak arra, hogy itt éljék le életüket.	-0.3
	- Ugye, Harbert - kérdezte a tengerész -, te sem hagyod el végleg a Lincoln-szigetet?	-0.3
	- Nem, Pencroff, főleg ha te is úgy határozol, hogy itt maradsz!	-0.3
	- Már döntöttem is, fiacskám - felelte Pencroff -, itt fogok várni rád!	-0.3
	Te pedig majd vissza­térsz feleségestül, fiastul, én meg fogadom, hogy pompás, vidám fickókat nevelek a gyermekeidből!	-0.3
	- Rendben van, megegyeztünk - vágta rá Harbert mosolyogva, de azért valamicskét el is pirult.	-0.3
Cyrus Smith và những người cùng đi trèo lên sàn.	- Ön pedig, Cyrus úr - folytatta Pencroff lelkesen -, ön a Lincoln-sziget örökös kormányzója lesz!	0.331551
Trên ấy, một cái lỗ nhỏ gọi là cái cửa mở ra.	Teringettét! ~~~ Hány lakost képes táplálni ez a sziget?	0
	Úgy becsülöm, legalább tízezret!... ~~~ Effélékről csevegtek gyakorta, és hallgatták Pencroff ábrándozását, míg végül már ott tartottak, hogy az újságíró elhatározta, hírlapot alapít New Lincoln Herald címen.	-0.3
Tất cả ùa vào đó.	Ilyen az emberi természet.	0.259091
	Szükségét érzi, hogy maradandó művet alkosson, olyat, amely túléli őt magát: ez épp egyik jele annak, hogy az ember ennyivel magasabb rendű, mint bár­mely más lény.	-0.3
	S többek közt ez az, aminek világuralmát köszönheti, és ami világuralmának jogosságát igazolja.	-0.3
Phía bên dưới cầu thang là một hành lang sáng rực ánh điện.	Vajon Top és Jup is hasonlóképpen álmodoztak-e a jövőről?	0.252632
	Ayrton többnyire hallgatott, s legföljebb csak annyit mondott, nagyon szeretné viszontlátni Glenarvan lordot, hogy tisztes­séges emberként, erkölcseiben megtisztultan léphessen elébe.	-0.3
	Egyik este - október 15-én - a szokottnál is hosszabb ideig űzték képzeletük játékát a tele­pesek.	-0.3
	Kilenc órára járt az idő. ~~~ Hosszú, rosszul leplezett ásítások jelezték már, hogy elérkezett a pihenés ideje, és Pencroff éppen indult is az ágya felé, amikor váratlanul megszólalt a teremben fölszerelt villanyos csengő...	-0.3
Cuối cầu thang, các khách lạ nhìn thấy một cánh cửa ra vào.	Valamennyien együtt voltak: Cyrus Smith, Gedeon Spilett, Harbert, Ayrton, Pencroff és Nab.	0.221538
	A telepesek egyike sem tartózkodott tehát a karámban.	-0.3
Cyrus Smith mở toang cửa.	Cyrus Smith fölugrott székéből.	1.41923
Đi vội qua một căn phòng được trang trí sang trọng, họ bước vào một thư viện kế bên.	Társai csak bámultak: azt hitték, a fülük cseng.	-0.00638298
Nơi đây, trên trần ánh sáng toả chiếu rực rỡ.	- Mit jelentsen ez?! ~~~ - kiáltott föl Nab.	-0.0592105
Ở cuối thư viện hoá ra còn có một cửa nữa.	- Ki az ördög csönget? ~~~ Senki sem válaszolt.	-0.0209302
Viên kỹ sư mở luôn cánh cửa ấy.	- Zivataros az idő - vélekedett Harbert.	0.3
Và khi đó họ nhìn thấy một căn phòng rộng rãi, giống như một nhà bảo tàng.	- Talán a légköri elektromosság okozza... ~~~ Nem fejezhette be a mondatát.	-0.0304348
Trên chiếc đi văng lộng lẫy có một người đang nằm, hình như không nhận thấy sự xuất hiện của họ.	A mérnök tagadóan rázta a fejét; minden tekintet feléje fordult. ~~~ - Várjunk - tanácsolta Gedeon Spilett.	-0.019697
Cyrus Smith bước lên phía ấy và trước sự kinh ngạc của những người cùng đi, ông dõng dạc nói: ~~~ 	- Ha a csöngetést jeladásnak szánták, bárkitől származzék is, bizonyára megismétli.	-0.0335294
- Thưa thuyền trưởng Nemo, ngài đã gọi chúng tôi?	- De vajon kicsoda csöngetett?! ~~~ - kiáltotta Nab.	0.223913
Vậy chúng tôi đã có mặt.	- Nos - felelte Pencroff -, ugyanaz, aki...	0.217241
	A tengerész szavait a csengőharang nyelvének újabb rezgése szakította félbe.	-0.3
Khi nghe những lời ấy, người đang nằm trên đi văng nhổm dậy, và ánh sáng chiếu rọi vào khuôn mặt của ông.	Cyrus Smith a távírókészülékhez lépett, áramot kapcsolt a vezetékre, és ezt a kérdést sür­gönyözte a karámba: ~~~ Mit óhajt?	-0.00669643
Mái đầu ông tuyệt đẹp, vầng trán cao, cái nhìn kiêu hãnh, bộ râu bạc phơ, mái tóc dày được trải hất ra sau.	Néhány másodperc múltán az ábécével ellátott tárcsán mozgó mutató ezt a választ közölte a Gránitpalota lakóival:	0.292241
- Tôi không có tên, thưa ngài!	Siessenek a karámba, azonnal!	0.267857
- Tôi biết tên ngài!	- Végre!	0.866667
– Cyrus Smith đáp.	- kiáltott föl Cyrus Smith.	0.81
	Igen!	-0.3
	Végre!	-0.3
	A titokról nemsokára lehull a fátyol! ~~~ A telepeseket olyan mérhetetlen kíván­csi­ság ösztökélte a karám felé, hogy az elűzte minden fáradtságukat, a pihenésnek már egyáltalán nem érezték szükségét.	-0.3
	Nem szóltak egyetlen szót sem, hanem tüstént fölkerekedtek, néhány másodperc múlva már el is hagyták a Gránitpalotát, és lenn álltak a fövénysávon. ~~~ Csak Jup és Top maradt odahaza. ~~~ Most nem volt szükség reájuk. ~~~ Az éjszaka komoran feketéllett. ~~~ Az újhold aznap együtt nyugodott le a nappal.	-0.3
	Harbert fölhívta a többiek figyelmét arra, hogy a tömött esőfelhők alacsony, súlyos boltozatként tömö­rülnek fölöttük, és elnyelik a legparányibb csillagsziporkát is.	-0.3
Thuyền trưởng Nemo nhìn viên kỹ sư đăm đăm với ánh mắt rực lửa, như muốn tiêu diệt ông ta.	Csak egy-egy „szárazvillám” - távoli zivatarok visszfénye - lobbant föl hébe-hóba a látóhatáron.	0.290909
	Lehetségesnek látszott, hogy néhány óra múltán már magát a szigetet érik a villámcsapások.	-0.3
	Vészterhes éjszaka borult reájuk.	-0.3
	Ám mégoly mélységes sötétség sem tartóztathatta volna hőseinket, akik biztonságosan halad­tak a karámba vezető, jól ismert úton.	-0.3
	Nekivágtak a Hála-folyó bal partjának, fölkapaszkodtak a fennsíkra, átkeltek a Glicerin-patak hídján, és az erdőn keresztül nyílegyenest tartottak céljuk felé.	-0.3
	Erős ütemben gyalogoltak, heves fölindulás hajszolta őket. ~~~ Nem kételkedtek abban, hogy végre föllelik a rejtély eleddig annyit keresett nyitját, megtudják, mi a neve annak a titokzatos lénynek, aki oly gyakran, oly mélyen beleavatkozott az életükbe, aki oly nagylelkűen érvénye­sítette hatalmát érdekükben, s aki cselekedeteiben oly igen hatékonynak bizonyult!	-0.3
	A telepeseknek már-már valóban úgy kellett hinniök, hogy a rejtelmes személyiség ismeri életük minden legapróbb részletét is, és kihallgatta mindazt, amit ők a Gránitpalotában beszéltek.	-0.3
	Máskülönben hogyan is érthető, hogy mindig a kellő pillanatban tudott közbelépni?!	-0.3
	Valamennyien gondolataikba merülten szaporázták lépteiket.	-0.3
	A fák boltozata alatt olyan sötétség terjengett, hogy a telepesek nem látták még az út szegélyét sem.	-0.3
	Az erdőben egyébiránt semmiféle nesz nem hallatszott.	-0.3
	A négylábú állatok is, a madarak is némán, mozdulatlanul kucorogtak a tikkasztóan fülledt légkörben.	-0.3
	Szellő sem reszkettette a fák leveleit.	-0.3
	Csak a telepesek léptei visszhangoztak a sötétben, a keményre taposott talajon.	-0.3
Sau đó, ông ngã phịch xuống đi văng, thuyền trưởng thì thào: ~~~ 	Az első negyedórában csak Pencroff megjegyzése törte meg a csöndet:	-0.00461538
- Rốt cuộc thì đằng nào cũng vậy thôi.	- Lámpást kellett volna hoznunk... ~~~ A mérnök csak ennyit felelt:	0.2
Tôi sắp chết rồi.	- Majd találunk a karámban.	0.245455
Cyrus Smith bước lại gần thuyền trưởng Nemo hơn, còn Gédéon Spilett thì nắm tay thuyền trưởng.	Cyrus Smith és társai kilenc óra tizenkét perckor hagyták el a Gránitpalotát.	0.643971
