JULES VERNE	JULES VERNE	2.3
vậy là xong: dây thòng lọng đã quấn chặt quanh gờ tường.	Serge Ladko most már hiába rángatta a kötelet, a hurok jól megfeszült, és nem engedett.	0.220312
Kẻ đào tẩu siết chặt sợi dây.	A próbálkozás tehát sikerült.	0.253125
Anh cho một đầu dây chui qua giữa mặt tường và cột thu lôi, sau đó cột thật chặt vào đầu dây khác.	A hurok rácsavarodott az egyik külső terméskő-díszítésre, és így valóságos függőhíd jött létre az őrjárati út felett.	0.261111
Bây giờ thì đoạn cầu nối đã được bắc ngang phía trên con lộ nhỏ dùng để lính tuần tra.		-0.3
Chao ôi, đoạn cầu nối này khó bảo đảm lắm.	Hát bizony gyenge kis függőhíd volt ez.	0.197368
Liệu sợ dây có bị đứt hay là nó không thít chặt vào gờ tường mà nó đang bám hay không?	Vajon nem szakad el? ~~~ Vajon nem válik le a kőről, amely tartja?	-0.1
Nếu trường hợp thứ nhất xảy ra thì anh sẽ bị ngã từ độ cao 10m, còn trường hợp thứ hai: anh sẽ dao động như con lắc đập đầu vào bức tường của nhà giam.	Ha elszakad, tízméteres magasságból zuhan a mélységbe, ha leoldódik a kőfalról, akkor inga módjára csapódna a börtönfalhoz, és ott halálra zúzná magát.	0.256
Xecgay Latco cứ mãi bị chao động trước mối nguy như thế.	Serge Ladko egy pillanatra sem riadt vissza e félelmetes eshetőségektől.	0.270968
Anh bắt đầu giữ chặt sợi dây và lắng nghe tiếng bước chân của người lính canh bên dưới, sẵn sáng lao vào khoảng không.	A kötelet, amely most jól megfeszült, erősen megragadta, majd fülelt, hogy merre járhat most az őrszem.	0.184375
Người lính canh đang ở đúng phía dưới Xacgay Latco.	A fegyőr a szökevény alatt lépkedett el.	0.169231
Sau đó hắn rẽ ra sau góc tòa nhà, và những tiếng chân của hắn đã lặng đi.	Máris továbbhaladt, kisvártatva befordult az épület sarkán, és lépteinek zaja elhalt.	0.288889
Phải lợi dụng ngay gây phút mà hắn vắng mặt.	A szökevény most már egy pillanatnyi időt sem veszíthetett.	0.264706
Xecgay Latco buông mình vào trong không gian.	A kötélbe kapaszkodva megindult.	0.196875
Treo mình lơ lửng giữa bầu trời và mặt đất, Xecgay Latco bò dần đi một cách dè dặt và nhịp nhàng, không lo lắng đến chuyện sợi dây đang bị võng xuống dưới sức nặng thân thể của anh, và độ oằn của nó đã đạt đến biên độ lớn nhất khi anh bò đến giữa chặng đường.	Ég és föld között lebegett, de egyenletesen, könnyedén haladt előre, mit sem törődve azzal, hogy a kötél enged, és annál lejjebb kerül, minél jobban közeledik az út közepéhez.	0.0710059
Anh muốn vượt ngục. ~~~ Anh sẽ vượt ngục được.	Serge Ladko célhoz akart és célhoz is fog érni.	-0.0375
Anh đã qua lọt.	Célba is ért.	0.235714
Phải mất hơn một phút anh mới vượt qua được cái vực thẳm chióng măt này và anh đã chạm được phần đỉnh tường.	Egy perc sem telt bele, és átjutott a szédítő magasság felett. ~~~ Elérte a külső fal tetejét.	-0.0681818
Không thiết nghỉ ngơi, anh càng lúc càng vội, luôn tin tưởng sắt đá vào sự thành công mà mình khao khát.	Meg sem pihent, hanem a biztos siker tudatában igyekezett tovább.	0.0355932
Chứa hẳn 10 phút đã trôi qua tính từ lúc anh thoát khỏi nhà giam, nhưng anh thấy hình như mình đã chịu trong một khoảng thời gian dài hơn một giờ.	Alig tíz perc múlt el azóta, hogy elhagyta celláját, de ez a tíz perc most több mint egy órának tűnt előtte és attól rettegett, hogy egy újabb őrjárat néz be cellájába.	0.292208
Anh lo sợ không biết bất chợt cai tù có hứng thú ghé đến kiểm tra phòng giam hay không?	Akárhogy is elrendezte fekhelyét, szökését mégis könnyen felfedezhetik.	0.220833
Lúc đó cai ngục có phát giác sự biến mất của anh hay không, mặc dù anh đã lèn đệm dưới chăn?	A fő tehát az, hogy minél előbb túljusson a falon. ~~~ A bárka ott volt kétlépésnyire tőle.	-0.03
Đến lúc đó chắc chắn anh đã ở xa rồi, con thuyền đang ở đây, cách anh khoảng đôi ba bước chân!	Néhány evezőcsapás, és üldözői bottal üthetik a nyomát.	0.0610169
Chỉ cần vài nhát chèo là họ sẽ không truy đuổi kịp anh.	Serge Ladko meglapult, amikor az őrszem arra haladt.	0.204255
Tạm ngừng công việc của mình khi người lích canh đến gần, Xecgay Latco vội kéo nút dây lại phía mình, tháo nó ra sau đó anh cột nó, quấn quanh thành gờ tường và bắt đầu tuột xuống dưới, tin chắc là dưới đường không có ai.	Mihelyt megint biztonságban volt, lázas sietséggel kibogozta a hurkot, és egyik végébe kapaszkodva, az egészet lehúzta, majd a kötél két végét ismét összekötözte, belülről ráakasztotta az egyik kidomborodó terméskőre. ~~~ Miután meggyőződött arról, hogy senki nem jár az utcán, szépen leereszkedett.	-0.0211268
Vừa chạm xuống mặt đất một cách an toàn, Xecgay Latco giật sợi dây xuống chân mình, cuộn nó lại thành nút.	Amikor szerencsésen földet ért, azonnal kiakasztotta és lehúzta az összehurkolt kötelet, majd szépen összecsavarta.	0.286607
Tất cả đã xong xuôi.	Most már nyert ügye volt.	0.3
Anh đã được tự do, và hoàn toàn không để lại một dấu vết nào.	Szabad volt, és vakmerő szökésének útját egyetlen nyom sem árulja el.	0.282353
Nhưng, chưa kịp đi tìm con thuyền của mình, anh đã nghe giọng nói thoát ra từ torng bóng tối.	De amint elindult bárkája felé, hirtelen hang csattant az éjszakában:	0.159091
- Chết thật!	- No nézd!	0.9
- giọng nói vang lên ở khoảng cách hơn đó mười bước chân - dám chắc đây là anh Ilya Bruso!	- mondta valaki alig tízlépésnyire tőle. ~~~ - Hiszen ez Borus Demeter, akármi legyek!	0.152885
Xecgay Latco run lên vì vui mừng.	Serge Ladko megremegett az örömtől.	0.271875
Vận số đã đứng về phía anh và đã gửi đến anh sự giúp đỡ của những người bạn.	A sors igazán kegyes volt hozzá, mert még baráti segítséget is küldött neki.	0.213699
- Ngài Yêge!	- Jäger úr!	1.025
- anh phấn chí kêu to lên trong lúc người khách qua đường ấy bước khỏi bóng tối và đi về phía mình.	- kiáltotta örvendezve, amikor meglátta feléje siető régi ismerősét.	0.430435
CHƯƠNG 15	TIZENÖTÖDIK FEJEZET	0.0272727
ĐÃ SẮP SỬA ĐẾN ĐÍCH	KÖZEL A CÉLHOZ	0.06
Ngày 10 tháng 10, vừng đông đã ló dạng đến lần thứ chín kể từ khi con thuyền lại xuôi dòng Danube.	Október 10-én már kilencedszer kelt fel a nap azóta, hogy a bárka ismét megkezdte útját a Dunán lefelé.	0.269072
Trong tám ngày trước đây, con thuyền đã bị tụt lại phía sau khoảng hơn 700km.	Az elmúlt nyolc nap alatt csaknem hétszáz kilométert tettek meg.	0.18
Họ sẽ đến được Rusuco vào lúc chiều tối.	Közel jártak már Ruszcsukhoz, és estére meg is érkeznek.	0.27
Trên thuyền vẫn không co gì lạ thay đổi.	Mintha semmi változás nem történt volna a bárkán, rajta most is ugyanaz a két utas: Serge Ladko és Dragos Károly.	-0.0933333
Chiếc thuyền vẫn tiếp tục lên đường, cùng với hai hành khách là Xecgay Latco và Caclo Dragoso.	Az egyik megint visszavedlett Borus Demeter horgásszá, a másik pedig a kedélyes bécsi Jägerré.	0.262921
Họ lại trở về cái tên ngày trước của mình - một người là Ilya Bruso - thợ câu cá, và một người nữa là ngài Yêge tốt bụng.	De Borus Demeter úgy játszotta szerepét, hogy útitársa számára is megnehezítette a színlelést.	0.16129
Dầu sao lúc này họ đã không giữ được cung cách như xưa, mà thậm chí khó khăn hơn.	Serge Ladkónak csak egy vágya volt, az, hogy minél előbb Ruszcsukba érjen.	0.213043
Mái chèo phải làm việc cả ngày lẫn đêm, vì mong muốn đến được Rusuco thật nhanh, Xecgal Latco đã xem nhẹ những chi tiết thận trọng nhỏ nhất.	Éjjel-nappal eve­zett, és cseppet sem vigyázott arra, hogy a látszatot megőrizze.	0.00384615
Không những anh đã không mang kính, mà còn quên cạo râu, quên nhuộm toc; những thay đổi diễn ra trong suốt cuộc hành trình đã tố cáo một Ilya Bruso giả dối.	Nem hordott már szemüveget, abbahagyta a borotválkozást és a hajfestést is, úgyhogy külsején egyre szemmel láthatóbbak voltak a fogsága alatt megkezdődött változások.	0.294444
Mái tóc đen của anh đã nhạt dần qua từng ngày, còn hàm râu vàng bắt đầu lộ ra.	Fekete haja egyre jobban kiszőkült, és tekintélyes szőke szakállt eresztett.	0.251351
Nếu Caclo Dragoso đã tỏ ra ngạc nhiên trước sự chuyển hóa như thế này thì cũng là chuyện đương nhiên.	Egészen természetes lett volna, ha Dragos valamiképpen kifejezi meglepetését útitársa átválto­zásának láttán.	0.297321
Song ông ta vẫn im miệng.	A nyomozó azonban nem szólt semmit.	0.219231
Sau khi quyết định phải đi cho hết cuộc hành trình như mình đã giao ước, ông ta đã phải ngó lơ đi tất cả cho dù điều này là bất tiện.	Minthogy végsőkig ki akart tartani azon az úton, amelyre lépett, semmi zavaró mellékkörülményt nem volt hajlandó észrevenni.	0.235
Trước đó, khi giáp mặt với Xacgey Latco ở bên dưới bức tường nhà giam, Caclo Dragoso đã không còn giữ vững ý kiến trước đây của mình và ông thấy khó tin là người bạn đồng hành cũ của mình là kẻ có tội.	Amikor ismét találkozott Serge Ladkóval, Dragos Károly korábbi meggyőződése már nagyon megingott, kevésbé hitt régi útitársa bűnösségében.	0.123404
Nguyên nhân nảy sinh sự thay đổi này là do cuộc điều tra ở Xanca.	Először a Szalkán lefolytatott nyomozás keltett benne kételyeket.	0.271875
Đích thân Caclo Dragoso đã tiến hành điều tra lần thứ hai.	Dragos ugyanis maga is utánanézett a dolognak.	0.160465
Không thỏa mãn ngay với những kết quả báo cáo của cảnh sát ở Goron, ông ta đã dò hỏi thật lâu các cư dân của thành phố và những câu trả lời của họ làm ông bối rối vô cùng.	Őt nem lehetett olyan könnyen megnyugtatni, mint az esztergomi rendőrbiztost. ~~~ Személyesen hallgatta ki Szalka lakóit, és a tőlük kapott válaszok ugyancsak zavarba ejtették.	-0.0248466
Chuyện rằng, đã có một Ilya Bruso thật bằng xương bằng thịt, anh ta đã cư trú ở Xanca và đã rời thành phố đi trước khi có hội thi ở Ditmaringen trong một khoảng thời gian ngắn là sự thật hiển nhiên.	Az minden kétségen felül állott, hagy valamivel korábban egy Borus Demeter nevű ember telepedett le Szalkán, ahol életmódjáról semmi különöset nem tudtak mondani.	0.183871
Anh ta, Ilya Bruso này, có quay trở lại nhà sua hội thi, vào đêm 29 tháng 8 hay không?	Arról is meggyőződhetett, hogy ez a Borus Demeter kevéssel a sigmaringeni horgászverseny előtt eltávozott Szalkáról.	0.190244
Người ta đã không cung cấp tin tức rõ ràng về điểm này.	De vajon látták-e Borus Demetert Szalkán a verseny után?	0.249057
Láng giềng của anh ta, dường như có nhớ lại rằng họ đã thoáng thấy ánh sáng trong các ô cửa sổ của người câu cá vào độ cuối tháng tám, mà lúc ấy chúng đã bị đóng im ỉm trong hơn một tháng - thì dầu sao đây cũng là một điểm mà họ không thể khẳng định được.	Pontosabban: látták-e az augusztus 29-ére virradó éjszakán? ~~~ Erre vonatkozóan szomszédainak ugyan úgy rémlett, hogy augusztus vége felé egyik éjszaka világosságot láttak kiszűrődni a horgász házából, amely már több mint egy hónapja zárva volt. ~~~ Biztosat nem mertek állítani.	-0.120084
Những tin tức như thế, tuy chúng mù mờ và không chắc chắn, cũng đã buộc Drgoso suy nghĩ rất nhiều.	Ezek a bizonytalan és homályos állítások természetesen csak erősítették a nyomozó kétségeit.	0.261702
Chỉ còn việc phải làm sáng tỏ điểm thứ ba.	Tisztázni kellett még egy harmadik pontot is.	0.242857
Thế người đó là ai, cũng như Ilya Bruso, người đó đã được nói chuyện với ông cẩm ở Goron tại căn nhà do bị cáo chỉ?	Ki volt az az ember, akivel az esztergomi rendőrbiztos a gyanúsított által megadott címen beszélt? ~~~ Erre nézve Dragos képtelen volt felvilágosítást szerezni.	-0.0219231
Dragoso đã hoàn toàn không nhận được tin tức nào về điều này, Ilya bruso không lạ gì cư dân thành phố Xanca, và nếu như nah ta đã trở về lại đó, thì hẳn anh ta đã đến rồi đi vào tối, bởi vì không có ai trông thấy anh ta.		-0.3
Bản thân điều bí ẩn đó đã là đáng ngờ và nó càng trở nên đáng ngờ hơn khi Caclo Dragoso gặp ông chủ tửu quán.	Minthogy Borus Demetert elég jól ismerték Szalkán, éjszaka kellett érkeznie és távoznia is, ha egyáltalán ott járt, mert senki nem látta.	0.280328
Sự thể thành ra là vào buổi chiều tối ngày 12 tháng 9, trong vòng 36 giờ trước khi có cuộc viếng thăm của cảnh sát trưởng Goron, người lạ đã hỏi han ở quán rượu về Ilya Bruso.	Ez a már önmagában is titokzatos körülmény igen gyanússá vált, amikor Dragos elővette az egyik kocsmárost, és tőle megtudta azt, hogy szeptember 12-én este, vagyis három órával az esztergomi rendőrbiztos látogatása előtt, egy ismeretlen ember érdeklődött Borus Demeter címe után.	0.178421
Tình thế đã rắc rối thêm.	A rejtély tovább bonyolódott.	0.29
Nó càng rối beng hơn, khi ông chủ quán rượu bị thẩm vấn đã mô tả ngoại hình người lạ với những nét - ăn khớp với những nét của thủ lãnh băng cướp vùng sông Danube - cũng giống như lời đồn đại.	De ennél is zavarosabbá vált az ügy, amikor a kocsmáros a kérdések pergő­tüzében olyan személyleírást adott erről az emberről, amely minden részletében megegyezett a dunai rablóbanda vezérének személyleírásával, legalábbis úgy, ahogy a bandavezért általában leírták.	0.233641
Tất cả những điều này đã buộc Caclo Dragoso phải suy nghĩ nhiều hơn nữa.	Dragos Károly mindezt elég furcsának találta. ~~~ Itt valami sántít!	-0.0369231
Theo bản năng, ông đã cảm thấy vụ án không chính xác, rằng đã có những thủ đoạn như thế nào đó xảy ra, trong khi Dragoso lại mù mờ đối với những thủ đoạn ấy, nhưng có khả năng bị cáo vừa xuất hiện đã là nạn nhân của nó.	Ösztönösen érezte, hogy ördögi fondorlattal áll szemben, melynek célját nem ismerte ugyan, de elképzelhetőnek tartotta, hogy e fondorlat áldozata nem más, mint a zimonyi fogdában ülő gyanúsított.	0.204255
Ấn tượng này càng được củng cố hơn nữa, khi mà Caclo Dragoso biết cuộc điều tra được tiến trình lúc ông trở lại Zemlin.	Ez a benyomása még inkább megerősödött, amikor Zimonyba visszatérve tudomást szerzett a vizsgálat menetéről.	0.221495
Rồi cuộc điều tra vẫn đứng chựng tại chỗ suốt 20 ngày.	Húsznapos magánzárka után a vizsgálat egyetlen lépéssel nem jutott előbbre.	0.253846
Không phát hiện được thêm một kẻ tòng phạm nào, không một nhân chứng nào chính thức thừa nhận người tù trong khi đã không có một chứng cớ nào chống lại người tù này ngoài bằng chứng là anh ta đã thay đổi dáng ngoài và sở hữu chủ tấm ảnh có ghi tên Latco.	Egyetlen bűntársnak sem jutottak nyomára, egyetlen tanú sem ismerte fel határozottan a foglyot.	-0.347191
Những lời buộc tội này kết hợp với những lời buộc tội khác có thể sẽ trở nên quan trọng, nhưng nếu để chúng đứng tách riêng thì không có một giá trị nào cả.	Így továbbra sem volt ellene más terhelő adat, mint az, hogy külsejét igyekezett álcázni, és hogy egy női arckép volt a birtokában, amelyen a Serge Ladko név szerepelt.	0.251613
Ma có thể ngay cả sự cải trang và sự có mặt của bức ảnh ấy là có nguyên nhân chính đáng.	Ha ezeket a terhelő adatokat más ténykörülmények is alátámasztották volna, akkor bizonyára döntően estek volna a latba.	0.244898
Trong tâm trạng như thế, Caclo Dragoso phải tỏ thái độ khoan hồng.	De így magukban nem sokat értek. ~~~ Hiszen nem feltétlen tisztes­ségtelen dolog rejlik amögött, hogy a révkalauz álcázta külsejét, és magánál tartotta ezt az arcképet.	-0.122535
Ông đã miễn cưỡng xúc động một cách sâu sắc trước niềm tin ngây thơ của Xecgay Latco, lẽ ra anh phải nghi ngờ cả người bạn thân thiết nhất một khi nah ta xuất hiện torng hoàn cảnh như vậy.	Ezek a kételyek Dragosban szinte magától értetődően növelték a szánalom érzését, így történt aztán, hogy szíve mélyéig megrendítette az a szinte gyermeki bizalom, melyet Serge Ladko tanúsított iránta, mikor újból összetalálkoztak.	0.267961
	Pedig e találkozás körülményei olyanok voltak, hogy a révkalauz joggal kételkedhetett volna akár legjobb barátjában is.	-0.3
Nhưng chẳng lẽ không thể hòa hợp lòng thương hại với tin thần trách nhiệm nghề nghiệp làm một sau khi đã ở lại trên thuyền như trước hay sao?	De különben is, miért ne férhetett volna meg az emberi együttérzés Dragos hivatásbeli kötelességének gyakorlásával, és azzal, hogy Serge Ladkóval együtt ismét bárkára száll?	0.271154
Nếu thật sự Ilya Bruso có tên Latco và nếu chính Latco này là tên tội phạm thì Caclo Dragoso sẽ đi cùng với hắn ta và sẽ tìm thấy đồng bọn.	Ha ugyanis Borus Demetert valóban Ladkónak hívják, és ha ez a Ladko valóban gonosztevő, akkor Dragos a közelében marad, kinyomozhatja bűntársait is.	0.280576
Trường hợp ngược lại, dù người trúng giải của "Hội vùng sông Danube" là vô tội thì anh ta cũng là một tội phạm thật sự đã lợi dụng cuộc điều tra ở Xanca để tránh cho mình mọi sự nghi ngờ.	Ha pedig Borus Demeter ártatlan, rajta keresztül talán mégis el lehet jutni az igazi bűnösökhöz, akiknek a horgász - legalábbis a szalkai esetből erre lehetett következtetni - szálka volt a szemében.	0.255978
Những phán đoán này dường như không hẳn là xác đáng, tuy nhiên chúng vẫn không tiếu tính logich.	Ez a kissé nyakatekertnek látszó érvelés nem volt egészen logikátlan.	0.141176
Dáng vẻ đáng thương của Xacgay Latco, sự quả cảm thiên thần mà anh ta đã bộc lộ ra qua cuộc đào tẩu kỳ diệu của mình, và đặc biệt là hồi ức về sự cứu giúp trong lúc giông to bão dữ đã cho Caclo Dragoso thấy anh ta là một người đánh cá trung thực, dũng cảm nhất - chúng đã làm nên phần còn lại.	Serge Ladko szánalmas megjelenése, az az emberfeletti bátorság, amit szökése közben tanúsított és különösen az a közvetlen, emberi önfeláldozás, amellyel segítségére sietett, ugyancsak hozzájárult Dragos felfogásának megváltozásához.	0.194043
Caclo Dragoso phải có trách nhiệm trước cuộc sống của con người bất hạnh này, một con người đang thở, đang đứng trước mặt ông với đôi tay tuốt máu, với gương mặt gầy rộc ướt đẫm mồ hôi.	Végtére is életét köszönhette ennek a szerencsétlen embernek, aki itt áll előtte, zihálva a fáradtságtól, vérző tenyérrel, és beesett arcáról csak úgy szakad a veríték.	0.213772
Để thưởng cho tất cả những cái đó, lẽ nào ông lại bắt anh ta quay trở lại địa ngục?	Csak nem küldheti vissza a poklok mélyére?	-0.1275
Nhà thám tử không dám làm điều ấy.	A nyomozó erre képtelen volt elszánni magát.	0.2775
- Đi thôi!	- Jöjjön velem!	0.913636
- ông chỉ nói một câu để đáp lại tiếng hô mừng rỡ của kẻ đào tẩu và lôi anh ta ra hướng sông.	- válaszolt a szökevény örömkiáltására, és a folyó felé indult vele.	0.395714
Kể từ lúc đó trở đi, trong suốt tám ngày bơi trên sông, hai người bạn chỉ trao đổi với nhau có vài câu ngắn ngủi.	Az elmúlt nyolc nap alatt a két útitárs nem sok szót váltott egymással.	0.0402985
Xecgay Latco vẫn giữ thái độ lặng lẽ như xưa và vẫn không tiếc sức để rút ngắn đoạn đường.	Serge Ladko majdnem mindig hallgatott, és teljes erővel azon volt, hogy a bárka útját minél gyorsabbá tegye.	0.279
Dầu sao anh ta cũng đã nói ra vài câu rời rạc kể lại những vuộc phiêu lưu khó hiểu của mình bắt đầu từ chi lưu Ipen.	Fél mondatokban, melyet szinte harapófogóval kellett kihúzni belőle, mégis beszámolt azokról az érthetetlen kalandokról, amelyeken átment, mióta az Ipoly torkolatánál jártak.	0.195238
Anh ta đã kể thời gian bị giam cầm rất lâu ở nhà tù Zemlin, tiếp theo là tình tran bị cầm tù một cách kỳ lạ trên con tàu lạ.	Elmesélte hosszú fogságát a zimonyi börtönben és azt, hogy előzőleg még érthetetlenebb körülmények között egy idegen dereglyén tartották fogságban.	0.261364
Những người đã khẳng định là họ đã thấy anh giữa chừng Budapest và Zemlin, tất nhiên là họ đã nói dối, bởi vì trong khoảng thời gian ấy anh đã bị nhốt trên con tàu lạ, tay chân bị trói chặt.	Hazudtak tehát mindazok, akik azt állították, hogy Budapest és Zimony között látták őt, hiszen ez alatt az idő alatt végig gúzsba kötve tartották egy dereglyén.	0.30362
Trong lúc người câu cá kể chuyện, Caclo Dragoso càng lúc càng thay đổi cách nhìn nhiều hơn.	Ennek az elbeszélésnek hallatára Dragos Károlynak az ügyről alkotott korábbi véleménye még jobban megváltozott.	0.25625
Bất giác Dragoso đã nhận xét được đường dây liên hệ giữa các cuộc tấn công mà nạn nhân của nó là Ilya Bruso, và sự can thiệp của một kẻ giống anh ta như đúc ở Xanca.	Szinte öntudatlanul összefüggést érzett Borus Demeter elrablása és egy másik Borus Demeter szalkai felbukkanása között.	0.130769
Hiển nhiên người câu cá đã quấy rối kẻ nào đó và anh ta đã phải chịu đòn của kẻ thù giấu mặt mà ngoại hình của tên này lại tương ứng với những điều mà người ta mô tả về tên phỉ.	Kétségtelen, hogy a horgász valakinek útjában állt, és egy számára ismeretlen ellenség volt a sarkában, akinek személyleírása mintha ráillett volna az igazi banditavezérre.	0.22994
Cứ như vậy, lần hồi Caclo Dragoso đã tiến gần đến chân lý.	Dragos így lassan-lassan közelebb jutott az igazsághoz.	0.220755
Ông không thể tin vào những điều suy lý của mình, nhưng lại cảm thấy ít ra là những nghi ngờ trước đây đang bị sụp đổ dần dần qua từng ngày tháng.	Bár következtetéseinek helyességét sehogy sem tudta ellenőrizni, korábbi gyanakvása napról napra csökkent.	0.138679
Tuy vậy, không một lúc nào ông có ý phải rời bỏ con thuyền để quay trở về tái lập cuộc điều tra lần thứ hai.	De egy pillanatig sem gondolt arra, hogy elhagyja a bárkát, visszaforduljon, és új nyomon kutasson tovább.	0.225773
Linh tính của người cảnh sát đã cho ôn ghay rằng đây là dấu hiệu tốt và người câu cá có thể là kẻ vô tội bị liên can đến câu chuyện vùng sông Danube.	Hivatásának gyakorlása közben kifejlődött ösztöne azt súgta neki, hogy jó nyomon van, és ha ártatlan is a horgász, valamiképpen köze van a dunai rablóbanda ügyéhez.	0.288679
Dầu sao thì thượng lưu sông Danube có yên tĩnh hơn nhiều, và sự liên tục của những tội ác đã xảy ra chứng minh đươc một điều là bọn cướp cũng xuôi dòng Danube, chí ít cũng đến Zemlin.	A Duna felső folyásának vidékén most teljes volt a nyugalom, és az újabban elkövetett bűntények azt bizonyították, hogy a banditák is lejjebb ereszkedtek a folyón, legalábbis Zimony környékéig.	0.274054
Rất có khả năng bọn chúng vẫn tiếp tục xuôi dòng trong thời gian Ilya Bruso bị cầm tù.	Valószínűnek látszott, hogy Borus Demeter fogva tartásának ideje alatt is folytatták útjukat lefelé.	0.283871
Caclo Dragoso đã không lầm trong điều ức đoán này.	Dragos nem tévedett.	-0.225
Ivan Xtriga thực tế đã tiến gần đến Biển Đen, sau khi vượt xa con thuyền của người câu cá khoảng 12 ngày, nó lên đường từ Zemlin.	Iván Striga ugyanis továbbhajózott a Fekete-tenger felé, és amikor a halászbárka elhagyta Zimonyt, a dereglyének már tizenkét napos előnye volt vele szemben.	0.287324
Nhưng 12 ngày tháng trước ấy đã dần mất hiệu quả và khoảng cách giữa hai con thuyền càng lúc càng được rút ngắn dần.	Ezt az előnyt azonban fokozatosan elveszítette, mert a két hajó közötti távolság egyre jobban csökkent.	0.20303
Ngày qua ngày, giờ nối tiếp giờ, và từng phút một trôi qua, bằng nỗ lực dữ dội của Xecgay Latco, con thuyền nhỏ đã truy đuổi con tàu lớn một cách kiên trì.	Serge Ladko emberfeletti erőfeszítései nyomán a bárka napról napra, percről percre feltartóztathatatlanul közeledett a dereglyéhez.	0.203906
Con thuyền của Latco chỉ có một mục tiêu: thành phố Rusuco. ~~~ Một ý nghĩ: Natcha.	A révkalauz egyetlen célt látott maga előtt: Ruszcsukot, egyetlen gondolat vezérelte: Natsa.	-0.00174419
Nếu hư nah đã xem thường mọi điều mà trước đây anh đã hết sức chú ý để giả danh, đó chẳng qua là anh không còn nghĩ đến chúng nữa.	Gondolatait csak ez foglalkoztatta, ezért nem álcázta tovább külsejét.	-0.0391304
Anh còn thiết đến chúng làm gì vào lúc này?	De különben is mi haszna lett volna ebből?	0.238462
Sau lần bị bắt giam, sau cuộc đào tẩu - dù là Ilya Brsuo hay Xecgay Latco thì cũng nguy hiểm như nhau thôi.	Letartóztatása és szökése után a Borus Demeter név éppen olyan veszélyes volt, mint a Serge Ladko név.	0.275258
Dù mang cái tên nào đi nữa, từ nay trở đi, anh cũng phải bí mật đột nhập Rusuco và luôn bị đe dọa là sẽ bị bắt ngay tại chỗ.	Akár egyik, akár másik nevet viseli, most már csak titokban mehet Ruszcsukba, különben nyomban letartóztatják.	0.211429
Bị choán ngợp bởi ý nghĩ duy nhất ấy, suốt tám ngày bơi trên sông, anh đã không mảy may chú ý đến hai phía bờ sông.	A nagy iparkodás annyira lekötötte, hogy az elmúlt nyolc nap alatt egy pillantást is alig vetett a folyam partjai felé.	0.252336
Nếu anh có nhận xét họ đã bơi ngang qua Benrat - thành phố trắng nổi cao trên vùng đồi mà trên đó dinh thự lộng lẫy của hầu tước Konac, và vùng ngoại ô, nơi người ta đang chuyển môt khối lượng lớn hàng hóa, đã lùi về phía sau anh, thì chẳng qua là Bengrat chỉ rõ biên giới Xecbi, nơi chấm dứt quyền lực của ngài Izar Rona.	Belgrádot, amelynek neve szó szerint "Fehérvárt" jelent, csak azért méltatta figyelemre, mert itt van a szerb határ, amelyen túl Róna Lázár magyar vizsgálóbíró keze már nem ér el. ~~~ Ez a város egy domboldalon fekszik, melynek tetején a Konak, vagyis a fejedelmi palota emelkedik.	-0.0501946
Sau đó, anh không để ý thêm gì nữa.	Előtte fekszik a hatalmas forgalmú külváros.	0.261538
Anh đã không nhìn thấy Xemendori, thủ đô xưa của Xecbi nổi tiếng với những vườn nho chung quanh.	Óriási tömegekben özönlik ide az áru. ~~~ Belgrád után hősünk már se nem látott, sem nem hallott.	-0.016129
Anh đã không nhìn thấy Kolomban nơi àm tục truyền có cái hang mà thánh Georgi đã dùng để chôn xác con rồng do chính tay mình giết;	Nem látta sem Szemendriát, Szerbia hajdani fővárosát, melyet most a környező szőlők tesznek híressé, sem Colombalt városát, melynek határában egy barlangot mutogatnak.	0.237313
Không thấy Orsova mà qua khỏi thành phố này dòng Danube sẽ chảy giữa ahi tỉnh cổ thuộc Thổ Nhĩ Kỳ - sau này chúng hai vương quốc tự trị;	A monda szerint Szent György ide vitte be a megölt sárkány tetemét. ~~~ Nem látta Orsovát sem, melyen túl a Duna két, azóta független királysággá alakult, volt török tartomány között folyik.	-0.0339041
Không thấy Cổng Sắt, lối lưu thông nổi tiếng, được viền quanh bằng những bức tường thẳng đứng cao khoảng 400m, nơi đây sông Danube luôn đi mãnh liệt, giận dự đập vào những khối đá vãi khắp dòng sông;	Nem látta a Vaskaput, ezt a híres szorost, ahol a Duna partjait négyszáz méter magasba nyúló meredek sziklafalak szegélyezik.	0.0155172
Không thấy Vidiu, thành phố đầu tiên khá nổi tiếng của Bungari;	A Duna itt zuhogva ömlik, és tajtékozva korbácsolja a medréből kiemelkedő sziklatömböket.	0.222857
Không thấy Nicopoba, Sistov, và những thành phố nổi tiếng khác của Bungari, những nơi mà anh phải đi qua trước khi đến được thành phố Rusuco.	Nem látta meg Vidint, az első számottevő bolgár várost, sem Nikopolit és Szisztovát, a két másik jelentősebb várost, amelyek mellett még el kellett hajózniuk, mielőtt Ruszcsukba értek volna.	0.244737
