Homer	HOMÉROSZ	0.1
Thấy bốn đồng bọn cùng từ giã cõi đời trên nền đại sảnh rộng lớn, đám cầu hôn rút về phía cuối.	és vagyonát nyírták, és balgán semmibevettek." ~~~ Elmosolyodva felelte a nagylelelményü Odüsszeusz:	-0.0260204
Bên Odysseus nhào tới rút thương khỏi xác chết.	"Bátorság, a fiam megmentett, megszabadított,	0.253333
Đám cầu hôn lại phản công, gắng hết sức lao thật mạnh, song Athena làm thương bay không trúng đích.	lásd meg a lelkedben s majd mondd el másnak is aztán, ~~~ hogy sokkal jobb ám jót, mint gonoszat cselekedni.	-0.0223404
Một trúng cột cửa đại sảnh, một trúng cánh cửa dầy chắc, một trúng lưng tường, thương thứ ba gỗ tần bì mũi bịt đồng nhọn hoắt.	Menjetek innen az öldöklésből, s kívül az ajtón ~~~ ülj le az udvarban, te is és az a sokdalu lantos,	-0.0956044
Dẫu thế Amphimedon cũng ném trúng đích, làm xước cổ tay Telemachos, thương vút qua, mũi đồng vừa chạm mặt da.	míg idebent el nem végzem mindazt, ami rám vár." ~~~ Szólt; mire mentek is ők ketten kifelé a teremből.	-0.0403226
Ktesippos cũng vậy.	És a hatalmas Zeusz oltára elé telepedtek,	0.0285714
Vút trên khiên Eumaios đang cầm chạm bả vai, trường thương bay qua cắm phập xuống đất.	vizsgán néztek szét, várták a halálukat egyre. ~~~ Vizsgán nézett szét Odüszeusz is bent: lel-e férfit	-0.00473684
Odysseus đa mưu túc trí và mấy người lại lao thương vào đối thủ.	még, aki, éltét lopva, kerülgeti éjszinü végét.	0.168
Lần này Eurydamas gục dưới thương Odysseus cướp phá thành Troa, Amphimedon dưới thương Telemachos, Polybos dưới thương nô bộc chăn heo, Ktesippos dưới thương nô bộc chăn bò.	S látta, hogy ott fekszik már mindjük a vérben, a porban, ~~~ együtt szörnyü sokan, valamint a halak sokasága,	-0.1275
Trúng ngực khiến hả dạ nô bộc chăn bò sừng cong tự hào cất tiếng: "Ô, quý tử Polytherses, ưa thích thóa mạ, bây giờ mi hết huênh hoang, khoác lác, múa lưỡi lớn tiếng, mở miệng bừa bãi.	melyet az ősz tengerből mind kifogott a halásznép ~~~ sokszemü hálóval, s az öböl partjára vetett ki: ~~~ mind a fövenyben hányódnak, s vágyódnak a vízbe,	-0.210417
Nói năng để thần linh, vì các người mãnh liệt hơn mi gấp bội.	életüket míg el nem orozza a tündökölő nap: ~~~ így omlottak a kérők ott egymás tetejébe.	-0.0369565
Giữ thương này làm kỷ niệm, tặng phẩm biểu lộ lịch sự, hiếu khách đáp lại móng bò mi trao lúc Odysseus ăn xin trong cung điện."	Télemakhoszhoz ekép szólt most leleményes Odüsszeusz: ~~~ "Télemakhosz, szólítsd be a dajkát, Eurükleiát, ~~~ hadd mondok neki már egy szót, ami nyomja a lelkem."	-0.132692
	Szólt; és Télemakhosz hajlott jó apja szavára,	-0.3
Nô bộc chăn bò sừng cong nói thế.	megzörgette az ajtót és odahívta a dajkát:	0.259459
Đúng lúc đó Odysseus xông tới nâng trường thương đâm Agelaos công tử Damastor đứng trong tầm tay.	"Jer be, te régszületett dajkánk, ki a szolgaleányok ~~~ munkájára ügyelsz mindig palotánknak ölében.	-0.0107143
Telemachos đâm Leokritos công tử Euenor trúng giữa bụng, mũi thương xuyên qua lưng, đối thủ ngã sấp, trán đập bồm bộp xuống đất.	Jőjj ide: hív az apám, valamit most mondani kíván." ~~~ Így szólt; és az anyó szava szárnyatlan maradott már;	-0.0588235
Chót vót trên mái nhà Athena giơ khiên thần báo hiệu tai ương.	és kinyitotta a kényelmes terem ajtaja szárnyát,	0.185106
Đám cầu hôn khiếp đảm.	és indult be; s az apja elé bevezette az ifjú.	0.175862
Tất cả chạy tán loạn khắp đại sảnh như đàn bò bị ruồi trâu vun vút châm đốt, tấn công khi xuân về ngày càng lúc càng dài.	És a megölt tetemek mellett ottlelte Odüsszeuszt, ~~~ véresen és csata-mocskoltan, valamint az oroszlánt, ~~~ mely marhát falt föl, s most lép ki a marha-akolból;	-0.137374
	és az egész szügye és mindkétoldalt a pofája	-0.3
	vértől elboritott, ránézni is oly riadalmas:	-0.3
Như kên kên móng cong, mỏ quắp từ núi cao sà xuống, lao thẳng bầy chim nhỏ, rời bỏ không trung, tản mác trên cánh đồng, hoảng hốt chạy trốn khỏi tầng mây, không tìm thấy trợ giúp, không thể chống trả, không kiếm ra lối thoát, bốn người dồn dập tấn công, hạ sát, hăng hái đuổi theo.	így boritotta a vér Odüszeusz lábát s a kezét is. ~~~ Hát mikor ez meglátta a holtakat és a kifolyt vért, ~~~ már készült rivalogni, hiszen nagy volt ez a hőstett;	-0.316327
Chạy qua đại sảnh họ chồm tới đám cầu hôn, đánh gục hết tên này đến tên kia.	csakhogy az ujjongását megfékezte Odüsszeusz, ~~~ és őt megszólítva ekép, szárnyas szavakat szólt:	-0.0116667
	"Csak lelkedben örülj, te anyó, fékezd a rivalgást;	-0.3
Tiếng kêu rùng rợn vừa thốt, đầu vỡ tức thì, sàn sảnh lênh láng máu đỏ.	mert elhullt daliákon az ujjongás kegyeletlen. ~~~ Isteni sors és sok gaztettük igázta le őket;	-0.00535714
Leodes chạy tới nắm đầu gối Odysseus, hối hả van xin lời như có cánh bay xa: "Ô, Odysseus, bỉ phu ôm gối khẩn cầu xin tha mạng và thương hại.	mert hisz a földi halandók közt senkit se becsültek, ~~~ sem nemeset, se silányt, ha körükbe akárki vetődött: ~~~ ostoba vétkeiért a gonosz sors őket elérte.	-0.146078
Bỉ phu trang trọng thề bỉ phu chưa bao giờ bằng lời nói hay việc làm xúc phạm phụ nữ trong cung điện.	Rajta, sorold föl a nőket most nekem itt, palotámban, ~~~ engem kik nem tisztelnek s kik a bűntelenek, mondd." ~~~ Eurükleia, a kedves dajka, felelt neki erre:	-0.113542
	"Kedves gyermekem, elmondom, mi a tiszta igazság.	-0.3
Không những thế bỉ phu còn cố sức ngăn cản các cầu hôn đừng làm vậy.	Ötven szolgáló nő él a te házad ölében: ~~~ mindezeket munkán munkálni mi megtanitottuk,	-0.0113924
Nhưng không thèm nghe họ cứ nhúng tay vào sai trái.	és gyapjat gyaratolni, viselni a szolgai sorsot;	0.245455
Cư xử xấu xa đã dẫn họ tới số phận ghê tởm.	szégyenteljes tettre tizenketten vetemedtek,	0.230233
Dù sao bỉ phu cũng chỉ là thầy đoán giúp họ; bỉ phu chẳng làm gì đáng trách, thế mà bây giờ gánh chịu số phận đắng cay!	engem sem tisztelve, de még őt, Pénelopét sem. ~~~ Télemakhosz nemrég nőtt fel, s nem hagyta az anyja,	-0.0652174
Phải chăng cư xử lương thiện để đón nhận cảm tạ tri ân như thế?"	hogy rendelkezzék a leányokkal palotádban. ~~~ S most hadd menjek föl ragyogó termünkbe, s a nődnek	-0.0296053
Odysseus trừng mắt dằn giọng: "Mi nói mi chỉ là thầy đoán giúp chúng, vậy tại sao nhiều lần trong đại sảnh mi cầu khấn ta đừng trở về dù muốn đến mấy, vợ ta theo mi, sinh con đẻ cái với mi.	hadd szóljak, kire álmot küldött íme egy isten." ~~~ Válaszul erre eképen szólt leleményes Odüsszeusz:	-0.165306
Vì thế không gì cứu mi khỏi chết thảm thương." Dứt lời đưa cánh tay dũng mãnh nhặt thanh kiếm Agelaos nằm sóng sượt đánh rơi trên mặt đất, Odysseus chém ngay cổ.	"Még ne riasszad fel; csak hívd a terembe a nőket ~~~ mindazokat, kik idáig olyan csufosat cselekedtek." ~~~ Így szólt; és az anyó indult, ment végig a termen, ~~~ hogy hírt adjon a nőknek, azonnal küldje be őket.	-0.213947
Đầu lìa khỏi gáy, Leodes rú kêu, miệng vẫn lải nhải.	És Odüszeusz a fiát, az ökörpásztort, meg a kondást	0.247059
Phemios, con trai Terpias, miễn cưỡng làm thi sĩ ca công cho đám cầu hôn hy vọng thoát tay tử thần.	szólította magához, ilyen szárnyas szavakat szólt: ~~~ "Hordjátok ki a hullákat, noszogatva a nőket,	-0.00789474
Lúc này ca công đang đứng gần cửa hậu, tay cầm cây đàn muôn điệu, tâm trí giằng co: lẻn khỏi đại sảnh đến ngồi trước bàn thờ Chúa tể siêu phàm, bảo vệ khu sân, xây cất kỹ lưỡng Laertes và Odysseus trước kia thường nướng đùi bò dâng lễ tế sinh, hay chạy tới nắm đầu gối Odysseus năn nỉ van xin?	hogy vegyenek részt ebben, s tisztítsák meg az ékes ~~~ székeket, asztalokat vízzel, lukacsos szivacsokkal.	-0.345455
Cân nhắc tới lui cuối cùng ca công quyết định nắm đầu gối công tử Laertes.	És ha a házat már elrendeztétek egészen, ~~~ hajtsátok ki a szolgálókat a drága teremből,	-0.00178571
Thế là đặt ngay cây đàn khum phình xuống đất giữa chiếc liễn pha vang và chiếc ghế nạm đanh bạc, chạy ngược lại ôm gối Odysseus, ca công khẩn cầu lời như có cánh bay xa: "Ô, Odysseus, bỉ nhân ôm gối người.	udvari szép kerités meg a félszer közti darabra, ~~~ hosszuhegyű karddal kaszaboljátok valamennyit,	-0.21129
Đừng xua đuổi kẻ van xin, hãy thương hại bỉ nhân.	míg lelkük kiröpül, s Aphrodítét elfeledik már,	0.257143
Nếu giết ca công như bỉ nhân, ca hát dâng hiến thần linh và thế nhân, sau này người sẽ ân hận.	kit bírtak, hogy a kérőkkel titkon közösültek." ~~~ Szólt; és jöttek a nők mindnyájan, sűrü csoportban,	-0.00148515
Bỉ nhân không có thày dạy, bỉ nhân tự học một mình.	szörnyü jajongással, bőséges könnyeket ontva.	0.23125
	És legelőször az elhulltak tetemét hordták ki,	-0.3
Thần linh gieo rắc, vun trồng đủ loại thi ca trong tâm hồn.	s elkeritett udvar szép tornácán letették, ~~~ egymásnak tetejébe, ahogy kijelölte Odüsszeusz	-0.0478723
Là thi sĩ bỉ nhân có thể ca hát dâng người như dâng thần linh.	ő maga, sürgetvén, hordták hát kényszerüségből. ~~~ És azután a nagyonszép székeket és a sok asztalt	0.173901
	sorban megmosták vízzel, lukacsos szivacsokkal.	-0.3
Vậy dù nóng giận xin đừng cắt cổ bỉ nhân.	S Télemakhosz meg a csordás és a kanász kaparókkal	0.29375
	szép díszes palotájuk földjét elsimitották;	-0.3
	és minden szemetet pitvarba leraktak a lányok.	-0.3
Xin hỏi quý tử!	És miután már mindent elrendeztek a házban,	-0.1
Telemachos là nhân chứng nói người hay bỉ nhân chưa bao giờ tự ý hay định tâm tới tư thất người ca hát mua vui cho đám cầu hôn trong lúc tiệc tùng, mà bị số đông quyền thế ép buộc bắt phải tới."	hajtották ki a szolgálókat a drága teremből, ~~~ udvari szép kerités meg a félszer közti darabra, ~~~ egy szegletbe, ahonnan nem volt semmi menekvés.	-0.231868
Nghe thấy thế Telemachos liền chạy tới đứng trước mặt vội nói với thân phụ: "Khoan!	Köztük a jóeszü Télemakhosz kezdett a beszédbe: ~~~ "Hát tisztességes véggel vegyem én el a lelkük?	0
Đừng giết người vô tội, bố ơi.	nékik, kik szégyent zuditottak mind a fejemre	0.276923
	s édesanyámra is, és kérőkkel háltak a házban?"	-0.3
	Szólt; s kékorru hajó tartókötelét odakötve	-0.3
Ngừng tay với cả Medon nữa!	egy magas oszlophoz, jól meghurkolta a kamrán,	0.183871
Trông nom săn sóc tận tình trong cung điện lúc con còn nhỏ, lệnh sứ là người ngô bối phải tha, nếu chưa mất mạng dưới tay Philoitios hay nô bộc chăn heo hoặc bố lúc bố tấn công vũ bão qua đại sảnh." Lời nói lan tới tai lệnh sứ.	jó magasan kifeszítve: a lábuk földre ne érjen. ~~~ Mint ha a szélesszárnyu rigók vagy a gyenge galambok ~~~ hullnak a tőrbe, amely bokrok közt van kifeszítve,	-0.254167
Vì muốn khỏi chết thảm Medon vốn thận trọng cuốn mình trong miếng da bò mới làm thịt, chui dưới ghế nằm im.	mert fészkük keresik, de gonosz nyoszolyára találnak, ~~~ így, egymás mellett a fejükkel, függtek a lányok,	-0.0267327
Nhỏm dậy tức thì, chui khỏi gầm ghế, quẳng phắt da bò sang bên, lao thẳng tới Telemachos, lệnh sứ nắm gối hối hả năn nỉ, lời như có cánh bay xa: "Công tử quý mến, thưa Medon đây.	hurkokkal nyakukon, hogy vesszenek el nyomorultul. ~~~ Lábukkal még rángtak, nem sokat, egy kicsikét csak.	-0.151563
Công tử tha mạng sống cho bỉ phu.	S íme, Melantheuszt ajtón át pitvarba vezették:	0.216667
Và bẩm giùm thân phụ đừng giết bỉ phu bằng lưỡi kiếm tàn ác, dẫu tức giận, bực bội vì lũ cầu hôn rồ dại phá hại của cải, cư xử với công tử chẳng chút nể vì!"	s ott gonosz érccel az orrát és füleit lemetélték ~~~ és tépték ki szemérmét, nyersen ebeknek ebédül,	-0.131633
Odysseus mưu trí mỉm cười trấn an: "Đừng sợ.	s szétzúzták a kezét-lábát, haragudva szivükben.	0.3
Con ta cứu mạng như vậy tự lòng ngươi hiểu, ngươi nói cho người khác cùng hay.	Lábukat és kezüket megmosták ennekutána, ~~~ és besiettek Odüsszeuszhoz, befejezve a dolguk;	-0.00529412
	ő pedig így szólt kedves dajkájához azonnal:	-0.3
	"Hozz be, anyó, baj-elűző kénkövet és tüzet is hozz,	-0.3
	hadd füstölhessem ki a termet.	-0.3
Sống ở đời nên làm điều phải, đừng làm điều trái.	S Pénelopeiát ~~~ hívd ide már te magad, szolgáló-nőivel együtt,	-0.00241935
	s minden szolgaleányt küldj hozzám már e terembe."	-0.3
Bây giờ ngươi và thi sĩ ca công lừng danh rời đại sảnh ra ngoài sân lánh xa nơi tàn sát, ngồi đó, ta vào bên trong giải quyết cho xong việc phải làm."	Eurükleia, a kedves dajka, azonnal ekép szólt: ~~~ "Kedves gyermekem, úgy mondtál mindent, ahogy illik. ~~~ Csak hadd hozzam előbb a ruhát, a köpenyt meg az inget,	-0.157576
Vội vàng rời đại sảnh hai người tới ngồi trước bàn thờ Chúa tể vạn năng, vẻ mặt lo âu, chốc chốc lại liếc nhìn hết phía này đến phía kia, chờ chết bất kể lúc nào.	hogy ne maradj így rongyokkal beborítva hatalmas ~~~ vállad a termedben: megszólhatnának ezért még." ~~~ Válaszul erre eképen szólt leleményes Odüsszeusz:	-0.189899
Odysseus đi hết ngôi nhà xem có tên cầu hôn nào lẩn trốn hay không.	"Tűz lobbanjon csak legelőbb nekem itt a teremben." ~~~ Mondta; s a kedves dajka nem is volt szófogadatlan;	-0.0492857
Nhưng Odysseus thấy tất cả nằm ngổn ngang trên mặt đất đẫm máu như đàn cá trong mẻ lưới ngư phủ kéo khỏi mặt nước xám xanh ngầu bọt lên bờ biển thoai thoải, cong cong, nằm thành đống trên bãi cát chờ nước mặn và tia nắng mặt trời kết liễu cuộc đời.	hozta a kénkövet és parazsat: s leleményes Odüsszeusz ~~~ kénnel megfüstölte a termet, a házat, az udvart.	-0.275758
Đám cầu hôn cũng thế, nằm chồng chất lên nhau, tên này đè tên kia.	Majd indult az anyó Odüszeusz szép termein által, ~~~ hogy hírt adjon a nőknek, azonnal küldje be őket;	-0.0431507
Sau đó Odysseus nói với con trai: "Telemachos, nghe ta nói, đi gọi nhũ mẫu Eurykleia ra đây, ta dặn điều cần thiết."	jöttek a nők a teremből, fáklyát hordva kezükben. ~~~ Ellepték Odüszeuszt, gyöngéd szeretettel ölelték,	-0.0235294
Vâng lệnh đi ngay, tới khu nữ tỳ gõ cửa, Telemachos lớn tiếng gọi: "Thức dậy, nhũ nương khả ái, ra đây, bao năm làm lụng nơi này lo việc sai bảo nữ tỳ, mau lên!	és szeretettel csókolták a fejét meg a vállát, ~~~ és a kezét, ahol érték; s őt elfogta az édes ~~~ sírás vágya, mikor ráismert mindegyikükre.	-0.193258
Thân phụ con gọi.	HUSZONHARMADIK ÉNEK –	0.255
Người có điều muốn nói." Không đáp nửa lời, mở ngay cửa khu gia nhân đi ra đại sảnh, Eurykleia rảo bước theo sau Telemachos.	PÉNELOPÉ FÖLISMERI ODÜSSZEUSZT ~~~ Lelkendezve szaladt az anyó föl a fönti terembe, ~~~ úrnőjének szólni, hogy itt van a férje a házban;	-0.144086
Nhũ mẫu thấy Odysseus giữa đống xác chết, mình mẩy lấm láp, bết máu, như sư tử vừa rời nông trại sau khi làm thịt con bò, lồng ngực, hai mép máu còn nhỏ giọt, mặt hằn vẻ dữ dằn, ghê sợ.	térde rohanvást mozgott, lába viszont botlódott. ~~~ Ott feje mellé állt, és hozzá nyomban ekép szólt:	-0.168557
Odysseus trông hệt thế, tay chân, lưng bụng vấy máu.	"Ébredj, Pénelopeia, leányom, lásd a szemeddel	0.234783
Nhưng thấy xác người, máu lênh láng, nhũ mẫu dường như muốn cất tiếng vui mừng ca ngợi thành công khủng khiếp diễn ra trước mắt.	azt, mire nap-nap után úgy vágyódtál a szivedben. ~~~ Megjött már Odüszeusz, s házába, ha késve is, eljött,	-0.0617647
Ngăn chặn cảm xúc bột phát Odysseus nói lời như có cánh bay xa: ‘Nhũ nương cao niên, hãy tự chế, đừng rối rít, vui mừng trong im lặng.	és meg is ölte a gőgös kérőket, kik a házát ~~~ feldúlták, vagyonát falták, a fiát megalázták."	-0.0781915
Bộc lộ hân hoan trên xác chết là xử sự báng bổ, bất kính.	Válaszul így szólt most az okosszivü Pénelopeia:	0.19375
Số người này chết thảm là do thần linh quyết định, và do việc làm xấu xa chúng lao đầu vào.	"Kedves anyó, eszedet vették el az istenek immár; ~~~ bármíly bölcsnek eszét megbontják ők, ha akarják,	-0.00459184
Chúng không kính nể ai gặp gỡ trên cõi đời, bất kể sang hay hèn.	és aki megbomlott, tudják téríteni észhez: ~~~ ők tettek benned kárt: eddig józan eszed volt.	-0.0364286
Do lỗ mãng quá độ chúng tự đưa thân gặp số phận bi đát.	Mit gúnyolsz engem, mikor úgyis szenved a lelkem? ~~~ ennyire félrebeszélsz s elkergeted álmom, az édest,	-0.042
Nhưng thôi, nói con hay nữ tỳ trong cung điện đứa nào trung thành, đứa nào phản phúc với con."	mely lekötött s kedves szemhéjamat elboritotta? ~~~ Íly mélyen nem aludtam azóta, mióta Odüsszeusz	-0.0112903
"Ờ, con," nhũ mẫu Eurykleia thân thương đáp, "già sẽ kể con hay đầy đủ sự thật.	ment meglátni az Átok-Tróját, vesszen e név is! ~~~ Rajta tehát, csak eredj és menj le megint a terembe.	-0.00674157
Cung điện có năm mươi nữ tỳ, ngô bối chỉ dẫn cung cách làm việc trong nhà, chải len thế nào, kiên nhẫn hầu hạ ra sao.	Hogyha a szolgálónőim közül erre talán más ~~~ jön nekem íly hírrel, s így ver föl az álmom öléből,	-0.0463918
Trong số có mười hai đứa cư xử vô lễ, trâng tráo coi già và Penelope chẳng ra gì.	csúnyán kergetem azt ismét le, a lenti terembe ~~~ egy-kettőre; de téged most megment az öregség."	-0.00697674
Telemachos mới lớn nên thân mẫu không cho phép ra lệnh sai bảo gia nhân.	Eurükleia, a kedves dajka, felelte azonnal: ~~~ "Nem gúnyollak, kislányom, de a tiszta igazság,	-0.0243243
Nhưng thôi, để già lên lầu tới tư phòng sáng trưng nói cho hiền thê hay sự thể, thần linh vừa đưa vào giấc điệp êm đềm."	hogy hazajött Odüszeusz és itt van, ahogy kijelentem, ~~~ ő a szegény idegen, kit olyan sok bántalom ért lenn.	-0.0530303
"Đừng đánh thức vội," Odysseus ý nhị thốt lời.	Télemakhosz rég tudta, hogy itt van; csakhogy az apja	0.25625
"Thay vì thế gọi nữ tỳ trong khi con vắng nhà ăn ở tráo trở ra đây."	szándékát el tudta szivében rejteni bölcsen, ~~~ míg az a kérők csúf dölyféért nem fizetett meg."	-0.0431507
Vú già rời đại sảnh đi gọi nữ tỳ thúc giục ra mau.	Szólt; és Pénelopé megörült, szökkent le az ágyról,	0.277778
Lúc đó Odysseus cũng gọi Telemachos, nô bộc chăn bò, nô bộc chăn heo tới bên cạnh dặn dò, lời như có cánh bay xa: ‘Trước hết mang xác chết ra ngoài, bắt nữ tỳ giúp một tay.	és a nyakába borult az anyónak, a könnyei hulltak, ~~~ és őt megszólítva, ilyen szárnyas szavakat szólt: ~~~ "Jaj, kedves dajkám, hát mondd meg igaz szavaiddal, ~~~ hogy ha valóban már hazajött, mint mondod, a férjem, ~~~ hogy lehetett rácsapnia néki a szemtelenekre,	-0.232653
Sau đó lấy bọt biển nhúng nước lau bàn, ghế bành sang trọng cho sạch.	hisz maga volt, míg ők mindig sokan ültek a házban." ~~~ Eurükleia, a kedves dajka, felelte azonnal:	-0.0256579
Khi mọi việc trong cung điện sắp xếp đâu vào đấy, điệu nữ tỳ khỏi đại sảnh ra giữa nhà tròn và tường cao khu sân, dùng trường kiếm chém chết, cho chúng quên ái ân lén lút ăn nằm với bọn cầu hôn!’	"Nem tudom én, nem láttam, csak hallottam a jajszót, ~~~ míg pusztultak; a jólépült háló zugolyában ~~~ ültünk félve, s a jó ajtók mind zárva maradtak, ~~~ míg a fiad nem hívott vissza megint a terembe, ~~~ Télemakhosz: mert őt küldötte utánam az apja.	-0.260426
Rên rỉ thảm thiết, nước mắt ròng ròng, gò má ướt đẫm, nữ tỳ bất trung cùng nhau đi ra.	És a megölt tetemek mellett ottleltem Odüsszeuszt; ~~~ ott állt: és a kemény talajon körülötte hevertek	-0.00154639
	egymáson: lelked melegebb lett volna, ha látod	-0.3
Trước hết khuân xác chết mang để dưới trụ quan khu sân vây tường, xác này đặt lên xác kia.	véresen és csata-mocskoltan, valamint az oroszlánt. ~~~ Mind szorosan fekszik már kívül az udvari ajtón,	-0.00618557
Odysseus đứng trông thân chinh giục giã, tất cả lừng khừng đem xác chết đi ra.	ő meg a szép házat most füstöli kénnel, igen nagy ~~~ lángot gyujtatván, s engem küld érted előre.	-0.0123529
Tiếp đến lấy bọt biển nhúng nước lau bàn, ghế bành lộng lẫy.	Jer be tehát, hogy mindkettőtök tudjon örülni ~~~ drága szivében, hisz sok rosszat tűrtetek eddig.	-0.0416667
Sau đó Telemachos và hai mục phu lấy xẻng nạo sàn đại sảnh, nữ tỳ hết nhặt đến quét mảnh vụn, rác rưởi đem ra ngoài.	Teljesedett a ti régtáplált nagy vágyatok immár: ~~~ élve került haza tűzhelye mellé, téged is ittlelt,	-0.0505102
Cuối cùng khi mọi việc trong cung điện giải quyết xong xuôi, họ lôi nữ tỳ khỏi đại sảnh, dồn vào giữa nhà tròn và tường cao khu sân, chỗ chật hẹp không lối thoát.	és a fiát is a termeiben: s akik ővele rosszat ~~~ míveltek, mind megfizetett házában azoknak." ~~~ Válaszul így szólt most az okosszivü Pénelopeia:	-0.193548
Lúc đó Telemachos dáng vẻ nghiêm nghị mới cất lời: "Ta sẽ không để nữ tỳ từng thóa mạ, lăng nhục ta và thân mẫu, đêm đến lén lút ăn nằm, ái ân với bầy cầu hôn chết êm ả, thanh thản chấm dứt cuộc đời."	"Kedves anyó, ne örülj még ennyire fékeveszetten. ~~~ Hisz tudod azt, hogy örülnénk mind, ha a házba belépne	-0.188614
Dứt lời cầm dây cáp sử dụng trên thuyền mũi xanh, công tử buộc một đầu vào cột trong trụ quan, một đầu vào nhà tròn, thắt chặt kéo cao để chân nữ tỳ không chạm đất.	és a leginkább én s a fiam, ki az ő fia éppúgy: ~~~ csakhogy amit mondtál, nem igaz, bizony így nem esett az, ~~~ ám a nemes kérőket egy isten küldte halálba,	-0.196842
Như chim thốt nhạc cánh dài hoặc bồ câu mắc lưới chăng trong rừng, hối hả về tổ, không ngờ gặp ổ bi thảm, nữ tỳ bước thành hàng, đầu ngẩng cao, thòng lọng tròng vào cổ, sẽ đưa tất cả tới kết thúc bi thương!	megharagudva az ostoba dölyfért, s bűneikért is, ~~~ mert hisz a földi halandók közt senkit se becsültek, ~~~ sem nemeset, se silányt, ha körükbe akárki vetődött:	-0.230392
Chân co giật một lúc, song không lâu.	s ostoba vétkeikért megbűnhődtek.	0.265714
Tiếp theo mấy người điệu Melanthios qua đại sảnh ra sân.	De Odüsszeusz ~~~ már sose jön haza, mert elpusztult távoli földön."	-0.00238095
Tới nơi dùng dao tàn nhẫn mấy người cắt mũi, xẻo tai, thiến dương vật lấy thịt tươi máu đầm đìa vất cho chó nhá, rồi trong cơn thịnh nộ điên cuồng chặt tay, chặt chân.	Eurükleia, a kedves dajka, azonnal ekép szólt: ~~~ "Lányom, ugyan míly szó szökkent ki fogad keritésén?	-0.140722
Sau đó, rửa tay cọ chân sạch sẽ, mấy người trở lại đại sảnh gặp Odysseus, công việc hoàn tất.	Férjedről, ki a tűzhely mellett bent van a házban, ~~~ azt mondod, sose tér meg: a lelked ilyen hitevesztett.	-0.01875
Quay sang vú già Odysseus nói: "Nhũ nương, lấy lưu huỳnh tẩy cho khỏi hôi, rồi nhóm lửa để con xông nhà, sau đó mời Penelope xuống đây cùng tỳ nữ và hối tất cả gia nhân cũng tới."	Rajta tehát, mondok neked egy másik bizonyos jelt, ~~~ azt a sebet, mit lábán mart a fehérfogu vadkan. ~~~ Ráismertem, amint mostam, neked is meg akartam	-0.213333
"Ờ, con," nhũ mẫu yêu quý đáp, "con nói chí phải.	mondani: csakhogy a torkomat elszoritotta kezével;	0.261702
Nhưng để già mang áo choàng, tu-ních cho con mặc, đừng đứng như vậy trong đại sảnh chỉ có tấm vải sờn rách che bờ vai lớn rộng trông không được, người ta chê cười."	óvatos elmével nem hagyta, hogy ott kifecsegjem. ~~~ Rajta, kövess: a kezedbe adom neked életem önként:	-0.143617
"Điều con muốn trước tiên," Odysseus có vẻ tính toán tiếp lời, "là nhóm lửa trong đại sảnh." Nhũ mẫu dễ thương làm theo tức khắc.	s hogyha becsapnálak, te veszíts el csúnya halállal." ~~~ Válaszul így szólt most az okosszivü Pénelopeia:	-0.066
Nhũ mẫu mang lửa, lưu huỳnh.	"Kedves anyó, az örökkéélő égilakóknak	0.196875
Odysseus dùng tẩy uế đại sảnh, ngôi nhà, khu sân cẩn thận.	szándékát nehezen lesed el, bármennyire bölcs vagy.	0.217647
Nhũ mẫu đi khắp cung điện báo tin, giục nữ tỳ, gia nhân mau tới.	Mindazonáltal menjünk már a fiamhoz, az elhullt ~~~ kérőket hadd lássam, s azt, aki végüket adta."	-0.045
Ùn ùn rời phòng, tay cầm đuốc, họ bu quanh Odysseus, hân hoan chào đón, ôm chầm, âu yếm hôn vai, hôn đầu, hôn tay.	Szólt, és ment le; erősen hányódott szive közben: ~~~ vajjon távolról kérdezze ki kedves urát csak	-0.0419355
Cảm giác ước muốn nhẹ nhàng xâm chiếm cõi lòng, muốn bật khóc, muốn nức nở vì trong thâm tâm Odysseus nhận ra từng người.	vagy fusson hozzá, csókolja kezét meg az arcát. ~~~ Majd hogy kőküszöbén áthágott már a teremnek, ~~~ ült le Odüsszeusszal szemben, tűzhely sugarában,	-0.140625
Khúc 23	szembelevő falnál.	-0.15
	Magas oszlop alatt nagy Odüsszeusz	-0.3
Vừa cười vừa bước vú già hí hửng lên lầu nói cho nương nương hay phu quân đã ở trong nhà.	ült csak, a földre szegezve szemét és várta, mit is mond ~~~ felséges felesége, ha őt meglátja szemével.	-0.00309278
	Az pedig ült hosszú csöndben, szive kábulatában:	-0.3
Đầu gối thoăn thoắt, bàn chân chệnh choạng, vú già đi như chạy.	olykor már-már ráismert, ha szemébe tekintett, ~~~ olykor azonban nem, mert oly rút volt a ruhája.	-0.0354167
Tới bên giường vú già cất tiếng: "Dậy, Penelope, con yêu thương, dậy mà xem, nhìn tận mắt cảnh tượng hằng ngày mong đợi, bấy lâu ngóng chờ!	Télemakhosz korholta ekép, szót szólva kimondta: ~~~ "Gyász-anya, édesanyám, kinek ennyire zordon a lelke, ~~~ mondd, íly távol apámtól mért ülsz, hogy teheted meg,	-0.149038
Odysseus đã về, đang ở trong nhà sau bao nhiêu năm lưu lạc.	hogy közelébe nem ülsz, s nem kérdezed őt szavaiddal?	0.241176
	Más asszony bizony íly makacsul vonakodva nem ülne	-0.3
