Charles Dickens	﻿Charles Dickens	1.24
Nhưng dù sao họ cũng đang ở trung tâm thành phố, giữa các thương nhân tất tả ngược xuôi, tiền nong loảng xoảng trong túi, trò chuyện thành từng nhóm, xem đồng hồ, trầm ngâm đùa giỡn các con dấu bằng vàng của họ, vân vân, đúng như Scrooge vẫn thường nhìn thấy.	Ott álltak a város kellős-közepén, a tőzsde előtt. ~~~ Bankárok, kereskedők, ügynökök sietve jártak fel-alá, pénzt csörgettek zsebükben, órájukat nézték, csoportokba verődve tárgyaltak; a kép ismerős volt Scrooge számára.	-0.03125
Hồn ma dừng lại cạnh một nhóm nhỏ các thương nhân.	Egy kis csoport közelében álltak meg.	0.116667
Nhận thấy bàn tay nó chỉ vào họ, Scrooge tiến tới lắng nghe câu chuyện.	Scrooge látta, hogy a szellem a csoportra mutat és közébük állt, hogy meghallgassa, miről beszélnek.	0.422115
– Không, - một người đàn ông to béo có cái cằm quái dị nói, - tôi không biết nhiều về chuyện đó.	- Nem, a részleteket nem ismerem, csak annyit tudok, hogy meghalt - mondta egy magas, kövér ember.	0.549612
Tôi chỉ biết ông ta đã chết.	- Mikor halt meg?	-0.06
– Ông ta chết bao giờ?	- kérdezte egy másik.	0.2
- Người khác hỏi.	- Azt hiszem, az éjjel.	0.9
– Đêm qua, tôi tin thế.	- Tulajdonkép mi baja volt?	0.252
– Có chuyện gì xảy ra với ông ta thế?		-0.3
- Người thứ ba hỏi, vốc một dúm thuốc lá bột trong hộp thuốc lá to.	- kérdezte egy harmadik, óriás tubákos szelencéből jókora adagot csippentve.	0.572727
- Tôi cứ tưởng ông ta sẽ không bao giờ chết.	- Azt hittem, örökké fog élni.	0.538571
– Có Trời mới biết được, - người đầu tiên vừa nói vừa ngáp.	- Istenem, ez az élet, - mondta valaki és nagyot ásított.	0.411538
– Ông ta đã làm gì với khoản tiền nong của mình nhỉ?	- Vajon kire hagyta a vagyonát?	-0.0642857
- Một quý ông mặt đỏ, đầu mũi có một cục lồi lắc qua lắc lại, giống như cái yếm ở con gà tây.	- mondta egy vörösarcú úriember, akinek az orra hegyén jókora lelógó bibircsók éktelenkedett.	0.465373
– Tôi chưa nghe tin, - người có cái cằm lớn lại ngáp lần nữa.	Olyan volt ez az orrtoldalék, mint a pulykakakas lebernyege. ~~~ - A fene tudja - mondta az álmos képű és ismét ásított.	0.0605769
- Có lẽ để lại cho công ty của mình.	- Talán a társaságára.	0.7
Ông ta không để lại cho tôi.	Rám nem hagyta, annyi biztos!	0.255556
Tôi chỉ biết có thế.	Ezen aztán mindnyájan nevettek.	0.228
Câu đùa khiến tất cả đều cười.	- Bizonyára silány temetése lesz az öregnek.	0.2775
– Nó y như một đám tang rất rẻ tiền, - người ấy nói tiếp, - suốt đời, tôi chưa thấy có ai làm như thế.	Nem tudom, ki az ördög fog elmenni kikísérni.	-0.216279
Hay chúng ta tự nguyện làm một bữa tiệc?	Talán ha mi néhányan összeállnánk, elmehetnénk, nem?	0.24
– Tôi không định đến nếu bữa trưa đã chuẩn bị sẵn, - người có cục lồi ở đầu mũi nói.	- Ha kiadós halotti tor lesz, szívesen elmegyek - mondta a bibircsókos.	0.333894
- Nhưng tôi phải ăn nếu tôi là người sửa soạn.	- De ital is legyen.	0.164706
Lại một tràng cười nữa.	Ezen megint csak jót nevettek.	0.278571
– Vả lại, tôi là người không vụ lợi nhất trong số các ông, - người đầu tiên nói, - vì tôi chưa bao giờ đi găng tay đen và chưa bao giờ ăn trưa.	- Úgy látszik, én vagyok köztetek a legönzetlenebb, - mondta a kövér úriember - mert se fekete kesztyűt nem szeretek hordani, se enni-inni nem tudok már kedvemre, mégis elmegyek a temetésre, ha jön még valaki velem.	0.398817
Nhưng tôi sẵn sàng đến nếu mọi người cùng đi.	Ha jól meggondolom, én voltam az öreg legjobb barátja.	0.282353
Nghĩ đến điều này, tôi không dám chắc tôi là người bạn đặc biệt nhất của ông ta, vì chúng tôi thường dừng lại và nói chuyện mỗi khi gặp nhau.	Valahányszor találkoztam vele az utcán, mindig megálltam vele pár szóra! ~~~ No, de már mennem kell!	-0.11087
Tạm biệt!	A viszontlátásra.	0.161538
Họ rảo bước, hòa lẫn với các nhóm khác.	A kis csoport szétszéledt, ki erre, ki arra.	0.2475
Scrooge biết những người này và nhìn Hồn ma, đợi giải thích.	Scrooge valamennyiüket ismerte, de nem értette, miért kellett ezt a beszélgetést végighallgatnia.	0.420475
Con ma lướt vào một đường phố.	Fürkészve nézett a szellemre.	0.23
	De az egy szót sem szólt, csak némán mutatott az egyik mellékutcában két férfire, akik éppen találkoztak.	-0.3
Ngón tay của nó chỉ vào cuộc gặp tay đôi.	Scrooge ezek mellé is odaállt hallgatódzni.	0.271429
Scrooge lại lắng nghe, tưởng lời giải thích có thể là đây.	Talán ez a párbeszéd fog fényt deríteni a szellem rejtélyes viselkedésére.	0.268182
Ông cũng biết rõ những người này.	Ezt a két urat is jól ismerte.	0.166667
Họ đều là thương nhân: rất giàu có và rất quan trọng.	Gazdag és tekintélyes üzletember volt mind a kettő.	0.226531
Ông luôn kính trọng họ về mặt làm ăn, hoàn toàn trên quan điểm kinh doanh.	Scrooge mindig fontosnak tartotta, hogy ezek az urak jónak tartsák őt. ~~~ Persze szigorúan üzleti értelemben jónak.	-0.0351562
– Ông khỏe không?	Mondjuk húszezer fontra jónak.	0.225
- Một người nói.	- Jó napot!	0.804545
– Ông khỏe chứ?	- mondta az egyik.	0.16875
- Người kia đáp lại.	- Jó napot!	0.695455
– Khỏe!	Mi újság?	0.218182
- người thứ nhất nói, - cuối cùng thì lão Scratch cũng ngoẻo, nhỉ?		-0.3
– Tôi nghe nói thế, - người thứ hai đáp.	- felelte a másik.	0.352941
- Lạnh quá nhỉ?	- Semmi különös.	1.05
– Tiết Giáng sinh mà.	Az öreg Scratch elpatkolt!	0.276
Ông không phải là dân trượt băng đấy chứ?	- Igen, én is hallottam. ~~~ Jó hideg van, nem?	-0.03375
– Không, không.	- Karácsonykor miért ne lenne.	0.185714
Nghĩ ngợi làm gì.	Maga biztosan nem korcsolyázik?	0.15
Xin chào!	- Nem én!	0.266667
Không một lời nào nữa.	Van egyéb gondom is. ~~~ Nos, Isten vele!	-0.0444444
Đó là cuộc gặp của họ, cuộc nói chuyện của họ và cuộc chia tay của họ.	Ennyi és nem több: üdvözlés, párbeszéd, búcsú; Scrooge semmivel sem lett okosabb.	0.2925
Lúc đầu Scrooge ngạc nhiên thấy Hồn ma gắn ý nghĩa vào câu chuyện tầm thường như vậy, nhưng ông có cảm giác họ phải có một ý định nào đó được che giấu, ông quyết xem xét lại.	Érthetet­lennek találta, miért tulajdonít a szellem ilyen jelentéktelen beszélgetésnek, mint aminőket most végighallgatott, fontosságot. ~~~ Annyit mindenesetre sejtett, hogy bizton van valami rejtett célja.	0
Có khi họ đang nói đến cái chết của Jacob, người hùn vốn già của ông, vì đó là thời quá khứ, còn con ma này là tương lai của thành phố.	Marley haláláról alig lehetett szó, mert hisz ez a múlt volt, a szellemnek pedig a jövőt kellett megmutatnia neki.	0.175962
Ông cũng không nghĩ đến bất cứ người nào liên quan trực tiếp đến mình để gắn vào họ.	Bárhogy törte a fejét, sehogyan sem tudta az imént hallottakat saját-magával összefüggésbe hozni.	0.287368
Nhưng có một cái gì đó ngờ vực, dù họ nói đến bất cứ người nào, họ phải có ý ngầm để ông tận dụng cho mình, ông quyết giữ từng lời nghe được và mọi thứ nhìn thấy, nhất là quan sát cái bóng của chính mình khi nó xuất hiện.	Azt azonban biztosra vette, hogy valamilyen tanulságnak, amelynek haszna egyelőre rejtve volt, kell a dologban lennie. ~~~ Éppen ezért elhatározta, hogy igyekszik mindent jól emlékezetébe vésni, különösképpen pedig arra fog figyelni, ha saját árnyalakja feltűnnék, annak minden szavát, mozdulatát megjegyezze magának!	-0.02749
Ông mong muốn kiểm soát được tương lai của mình sẽ cho ông manh mối đã bỏ lỡ, và sẽ tìm ra giải pháp cho những điều khó hiểu này.	Bízott benne, hogy jövőbeni alakjának viselkedése meg fogja oldani a számára most még érthetetlen rejtélyt.	0.1875
Ông nhìn quanh, tìm đúng nơi có hình ảnh mình, nhưng có một người đàn ông khác đứng ở cái góc quen thuộc, dù đồng hồ chỉ đúng thời gian hàng ngày ông ở đấy, ông chẳng thấy có gì giống mình trong vô số người tràn qua cổng vòm.	Bement a tőzsdeépületbe és körülnézett, de megszokott helyén egy idegen ember állt. ~~~ Az órára nézett, tőzsdeidő volt, ilyenkor mindig itt szokott lenni; mindenkit jól megnézett, de még csak olyant se talált, aki kicsit hasonlított volna rá.	-0.0138767
Tuy nhiên, ông hơi ngạc nhiên, vì ông đã suy đi xét lại trong trí sự thay đổi trong đời, vừa suy nghĩ vừa hy vọng tìm ra những giải pháp mới nảy sinh.	Csalódást érzett, mert azt remélte, hogy most végre megpillanthatja megváltozott valóját. ~~~ A szellem szótlanul, sötéten állt mellette.	-0.0295455
Lặng lẽ và đen sì, con ma đứng cạnh ông, bàn tay duỗi ra.	Kinyújtott keze most egyenest reá mutatott.	0.153659
Lúc tỉnh khỏi sự trầm ngâm, nhìn theo hướng bàn tay, ông mong muốn vị trí của nó cho ông biết rằng Cặp mắt Vô hình đang nhìn ông sắc sảo.	Ebből azt sejtette, hogy fekete kámzsa mélyén rejtőző szempár is rászegeződik; élesen, hidegen. ~~~ Erre a gondolatra hideg futott végig a hátán, megborzongott.	-0.001
Nó khiến ông rùng mình và cảm thấy ớn lạnh.	Most kimentek az épületből és elhagyták a banknegyedet.	0.276
Họ rời khung cảnh náo nhiệt và đi vào phần tối tăm của thành phố, nơi trước kia Scrooge chưa đến bao giờ, dù ông ta nhận ra nó vốn mang tiếng xấu.	Csúf, rosszhírű városrészbe jutottak, ahol Scrooge azelőtt sohasem járt, csak hírből ismerte ezt a környéket.	0.344509
Những con đường hôi hám và hẹp; cửa hàng và nhà ở tiều tụy, dân cư nửa trần truồng, say xỉn, bệ rạc và đáng sợ.	Piszkos, szűk sikátorok, nyomorúságos viskók, gyanús üzletek, rongyos, félmeztelen emberek, dűlöngélő részegek.	0.263158
Những ngõ hẻm và cổng tò vò giống như những hầm chứa phân, phun vào họ đủ thứ mùi và đồ dơ bẩn, sinh hoạt ngay trên các đường phố lộn xộn.	Csatornabűz, szenny, piszok. ~~~ Minden ház, utcasarok, kocsma, bűnt, aljasságot és nyomorúságot lehel magából.	-0.0714953
Cả khu này nồng nặc mùi tội ác, bẩn thỉu và khốn khổ.	Ebben a gyanús környezetben egy ugyancsak gyanús külsejű ócskásbolt előtt állottak meg.	0.183871
Sâu trong hang ổ của một nhà nghỉ khét tiếng đồi bại này là một cửa hàng tối tăm, nhô ra dưới mái của một nhà kho, là nơi bán các đồ dùng bằng sắt, quần áo cũ, chai lọ, xương xẩu và cá trơn.	Rongyok, üres üvegek, ócskavas, láncok, szögek, elnyűtt cipők, csontok és más hulladékok halomban hevertek a kis bolt belsejében.	0.0919355
Trên sàn bên trong chất nhiều đống chìa khóa, đinh, dây xích, bản lề, cân, quả cân gỉ sét và đủ thứ đồ sắt thép thải loại.	Az ószeres, egy hetven körüli szurtos, ápolatlan, szakállas öreg egy hevenyészett cserépkályhán ült.	0.183
Những bí ẩn bị rất ít người thích săm soi nảy nở và che giấu trong hàng núi rác khó coi, những đống dầu mỡ và xương xẩu thối.	A kályhában faszén égett, bűzt és füstöt terjesztve, a kis öreg egy szutykos pipából nem kevésbé bűzlő füstfelhőt eregetett.	0.26129
Ngồi giữa đống đồ sắt, cạnh một lò than xây bằng gạch cũ là một kẻ bất lương gần bảy chục tuổi, tóc hoa râm, che chắn khí lạnh bằng mớ quần áo tả tơi vắt trên dây, hút tẩu giữa mọi thứ đắt giá trong cảnh ăn không ngồi rồi vô liêm sỉ.	Láthatólag élvezte a világtól való elvonultságot és előkelő magányát. ~~~ Amint Scrooge és a kísértet a bolt elé értek, éppen egy asszony surrant be az ajtón, hátán jókora batyut cipelve.	-0.0725
Scrooge và con ma tiến tới trước mặt người này, đúng lúc một người đàn bà xách một bọc nặng lượn vào cửa hàng.	Alig lépett be az asszony, egy másik batyus nő is követte, majd egy sötétruhás férfi lépett a boltba.	0.194681
Nhưng bà ta vừa vào thì một bà khác cũng vào, tay xách nách mang tương tự, một người đàn ông mặc đồ đen bạc phếch đi sát theo sau, ông ta thảng thốt khi nhìn thấy họ, và họ nhận ra nhau.	Néhány pillanatig riadtan pislogtak egymásra, azután hirtelen mind a hárman elnevették magukat.	-0.0527473
Sau một lát ngạc nhiên ngắn ngủi, ông già hít tẩu đến nhập bọn và cả ba phá lên cười.	- A takarítónő volt az első, mondta az asszony, aki később jött.	0.122951
– Để mụ giúp việc trước!	- És a mosónő a második, - mondta a sötétruhás férfi.	0.166667
- người đàn bà vào trước kêu to.	- És a sírásó a harmadik - mondta az ószeres.	0.592793
- Để mụ thợ giặt thứ hai; để lão nhà tang lễ thứ ba.	- Kutya egy szerencse, hogy mindhárman nálam találkoztatok.	0.611905
Nhìn này lão Joe, đây là một cơ hội!	Mintha csak összebeszéltetek volna!	0.257143
Nếu cả ba chúng tôi không gặp nhau ở đây thì chẳng có ý nghĩa gì!	No de jó helyre jöttetek. ~~~ Kerüljetek csak beljebb a kis szobába.	-0.0245902
– Các người không thể gặp gỡ ở nơi khá hơn, - lão Joe nói và rút tẩu khỏi miệng.		-0.3
- Hãy vào trong phòng khách.	Egyiktek sincs először itt.	0.288889
Mụ được tự do sử dụng nó từ lâu; còn hai người kia cũng chẳng phải người lạ.	Csak egy pillanat még, míg a boltajtót bezárom. ~~~ Hogy nyikorog ez a vacak.	-0.0485294
Hãy ở lại cho đến lúc ta đóng cửa hàng.	Esküszöm, hogy nincs még egy ilyen ócska vasdarab az egész raktárban.	0.16
Ái chà chà!	És hogy hasogat a derekam.	0.0461538
Cuỗm được cũng khớ đấy nhỉ!	Ez is a legócskább csont az egész boltban.	0.283784
Tao tin là chỗ này chẳng có mẩu sắt nào làm bản lề được; và chắc là chẳng có bộ xương già lão nào ở đây là của tao.		-0.3
Ha ha ha! ~~~ Cả bọn chúng ta đều hợp nghề, đúng nghiệp.	Ócska és rozzant vagyok magam is; illek az ócskaságaimhoz.	-0.0117647
Hãy vào phòng khách đi.		-0.3
Vào phòng khách.	No, gyertek be!	0.214286
Phòng khách là khoảng không gian đằng sau tấm bình phong quần áo rách.	A kis szobát egy piszkos, szakadozott függöny választotta el az üzlettől.	0.282857
Lão già cời lửa bằng cái chặn thảm cũ, dùng thân tẩu cắt hoa ngọn đèn đầy khói, rồi lại đút tẩu vào miệng.	A kis öreg felpisz­kál­ta a tüzet, zsebkendőjével megtörülgette a kormos lámpaüveget, azután nagy nyugodalmasan tovább pipázott.	0.287805
Trong lúc lão làm thế, người đàn bà vừa nói quăng cái bọc lên sàn và ngồi xuống ghế đẩu vẻ khoe khoang, vắt khuỷu tay lên đầu gối, nhìn hai người kia vẻ thách thức trơ tráo. ~~~ – Sao vậy?	Ezalatt a takarítónő földredobva batyuját egy alacsony zsámolyra ült; könyökig meztelen karját összefonta a térdén és kihívóan nézegette a másik kettőt.	-0.0375
Có chuyện gì kỳ vậy, bà Dilber?	- No, mit bámul Dilberné?	0.1625
- Người đàn bà nói.	Nincs ebben semmi.	0.194118
- Ai cũng có quyền lo cho mình.	Minden szentnek maga felé hajlik a keze.	0.24
Ông ta bao giờ cũng làm thế!	Az öreg is csak a saját előnyét nézte világéletében.	0.07
– Đúng vậy!	- Erre valóban ráhibázott!	0.173684
- Mụ thợ giặt nói.	- helyeselte a mosónő.	0.9
- Chẳng ai hơn được.	- Mást se tudott, csak mindig a maga javát nézni!	0.55
– Vậy thì đừng có nhìn trừng trừng như đang sợ thế kia, mụ!	- Nos, akkor mit pislogtok úgy, mintha félnétek!	0.12
Ai khôn ngoan hơn nào?	Ki fogja megtudni?	0.211765
Chúng ta đừng có chọc ngoáy vào việc của nhau, được không?	Senki. ~~~ És mi biztosan nem fogjuk egymást bemártani.	-0.048
– Không, thật mà! ~~~ - Bà Dilber và người đàn ông đồng thanh.	- Affelől nyugodt lehetsz, - mondta Dilberné és a férfi egyszerre.	0.0920455
- Chúng tôi hy vọng là không.	- Nos, akkor minden rendben van.	0.707143
– Hay lắm! ~~~ - Người đàn bà nói to.	Ez a pár vacak itt a batyuban senkinek sem fog hiányozni.	-0.0285714
- Thế là đủ.	A halottnak legkevésbé.	0.15
Ai khốn nạn hơn vì để mất vài thứ như thế này, hả? ~~~ Không phải lão đã ngoẻo củ tỏi rồi chứ?	- Ha emberségesebb lett volna a vén gazember, lett volna valakije, aki vigyázzon a holmijára és nem halt volna meg olyan magányosan, mint egy kivert kutya.	-0.0402778
– Không, thật mà!	- Fején találtad a szöget.	0.275
- Bà Dilber nói và cười to.	Az öreg megkapta a magáét.	0.276923
– Nếu lão còn muốn khư khư giữ chúng sau khi ngỏm, cái lão già khốn kiếp ấy, - mụ ta nói tiếp, - sao lão không cho một người họ hàng lúc còn sống nhỉ?		-0.3
Nếu làm thế, có phải lão đã có người chăm sóc khi lão vập vào Thần Chết, thay cho nằm thở hắt ra một mình.	- Bár inkább én kaptam volna meg különbül a magamét.	-0.0882353
– Đây là lời thực thà nhất được nói ra, - bà Dilber nói.	De nem akadt egyéb a kezemügyébe, csak ami ebben a rongyos batyuban van.	0.290625
- Đây là lời phán xét cho lão.	No, de nyissuk ki, öreg Joe, halljam mit adsz érte.	0.178125
– Ước gì có lời phán xét nặng hơn một chút, - người đàn bà kia đáp, - mà nên thế lắm, bà có thể tin vào điều đó, nếu tôi có thể chiếm lấy bất cứ thứ gì khác.		-0.3
Hãy mở bọc kia ra, lão Joe, để tôi ước lượng xem sao.	Mondd csak ki kereken, engem nem bánt, hogy első vagyok és nem szégyellem magam ezek előtt.	0.175862
Nói thẳng toẹt ra.	Összetartottunk mi mindig.	0.228571
Tôi không sợ là người đầu tiên, cũng không sợ họ nhìn thấy.	Meg aztán nem bűn, amit csinálunk.	-0.0272727
Tôi tin rằng chúng tôi biết khá rõ là chúng tôi giúp đỡ lẫn nhau trước khi gặp mặt ở đây. ~~~ Đấy chẳng phải tội lỗi gì.	Úgy látszik, a zsiványbecsület felülkerekedhetett a sírásóban, mert elsőnek mégis ő nyitotta fel a batyuját.	-0.0121212
Mở bọc ra, lão Joe.	Nem volt sok benne.	0.229412
Nhưng sự lịch sự của các bạn mụ không cho phép làm thế; người đàn ông mặc đồ đen bạc màu bật lên trước, đưa những đồ ăn cắp của hắn ra.	Legértékesebb még az az egy-két inggomb, kézelőgomb, óralánc, irón, melltű volt, ami rögtön szemet szúrt az ószeresnek.	0.195763
Chẳng có gì nhiều nhặn.	Rendre mindent össze­számolt az öreg.	0.192857
Một hoặc hai con dấu, một hộp bút, một đôi khuy măng sét, một trâm gài đầu giá trị không lớn, tất cả chỉ có thế.	Minden darabnak az árát felírta a falra, azután körülményesen összeadta. ~~~ A végösszegre mutatva csak ennyit mondott:	-0.0185841
Chúng được lão Joe kiểm tra và đánh giá từng món, lão ghi bằng phấn lên tường giá tiền từng thứ, và ghi thêm tổng số tiền khi thấy chẳng còn gì hơn.		-0.3
– Đây là số tiền của mi, - lão Joe nói, - và ta sẽ không cho thêm sáu xu nữa, nếu mi không sôi sục muốn thế.	- Uram, ennyi az ön követelése és ha kerékbetörnek, se adok egy fillérrel se többet.	0.346994
Ai tiếp theo đây?	Ki következik?	0.22
Bà Dilber là người tiếp theo.	Dilberné volt most soron.	0.2
Khăn trải giường, khăn mặt, một món đồ thêu nho nhỏ, hai cái thìa trà bằng bạc kiểu cổ, một cái cặp đường miếng và vài cái giày.		-0.3
Số tiền của mụ cũng được ghi lên tường theo kiểu tương tự.	Néhány lepedő, törülközők, két régimódi ezüstkanál, cukorfogó, három pár viselt cipő.	0.205714
– Ta hay cho các mụ quá nhiều.	Az ő számláját is a falra írta az öreg.	0.274286
Đây là nhược điểm của ta, và như thế là ta tự hại mình, - lão Joe nói.	- Hölgyeknek mindig nagyobb árat fizetek.	0.436264
- Số tiền kia là của mụ.	Ez a gyengém; ezen fogok tönkremenni - mondta panaszkodó hangon az öreg.	0.267857
Nếu mụ hỏi xin ta thêm một xu nữa, và dám hỏi công khai, ta mà ân hận là đã rộng rãi đến thế, ta sẽ cắt nghiến nửa curon.	- Asszonyom, ön ennyit kap és egy félfillért se tud belőlem kiszorítani, még ha külön fizet érte, akkor sem.	0.207921
– Giờ mở bọc của tôi ra chứ, lão Joe, - mụ đàn bà đầu tiên nói.	- No öregem, most nézzük az én batyumat, - mondta az asszony, aki elsőnek érkezett.	0.4835
Lão Joe quỵ gối để mở cái bọc cho dễ hơn, và tháo xong rất nhiều nút, lão lôi ra một cuộn gì đó to lớn màu đen.	Az ószeres letérdelt, nem mintha valami áhitatot érzett volna, inkább, hogy jó pár csomót megoldjon a bugyoron, ami néhány nyögés után sikerült is neki.	0.242975
– Mụ gọi cái này là gì?	A csomagból valami sötét, bizonytalan színű és anyagú szövet került elő.	-0.106452
- Lão Joe hỏi.	- Mi ez? ~~~ Mennyezetes ágy kárpitja?	0.203571
- Rèm giường chắc?	- Ágykárpit!	1.12857
– Ối trời ơi! ~~~ - Mụ ta đáp, vừa cười vừa ngả về trước trên đôi tay bắt chéo. ~~~ - Rèm giường!	Ördögöd van, - válaszolta nevetve az asszony, kissé előredőlve keresztbefont karjaira.	-0.022619
– Mụ không định nói là mụ giật nó xuống, cả vòng và tất tật mọi thứ cùng với lão ta nằm ở đó chứ? ~~~ - Joe hỏi.	- Csak nem emelted le gyűrűstől, tartóstól az ágyról, mialatt az öreg még...	-0.0891892
– Phải, tôi làm thế đấy, - mụ ta đáp.	- De bizony úgy - vágott szavába az asszony.	0.5475
- Mà sao lại không kia chứ?	- Csoda életrevaló teremtés vagy!	0.746429
– Mụ sinh ra để phát tài, - lão Joe nói, - và chắc chắn là mụ sẽ làm thế.	Biztosan boldogulni fogsz az életben - mondta az öreg Joe.	0.39965
– Chắc chắn là tôi không dừng tay, khi có thể lấy mọi thứ trong đó bằng cách vươn tay ra mà với, vì lợi ích của một người như lão, tôi hứa với ông, Joe ạ, - người đàn bà lạnh lùng đáp.		-0.3
- Giờ thì đừng có rỏ dầu lên các tấm khăn liệm nữa.	- Hát bizony, aminek lába nincs azt elviszem és nem szégyellem magam.	0.515769
– Khăn liệm của lão ta?	Csak vigyázz, be ne piszkítsd a tiszta takarókat.	0.14
- Joe hỏi. ~~~ – Thế ông tưởng là của ai?	- Ezek is az ő takarói?	0.238636
- Mụ đàn bà đáp lại.	- Hát ki másé volnának?	0.7875
- Tôi dám nói là thiếu chúng, lão ta cũng chẳng cảm lạnh đâu mà sợ.		-0.3
– Ta mong là lão ta không chết vì bệnh truyền nhiễm?	Biztosítalak, egy cseppet sem fázik már nélkülük.	0.246
Hử? ~~~ - Lão Joe nói, ngước nhìn và dừng công việc giữa chừng.	- Remélem, nem valami járványos betegségben halt meg?	0.137255
– Ông đừng sợ, - mụ đàn bà đáp.	- mondta az ószeres és kissé riadtan nézett az asszonyra.	0.554762
- Tôi chẳng yêu quý gì công ty của lão đến mức lảng vảng gần lão vì những thứ này, nếu lão bị bệnh truyền nhiễm. ~~~ Chà!	- Légy nyugodt, nem becsültem olyan sokra a társaságát, hogy mellette maradtam volna, ha valami ragályos baja lett volna.	0.0518182
Ông có thể nhìn xuyên qua áo lão cho đến khi mắt đau nhức, nhưng cũng không tìm ra một lỗ thủng hoặc một chỗ sờn.	Azt az inget pedig nézheted vakulásig, akkor sem fogsz egy mákszemnyi lyukat vagy csak egy tenyérnyi kopott helyet rajta találni.	0.281897
Đấy là thứ tốt nhất lão có, và cũng là một cái đẹp.	A legjobb inge volt és milyen finom.	0.028125
Họ thật phí phạm vì đã không cho tôi.	Persze, hogy nem engedtem eltékozolni!	0.25
– Mụ gọi thế là phí phạm ư?	- Hogy érted azt, hogy eltékozolni?	0.263636
- Lão Joe hỏi.	- kérdezte az ószeres.	0.76
– Mặc cho lão ta rồi đem chôn, chắc là thế, - mụ đàn bà đáp và cười to.	- Hát csak úgy, hogy az ilyen finom holmit kár volna halotti ingnek használni.	0.448571
- Có ai ngu mới làm thế, và tôi lột nó ra rồi.	Valaki elég ostoba volt és ráadta, de én nem voltam rest és lehúztam róla.	0.16875
Nếu vải chúc bâu mà không đủ tốt để liệm cho lão thì cũng chẳng tốt cho bất cứ việc gì.	Jó erre a célra egy ócska pamuting is.	-0.257143
Nó rất thích hợp cho một xác chết.	Épolyan jól áll a hullának, mint egy másik.	0.276923
Mặc áo ấy lão ta nom cũng chẳng xấu hơn mặc cái kia.	Ha ez marad rajta, ettől se lett volna szebb.	0.169231
Scrooge kinh hãi lắng nghe cuộc đối thoại này.	Scrooge borzadva hallgatta ezt a beszélgetést.	0.687662
Lúc bọn chúng ngồi thành nhóm quanh các chiến lợi phẩm, trong ánh sáng ngọn đèn lờ mờ của lão già, Scrooge nhìn chúng với sự ghê tởm và phẫn nộ không thể lớn hơn, tuy bọn chúng là những kẻ xấu xa, làm tiền cả xác chết.		-0.3
– Ha, ha! ~~~ - Mụ đàn bà ấy cười ha hả lúc lão Joe rút cái túi bằng flanen đựng tiền ra, điểm từng món kiếm được trên đất.	Amint ott ült ez az alvilági csoport az öreg ószeres lámpájának fényénél, szinte úgy tűnt neki, mintha démonok marakodnának egy elköltözött lélekért.	-0.00971223
– Đây là kết cục của lão, các người thấy chưa!	Az ószeres egy vászonzacskóból pénzt halászott elő.	0.266038
Hồi còn sống lão ta gieo rắc kinh hoàng khiến mọi người tránh xa lão, càng lợi cho chúng ta khi lão chết!	- Ha, ha, ha, - nevetett az egyik asszony - amíg élt, mindenkit elriasztott magától. ~~~ Miért?	-0.0446429
Ha, ha, ha!	Kiért?	0.225
	Nyilván értünk!	-0.3
	Mert kinek van belőle haszna?	-0.3
	Csak nekünk.	-0.3
– Này Hồn ma!	Hahaha. ~~~ - Szellem!	0
- Scrooge nói, run từ đầu xuống chân.	- mondta Scrooge és tetőtől talpig megborzongott.	0.9975
- Tôi thấy rồi, hiểu rồi.	- Mindent értek.	0.7875
Trường hợp của con người bất hạnh này có thể là của tôi.	Ennek a szerencsétlen embernek a sorsa az enyém is lehetne. ~~~ Magam is ilyen szörnyű vég felé haladok.	-0.0396226
Cuộc đời tôi hiện giờ có xu hướng như thế.	De szentséges ég, mi ez? ~~~ A szín ismét változott.	-0.009375
Thượng đế nhân từ, đây là gì vậy?	Egy ágyat látott, egy csupasz, függönynélküli ágyat.	0.214286
Ông lùi lại kinh hoàng vì quang cảnh đã thay đổi, lúc này gần như ông chạm vào một cái giường - một cái giường trần trụi, không rèm - trải tấm khăn tả tơi, che đậy một kẻ ngớ ngẩn, lắp bắp bằng một thứ ngôn ngữ dễ sợ.	Oly közel volt hozzá, hogy ha karját kinyújtja, elérhette volna. ~~~ Az ágy összegyűrt lepedőjén egy sötét tömeg feküdt. ~~~ Egy holttest. ~~~ A szoba sötét volt.	-0.233405
Căn phòng rất tối, quá tối nên không thể quan sát tường tận, dù Scrooge nhìn quanh do một sự thôi thúc bí ẩn, băn khoăn muốn biết nó thuộc loại phòng gì.	Olyan sötét, hogy nemigen lehetett benne alaposan körülnézni. ~~~ Scrooge valami titkos ösztönnek engedve, mégis kimeresztette szemét és igyekezett megállapítani, hol van.	0.0120934
Một ánh sáng nhợt nhạt dâng lên trong không khí bên ngoài chiếu thẳng vào giường, trên đó là cái xác của người đàn ông này, bị cướp bóc, tước đoạt, không ai trông nom, không người khóc lóc và bị bỏ mặc, bơ vơ.	Az utcáról halvány fény esett éppen az ágyra, ahol a holttest feküdt; virrasztatlanul, siratatlanul, magára hagyatva.	-0.027027
Scrooge liếc nhìn con ma.	Scrooge a szellemre nézett.	0.888
