Quo Vadis	QUO VADIS?	0.266667
Nếu không làm sao anh có thể giải thích nổi tại sao Ligia là người đầu tiên bị bắt?	Különben miképp lehetne megmagyarázni, hogy Ligiát azonnal börtönbe vetették?	0.246154
Kẻ nào có thể chỉ nhà ông Linux?	Ki fürkészte ki Linus házát?	0.227586
Cậu xin nói anh hay rằng chúng đã theo dõi nàng từ lâu rồi!	Azt mondom, hogy már jó régen megfigyelték Ligiát.	0.220408
Cậu biết là cậu đang làm tan nát lòng anh và đang tước đoạt của anh chút hi vọng cuối cùng, nhưng cậu cố tình nói cho anh biết, bởi vì nếu anh không giải thoát cho nàng trước khi chúng nó nghĩ rằng anh có thể làm chuyện ấy, thì cả hai sẽ chết.	Jól tudom, hogy megsebzem lelkedet, hogy minden reménytől meg­fosztalak, de nem szabad téged kimélnem, mert ha nem szabadítod meg rögtön Ligiát, mind a ketten veszve vagytok. ~~~ - Úgy van, igazad van!	-0.0646409
- Vâng, cháu đã hiểu.	- mormogá Vinicius.	0.971053
Vì đêm đã khuya, những đường phố vắng tanh, song câu chuyện của họ bị gián đoạn bởi một tên đấu sĩ say khướt đi ngược lại, hắn lăn vào ông Petronius, bíu tay vào vai ông, phả vào mặt ông hơi thở sặc mùi rượu vang và gào lên bằng giọng khê nặc:	A késő idő miatt az utcák csaknem üresek voltak. ~~~ De a kettőnek beszélgetését egy gladiátor zavarta meg, ki kapatosan Petroniusnak tántorodott, undorító lélegzetét reá lehelte, kezét vállára tette és rekedt hangon kiáltá:	-0.0392523
- Ném bọn Thiên chúa giáo cho sư tử!	- Az oroszlánok elé a keresztényekkel!	0.720463
- Này gã Mirmilon, - ông Petronius bình thản bảo, - ngươi hãy nghe lời khuyên và xéo theo đường của ngươi!	- Mirmillo62 - mondá Petronius nyugodt hangon - hallgass tanácsomra, eredj dolgodra!	1.08887
- Nhưng kẻ say lại dùng nốt tay kia túm lấy vai ông:	De az ittas ember nem ereszté el őt, hanem szorosan megfogta karját és kijelenté:	0.181132
- Mày phải kêu lên cùng với tao, nếu không tao sẽ vặn gẫy cổ mày: ném bọn Thiên chúa giáo cho sư tử!	- Kitöröm a nyakadat, ha nem kiáltod velem együtt: "Az oroszlánok elé a keresztényekkel!"	0.417857
Nhưng thần kinh của ông Petronius đã chịu đựng quá đủ những tiếng gào la ấy.	Most már elfogyott Petronius türelme.	0.383333
Kể từ lúc rời khỏi Palatyn, chúng như một cơn ác mộng khiến ông ngạt thở, chúng xé rách cả màng tai ông, nên khi nhìn thấy nắm đấm của tên khổng lồ vung lên trên đầu mình, ông hết chịu đựng nổi.	Mióta a Palatinust elhagyta, ez a kiáltás lidércnyomás gyanánt követte őt és folyton fülében csengett.	-0.048
- Này anh bạn, - ông nói, - anh sặc mùi vang thối và anh lại xúc phạm đến ta.	- Barátom! ~~~ - kiáltá tehát - te borszagú vagy és elállod útamat.	0.237013
Nói đoạn ông thọc thanh đoản kiếm mà ông tự vũ trang khi ra khỏi nhà vào ngực hắn, ngập đến tận chuôi, rồi nắm lấy tay Vinixius, ông nói tiếp như chẳng có chuyện gì xẩy ra:	És anélkül, hogy sokáig gondolkodnék, az ember mellébe döfte kardját. ~~~ Aztán karon fogta Viniciust és oly nyugodt hangon mondá, mintha semmi se történt volna:	-0.038
- Hôm nay Hoàng thượng bảo cậu: "Hãy nhân danh ta nói với Vinixius phải có mặt ở võ hội, lúc bọn Thiên chúa giáo lên võ đài".	- A császár ma azt parancsolta, közöljem veled, hogy ne hiányozzál a játékoknál, melyekben a keresztények fognak föllépni.	0.419759
Anh có hiểu điều đó có nghĩa gì không?	Érted-e, mit jelent ez?	0.0136364
Bọn chúng muốn được xem nỗi đớn đau của anh đấy.	Gyönyörködni akar fájdalmadban, az kétséget se szenved.	0.283929
Việc ấy đã được xếp đặt rồi.	Talán ez is az oka annak, miért nem vagyunk még mind a ketten be­börtönözve.	0.0675
Cũng có thể vì thế cho tới nay chúng chưa bắt anh và cậu.	Ha nem szabadíthatod meg Ligiát tüstént, akkor... nem tudom... akkor talán Acte tehetne valamit éretted, bár alig remélhető.	0.0245902
Nếu anh không cứu thoát nàng ngay bây giờ, thì… cậu cũng chẳng biết nữa!	Talán Tigellinust is meg lehetne nyerni sziciliai birtokaiddal.	0.181034
có thể Akte sẽ đứng ra bênh vực anh, nhưng liệu cô ấy có được tích sự gì không?… Đất đai của anh ở đảo Xyxilia cũng có thể hấp dẫn Tygelinux đấy.		-0.3
Cứ thử xem!	Érdemes volna megpróbálni.	0
- Cháu sẽ dâng cho hắn tất cả những gì cháu có.	- Örömest neki adok mindent, amim van - mondá Vinicius gyorsan.	0.521154
- Vinixius đáp. ~~~ Từ đồi Karyny đến Forum không xa lắm, nên chỉ lúc sau họ đã tới nơi.	A Carinaeból a Fórumig nem kellett hosszú utat tenniök s így hamar elérték céljukat.	-0.00789474
Đêm đã bắt đầu rạng dần và những bức tường của lâu đài nhô ra rõ nét từ bóng đêm.	Az éj már vége felé járt, úgy, hogy a mamertini börtön falai világosan láthatók voltak.	0.257647
Đột nhiên, khi họ rẽ về phía nhà ngục Mamertyn, ông Petronius đứng dừng ngay lại và bảo:	De Petronius mégis hirtelen megállt és kiáltá:	0.342391
- Lính cấm vệ!… Muộn mất rồi!	- A praetoriánusok! ~~~ Későn jövünk!	0.232895
Quả thực hai hàng lính đang vây quanh nhà ngục.	Tényleg a zsoldosok kettős sora fogta körül a börtönt.	0.282
Ánh rạng đông rát bạc lên những chiếc mũ trụ bằng sắt và những ngọn thương của chúng.	Sisakjaik és kardjaik ragyogtak a hasadó hajnal fényében.	0.06
Mặt Vinixius tái nhợt như đá cẩm thạch.	Vinicius halálsáppadt lett.	0.117857
- Ta đi thôi. ~~~ - chàng nói.	- Menjünk tovább - sürgeté.	0.294444
Lát sau họ dừng lại trước hàng quân.	Néhány másodperc mulva a zsoldosok sorai előtt állottak.	0.207143
Ông Petronius, người có trí nhớ phi thường, ông nhớ không phải chỉ các chỉ huy mà gần như tất cả lính cấm vệ, nên trông thấy viên chỉ huy toán quân quen mặt, ông vẫy anh ta lại:	Petronius rendkívüli emlékezőtehetséggel lévén megáldva, nemcsak a praetoriánusok összes tisztjeit ismerte, hanem csaknem minden praetoriánus zsoldost is, csakhamar fölismerte a cohors parancsnokát is és intett neki.	0.27644
- Có chuyện gì thế, Niger?	- Mit jelent ez, Noger?	0.68
- ông hỏi, - Các anh được lệnh phải canh giữ nhà ngục à?		-0.3
- Đúng vậy, thưa ngài Petronius tôn kính.	- kérdé aztán.	0.54375
Ngài tổng quản lo rằng chúng nó sẽ đánh tháo cho bọn đốt nhà.		-0.3
- Các ngươi có lệnh giữ không cho bất cứ ai vào không?	- Azért vagytok ide rendelve, hogy a börtönt őrizzétek?	0.571698
- Vinixius hỏi ~~~ - Không, thưa ngài.	- Kitaláltad, nemes Petronius.	0.263793
Những người thân có thể thăm tù nhân, bằng cách ấy chúng ta sẽ tóm được nhiều bọn Thiên chúa giáo hơn.	A praefektus attól tart, hogy a gyujtogatókat különben kiszaba­dít­hatnák.	0.14
- Vậy hãy để cho ta vào.	- Senkit se szabad beeresztenetek?	0.742308
- Vinixius nói.	- kérdé Vinicius.	0.99
Rồi siết chặt tay ông Petronius, chàng nói với ông:	- Ellenkezőleg: a foglyoknak szabad barátaikkal beszélniök, mert az által még több keresztény kerül kezünkbe.	0.0218182
- Cậu hãy đến gặp Akte, cháu sẽ về để xem nàng trả lời cậu ra sao.	- Akkor bocsáss be - jegyzé meg Vinicius és Petronius kezét megszorítva, mondá neki: Iparkodjál Actével beszélni, később eljövök, hogy meghalljam válaszát.	0.158559
- Về nhé!	- Elvárlak!	1.27273
- ông Petronius đáp.	- viszonzá Petronius.	1.05
Chính lúc đó từ dưới đất và từ sau những bức tường dầy chợt vang lên tiếng hát.	Ebben a pillanatban ünnepies ének hangzott a börtönből.	0.0833333
Bài hát, thoạt tiên trầm đục và bị chặn lại, mỗi lúc một to lên.	Az eleinte halkan kezdett himnusz mindig hangosabb és hangosabb lett.	0.241935
Giọng đàn ông, đàn bà và trẻ con hoà vào nhau thành một dàn đồng ca thống nhất.	Férfi-, női- és gyermekhangok összhangzatos karban egyesültek.	0.179032
Trong sự yên tĩnh của buổi rạng đông, cả nhà ngục cùng cất tiếng hát như một chiếc đàn hạc.		-0.3
Nhưng nó không phải là âm điệu não nùng và tuyệt vọng.	A kora reggeli órában az ének úgy hangzott, mint a hárfazengés.	0.295
Ngược lại, trong bài ca vang ngân niềm vui lẫn sự khải hoàn.	De nem fájdalmat és kétségbeesést fejeztek ki e hangok, nem, ujjongás és diadal hangzott ki belőlök.	0.161538
Binh lính kinh ngạc nhìn nhau.	A zsoldo­sok álmélkodva figyeltek.	0.25
Trên bầu trời xuất hiện những ánh hồng và ánh vàng đầu tiên của buổi bình minh.	Az égboltozaton pedig föltünt a hajnalpír első, aranyos sugara.	0.157377
T2 - Chương 52	KILENCEDIK FEJEZET	0.214286
Tiếng kêu: "Ném bọn Thiên chúa giáo cho sư tử" vang lên triền miên khắp các khu của thành phố.		-0.3
Thoạt tiên, không những không một ai nghi ngờ rằng các tín đồ Thiên chúa giáo không phải là thủ phạm gây ra thảm họa, mà thậm chí cũng chẳng ai muốn nghi ngờ làm gì, vì việc trừng trị họ đồng thời cũng là một trò giải trí tuyệt vời cho dân chúng.	Ez a kiáltás: "Az oroszlánok elé a keresztényekkel!" végre a város minden részében felhang­zott, mivel kezdetben senki se kételkedett rajta, hogy a keresztények voltak okai az égésnek, vagyis inkább egy ember sem akart rajta kételkedni, mivel megbüntetésök fényes látványos­ságot igért a népnek.	0.286617
Nhưng người ta đồn loang ra rằng thảm hoạ đã không đạt tới tầm cỡ như vậy nếu như không có cơn tức giận của các vị thần linh, và thế là tại các thần miếu người ta dâng hiến piacula tức là lễ vật giải hạn.		-0.3
Theo sách Xybili, viện nguyên lão tổ chức các cuộc lễ và những buổi cầu nguyện công cộng các thần Vunkan, Xerera và Prozerpina.	De lassankint az a vélemény kerekedett felül, hogy a rettentő katasztrófa azért vett oly kiterjedést, mivel az istenek haragját vonták magukra.	0.295489
Các bà mẹ dâng lễ vật lên nữ thần Zunon, cả đám rước đi đến bên bờ biển lấy nước để vẩy vào tượng nữ thần.		-0.3
Những cô gái đã có chồng sửa soạn các bữa tiệc dâng các thần và những cuộc canh đêm.	Azért minden templomban engesztelő áldozatokat mutattak be.	0.0947368
Cả thành Roma tẩy rửa tội lỗi, dâng cống lễ vật và cầu xin các vị thần bất tử. ~~~ Trong lúc ấy người ta vạch ra những đường phố mới rộng rãi giữa những đống tro tàn.	A sybillai könyvek jóslatai folytán a senátus nyilvános imádságokat és nagy ünnepségeket rendelt Vulkán, Ceres és Proserpina tiszteletére, a matrónák Junónak áldozatokat mutattak be.	-0.00932203
Đây đó đã đặt móng cho những toà nhà, những lâu đài và những thần miếu tuyệt vời.	Egész csapat matróna vonult ki a tenger partjára, hogy vizet hozzon és azzal a szobrot meghintse.	0.272414
Tuy nhiên, trước tiên người ta gấp rút xây dựng với tốc độ chưa từng thấy những nhà hát khổng lồ bằng gỗ, nơi các tín đồ Thiên chúa sẽ chịu tội hình.	Férjes asszonyok az éj istennőinek és őreinek lakomákat készítettek, szóval: egész Róma meg akart tisztulni bűneitől és áldozatokat mutatott be, hogy a halhatatlanokat kiengesztelje.	0.292982
Ngay sau cuộc bàn bạc tại dinh thự Tyberius, các vị thái thú đã nhận được lệnh phải cung cấp dã thú.	Eközben pedig a romok közt új utcák keletkeztek, itt-ott már pompás házak, paloták és templomok alapjai emelkedtek, de a legnagyobb sietséggel rengeteg faamphitheatrumokat építettek, amelyekben a keresztényeket akarták a halálnak átad­ni.	-0.0163636
Tygelinux vét sạch chuồng thú của tất cả các thành phố Italia, không trừ những trấn nhỏ bé.	A Tiberius palotájában tartott tanácskozás után azonnal parancsot adtak ki a prokonzulok­nak, hogy vadállatok beszerzéséről gondoskodjanak.	0.19901
Tại Phi châu, theo lệnh hắn, người ta tổ chức những cuộc đi săn khổng lồ, trong đó tất cả dân chúng địa phương đều phải tham gia.	Tigellinus nemcsak a vivariumokat ürítteté ki az összes itáliai városokban, még a legkisebbeket se véve ki, hanem egész Afrikában nagy hajtásokat rendelt el, melyekben az egész lakosságnak részt kellett vennie.	0.194483
Người ta mang về đây voi và hổ từ châu Á, cá sấu và hà mã từ sông Nin, sư tử vùng núi Atlax, chó sói và gấu từ núi Pirene, loài chó điên từ vùng Hibernia, chó khổng lồ từ Epirơ, trâu và những con bò rừng khổng lồ dữ tợn từ Germania.	Elefántokat és tigriseket szereztek Ázsiából, krokodilusokat és vizilovakat a Nilusból, az oroszlánok az Atlasból jöttek, a farkasok és medvék a Pyrenaeusokból, vad kutyák Hiberniából, molosszusi kutyák Epirusból, bivalyok és dühös, óriási bölények Germániából.	0.287903
Về số lượng tù nhân, cuộc hội sẽ có độ lớn vượt tất cả những gì mà người ta được chứng kiến từ xưa đến nay.	A foglyok rengeteg nagy száma folytán a harcjátékok azt igérték, hogy nagyszerűségre minden eddigit fölülmulnak.	0.236697
Hoàng đế muốn nhấn chìm kí ức về đám cháy trong máu đỏ và dùng máu đỏ để làm say Roma nên chưa bao giờ việc đổ máu lại được hứa hẹn là sẽ tuyệt vời đến thế.	A császár a tűzvész emlékezetét vérbe akarta fojtani és Rómát meg akarta ittasítani, azért még soha nem helyeztek hatalmasabb vérfürdőt kilátásba.	0.221379
Đám dân chúng được kích thích giúp bọn vigin và lính cấm vệ trong việc săn đuổi những người Thiên chúa giáo.	A csőcselék nagy buzgalommal támogatta a vigiliákat és praetoriánusokat a keresztények üldözésében.	0.237
Đó cũng không phải là việc khó, vì hàng đám đông tín đồ, vốn dựng trại chung với các cư dân khác trong các khu vườn, công khai thừa nhận tín ngưỡng của mình.	Megtalálásuk nem volt nehéz, mert a keresztények egész csapatai a többi lakos­ság közt a kertekben tanyáztak és nyiltan megvallottak hitöket.	0.215556
Khi bị bao vây, họ quỳ xuống và hát vang những bài ca và để cho chúng bắt đi mà không hề chống cự.	Ha körülfogták őket, letérdel­tek, himnuszokat énekeltek és ellenkezés nélkül elvitették magukat.	0.282
Song sự cam chịu của họ chỉ càng làm tăng thêm cơn thịnh nộ của dân chúng, vốn không hiểu nổi cội nguồn của sự cam chịu ấy, lại coi nó là tính quyết liệt và chai sạn của họ trước tội ác.	Ez a türelmes megadás csak még inkább fokozta a csőcselék haragját, amelynek oka felől senki se volt tisztában, de mégis mindenki a gonosztevők konoksága bizonyítékának tekintette.	0.233333
Cơn điên cuồng trùm lên những người bị khủng bố.	Ádáz düh fogta el az üldözőket.	0.0727273
Đã xẩy ra chuyện đám đông giằng những tín đồ Thiên chúa ra khỏi tay binh lính rồi dùng tay xé xác họ; đàn bà bị người ta túm tóc lôi vào nhà ngục, trẻ con bị đập đầu vào đá.	Az őrjöngő sokaság gyakran elvette a praetoriánusoktól a keresztényeket és kézzel szétmarcangolta őket.	0.0407767
Ngày cũng như đêm, hằng nghìn người hú hét chạy khắp các đường phố.	Ezer meg ezer ember szaladgált éjjel-nappal az elpusztult utcákon.	0.217742
Người ta sục tìm nạn nhân trong đám hoang tàn, trong các ống khói và trong các đường hầm.	A romok között, a kéményekben és a pincékben keresték áldozataikat.	0.170149
Trước nhà ngục, bên những đống lửa, vây quanh là những thùng rượu nho, người ta tổ chức những tiệc tế thần rượu và nhẩy múa.	A börtönök előtt a tömeg tűz mellett táncolt teli boros hordók körül és igazi bacchanáliákat tartott, az ittasok vad ordítozása gyakran késő éjjelig az egész városban visszhangzott.	0.233333
Đêm đêm, người ta say sưa lắng nghe những tiếng gầm rống tựa như tiếng sấm vang động khắp cả thành phố.	A börtönök zsúfolva voltak, a csőcselék és a praetoriánusok naponta új áldozatokat szolgáltattak be.	0.242424
Các nhà ngục chật cứng hàng nghìn con người, và cứ mỗi ngày, đám dân chúng cùng lính cấm vệ lại dồn tới những nạn nhân mới.		-0.3
Tình thương tắt ngấm.	Minden részvét kihalt.	0.26087
Ngỡ như người ta quên cả nói, và trong cơn điên cuồng hoang dã, người ta chỉ còn nhớ có mỗi một tiếng kêu: "Ném bọn Thiên chúa giáo cho sư tử!" mà thôi. ~~~ Đó là những ngày nồng nực đến lạ kỳ và những đêm ngột ngạt chưa từng thấy trước đó bao giờ.	Úgy tetszett, hogy az emberek elfelejtették a beszédet és őrületes kicsapongásaik közben még csak erre a kiáltásra emlékeztek: "Az oroszlánok elé a keresztényekkel!" Eközben nappal fojtó hőség uralkodott, az éjjelek pedig alig hoztak hűsítést, maga a levegő is terhes volt a vérrel és az iszonyatos gonosztettek gőzével.	-0.0152727
Ngay cả không khí hình như cũng thấm đẫm cơn điên, máu và tội ác. ~~~ Đáp lại cái mức độ tràn đầy của sự dã man ấy là mức độ tràn đầy của lòng khao khát tử vì đạo.	És e minden mértéket túlhaladó kegyetlenségeket az egyik részről még inkább fölülmúlta a minden mértéket túlhaladó vágy a vértanúság után a másik részről.	-0.0256329
Các tín đồ của Chúa Crixtux tự nguyện đi tới cái chết, thậm chí đi tìm cái chết, cho đến khi những mệnh lệnh nghiêm khắc của các bậc trưởng lão ngăn cấm chuyện ấy.	Krisztus hitvallói nemcsak készségesen mentek a halálba, hanem még keresték is azt, míg a vének szigorú parancsa attól vissza nem tartá őket.	0.184962
theo lời khuyên của các bậc ấy, họ bắt đầu chỉ tụ tập nhau ở ngoại thành, trong các hang ngầm trên đường Appia và trong các trại nho ngoại thành thuộc quyền sở hữu của các nhà quý tộc là tín đồ Thiên chúa, mà cho tới nay chưa một ai trong số này bị bắt.	E vének intézkedése folytán ezentúl már csak a városon kívül, a földalatti folyosókban a Via Appián és keresztény patriciusok szőllőiben, szóval oly helyeken gyülekeztek egybe, amelyeken eddigelé nem kutatták a keresztényeket.	0.220183
Ở Palatyn người ta biết rõ rằng cả Flavius, cả Đomitylia, cả bà Pomponia Grexyna, cả ông Kornelius Puđenx lẫn Vinixius đều là tín đồ Thiên chúa. ~~~ Nhưng chính Hoàng đế sợ sẽ không thuyết phục nổi dân chúng rằng những người như thế lại đốt cháy Roma, mà trước tiên cần phải chiếm được lòng tin của dân chúng; vậy nên người ta đành tạm hoãn hình phạt và sự báo thù tới những ngày say này.	A Palatinuson nagyon is jól tudták, hogy Flavus, Domitilla, Pomponia Graecina, Cornelius Pudens és Vinicius a keresztény tanítást követték, de azért bebörtönözésüket és megbüntetésüket későbbi időre tartogatták, mivel a császár mindenek előtt a népet akarta a maga részére megnyerni, és bizonynyal nehéz lett volna a csőcselékkel elhitetni, hogy a gyujtogatókat a patricius családok­ban kell keresni.	-0.0164921
Những kẻ khác lại tưởng rằng chính ảnh hưởng của nàng Akte đã cứu các vị quý tộc đó.	De az a nézet is nagyon el volt terjedve, hogy Acte eszközölte ki a nevezettek megmentését.	0.234146
Ý nghĩ ấy thật sai lầm.	De ez a vélemény tévedésen alapult.	0.211111
sau khi chia tay với Vinixius, ông Petronius quả có đến gặp Akte để tìm cách cứu Ligia, nhưng nàng chỉ có thể cho ông được những giọt lệ mà thôi, bởi lẽ nàng đang sống trong lãng quên và đau đớn, càng đau đớn hơn vì phải che giấu trước Poppea và Hoàng đế.	Petronius ugyan Viniciusnak adott igéretéhez képest legott Actéhoz sietett, hogy segítségét Ligia részére megnyerje, de Acte csak könnyeket tudott hullatni, mivel teljes elzárkozottságban élt és csupán azért tűrték meg, mert Poppaea és a császár elől rejtekben tartózkodott.	0.365207
Tuy vậy nàng cũng đến thăm Ligia trong nhà ngục, mang cho cô quần áo và thức ăn, và trước tiên là bảo vệ cô gái khỏi bị làm nhục bởi bọn cai ngục mặc dù bọn này đã bị Vinixius mua chuộc.	De azért Acte Ligiát fölkereste a börtönben, ruhákat és élelmi szereket vitt neki és így eljövete­lével annál inkább megvédte őt az őrök durvaságától, mivel azok már meg voltak vesztegetve.	0.274054
Dầu sao đi nữa, Petronius vẫn không thể quên được rằng giá như không có ông, không có ý định của ông bắt Ligia phải rời khỏi gia đình ông bà Aulux, thì hẳn giờ đây nàng không phải sa vào cảnh ngục tù, thêm vào đó, ông còn muốn thắng Tygelinux trong cái trò đỏ đen này, nên ông không tiếc thì giờ vào những cuộc chạy vạy.	Petronius azonban, aki azt gondolta, hogy Ligia előreláthatólag nem került volna a börtönbe, ha ő nem hozatja el Aulus házából és aki a küzdelmet Tigellinusszal meg akarta nyerni, mit se hagyott meg kisértés nélkül, sem időt, se pénzt nem kímélt, hogy célját és Ligia megmentését elérje.	0.340671
Chỉ trong vòng có mấy ngày ông đã đến gặp ông Xeneka, Đomixius Afer, Kryxpinilla - qua ả ông muốn đến với Poppea, - gặp Terpnox và Điođor, gặp chàng Pitagorax xinh đẹp, và rốt cuộc, gặp Alitulux và Paryx, những người mà Hoàng đế chẳng hề từ chối điều gì.		-0.3
Nhờ sự giúp đỡ của nàng Khoryzotemix, hiện đang là tình nhân của Vatynius, ông muốn được hỗ trợ, và đối với hắn cũng như đối với người khác ông không hề tiếc cả lời hứa hẹn lẫn bạc tiền.	Néhány nap alatt elment nemcsak Senecához, Domitius Aferhez és Crispinillához, akiknek révén Poppaeára remélt hatni, hanem Terpnoshoz, Diodorushoz, a szép Pythagorashoz és végre Aliturushoz és Párishoz, akiktől a császár mit se szokott megtagadni.	0.27788
Song tất thẩy những cố gắng đó đều không kết quả.	De mindezek a fáradozások eredménytelenek voltak.	0.225
Xeneka, không tin chắc ở ngày mai của bản thân, bắt đầu thuyết ông rằng thậm chí nếu những người Thiên chúa giáo quả thực không đốt cháy Roma đi nữa thì họ cũng bị lên án vì quyền lợi của thành phố, nói tóm lại ông ta biện hộ cho cuộc giết chóc sắp tới bằng cái lý của tình thế. ~~~ Terpnox và Điođor lấy tiền nhưng chẳng làm gì cả.	Seneca, aki soha se tudta, mit hoz számára a következő nap, kifejtette Petroniusnak, hogy ha a keresztények nem volnának is okai a tűzvésznek, kiüzetésük a város jóléte érdekében mégis tanácsos, szóval a rettentő vérfürdőt a fönnálló viszonyokkal igazolta.	-0.0384146
Vytanius mách Hoàng đế rằng người ta đang cố sức mua chuộc hắn.	Terpnos és Diodorus a pénzt ugyan elfogadták, de egyetlen egy lépést se tettek.	0.291549
Chỉ mỗi mình Aliturux, thoạt tiên rất căm ghét dân Thiên chúa giáo, nhưng bây giờ đâm ra thương họ, là dám nhắc Hoàng đế về cô gái đang bị giam, đồng thời xin cho nàng, nhưng cũng chẳng xin được gì ngoài câu trả lời:	Csak Aliturus, ki kezdetben ellenséges indulattal viseltetett a keresz­tények iránt, érzett most részvétet irántuk és kegyelmet mert kérni a császártól a bebör­tönözött leány részére. ~~~ De egyebet nem ért el, mint hogy Nero azt válaszolta:	-0.0026087
- Thế ngươi tưởng rằng tâm hồn ta hẹp hòi hơn cả Brutux, người đã không tiếc cả con đẻ của mình vì quyền lợi của La Mã hay chăng?	- Kicsinyesebb gondolkozásúnak tartasz Brutusnál, aki még saját fiát se kimélte, mihelyt Róma jólétéről volt szó!	0.390756
Khi anh ta nhắc lại những lời này cho ông Petronius, ông nói: ~~~ - Một khi ngài đã so sánh với Brutux thì chẳng còn cách nào cứu nữa.	- Mivel Nero Brutushoz hasonlítá magát - kiáltá Petronius, akivel ezt a választ közölték - többé nem lehetséges a megmentés.	0.0680672
Song ông vẫn thương Vinixius và lo sợ khi nghĩ rằng chàng rất có thể sẽ liều thân.	Eközben a Viniciusért való aggodalom folyton gyötörte őt, mert attól tartott, hogy a fiatal tribún öngyilkos lesz.	0.231818
"Giờ đây, - ông tự nhủ - anh chàng vẫn được nâng đỡ bởi các cuộc chạy chọt đang tiến hành để cứu nàng thiếu nữ, bởi vẫn được trông thấy nàng và bởi bản thân nỗi đau khổ, nhưng một khi tất cả các phương sách đều thất bại và tia hi vọng cuối cùng tắt đi, thì lạy Kaxtor!	"Most még az a remény tartja őt fönn - gondolá magában - hogy Ligiát láthatja, Ligiát megmentheti, de Kastorra, az első csalódás arra bírja őt, hogy kardjába dőljön."	0.224094
Anh chàng không thể sống thiếu nàng và sẽ lao người vào mũi kiếm".	Petronius, sokkal nagyobb érzékkel birt arra nézve, hogy valaki ily módon keresse a halált, mintsem, mint Vinicius, szerelemtől és fájdalomtól elsorvadjon.	0.00410959
Ông Petronius thậm chí hiểu được rằng, có thể kết thúc như thế còn hay hơn là cứ yêu thương và chịu đựng.	A fiatal tribún nem is gondolt másra és nem tünődött egyében, mint hogy miképp menthetné meg Ligiát.	0.224211
Trong khi ấy, Vinixius làm tất cả những gì chàng có thể nghĩ ra để cứu Ligia.	Büszkeségét le­győz­vén, odasietett az összes augustiánusokhoz és pártfogásra kérte őket.	0.252439
Chàng lui tới thăm các vị cận thần, và trước kia vốn tự hào đến thế, giờ đây chàng đi ăn mày sự trợ giúp của họ.	Tigellinusnak Vitellius útján értésére adta, hogy kész sziciliai birtokait neki átengedni és minden további kivánságát kielégíti, de Tigellinus nem akart az Augusta ellen cselekedni és visszautasítá az ajánlatot.	0.125581
Qua Vitelius, chàng hứa dâng cho Tygelinux đất đai của chàng ở đảo Xyxilia và tất cả những gì mà hắn đòi hỏi. ~~~ Nhưng chắc không muốn chạm đến Auguxta nên Tygelinux từ chối.	Végre Vinicius azon gondolkozott, vajjon ne boruljon-e a császár lábaihoz és ne kérjen-e tőle kegyelmet, de előre tudta, hogy ez is sikertelen lesz s egyébiránt erről a szándékról Petronius is lebeszélte.	-0.00159574
Việc gặp thẳng Hoàng đế, ôm lấy đầu gối y mà van xin cũng chẳng đưa đến điều gì.	- Mit tehetnél - kérdé az utóbbi fiatal barátjától - ha Nero elutasítana, ha kérelmedre valami tréfával, szemérmetlen fenyegetéssel felelne?	0.169149
Thực ra, Vinixius những muốn làm cả việc ấy nữa, nhưng ông Petronius nghe ý định ấy của chàng đã hỏi lại:	Vinicius arca eltorzult a dühtől és kétségbeeséstől, miközben összeszorított fogai közül félhangos átkokat hallatott.	0.294872
- Thế nếu ngài từ chối, nếu ngài đáp lại bằng một câu đùa cợt hay một lời đe doạ vô luân, thì anh sẽ làm gì?	- Igen - folytatá Petronius - azért beszéllek le.	0.0866667
Nghe hỏi, nét mặt Vinixius co rúm lại vì đau đớn và phẫn nộ, răng chàng nghiến ken két.	Ha megfeledkeznél magadról, minden veszve volna.	-0.00652174
Nhưng Vinixius cố nén, và đưa tay vuốt vầng trán đẫm mồ hôi lạnh, chàng nói:	A fiatal tribún erővel iparkodott nyugalmát visszanyerni, aztán kezével végig simítá homlokát, melyen nagy verejtékcsöppek voltak és kijelenté:	0.1
- Không! ~~~ Không!	- Nem, nem, annyira nem megy a dolog.	0.133333
Cháu là tín đồ Thiên chúa.	Keresztény vagyok!	0.126316
- Và anh sẽ quên đi điều đó như vừa mới quên.	- Azért mégis elragadna a harag, mint éppen most történt.	0.55508
Anh có quyền tự sát nhưng không có quyền mang cái chết đến cho nàng.		-0.3
Hãy nhớ con gái Xeyan đã phải chịu điều gì trước khi chết.	Jogod van ahhoz, hogy magadat tönkre tedd, de Ligiát nem.	0.211765
Khi nói thế ông không hoàn toàn thành thật, vì thực ra ông lo cho Vinixius nhiều hơn cho Ligia.	Petronius szavai nem voltak egészen őszinték, mivel Vinicius sorsát sokkal jobban szivén viselte, mint Ligiáét.	0.264894
Nhưng vì hiểu rằng không có gì kìm giữ chàng khỏi liều mạng tốt hơn là nói cho chàng hay rằng bằng việc ấy chàng có thể mang cái chết không tránh khỏi đến cho Ligia.	De nagyon jól tudta, hogy egyedül a kedves iránti tekintet volt az, ami Viniciust valami meggondolatlan lépéstől visszatarthatta.	0.151261
