Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
D Artagnan quỳ xuống và cầu nguyện.	D’Artagnan térdre hullva imádkozott.	0.292105
- Thôi nào, đao phủ - Athos tiếp tục - làm phận sự của mình đi.	- Rajta, hóhér - folytatta Athos -, teljesítsd kötelességedet.	1.165
- Xin sẵn sàng, thưa Đức ông - đao phủ nói - bởi cũng đúng như việc tôi là một tín đồ Cơ đốc ngoan đạo, tôi tin tưởng vửng chắc rằng tôi rất chân chính khi hoàn thành chức năng của tôi đối với mụ đàn bà này.	- Örömest, uram - szólt a hóhér -, mert mint jó katolikus szentül hiszem, hogy igaz dolgot cselekszem, ha elbánok ezzel a nővel tisztem szerint.	0.302308
- Tốt lắm.	- Jól van.	0.96
Athos bước một bước lại phía Milady.	Athos milady elé állt.	0.627273
- Ta tha thứ cho bà - chàng nói - về cái ác bà đã làm đối với ta, ta tha thứ cho bà làm tương lai ta tan nát, hạnh phúc ta mất mát, tình yêu ta nhơ bẩn và sự cứu rỗi linh hồn ta mãi mãi bị tổn hại bởi nỗi tuyệt vọng mà bà đã ném ta vào.	- Megbocsátok minden gazságodért - mondta neki -, megbocsátom, hogy kettétörted jövőmet, tönkretetted becsületemet, bemocskoltad szerelmemet, mindörökre kiölted szívemben a reményt, és ezzel eljátszottad üdvösségemet.	0.490115
Hãy chết cho bình yên.	Halj meg békében.	0.2
Đến lượt mình, Huân tước De Winter cũng tiến lên và nói:	Most Winter lord lépett elő.	0.4
- Ta tha thứ cho bà đã đầu độc anh trai ta, đã ám sát Quận công De Buckingham, ta tha thứ cho bà về cái chết của gã Felten tội nghiệp, ta tha thứ cho bà về những mưu đồ ám hại chính bản thân ta.	- Megbocsátom, hogy megmérgezte a bátyámat, hogy megölette Buckingham herceget; megbocsátom szegény Felton halálát, megbocsátom, hogy az életemre tört.	0.339041
Hãy chết cho bình yên.	Haljon meg békében.	0.24
- Còn tôi - D Artagnan nói - xin bà hãy tha thứ cho tôi, đã dùng một ngón giảo quyệt không xứng với một nhà quý tộc, khiêu khích bà nổi giận, và đổi lại, tôi cũng tha thứ cho bà việc giết hại người bạn gái đáng thương của tôi và những sự trả thù tàn bạo của bà đối với tôi, tôi tha thứ cho bà và cũng khóc thương bà.	- Nekem pedig - mondta D’Artagnan -, bocsássa meg, asszonyom, hogy nemeshez méltatlan fondorlattal magamra vontam haragját; viszonzásul én is megbocsátom kegyednek szegény barátnőm halálát, és a kegyed bosszújának könyörtelen cselszövéseit; megbocsátom és megsiratom kegyedet, asszonyom.	0.391253
Bà hãy chết bình yên.	Haljon meg békében.	0.24
- I am lost!	- I am lost!	2.7
- Milady lẩm bẩm bằng tiếng Anh - I must die.	- suttogta milady. ~~~ - I must die!35	0.542308
Rồi mụ tự đứng dậy nhìn xung quanh với con mắt rực lửa.	Felegyenesedett, körülhordozta lobogó tekintetét: mintha láng csapott volna ki a szeméből.	0.1875
Nhưng mụ không nhìn thấy gì hết.	De nem látott semmit.	0.045
Mụ lắng nghe, nhưng cũng không nghe thấy gì hết.	Hallgatózott. ~~~ Semmi nesz.	-0.138889
Mụ chỉ có xung quanh mình toàn là kẻ thù.	Körülötte senki, csak ellenségei.	0.222857
- Tôi sẽ chết ở đâu?	- Hol fogok meghalni?	0.805263
- Mụ hỏi.	- kérdezte.	1.3
- Ở bờ sông bên kia - Đao phủ đáp.	- A túlsó parton - felelt a hóhér.	0.919792
Rồi đao phủ lôi mụ xuống đò, khi anh ta vừa bước chân xuống đò, Athos trao cho anh ta một số tiền.	A bárkához kísérte az asszonyt; amikor maga is beszállni készült, Athos pénzt nyomott a kezébe.	0.441346
- Cầm lấy - chàng nói - đây là tiền công hành quyết. ~~~ Để cho mọi người thấy chúng tôi hành động như những quan tòa.	- Íme a bér a kivégzésért - mondta a hóhérnak -, hadd lássák, nem gyilkosok, hanem bírák vagyunk.	0.117857
- Được thôi - đao phủ nói - và bây giờ để người đàn bà đến lượt mình cũng hiểu rằng không phải tôi hoàn thành một việc có tính chất nghề nghiệp mà là nghĩa vụ của tôi.		-0.3
- Và hắn ta ném số tiền ấy xuống sông.	- Jól van - szólt a hóhér.	0.459
Đò xa dần sang bờ trái sông Litx, mang theo kẻ tội phạm và người hành quyết.	- Most pedig ez a nő is tudja meg, hogy amit teszek, nem pénzért teszem, hanem kötelességet teljesítek.	0.259756
Mọi người khác đều ở lại bên bờ phải và cùng quỳ xuông.	S a folyóba vetette a pénzt.	-0.173077
Con đò lướt đi chầm chậm theo dọc dây chăng qua sông của bến đò, dưới ánh phản quang của một đám mây nhợt nhạt lúc này đang chiếu xiên ngang mặt nước.	A csónak megindult a Lys bal partja felé, vitte az ítéletvégrehajtót s az elítéltet; a többiek a jobb parton maradtak; térden állva néztek a csónak után.	0.247552
Thuyền đã cặp bờ bên kia, những bóng người in lên một màu đen trên nền chân trời màu đỏ nhờ.	A ladik lassan siklott a komp kötele mentén; éppen egy sápadt felhő úszott a víz fölött, az szórta rá derengő fényét.	0.28
Milady trong lúc sang sông đã cởi được thừng trói chân mình.	Látták, amint kiköt a túlsó parton; utasainak körvonala feketén vált ki a rőt háttérből.	0.193846
Tới bờ này, mụ nhẹ nhàng nhảy lên bờ chạy trốn. ~~~ Nhưng đất ướt, lên hết dốc, mụ bị trượt chân ngã khuỵu xuông.	Átkelés közben milady észrevétlen kioldotta lábán a kötelet; amint a parthoz értek, kiugrott a csónakból, és futásnak eredt.	-0.0136364
Một ý nghĩ mê tín chắc hẳn đã tác động mạnh đến mụ.	De síkos volt a talaj, a part szegélyén megcsúszott, és térdre bukott.	0.285714
Mụ hiểu rằng trời đã không dung mụ nữa, nên cứ ngồi nguyên như thế, đầu gục xuống và hai tay chắp lại.	Bizonyára babonás félelem fogta el: megértette, hogy az ég is elpártolt tőle, ott maradt, ahol elesett, lehajtott fejjel, megkötözött kézzel.	0.25641
Lúc đó, từ bờ kia nhìn sang mọi người thấy đao phủ từ từ nâng cao hai cánh tay lên, ánh trăng phản chiếu trên lưỡi đao rộng bản rồi hai cánh tay hạ xuống, người ta nghe thấy tiếng rít của lưỡi đao và tiếng kêu của nạn nhân, rồi một khối thịt mất đầu vật xuống.	A túlsó partról jól látták, amint a hóhér lassan fölemeli karját; a holdsugár megcsillant a széles pengén, a két kar lesújtott; hallották a pallos suhintását, az áldozat jajszavát, majd a csonka törzs földre dőlt a csapás alatt.	0.197696
Đao phủ liền cởi chiếc áo choàng đỏ trải ra đất, đặt thi thể nằm xuống, ném cái đầu vào, túm lại bốn góc khoác lên vai và bước xuống đò.	A hóhér levetette vörös köpenyét, a földre terítette, rátette a holttestet, mellé dobta a fejét, a köpeny négy sarkát összekötötte, vállára vetette, és megint a csónakba szállt.	0.267516
- Đến giữa dòng sông Litx, anh ta cho dừng đò lại, nâng cái bọc nặng lên trên mặt sông và hét lên rất to:	A Lys közepén megállította ladikját, a terhet a víz fölé emelte, és nagy hangon így kiáltott:	0.23
- Xin để cho Chúa phán xử!	- Legyen meg az Isten akarata!	0.705495
Và anh ta buông cái xác cho rơi xuống đáy sông, và cho dòng nước khép lại.	S a vízbe dobta a testet, az pedig a mélységbe süllyedt, és elmerült a habokban.	0.283562
Ba ngày sau, bốn chàng ngự lâm trở lại Paris, và vẫn còn trong thời hạn nghỉ phép. ~~~ Ngay tối đó, như thường lệ, họ tới thăm ông De Treville.	A négy testőr három nap múlva visszaérkezett Párizsba; nem lépték túl szabadságukat, s még akkor este, szokás szerint, jelentkeztek Tréville úrnál.	-0.00839161
- Thế nào?	- Nos, urak!	1.02273
Các vị - Ông đại úy tử tế hỏi họ - các vị thỏa thích trong chuyến đi chơi xa chứ?	Jól szórakoztak a kiránduláson?	-0.218182
Athos thay mặt cho tất cả các bạn trả lời:	- kérdezte a derék testőrkapitány.	0.197143
- Tuyệt diệu ạ!	- Csodálatosan!	1.24375
	- felelte Athos a maga és társai nevében.	-0.3
Kết luận.	A TÖRTÉNET VÉGE	0.207692
Ngày mồng sáu tháng sau, giữ lời hứa với Giáo chủ rời khỏi Paris trở lại La Rochelle, nhà Vua ra khỏi kinh thành lúc còn rất đỗi bàng hoàng về tin tức vừa lan đến là Buckingham bị ám sát.	A következő hónap hatodik napján a király, amint a bíborosnak megígérte, visszaindult Párizs­ból La Rochelle-be; még most is hatása alatt volt a megdöbbentő hírnek, hogy Buckinghamet megölték.	0.38444
Cho dù đã được báo trước người đàn ông mình yêu biết bao gặp nguy hiểm. ~~~ Hoàng hậu, khi người ta báo tin cái chết ấy, vẫn không chịu tin, lại còn bất cẩn kêu lên:	A királyné jól tudta ugyan, hogy a férfi, akit annyira szeret, veszélyben forog, mégsem akart hinni a fülének, amikor jelentették neki a halálhírt, sőt meggondolatlanul így kiáltott:	-0.00789474
- Thất thiệt!	- Nem igaz!	0.87
Ông ấy vừa viết thư cho ta!	Levelet kaptam tőle.	0.15
Nhưng hôm sau thì bà đành phải tin cái tin thảm khốc đó.	Másnap azonban megbizonyosodott róla, hogy a gyászos hír igaz.	0.294915
La Port cũng như mọi người khác bị giữ chân lại ở Anh theo lệnh của Vua anh Charles đệ nhất, đã trở về mang theo món quà cuối cùng, tang tóc mà Buckingham gửi cho Hoàng hậu. ~~~ Nhà Vua vui mừng khôn tả.	La Porte, akit I. Károly parancsa éppúgy visszatartott Angliában, mint minden idegent, végre megérkezett, és átadta a királynénak Buckingham halotti ajándékát.	0.108913
Ông chẳng tội gì giấu giếm niềm vui, lại còn cố ý làm rùm beng trước mặt Hoàng hậu, Louis XIII giống như mọi con tim hẹp hòi khác, thiếu sự đại lượng.	A király boldog volt, meg sem próbálta leplezni örömét, sőt szinte kérkedett vele a királyné előtt.	0.08125
Nhưng rồi nhà Vua lại trở nên u buồn và cáu bực ngay.	XIII. ~~~ Lajos gyenge jellem volt, nem tudta, mi a nagylelkűség.	0
Vầng trán Ngài không thuộc những vầng trán rạng rỡ được lâu dài. ~~~ Khi trở lại trận tuyến, Ngài cảm thấy sắp sửa lại phải sống lệ thuộc, tuy nhiên Ngài vẫn trở lại.	De jó kedve nem tartott sokáig, ismét nyűgös hangulat telepedett rá; vonásairól hamar lehervadt a vidámság derűje; jól tudta: mihelyt a táborba ér, szolgasor vár rá, és mégis visszament La Rochelle-be.	-0.000793651
Giáo chủ đối với Ngài như con rắn biết thôi miên và Ngài là con chim chuyền từ cành này sang cành khác nhưng không thể thoát ra được.	Maga előtt látta a bíboros dermesztő, óriáskígyó-tekintetét, ő meg, mint a madárka, csak szökdécselt előtte ágról ágra, de hiába, nem menekülhetett.	0.287324
Vì vậy việc trở lại La Rochelle buồn sâu sắc.	Nem is volt hát valami nagyon vidám ez a visszatérés La Rochelle-be.	0.508021
Nhất là bốn người bạn, họ làm cho đồng đội phải ngạc nhiên. ~~~ Họ đi bên nhau, đầu cúi xuống, mắt u sầu.	Különösen a mi négy cimboránkon csodálkoztak váltig bajtársaik: komoran, lehorgasztott fejjel lovagoltak egymás mellett a sorban.	-0.005
Chỉ có Athos thỉnh thoảng ngẩng vầng trán rộng lên, mắt long lanh, một nụ cười chua chát lướt trên môi, rồi lại như các bạn mình, phó mặc cho những ý nghĩ mơ màng.	Egyedül Athos emelte fel olykor-olykor széles homlokát; szeme megvillant, ajkán keserű mosoly játszadozott, azután ő is visszasüllyedt gondolataiba, akárcsak három barátja.	0.412727
Đoàn hộ tống đi tới một thành phố, ngay sau khi hộ giá nhà Vua về tới nơi nghỉ lại, bốn người bạn lui về chỗ mình ở hoặc đến một tửu quán hẻo lánh nào đó, chẳng bài bạc cũng không chè chén mà chỉ nói nhỏ với nhau, chăm chú nhìn xem có ai để ý nghe mình nói không.	Mihelyt a kíséret a városba ért s a királyt szállására vezették, a négy cimbora vagy sátrába tért, vagy meghúzódott egy eldugott csapszékben; de nem kártyáztak, nem ittak, csak halkan beszélgettek, mindegyre figyelve, nem hallja-e szavaikat valaki.	0.229185
Một hôm nhà Vua dừng lại ở dọc đường nhìn chim ác là bay, bốn người bạn theo thường lệ, đáng lẽ đi săn cùng, đã dừng lại trong một tửu quán cạnh đường cái, một người đàn ông phi nước đại từ La Rochelle tới, dừng lại ở cửa để uống một cốc rượu vang, phóng mắt nhìn vào tận bên trong nơi bốn chàng đang ngồi tại bàn.	Egy napon, miközben a király megszakította útját, hogy a szarka röpülését figyelje, négy barátunk pedig, szokás szerint, vadászat helyett az egyik útszéli kocsmában üldögélt, egy férfi vágtatott a fogadó elé lóhalálában La Rochelle felől, megállt a kapu előtt, betért egy pohár borra, és körülvizslatott a szobában, ahol a négy testőr iddogált.	0.392862
- Ô, ông D Artagnan!	- Hohó! ~~~ D’Artagnan úr!	0.29375
- Hắn nói - chẳng phải ông, tôi đang thấy đó sao?	- szólította meg a fiatalembert - ugye nem tévedek, kegyed az?	0.783019
D Artagnan ngẩng đầu lên và reo lên mừng rỡ.	D’Artagnan odanézett, és nagyot rikkantott örömében.	0.25625
Cái con người mà chàng gọi là con ma của chàng ấy chính là cái thằng cha căng chú kiết ở Măng, ở phố Phu đào huyệt, và ở Arát.	Rossz szellemét látta maga előtt, a meung-i ismeretlent, aki a Sírásók utcájában, majd Arras-ban is kisiklott a kezéből.	0.242105
D Artagnan rút gươm và lao ra cửa.	D’Artagnan kardot rántott, s az ajtóhoz rohant.	0.194118
Nhưng lần này thay vì chạy trốn, kẻ lạ mặt nhảy phắt từ ngựa xuống, và tiến đến đối mặt với D Artagnan.	Csakhogy az ismeretlen ezúttal nem menekült el, hanem leszökkent a nyeregből, és D’Artagnan felé sietett.	0.24
- Chà, thưa ông	- No, uram!	0.87
D Artagnan nói - cuối cùng thì tôi cũng gặp được ông, lần này thì ông không thoát nổi tôi đâu.	- szólt a fiatalember. ~~~ - Most hát helyben vagyunk, most már nem szalasztom el.	0.0729834
- Tôi cũng có ý ấy đâu thưa ông, bởi lần này, tôi tìm ông, nhân danh đức Vua, tôi bắt ông.	- Magam sem szeretném, ha elszalasztana, uram, mert éppen uraságodat keresem: a király nevében letartóztatom.	0.46875
Ông hãy trao gươm cho tôi, và không được chống cự, sẽ mất đầu đấy, tôi báo cho ông biết vậy.	Kérem, ne tiltakozzék, nyújtsa át a kardját; figyelmeztetem, hogy a fejével játszik.	0.211111
- Vậy ông là ai?	- Kicsoda az úr?	0.86
- D Artagnan vừa hỏi vừa hạ gươm xuống, nhưng vẫn chưa trao.	- kérdezte D’Artagnan. ~~~ Leereszteni már leeresztette, de még nem adta át a kardot.	0.11875
- Tôi là hiệp sĩ De Rochefort - người lạ trả lời - tổng quản của Đức giáo chủ Richelieu, và tôi được lệnh áp giải ông đến chỗ Đức ông.	- Rochefort lovag - felelt az ismeretlen -, Richelieu bíboros úr fegyvernöke; parancsom van, hogy vezessem Őeminenciája elé uraságodat.	0.6852
- Thưa ông hiệp sĩ, chúng tôi đang quay về bên chỗ Đức ông - Athos vừa nói vừa tiến lại - và ông sẽ chấp nhận lời hứa của ông D Artagnan là ông ấy sẽ đi thẳng một mạch đến La Rochelle.	- Lovag uram - szólalt meg Athos, előrelépve - éppen Őeminenciájához igyekszünk; remélem, beéri annyival, ha D’Artagnan úr szavát adja, hogy egyenest La Rochelle-be siet.	0.690731
- Tôi phải giao ông ấy cho lính cận vệ để giải ông ấy về doanh trại.	- Az a parancs, hogy adjam át őreinek: azok majd a táborba kísérik.	0.440515
- Chúng tôi sẽ làm cái việc ấy, thưa ông, xin lấy danh dự của các nhà quý tộc mà hứa đấy. ~~~ Nhưng cũng xin lấy danh dự của các nhà quý tộc - Athos cau mày nói thêm - Ông D Artagnan sẽ không rời khỏi chúng tôi đâu.	- Nemesi szavunkat adjuk, uram, hogy magunk leszünk az őrei, de nemesi szavunkat adjuk arra is - fűzte hozzá Athos, összeráncolva szemöldökét -, hogy D’Artagnan úr nem válik meg tőlünk.	0.0436922
Hiệp sĩ De Rochefort liếc nhìn về phía sau đã thấy Porthos và Aramis đứng xen vào giữa hắn ta và cổng quán, nên hiểu rằng phải tuân theo bốn người đó.	Rochefort lovag hátratekintett, és látta, hogy Porthos meg Aramis elállta az ajtót; megértette, hogy ki van szolgáltatva a négy férfinak.	0.651228
- Thưa các vị - hắn nói - nếu ông D Artagnan bằng lòng trao gươm cho tôi và cũng hứa như ông, tôi bằng lòng việc ông hứa dẫn ông D Artagnan tới hành dinh của Đức ông Giáo chủ.	- Uraim - mondta ekkor -, ha D’Artagnan úr átnyújtja kardját, és ő is becsületszavát adja, akkor beérem ígéretükkel, hogy D’Artagnan urat Őeminenciája szállására kísérik.	0.509593
- Tôi hứa với ông như vậy - D Artagnan nói - gươm của tôi đây!	- Szavamat adom, uram - mondta D’Artagnan -, tessék, itt a kardom.	0.73103
- Thế thì càng tốt cho tôi - Rochefort nói thêm - tôi còn phải tiếp tục cuộc hành trình của tôi.	- Jobb is így - szólt Rochefort -, legalább folytathatom utamat.	0.832759
- Nếu là để gặp Milady - Athos lạnh lùng nói - sẽ vô ích thôi, ông sẽ không gặp lại được nữa đâu.	- Ha miladyhez indul - mondta hidegen Athos -, úgyis hiába, nem találja meg.	0.716418
- Vậy bà ta ra sao rồi?	- Mi történt vele?	0.816667
- Rochefort vội hỏi.	- kérdezte Rochefort, felkapva fejét.	0.709091
- Cứ trở về doanh trại rồi ông sẽ biết.	- Jöjjön vissza a táborba, majd megtudja.	0.621154
Rochefort lặng lẽ đi một lát đăm chiêu. ~~~ Rồi vì chỉ một ngày đường nữa là đến Xuyếcgie, nơi Giáo chủ đến yết kiến nhà Vua, hắn quyết định nghe theo lời khuyên của Athos và trở về cùng với họ.	Rochefort egy pillanatig tűnődött, azután, minthogy amúgy sem voltak egynapi járásnál messzebb Surgerčs-től, ameddig a bíboros a király elé ment, úgy döntött, megfogadja Athos tanácsát - és maga is visszatér velük.	0.0381371
Vả lại việc quay trở lại cũng có ích cho hắn, đó là hắn đích thân giám sát được tù nhân của mình.	Már csak azért is jobb, ha ezt teszi, mert így szemmel tarthatja a foglyot.	0.1
Tất cả lại lên đường.	Így hát útnak eredtek.	0.221739
Hôm sau, ba giờ chiều, họ đến Xuyếcgie.	Másnap délután három órakor értek Surgerčs-be.	0.273333
Giáo chủ đợi Louis XIII ở đó.	Itt várta a bíboros XIII. ~~~ Lajost.	-0.00454545
Thủ tưởng và nhà Vua cực lực ve vuốt tán dương nhau, về dịp may ngẫu nhiên khiến nước Pháp rũ bỏ được một kẻ thù cuồng nhiệt đang xúi bẩy cả châu u chống lại mình.	A miniszter meg a király körüludvarolta egymást, boldogok voltak, hogy ha véletlenül is, de szerencsésen megszabadultak veszélyes ellenfelüktől, aki egész Európát Franciaországra uszította.	0.296721
Sau đó, Giáo chủ vì đã được Rochefort báo cho biết D Artagnan đã bị bắt giữ, vội đến gặp chàng, nên đã xin cáo từ nhà Vua và mời nhà Vua ngày mai đến khánh thành công trình xây dựng con đê.	Rochefort közben már értesítette Richelieu-t, hogy D’Artagnan fogságba került, s mivel a bíboros alig várta, hogy beszéljen vele, elbúcsúzott a királytól, és meghívta, tekintse meg másnap az immár befejezett zárógátat.	0.383474
Chiều tối, lúc trở về hành dinh ở Cầu Đá, Giáo chủ thấy D Artagnan đứng trước cổng ngôi nhà ông ở, không gươm, cùng với các bạn mình đều vũ trang đầy đủ.	Este ért szállására a La Pierre hídhoz; a ház kapujában ott várta D’Artagnan lefegyverezve s a három testőr fegyveresen.	0.143478
Lần này, vì ông đang ở thế mạnh, ông nghiêm khắc nhìn họ và giơ tay, liếc mắt ra hiệu cho D Artagnan đi theo mình.	Ezúttal ő volt a nyeregben, zordon pillantást vetett hát a négy cimborára, majd D’Artagnanra tekintett, és intett neki, hogy kövesse.	0.284874
D Artagnan tuân theo.	D’Artagnan engedelmeskedett.	0.15
- Chúng mình đợi cậu đấy, D Artagnan - Athos cố tình nói to để Giáo chủ nghe thấy.	- Megvárunk, D’Artagnan - szólt Athos olyan hangosan, hogy a bíboros is hallja.	0.885323
Giáo chủ cau mày, dừng lại một lát, rồi lại đi tiếp không nói một lời.	Őeminenciája összevonta szemöldökét, egy pillanatra megállt, majd némán folytatta útját.	0.25875
D Artagnan theo sau giáo chủ đi vào, và cửa được canh giữ ngay.	D’Artagnan belépett a bíboros után, az ajtót pedig nyomban őrség állta el.	0.263077
Giáo chủ đi vào căn phòng dùng làm phòng làm việc và ra hiệu cho Rochefort dẫn D Artagnan vào.	Őeminenciája bevonult dolgozószobájába, és intett Rochefort-nak, vezesse be az ifjú testőrt.	0.286813
Rochefort vâng lời và rút lui.	Rochefort teljesítette a parancsot, azután eltávozott.	0.515668
Còn lại một mình D Artagnan trước mặt Giáo chủ. ~~~ Đây là cuộc gặp mặt lần thứ hai với Rochefort và chàng tự thú nhận chàng đã tin chắc đây là cuộc gặp gỡ cuối cùng.	D’Artagnan magára maradt, szemtől szembe a bíborossal; most találkozott vele másodízben, és - mint később mondta - mérget vett volna rá, hogy ez lesz utolsó találkozásuk.	-0.0194444
Rochefort vẫn đứng tựa người vào lò sưởi, một chiếc bàn kê giữa ông ta và D Artagnan.	Richelieu a kandallóhoz támaszkodott; D’Artagnantól egy asztal választotta el.	0.233766
- Này ông, - Giáo chủ nói - ta đã ra lệnh bắt ông.	- Uraságodat parancsomra tartóztatták le - mondta D’Artagnannak.	0.896078
- Thưa Đức ông, người ta đã bảo tôi vậy.	- Hallottam, kegyelmes uram.	0.657692
- Ông có biết tại sao không?	- Tudja miért?	0.707143
- Không, thưa Đức ông, bởi điều duy nhất khiến tôi có thể bị bắt giữ, Đức ông còn chưa biết.	- Nem, kegyelmes uram; erre csupán egy ok lehet, de ezt még Eminenciád sem ismeri.	0.345833
Richelieu chăm chăm nhìn chàng trai trẻ:	Richelieu metsző pillantást vetett a fiatalemberre.	0.670035
- Ra thế, thế nghĩa là thế nào?	- Ugyan! ~~~ - mondta.	0.366667
- Mong Đức ông vui lòng cho tôi biết trước những tội mà người ta buộc cho tôi, tôi sẽ nói những việc tôi đã làm sau.	- Hogy értsem ezt? ~~~ - Ha kegyeskedik tájékoztatni, mi a vád ellenem, akkor majd én is elmondom, mit követtem el.	0.0525917
- Người ta buộc ông những tội mà ngay cả những người có địa vị cao hơn cả ông cũng phải mất đầu đấy!	- Mi a vád? ~~~ Olyasmi, aminél jóval kevesebbért is sokan a fejükkel lakoltak, bár magasabb polcon ültek, mint uraságod!	-0.00954545
- Giáo chủ nói.	- mondta a bíboros.	0.882353
- Thưa Đức ông, là những tội gì?	- Hallgatom, kegyelmes uram!	0.773077
D Artagnan hỏi với thái độ bình tĩnh khiến Giáo chủ cũng phải kinh ngạc.	- szólt D’Artagnan olyan nyugodtan, hogy a bíboros szinte hüledezett.	0.240909
- Người ta đã buộc tội ông đã thông đồng với kẻ thù của vương quốc, buộc tội ông đã làm lộ bí mật quốc gia, buộc tội ông toan làm thất bại những kế hoạch đại tướng của ông.	- Az a vád, hogy levelez az ország ellenségeivel, hogy kifürkészi az állam titkait, s hogy megpróbálta meghiúsítani főparancsnoka terveit.	0.282552
- Và ai buộc tội tôi như thế thưa Đức ông?	- És ki vádol ezzel, kegyelmes uram?	0.547727
D Artagnan nói - Và ngờ rằng đó là do Milady - một con đàn bà bị công lý của đất nước đóng dấu chín, một con đàn bà đã cưới một người đàn ông ở Pháp, và một người khác ở Anh, một con đàn bà đã đầu độc người chồng thứ hai và toan tính đầu độc chính tôi ư?	- kérdezte D’Artagnan, mert gyanította, hogy milady keze van a dologban. ~~~ - Egy asszony, akit megbélyegzett a francia törvény, aki Francia­országban is, Angliában is férjhez ment; aki megmérgezte második férjét és kis híján engem is!	0.0141096
- Ông nói gì thế?	- Hogy értsem ezt, uram!	0.752632
- Giáo chủ ngạc nhiên kêu lên - Và ông đang nói về mụ đàn bà nào thế?	- kiáltotta ámuldozva a bíboros - és miféle asszonyról beszél?	0.776602
- Về Milady de Winter - D Artagnan trả lời - Vâng, về Milady de Winter, mà chắc hẳn Đức ông không biết mọi tội ác của mụ khi mà mụ ta có vinh dự được hưởng sự tin cẩn của ngài.	- Milady Winterről - felelte D’Artagnan -, igen, milady Winterről; Eminenciád bizonyára mit sem tudott gazságairól, midőn bizalmával megajándékozta.	0.65979
- Này ông, Giáo chủ nói - nếu Milady de Winter phạm những tội ác như ông nói, mụ ta sẽ bị trừng phạt.	- Uram - szólt a bíboros -, ha milady Winter elkövette ezeket a bűnöket, akkor bűnhődni fog.	0.717857
- Thưa Đức ông, mụ đã bị trừng phạt rồi!	- Már megbűnhődött, kegyelmes uram.	0.691667
- Ai đã trừng phạt mụ.	- Ki büntette meg?	0.741176
- Chúng tôi.	- Mi.	0.82
- Mụ ở trong tù à?	- Milady Winter börtönben van?	0.665
- Mụ đã chết.	- Milady Winter meghalt.	0.811765
- Chết!	- Meghalt!	1.26667
- Giáo chủ nhắc lại, chưa tin nổi những gì mình nghe thấy - Chết ư?	- ismételte a bíboros, mintha nem hinne fülének - meghalt!	0.745455
Ông không nói mụ ta chết đấy chứ?	azt mondja, meghalt?	-0.0157895
- Ba lần mụ định giết tôi, và tôi đã tha thứ cho mụ. ~~~ Nhưng mụ đã giết người đàn bà tôi yêu.	- Három ízben akart megölni, s én megbocsátottam neki, de megölte azt az asszonyt, akit szerettem.	0.0172414
Thế là các bạn tôi và tôi, đã bắt, xét xử và kết án mụ.	Akkor elfogtam őt barátaimmal, törvénybe szólítottuk, és halálra ítéltük.	0.239062
D Artagnan liền kể lại việc đầu độc bà Bonacieux trong nữ tu viện Cácmel ở Bêtuyn, việc xét xử trong ngôi nhà hẻo lánh, việc hành quyết bên bờ sông Litx.	Ezután elmondta, hogyan mérgezte meg Bonacieux-nét milady a béthune-i karmelita zárdában; hogyan ítélték el a magányos házikóban, s hogyan végezték ki a Lys partján.	0.286709
Giáo chủ đâu phải là người dễ rùng mình, vậy mà người cứ run lên.	A bíboros ritkán borzongott, most azonban végigfutott hátán a hideg.	0.249231
Nhưng rồi bất ngờ một ý nghĩ thầm kín nảy sinh trong ông, Giáo chủ cho tới lúc này vẫn sa sầm, dần dần rạng rỡ lên, rồi hoàn toàn trong sáng hơn bao giờ hết.	Azután, mintha kimondatlan gondolat kerítené hatalmába, komor vonásai lassanként felderültek, és végül tökéletes derű ömlött el rajtuk.	0.222222
- Như vậy là - Giáo chủ nói bằng một giọng dịu dàng trái hẳn với tính chất nghiêm khắc của câu nói - các ông tự cho mình là quan tòa, không nghĩ rằng những kẻ nào không có nhiệm vụ trừng phạt mà lại đi trừng phạt đều là những kẻ sát nhân!	- Ezek szerint - szólalt meg, és szelíd hangja különös ellentétben állt szigorú szavaival -, az urak saját maguk bíráskodtak saját ügyükben, mintha nem tudnák, hogy aki önkényesen büntet másokat, az gyilkosságot követ el!	0.400339
- Thưa Đức ông, tôi xin thề với ngài rằng không giây phút nào, tôi có ý định chống lại ngài để giữ lấy cái đầu tôi.	- Kegyelmes uram, esküszöm, egy pillanatig sem harcolok az életemért.	0.272727
Đức ông muốn trừng phạt tôi thế nào, tôi cũng chịu.	Ami büntetést rám szab Eminenciád, elviselem.	0.2
Tôi có thiết sống lắm đâu mà sợ chết.	Az életet nem becsülöm sokra, nem félek a haláltól.	0.266667
- Phải, ta biết điều đó, ông là một con người dũng cảm - Giáo chủ nói bằng một giọng gần như trìu mến - ta có thể nói trước với ông rằng ông sẽ bị xét xử, bị kết án nữa đấy.	- Igen, uram, tudom: uraságod kemény legény - szólt a bíboros csaknem kedvesen -, meg is mondom hát jó előre: bíróság elé kerül, sőt el is ítéljük.	0.389106
