CHARLES DICKENS	﻿CHARLES DICKENS	1.24
Tôi nhìn vào căn phòng nơi tôi đã rời khỏi bà, và thấy bà ngồi trên chiếc ghế rách tướp cạnh lò sưởi, kề sát bên ngọn lửa, lưng quay về phía tôi.	Bepillantottam abba a szobába, ahol imént elbúcsúztam tőle s íme, láttam, hogy ott ül a rongyos széken, egészen közelhajolva a kandalló tüzéhez s háttal felém.	0.280263
Vào khoảnh khắc rụt đầu lại để lặng lẽ ra về, tôi trông thấy một quầng lửa lớn vụt bùng lên.	Abban a pillanatban, amikor fejemet visszahúztam, hogy nesztelenül eltávozzam, hirtelen nagy lobbanó fény csa­pott szemembe.	0.280909
Cũng vào khoảnh khắc ấy, tôi thấy bà chạy về phía mình, gào thét thất thanh, với một quầng lửa cháy rực bao khắp quanh bà, và bùng lên cao ít nhất gấp đôi chiều cao bà.	S ugyanebben a pillanatban láttam, hogy a szerencsétlen nő sikoltva mint rohan felém, alakját mint lángolja körül örvénylőn a tűz, amely végül a feje fölött össze­csapva, az égő teremtés testének hosszát legalább is mégegyszer akkorányival meghaladó magasságig lobogott.	0.168132
Tôi đang mặc một chiếc áo khoác dài có vạt kép, và đang vắt trên cánh tay một cái áo choàng dày nữa.	Kettős gallérú köpenyeg volt rajtam s karomra vetetten még egy vastagszőrű kabátom.	0.2
Tôi cởi chúng ra, lấy chúng quấn quanh người bà, đẩy bà xuống và phủ chúng lên trên bà; tôi giật tấm khăn trải bàn lớn từ trên bàn xuống với cùng mục đích, và cùng với nó lôi xuống đống mục nát ở giữa bàn cũng như mọi thứ ghê tởm trú ngụ trong đó; rồi chúng tôi vật lộn dưới sàn như hai kẻ thù một mất một còn, và tôi càng trùm kín bà, cô Havisham lại càng la hét cuồng loạn và muốn vùng ra hơn - việc tất cả những chuyện kể trên đã xảy ra, tôi chỉ biết thông qua kết quả, chứ không hề qua bất cứ điều gì tôi cảm thấy hay nghĩ, hay biết mình đã làm.	Hogy mind a két ruhadarabot lekaptam magamról s hozzá ugorván és őt a padlóra döntvén mind a kettővel beborítottam; hogy a nagy abroszt ugyane célra lerántottam az asztalról és vele rán­tottam azt az egész rakás enyészetet, amely a közepén pompázott és mindazt az undokságot, amely e pompa alatt hemzsegett; hogy úgy viaskodtunk ott a padlón, akárcsak két halálos ellenség és hogy ő, mennél szorosabban burkoltam be, annál vadabbul sikoltozott s igyekezett szabadulni; hogy mindez megtörtént, megtudtam ugyan az eredményből, de semmit sem tudtam meg abból, hogy mit éreztem, mit gondoltam, tudatosan mit cselekedtem közben.	0.284293
Tôi không biết gì cho tới khi biết rằng chúng tôi đang ở dưới sàn cạnh cái bàn lớn, và những tàn lửa còn sáng lập lòe đang lơ lủng trong không khí mù mịt khói, tất cả những gì còn lại của thứ chỉ mới một khoảnh khắc trước thôi còn là bộ đồ cô dâu bạc màu của cô Havisham.	Semmit, de semmit sem tudtam addig a pillanatig, amelyben azon vettem észre magamat, hogy a nagy asztal közelében a padlón fekszünk s hogy azok az égett foszlányok, amelyek pilla­nattal előbb még az ő elsárgult menyasszonyi ruhája voltak, a füstös levegőben röpköd­nek szanaszét.	0.251351
Thế rồi tôi nhìn quanh và trông thấy đám bọ dừa và nhện bị quấy quả đang cuống cuồng chạy ra xa trên sàn, còn những người hầu đang từ cửa lao vào cùng tiếng la hét lạc giọng.	Aztán körülnéztem s láttam, mint szaladgálnak a megzavart bogarak és pókok ide-oda a padlón s lélekszakadva, nagy kiáltozással a cselédnép mint rohan be az ajtón.	0.224026
Tôi vẫn giữ chặt bà xuống bằng tất cả sức lực của mình, như thể đó là một tù nhân muốn đào tẩu; và tôi thậm chí ngờ rằng chẳng rõ mình có biết được bà là ai, hay tại sao chúng tôi đã vật lộn, hay chuyện bà đã bị lửa bén vào, hay ngọn lửa đã lan ra, cho đến khi tôi nhìn thấy những mảnh tro tàn từng là trang phục của bà giờ không còn sáng lập lòe mà rơi xuống quanh chúng tôi như một cơn mưa đen kịt.	A szerencsétlent még mindig teljes erőmből leszorítva úgy tartottam ott, mintha valami szökni akaró fogoly lenne s nagy a kétségem, tudtam-e még én magam is, hogy kicsoda-micsoda ő, vagy hogy miért viaskodtunk, vagy hogy lángolva égett itt ez a nő, vagy hogy a lángok már elfojtódtak, míg csak azt nem láttam, hogy ezek az égett foszlányok, amelyek imént még az ő ruhája voltak, mint valami fekete havazás, hulldogáltak a padlóra körénk.	0.272319
Cô Havisham đã bất tỉnh, và tôi sợ phải di chuyển, hay thậm chí chạm vào bà.	Ekkor már eszméletlen volt és nem mertem megengedni, hogy fölemeljék vagy csak hozzá­nyúl­janak is.	0.253012
Người ta gọi trợ giúp, và tôi đỡ lấy bà cho tới khi trợ giúp tới, như thể tôi đã tưởng tượng một cách vô lý (tôi nghĩ mình đã tưởng tượng thế thật) là nếu tôi buông bà ra, ngọn lửa sẽ bùng lên trở lại và thiêu cháy bà.	Orvost hívattam s közben még mindig úgy tartottam lefogottan, mintha eszte­lenül azt képzeltem volna (azt hiszem, valóban képzeltem is), hogy mihelyt nem fognám le így, a tűz azonnal fellobogna újra s elhamvasztaná.	0.229146
Khi đứng dậy sau lúc bác sĩ ngoại khoa cùng những người khác đã tới cứu chữa cho bà chủ nhà, tôi kinh ngạc nhận ra cả hai bàn tay mình đều bị bỏng; vì tôi không hề biết được chuyện này thông qua cảm giác.	Amint aztán fölkeltem, mert a sebészorvos megjött s másféle segítség módján hajolt le hozzá, nagyot néztem, midőn látnom kellett, hogy mind a két kezem csupa égett seb; érzés révén eddig semmit sem tudtam erről.	0.2655
Kết quả kiểm tra cho thấy bà đã bị những vết thương nghiêm trọng, song bản thân chúng còn xa mới bị coi là vô vọng; nguy hiểm nằm chủ yếu ở cơn sốc tinh thần.	A vizsgálat után az orvos kijelentette, hogy Havisham kisasszony ugyan komoly sérüléseket szenvedett, de állapota ezek miatt nem reménytelen; a főveszedelem az idegzet nagy megráz­kód­tatása.	0.287931
Theo chỉ dẫn của ông bác sĩ ngoại khoa, đồ trải giường của bà được đưa vào phòng và rải ra trên chiếc bàn lớn, một nơi thật tình cờ lại rất thích hợp cho việc băng bó các vết thương cho bà.	Az orvos parancsára ágyneműjét áthozták ebbe a szobába, még pedig a nagy asztalra, mert ez véletlenül különösen alkalmas volt arra a célra, hogy az orvos az égett testet kényelmesen kezelhesse, bepólyázhassa.	0.277157
Khi tôi lại thấy bà một giờ sau đó, quả thực bà đã nằm đúng chỗ tôi từng thấy bà gõ gậy lên và nói bà sẽ nằm xuống một ngày nào đó.	Midőn egy óra múltán viszontláttam a szeren­csétlent, csakugyan ott feküdt ugyanazon a helyen, amelyet egykor az én szemem láttára is kijelölt a botjával, midőn azt mondta, hogy egyszer ide fogják kiteríteni.	0.21
Cho dù toàn bộ trang phục của bà đều đã cháy trụi, như người ta cho tôi hay, cô Havisham vẫn có chút gì đó của dáng vẻ một hồn ma cô dâu trước đây; vì người ta đã dùng bông quấn lên người bà tới tận cổ, và khi bà nằm đó với một tấm ga trắng phủ hờ lên trên, dáng vẻ hồn ma của một thứ đã từng tồn tại và đã thay đổi vẫn lưu lại trên bà.	Bár, ahogy hallottam, ruhájának minden részecskéje elégett, kísérteties menyasszonyias­ságá­ból még most is volt valami a külsején, mert testét nyakig fehér gyapotba pólyázták s könnyű fehér vászonlepedővel takarták le. ~~~ S ahogy Havisham kisasszony most így ott feküdt, annak a valaminek a varázsa, ami volt és ami most így elváltozott, még mindig lesugárzott róla.	-0.00980114
Hỏi chuyện đám người hầu, tôi được biết Estella đang ở Paris, và tôi nhận được lời hứa từ ông bác sĩ là ông này sẽ viết thư cho cô ngay vào chuyến xe bưu vụ tiếp theo.	Megtudtam, megkérdezvén a cselédséget, hogy Estella Párisban van, az orvossal pedig meg­igértettem, hogy ír majd Estellá-nak s a legközelebbi postával elküldi ezt a levelet.	0.377669
Tôi nhận lấy phần thông báo cho gia đình cô Havisham; tôi dự định chỉ báo cho ông Matthew Pocket và để ông toàn quyền làm như ý mình về phần thông báo cho những người còn lại.	Havisham kisasszony rokonságának értesítését én vállaltam, úgy tervezvén, hogy egyedül Matthew Pocket úrral fogom közölni az esetet és az ő tetszésére bízom a többiek értesítésének ügyét.	0.519014
Tôi làm việc này vào hôm sau thông qua Herbert ngay khi tôi trở vào thị trấn.	Másnap aztán Herbert útján meg is tettem ezt, mindjárt, miután Londonba visszaérkeztem.	0.507692
Tối hôm ấy, có một lúc bà nói một cách tỉnh táo về những gì đã xảy ra, cho dù với vẻ cuồng loạn khủng khiếp.	Volt egy szaka ennek az estnek, amikor Havisham kisasszony meglehetősen egybefüggőn elmondta, mi történt, bár szavait bizonyos ijesztő szilajság hatotta át.	0.243902
Đến gần nửa đêm, lời nói của bà bắt đầu trở nên lộn xộn; sau đó, nó dần dà chỉ còn là vô số lần bà nói với giọng nghiêm trang khe khẽ, "Ta đã làm gì!" Và rồi, "Khi con bé mới đến, ta chỉ định bụng sẽ cứu nó thoát nỗi khổ như của ta." Rồi sau đó, "Hãy cầm lấy cái bút chì và viết dưới tên ta, ‘Tôi tha thứ cho bà ấy!’ " Bà không bao giờ thay đổi thứ tự của ba câu kể trên, nhưng đôi khi bỏ mất một chữ ở câu này hay câu kia; không bao giờ thay vào bằng một chữ khác, mà luôn để một khoảng trống trước khi chuyển sang chữ tiếp theo.	Éjféltájt azonban félre­beszélt már és aztán lassankint abba az állapotba kábult, amelyben halk, ünnepélyes hangon számtalanszor elsuttogta: "Mit cselekedtem! ~~~ Mit cselekedtem!..." Majd ezt: "Amikor hozzám került, én csak meg akartam óvni az olyan szenvedésektől, amilyenek engem értek..." Aztán: "Fogd ezt a ceruzát és a nevem alá írd oda: megbocsátok neki!" Ennek a három mondásnak a sorrendjét sohsem változtatta, de egyikből is, másikból is kihagyott olykor egy-egy szót s nem is pótolta azt, hanem a rákövetkező szón folytatta suttogását.	-0.0214706
Vì tôi không giúp được gì tại đây, đồng thời do ở gần nhà hơn, lại có lý do cấp thiết để lo lắng và e sợ, đến mức cả cơn mê sảng của bà cũng không thể xua được chúng ra khỏi tâm trí, tôi quyết định trong đêm là sẽ trở về bằng chuyến xe trạm lúc sáng sớm, đi bộ chừng một dặm, rồi được xe đón lên ở bên ngoài thị trấn.	Mivel semmiképen nem lehettem szolgálatára, Provis sorsa pedig nem ok nélkül indított oly aggódásra s rettegésre, amelyet még az ő lázas beszéde sem bírt száműzni lelkemből, el­határoztam az éj folyamán, hogy reggel az első postakocsival hazatérek, még pedig előbb gyalog megyek vagy egy mértföldnyire s aztán a város határán túl felülök a kocsira.	0.27281
Vì thế, vào lúc khoảng sáu giờ sáng, tôi cúi xuống cô Havisham và áp môi lên môi bà, trong khi chúng vẫn mấp máy, không hề ngừng lại khi được chạm vào, "Hãy cầm lấy cái bút chì và viết dưới tên ta, Tôi tha thứ cho bà ấy!"	Reggel hat órakor odahajoltam Havisham kisasszony fölé és ajkát megérintettem a magaméval, éppen akkor, midőn suttogva és suttogását emiatt az érintés miatt meg nem szakítva, mondotta: ~~~ - Fogd ezt a ceruzát és írd oda a nevem alá: Megbocsátok neki. ~~~ Első és utolsó esetem volt ez, hogy őt ilymódon érintettem. ~~~ És többé sohasem láttam őt.	-0.148365
Chương 50	HUSZONEGYEDIK FEJEZET.	0
Hai bàn tay tôi đã được thay băng hai hay ba lần trong đêm, rồi một lần nữa vào buổi sáng.	Kezemet akkor éjszaka kétszer vagy háromszor kötözték be és aztán reggel még egyszer.	0.253012
Cánh tay trái của tôi bị bỏng khá nặng tới tận khuỷu, và bỏng nhẹ hơn thế tới tận vai; vết bỏng rất đau, nhưng ngọn lửa đã đi theo hướng đó, và tôi cảm thấy may mắn là sự tình đã không xấu hơn.	Bal­karom egészen könyökömig eléggé jelentékenyen pörzsölődött meg, onnan fölfelé a vállamig már kevésbé; sebeim nagyon fájdalmasak voltak, a lángok ugyanis éppen ebben az irányban csapkodtak legmohóbban s bizony örülhettem, hogy még rosszabbul nem végződött a dolog.	0.23945
Bàn tay phải của tôi không bị bỏng nặng lắm, và tôi vẫn cử động được các ngón tay.	Jobb kezem nem sebesült meg annyira, hogy ujjaimat ne bírtam volna mozgatni.	0.180882
Nó cũng được băng bó, tất nhiên rồi, nhưng cảm giác vẫn ít bất tiện hơn nhiều so với bàn tay và cánh tay trái; tôi đeo cánh tay và bàn tay bên này bằng một cái băng đeo; và tôi chỉ có thể mặc áo khoác như một tấm áo choàng, mang hờ trên vai và buộc chắc ở cổ.	Ez a kezem is pólyába került ugyan, de mégsem oly kényelmetlen módon mint a balkarom és balkezem, amelyet felkötötten kellett tartanom; köpönyegemet csak felleghajtóul lazán a vállamra illesz­tetten és a nyakam köré gomboltan hordhattam.	0.227354
Tóc tôi cũng đã bị lửa táp phải, nhưng đầu và khuôn mặt thì không.	Hajamat megperzselte a tűz, de arcom és fejem bántatlan maradt.	0.212069
Khi Herbert đã tới Hammersmith gặp bố xong, cậu quay trở lại với tôi ở chỗ mấy căn phòng của chúng tôi và dành cả ngày chăm sóc tôi.	Herbert, miután kiment Hammersmithbe és apjának elmondta az esetet, visszasietett hozzám lakásunkra s egész napját ápolásomra áldozta.	0.269767
Cậu là người hộ lý tận tụy nhất trên đời, và cứ đến giờ lại tháo băng ra, nhúng vào nước mát được chuẩn bị sẵn sàng rồi lại băng lại một cách nhẹ nhàng đầy kiên nhẫn, khiến tôi cảm kích vô cùng.	Páratlanul kellemes ápolónak bizonyult, kötéseimet bizonyos időközönkint leszedegette, megitatta az erre a célra készen álló hűsítő folyadékban s aztán oly gondosan és gyöngéden rakta vissza, hogy valóban a legnagyobb hálával tartoztam neki.	0.290749
Thoạt đầu, khi tôi nằm im lặng trên trường kỷ, tôi thấy thật khó khăn đến đau đớn, hay có thể nói là không thể, rũ bỏ ấn tượng về ánh lửa bùng lên, tiếng rít hừng hực của nó, và mùi cháy khét lẹt.	Eleinte, amíg nyugodtan feküdtem a pamlagon kínosan nehéz volt, sőt mondhatnám lehetetlen a lángok hevének, dühüknek és pattogásuknak valamint a rettenetes égési szagnak emlékeitől szabadulnom.	0.241935
Nếu gà gật thiếp đi trong một phút, tôi lại bị đánh thức bởi tiếng kêu thét của cô Havisham, bởi cảnh tượng bà chạy lại phía tôi cùng ngọn lửa bốc cao quá đầu.	Ha egy-egy percre elszenderültem, mindjárt felriasztott Havisham kisasszony sikoltozása és az a rémség, ahogy feje fölött összecsapó lángok lobogásában felém rohant.	0.2625
Nỗi đau trong tâm trí này còn khó chịu đựng hơn cả nỗi đau thể xác đang hành hạ tôi; và Herbert, khi thấy điều đó, làm hết mức có thể để tôi bận tâm sang chuyện khác.	A képzelődő léleknek ezt a gyötrelmét sokkal nehezebb volt elnyomni, mint a testi szenvedé­seket, amelyeket eléggé derekasan tűrtem el és mivel Herbert észrevette ezt a körülményt, elkövetett minden tőle telhetőt, hogy más irányban foglalkoztassa figyelmemet.	0.195082
Không ai trong chúng tôi nhắc đến chiếc thuyền, song cả hai chúng tôi đều nghĩ về nó.	A csónakunkról egyikünk sem beszélt, de mind a ketten rágondoltunk.	0.16875
Điều này xảy ra dường như do chúng tôi tránh né chủ đề này, cũng như việc chúng tôi đồng ý - dù không nhất trí - coi việc tôi hồi phục lại khả năng sử dụng đôi bàn tay là chuyện của nhiều giờ chứ không phải nhiều tuần.	Ezt éppen a tárgy szóvátételének kerülésével árultuk el s azzal a kölcsönös megállapítással, - amely tulajdon­kép­pen szintén csak afféle hallgatólagos megállapodás volt, - hogy kezem, karom rendbetérü­lése csak jóegynéhány óra és nem jó egynehány hét kérdése lehet.	0.424424
Câu hỏi đầu tiên của tôi khi gặp Herbert tất nhiên là liệu mọi thứ ở dưới hạ lưu con sông có ổn cả không?	Első kérdésem, amikor Herbert-et viszontláttam, az volt, hogy odalenn a folyamparti lakásban megnyugtató-e minden?	0.269444
Vì cậu trả lời xác nhận với sự tin tưởng tuyệt đối và thái độ vui vẻ, chúng tôi không trở lại chủ đề đó nữa cho tới khi ngày gần tàn.	Mivel a leghatározottabban és nagyon vidáman igennel felelt, nem is beszéltünk újra a dologról előbb, csak estefelé.	0.18
Song đến lúc đó, trong khi Herbert thay băng, nhờ vào ánh lửa trong lò sưởi nhiều hơn vào ánh sáng bên ngoài, cậu tự nhiên trở lại chủ đề đó.	Akkor azonban Herbert, midőn már inkább a kályhánk tüzének fényében mintsem nappali világosságban megújította kötéseimet, maga tette szóvá.	0.272143
"Tớ đã ngồi với Provis tối qua, Handel, suốt hai giờ liền."	- Mult éjjel, Händel, jó két órát üldögéltem Provis-nál.	0.269492
"Thế Clara đâu?"	- Hol volt Clara?	0.22
"Cô gái đáng yêu!" Herbert nói.	- Az én szegény kis szívem! ~~~ - mondta Herbert.	-0.0403846
"Cô ấy cứ liên tục phải đi lên đi xuống chỗ Cộc Cằn Ác Nghiệt suốt cả đêm.	- Egész este ott kellett forgolódnia a vén Gorgonius körül, egyre föl s le szaladgálnia a lépcsőn.	0.286364
Cô ấy cứ vừa đi khỏi là ông bố lại nện thình thình xuống sàn.	Mihelyt eltűnt a szeme elől, tüstént döngetni kezdte az öreg a padlót.	0.28209
Tuy thế, tớ dám ngờ ông ấy không kéo dài được lâu nữa.	Egyébként kötve hiszem, hogy az öreg még sokáig bírná.	0.256364
Với rum và hạt tiêu - rồi hạt tiêu và rum - tớ cho rằng những màn nện thình thình xuống sàn của ông ấy hẳn sắp kết thúc rồi."	Az a sok rum meg bors - és bors meg rum - azt hiszem - nemsokára véget vet annak a padló­döngetésnek.	0.683657
"Và sau đó cậu và cô ấy sẽ kết hôn chứ, Herbert?"	- S akkor aztán ti egybekeltek, Händel?	0.141667
"Làm sao tớ có thể chăm lo cho cô ấy theo cách khác được?	- Hogyan is oltalmazhatnám meg máskép azt az édes gyermeket?	0.273214
Đặt cánh tay cậu lên lưng tựa trường kỷ, anh bạn thân mến, và tớ sẽ ngồi xuống đây, tháo băng ra từ từ đến mức cậu sẽ không biết việc đó diễn ra khi nào.	- Tedd föl karodat ide a pamlag támlájára, fiam, én meg majd ide ülök és olyan szelíden szedem le a kötésedet, hogy észre sem veszed, mikor válik le.	0.213971
Tớ đang nói về Provis.	- Nos, imént Provis-ról kezdtem beszélni.	0.12
Handel, cậu có biết ông ấy đã tiến bộ không?"	Hát, tudod-e, Händel, hogy finomodik az öreg?	0.237209
"Tớ có nói với cậu tớ nghĩ ông ấy đã mềm tính hơn lần cuối cùng tớ gặp ông ấy."	- Mondtam is neked, hogy úgy veszem észre, mintha sokkal szelidebb lett volna, amikor legutóbb láttam.	0.296739
"Đúng thế.	- Mondtad.	0.18
Và đúng là ông ấy đã mềm tính lại.	S úgy is van.	-0.425
Tối qua ông ấy rất hay chuyện, và kể cho tớ nghe nhiều hơn về cuộc đời ông ấy.	Tegnap este nagyon beszédes volt és több mindenfélét mesélt el nekem a korábbi életéről.	0.293023
Chắc cậu cũng nhớ chuyện ông ấy hé lộ ở đây về một phụ nữ đã khiến ông ấy gặp nhiều rắc rối.	Emlékszel-e még, mint szakította meg egyszer itt a mondókáját, amikor valami nőt említett volt, aki állítólag sok gondot okozott valaha neki?	0.246903
Tớ có làm cậu đau không?"	- Talán fájdal­masan érintettelek?	0.227586
Tôi đã giật thót mình, nhưng không phải vì việc tháo băng của cậu.	Megrezzentem ugyan, de nem az ő kezének az érintése miatt.	0.188889
Chính những lời cậu nói đã khiến tôi giật mình.	A szavai érintettek úgy.	-0.0875
"Tớ đã quên khuấy chuyện đó, Herbert, nhưng giờ thì cậu nhắc tớ mới nhớ."	- Már elfelejtettem, Herbert, de most újra jól emlékszem erre most, hogy említed.	0.474286
"Được lắm!	- Nos, helyes.	0.230769
Ông ấy đã kể về phần đời ấy của mình và đó quả là một phần đời hoang dại đen tối.	Provis az életének éppen erről az időszakáról beszélt s biz’ az valóban nagyon sötét, vad időszak lehetett.	0.278788
Tớ có nên kể cho cậu không?	Elmeséljem neked?	0.0833333
Phải nghe chuyện đó bây giờ có làm cậu lo lắng quá không?"	Vagy talán túlságosan izgatna most ilyesmit hallgatnod?	0.237736
"Dù thế nào cũng nói cho tớ đi.	- Csak mondd el, mindenesetre.	0.222222
Không sót chữ nào."	Szóról-szóra, ha lehet.	0.259091
Herbert bắt đầu cúi người ra trước, nhìn sát vào tôi hơn, như thể câu trả lời của tôi đến nhanh chóng và quan tâm hơn cậu chờ đợi.	Herbert előrehajolt, hogy jobban szemügyre vehessen, mert feleletem mintha valamivel hirte­le­nebb és mohóbb lett volna, semmint ezt érthetőnek tekinthette.	0.445862
"Đầu cậu vẫn tỉnh táo đấy chứ?" Herbert vừa nói vừa chạm ngón tay vào đó.	- Nem tüzel a fejed? ~~~ - mondta s kezét a homlokomra tette.	-0.1
"Vẫn ổn," tôi nói.	- Legkevésbé sem - feleltem.	0.231818
"Hãy kể cho tớ những gì Provis nói, Herbert thân mến."	- Mondd el, mit mesélt neked Provis, csak mondd el, kedves jó Herbert-em.	0.263158
"Dường như," Herbert nói, "… này, tớ vừa tháo một dải băng bó vừa ra đấy, rất nhẹ nhàng thôi, và bây giờ đến lượt vải băng đã được làm mát đây này… lúc đầu sẽ làm cậu rụt lại đấy, ông bạn tội nghiệp của tôi, phải không nào?	- Úgy látszik - válaszolt Herbert -, nos, ez a kötés egészen jól bevált, most itt a friss, a hűs - persze, megrezzensz még néha kissé, szegény fiúkám, persze.	0.163699
Nhưng sẽ dễ chịu ngay thôi… - dường như người phụ nữ đó là một phụ nữ trẻ và rất ghen tuông và đầy hận thù; đầy hận thù, Handel, đến mức tột cùng."	- De mindjárt jó lesz már. ~~~ - Ugy látszik hát, mondom, hogy az a nő valami fiatal nő volt és bosszúálló nő, bosszúálló, tudod, Händel, a legborzasztóbb fokig.	0.0432174
"Đến mức tột cùng nào?"	- Micsoda fokig?	0.02
"Giết người.	- A gyilkolásig.	0.28125
- Liệu có quá lạnh ở chỗ nhạy cảm đó không?"	- Talán túlságosan hideg a borogatás?	0.60695
"Tớ không cảm thấy thế.	- Nem is érzem.	-0.0214286
Cô ta giết người thế nào?	Miféle gyilkosságot követett el?	0.27
Cô ta đã giết ai?"	Kit gyilkolt meg?	0.225
"Sao chứ, hành động ấy có thể không đáng bị gọi bằng một cái tên ghê rợn như thế," Herbert nói, "nhưng cô ta đã bị xử vì nó, và ông Jaggers biện hộ cho cô ta, và danh tiếng của lần biện hộ ấy đã lần đầu tiên khiến Provis biết đến ông luật sư.	- Nos, a tette talán nem is érdemelt ennyire borzalmas nevet - mondta Herbert -, de ily bűntettel vádolták és Jaggers védte és az a feltűnés, amelyet ez a védelem keltett, szerezte meg Provis-nak Jaggers ismeretségét.	0.351958
Nạn nhân là một phụ nữ khác, khỏe mạnh hơn, và đã có một cuộc vật lộn - trong một nhà kho.	Az áldozat másik, erősebb nő volt és a halálos küzde­lem valami pajtában zajlott le.	0.225926
Ai đã bắt đầu cuộc vật lộn, hay nó diễn ra công bằng hay không, đều là chuyện đáng ngờ; nhưng cách nó kết thúc chắc chắn chẳng có gì đáng ngờ cả, vì nạn nhân đã bị bóp cổ chết." ~~~ "Người phụ nữ có bị kết án không?"	Ki kezdte s hogy becsületes vagy becstelen tusa volt-e, talán kétséges; de hogy miképen végződött, az kétségtelen, mert hiszen ott találták megfojtottan az áldozatot.	-0.0420382
"Không; cô ta được tha bổng.	- Bűnösnek ítélték azt a nőt?	0.290323
- Handel tội nghiệp, tớ làm cậu đau rồi!"	- Nem; felmentették Szegény Händel-em, fáj talán, ahogy bekötöztelek?	0.45
"Không thể nhẹ nhàng hơn được đâu, Herbert.	- Ó, lehetetlen még gyöngédebben is kötözni, Herbert.	0.615333
Nào?	Nos?	0.24
Còn gì nữa?"	Aztán mi történt?	0.22
"Người phụ nữ trẻ được tha bổng và Provis có một đứa con nhỏ; một đứa bé Provis rất yêu quý.	- Ennek a felmentett nőnek és Provis-nak volt egy kis gyermekük - mondta Herbert -, akit Provis nagyon szeretett.	0.425758
Vào buổi tối của chính đêm mục tiêu khiến cô ta ghen tuông bị sát hại như tớ đã kể với cậu, người phụ nữ trẻ xuất hiện trước mặt Provis trong chốc lát, thề rằng cô ta sẽ hủy diệt đứa bé (lúc đó đang nằm trong tay cô ta), và ông ấy sẽ không bao giờ thấy lại nó nữa; rồi cô ta biến mất.	Azt az éjszakát megelőző este, amelyben e nő féltékenységének felszítója, az a másik nő, mint már említettem, fojtogatás áldozatául esett, a fiatal anya pár pillanatra beszólt Provis-hoz s megesküdött, hogy elpusztítja gyermekét (aki nála volt) s hogy Provis sohasem fogja már viszontlátni a gyermeket és aztán elrohant.	0.348684
- Vậy là cánh tay bị bỏng tệ nhất đã lại được treo lên băng treo, và giờ chỉ còn lại bàn tay phải, một việc dễ dàng hơn nhiều.	Így ni, a fájósabb karod most már megint jól pihen a pántjában, a jobb kezeddel majd könnyebben végezhetünk.	0.185294
Tớ có thể làm tốt hơn trong ánh sáng này thay vì ánh sáng mạnh hơn, vì bàn tay tớ vững hơn khi tớ không thấy vết bỏng khốn khổ quá rõ ràng.	Ez a tűzfény nem is rossz világítás, jobban boldogulok ilyen világításban, mint ahogy erősebb fény­ben boldogulnék, mert biztosabb, nyugodtabb a kezem, ha azokat a te szegény sebeidet nem kell egészen jól látnom.	0.201342
- Cậu không nghĩ là hô hấp của cậu bị ảnh hưởng đấy chứ, chàng trai?	Mi az ördög, csak nem érzesz olyasmit, hogy nehezül a lélegzeted, fiúkám?	0.261429
Có vẻ cậu thở nhanh quá."	Úgy rémlik, kissé gyorsabban lélegzel.	0.196552
"Có thể đúng là thế, Herbert.	- Kissé talán, Herbert.	0.769565
Người phụ nữ kia có giữ lời thề không?"	És megtette ez a nő, amit esküdött?	0.185294
"Đây chính là phần đen tối nhất trong đời Provis.	- Ezen a ponton fordult Provis élete a legsötétebbé.	0.263265
Cô ta có giữ lời."	Megtette.	-0.03
"Nghĩa là ông ấy nói thế."	- Azaz csak Provis mondja ezt.	0.253846
"Ôi, tất nhiên rồi, anh bạn thân mến của tôi," Herbert đáp lại với vẻ ngạc nhiên, rồi lại cúi người ra trước nhìn sát vào tôi hơn.	- Hát persze, természetesen, kedves fiam - válaszolt Herbert csodálkozó hangon és újra fölém hajolt, hogy jobban megnézhessen -, hiszen az egész csak az ő elbeszélése.	0.386284
"Ông ấy nói ra tất cả. ~~~ Tớ không có thông tin nào khác."	Más forrásból egyáltalában nem ismerem az ügyet.	-0.0367347
"Phải, chắc chắn rồi."	- Nem, persze hogy nem.	0.18
"Bây giờ," Herbert nói, "về chuyện ông ấy đã xử tệ hay đối xử tốt với mẹ đứa bé, Provis không nói gì; nhưng cô ta đã chia sẻ cùng ông ấy bốn hay năm năm trong cái cuộc đời khốn khổ mà ông ấy đã mô tả với chúng mình bên lò sưởi, và dường như ông ấy thấy tội nghiệp cho cô ta, và nhẫn nhịn với cô ta.	- Nos, egyébként - folytatta Herbert -, hogy rosszul bánt-e gyermekének anyjával, vagy jól bánt-e gyermekének anyjával, arról nem beszélt Provis; de hát az a nő abban a nyomorúságos életben, amelyet Provis itt a kályhánk tüze mellett elmesélt nekünk, négy vagy öt év során osztozott vele s úgy látszik, a szerencsétlen ember mégis csak részvétet érzett iránta és meg­bocsátott neki.	0.370093
