Miếng Da Lừa	A SZAMÁRBŐR	0.253846
- Thưa hầu tước, - ông ta nói sau một hồi lâu chuyện trò với Raphaël, - chắc chắn tôi sẽ làm tiêu tan nỗi buồn rầu của ông.	– Marquis ur, – jelentette ki jó hosszu jelentéktelen fecsegés után, – egyszeriben el fogom oszlatni levertségét.	0.237273
Bây giờ tôi biết khá rõ tạng người ông để quả quyết rằng các vị thầy thuốc ở Paris, mà tôi biết rõ tài năng xuất sắc đã lầm về bản chất bệnh tật của ông.	Most már eléggé tisztában vagyok az ön állapotával arra, hogy egész meggyőződéssel állithassam, mekkorát tévedtek az ön betegségének természetére nézve a párisi orvosok, akiknek kitünő képességeit egyébiránt elismerem.	0.232961
Trừ phi bị tai nạn gì không kể, hầu tước ạ, ông có thể sống lâu như Bành tổ.	Hacsak valami baleset nem éri, marquis ur, ön akár mathuzsálemi kort érhet meg.	0.242466
Phổi ông khỏe ngang với bễ lò rèn, mà dạ dày của ông thì đến dạ dày con đà điểu cũng phải hờn ghen; nhưng nếu ông sống ở một nơi khí hậu nóng, thì ông có cơ thật sự và mau chóng về chơi đất thánh.	Az ön tüdeje olyan erős, mint a kovács fujtatója, a gyomra pedig megszégyenithetné akár a struccmadárét is, de ha ittmarad, ennek a magasfekvésü hegyvidéknek ritka levegőjében, bizony vajmi könnyen elpatkolhat.	0.269697
Tôi chỉ nói vài lời, hầu tước khắc hiểu.	Marquis ur néhány szóból is meg fog érteni engem.	0.287234
Hóa học chứng minh rằng sự hô hấp ở con người là một hiện tượng thiên nhiên thật sự mà cường độ cao hay thấp là tùy theo có nhiều hay ít nhiệt tố tịch tụ trong cơ thể riêng biệt của mỗi người.	A kémia bebizonyitotta, hogy a lélegzés az emberi szervezetben valóságos égési folyamattal jár, melynek foka az egyes egyének szervezetében fölhalmozódott phlogisztikus elemek bőségétől, vagy csekélységétől függ.	0.288517
Ở ông, nhiệt tố có nhiều; như ông, nếu tôi được phép nói như vậy, thì là siêu-dưỡng-khí do cái tạng nhiệt của những người số phải mang những hoài bão lớn.	Önnél bőségben vannak e phlogisztikus elemek. ~~~ Ön, ha szabad magamat ekként kifejeznem, nagy szenvedélyekre hajló heves vérmérsékleténél fogva már szinte tul is van oxidálva.	-0.00803571
Khi thở khí trời nhiệt và thoáng nó tăng cường sinh lực ở những người thần khí suy nhược, thì ông lại làm tăng sức đốt đã quá mạnh.	Ha már most ön ezt az éles, tiszta levegőt szivja, mely gyönge lázzal járva sietteti az életszervek müködését, csak azt a bizonyos égési folyamatot szitja – vesztére – hevesebbé.	0.255705
Vậy một trong những điều kiện sinh hoạt của ông là nơi không khí dày đặc ở những trại chăn nuôi, những miền thung lũng.	Az ön életének egyik föltétele a völgyek és a tehénistállók sürü levegője.	0.0818182
Vâng, không khí sinh tồn của người nung nấu thiên tài là ở những cánh đồng cỏ màu mỡ của nước Đức, ở Baden-Baden, ở Toeplitz.	Igen, a szellemi munkában felemésztődött ember Németország kövér legelőin, Baden-Badenben, Töplitzben találja föl éltető levegőjét.	0.284328
Nếu ông không sợ nước Anh, thì trời sương mù bên đó làm giảm nhiệt trong mình ông; còn như miền suối nước chúng tôi đây ở cao hàng trăm thước trên mặt Địa Trung Hải thì có hại cho ông.	Ha nem idegenkednék Angliától, az ottani ködös klima is igen csillapitó hatással lehetne gyulladásokra annyira hajló szervezetére.	0.1128
Đó là ý kiến của tôi, - ông ta nói và để lộ ra vẻ khiêm tốn!	A mi fürdőnk azonban, mely ezer lábnyi magasságban van a Földközi-tenger fölött, önre nézve csak végzetes lehet.	0.116418
- Tôi nói vậy là trái với quyền lợi của chúng tôi, là vì ông nghe theo thì chúng tôi chẳng may sẽ thiệt mất ông.	– Ez az én véleményem, – mondta szerénykedő gesztus kiséretében, – s egyenesen érdekeink ellen cselekszem, mert hiszen, ha követi tanácsomat, legnagyobb sajnálatunkra elveszitjük önt.	0.148739
Nếu không có những lời cuối cùng này thì có lẽ Raphaël đã bị xiêu lòng vì cái vẻ hiền hậu giả tạo của viên thầy thuốc đường mật nhưng anh là người quan sát quá sâu sắc cho nên không thể không đoán ra, qua giọng nói, qua cử chỉ và vẻ nhìn đi theo, lời nói phảng phất nhạo báng, cái nhiệm vụ mà gã tiểu nhân đó chắc chắn đã được cái cử tọa bệnh nhân vui nhộn của hắn giao cho.	Ez utóbbi szavak nélkül félrevezethette volna Raphaelt a mézes-mázos szavu orvos az ő jól játszott bonhomiájával. ~~~ Raphael azonban sokkal jobb megfigyelő volt, semmint a hangsulyból, az egész ember magatartásából és tekintetéből ki nem találta volna, hogy küldetésben jár, amelylyel minden valószinüség szerint a jókedvü fürdőzők gyülekezete bizta meg.	-0.0326471
Thì ra những kẻ nhàn rỗi mặt mày thắm tươi ấy, những mụ già ngán đời ấy, những tay Ăng-lê lang bạt ấy, những ả nhân ngãi trốn chồng và được tình nhân mang tới Suối đó chủ trương xua đuổi khỏi nơi này một kẻ hấp hối tội nghiệp, suy nhược, yếu ớt, rõ ràng không thể chịu đựng được sự hành hạ hàng ngày.	Ezek a fonnyadtarcu mihasznák, ezek az ásitozó vénasszonyok, ezek a nomád angolok, ezek a férjük mellől szeretőik karján idekerült kikapós menyecskék fejükbe vették, hogy elüznek innen egy gyönge, istápolásra szorult haldoklót, akiből nem látszik ki, hogy ellent tudna állani a mindennapos hajszának.	0.234507
Raphaël chấp nhận cuộc chiến đấu và nhìn thấy trong cái mưu mô đó một trò vui.	Raphael fölvette a harcot, mert mulatságot talált intrikáikban.	0.172131
- Vì ông sẽ phiền lòng về việc tôi rời bỏ nơi này, - anh đáp lời bác sĩ - thì tôi thử lợi dụng điều khuyên răn tử tế của ông mà vẫn ở lại đây.	– Mivel zokon esnék önöknek, ha eltávoznám, – mondta az orvosnak, – jó tanácsaival itt fogok élni.	0.105155
Ngay ngày mai, tôi sẽ cho xây một ngôi nhà, ở đấy chúng tôi sẽ điều khiển thời tiết theo lời khuyên của ông.	Holnap belekezdünk egy kis külön épület összetákolásába, amelyben az ön rendeletei értelmében fogjuk a levegő élességét mérsékelni.	0.262185
Viên bác sĩ, suy diễn nụ cười nhạo báng cay chua thoáng qua trên môi Raphaël, đành lòng chào anh, không biết nói năng thế nào.	Az orvos, ugylátszik, megértett valamit Raphael keserüen csufondáros mosolyából, mert anélkül, hogy válaszolt volna neki, valamit, csak köszönt és eltávozott.	0.249618
Hồ Bourget là một hõm núi rộng sứt mẻ, ở đó cao hơn hai trăm thước trên mặt Địa Trung Hải, lóng lánh một giọt nước xanh lam không đâu có ở trên thế giới.	XLIX. ~~~ Hatalmas szakadékban, meredek sziklák között, hét-nyolcszáz lábnyi magasságban a Földközi-tenger szine fölött egy csepp viz csillog-villog olyan kéken, aminő nincsen több az egész földkerekségen.	-0.0185294
Từ trên ngọn núi Răng Mèo mà nhìn xuống, hồ nằm đó như một một viên ngọc lam chơ vơ.	Ez a bourgeti tó. ~~~ A Dent-du-Chat tetejéről nézve olyan ez a kis tó, mint valami odatévedt türkiszkő.	-0.00159574
Giọt nước mỹ lệ đó đường vòng chín dặm, có một số nơi sâu tới trăm rưỡi thước.	E kis tengerszem kerülete mindössze kilenc lieu, mélysége azonban némely helyen az ötszáz láb körül jár.	0.287629
Ngồi trên một chiếc thuyền lênh đênh giữa làn nước đó vào một buổi trời đẹp, chỉ nghe thấy tiếng mái chèo, chỉ nhìn thấy ở chân trời những núi tỏa mây, thưởng ngắm những làn tuyết rực rỡ trên dãy núi Maurienne của Pháp, lần lượt đi từ những tảng đá hoa cương phủ những cây đuôi chồn hay những giống cây nhỏ lùn trông như một làn nhung, cho tới những dãy đồi tươi tốt; một bên là hoang vắng, bên kia là cảnh vật phong phú; một người nghèo dự tiệc của một nhà giàu; sự hài hòa cũng như sự trái ngược đó họp thành một cảnh tượng mà cái gì cũng lớn, cái gì cũng nhỏ.	Ha szép, derült időben e viz csöndes tükörén csolnakázik az ember és csak az evezők csobbanását hallja, látóhatára csak a ködbeburkolt hegyekig terjed, ha megbámulja a francia Maurienne csillámló havát és elsiklik a páfrányok, mohák, törpe cserjék zöld bársonyába öltözött gránittömbök és mosolygó halmok mellett, s az egyik parton buja virulást, a másikon pedig olyan kopárságot lát, mintha szegény ember volna hivatalos a gazdag ebédjére: ezek a mosolygó szépségek és ezek a visszataszitó kopárságok olyan látványt nyujtanak, amelyben minden nagy és minden kicsi.	0.284508
Quang cảnh núi non thay đổi những điều kiện của thấu thị và viễn tượng: một cây bách cao hàng ba mươi thước mà trông như một cây lau, những dải thung lũng rộng thênh thang mà tưởng hẹp như những đường hẻm.	A hegység látása megváltoztatja az optika föltételeit meg a perspektivát. ~~~ A száz lábnyi magas fenyősudár mintha csak nádszál volna, s a széles völgyek megannyi gyalogösvénynek látszanak.	-0.0379121
Hồ này là nơi duy nhất ở đó người ta có thể bày tỏ tâm sự lòng với lòng.	Ez a tó az egyedüli hely, ahol az ember egész szivét kitárhatja.	0.183051
Ở đó người ta tư tưởng và người ta yêu.	Agynak és szivnek egyaránt el kell ott fogódnia.	0.286667
Không ở một nơi nào khác anh gặp được một sự hòa hợp tuyệt diệu hơn giữa nước, trời, núi non và đất cát.	Nincsen olyan hely, ahol szebb összhangzásban férne meg egymással a viz, az égbolt, a hegyek és a talaj.	0.21383
Ở đó, có những thuốc dịu cho tất cả mọi khủng hoảng của cuộc sống.	Az élet minden bajára megvan ott a balzsam.	-0.0153846
Nơi đây gìn giữ bí mật của những đau thương, nó yên ủi, xoa dịu, và ném vào tình yêu cái gì là nghiêm trang, là trầm mặc khiến cho mối tình thêm sâu, thêm trong trắng.	Ez a hely megőrzi a bánatod titkát és megvigasztal, fájdalmadat megenyhiti, szerelmedbe pedig valami komolyat, valami fenségeset elegyit, mely szenvedélyedet mélyebbé, tisztábbá teszi.	0.293103
Một cái hôn lớn lên ở đó.	Egy csók itt többé lesz puszta csóknál.	0.222581
Nhưng đặc biệt đây là hồ của những kỷ niệm; nó giúp hồi ức bằng cách nhuốm cho màu của nước, tấm gương phản chiếu hết thảy.	Mindenekfölött azonban az emlékeké ez a tó; tükréről mind, mind visszasugárzik s kék hullámainak lágy szinével valamennyit megszépiti.	0.268182
Raphaël chỉ có thể mang gánh nặng của mình ở giữa phong cảnh tuyệt vời này, ở đây anh có thể sống vô tư lự, mơ màng, và không mong ước.	Raphael csak ezen a szépséges tájon viselte könnyen a terhét, csak itt tudott gondtalan álmodozó lenni, csak itt nem voltak kivánságai.	0.2424
Sau cuộc thăm của bác sĩ, anh đi dạo và cho đỗ thuyền ở mỏm vắng vẻ của một ngọn đồi xinh đẹp tại đó có làng Xanh Inôxăng.	Az orvos látogatása után sétára indult és egy kies domb elhagyatott tövében állapodott meg, fölötte, a dombtetőn, Saint-Innocent falvával.	0.288806
Từ cái thứ mũi đất cao đó mắt nhìn có thể bao quát dãy núi Bugey, dưới chân sông Rhône chảy và là đáy hồ; nhưng từ đó Raphaël ưa ngắm bên bờ đối diện, tu viện Haute-Combe buồn thiu, nơi phần mộ của các vua xứ Sardaigne phục xuống trước núi như những kẻ hành hương tới đích cuộc viễn du của mình... Tiếng mái chèo rung đều đặn, nhịp nhàng khuấy động phong cảnh tĩnh mịch, gán cho nó một tiếng nói đơn điệu, giống như lời tụng kinh của thầy tu.	Olyan előfok-féle volt ez a domb, melyről a bugeyi hegyekre nyilt kilátás, melyeknek lábánál a Rhône folydogál, s a tó keres lefolyást. ~~~ Tulnan, az átellenes parton, Raphael hosszan elnézegette a komolyképü Haute-Combe apátságot, a szardiniai királyok temetkezőhelyét, mely előtt a hegyek, mint megannyi visszatért zarándok, mintha leborultak volna.	-0.0176152
Ngạc nhiên vì gặp những khách dạo chơi ở khu vực hồ thường vắng vẻ này, hầu tước, vẫn trong giấc mơ màng, ngắm những người ngồi trong thuyền và nhận ra ở phía cuối mụ già đã nói gay gắt với anh hôm trước.	Egyenletes ütemben csobogó evezők törték meg a tájék mély csöndjét s ez a monoton hang olyan volt, mint a szerzetesek egyhangu zsolozsmája. ~~~ Raphael elbámult, hogy a tónak e máskor oly elhagyatott tájékán kirándulókra talál.	-0.0126761
Khi con thuyền lướt qua trước mặt Raphaël, chỉ có người thị tỳ của mụ là chào anh, cô gái quý tộc nghèo mà dường như anh mới trông thấy lần đầu tiên.	Anélkül, hogy álmodozásából egészen kizökkent volna, vizsgálgatni kezdte, kik ülnek a csolnakban és a hátsó padon sikerült is azt az élemedett hölgyet fölfedeznie, ki tegnap este ugy ráförmedt.	0.265868
Sau một hồi lâu, khi anh đã quên mất mấy người dạo chơi đó thoắt biến sau mỏm đồi, thì anh chợt nghe thấy gần anh tiếng áo sột soạt và bước chân đi nhẹ nhàng.	Mikor a csolnak elsiklott Raphael mellett a bennülők közül csupán a hölgy társalkodónője köszöntötte, valami szegény, jó családból való leány, kiről Raphael azt hitte, hogy most látja először életében.	0.2625
Anh ngoảnh lại thì nhận ra người thị tỳ; trông vẻ lúng lúng, anh đoán chị ta muốn nói với anh, và anh bước lại gần chị.	Már meg is feledkezett a kirándulókról, kik hamarosan eltüntek a hegyfok mögött, mikor hirtelen ruhasuhogást és könnyed lépteket hallott a közelében.	0.275
	Megfordult és a társalkodónőt pillantotta meg maga előtt.	-0.3
	Zavarodottságából látta, hogy valami mondanivalója lenne, bátoritásul hát közelebb lépett hozzá.	-0.3
Tuổi chừng ba mươi sáu, cao lớn và mảnh dẻ, khô khan và lạnh lùng, chị ta, như mọi cô gái già, bị bối rối vì con mắt nhìn của anh nó không còn ăn khớp với bước đi chất chưởng, lúng túng, thiếu dẻo dang.	Ugy harminchat esztendős, nyurga, ösztövér, hórihorgas leány volt, a vénleányok szokott félénk zavarodottságával a tekintetében, mely bizonytalan, habozó, minden ruganyosság nélkül való járással párosult benne.	0.282692
Vừa già mà lại vừa trẻ, với một tư thế có phần chững chạc, chị ta tỏ ra gìn vàng giữ ngọc, đặt giá cao những ưu điểm của mình.	Vén is volt, meg fiatal is és bizonyos méltóságos magatartással igyekezett kifejezni, mily nagyrabecsüli a benne rejlő kincseket és képességeket.	0.284783
Vả chăng chị có những cử chỉ kín đáo và khoan thai của những người đàn bà nâng niu mình, chắc hẳn để khỏi sa ngã trên đường tình duyên.	Mozdulatai egyébiránt diszkrétek s kissé apácaszerüek voltak, mint általában azoké a nőké, akik megszokták, már, hogy csupán önmagukat becézzék, kétségkivül azért, hogy ne vétsenek jövendőbeli szerelmesük ellen.	0.183553
- Thưa ông, tính mệnh của ông lâm nguy, ông đừng tới Câu lạc bộ nữa, - chị vừa nói với Raphaël vừa lui lại mấy bước, làm như chị đã hư nết mất rồi.	– Uram, élete veszélyben forog, ne jöjjön többé a Társalgóba, – mondta Raphaelnek, néhány lépést hátrálva, mintha már is megcsorbult volna épségében az erénye.	0.28875
- Nhưng, thưa cô, - Valentin mỉm cười đáp, - cô làm ơn hãy nói rõ hơn vì cô đã quá bộ đến tận đây... ~~~ - Chà?	– De édes kisasszony, – mondta mosolyogva Valentin, – legyen szives kissé világosabban kifejezni magát, ha már idáig fáradt…	-0.00775862
- Chị ta lại nói, - nếu không có lý do nghiêm trọng để tới đây, thì tôi đã chẳng dám liều để có thể bị bá tước phu nhân ruồng bỏ, là vì nếu phu nhân mà biết rằng tôi đã báo trước cho ông...	– Ha nem vezetett volna ide nagyon is komoly ok, bizonyára nem kockáztattam volna meg, hogy kegyvesztetté legyek a grófnőnél; mert ha megtudná, hogy figyelmeztettem…	0.190196
- Thì còn có ai mách bà ta được, hở cô?	– Ugyan ki mondaná meg neki, kisasszony?	0.268421
- Raphaël thốt lên. ~~~ - Đúng rồi, - cô gái già đáp và ngước nhìn anh bằng con mắt run rẩy của một con cú đặt ra ánh mặt trời.	– Igaz, – válaszolt a vénleány, olyan riadt tekintetet vetve rá, mint a hirtelen napvilágra vetett bagoly.	-0.018
- Nhưng ông hãy giữ mình, - chị nói tiếp; - nhiều gã thanh niên muốn đuổi ông khỏi Suối đã hẹn với nhau khiêu khích ông để bắt ông phải quyết đấu.	– De legyen résen, kérem, – folytatta, – mert néhány fiatalember, aki mindenáron ki akarja üzni ebből a fürdőből, megfogadta, hogy provokálni fogja s kényszeriti arra, hogy párbajt vivjon.	0.266667
Tiếng của mụ già vang lên ở đằng xa.	A távolból odahallatszott a grófnő hivó szava.	0.271429
- Thưa cô - hầu tước nói, - tôi sẽ biết ơn cô...	– Kisasszony, – mondta a marquis, – fogadja legőszintébb…	0.253846
Người hộ mệnh của anh thoắt đã chạy mất khi nghe tiếng bà chủ một lần nữa lại réo lên trong những núi đá.	A jólelkü hirhozó, mihelyt asszonya szavát meghallotta, sarkon fordult és a rikácsoló hang felé iramlott.	0.24
- Cô gái tội nghiệp?	– Szegény leány!	0.236842
Thì ra bao giờ những người khốn khổ cũng thông cảm với nhau và cứu giúp nhau, - Raphaël nghĩ thầm và ngồi xuống gốc cây.	Lám, a nyomorultak mindenkor megértik és segitik egymást, – gondolta magában Raphael és leheveredett egy fa tövében.	0.248649
Chìa khóa của mọi khoa học, không nghi ngờ gì, là cái dấu hỏi, phần đông những phát minh lớn mà ta có được là nhờ ở câu hỏi: Thế nào?	Minden tudományok kulcsa a kérdőjel. ~~~ Fölfedezéseink tulnyomó többségét annak a kérdésnek köszönhetjük: hogyan?	-0.0430435
Và lẽ khôn ngoan để sống ở đời có lẽ là ở chỗ bất cứ dịp nào cũng tự hỏi: Tại sao?	És az egész életbölcsesség egyébből sem áll talán, mint hogy minden alkalommal azt a kérdést vessük föl: miért?	0.266327
Nhưng cũng cái thứ tiên tri giả đó làm tiêu ma mọi ảo tưởng của chúng ta.	Hanem azután ez a kimesterkélt előzetes tudás le is rombolja illuziónkat.	0.252174
Vì vậy, Valentin, không cố ý triết lý, đã lấy hành động từ tâm của cô gái già làm đề mục cho những suy nghĩ lan man của mình, và thấy nó thật đắng cay.	Azért volt, hogy Valentin, aki előzetes filozófiai latolgatás nélkül kapta csapongó gondolataihoz a leány jó cselekedetét szövegül, csupa-epének találta az egészet.	0.426989
- Ví thử ta được một người thị tỳ yêu thương, - anh tự nhủ mình, thì điều đó cũng chẳng có gì lạ, ta hai mươi bảy tuổi đầu, có một tước hiệu và hai mươi vạn quan thực lợi.	– Hogy belém szeretett egy társalkodó kisasszony, – mondta magában, – abban semmi különös sincsen, huszonhét esztendős vagyok, szép cimet viselek és kétszázezer livres az évi járadékom!	0.278571
Nhưng cái việc mụ chủ chị ta, sợ nước chẳng thua gì mèo cái lại dẫn chị ta đi chơi thuyền và đến gần ta, phải chăng đó là điều lạ lùng, kỳ dị?	De hogy az az asszony, aki viziszony tekintetében még a macskáktól is elvitatja a pálmát, maga hozta őt ide közelembe csolnakon, az már mégis rendkivül furcsa dolog!	0.278146
Hai người đàn bà đó, đến Savoie để ngủ như con culy, giữa buổi trưa còn hỏi xem trời đã sáng chưa, lẽ nào hôm nay dậy trước tám giờ để làm cái việc ngẫu nhiên mà ruổi theo ta?	Ez a két asszonyszemély, aki azért jött Savoyába, hogy ugy aludjék itt, mint a mormota és délfelé kérdezgesse: megvirradt-e már, ma feltápászkodik nyolc óra előtt és a véletlen ugy intézi, hogy éppen erre vegye utját, nyomomba!…	0.264249
Trong chốc lát cô gái già đó với cái chất phác tứ tuần của chị ta hiện ra trước mắt anh như một biến dạng mới của cái xã hội giảo quyệt và hay gây sự kia, một mưu mẹo nhỏ nhen, một âm mưu vụng về, một trò tinh quái của thầy tu hay của đàn bà.	Az a vénleány és negyvenesztendős ártatlansága azután egyszerre ugy tünt föl előtte, mint ennek a mesterkélt és kötekedő világnak uj csodabogara, mint egy kicsinyes fondorlat, ügyefogyott összeesküvés, asszonyi vagy papi ész silány agyafurtsága.	0.261864
Cuộc quyết đấu chẳng phải là một chuyện bịa đặt hay chỉ là họ định doạ nạt cho anh sợ?	Koholmány az az egész párbaj, csak rá akarnak ijeszteni?	0.0169811
Hỗn xược và quấy rầy như bầy ruồi, những tâm hồn hẹp hòi đó đã làm được cái việc kích thích tính tự phụ của anh, thức dậy lòng kiêu ngạo của anh, khêu gợi sự tò mò của anh.	Ezeknek a kicsinyagyu, törpelelkü, arcátlan és tolakodó legyeknek sikerült hiuságánál fogva megsebezniök, büszkeségét fölébreszteniök, érdeklődését fölkelteniök.	0.250296
Không muốn trở thành chàng khờ của họ, mà cũng chẳng để mang tiếng là một thằng hèn, và có lẽ cũng thấy vui vì tấn kịch nhỏ đó, ngay chiều hôm ấy anh bước tới Câu lạc bộ.	Nem akarta a bolondját járni, meg gyávának sem akart látszani, elment hát még az este a Társalgóba.	-0.0193548
Anh đứng tựa khuỷu vào mặt đá lò sưởi; thản nhiên ở giữa phòng khách chính, giữ thế để khỏi bị ai đánh bất ngờ; nhưng anh ngắm nhìn các bộ mặt, và có thể gọi là thách thức cả cử tọa bằng sự thận trọng của anh.	A kandalló márványpárkányához támaszkodva, nyugodtan állt meg a nagy terem közepén és igyekezett mennél kevésbbé tüntetően viselkedni, bár magában az, ahogyan vizsgálgatta az arcokat, már eléggé kihivó magatartás lehetett a társaság szemében.	0.29749
Như một con chó gộc tin chắc ở sức mình, anh chờ cuộc chiến đấu ở nhà mình, mà không cắn sủa vô ích.	Mint valami dogg, amely ismeri a maga erejét, fölösleges csaholás nélkül várta, hogy rátámadjanak.	0.246316
Vào quãng buổi tối sắp tàn, anh đi dạo trong phòng đánh bạc, đi từ cửa vào buồng này sang cửa phòng bi-a, thỉnh thoảng lại đưa mắt nhìn những gã thanh niên đang đánh bi-a.	Később a játékteremben sétálgatott, majd átment a billiárd-szobába, koronkint egy-egy pillantást vetve a játszó fiatal emberekre.	0.165354
Đi được vài vòng, anh nghe thấy họ nói đến tên anh.	Alig került-fordult, már hallotta, hogy a nevét emlegetik.	0.289091
Tuy họ nói nhỏ, Raphaël cũng dễ đoán được rằng họ đang tranh luận về anh, và cuối cùng anh nghe được mấy lời nói to.	Bár halkan beszéltek, könnyü volt kitalálnia, hogy ő a vitájuk tárgya, mely egyre hangosabbá lett, végre egészen szabadon, fennszóval folyt.	0.288372
- Cậu ấy à?	– Te?	0
- Ừ tớ!	– Igen, én!	0.21
- Tớ thách cậu đấy!	– Nem bizom benned!	0.221053
- Đánh cuộc này?	– Fogadunk?	0.161538
- Chà?		-0.3
Hắn sẽ nhận đấy.	– Ó, el fog menni.	0.216667
Đang lúc Valentin, tò mò muốn biết họ đánh cuộc về cái gì, dừng lại chăm chú nghe cuộc trò chuyện, thì một chàng thanh niên lớn và khỏe, mặt mũi dễ coi, nhưng con mắt nhìn thẳng và ngạo nghễ của những kẻ ỷ vào một sức mạnh vật chất nào đó, ở bàn bi-a bước ra và hướng về anh: - Thưa ông, - hắn nói giọng bình tĩnh, - tôi tự nhận nhiệm vụ báo cho ông biết một điều mà hình như ông không biết: ở đây mọi người đặc biệt là tôi không ưa cái mặt ông và con người ông; ông lịch sự quá nên không thể khép mình vào lợi ích chung, và tôi mong rằng ông đừng tới Câu lạc bộ nữa.	Abban a pillanatban, mikor Valentin, kiváncsi lévén a fogadás alapjára, közelebb lépett, hogy jobban meghallhassa a beszédet, egy magas, erős, jóképü fiatal ember lépett hozzá a billiárd mellől, akinek a szemében megvolt az a bizonyos fitymáló és elbizakodott tekintet, amely ugy jellemzi azokat, akik valami fizikai tekintetben érzik magukat másoknál kiválóbbaknak. ~~~ – Uram, – mondta nyugodt hangon Raphaelnek, – olyasvalamit kötelességem önnek értésére adni, amiről, ugylátszik, halvány sejtelme sincsen: azt ugyanis, hogy az ön arca és egész személyisége igen kellemetlenül hat itt mindenkire és rám legkivált… Önt sokkal udvariasabbnak vélem, semmint föl ne áldozná magát a többség érdekéért, azért kérem, ne mutatkozzék többé a Társalgóban.	-0.0217042
- Thưa ông, cái lối đùa đó, thịnh hành trong nhiều trại lính thời Đế chính, ngày nay đã trở thành lố bịch rồi, - Raphaël lạnh lùng đáp.	– Uram, ez a tréfa, mely a Császárság alatt széltire járta a garnizonokban, manapság már csak faragatlanságra vall, – válaszolt hidegen Raphael.	0.276087
- Tôi không đùa đâu, - chàng trai lại nói, - tôi xin nhắc ông: sức khỏe ông rất bị thương tổn vì ông ở lại đây: nóng bức, ánh đèn, không khí phòng khách, đông người, tác động đến bệnh tật của ông.	– Eszemágában sincs tréfálni, – válaszolt a fiatal ember. ~~~ – Ismétlem önnek: egészsége nagyon megsinyli itt-tartózkodását; a hőség, a fény, a terem levegője, a társaság, mind, mind csak rosszabbra forditja betegségét.	-0.00209302
- Ông đã theo y học ở đâu đấy?	– Hol tanulta ön az orvostudományt?	0.3
- Raphaël hỏi.	– kérdezte Raphael.	0.20625
- Thưa ông, tôi đã đỗ tú tài trường bắn Lepage ở Paris, và đỗ tiến sĩ ở nhà Lozès, ông vua kiếm thuật.	– Uram, én a lövésben baccalaureatus lettem Lepagenál, Párisban; Cérisiernél, a tőrvivás fejedelménél pedig licentiatus.	0.281416
- Ông còn thiếu một bằng nữa cần phải giật lấy - Valentin đáp - ông hãy đọc Phép tắc xã giao, ông sẽ trở thành quý tộc hoàn toàn.	– Akkor mindössze egy dologgal tartozik már csupán, – vetette oda neki Valentin, – tanulmányozza az udvariasság kódexét és kifogástalan gavallérrá válik.	0.278723
Lúc đó đám thanh niên, mỉm cười hay yên lặng bỏ bàn bi-a tới.	Ekkorra már a mosolygó és figyelmesen hallgató fiatal emberek otthagyták a billiárdasztalt.	0.216176
Những người đánh bạc khác cũng để ý, bỏ quân bài xuống để nghe cuộc cãi cọ làm hứng thú cuộc vui của họ.	A többi játszó is figyelni kezdett, s lecsapta a kártyát, hogy hallhassa a civódást, mely izgalmát még növelte.	0.254286
Một mình giữa đám người thù địch đó. ~~~ Raphaël cố giữ bình tĩnh để khỏi làm điều gì sơ suất; nhưng, vì địch thủ của anh đi tới một lối châm chọc mà sự lăng nhục được che đậy dưới một hình thức rất sắc cạnh và ý vị, anh liền trịnh trọng trả lời hắn: - Thưa ông, ngày nay không được phép tát một người, nhưng tôi không biết dùng lời nói nào để phỉ báng một thái độ hèn hạ đến như thái độ của ông.	Raphael igyekezett megőrizni hidegvérét ebben az utolsó emberig ellenséges indulatu társaságban és meggondolta jól minden szavát, de mikor ellenfele valami rendkivül maró, de mindamellett tagadhatatlanul szellemes sértést vágott a szeme közé, komolyan mondta neki: ~~~ – Uram, manapság nem szokás már senkit sem pofon vágni, igy pedig nem is tudom, miféle kifejezéssel éljek, hogy eléggé meggyalázzam határtalan gyávaságát.	-0.153759
- Thôi?	– Elég!	0.225
Thôi?	Elég!	0.3
Ngày mai hai ông sẽ phân bua với nhau, - nhiều gã thanh niên len vào giữa hai tay đối thủ mà nói.	Majd holnap számot ad róla, – mondták néhányan, s a két civódó közé léptek.	0.217105
Raphaël bước ra khỏi phòng khách, với danh nghĩa là người khiêu chiến, sau khi đã nhận gặp nhau gần lâu đài Bordeau, trong một cánh đồng cỏ nhỏ dốc thoai thoải, gần bên con đường cái mới mở mà kẻ thắng trận có thể theo đó đi tới Lyon.	Raphael mint sértő fél távozott el a teremből, miután elfogadott találkozóhelyül egy kis lankás rétet a bordeauxi kastély mellett, meglehetősen közel az ujonnan vágott uthoz, melyen a győző fél majd Lyonba menekülhet.	0.227184
Raphaël nhất thiết phải hoặc nằm tại giường hoặc rời bỏ Aix.	Raphaelnek tehát csupán két dolog között lehetett választása: vagy ágyba kerül, vagy elhagyja a fürdőt.	0.179167
Xã hội đã thắng.	Mégis a társaság győzött.	0.2
Hôm sau đúng tám giờ sáng, đối thủ của Raphaël, cùng đi với hai nhân chứng và một thầy thuốc phẫu thuật tới đấu trường trước tiên.	Másnap reggeli nyolc órakor Raphael ellenfele érkezett elsőnek a találkozó helyére, két segédjével és a seborvossal.	0.20177
