Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Parry đứng gần đấy, tất cả con người hắn biểu hiện một niềm khâm phục hồn nhiên và sâu sắc.	Parry már állt, mint a naiv és határtalan csodálkozás szobra.	0.323575
Vừa tiếp tục ra hiệu cho vua im lặng, Aramis vừa nói: ~~~ - Xin ngài đừng lo gì cho tôi, và chỉ nên lo cho ngài thôi.	- Ne velem törődjék, sire - mondta Aramis, s továbbra is csendre figyelmeztette a királyt -, csak magával törődjék!	-0.011215
Các bạn bè của ngài chăm lo cho ngài, ngài thấy đấy; chúng tôi sẽ làm gì, tôi cũng chưa biết; nhưng bốn con người đầy lònh cương quyết đó có thể làm được rất nhiều việc.	Barátai őrködnek, amint látja; hogy mit tehetünk, még nem tudom; de négy elszánt ember sok mindenre képes.	0.03
Trong khi chờ đợi, ngài chớ nhắm mắt ban đêm, chớ ngạc nhiên về chuyện gì cả và sẵn sàng với mọi việc có thể đến.	Addig is, ma éjjel jól tartsa nyitva a szemét, semmin se csodálkozzék s mindenre álljon készen!	0.153409
Charles lắc đầu nói:	Károly megrázta a fejét.	0.2875
- Bạn ơi, các ông có biết rằng chẳng còn mấy thời giờ nữa đâu, và nếu các ông muốn hành động thì phải gấp lắm ư?	- Barátom, ugye tudja, hogy semmi veszteni való idejük, s ha cselekedni akarnak, sietniük kell?	0.3375
Các ông có biết rằng đến mười giờ sáng mai là tôi phải chết không?	Tudják, hogy holnap reggel tíz órakor meg kell halnom?	0.144
- Thưa ngài, từ giờ đến lúc ấy, một điều gì đó sẽ xảy ra khiến việc hành quyết không thể thực hiện được.	- Sire, közben olyasmi fog történni, ami a kivégzést lehetetlenné teszi.	0.31087
Vua nhìn Aramis với vẻ ngạc nhiên.	A király hüledezve nézett Aramisra.	0.282857
- Đúng lúc ấy ở phía dưới cửa sổ phòng vua vang lên một tiếng động lạ như tiếng bốc dỡ một xe chở gỗ.	Ugyanebben a pillanatban a király ablaka alatt különös zaj hallatszott, mintha egy fával rakott szekeret borítottak volna ki.	0.294783
- Ông có nghe thấy không?	- Hallja ezt?	0.7
- Vua hỏi.	- kérdezte a király.	0.804545
- Tiếng động kia kèm theo một tiếng kêu đau đớn.	A zajt jajkiáltás követte.	0
- Tôi có nghe, - Aramis đáp, - Nhưng tôi không hiểu rõ tiếng động ấy là gì và nhất là tiếng kêu kia.	- Hallom - mondta Aramis -, de fel nem foghatom, mi ez a zaj, s főleg e kiáltás.	0.608013
- Tôi không biết ai đã thốt ra tiếng kêu ấy, Vua nói: nhưng về tiếng động tôi sẽ nói để ông rõ.	- A kiáltás nem tudom kitől származik - mondta a király -, de a zajról felvilágosíthatom.	0.396953
Ông có biết rằng tôi sẽ bị hành quyết ở ngay ngoài cửa sổ kia không?	Tudja, hogy ez ablak alatt fognak kivégezni?	0.03
- Vua nói và giơ tay về phía bãi tối chỉ có toàn lính gác.	- És karja a sötét és kihalt tér felé mutatott, melyen csupán egy-két katona és őr lézengett.	0.3425
- Vâng, thưa ngài, tôi có biết, - Aramis đáp.	- Tudom, sire, tudom - mondta Aramis.	0.91875
- Đấy! ~~~ Những gỗ mang đến là những cột kèo người ta dùng để dựng đoạn đầu đài cho cho tôi đấy.	- Nos, most hozták a gerendákat meg az ácsozatot, melyekből felállítják a vesztőhelyemet.	-0.027907
Có người thợ nào đó bị thương khi bốc dỡ.	Lerakásuk közben valami munkás megsérülhetett.	0.2875
Aramis bất giác rùng mình.	Aramis megborzongott.	1.2
- Các ông thấy đấy, - Charles nói, - Các ông có khăng khăng làm nữa cũng vô ích mà thôi. ~~~ Tôi đã bị kết án, hãy đề tôi cam chịu số phận của mình.	- Jól láthatja - mondta Károly -: minden további erőfeszítésük hasztalan; halálra ítéltek; hagyják, hadd viseljem sorsomat.	0.116667
Lấy lại sự bình tĩnh bị quấy động trong giây lát, Aramis nói: ~~~ - Thưa ngài họ có thể dựng một đoạn dầu đài nhưng họ sẽ không tìm được một đao phủ.	- Sire - mondta Aramis, miután visszanyerte egy pillanatra megrendült nyugalmát -, hiába építenek vesztőhelyet, ha ítéletvégrehajtót majd nem találnak!	0.0017316
- Thế nghĩa là thế nào?	- Hogy érti ezt?	0.68
- Vua hỏi.	- kérdezte a király.	0.804545
- Nghĩa là vào lúc này, thưa ngài, tên đao phủ đã bị bắt cóc hoặc dụ dỗ đi. ~~~ Ngày mai đoạn đầu đài sẽ sẵn sàng, nhưng không còn đao phủ, người ta sẽ phải hoãn việc hành quyết đến ngày kia.	- Úgy értem, hogy a hóhért ezekben a pillanatokban éppen elrabolták vagy megvesztegették; a vesztőhely holnapra kész, de a hóhér sehol; így a kivégzést holnaputánra halasztják.	-0.0375
- Thế thì sao?	- És aztán?	0.975
- Vua hỏi.	- kérdezte a király.	0.804545
- Thì đêm mai chúng tôi sẽ bốc ngài đi, - Aramis đáp.	- És aztán - mondta Aramis - holnap éjszaka elraboljuk felségedet!	1.01727
Một tia chớp vui mừng bất giác lóe lên gương mặt vua. ~~~ Ông reo lên:		-0.3
- Thế là thế nào?	- Hogyan?	0.933333
Parry chắp hai bàn tay lẩm bẩm:	- kiáltott fel a király, s arcán önkéntelenül örömsugár cikázott.	-0.00909091
	- Jaj, uram - sóhajtotta, Parry, s kezét összekulcsolta -, áldassék és áldassék a családja is!	-0.3
- Ôi, ông ơi!	- Hogyan?	1.13333
Cầu Chúa ban phước lành cho ông và các bạn ông.		-0.3
- Thế là thế nào?	- hajtogatta a király.	0.885
- Vua nhắc lại, - Tôi cần phải biết để nếu cần tôi còn hỗ trợ các ông chứ.	- Tudnom kell avégett, hogy segédkezhessem maguknak szükség szerint.	0.507692
- Thưa ngài, tôi thật không biết gì cả, - Aramis nói, - Nhưng cái người khôn khéo nhất, dũng cảm nhất, tận tâm nhất trong bốn chúng tôi đã bảo khi chia tay rằng: "Hiệp sĩ, hãy nói với vua rằng ngày mai vào lúc mười giờ tối, chúng tôi cướp vua đi". ~~~ Bởi vì ông ấy đã nói, ông ấy sẽ làm.	- Fogalmam sincs róla, sire - mondta Aramis -; de négyünk legbátrabbja, legügyesebbje s legáldozatosabbja azt mondta, mikor elbúcsúztunk: "Lovag, mondja meg a királynak, hogy holnap este tíz órakor elraboljuk." Ha mondta, meg is teszi.	0.0911972
- Hãy cho tôi biết tên của ông bạn hào hiệp ấy, - Vua nói, - Để tôi giữ một niềm biết ơn ông ấy mãi mãi, dù ông ấy có thành công hay không. ~~~ - D Artagnan, thưa ngài.	- Mondja meg a nagyszívű barátja nevét - szólt a király -, hadd emlékezzem rá örökös hálával, akár sikerül neki, akár nem.	0.0922992
Chính ông ấy đã suýt cứu được ngài thì đại tá Harrison vào thật là không đúng lúc.	- D’Artagnan az, sire, aki majdnem megmentette, mikor oly rossz pillanatban toppant be Harrison ezredes.	0.4875
- Quả thật các ông là những con người kỳ diệu!	- Maguk valóban csodálatos emberek!	0.632353
- Vua nói. ~~~ - Người ta đã kể cho tôi nghe những chuyện tương tự về các ông mà tôi không tin.	- mondta a király -, s ha hasonló dolgokról mesélnek nekem, képtelen lettem volna elhinni.	0.0864329
- Giờ đây xin ngài hãy nghe tôi - Aramis nói.	- Most, sire - folytatta Aramis -, figyeljen rám.	1.19302
- Không một lúc nào ngài quên rằng chúng tôi chăm lo việc cứu ngài; một cử chỉ nhỏ nhặt, một tiếng hát khe khẽ, một dấu hiệu thoảng qua của những người sẽ đến gần ngài, phải rình hết, nghe hết, thật bình tỉnh. ~~~ - Ôi, hiệp sĩ!	Egy pillanatra se feledje, hogy megmentésén fáradozunk; figyelje, lesse minden kis mozdulatát, dalocskáját, intését mindazoknak, kik felségedhez közelednek, és igyekezzék értelmezni!	-0.0502841
- Nhà vua kêu lên, - Tôi biết nói gì với ông đây?	- Ó, lovag - áradozott a király -, mit válaszolhatok?	0.83321
Không một lời nào, dù từ đáy lòng tôi thốt ra, có thể biểu hiện hết niềm biết ơn của tôi.	Nincs az az ige, még ha szívem legmélyéből fakadna is, mely hálámat kifejezhetné.	0.207692
Nếu các ông thành công - Tôi sẽ không nói rằng các công cứu một ông vua, không, nhìn từ doạn đầu đài như tôi đang nhìn đây thì, tôi xin thề rằng, vương vị chẳng có nghĩa lý gì cả; nhưng các ông giữ gìn được một người chồng cho vợ, một người cha cho các con của ông ta.	Ha sikerül, nem azt kell mondanom, hogy királyt mentettek meg! ~~~ Nem, a vesztőhelyről nézve, ahogyan én látom, a királyság, esküszöm, vajmi jelentéktelen dolog; de megtartanának egy férjet hitvesének s egy apát a gyermekeinek!	-0.0575829
Hiệp sĩ ơi, hãy cầm lấy tay tôi, đó là tay một người bạn sẽ yêu quý ông cho đến hơi thở cuối cùng.	Lovag, fogjon velem kezet, olyan barátja keze ez, ki magát az utolsó leheletig szeretni fogja!	0.207143
Aramis muốn hôn tay vua, nhưng vua nắm lấy tay anh và áp vào tim mình.	Aramis meg akarta csókolni a király kezét, de az megragadta az övét, s a szívére szorította.	0.397059
Lúc ấy một người đi vào không buồn gõ cửa. ~~~ Aramis toan rụt tay về, nhưng vua giữ lại.	Ebben a pillanatban betoppant egy ember, s még csak nem is kopogtatott; Aramis el akarta venni a kezét, de a király nem engedte el.	-0.0268421
Đó là một trong những tín đồ thanh giáo nửa thày tu nửa lính đầy rẫy quanh Cromwell.	A betolakodó egy amolyan félpap-félkatona puritán volt, amilyenek Cromwell körül nyüzsögtek.	0.3
- Ông cần gì?	- Mit óhajt az úr?	0.86
- Vua nói.	- kérdezte a király.	0.75
- Tôi muốn xem việc xưng tội của Charles Stuart đã xong chưa, - Người mới vào đáp.	- Tudni szeretném, hogy véget ért-e Stuart Károly gyónása - mondta az ember.	0.875252
- Điều ấy can hệ gì đến ông?	- Mi köze hozzá? ~~~ - kérdezte a király.	0.286765
- Vua nói, - Chúng ta không cùng một tôn giáo.	- Hisz nem vagyunk egy felekezeten!	0.593088
- Tất cả mọi người đều là anh em, - Người thanh giáo nói.	- Mindnyájan testvérek vagyunk - mondta a puritán.	0.864539
- Một người anh em của tôi sắp chết, tôi đến khích lệ anh ta đi đến cái chết.	- Egy testvérem meg fog halni, s én eljöttem őt bátorítani a halálra.	0.417363
- Thôi đủ rồi, - Parry nói - Đức vua không cần đến những điều khích lệ của ông.	- Elég - mondta Parry -, a királynak nincs szüksége e bátorításra.	0.868498
- Thưa ngài, - Aramis nói nhỏ, - Hãy nhẹ nhàng với hắn, chắc hẳn đó là một tên do thám.	- Sire, vigyázzon rá - suttogta Aramis -, bizonyára holmi kém!	0.865789
- Thưa ông, - Vua nói, - sau vị tiến sĩ giám mục tôn kính, tôi sẽ vui lòng nghe ông.	- A főtisztelendő tudós püspök úr után - mondta a király - szívesen meghallgatom, uram.	0.8625
Người có cái nhìn lấm lét rút lui và không quên quan sát Juxon với một vẻ chú ý không thoát khỏi con mắt nhà vua. ~~~ Khi cửa đóng rồi, vua nói:	A sanda tekintetű férfiú kiment, közben azonban Juxont fürkésző pillantással mérte végig, ami a király figyelmét nem kerülte el.	-0.00762712
- Hiệp sĩ ạ, tôi chắc rằng ông nói đúng và cái người kia đến đây với y đồ xấu. ~~~ Khi ra khỏi đây ông hãy coi chừng kẻo vướng vào tai hoạ.	- Lovag - mondta, mikor az ajtó becsapódott -, azt hiszem, igaza van, ez az ember rossz szándékkal jött ide; jól vigyázzon, mikor elmegy, nehogy valami baj érje.	-0.0104895
- Xin cảm ơn Hoàng thượng, - Aramis nói, - Nhưng ngài hãy yên tâm. ~~~ Dưới làn áo dài này tôi mặc một áo giáp sắt và giấu một con dao.	- Sire - mondta Aramis -, köszönöm felséged figyelmeztetését, de nyugodjék meg, e palást alatt páncéling van meg egy tőr.	0.172159
- Thôi, ông đi đi, và cầu Chúa che chở cho ông, như tôi vẫn thường nói khi còn làm vua.	- Menjen hát, uram, s az Isten vegye szent oltalmába, ahogyan király koromban mondogattam.	0.47037
Aramis đi ra.	Aramis kiment; Károly a küszöbig kísérte.	0.380769
Charles tiễn anh ra ngưỡng cửa, Aramis vừa đi vừa ban phước khiến những tên lính gác cúi rạp mình, anh đưởng bệ đi qua các tiền sảnh đầy lính tráng, bước lên cỗ xe có hai tên hầu đi theo và trở lại toà giám mục, hai tên hầu cáo biệt anh, Juxon đợi chờ lo lắng.	Aramis megáldotta, ami az őrökkel térdet hajtatott, malasztteljesen átsuhant a katonákkal teli előszobákon, beült a kocsijába, ahová követte két őre is, s a püspökségre hajtatott, ahol az őrök elbúcsúztak. ~~~ Juxon aggodalommal várta.	0.0133333
- Thế nào?	- Nos?	1
- Ông vội hỏi thì thấy Aramis vào.	- kérdezte, mikor megpillantotta.	0.853125
- Thưa ngài, mọi việc đều hoàn thành như tôi cầu mong. ~~~ Dọ thám, lính gác, sai nha đều tưởng tôi là ngài, nhà vua thì ban phước cho ngài trong khi chờ đợi ngài ban phước cho vua.	- Nos - válaszolta Aramis -, minden kívánságom szerint zajlott le; kémek, őrszemek, strázsák főtisztelendőségednek tartottak, a király pedig áldja, viszontlátására várva.	-0.0170659
- Cầu Chúa che chở cho con, vì rằng tấm gương của con đem lại cho ta hi vọng và can đảm.	- Isten oltalmazza, fiam, mert a maga példája hitet s egyszersmind bátorságot adott nekem.	0.467073
Aramis mặc lại y phục và áo choàng của mình ra đi và báo trước cho Juxon rằng anh sẽ còn nhờ vả ông một lần nữa.	Aramis felöltötte ruháját, köpenyét, s Juxonnak előrebocsátva, hogy még egyszer szüksége lesz reá, távozott.	0.466972
Đi ra phố mới độ mươi bước anh đã nhận thấy rằng mình bị một người khoác chiếc áo choàng lớn bám theo sau; anh rờ tay vào con dao găm và đứng lại.	Alig lépett tízet az utcán, észrevette, hogy egy bő köpenybe burkolózott ember követi; a tőréhez kapott s megállt.	0.156881
Người kia đi thẳng tới anh.	Az alak egyenest feléje ment.	0.255556
Đó là Porthos.	Porthos volt.	0.230769
- À, ra cái anh bạn thân mến này, - Aramis nói và chìa tay ra cho bạn.	- Kedves barátom - mondta Aramis, s kezet nyújtott neki.	0.743455
- Bạn thân mến, cậu thấy đấy, - Porthos nói, - Mỗi người chúng ta có nhiệm vụ của mình; nhiệm vụ của tôi là canh gác cho cậu và tôi đã làm.	- Látja, kedvesem - mondta Porthos -, mindnyájunknak megvolt a maga feladata; az enyém az volt, hogy vigyázzak magára, s én vigyáztam.	0.616924
Cậu có gặp vua không?	Beszélt a királlyal?	0.257143
- Có mọi việc tốt cả.	- Hogyne, és minden jól alakul.	0.693956
Bây giờ các bạn chúng ta đâu?	Most pedig: hol vannak a barátaink?	0.290625
- Chúng ta hẹn gặp nhau ở khách sạn vào lúc mười một giờ.	- Tizenegyre van találkozónk a fogadóban.	0.548571
- Thế thì của còn bao lâu nữa đâu.	- Akkor nincs vesztegetni való időnk - mondta Aramis.	0.521053
Quả thật, chuông nhà thờ Saint Paul điểm mười giờ.	Csakugyan, a Szent Pál székesegyház órája fél tizenegyre kongatott.	0.258621
Tuy nhiên do hai người bạn làm chu tất mọi việc nên đến nơi hẹn trước.	Mégis, miután e két cimbora jól kilépett, elsőkül ők értek oda.	0.22381
Sau đó, Arthos vào.	Utánuk Athos toppant be.	0.255
- Mọi việc tốt cả, anh nói trước khi các bạn kịp hỏi.	- Minden jól alakul - mondta, mielőtt barátainknak ideje lett volna megkérdezni.	0.466835
- Cậu đã làm gì?	- Mit végzett?	0.942857
- Aramis hỏi.	- kérdezte Aramis.	0.964286
- Tôi đã thuê một chiếc tàu buồm hẹp như cái thuyền thoi, nhẹ như cánh én, nó đợi chúng ta ở Greenwich, trước mặt đảo Những con Chó.	- Kibéreltem egy kis dereglyét, szűk, mint egy piroga, könnyű, mint a fecske; Greenwichben vár bennünket, szemben a Kutyák Szigetével, legénysége a hajógazdából s négy emberből áll, ötven fontsterlingért három álló éjszakát töltenek a szolgálatunkban.	0.195172
Tàu có một chủ và bốn người làm, họ nhận năm mươi livres sterling và để tuỳ ý chúng ta sử dụng trong ba đêm liền.	Mihelyt a királlyal a fedélzeten leszünk, megnyergeljük az árapályt, leereszkedünk a Temzén, s két óra alatt a nyílt tengeren vagyunk.	0.2952
Sau khi đưa vua lên thuyền, lợi dụng nước triều chúng ta xuôi sông Tamise và hai giờ sau là ra đến biển khơi.	Aztán, mint igazi kalózok, a partok mentén haladunk, sziklákon szállunk meg, vagy ha a tenger szabad, Boulogne felé vesszük az irányt.	0.276316
Lúc ấy, như những tên cướp thực thụ chúng ta đi men bờ biển, trú ở các vách núi, hoặc nếu mặt biển tự do chúng ta sẽ dong buồm thẳng đến Boulogne-sur-Mer.		-0.3
Nếu tôi có chết thì hãy nhớ ông chủ tàu là thuyền trưởng Roger và tàu gọi là Tia chớp.	Ha közben engem itt megölnének, a gazdát Roger kapitánynak hívják, a dereglyét Villámnak.	0.4867
Cứ thế là sẽ tìm ra.	E két adat birtokában mindkettőt fellelhetik.	0.05
Một cái khăn tay buộc ở bốn góc là ám hiệu nhận ra nhau.	Egy négy sarkán megbogozott zsebkendő az ismertetőjel.	0.254717
Một lát sau d Artagnan về.	Egy pillanattal később D’Artagnan is beállított.	0.0444444
- Các cậu hãy dốc túi ra cho đủ một trăm livres sterling, vì rằng túi tôi…	- Fejjék meg a zsebüket száz fontsterling erejéig - mondta -, mert ami az enyémet illeti...	0.465078
Và anh lộn các túi rỗng không của mình ra.	És kifordította teljesen üres zsebét.	0.244737
Số tiền được góp xong ngay, d Artagnan đi ra một lát rồi quay về. ~~~ Anh nói:	A summa egy szempillantás alatt együtt volt; D’Artagnan kiment, de vissza is jött hamarosan.	-0.0113924
- Vậy, mọi việc đã xong xuôi.	- Így - mondta -, rendben van!	0.594231
Nhưng cũng chẳng phải là dễ dàng.	Nem volt könnyű dolog!	0.0818182
- Gã đao phủ đã rời London chưa?	- A hóhér eltűnt Londonból?	0.725
- Arthos hỏi.	- kérdezte Athos.	0.985714
- Ấy!	- Nos hát, nem!	1
Như thế chưa phải là chắc chắn đâu.	Az nem lett volna elég megnyugtató.	0.218182
Hắn có thể ra cửa này và lại vào cửa khác.	Egyik kapun ki, a másikon bejöhetett volna.	0.24
- Thế bây giờ hắn ở đâu?	- Hol van hát? ~~~ - kérdezte Athos.	0.295
- Ở trong hầm	- A pincében.	1.00385
- Trong hầm nào?	- Melyik pincében?	1.03235
- Trong hầm của ông chủ quán chúng ta!	- A házigazdánk pincéjében!	0.786207
Mousqueton ngồi canh ở ngưỡng cửa, chìa khoá đây.	Mousqueton ott ül a küszöbén, s ihol a kulcsa!	0.516279
- Hoan hô!	- Bravó!	1.26667
- Aramis nói.	- mondta Aramis.	1.00385
- Nhưng cậu làm thể nào mà định đoạt người ấy biến đi được?	- De mivel bírta rá ezt az embert az eltűnésre?	0.363425
- Giống như người ta định đoạt mọi thứ ở đời này. ~~~ Bằng tiền bạc.	- Amivel mindenkit mindenre rá lehet bírni, vagyis pénzzel; sokba került, de végül is ráállt.	0.0489912
Việc này tôi phải trả giá đắt lắm, nhưng hắn đã đồng ý.		-0.3
- Thế cậu phải trả bao nhiêu?	- Mennyibe került hát, barátom?	0.780645
- Arthos hỏi, - Bởi vì cậu hiểu đấy, bây giờ chúng ta hoàn toàn không còn là những anh chàng ngự lâm quân nghèo xác không nhà không cửa, cho nên những việc chi tiêu của chúng ta là phải chung nhau.	- kérdezte Athos -, mert ugye megérti, hogy most, miután nem vagyunk már szegény, hátán háza, kebelén kenyere testőrök, minden költségünk közös!	0.295435
- Tôi phải chi mười hai nghìn livres, - D Artagnan đáp.	- Tizenkétezer fontomba került - mondta D’Artagnan.	1.026
- Thế cậu đã kiếm đâu ra được?	- És honnan teremtette elő?	0.661538
- Arthos hỏi.	- kérdezte Athos.	0.985714
- Cậu có đủ số tiền đó ư?	- Volt magának ennyi pénze?	0.730769
- À cái nhẫn kim cương trứ danh của hoàng hậu ấy mà!	- Hát a királyné híres gyémántja?	0.54
- D Artagnan thở dài đáp.	- sóhajtotta D’Artagnan.	1.05
- A đúng thế?	- Persze, persze!	1.03
- Aramis nói, - Tôi đã nhận ra nó ở ngón tay cậu.	- mondta Aramis.	0.35
- Thế cậu đã chuộc lại nó ở ông des Essarts đấy à?		-0.3
- Porthos hỏi.	- Hisz megismertem az ujján.	0.83
- Ồ, phải, lạy Chúa!	- Tehát Des Essarts-tól visszaszerezte?	0.625
- D Artagnan nói.	- kérdezte Porthos.	0.99375
- Nhưng thiên mệnh đã ghi rằng tôi không thể giữ gìn nó.	- Istenkém, hát igen - mondta D’Artagnan -, de meg vagyon írva odafent, hogy nem maradhat az enyém.	0.376581
Biết làm thế nào?	Mit lehet tenni?	0.18
Người ta tin rằng kim cương nó cũng có thiện cảm và có ác cảm như con người; dường như cái nhẫn nó ghét tôi.	A gyémántok, azt kell hinnem, éppúgy vonzódnak vagy viszolyognak, mint az emberek; ez, úgy látszik, utál engem.	0.259615
- Nhưng nó lại rất hợp với lão đao phủ, - Arthos nói. ~~~ - Khốn thay, đao phủ nào cũng có người phụ việc, người hầu, biết đâu đấy.	- Bezzeg a hóhért kedveli - mondta Athos -, de sajnos, minden hóhérnak van segédje vagy inasa, vagy mit tudom én.	0.101128
- Thì đao phủ này cũng có đầy tớ đấy, nhưng chúng ta ăn may thôi.	- Ennek is megvolt a magáé; de a szerencse kedvez nekünk.	0.438235
- Thế là thế nào?	- Hogyan?	0.933333
- Vào cái lúc tôi tưởng mình sắp có một việc thứ hai phải thương lượng, thì người ta mang cái thằng đầy tớ ấy về với một bên đùi gẫy.	- Amikor már azt hittem, hogy egy második tárgyalásba kell bocsátkoznom, a fickót törött lábbal hozták elém.	0.325321
Do quá hăng hái hắn đã đi theo cỗ xe chở kèo cột đến tận cửa sổ nhà vua; một cái cột rơi và đè gẫy chân hắn.	Szertelen buzgalmában egészen a király ablaka alá kísérte a gerendákat s deszkákat vivő szekeret; egy ilyen gerenda a lábára zuhant és eltörte.	0.26281
- A!	- Vagy úgy!	0.775
- Aramis nói, -Thế ra chính hắn đã thốt ra tiếng kêu mà tôi nghe thấy lúc đang ở phòng vua.	- mondta Aramis -, tehát az ő ordítását hallottam a király szobájában?!	0.652843
- Có thể lắm! ~~~ - D Artagnan nói, - Nhưng vì là một người có thiện tâm, khi ra về hắn đã hứa là sẽ cử đến nơi đến chốn bốn thợ giỏi và lành nghề để giúp sức những thợ đang làm. ~~~ Và khi về đến nhà chủ, mặc dù đang bị thương như thế, hắn lập tức viết cho bác Tôm Lâu là một thợ mộc bạn hắn, dặn bác đến ngay cung Đại sảnh trắng để hoàn tất lời hứa của hắn.	- Valószínű - mondta D’Artagnan -, de lévén ő kötelességtudó ember, megígérte, hogy maga helyett négy hozzáértő és ügyes munkást küld a többi segítségére, akik már munkához láttak, s gazdájához sebesülten visszatérve, azon nyomban levelet írt Tom Low ácsmester barátjának, hogy menjen a Whitehallba, s teljesítse ígéretét.	-0.110914
Bức thư ấy đây, hắn thuê một người mang đi ngay, mất mười xu và tôi đã phải mua lại mất một đồng louis.	Ihol a levél, melyet egy küldöncre bízott, tíz pence-et adván neki, de én attól egy aranyért megszereztem!	0.249
- Thế cậu lấy bức thư ấy làm gì?	- S mi az ördögöt akar ezzel a levéllel kezdeni?	0.552632
- Arthos hỏi.	- kérdezte Athos.	0.985714
- Thế anh không đoán ra à.	- Nem találja ki?	0.69375
- D Artagnan hỏi lại, cặp mắt lấp lánh thông minh.	- kérdezte D’Artagnan, ravasz értelemtől csillogó szemmel.	0.641038
- Xin thề là là tôi chịu đấy.	- Nem én, lelkemre mondom!	0.6875
- Thế này nhé, Arthos thân mến! ~~~ Anh nói tiếng Anh như đích thị Jôn Bun, anh là bác Tôm Lâu, còn ba chúng tôi là ba thợ bạn. ~~~ Bây giờ anh hiểu ra chưa?	- Nos hát, kedves Athos, aki úgy beszél angolul, mint John Bull maga, kegyelmed lesz Tom Low mester, mi pedig hárman a segédei; most már érti?	-0.1008
Arthos reo lên đầy vẻ mừng vui và thán phục. ~~~ Rồi anh chạy vào buồng lấy ra mấy bộ quần áo thợ thuyền; cả bốn người mặc vào và ra khỏi khách sạn, Arthos mang một cái cửa, Porthos một cái kìm, Aramis một cái rìu, d Artagnan một cái búa và đinh.	Athos felkiáltott örömében és csodálatában; besietett egy kamrába, munkagúnyákat szedett elő, s a négy cimbora tüstént átöltözködött; mikor aztán a fogadóból kivonultak, Athos már fűrészt, Porthos harapófogót, Aramis szekercét, D’Artagnan pedig kalapácsot s szeges­tarisznyát cipelt.	0.0321485
Lá thư của gã đầy tớ tên đao phủ chứng thực với bác thợ cả rằng họ đúng là những người mà bác đang đợi. ~~~ Chú thích: ~~~ Biểu tượng của người Anh ~~~ Alexandre Dumas ~~~ Hai mươi năm sau ~~~ Dịch giả: Anh Vũ	A hóhér segédjének levele meggyőzte az ácsmestert, hogy pontosan őket várták.	-0.22987
Chương 69	69	16
Những người thợ		-0.3
Khoảng nửa đêm.	A munkások	0.0545455
Charles nghe tiếng rầm rầm rất to ở dưới cửa sổ: đó là tiếng búa rìu chan chát, tiếng kìm cặp ken két và tiếng cửa xẻ xoèn xoẹt.	Éjféltájban Károly nagy recsegést-ropogást hallott az ablaka alatt: kalapács- meg szekerce­csapások voltak, harapófogókattogás és fűrészvisítás.	0.287324
Charles để nguyên quần áo nằm lăn ra giường và vừa mới chợp mắt thì tiếng ồn ào khiến ông choàng dậy. ~~~ Ngoài tiếng vang nghe thấy, tiếng ồn kia còn dội tiếng vang tinh thần khủng khiếp trong tâm hồn ông và những ý nghĩ ghê sợ tối hôm qua lại đến công kích ông.	Ágyán ruhástul feküdvén, s éppen elaludni kezdvén, ez a lárma felriasztotta; s mivel e lármának, a fizikai zenebonán kívül, rettenetes lelki és erkölcsi visszhangja is volt, a királyra újra rátámadtak esti rémlátomásai.	-0.0383929
Một mình trước bóng đêm và sự cô đơn, ông không đủ sức chịu đựng nổi sự tra tấn ấy, nó không có trong chương trình những hình phạt đối với ông. ~~~ Ông bèn bảo Parry ra bảo lính canh nói với những người thợ làm nhẹ tay hơn và hãy thương đến giấc ngủ cuối cùng của kẻ đã từng là vua của họ.	A sötétséggel s a magánnyal szemközt, árván, nem bírta elviselni ez új tortúrát, mely nem volt benne halálbüntetés programjában, elküldte hát Parryt az őrhöz, kérné meg a munkásokat, ne zakatoljanak oly erősen, s könyörüljenek utolsó álmán annak, ki a királyuk vala.	-0.0391051
Lính canh không muốn rời vị trí của họ, nhưng để cho Parry đi.	Az őrnek esze ágában sem volt elhagyni posztját, de Parryt kiengedte.	0.28125
Sau khi đi vòng quanh lâu đài đến gần cửa sổ, Parry trông thấy ở ngang bằng với bao lớn đã dỡ rào sắt đi, một đoạn đầu đài đang làm dở nhưng người ta đã bắt đầu đóng đinh chắng bằng một tấm rèm bằng nỉ đen.	Parry, miután a palotát megkerülte, s odaért az ablak elé, ott látta, egyszinten az erkéllyel, melynek rácsát meglazították, a széles vesztőhelyet; még be sem fejezték, máris kezdték rászegezni a fekete bakacsint.	0.25099
