TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Vả lại bây giờ thì Denise đã lên tới tột đỉnh.	Denise most egyébként is hatalmának tetőpontján volt.	0.663679
Việc cô được cử làm quầy hàng trưởng đã san bằng những chống đối cuối cùng chung quanh cô.	Vezetővé való kinevezése legyőzte körülötte az utolsó ellenállást is.	0.172603
Nếu người ta vẫn còn la sủa bởi cái ngứa ngáy miệng lưỡi nó phá phách mọi tụ họp giữa đàn ông và đàn bà, thì người ta cúi thật thấp, sát đất.	Pletykálni ugyan még most is pletykáltak, mert ahol férfiak és nők vannak együtt, mindig viszket az emberek nyelve, de azért földig hajoltak előtte.	0.245255
Marguerite lên chức quầy phó may sẵn, chan hòa khen ngợi.	Marguerite, aki a konfekcióosztály helyettes vezetője lett, dicshimnuszokat zengett róla.	0.167797
Ngay đến Clara, đi tới âm thầm kính trọng trước một vận số mà cô không tài nào đạt được, cũng phải cúi đầu.	Még Clara is fejet hajtott előtte, mert valami homályos tiszteletet érzett e nagy szerencse láttára, aminőt a maga részére elképzelni sem tudott.	0.276
Nhưng thắng lợi của Denise còn trọn vẹn hơn đối với mấy ông, đối với Jouve từ nay chỉ biết gập đôi người nói với cô, đối với Hutin đâm lo lắng khi cảm thấy địa vị của mình lung lay, đối với Bourdoncle rốt cuộc hóa ra bất lực.	De még tökéletesebb volt Denise-nek a férfiakon aratott diadala; Jouve már csak kétrét görnyedve beszélt vele, Hutin nyugtalan volt, mert bizonytalannak érezte a helyét, Bourdoncle megbénult.	0.505959
Khi tay này trông thấy cô ở buồng giám đốc ra, tươi cười, với vẻ ung dung, và, hôm sau, khi giám đốc yêu cầu hội đồng thiết lập quầy hàng mới, thì hắn nghiêng mình, khuất phục trước người phụ nữ oai nghiêm ghê gớm.	Mikor meglátta, hogy Denise mosolyogva, nyugodtan lép ki az igazgatóság szobájából, s másnap az igazgató a tanácsülésen egy új osztály felállítását követelte - meghajolt, legyőzte a nőktől való szent félelme.	0.25
Bao giờ thì hắn cũng đã nhượng bộ như thế trước cái duyên dáng của Mouret, hắn thừa nhận, anh là ông chủ của hắn, mặc dù những sơ hở của trí tuệ, và những cơn bốc ngu xuẩn của trái tim.	Így hajolt meg mindig, ha Mouret kegyeit osztogatta; elismerte mesterének, noha látta lángesze botlásait és ostoba szeszélyeit.	0.0781513
Lần này thì người phụ nữ mạnh hơn, và hắn chờ bị cuốn đi trong cơn tai họa.	Most az egyszer a nő kerekedett felül, és Bourdoncle számított rá, hogy őt is maga alá temeti a közelgő összeomlás.	0.219767
Trong khi đó Denise đắc thắng một cách êm ả, tuyệt vời.	Ezalatt Denise szelíden és bájosan élvezte diadalát.	0.617308
Cô cảm động vì những biểu thị tôn kính đó và cô muốn xem đó như mối cảm thông đối với nỗi khổ cực buổi đầu của cô và như thắng lợi cuối cùng của lòng dũng cảm kiên trì của cô.	A tisztelet megnyilvánulásai meghatották, nem akart bennük egyebet látni, mint rokonszenvet pályájának nyomorúságos kezdetével és kitartásának végső sikerével szemben.	0.235329
Vì vậy cô tiếp nhận với niềm hân hoan tươi cười bất cứ sự tỏ tình thân thiện nào; điều khiến cô thật sự được một số người yêu mến là cô rất mực dịu dàng và ân cần, lúc nào cũng sẵn sàng hiến cả trái tim.	Derűs örömmel fogadta a barátság legkisebb jelét is, s ezért többen nagyon megszerették, olyan szelíd és barátságos volt, s mindig kész kitárni a szívét.	0.121622
Cô chỉ ghê tởm không chịu được với Clara, là vì cô được tin cô gái này, đúng như ý đồ mà cô ta đã bông đùa báo trước, một tối đã chơi trò kéo Colomban về nhà, còn viên thư ký này, bị lôi cuốn bởi dục vọng được thỏa mãn, bây giờ không ngủ ở nhà nữa, trong khi Geneviève phiền muộn đang hấp hối.	Csak Clara iránt érzett irtózatát nem tudta legyőzni, mert meghallotta, hogy a lány - mint ahogy előre is bejelentette - mulatságból elvitte magához egy este Colombant; és a segéd, akit elragadott nagy sokára kielégített szenvedélye, most kimaradozott éjszakánként, míg a bánatos Geneviève haldokolt.	0.319071
Người ta bàn tán việc đó ở hiệu Hạnh phúc, người ta thấy câu chuyện kỳ quái.	Széltében beszélték ezt a "Hölgyek Örömé"-ben, és jót mulattak a kalandon.	0.248
Nhưng chuyện buồn lòng đó, chuyện duy nhất ở bên ngoài, không làm cho Denise mất hiền hòa.	De ez a bánat, egyetlen külső bánata, nem zavarta meg Denise egyenletes kedélyét.	0.431391
Nhất là phải trông thấy cô ở nơi gian hàng của cô, giữa cái thế giới trẻ con đủ lứa tuổi của cô.	Külö­nösen az osztályán volt érdemes megnézni, a mindenféle korú gyereknép között.	0.216279
Cô rất yêu trẻ, người ta không thể đặt cô vào chỗ nào hơn ở đây.	Imádta a gyermekeket, jobb helyet keresve sem lehetett volna találni neki.	0.264179
Đôi khi người ta đếm được ở đó năm chục em bé gái, cũng ngần ấy bé trai, cả một đoàn nhà trẻ nghịch ngợm, thả sức phô bày những ý muốn đỏm dáng ngây thơ.	Volt ott néha vagy ötven lányka és ugyanannyi fiú, lármás kis had, nekiszabadítva a szülemlő hiúság vágyainak.	0.111111
Các bà mẹ điên đầu.	Az anyák nemigen tudták féken tartani őket.	0.096
Cô mỉm cười hòa giải, xếp hàng thế giới tí hon đó trên ghế; và, khi nào trong đám có một em gái hồng hào, trông cái miệng dễ thương, thì cô tự tay phục vụ, đem áo ra, ướm vào đôi vai mũm mĩm, ân cần trìu mến như người chị lớn.	Denise békítően mosolygott, sorba ültette az apróságokat a székekre, s ha akadt közöttük egy rózsás képű kislány, akinek csinos arcocskája megejtette, maga szolgálta ki, odavitte a ruhát, felpróbálta gömbölyű vállacskájára, a felnőtt nővér gyöngéd óvatosságával.	0.281855
Những tiếng cười trong trẻo vang lên, những tiếng khẽ la hí hửng thốt ra, giữa những lời quở mắng.	Csengő nevetések, elragadtatott sikongások hallatszottak a dörmögő hangok között.	0.193902
Đôi khi, một em gái đã lớn, chín mười tuổi, khoác trên vai chiếc áo bành-tô dạ, ngắm nghía trước gương, quay đi quay lại vẻ mặt mê say, đôi mắt long lanh với ý muốn làm đẹp.	Néha valamelyik kilenc-tíz esztendős, nagyoskodó kislány, posztó­felöltőt vetve a vállára, tanulmányozta magát a tükörben, fontoskodó arccal forgolódott, a tetszés vágyától ragyogó szemekkel.	0.295263
Và hàng bày ra ngổn ngang trên quầy, những áo vải châu Á màu hồng và lơ cho trẻ từ một đến năm tuổi, những bộ quần áo lính thủy bằng len zéphire, váy có nếp, và áo blouse và mảnh chúc bâu, bộ đồ kiểu Louis XV, áo măng-tô, áo jaquette, cả mớ lộn xộn quần áo hẹp, cứng đơ trong cái duyên dáng ngây thơ, cái gì như xống áo của một đoàn búp bê lớn, lôi ở trong tủ ra, tha hồ nghịch phá.	A kirakott ruhák elborították a pultokat, az egytől ötéves gyermekeknek való rózsaszín és kék vászonöltözetek, a zefír matrózruhák, rakott szok­nyácskák és rátétes perkálblúzok, rokokó kosztümök, köpenyek, kabátkák, mindenféle fajta gyermekesen merev szabású, bájos ruhadarabok - olyan volt az egész, mintha babaruhákat raktak volna ki a szekrényekből, szabad prédának.	0.26044
Denise lúc nào cũng có sẵn trong túi một ít quà, để dỗ một chú bé khóc thét vì không mang đi được những chiếc quần đùi đỏ, cô sống giữa đám trẻ như trong gia đình tự nhiên của mình, bản thân cũng trẻ lại vì cái ngây thơ và cái tươi tắn luôn luôn đổi mới quanh váy cô.	Denise zsebében mindig akadt valami nyalánkság, felszárította a könnyeit egy-egy apróságnak, aki kétségbeesett, amiért nem kapott piros nadrágot; úgy élt az aprónép között, mint a maga természetes családjában, meg­fiatalította ez a mindig megújuló ártatlanság és frisseség.	0.353096
Bây giờ, cô thường có những cuộc nói chuyện dài thân thiện với Mouret khi cô lên phòng giám đốc để nhận lệnh hay để báo cáo, anh giữ cô lại chuyện trò, anh ưng nghe cô nói.	Mostanában gyakrabban folytatott hosszú, baráti beszélgetést Mouret-val. ~~~ Ha az igazgatóság szobájába kellett mennie, hogy utasítást kérjen vagy felvilágosítást adjon. ~~~ Mouret ott tartotta egy-két szóra, mert szívesen hallgatta.	-0.112651
Đó là điều mà cô vừa cười vừa gọi là "làm cho anh trở thành người tốt".	Denise nevetve mondogatta, hogy ilyenkor farag "derék embert" belőle.	0.210938
Trong đầu óc lý luận và khôn ngoan kiểu dân xứ Normandie của cô, nảy nở đủ mọi ý đồ, những ý kiến về thương nghiệp mới đó, mà cô đã dám đụng tới ở cửa hàng Robineau, và cô đã phát biểu vài điều vào cái buổi tối đẹp dạo chơi ở vườn Tuileries.	Az okosan gondolkodó normandiai lány fejében sokféle terv megfor­dult, olyanfajta eszmék az új kereskedelemről, melyeket már Robineau-nál is megpendített, és amelyek közül néhányat meg is fogalmazott azon a szép estén, mikor a Tuilériákban sétáltak együtt.	0.263415
Cô không thể quan tâm đến một cái gì, theo dõi sự triển khai của một công việc mà không bị thu hút bởi nhu cầu sắp xếp trật tự, cải thiện cơ chế.	Bármivel foglalkozott, bármilyen munkát látott, mindjárt szükségét érezte, hogy rendet teremtsen benne, hogy javítson az ügymeneten.	0.225581
Cho nên, từ khi vào làm ở hiệu Hạnh phúc các bà, cô đặc biệt đau lòng vì số phận bấp bênh của đám thư ký; những cuộc đuổi người đột ngột khiến cô bất bình, cô thấy nó vụng về và bất công, có hại cho hết thảy mọi người, cho cả cửa hàng lẫn nhân viên.	Így például, amióta csak belépett a "Hölgyek Örömé"-hez, nagyon bántotta az alkalmazottak bizonytalan sorsa; felháborították a váratlan elbocsátások, ügyetlennek és igazságtalannak tartotta az ilyesmit, egyformán károsnak a cégre és a személyzetre nézve.	0.259036
Những đau khổ buổi đầu vẫn nhói trong tim cô, một niềm thương xót động lòng cô, mỗi khi có người mới đến mà cô bắt gặp trong các gian hàng, chân rã rời, mắt đầy lệ, kéo lê nỗi cơ cực dưới chiếc áo lụa, giữa đám nhân viên cũ cay cú hành hạ họ.	Most is átérezte még kezdőkorának szenvedéseit, szánalom fogta el, ha az osztályokon új alkalmazottal találkozott, aki a régiek elkeseredett üldözése közepette, sajgó lábbal, sírástól duzzadt szemhéjjal, keservesen hurcolta nyomo­rúságát a selyemruha alatt.	0.27619
Cuộc sống bị vùi dập đó làm cho những người tốt nhất trở thành xấu; và bắt đầu cuộc diễn tiến bi đát: tất cả bị kiệt quệ vì nghề nghiệp trước bốn mươi tuổi, biến mất, rơi vào lãng quên, nhiều người chết trong công việc, lao phổi hay thiếu máu, vì mệt mỏi và không khí nhơ bẩn, một số bị ném ra vỉa hè, những kẻ tốt số nhất lấy chồng, bị chôn vùi trong một cửa hiệu nhỏ tỉnh lẻ.	Ez a vertkutya-élet megrontotta a legjobbakat is; és megkezdődött a szomorú felvonulás: a szakma valamennyit felfalta negyven esztendős kora előtt, eltűntek, belevesztek az ismeretlenségbe, sokat tüdőbajossá, vérszegénnyé tett és megölt a munka, a fáradtság és a rossz levegő, mások az utcára kerültek - s még legjobban azok jártak, akik férjhez mentek, és eltemetkezhettek egy vidéki boltocskában.	0.2536
Phải chăng là nhân đạo, phải chăng là công bằng khi mà bao nhiêu sinh mạng hàng năm bị tiêu phí kinh khủng ở các cửa hàng lớn.	Hát emberséges, igazságos dolog ez a szörnyű emberfalás, amit a nagyáruházak évről évre véghezvisznek?	0.202941
Và cô biện hộ cho lợi ích của cơ cấu cỗ máy, không vì những lý do tình cảm, mà vì những lý do thuộc về chính lợi ích của các ông chủ, khi muốn có một cỗ máy tốt người ta dùng thứ sắt tốt; nếu sắt gãy hay người ta làm gãy nó thì phải ngừng công việc, luôn luôn tốn phí để khởi động, hao tổn về sức lực.	És Denise nem érzelmi okokkal, hanem éppen a tulajdonosok érdekeire alapozott érvekkel védte a gépezet kerekeinek ügyét. ~~~ Aki szilárd gépet akar, jó vasat használ, ha a vas eltörik, vagy az ember maga eltörik, megáll a munka, újabb pénz kell a megindításához, pazarlódik az erő.	-0.0432692
Đôi khi cao hứng, cô nhìn thấy hiệu bách hóa lớn lý tưởng, tổ chức thương nghiệp tập thể, ở đó mỗi người có phần lãi đúng đắn của mình do một hợp đồng bảo đảm tùy theo cống hiến, chắc chắn cho ngày mai.	Néha fellelkesedett, maga előtt látta az eszményi nagy bazárt, a kereskedelem falanszterét, ahol érdeme szerint mindenki pontosan részesül a nyereségből, és szerződés biztosítja mindenkinek a jövőjét.	0.241237
Lúc đó Mouret vui hẳn lên, mặc dầu nỗi lòng của anh.	Mouret ilyenkor, lázas szenvedélye ellenére is, mulatott rajta.	0.617544
Anh tố cáo cô theo chủ nghĩa xã hội làm cho cô lúng túng khi nêu lên những khó khăn trong thực hành, là vì cô nói theo tâm hồn giản dị của cô và cô tin tưởng mạnh bạo ở tương lai, mỗi khi cô nhận thấy một lỗ hổng nguy hiểm trong thực hành theo lòng thương của cô.	Megvádolta, hogy szocialista, zavarba hozta, figyelmeztetve a végrehajtás nehézségeire; mert Denise úgy beszélt, ahogy a lelke sugallta, és bátran a jövőre hivatkozott; ha veszedelmes szakadékot sejtett a jó szíve diktálta rendszabályok végén.	0.238961
Tuy nhiên, anh cũng chuyển lòng, bị quyến rũ bởi tiếng nói trẻ trung kia, còn run rẩy vì những cực khổ phải chịu đựng, rất tin tưởng khi cô chỉ ra những cải cách nhằm củng cố cửa hàng; và anh vừa lắng nghe vừa bông đùa; số phận của nhân viên bán hàng được cải thiện dần dần, người ta thay việc đuổi người hàng loạt bằng một chế độ cho nghỉ vào những mùa chết, cuối cùng người ta sắp lập một quỹ tương tế cứu giúp nhân viên những lúc thất nghiệp bắt buộc, và bảo đảm cho họ một chế độ hưu trí.	Mouret-t mégis megingatta, meghódította ez az átélt szenvedésektől még most is reszkető fiatal hang, mely olyan meg­győzően javasolta a cég megerősítését célzó újításokat; tréfálkozott vele, de azért hallgatott rá; az elárusítók sorsa lassan megjavult, a tömeges elbocsátásokat holt szezon idején rendszeres szabadságolással helyettesítették; végül tervbe vették kölcsönös segélypénztár létesítését, amely kisegíti az alkalmazottakat a kényszerű munkanélküliség idején, és nyugdíjat biztosít számukra.	0.26839
Đó là mầm mống của những hội thợ thuyền rộng lớn của thế kỷ hai mươi.	A huszadik század nagy munkástársaságainak a csírája volt ez.	0.18
Vả chăng, Denise không chỉ thu hẹp ở ý muốn rịt những vết thương nóng hổi mà cô đã phải chịu: những ý kiến tế nhị của người phụ nữ mách Mouret làm khách hàng ngạc nhiên. ~~~ Cô cũng làm cho Lhomme vui mừng khi cô ủng hộ một dự kiến mà lão ôm ấp từ lâu, đó là thành lập một đội âm nhạc, mà nhạc công được tuyển lựa hết thảy trong nhân viên cửa hàng.	De Denise nem érte be annyival, hogy bekötözze azokat a sebeket, melyekből maga is vérzett valamikor: finom női ötleteket sugalmazott Mouret-nak, amiktől el volt ragadtatva a vásárló­közönség, örömet szerzett Lhomme-nak is, mert támogatta az öregnek azt a régi tervét, hogy zenekart szervezzenek a házban, és a tagjait mind a személyzetből válogassák össze.	-0.0228358
Ba tháng sau, Lhomme có một trăm hai mươi nhạc công dưới sự điều khiển của lão, ước mơ cuộc đời của lão được thực hiện.	Három hónap múlva Lhomme százhúsz zenészt dirigálhatott, élete legszebb álma megvalósult.	0.39
Và một buổi hội lớn được cửa hàng tổ chức, một cuộc hòa nhạc và một cuộc khiêu vũ, để giới thiệu đoàn nhạc của hiệu Hạnh phúc với khách hàng, với cả thế giới.	Az áruház fényes ünnepséget rendezett, hangversenyt és bált, hogy bemutassa a "Hölgyek Öröme" zenekarát a vásárlóközönségnek s az egész világnak.	0.211644
Báo chí quan tâm đến, bản thân Bourdoncle, day dứt vì những cách tân đó, cũng phải nghiêng mình trước cuộc quảng cáo đồ sộ.	Az újságok is foglalkoztak a dologgal, és maga Bourdoncle is, akit kétségbeejtettek ezek az újítások, kénytelen volt meg­hajolni az óriási reklám előtt.	0.277941
Sau đó người ta thiết lập một phòng vui chơi cho đám thư ký, hai bàn bi-a, những bàn cờ tào cáo, cờ vua.	Aztán játékszobát rendeztek be a segédeknek, két biliárd­asztallal, triktrak- és sakktáblákkal.	0.262887
Có những lớp học buổi tối trong cửa hàng, lớp học tiếng Anh và tiếng Đức, lớp học văn phạm, toán học, địa lý; người ta đi tới tổ chức cả lớp cưỡi ngựa, và đấu kiếm.	Esti tanfolyamokat is tartottak a házban, angol és német nyelvből, nyelvtanból, számtanból, földrajzból; a végén még lovagló- és vívóórákat is adtak.	0.206757
Một thư viện được thành lập, với một vạn cuốn sách cho nhân viên đọc.	Könyvtárat állítottak fel, tízezer kötetet bocsátottak az alkalmazottak rendelkezésére.	0.27439
Và người ta lại thêm một thầy thuốc thường trực khám bệnh không mất tiền, nhà tắm, quầy ăn uống, phòng hớt tóc.	Aztán bennlakó orvost alkalmaztak, aki ingyen rendelt, fürdőket, fodrászműhelyt állítottak fel.	0.191489
Tất cả mọi mặt sinh hoạt có ở đó, người ta không phải ra ngoài, học hành, ăn uống, nghỉ ngơi, trang phục.	A házban zajlott le az alkalmazottak egész élete, megvolt mindenük, tanulás, asztal, ágy, ruhá­zat, ki sem kellett lépniük az utcára.	0.276923
Hiệu Hạnh phúc các bà tự túc cả về thú vui và nhu cầu giữa Paris rộng lớn, nó quan tâm đến cả cuộc sống huyên náo đó, cái cư xá lao động đó mọc xum xuê trên đống rác của những phố cũ, cuối cùng được mở ra chói chang dưới ánh mặt trời.	A "Hölgyek Öröme" maga gondoskodott szóra­kozásról s minden szükségletről, zsibongásával elfoglalva a nagy Párizs szívét, ahol a munkának e városa akadálytalanul burjánzott az ódon utcák szemétdombján, amelyet végre elöntött a napfény. ~~~ Ezután még kedvezőbben vélekedtek Denise-ről.	-0.0114943
Bấy giờ, một luồng dư luận mới ủng hộ Denise khi mà Bourdoncle thất bại, lặp đi lặp lại một cách tuyệt vọng với người quen rằng chính bản thân anh ta ra sức để đặt được cô ta vào giường Mouret, thì điều rõ ràng người ta phải thừa nhận là cô không nhượng bộ, và uy lực tối cao của cô chính lại do những lời từ chối của cô mà ra.	Mikor a legyőzött Bourdoncle kétségbeesve ismételgette bizalmasai előtt, hogy sokért nem adná, ha maga fektethetné Denise-t Mouret ágyába, nyilvánvalóvá vált, hogy a lány nem engedett, és mindenhatósága éppen vonakodá­sából ered.	0.210108
Và tới lúc đó thì cô nổi tiếng.	E pillanattól fogva népszerűvé lett.	0.3
Người ta không lạ những điều dễ chịu nhờ cô mà họ có, người ta khâm phục sức mạnh, ý chí của cô.	Tudták, hogy mennyi jót köszönhetnek neki, és csodálták az akaraterejét.	0.133333
Ít ra đó là một người chẹn được chân lên họng ông chủ, và trả thù cho họ được hết thảy, và đã moi ra được ở ông chủ cái gì khác hơn là những lời hứa!	Végre akadt legalább valaki, aki rátette a lábát a főnök nyakára, bosszút áll valamennyiükért, és ígéreten kívül egyebet is ki tud csikarni belőle.	0.239583
Người đó đã đến, cái người đã làm cho những kẻ khốn cùng được phần nào tôn trọng.	Eljött hát az, aki egy kis megbecsülést szerez a szegény ördögöknek!	0.156716
Khi cô đi qua các quầy hàng, với cái đầu thanh tú mà ngang ngạnh, cái vẻ đằm thắm mà bất khuất, các nhân viên bán hàng mỉm cười với cô, tự hào về cô, sẵn sàng biểu dương cô trước quần chúng.	Mikor átment az osztályokon, finom és makacs fejével, gyöngéd és legyőzhetetlen arckifejezésével, az elárusítók rámosolyogtak, büszkék voltak rá, legszívesebben megmutatták volna a tömegnek.	0.265079
Denise hoan hỉ, được đề cao vì mối cảm tình càng ngày càng lớn.	Denise boldogan élvezte a növekedő rokonszenvet.	0.57538
Trời! ~~~ Có thể thế được chăng!	Hogy mi meg nem történik, teremtő Isten!	0
Cô nhìn lại cái ngày mới tới, với chiếc váy thảm hại, kinh hoàng, lạc lõng giữa những bánh xe của cỗ máy ghê gớm, trong bao nhiêu lâu cô có cảm giác mình không là gì cả, họa may như hạt kê dưới những thớt cối xay nghiến nát cả thiên hạ; và bây giờ, chính cô là linh hồn của cái thiên hạ đó; duy một mình cô là quan trọng, cô có thể bằng một lời thúc đẩy hay hãm lại gã khổng lồ bị khuất phục dưới bàn chân nhỏ bé của cô.	Látta magát, amint meg­érkezik kopott szoknyában, riadtan, elveszve a szörnyű gépezet fogaskerekei között; sokáig úgy érezte, hogy ő senki és semmi, csak egy búzaszem az egész világot megőrlő malomkövek között; ma pedig ő a lelke ennek a világnak, egyedül ő fontos itt, egy szavával gyorsíthatja vagy lassíthatja a kis lábai elé omlott óriás mozgását.	0.18806
Tuy nhiên, cô chẳng muốn những chuyện như vậy, cô xuất hiện giản dị, không tính toán, với sức quyến rũ độc nhất của tính dịu hiền.	Pedig ő nem is akarta mindazt, egy­szerűen, minden számítás nélkül jelentkezett, pusztán szelídsége varázserejével.	0.214655
Quyền lực của cô đôi lúc khiến cô ngỡ ngàng lo lắng: có cái gì đây khiến mọi người tuân theo cô?	Néha nyug­talanította és meglepte uralkodói hatalma: miért engedelmeskednek neki ezek az emberek?	0.251613
Cô chẳng đẹp, cô không làm điều xấu.	Hiszen nem szép, nem is árt senkinek.	0.211765
Rồi, cô mỉm cười, nguôi lòng, ở cô chỉ có lòng tốt và lẽ phải, lòng yêu chân lý và lô-gích nó là tất cả sức mạnh của cô!	Aztán mosolyogott, megnyugodott a szíve, mert csak jóság és józanság volt benne, az igazságnak és az okosságnak a szeretete: ebben rejlett az ereje.	0.3
Một trong những niềm vui lớn của Denise, trong ưu thế của cô, là có thể giúp ích cho Pauline.	Kiváltságos helyzetében Denise egyik legnagyobb öröme az volt, hogy hasznára lehetett Pauline-nak.	0.290426
Cô này đã có mang, và cô ta run sợ là vì đã có hai cô bán hàng, trong khoảng mười lăm ngày, phải ra đi vào tháng thứ bảy thời kỳ thai nghén.	A fiatalasszony várandós volt és reszketett, mert két hét alatt két elárusítónőt küldtek el, terhességük hetedik hónapjában.	0.246774
Ban giám đốc không dung những biến cố đó, họ không chấp nhận chuyện có con mà xem như chướng ngại khiếm nhã; cùng lắm họ cho phép cưới xin, nhưng có con thì cấm ngặt.	Az igazgatóság nem tűrte el az ilyen baleseteket, az anyaság tilos volt, mint zavaró és illetlen dolog; a házasságot még csak elnézték úgy-ahogy, de a gyermeket már nem.	0.251923
Pauline cố nhiên có chồng ở cửa hàng; tuy nhiên cô ta lo ngại, không phải vì thế mà cô không thành trở ngại, ở quầy hàng; và, để hoãn lại cái ngày bị đuổi có phần chắc đó, cô nịt người đến nghẹt thở, quyết tâm che giấu được chừng nào hay chừng ấy.	Pauline-nak ugyan a férje is a cégnél dolgozott, de ő mégis félt, mert hát ebben az állapotban nem sokáig maradhat meg az osztályon; és hogy késleltesse valószínű elcsapatását, fulladásig fűzte magát, elhatározván, hogy rejtegeti a dolgot, amíg csak lehet.	0.255372
Chính vì làm như thế mà một trong hai cô bán hàng bị đuổi vừa đẻ ra một đứa con đã chết, do hành hạ thân mình như vậy; ngay bản thân cô ta cũng khó lòng mà cứu sống được.	A két elbocsátott elárusítónő egyikének éppen most született halva a gyermeke; az a nő is így meggyötörte a derekát; nem sok remény volt az anya életbenmaradásához sem.	0.253416
Song, Bourdoncle nhận thấy da mặt Pauline đã xám đi, mà dáng đi đã nặng nề cứng nhắc.	És Bourdoncle már felfigyelt Pauline ónszínűvé váló arcára, kínosan merev járására.	0.782759
Một buổi sáng, hắn đang đứng gần cô ta, ở gian hành trang, thì một nhân viên phục vụ, khi nhấc một gói hàng lên đã va mạnh vào cô ta khiến cô ta kêu lên và đưa tay lên ôm bụng.	Egy reggel éppen mellette állott a kelengyeosztályon, mikor egy csomagot emelő szolga véletlenül úgy meglökte Pauline-t, hogy az két kezével a hasához kapott és felsikoltott.	0.255828
Lập tức, hắn dẫn cô ta đi, bắt khai nhận, và đưa ra hội đồng vấn đề đuổi cô, lấy cớ cô ta cần được về quê cho thoáng khí: câu chuyện liền được loan truyền, kết quả sẽ tai hại đối với công chúng, nếu cô ta bị đẻ non như đã có trường hợp một cô ở gian tã lót năm ngoái.	Bourdoncle tüstént elvezette, kivallatta, s a tanácsülés elé terjesztette elbocsátása kérdését, azzal az ürüggyel, hogy szüksége van a falusi jó levegőre; különben az esetnek híre megy, és borzasztó hatása lesz a közönségre, ha abortálni talál, mint tavaly is megtörtént egyszer, a csecsemőkelengye-osztályon.	0.29701
Mouret không có mặt trong phiên hội đồng nên mãi đến chiều mới có ý kiến.	Mouret nem vett részt ezen az ülésen, és csak este mondhatta meg a véleményét.	0.463014
Nhưng Denise đã kịp thời can thiệp, và anh bịt mồm Bourdoncle, nhân danh lợi ích của cả cửa hàng.	De Denise még idejében közbelépett, és befogta Bourdoncle száját, éppen a cég érdekeire hivatkozva.	0.478351
Người ta định tập hợp các bà mẹ, khiêu khích các bà mới đẻ trong khách hàng ư?	Föl akarják lázítani az anyákat? ~~~ Megbántani a kisgyermekes vevőket?	-0.0413043
Trịnh trọng, cửa hàng quyết định từ nay các cô bán hàng có chồng lúc có mang sẽ được đến một bà đỡ riêng săn sóc, một khi sự có mặt ở quầy hàng trở thành bất lợi cho mỹ tục.	És nagy­lelkűen elhatározták, hogy minden férjes elárusítónőt, aki másállapotba kerül, egy erre a célra fogadott szülésznő kezére bíznak, mihelyt az osztályon való jelenléte sérti a jóízlést.	0.292228
Hôm sau, khi Denise lên y xá thăm Pauline, cô này sau vụ bị va đã phải đi nằm, cô ta liền ôm lấy bạn hôn mạnh vào hai má.	Másnap, mikor Denise felment a betegszobába, hogy meglátogassa Pauline-t, akinek a baleset miatt ágyba kellett feküdnie, a fiatalasszony kétfelől szenvedélyesen arcon csókolta.	0.327996
— Cậu thật tốt quá!	- Milyen jó maga!	0.13125
Không có cậu, họ đã tống mình đi rồi… Mà cậu đừng lo, thầy thuốc quả quyết rằng không có chuyện gì.	Ha maga nincs, kidobnak... Ne nyugtalankodjék, az orvos azt mondja, hogy nem lesz semmi bajom.	0.17561
Baugé, chuồn khỏi gian hàng, cũng có mặt ở phía bên kia giường.	Baugé elszökött az osztályról, és ott állt az ágy másik oldalán.	0.281538
Anh ta cũng ấp úng cảm ơn, bối rối trước mặt Denise mà bây giờ anh đối xử như người thành đạt, thuộc một tầng lớp trên. ~~~ Chà!	Ő is valami köszönetfélét dado­gott, nagy zavarban volt, mert úgy tekintett Denise-re, mint egy felsőbb társadalmi osztályhoz tartozó, befutott személyre.	-0.00524476
Nếu anh ta mà còn nghe thấy những chuyện nói xấu cô, thì anh sẽ bịt mõm bọn ghen tị lại.	No hiszen, csak hallja ő meg még egyszer, hogy gyanúsítgatják, majd betapasztja ő az irigykedők száját!	0.290526
Nhưng Pauline thân mật nhún vai, đuổi anh ta đi:	Pauline azonban barátságos vállvonogatással visszaküldte az osztályára.	0.528061
— Anh bạn khốn khổ ơi, anh chỉ nói chuyện lăng nhăng… Thôi!	- Szegény drágám, annyi badarságot beszélsz...	0.17234
Để cho bọn tôi nói chuyện riêng.	Most eredj, hagyj bennünket beszélgetni.	0.283784
Y xá là một phòng dài sáng sủa, có mười hai giường xếp hàng, với những màn trắng.	A betegszoba hosszú, világos helyiség volt, tizenkét, fehér függönyös ágy sorakozott benne.	0.296667
Ở đó người ta săn sóc những viên thư ký ở tại cửa hàng khi họ không muốn trở về gia đình.	Itt ápolták a házban lakó alkalmazottakat, ha nem akartak hazamenni a családjukhoz.	0.211538
Nhưng hôm đó chỉ có một mình Pauline nằm, bên một cửa sổ rộng nhìn xuống phố Neuve-Saint-Augustin.	De ezen a napon Pauline egyedül feküdt a szobában, az Új Szent Ágoston utcára nyíló egyik nagy ablak mellett.	0.433895
