Alain Fournier	﻿ALAIN-FOURNIER	0.214286
Khi nàng đến bên Môn, tiểu thư gale khiến tôi nhớ đến những đứa trẻ cuống cuồng kia.	Egy ilyen szerencsétlen, halálra rémült kölyök képe merült fel bennem, ahogy felbukkant Yvonne de Galais feje a sötétből.	0.2375
Tôi tưởng rằng tất cả bạn bè của nàng, cả làng và toán thế giới đã chăm chú theo dõi nàng, nhưng nàng vẫn chạy, vẫn ngã như thế, tóc tai rũ rượi, mồm khóc mếu, người vấy bẩn.	S az volt az érzésem, hogy akkor is így rohant volna, nem törődve azzal, hogy elvágódik, hogy kibomlik a haja, hogy ömlenek a könnyei, hogy csupa sár lesz, ha barátai is látják, megtette volna egy falu, sőt az egész világ jelenlétében is mindezt.	0.260406
Nhưng khi hiểu rằng Môn vẫn còn đây, rằng ít ra thì cũng lần này, anh không bỏ rơi nàng, tiểu thư luồn cánh tay vào dưới tay anh, rồi vừa khóc vừa bật cười như một em bé.	Mikor azonban elhatolt a tudatába, hogy Meaulnes itt van, hogy legalább is ezúttal még nem hagyta faképnél, Yvonne de Galais Augustin karja alá csúsztatta a kezét s hirtelen mosolyogni kezdett, akár egy kis kölyök, hulló könnyein át.	0.25082
Cả hai đều chẳng nói năn gì.	Hallgatagon álltak, egyikük sem szólt semmit.	0.2
Nhưng, nàng vừa rút mùi xoa ra, Môn liền dịu dàng cầm lấy, vừa cẩn thận vừa chăm chút, anh lau vết máu trên tóc nàng.	S amikor Yvonne előkapta a zsebkendőjét, Meaulnes gyöngéden kivette a kezéből és óvatosan, körültekintően letörölte a lány hajából az alvadt vércsomókat.	0.2328
- Giờ thì về thôi - anh bảo.	- Ideje, hogy visszaforduljunk már - mondta halkan.	0.806667
	Nem akadályoztam őket egy percre sem.	-0.3
Tôi để cho hai người với nhau trong gió chiều đông mê hồn, thổi lộng quất rát mặt, anh cầm tay dắt nàng mỗi khi đường khó đi, tiểu thư thì mỉm cười và hối hả bước, đi về căn phòng vừa bị bỏ rơi chốc lát.	Elindultak a téli estben. ~~~ Olykor arcukba csapott a süvítő, karmos szél - Meaulnes időnként karját nyújtotta Yvonne-nak, hogy támasza legyen a hepe-hupás talajon s a lány mosolyogva, sietve lépkedett mellette hazafelé; otthonuk felé, mely pár percig magányosan, elárvultan állt a közelgő éjben.	-0.0150655
Chương 10	Tizedik fejezet	0.190909
"NHÀ CỦA PHRĂNG "	A "FRANTZ HÁZA"	0.22
	Másnap az egész napot az iskola sivár falai között kellett töltenem, mint valami ketrecbe zárva.	-0.3
Không yên tâm, vẫn vị giày vò bởi một nỗi lo âu đến khắc khoải mà kết cục đáng phấn khởi của sự việc đêm qua không đủ sức xua tan, tôi phải tự giam trong trường suốt ngày hôm sau.	Pedig korántsem voltam nyugodt, sőt valami érthetetlen, fojtogató szorongás kerített a hatalmába, s még az sem tudta eloszlatni bennem ezt a nyugtalanságot, hogy a tegnap esti vihar végül is jó véget ért.	0.280851
Ngay sau giờ "nghiên cứu" tiếp theo lớp buổi chiều, chẳng bao lâu, tôi lên đường đến Xablonnie.	Mihelyt az esti "leckeórával" végeztem, nekilódultam, hogy mielőbb a Sablonniéres-pusztán legyek.	0.271579
Trời tối thì tôi đi vào lối trồng thông hai bên dẫn đến ngôi nhà.	Már erősen esteledett, amikor a fenyőfasorhoz értem, mely egyenest nekivitt a háznak.	0.271233
Cửa giả đều đóng cả.	A zsaluk mindenütt rajta voltak már az ablakokon.	0.117857
	Az volt az érzésem, hogy esetleg tolakodónak tartanának, ha ilyen késői órán kopogtatnék be hozzájuk, boldog, meghitt óráikat zavarva.	-0.3
	Sokáig, késő éjszakáig ott kószáltam a kerti ösvényeken, az erdő szélén s a szomszédos földeken, azt remélve, hogy valaki majd csak előbukkan a hét lakattal lezárt házból... De hasztalan várakoztam, csalatkoznom kellett ebbeli reményemben.	-0.3
Tôi sợ bị coi là bất nhã, nếu xuất đầu lộ diện muộn thế này sau ngày cưới.	A közeli major is kihaltan állt ott az éjszakában, s egy lélek se moccant, semerre.	0.252
Tôi loanh quanh rất lâu ở ven vườn và trên những mảnh đất lân cận, luôn luôn hy vọng thấy có người ra khỏi ngôi nhà đóng chặt... Nhưng tôi thất vọng.	Nem volt mit tennem, hazafelé vettem az utam, de a legkomorabb, legelképesztőbb rémképek szegődtek útitársaimul - szüntelenül kínozva-gyötörve.	0.248571
Trong nhà tá điền bên cạnh cũng chẳng có gì động tĩnh.	A következő nap szombat volt, s ugyanolyan bizonytalan érzéseim voltak, mint előző este.	0.191803
Tôi đành ra về, bị ám ảnh bởi những tưởng tượng ảm đạm nhất.	Tanítás után sietve magamra kanyarítottam köpenyemet, botot ragadtam a kezembe s útközben egy darab kenyeret majszoltam.	0.148
Ngày hôm sau, thứ bảy, vẫn bồn chồn như vậy.	Amikor odaértem a Sablonniéres-pusztára, már ismét késő este volt.	0.211765
Chiều, tôi hối hả cầm lấy cái áo mưa không tay, cái gậy đi đường, một miếng bánh mỳ để ăn đường, và tôi đến , khi đêm đã xuống, thấy mọi nơi ở Xtablonnie đều cửa đóng then cài như hôm qua... Ở tầng hai có chút ánh sáng, nhưng khắp nơi không một tiếng ồn, không một vận động... Tuy nhiên, từ sân nhà tá điền, lần này tôi thấy cửa nhà ấy mở, và lửa cháy ở gian bếp rộng; và tôi nghe những tiếng nói và tiếng chân bước quen thuộc vào giờ ăn tối.	A ház megint csak hét lakattal lezárva álldogált az éjszakában, akárcsak előző este... Az első emeletről ugyan mintha világosság szűrődött volna ki; de életnek most sem volt nyoma; egyetlen nesz, egyetlen reccsenés nem zavarta az éjszaka csendjét... A major udvarának kapuja ezúttal nyitva volt; a konyhában lobogott a tűz, s hangokat-lépteket is hallottam, ahogy a vacsorához készülődtek.	0.194505
Dù chưa báo cho tôi biết gì, điều ấy cũng khiến tôi an tâm.	Ez kissé megnyugtatott, bár arra már nem volt lelkierőm, hogy bemenjek hozzájuk tudakozódni.	0.192187
Tôi không thể hỏi hay nói gì với những người này.	Nem tudtam volna, mit mondjak, mit kérdezzek ezektől az emberektől.	0.267857
Rồi tôi quay lại để ý nhìn phía nhà Môn, mong thấy cửa nhà anh mở ra và cái bóng cao lêu đêu của anh xuất hiện. ~~~ Chỉ uống công!	Visszamentem hát s le-föl sétáltam figyelmesen, de hiába vártam, csak nem nyílt meg az ajtó, ahogy azt minden pillanatban látni reméltem, csak nem bukkant ki mögüle Augustin karcsú, magas alakja.	-0.0470803
Mãi chiều chủ nhật, tôi mới nhất quyết gõ cửa nhà Xablonnie.	Csak vasárnap délután szántam rá magam, hogy becsöngetek hozzájuk.	0.290909
Trong khi leo những quả đồi trọc nho nhỏ, tôi nghe xa xa tiếng chuông vãn kinh chiều đông.	Ahogy kapaszkodtam föl a kopár, letarolt kaptatón, a távolból harangszót hallottam: már bent voltunk a télben s a vasárnap délutáni litániára harangoztak.	0.125806
Tôi cảm thấy cô đơn và đau khổ.	Vigasztalanul magányosnak éreztem magam.	0.275676
Một linh cảm u buồn xâm chiếm lòng tôi, nhưng tôi không rõ nó là gì.	S már nem is tudom mifajta szomorú, szorongó borongás vett erőt rajtam.	0.272727
	S tulajdonképpen nem is voltam nagyon meglepődve, amikor csöngetésemre az öregúr botorkált ki egymagában a kapuhoz.	-0.3
Và tôi chỉ phàn nàn ngạc nhiên khi, sau tiếng chuông gọi cửa của tôi, mình cụ Gale xuất hiện và se sẽ bảo tôi: Yvon de Gale đang sốt nặng, đang nằm liệt giường; Môn đã đi xa từ sáng thứ sáu, chưa biết bao giờ mới về...	Suttogva közölte velem, hogy a lányának idegláza van, ágynak dőlt a minap s hogy Meaulnes-nak halaszthatatlan ügyei voltak, ezért péntek reggel hosszú időre elutazott; nem is hagyta meg, mikor jön vissza... ~~~ Az öregúr rendkívül zavarban volt, látszott, hogy mennyire úrrá lett rajta a bánat, a fájdalom. ~~~ S minthogy nem jutott eszébe beljebb invitálni, elbúcsúztam tőle.	-0.12
Quá lúng túng và buồn phiền, cụ già quên mời tôi vào nhà, tôi bèn cáo biệt.	Ahogy becsukódott mögötte a kapu, egy pillanatig ott álltam elszorult szívvel a lépcső alján.	0.27439
Cửa khép lại rồi, tôi đứng một lúc trên bậc tam cấp, lòng se lại, bối rối lạ thường, đưa mắt nhìn trân trân, mà không hiểu vì sao, một cành hoàng đậu khô gió đu đưa buồn rầu trong nắng.	S csak néztem-néztem, még most se tudom, miért, hogy himbálódzik szomorúan egy kései napsugárnyalábban, a szél pajkos játékára, egy lila akácfa száraz, lombtalan ága.	0.334286
Cuối cùng, nỗi ân hận thầm kín mà Môn mang trong lòng đã lên đến tột đỉnh như vậy đấy.	Hát mégis, mindennél erősebb volt az a rejtélyes bánat, mely Párizsban szegődött barátom mellé!	0.284043
Cuối cùng, người bạn lớn của tôi phải né tránh niềm hạnh phúc mà anh tìm kiếm xiết bao bền bỉ...	Hát mégis meg kellett szöknie Meaulnes-nak a tartós boldogság elől?	0.0969231
Thứ năm và chủ nhật nào, tôi cũng đến hỏi thăm tình hình Yvon de Gale, cho đến một chiều, khỏi bệnh và đang dưỡng sức, tiểu thư nhờ mời tôi vào chơi.	Minden csütörtökön és minden vasárnap pontosan megjelentem, hogy érdeklődjem Yvonne de Galais hogyléte felől. ~~~ Egy este aztán, amikor már lábadozott, felkéretett magához.	0.0186916
Tôi thấy nàng ngồi bên lửa, trong căn phòng khách mà cái cửa sổ rộng và thấp mở ra đồng và rừng thông.	Ott ült a kandalló mellett, a szalonban, melynek hatalmas ablakai az erdőre s a környező szántóföldekre nyíltak.	0.280189
Nàng không hề xanh xao như tôi tưởng, mà ngược lại, cứ phừng phừng với những đám đỏ lựng dưới hai mắt, vẻ vô cùng kích động.	Valahogy úgy képzeltem el magamnak, hogy mérhetetlenül sápadt lesz, de egy csöppet sem volt az, sőt inkább láztól tüzelt az arca s a szeme alatt is piros foltok lángoltak. ~~~ És izgatott volt a szertelenségig.	-0.0125
Dù còn rất yếu, nàng vẫn trang phục như để đi ra ngoài.	Bár látszott rajta, hogy mennyire gyenge, erőtlen, felöltözött, mintha elkészülne valahová.	0.152459
Nàng nói ít, nhưng câu nào cũng hết sức sôi nổi, tuồng như nàng tự thuyết phục hạnh phúc chưa tắt đâu... Tôi không nhớ những điều chúng tôi trao đổi với nhau.	Nem sokat beszélt, de amit mondott, minden mondatából valami különös izgalom, elevenség áradt, mintha csak önnönmagát akarta volna meggyőzni arról, hogy még nem illant el végképp kezei közül a boldogság... Már nem tudnám felidézni, hogy miről beszélgettünk.	0.176571
Tôi chỉ nhớ rằng tôi đã đánh bạo hỏi khi nào Môn trở về.	De arra emlékszem, egyszerre arra tereltem tétován a beszélgetés fonalát, hogy mikor jön Meaulnes vissza.	0.15
- Tôi không biết bao giờ anh ấy về đâu - tiểu thư đáp sôi nổi.	- Nem, nem tudom megmondani magának - válaszolt gyorsan szavaimra.	0.805455
Mắt nàng có vẻ van xin, và tôi tự kìm mình, không hỏi gì thêm.	Oly könyörgően nézett rám láztól csillogó szemével, hogy nem feszegettem tovább a kérdést.	0.186364
Tôi thường đến thăm nàng.	S aztán majd mindennapos vendég lettem náluk.	0.183871
Tôi thường trò chuyện với nàng bên lò sưởi trong căn phòng khách thấp mà hễ đêm đến, thường tối nhanh hơn các phòng khác.	Gyakran ültünk elbeszélgetve a kandalló előtt, az alacsony mennyezetű szalonban. ~~~ Ide köszöntött be legkorábban az éj.	-0.024569
Không bao giờ nàng đả động đến bản thân và nỗi đau âm ỉ của nàng.	Sokszor ültünk itt beszélgetve, de Yvonne soha nem beszélt magáról, soha nem hozta szóba titkolt bánatát.	0.21039
Nhưng nàng luôn sốt sắng gợi tôi kể tỉ mỉ cho nàng nghe về cuộc đời học trò của chúng tôi ở Xanhtơ-Agat .	Annál többet kellett nekem mesélnem: s fáradhatatlanul hallgatta beszámolóimat, Sainte-Agathe-i iskolás-időnk apró-cseprő emlékeit.	0.264103
Chuyện về những phiền toái của cánh học sinh lớn chúng tôi, nàng nghe dịu dàng, trang trọng, với niềm thích thú gần như của tình mẫu tử.	Aggódva, elnéző szeretettel, szinte anyáskodó figyelemmel kísérte minden szavamat, kamasz­korunk fájó megpróbáltatásait.	0.234146
Nàng không tỏ ra mảy may sửng sốt, ngay cả trước những trò trẻ con táo tợn và nguy hiểm nhất cua chúng tôi.	Egy csepp megdöbbenés sem tükröződött az arcán, még ha legvakmerőbb, legnyaktörőbb gyerekcsínyjeink kerültek is szóba.	0.289565
Sự trìu mến đầy chăm chút mà tiểu thư thừa hưởng của cha không hề bị những cuộc phiêu lưu đáng phàn nàn của em trai làm cho suy giảm.	Ebben édesapjára ütött, tőle örökölte gyengéd figyelmességét, s még bátyja nyomorúságos kalandjai is lekötötték érdeklődését.	0.273134
Niềm tiếc nuối duy nhất mà quá khứ gợi lên cho nàng, đó la nàng đã không phải người bạn tâm tình đủ tin cậy cho em, bởi vì, vào thời điểm thất bại ê chề, cậu em không dám thổ lộ gì với nàng như với bất kỳ ai, tự cho là mất hết không sao cứu vãn.	Azt hiszem, viselt dolgainkból egy okozott neki fájdalmat csupán, hogy a bátyja nem bízott meg benne eléggé, hogy akárcsak másokhoz, hozzá sem volt őszinte életének nagy buktatóján, lelki összeomlásának perceiben, pedig Yvonne azt hitte, tudott volna segíteni rajta. ~~~ S ha meggondolom, valóban nehéz, erejét meghaladó feladatokra vállalkozott ez a törékeny fiatalasszony.	-0.0126506
Hễ nhớ lại, tôi hiểu rằng đấy là một bổn phận nặng nề mà cô gái đã đảm đương - bổn phận nguy hiểm, trợ giúp một cái đầu ảo tưởng đến điên loạn như em trai nàng; bổn phận gần như quá sức, khi cậu phải liên kết với trái tim phiêu lưu là anh bạn Môn cao kều của tôi.	Mert mennyi veszélyt rejtett magában, hogy olyan kiszámíthatatlan, bolond lélek mellé szegődött segítőtársul, mint amilyen képzelgő fickó a bátyja volt - s másik elképzelése is hasonló volt, és végül is csak összeroskadhatott alatta -, mert olyan kalandvágyó, kiismer­hetetlen szívhez kötötte életét, mint amilyen feledhetetlen barátom, Augustin Meaulnes volt.	0.314067
Một lần nàng cho tôi bằng chứng xúc động nhất và có thể nói gần như bí ẩn của niềm tin mà nàng lưu giữ trong những mơ mộng tuổi thơ của em nàng, của sự chăm lo ít ra cũng bảo tồn cho cậu những gì còn sót lại của của những mộng mơ mà cậu sống cho đến tuổi 20 kia.	Hogy mennyire bízott bátyja gyermekkori álmaiban, hogy milyen gonddal őrizgette Yvonne ezeknek az ábrándoknak legalább a roncsait - hiszen bátyja ezek közt élt közel húszéves koráig - Yvonne de Galais egy nap megkapó módon bizonyította be előttem, sőt mondhatni, egész titokzatos, sejtelmes módon.	0.28917
Đấy là một chiều tháng tư ảm đạm như cuối thu.	Egy áprilisi délutánon történt, de olyan komor volt az idő, mintha késő ősz lett volna.	0.147273
Gần một tháng rồi, chúng tôi sống trong một mùa xuân đến sớm thật dịu ngọt; người thiếu phụ trẻ đã lấy lại những cuộc dạo chơi với cụ Gale.	Már jó hónapja bent jártunk valami bódító, édes korai tavaszban. ~~~ Yvonne édesapjával naponta hosszú-hosszú sétákra indult, miket úgy imádott.	-0.0234043
Nhưng hôm ấy, cụ già thấy mệt, còn tôi thì rỗi, nàng bảo tôi cùng đi mặc dù thời tiết đe dọa.	Aznap azonban az öregúr nem érezte túlságosan jól magát, én meg épp ott voltam kéznél, s nem volt semmi dolgom.	0.297115
Rời Xablonnie được hơn nửa dặm, chúng tôi đag đi dọc cái đầm thì giông, mưa và mưa đá ập đến.	Yvonne megkért, hogy menjek csak vele; bár nem sok jót ígért a beborult égbolt.	0.160274
Vào tránh cơn mưa dưới mái nhà kho, bị gió quất lạnh buốt, chúng tôi đứng bên nhau, tư lự, trước quang cảnh tối sẫm lại.	Jó félmérföldnyire járhattunk a Sablonniéres-pusztától, éppen a kis tavacska mellett, amikor utolért bennünket a vihar, nyakunkba csördült az eső, s dobolt fejünk fölött a jég.	0.217164
Trong cái áo dài nhẹ nhõm nhưng nghiêm trang, nàng tái nhợt cả người và lộ vẻ vô cùng khổ sở.	Egy fészerben kerestünk menedéket, a zápor végeláthatatlanul zuhogott s átjárt mindkettőnket a jeges szél.	0.294118
	Egymás mellett álltunk s tűnődve néztük a beborult, sötétedő tájat.	-0.3
	Még most is magam előtt van, ahogy ott áll tündéri, komoly, felnőttes ruhácskájában, az arca sápadt, s látszik, hogy emészti a bánat.	-0.3
- Phải về thôi - nàng nói - Ta đi lâu quá rồi.	- Azt hiszem, jobb volna, ha hazamennénk - mondta halkan.	0.826306
	- Oly régen eljöttünk.	-0.3
Liệu có gì xảy ra không?	S ki tudja, mi történhet velünk?	0.255556
Nhưng khi cuối cùng chúng tôi có thể rời chỗ trú, trước sự ngạc nhiên của tôi, đáng lẽ về Xablonnie, tiểu thư đi tiếp và yêu cầu tôi đi cùng.	Annál jobban meglepődtem, hogy amikor a vihar alábbhagyott már és kiléphettünk a fészerből - Yvonne nem a Sablonniéres-puszta felé indult el, hanem épp ellenkező irányba s megkért, hogy kísérjem csak tovább. ~~~ Soká mentünk, szótlanul.	-0.0384615
Đi khá lâu, chúng tôi đến trước một ngôi nhà mà tôi không biết, chơ vơ ven con đường lún chắc dẫn đến Prêvơrănggiơ.	Végül is egy kis házikó előtt kötöttünk ki; ott álldogált magányosan egy elhagyatott út mentén, melyen valószínűleg Préveranges felé lehetett eljutni.	0.258779
Ấy là một ngôi nhà nhỏ thường thường bậc trung, ốp đá đen, không có gì khác biệt với phong cách ở địa phương ngoài cái hẻo lánh và đơn độc của nó.	Még sohasem láttam ezt a kis házat: vidéki úrilak jellege volt, palatetővel - százával voltak ilyesmik arrafelé a környéken, egyedül az lepett meg, hogy a lakott helyektől ennyire távol van, ennyire félreesik.	0.251497
Thấy Yvon de Gale, ta dễ tưởng ngôi nhà này là của chúng tôi và bị chúng tôi bỏ rơi suốt một cuộc du lịch dài.	Ha valaki látta volna akkor Yvonne de Galais-t, azt mondta volna, hogy a miénk a ház és most tértünk csak vissza valami hosszú, távoli útról.	0.389961
Nàng cúi xuống mở cửa một hàng rào lưới thấp mắt cáo và, vẻ lo lắng, hối hả xem xét chốn cô liêu.	Yvonne előrehajolt és betaszította a kis rácsos kaput. ~~~ Nyugtalanul nézett körül, embernek nyoma sem volt, semerre.	-0.00137615
Một cái sân lớn đầy cỏ dại, mà chắc chắn trẻ con đã đến chơi trong những buổi tối dài dằng dặc và chậm chạp cuối đông, bị gió mưa tàn phá.	Nagy, füves udvaron álltunk. ~~~ Talán gyerekek jártak ide játszani a hosszú, nehezen múló tél végi estéken. ~~~ A vihar nyomán mindenesetre patakokban ömlött most végig rajta a víz.	-0.114286
Một cái vòng dầm mình trong một vũng nước.	Egy tócsából egy ottfelejtett karika kandikált ki.	0.29375
Trong mấy mảnh vườn nhỏ mà lũ trẻ đã gieo giống đậu và các loài hoa, mưa lớn chỉ còn để lại những vệt sỏi trắng.	A kert egyik részét, ahová a gyerekek virágot ültettek meg borsót - teljesen feldúlta a vihar, a zápor, csak a virágágyakat szegélyező fehér kavicsok csillogtak elő egy kupacban.	0.216923
	Az egyik esőverte ajtó küszöbén egy fészekalja pihés kiscsibére bukkantunk.	-0.3
Cuối cùng, chúng tôi phát hiện ra một đàn gà con bị mưa rào đập chết, tấp vào một khung cửa gỉ.	Oda menekülhettek a zápor elől, mind csuromvizesek voltak, viharvertek, s legtöbbjükben már nem volt élet.	0.282
Gần như cả đàn đã chết dưới đôi cánh cứng đơ và bộ lông xác xơ của gà mẹ.	Ott szorongtak egymás mellett, a kotlós megmerevedett szárnya, felborzolt s megtépázott tolla alatt.	0.279545
	Micsoda szívbemarkoló látvány volt!	-0.3
	A fiatalasszony felsikoltott, rémülten a szája elé kapva a kezét.	-0.3
Trước cảnh thương tâm ấy, thiếu phụ kêu lên một tiếng nghẹn ngào.	S aztán lehajolt - mit érdekelte, hogy bemocskolhatja magát a sárral, a vízzel!	0.283562
Nàn gkhom người, và không để ý gì đến bùn, nước, chọn ra những chú gà còn sống, bắt đặt vào vạt áo măng tô của mình.	-; és a döglött csibék közül kiszedte azokat, melyekben még pislákolt némi nyoma az életnek, kiválogatta őket s gondosan berakta kötényként felhajtott köpenyébe.	0.243182
Rồi chúng tôi vào căn nhà mà nàng có chìa khóa.	A zsebéből kulcsot vett elő s beléptünk a házba.	0.280851
Bốn cửa ra vào mở ra một hành lang hẹp có gió lùa vào làm phát ra những tiếng kêu rú rít.	Fütyülve süvített be utánunk a szél a keskeny folyosóra, ahonnan négy ajtó nyílott.	0.256098
	Yvonne kinyitotta a jobb kéz felőli első ajtót és betessékelt a szobába.	-0.3
Yvon de Gale mở cửa đầu tiên bên phải và đưa tôi vào một căn phòng tối, trong đó, một lát sau, tôi nhận rõ một tấm gương to và một cái giường nhỏ phủ một tấm mền lụa đỏ theo kiêu nông thôn.	Homályos helyiségbe léptem, egy percig valósággal elvakított a sötét, csak aztán tudtam kivenni a nagy, metszett tükröt, meg a kis ágyacskát, melyen - mint általában a falusi házakban - egy vörös selyem-huzatú dunyha púposodott.	0.289952
Còn tiểu thư, sau khi tìm kiếm trong phòng còn lại, nàng trở ra, mang theo lũ gà ốm dở trong một cái giỏ lót lông tơ, rồi cẩn thận luồn xuống dưới tấm mền.	Yvonne közben valamelyik másik szobában matatott. ~~~ Finom, puha pihékkel bélelt kosárral lépett be a szobába, abba rakta a gyógyításra szoruló csibéket.	-0.0215753
Trong chút ánh ngày mệt mỏi, chút đầu tiên và cuối cùng, làm cho bộ mặt chúng tôi nhợt nhạt hơn và bóng đêm đáng buồn tăm tối hơn, chúng tôi đứng đó, giá lạnh và đau khổ, trong căn nhà kỳ lạ.	S aztán bedugta a kosarat a dunyha alá, gondosan, vigyázva. ~~~ Egy bágyadt napsugár villant be hirtelen az ablakon, az első és utolsó azon a napon.	-0.090458
Thỉnh thoảng, nàng lại chăm chú nhìn đàn gà ốm, nhấc ra một con mới chết để những con còn lại khỏi chết lây.	S az arcunk csak még sápadtabban csillogott tőle, s csak még nagyobb sötéttel tört ránk az éj. ~~~ S csak álltunk ott vacogva, gondterhesen a titokzatos, idegen házban.	-0.0368852
Mỗi lần như vậy, chúng tôi có cảm giác như có một cơn gió to thổi qua các cửa kính bị vỡ ở trên gác, hay một nỗi khổ đau bí hiểm của những đứa trẻ không quen biết đang lặng lẽ thở than.	Yvonne de Galais pillanatonként bekukkantott a fészekbe, hol lázasan csipogtak a kiscsibék, s ha valamelyikük kimúlt, tüstént kivette, nem akarta, hogy a többire is átragadjon a halál.	0.238235
- Đây là - cuối cùng người bạn đường bảo tôi - nhà của Phrăng khi em còn nhỏ.	S ilyenkor mindannyiszor az volt az érzésünk, mintha valami halkan sírdogálna fölöttünk.	0.296471
Em từng muốn một ngôi nhà chỉ của riêng em, xa mọi người, ở đó hễ thích là em có thể đến sống và chơi đùa.	Talán a szél suhogott be a padlás törött ablakain, talán egy ismeretlen gyermek titkos bánata ért a fülünkbe.	0.250485
Trò ngông đó, ba tôi thấy sao mà kỳ lạ, buồn cười đến nỗi Người không từ chối.	- Ez volt Frantz háza - kezdte hosszú hallgatás után Yvonne - amikor még kicsi volt.	0.232
Khi nào thích, thứ năm, chủ nhật, Phraăng lại ra ở nhà ấy như một người lớn.	Egy nap azzal a kívánsággal állt elő, hogy kell neki egy ház, ahol magában lehet, távol mindenkitől, ahol játszadozhat, ahol agyonütheti az idejét, vagy ahová bezárkózhat, akkor, amikor kedve szottyan rá.	-0.0662791
Trẻ em các trại lân cận đến chơi với em, giúp em nấu nướng, làm vườn.	Édesapámat megkapta ez a különös, szeszélyes, furcsa ötlet.	0.205
Một tro chơi rất tuyệt!	Nem is akarta lebeszélni róla Frantzot.	0.188889
	Így aztán, amikor eszébe jutott, ha nem ment iskolába, vagy vasárnaponként, kiszámíthatatlan szeszélye szerint, kivonult a "birtoká"-ra s ott töltötte a napot, magányosan, mint egy meglett férfi.	-0.3
	A környező tanyákról át-átruccantak hozzá a gyerekek, együtt játszadoztak, segítettek neki főzni, rendben tartani a házat, vagy vele együtt kertészkedtek e nem mindennapi birodalomban.	-0.3
Đêm đến, em không sợ ngủ một mình.	Játék volt, igaz, de nagyszerű, csodálatos!	0.285366
Còn chúng tôi, chúng tôi khâm phục em đến nỗi chẳng lo lắng gì.	S ha ráesteledett, ott maradt - nem ismervén a félelmet - egyedül aludt a házban.	0.282609
	Mi mindig elfogultak voltunk vele szemben, annyira bámultuk minden cselekedetét, hogy még csak nyugtalanok se voltunk miatta, talán eszünkbe sem jutott egy percre sem, hogy ez nem mehet így sokáig.	-0.3
	Most már régen, nagyon régen elhagyatott a ház - folytatta Yvonne de Galais, mélyet sóhajtva.	-0.3
- Đã lâu rồi, và bây giờ cũng vậy - tiểu thư thở dài nói tiếp - căn nhà bỏ không.	- Apám egyik napról a másikra megöregedett, a fájdalom egészen összetörte.	0.488356
Vì đã già nua, lại quá đau khổ, ba tôi chưa hề động tĩnh hay tìm kiếm gì để gọi em về.	Soha semmit nem tett annak érdekében, hogy felkutassa, hol lehet a bátyám, hogy visszahívja közénk!	0.293548
Mới lại ba có thể làm gì kia chứ?	S vajon lett volna-e értelme megpróbálni a lehetetlent?	0.178378
"Tôi sang đây luôn luôn.	Én azért sokszor eljövök ide.	0.253846
Các thiếu niên ở các trang trại xung quanh vẫn đến chơi trong sân như trước.	A kisebb gyerekek ma is ide járnak a környékből, itt játszadoznak kint az udvaron, akárcsak Frantz idejében.	0.234146
Tôi thích thú nghĩ rằng đây chính là những bạn cũ của Phrăng. ~~~ Mong rằng chính em vẫn còn là một đứa trẻ, và chả bao lâu nữa, em sẽ trở về với người vợ chưa cưới mà em tự chọn.	S ilyenkor azzal áltatom magam, hogy ezek mind a bátyám hajdani játszótársai, - hogy még ő maga is kamasz és rövidesen visszajön, menyasszonyával a karján, akit megszeretett s akiért távoli utakra kelt.	-0.00882353
"Lũ trẻ ấy rất biết tôi.	A környékbeli gyerekek jól ismernek engem.	0.19
Tôi chơi với chúng.	Eljátszadozom velük és szeretnek is, tudom.	0.0272727
Ổ gà con này là của chúng tôi...	Ó, mennyit játszadoztunk együtt ezekkel az édes kis csibékkel is...	0.0514286
	Soha még csak említést se tett kínzó bánatáról, hogy mennyire fáj neki bolondos, drága testvére eltűnése, akit valósággal imádott.	-0.3
Nỗi đau lớn mà nàng chưa hề hé răng, sự luyến tiếc đã mất đứa em vô cùng điên rồ, hấp dẫn và đáng khâm phục, phải nhờ cơn mưa rào và cuộc tan băng này mới được nàng thổ lộ với tôi.	S ha nem jön ez a váratlan vihar, ha kedvenc csibéi nem pusztulnak el ily nyomorultul - miket mint egy kisgyermek, megsiratott - talán sohasem önti ki nékem a szívét. ~~~ Csak hallgattam szótlanul, nem volt rá egyetlen szavam sem, de a lelkem zokogott-zokogott keservesen...	-0.0247573
Tôi lặng im chăm chú nghe, thì thầm nức nở...	S aztán tenni-venni kezdett.	0.0555556
Cửa ra vào nhà đóng lại hết, cửa hàng rào đóng xong, lũ gà con trả về cái ổ bằng cành cây ở sau nhà, tiểu thư buồn bã luồn tay vào dưới cánh tay tôi và tôi đưa nàng đi về.	A megmentett kiscsibéket becsukta ketrecükbe, mely ott volt valahol a ház mögött. ~~~ Az ajtókat bezárta s a kis rácsos kaput is gondosan betette mögöttünk, majd fáradtan-szomorúan felém nyújtotta a karját.	-0.00567568
Bao tuần, bao tháng trôi qua!	Szótlanul sétáltunk visszafelé.	0.248276
	Hét hétre, hónap hónapra múlt el így.	-0.3
Trời đã qua!	Ó, hogy ködbeveszett ez az idő!	0
Hạnh phúc đã mất!	Ó, mily illanó a boldogság!	0.231818
