James Joyce	﻿JAMES JOYCE	0.218182
Cha Purdon diễn giải đoạn kinh với một giọng vang rền tin tưởng.	Purdon atya messze zengő biztonsággal fejtegette a textust.	0.546061
Đây là một trong những đoạn khó nhất trong Kinh thánh, ông ta nói, để có thể diễn giải một cách đúng đắn.	Az egész szentírásban, mondta, talán ezt a részt a legnehezebb kielégítően megfejteni.	0.178571
Với những người theo dõi bình thường thì đoạn này dường như ít nhiều có vẻ trái ngược với đạo đức tối cao Jesus Christ từng giảng những chỗ khác.	A felületes szemlélő talán úgy ítélné, hogy a nevezett rész eltér mind ama mély értelmű erkölcsi intelmektől, amelyeket Jézus Krisztus oly sok helyütt kinyilatkoztatott.	0.294512
Nhưng, ông nói với những người nghe của mình, đối với ông đoạn này đặc biệt hợp để chuyển thành lời soi đường cho những người có số phận phải dẫn dắt cuộc sống của cõi đời này, tuy nhiên, lại chưa muốn dẫn dắt cuộc sống đó theo cách của người trần tục.	De, elmondhatja a híveknek, számára ez a passzus mintha több lenne, mintha különösképp alkalmas vezérlő kalauz lenne azok számára, akik az e világi anyagiasság szellemében szeretnék e rövid életet irányítani.	0.1575
Đó là một bài kinh cho các thương gia lớn.	Ez a passzus az üzletemberek, a társadalmi emberek számára adatott.	0.18
Jesus Christ, bằng trí tuệ thần diệu của Người thấu hiểu từng ngóc ngách bản chất con người chúng ta, hoàn toàn rằng không phải ai cũng được gọi đến với cuộc sống tôn giáo, rằng cho đến giờ phần lớn bị buộc phải sống trong cõi đời này, và, tới một mức nào đó, sống cho cõi đời này, và trong câu này Người chỉ bảo cho họ đôi lời, đưa ra cho họ mẫu những kẻ tôn thờ Mammon 30, những kẻ, so với người khác, ít quan tâm nhất đến những vấn đề tôn giáo.	Jézus Krisztus, emberi természetünk gyarló mivoltának isteni értője, tudván, hogy nem mindenki érez elhivatottságot a vallásos életre, hogy az emberiség nagy-nagy sokasága kényszeríttetik a világi életre, és bizonyos mértékig a világért való életre: nekik szánta hát e mondatból fénylő tanács igéjét, azok vissza­taszító példáját állítván eléjük, akik a mammon imádásában megfeledkeznek szorgalmatosan munkálni örök életük kertjét.	0.249767
Ông nói với những người nghe của mình rằng ông có mặt ở đây tối nay không phải vì một mục đích to tát hay quá mức gì, mà như một người bình dị trò chuyện với bạn hữu của mình.	Elmondta híveinek azt is, hogy nem valami rettentő, túlzott kívánalmak érdekében van itt velük ez estén; mint világi ember az embertársaihoz, úgy kíván szólni hozzájuk.	0.232919
Ông đến đây để trò chuyện với các thương gia, và ông sẽ nói với họ theo phong cách thương gia.	Jött, hogy üzletembe­rek­kel beszéljen, és az üzlet nyelvén fog beszélni velük.	0.21
Nếu dùng phép ẩn dụ, ông nói, thì ông sẽ là viên kế toán tinh thần của họ, và ông muốn các thính giả của ông hãy mở những quyển số của họ ra, những cuốn sổ đời sống tinh thần của họ, và xem xem chúng có ăn khớp hoàn toàn với lương tâm hay khác.	Ha megengedhető ez a metafora, mondta, tekintsék úgy őt, mint lelki életük könyvvizsgálóját; azt kívánja híveitől, járuljanak elé egyenként és egymás után, nyissák fel előtte könyveiket, lelki életük számlakönyvét, és vizsgálják felül együtt, vajon egyezik-e a lelkiismeretükkel.	0.289963
Jesus Christ không phải là một viên đốc công độc đoán.	Jézus Krisztus nem engesztelhetetlen munkaadó.	0.193333
Người hoàn toàn những lỗi lầm nho nhỏ của chúng ta, hiểu những nhược điểm của bản chất yếu đuối khốn khổ của chúng ta, hiểu những cám dỗ của cõi đời này.	Megérti kis hibáinkat, megérti esendő természetünk gyengeségeit, megérti az élet csábításait.	0.0375
Chúng ta có thể đã từng, tất cả chúng ta lúc này hay lúc khác đều đã phải đối mặt với cám dỗ chúng ta có thể từng có, chúng ta đều có, những lúc thất bại.	Megejthet, és mindannyiunkat meg is ejt a kísértés; elbukhatunk; és időről időre el is bukunk mindannyian.	0.084
Nhưng có một điều duy nhất, ông ta nói, ông sẽ đề nghị những người nghe làm.	Csupán egyet kér, mondta, egyetlen dolgot híveitől.	0.084
Đó chính là: hãy trung thực và can đảm với Chúa.	És ez: álljanak Isten elé egyenesen, férfiasan.	0.254348
Nếu như những tài khoản của họ ăn khớp hoàn toàn, hãy nói"	Ha számláik minden ponton egyeznek, mondják:	0.139535
- Vâng, tôi đã kiểm tra những tài khoản của tôi.	- Számláimat átvizsgáltam, és rendben találtam azokat.	0.663679
Tôi thấy tất cả đều ổn. ~~~ Nhưng nếu, rất có thể xảy ra như vậy, có những chỗ sai lệch, hãy thừa nhận sự sự thật, hãy thẳng thắn và nói như một người đàn ông:	De ha, történetesen, valahol eltérés mutatkozik, valljuk be az igazságot egyenesen, férfiasan:	-0.1
- Vâng, tôi đã xem xét các tài khoản của tôi.	- Könyveim átvizsgálása után ezt meg ezt hibásnak találtam.	0.53125
Tôi thấy cái này và cái kia không được đúng đắn lắm.		-0.3
Nhưng nhờ ân sủng của Chúa, tôi sẽ chỉnh lại cái này và cái này. ~~~ Tôi sẽ chỉnh lại các tài khoản của tôi.	De Isten kegyelmével ezt meg ezt helyrehozom, hogy aktív mérleggel állhassak szent színe elé.	-0.03125
Người Chết	A HOLTAK	0.0375
Lily, con gái người gác cổng, đúng là đang vắt chân lên cổ.	Lily, a házmesterlány majd elhagyta a lábát siettében.	0.565409
Cô mới vừa dẫn một quý ông vào phòng xép đàng sau phòng làm việc dưới tầng một và giúp quý ông cởi áo khoác, thì chuông ngoài sảnh đã lại rè rè vang lên và cô lại phải vội vàng chạy qua hành lang đón vị khách tiếp theo.	Még be sem vezette az egyik urat a föld­szinti iroda mögötti kamrácskába, még le sem segítette róla a télikabátot, az asztmás csengő máris újra hördült, és futnia kellett a kongó hallon át az ajtóhoz, beereszteni az újonnan érkezőt.	0.278281
May mà cô không phải đứng đón cả các quý bà. ~~~ Miss Kate và Miss Julia lường trước được tình hình và đã biến phòng tắm trên gác thành phòng để đồ cho các bà.	Még szerencse, hogy a hölgyekkel nem neki kellett vesződnie, hanem Kate kisasszony és Júlia kisasszony gondolt velük a női öltözővé dúlt emeleti fürdőszobában.	0.0228306
Miss Kate và Miss Julia đang ở đó, cười nói tíu tít, chốc chốc lại líu ríu thay nhau đi ra phía đầu cầu thang, dòm xuống lan can và vọng xuống hỏi Lily xem ai vừa đến.	Ott volt a két kisasszony; pletykáltak, vihogtak, fontoskodtak, egymás sarkát taposva futkároztak a lépcsőhöz, és a korláton át kiabálva faggatták Lilyt, hogy ki jött.	0.273585
Dạ hội hàng năm của nhà Morkan luôn là một dịp trọng đại.	A Morkan kisasszonyok évi bálja mindig esemény volt Dublinban.	0.558621
Ai biết họ đều đến dự cả, họ hàng người thân, bạn cũ gia đình, thành viên đoàn thánh ca của Julia, bất cứ học trò nào đủ tuổi trưởng thành của Kate, và thậm chí còn có cả mấy học trò của Mary Jane.	Akik csak ismerték őket, ez alkalommal mind megjelentek: családtagok, régi barátok, Júlia kórusának tagjai, Kate növendé­kei közül azok, akik már nagyok voltak hozzá, sőt Mary Jane egy-két tanítványa is.	0.36
Chưa một lần nào dạ hội thất bại. ~~~ Trong ký ức của mọi người bao nhiêu năm nay nó đã luôn diễn ra một cách tuyệt hảo: từ hồi Kate và Julia, sau cái chết của người anh trai Pat, rời bỏ ngôi nhà ở Stoney Batter và đưa Mary Jane, cô cháu gái duy nhất của họ, đến sống trong ngôi nhà tối tăm ảm đạm trên giữ Usher's Island, nơi họ thuê lại tầng hai từ Mr Fulham, một thương gia buôn ngũ cốc giờ sống ở tầng dưới.	Ember­emlékezet óta fényes sikerrel zárult a bál minden évben, amióta bátyjuk, Pat halála után Kate és Júlia elhagyta a Stoney Batter-i házat, és magukhoz vették egyetlen unokahúgukat, Mary Jane-t az Usher’s Island-i komor házba, amelynek emeleti részét a földszintén lakó gabonakereskedőtől, Mr. Fulhamtól bérelték.	0.0541118
Mới thế mà đã ba mươi năm.	Úgy megvolt ennek már jó harminc esztendeje, mint egy napja.	0.0677419
Mary Jane, hồi đó còn là cô bé con mặc quần cộc, giờ đã một tay cai quản gia đình bởi cô phụ trách đàn organ nhà thờ trên đường Haddington.	Mary Jane, aki akkor kurtaszoknyás kisleányka volt, ma a háztartás fő támasza, mert ő a Haddington úti templom orgonistája.	0.508696
Cô đã học qua Nhạc viện và mỗi năm lại đều đặn tổ chức một buổi hòa nhạc học sinh trong khán phòng nhà hát Antient Concert Rooms.	Mióta elvégezte az akadémiát, évente egy-egy gyerekhangversenyt ad az Antient Koncertterem felső helyiségében.	0.418959
Rất nhiều học trò của cô là con cái những gia đình có máu mặt sống phía Kingstown và Dalkey.	A Kingstown-Dalkey vasútvonal mentén lakó jobb családok közül sokan küldték hozzá gyerekeiket zenét tanulni.	0.27551
Mặc dù đã lớn tuổi nhưng các dì của cô vẫn tham gia vào nhiều việc.	Amennyire koruktól tellett, nagynénjei is megtették a magukét.	0.225
Julia, dù tóc đã khá bạc, vẫn là giọng nữ cao chính của Nhà thờ Adam và Eva, và Kate, không còn đủ sức khỏe để ra ngoài thường xuyên, thì dạy nhạc cho người mới học bằng cây đàn piano vuông cũ kỹ trong phòng khách phía sau.	Júlia már galambősz volt, mégis mindig ő énekelte az első szopránt az Ádám-Éva-templomban, és Kate a hátsó szobában, a vén pianinón adott zongora­leckéket gyerekeknek kezdő fokon, mert ahhoz már gyenge volt, hogy eljárjon hazulról.	0.277027
Lily, con gái người gác cổng, làm các việc nội trợ cho họ.	Lily, a házmesterlány látta el a szobalányi teendőket.	0.571069
Mặc dù cuộc sống của họ rất bình dị, họ luôn tin vào gía trị của việc ăn ngon, luôn luôn là thứ tốt nhất, thịt thăn bò hảo hạng, trà giá ba shilling và bia stout đóng chai loại ngon nhất.	Szerényen, de jól éltek; asztalukra mindenből a legfinomabb került: vesepecsenye, három shillinges tea, elsőrendű palackozott barnasör.	0.136154
Lily hiếm khi chọn mua nhầm thức ăn, vậy nên cô sống hòa hợp với ba bà chủ của mình.	S minthogy Lily is a legritkábban hibázott a rábízottak teljesítésében, nagyon jól megfért három úrnőjével.	0.438587
Họ chỉ hơi nhặng xị kiểu cách một chút, nhưng chỉ thế thôi.	Kicsit ideges természetűek, de hát istenem.	0.107143
Điều duy nhất họ không thể chịu được là sai bảo mà lại bị cãi lại.	Hanem egyetlen dolgot ki nem állhatták: ha valaki visszafeleselt nekik.	0.235385
Tất nhiên, họ hoàn toàn có lý do để nhặng xị kiểu cách trong một đêm như thế này.	Ma este persze megvolt minden okuk, hogy idegesek legyenek.	0.075
Rồi thì còn chuyện đã quá mười giờ lâu lắm r rmà vẫn chưa thấy tăm hơi Gabriel và vợ đâu.	Már tíz óra is elmúlt, és Gabriel meg a felesége még mindig sehol.	0.330415
Lại thêm chuyện họ đang lo phát sốt nhỡ đâu Freddy Malins lại đến đây trong bộ dạng say mèm.	Különben is iszonyúan féltek attól, hogy Freddy Malins részegen talál betoppanni.	0.716456
Có các vàng họ cũng không thể để một học trò nào của Mary Jane nhìn thấy anh ta bị ma men dẫn đường như thế, đôi khi rất khó quản lý anh ta trong tình trạng say sưa như vậy.	A világért sem szerették volna, ha Mary Jane tanítványai ilyen állapotban látnák; és ilyenkor milyen nehéz bánni vele.	0.429949
Freddy Malins thì luôn đến muộn rồi, nhưng họ đang băn khoăn không hiểu cái gì có thể cản chân Gabriel và đó chính là điều khiến cứ hai phút một họ lại chạy ra lan can để hỏi Lily xem Gabriel hoặc Freddy đã đến chưa.	Freddy Malins mindig későn szokott jönni, de mi tartóztatja Gabrielt, azt végképp nem értették, ezért szuszogtak minden két percben a lépcsőkorláthoz, és szólongatták Lilyt, hogy megjött-e már Gabriel vagy Freddy.	0.548943
- Ôi ngài Conroy - Lily kêu lên khi cô mở cửa cho Gabriel - Miss Kate và Miss Julia đã tưởng là chẳng bao giờ ngài đến được mất.	- Jaj, Mr. Conroy - üdvözölte Lily Gabrielt, mikor ajtót nyitott -, a kisasszonyok már azt hitték, soha nem ér ide.	0.766814
Xin chào bà Conroy.	Jó estét, Mrs. Conroy.	0.852632
- Tôi cũng đoán thế - Gabriel nói - nhưng họ quên rằng người vợ của tôi đây phải mất ba tiếng đồng hồ sống chết mới chuẩn bị được xong váy áo ư.	- Igazán lekötelező - felelte Gabriel -, de azt mindig elfelejtik, hogy nejemnek, íme, három halálos órába került, míg felöltözik.	0.634217
Anh đứng trên tấm thảm, rũ cho tuyết rơi khỏi ủng cao su, trong lúc Lily đưa vợ anh đến chân cầu thang và gọi vọng lên:	Megállt, a lábtörlőn, és a havat kotorta kalucsnijáról, míg Lily a lépcsőfeljáróhoz kísérte a feleségét.	0.431425
- Thưa Miss Kate, Mrs Conroy đã đến rồi đây ạ.	- Kate kisasszony, megjött Mrs. Conroy.	0.620238
Kate và Julia lập tức lật đật đi xuống cầu thang tối mò.	A kisasszonyok letipegtek a sötét lépcsőn.	0.15
Hai bà rối rít hôn vợ Gabriel, nói chắc hẳn cô đang lạnh cóng, và hỏi Gabriel đâu.	Mind a ketten megcsókolták Gabriel feleségét; aztán nekiestek, hogy elevenen kellene megégetni, és vele jött-e Gabriel.	0.391243
- Cháu đây, đúng hẹn như nhà dây thép, dì Kate!	- Itt vagyok, Kate néni - épen és sértetlenül.	0.559091
Mọi người cứ lên trước đi.	Tessék csak felmenni.	0.114286
Cháu sẽ đi sau - tiếng Gabriel vọng lên từ khoảng tối phía dưới.	Én is megyek azonnal - szólt ki Gabriel a sötétből.	0.701705
Anh tiếp tục giậm chân giũ tuyết trong khi ba người phụ nữ lên gác, cười nói, đi vào phòng để đồ của các bà.	Élénken folytatta kalucsnija tisztogatását, miután a három nő nevetgélve elindult a női öltözőbe.	0.229592
Một viền tuyết phủ trên bờ vai áo choàng và trên mũi giày của anh, và khi những chiếc khuy áo trượt ra cùng tiếng rin rít từ làn vải len cứng đơ vì tuyết bám, một làn không khí lạnh cóng phả ra từ những đường xẻ và ly áo.	Télikabátja vállán és kalucsnija orrán kis kúpok fehérlettek könnyű hópihékből, és amint a fagyos-merev gomblyukakon csikorogva csúsztak át a gombok, jó szagú, hideg levegő áradt a kabát öbleiből, ráncaiból.	0.250244
- Tuyết lại rơi ạ, thưa ngài Conroy?	- Megint esik a hó, Mr. Conroy?	0.916667
- Lily hỏi.	- kérdezte Lily.	0.95
cô vẫn đi trước dẫn đường vào phòng xép để giúp anh treo áo khoác.	Előtte ment a kamrácskába, hogy lesegítse róla a télikabátot.	0.231148
Gabriel mỉm cười trước cái cách cô nhấn tên họ anh thành ba âm tiết 1 và liếc nhìn cô.	Gabriel elmosolyodott, és a lányra pillantott.	0.394481
Cô là một cô gái mảnh dẻ, cơ thể đang lớn, da nhợt nhạt, tóc vàng.	Milyen furcsán mondta ki a nevét! ~~~ Vézna kamaszlány volt Lily, sápadt képű, szalmahajú.	-0.0222973
Làn khí sưởi tỏa ra trong căn phòng xép càng làm cô trông nhợt nhạt hơn.	A kamra gázlángjánál még sápadtabbnak tűnt az arca.	0.155769
Gabriel biết cô từ khi cô còn là một cô nhóc hay ngồi nơi bậc thềm, ôm ấp con búp bê nhồi vải vụn.	Gyermekkora óta ismerte a lányt Gabriel, a legalsó lépcsőfokon szokott üldögélni, rongybabáját babusgatva.	0.297143
- Phải Lily ạ - anh trả lời - và tôi nghĩ tuyết còn tiếp tục rơi hết đêm nữa.	- Igen, Lily - felelte -, és azt hiszem, el sem áll az éjjel.	0.715385
Anh ngước nhìn lên trần nhà, nó đang rung nhẹ dưới những bước giậm đổi chân theo nhịp nhảy trên lầu, lắng nghe tiếng đàn piano một lúc và rồi nhìn sang cô gái, cô đang cẩn thận gấp áo khoác của anh để vào dưới giá.	- Felnézett a kamra mennyezetére, amely remegett a csoszogástól és a lábdobogástól, egy pillanatra a zongorára figyelt, aztán a lányra nézett, aki az asztal végénél télikabátját hajtogatta össze gondosan.	0.237245
- Nói cho tôi biết nào, Lily - anh nói, giọng thân mật - cô còn đi học không?	- Mondd csak, Lily - kérdezte barátságos hangon -, jársz még iskolába?	0.942308
- Ôi không, thưa ông - cô trả lời - Tôi học xong đã hơn năm nay rồi.	- Jaj, dehogy, kérem. ~~~ Az idén egyszer és mindenkorra végeztem vele.	-0.0140625
- Ồ, thế thì - Gabriel nói một cách vui sướng - chắc chẳng mấy chốc chúng ta sẽ được dự cưới của cô với một anh chàng trẻ tuổi, phải không?	- Hát akkor - mondta Gabriel vígan -, azt hiszem, egy szép napon mehetünk is az esküvődre, mi?	0.516541
Cô gái liếc lại anh qua vai và nói với một giọng cực kỳ chua cay:	A lány a válla fölött visszapillantott, és hangjából keserűség csordult, amikor válaszolt:	0.208696
- Đàn ông bây giờ chỉ toàn lũ tán tỉnh vớ vẩn để lợi dụng thôi.	- A mai férfiak csak hízelegni tudnak, azt is akkor, ha kinéznek az emberből valamit.	0.479392
Gabriel đỏ mặt, cảm thấy như anh vừa phạm phải sai lầm và, không nhìn cô, đẩy tuột ủng cao su ra khỏi chân và lấy bao tay chăm chú phủi đôi giày da bóng của anh.	Gabriel megérezte, hogy bakot lőtt. ~~~ Elpirult, és földre sütött szemmel rugdosta le kalucsniját, aztán nagy igyekezettel csapkodni kezdte sáljával fekete cúgoscipőjét.	-0.00833333
Anh là một người đàn ông trẻ đẫy đà, khá cao.	Jól megtermett, izmos férfi volt Gabriel.	0.192308
Sắc hồng hào trên má anh lan lên tận trán, ở đó nó nhạt dần đi thành những khoảng đỏ nhạt, và trên khuôn mặt nhẵn nhụi của anh lóe lên đôi mắt kính bóng loáng trong cái gọng lấp lánh, ẩn đàng sau là đôi mắt thanh tú và tinh nhanh.	Sima arcán a pirosság feltorlott homlokáig, ahol elmosódó halvány foltokra foszlott; idegesen villogó, aranykeretes szemüveg védte gyönge, nyugtalan szemét.	0.104
Mái tóc đen bóng mượt được rẽ ngôi giữa và chải dài uốn phía sau tai, hơi lượn theo nếp mũ.	Középen elválasztott, sima fekete haját hosszú ívben kefélte hátra a füle mögé, ahol kissé felkunkorodott, az árok alatt, amelyet a kalap nyomott bele.	0.179412
Khi đã làm cho đôi giày bóng lộn, anh đứng dậy, chỉnh áo gi lê sát hơn vào thân hình mập mạp của mình.	Mikor tükörfényesre csapkodta cúgoscipőjét, felegyenesedett, és feszesre rántotta mellényét vaskos törzsén.	0.3
Rồi anh rút nhanh một đồng xu khỏi túi.	Aztán gyorsan elővett egy pénzdarabot.	0.260526
- Lily à - anh nói, giúi nó vào tay cô - Giáng sinh đến rồi, đúng không nào?	- Kedves Lily - mondta és a lány kezébe nyomta.	0.882468
Chỉ là...đây là một chút...	- Majdnem elfeledtem, hogy karácsony van... Izé... tessék egy kis...	0.0272727
Anh bước vội về phía cửa.	A feljárat felé menekült.	0.242308
- Ôi không, thưa ông!	- Jaj, ne tessék, uram!	0.785714
- cô gái kêu lên, đi theo anh - Thật sự, thưa ông, tôi không thể nhận nó.	- kiáltott fel a lány, és utána eredt. ~~~ - Igazán, nem fogadhatom el.	0.138095
- Giáng sinh!	- Karácsony van!	0.980769
Giáng sinh mà!	Karácsony van!	0.3
- Gabriel nói, gần như chạy về phía cầu thang, khoát khoát tay nài cô.	- hadarta Gabriel félig már ügetve, és gyámoltalan kézmozdula­tokkal tiltakozva.	0.816288
Cô gái thấy anh đã bước lên mấy bậc cầu thang bèn gọi với theo:	A lány, mivel látta, hogy Gabriel elérte a lépcsőt, utána szólt:	0.256452
- Vâng, cảm ơn ông vậy, thưa ông.	- Hát akkor köszönöm, uram.	0.714286
Anh chờ bên ngoài cửa phòng khiêu vũ cho đến khi điệu valse kết thúc, lắng nghe tiếng váy áo sột soạt chạm sau cánh cửa và tiếng chân đổi nhịp.	A társalgóból szoknyasuhogás és lábak csoszogása szűrődött át az ajtón.	-0.024
Anh vẫn còn bối rối bởi lời bẻ lại chua cay của cô gái.	Gabriel kint várakozott, míg abbahagyják bent a táncot.	0.249057
Nó phủ một bóng đen lên tâm trí anh và anh phải cố gắng xua đuổi nó bằng cách sửa lại ống tay áo và cái nơ trên cổ.	A lány váratlan és keserű kitörése még idegeiben rezgett, és kínos érzéseit azzal próbálta elűzni, hogy kézelőjét igazgatta, nyakkendőjén babrált.	0.2448
Rồi anh lấy từ túi áo gi lê một mảnh giấy và nhìn qua những ý chính chuẩn bị cho bài diễn văn.	Aztán mellénye zsebéből előhúzott egy papírszeletkét, amelyre beszédének főbb pontjait jegyezte fel, és belepillantott.	0.25
Anh không chắc lắm có nên để lại phần thơ của Robert Browning không, bởi anh sợ chúng vượt quá trình độ người nghe.	Még habozott, vajon idézzen-e Robert Browningtól, mert nem volt benne biztos, hogy meg tudják-e emészteni hallgatói.	0.423693
Trích câu nào đó từ Shakepeare hay từ tập Những giai điệu 2 mà họ có thể nhận ra được thì có lẽ tốt hơn.	Jobb lenne talán, ha Shakespeare-től vagy a Melódiákból idézne, ezeket biztosan felismernék.	0.208989
Tiếng gót giày lộp cộp thô kệch và tiếng đế giày lê loẹt xoẹt từ trong vọng ra nhắc anh nhớ lại vốn văn hóa của họ khác với của anh.	A férfisarkak durva csattogása és a csoszogás eszébe juttatta, hogy ezek és az ő kultúrszintje között reménytelenül mély szakadék sötétlik.	0.273723
Anh chỉ tổ biến mình thành lố bịch nếu trích những vần thơ mà họ không thể hiểu.	Csak nevetségessé teszi magát, ha olyan versből idéz, amit nem tudnak megérteni.	0.236842
Họ sẽ nghĩ anh đang khoe khoang học vấn cao của mình.	Még arra gondolnának, hogy műveltségét fitogtatja.	0.270588
Anh sẽ thất bại với họ giọng như anh vừa thất bại với cô gái trong phòng để đồ kia.	Éppúgy pórul járna velük, mint az előbb a lánnyal, a kamrában.	0.132787
Anh đã lựa chọn một tông sai lầm.	Nem talált rá a megfelelő hangra.	0.24375
Toàn bộ bài nói của anh sẽ là một sai lầm, từ câu đầu tiên đến câu cuối cùng, một thất bại hoàn toàn.	Az egész beszéde elejétől végig hamis, remény­telenül rossz.	0.0435484
Vừa lúc đó các dì và vợ anh bước ra khỏi phòng để đồ của quý bà.	Nagynénjei és felesége épp most jöttek ki a női öltözőből.	0.225
Các dì của anh là hai bà già bé nhỏ, ăn vận giản dị.	Ez a két töpörödött, egyszerűen öltözött öregasszony: a nagynénjei.	0.226316
Dì Julia cao hơn khoảng hai, ba phân gì đó.	Júlia néni a magasabb, egy-két centivel.	0.269231
Tóc dì, để trễ phủ trên vành tai, đã chuyển sang màu xám, và cũng một màu xám, với sắc đậm hơn một chút, là khuôn mặt to bè, nhão nhợt của dì.	Fülére fésült sima haja szürke, és szürke valamivel sötétebb árnyalatban a nagy, petyhüdt arca is.	0.1125
Mặc dù có dáng người cao lớn và đứng rất thẳng, đôi mắt lờ đờ và đôi môi mở trễ của dì tạo ấn tượng một phụ nữ không biết mình đang ở đâu hoặc không biết mình đang đi đâu.	Bár termetre erős, és meredt-egyenesen tartja magát, mindig nyitott szája, fáradt szeme azt a benyomást kelti, mintha nem tudná, hol van és mit akar.	0.154412
Dì Kate thì lanh lợi hơn.	Kate néni élénkebb.	0.978571
Mặt dì, khỏe mạnh hơn mặt bà chị, nhưng cũng nhăn nhúm nhàu nhĩ, như một quả táo đỏ quắt queo, và tóc dì, cũng được tết theo kiểu trễ lỗi mốt đó, may chưa bị mất đi màu nâu sẫm.	Arca csupa redő és szarkaláb, mint egy összeaszott piros alma, mégis egészségesebb, mint nővéréé, haja pedig, amelyet ugyanolyan ódivatúan fésült, mint Júlia néni, még mit sem vesztett érett gesztenyeszínéből.	0.290909
Cả hai đều hôn Gabriel nồng nhiệt.	Szíves csókokkal üdvözölték Gabrielt.	0.284615
Anh là đứa cháu cưng của họ, con trai người chị đã quá cố của họ,Ellen, người lấy T.J. Conroy ở Sở Cầu Cảng.	Ő volt a kedvenc unokaöcs, fia elhalt nővérüknek, Ellennek, akit T. J. Conroy, a Hajózási Bizottmány tagja vett volt nőül.	0.276316
- Gretta bảo dì đêm nay hai đứa sẽ chưa gọi xe về Monkstown ngay, đúng không Gabriel? ~~~ - dì Kate nói.	- Épp most mondja Gretta, hogy nem akarsz ma éjjel visszakocsizni Monkstownba, Gabriel - mondta Kate néni.	0.0712644
- Vâng - Gabriel nói, quay sang vợ - Năm ngoái mình đã chịu quá đủ, phải không?	- Nem - fordult Gabriel a feleségéhez -, nem volt elegünk az effajta utazásokból tavaly?	0.85875
dì không nhớ sao, dì Kate, Gretta đã bị một trận cảm?	Nem emlékszik Kate néni, milyen náthás lett utána Gretta?	0.283636
cửa xe ngựa thì rung bần bật suốt dọc đường, và khi chúng cháu đến Merrion thì gió mùa đông bắc bắt đầu nổi lên.	Egész úton csörömpölt a kocsiablak, és Merriontól kezdve besüvített a keleti szél.	0.135366
Quả là một lần ra trò.	Nagyon jó volt, mondhatom!	0.288
Gretta đã bị cảm gần chết.	Gretta irtózatosan meg is fázott.	0.8
Dì Kate nhíu mày nghiêm trang và gật gật đầu khi nghe từng từ.	Kate néni minden szónál bólintott egy szigorút.	0.553723
- Thế thì lần này cháu quyết định đúng đấy Gabriel, rất đúng - dì nói - Cẩn thận thế là hơn.	- Tökéletesen igazad van, tökéletesen - helyeselt. ~~~ - Az ember sohasem lehet eléggé óvatos.	0.209694
- Nhưng Gretta ấy à - Gabriel nói - Nếu để cô ấy tự quyết thì dù có tuyết đi nữa cô ấy cũng vẫn sẵn lòng đi bộ về thôi.	- De Gretta... - mondta Gabriel - Gretta még ennek a hónak is nekivágna, ha hagynánk.	0.962353
Mrs Conroy cười phá lên.	Mrs. Conroy nevetett:	0.96
- Đừng có nghe anh ấy, dì Kate - cô nói - Anh ấy thì chỉ giỏi đi phá phách trêu ghẹo người khác, có lần anh ấy đổi chụp đèn trong phòng Tom sang màu xanh lá cây khiến nó mất ngủ cả đêm, rồi lại còn bắt nó tập tạ nữa.	- Ugyan ne hallgasson rá, Kate néni. ~~~ Az már valami borzasztó, amit velünk művel.	-0.307895
Rồi thì ép Eva phải ăn cháo yến mạch bằng được.	Tom szemeit zöldernyős éjjeli lámpával óvja, reggelente súlyzóztatja, Évába meg tömi a zabkását.	0.075
Khổ thân con bé!	Szerencsét­len gyerek!	0.2
Nó chỉ cần nhìn thấy món đấy là đã tá hỏa rồi!	Még a látványától is irtózik pedig!...	0.18
Và trời ạ, các dì sẽ không thể tưởng tượng được anh ấy toàn bắt cháu mặc những thứ gì đâu!	Ja, és hogy most mit adott rám, azt soha ki nem találnák!	-0.0352941
Cô cười giòn giã và quay sang chồng mình, từ nãy đến giờ anh vẫn ngắm nhìn đầy ngưỡng mộ và hạnh phúc bộ váy của cô, gương mặt, mái tóc của cô.	Csilingelő kacagásra fakadt, és férjére pillantott, aki csodáló, boldog szemmel bámulta ruháját, arcát, haját.	0.158182
Hai bà dì cũng cười sung sướng, bởi chuyện cô lập Gabriel thế này thật là một trò vui nhộn.	A két néni is szívből nevetett, mert Gabriel aggályos gondoskodása állandóan tréfák céltáblája volt a családban.	0.440471
- Ủng cao su!	- Kalucsnit!	1.275
- Mrs Conroy nói - Đấy là thứ gần đây nhất.	- mondta Mrs. Conroy. ~~~ - Ez a legújabb!	0.248571
Mỗi khi trời đất ẩm ướt là cháu lại phải đi ủng cao su.	Legyen akár csak egy csöppnyi harmat, már felhúzatja velem.	0.257143
Ngay cả tối nay cũng thế, anh ấy bắt cháu phải đi, nhưng cháu không chịu.	Ma este is fel akarta vetetni, de nem álltam kötélnek.	0.116327
Chắc chắn thứ tiếp hteo anh ấy muacho cháu sẽ là một bộ đồ lặn!	Azt hiszem, legközelebb már egy búváröltönyre kerül sor.	0.215789
Gabriel cười ngượng nghịu và vuốt vuốt cái nơ trên cổ, trong khi dì Kate thì cười nhiều đến nỗi gần đứt hơi, dì thích chuyện đùa này quá.	Gabriel idegesen nevetett, és bizonytalanul tapogatta nyakkendőjét, míg Kate néni oly igen élvezte a tréfát, hogy csaknem megduplázódott nevettében.	0.574648
