Émile Zola	ÉMILE ZOLA	0.3
Những thay đổi đó khiến Laurent ngạc nhiên và cảnh báo hắn.	Még gyakrabban elment hazulról, néha négy-ötször is egy héten.	0.275806
Hắn cho rằng niềm hối hận mang một hình thức mới nơi Thérèse, giờ đây biểu hiện bằng nỗi buồn phiền ủ ê mà hắn nhận ra ở nàng.	Ezek a változások meglepték és nyugtalanították Laurent-t. Azt hitte, hogy a lelkiismeretfurdalás most új alakban jelentkezik Theresenél és hogy ez okozza azt a gyászos unalmat, amely meglátszik az arcán.	0.209589
Nỗi phiền muộn này đối với hắn dường như đáng lo ngại hơn nỗi tuyệt vọng thành lời từng đè nặng hắn khi trước.	Ez a rossz kedv még jobban nyugtalanította őt, mint az a fecsegő kétségbeesés, amely azelőtt leverte őt.	0.19898
Nàng không nói gì nữa cả, cũng không cãi cọ gì nữa, dường như nàng giữ tất cả trong đáy lòng.	Most már nem mondott Therese semmit, nem civakodott vele, úgy látszott, hogy egészen magába zárkózik.	0.271579
Hắn thích nghe nàng trút cạn nỗi đau khổ hơn là thấy nàng cuộn mình lặng lẽ như vậy.	Laurent jobban szerette volna, ha kitört volna belőle a szenvedése ahelyett, hogy ennyire önmagába merült.	0.284043
Hắn ngại rằng ngày nào đó nghẹt thở vì lo âu, để nhẹ mình, nàng sẽ đến kể hết mọi chuyện với một linh mục hay một viên dự thẩm.	Félt, hogy az aggodalom egyszer majd annyira fojtogatja, hogy csak azért, hogy valami vigaszt leljen, mindent elmond a papnak, vagy a vizsgálóbírónak.	0.273529
Thế là những lần ra khỏi nhà thường xuyên của Thérèse mang một ý nghĩa đáng sợ đối với hắn.	Annak, hogy Therese gyakran elment hazulról, szintén ijesztő jelentősége volt az ő szemében.	0.238636
hắn nghĩ rằng nàng tìm một kẻ tâm tình ở bên ngoài, rằng nàng sắp sửa phản bội hắn.	Azt gondolta, hogy Therese valami bizalmas barátot keres és hogy meg akarja őt csalni.	0.225974
Đã hai lần hắn theo dõi nàng và mất dấu trên đường phố.	Kétszer is utána akart menni, de szem elől tévesztette az utcán.	0.28
Hắn bắt đầu một cuộc rình rập mới.	Újból leselkedni kezdett utána.	0.1875
Một ý nghĩ khăng khăng xâm chiếm hắn: Thérèse đã bị đẩy đến tận nỗi đau khổ, sắp sửa tiết lộ, và hắn phải bịt miệng nàng lại, chặn ngang cổ họng nàng những lời tự thú.	Úrrá lett felette az a rögeszme, hogy Therese, akit a szenvedés a kétségbeesésbe kerget, le fogja őt leplezni, - és hogy ezért gúzsba kell őt kötnie és torkára kell forrasztania a vallomást.	0.265909
Chương 31	XXXI.	0.05
Một buổi sáng, thay vì leo lên xưởng vẽ, Laurent đến đóng chốt nơi một quán rượu chiếm một góc phố Guenégaud, đối diện với ngõ Cầu Mới.	Laurent egy reggel ahelyett, hogy felment volna a műtermébe, bement egy borkereskedőköz, akinek a Guénégaud-utca sarkán, a sikátorral szemben volt az üzlete.	0.411942
từ chỗ đó, hắn bắt đầu quan sát những người đổ ra vỉa hè đường Mazarine.	Innen nézegette azokat az embereket, akik a Mazarine-utca felől jöttek.	0.204545
Hắn rình rập Thérèse.	Theresere leselkedett.	0.245455
Ngày hôm qua, thiếu phụ nói rằng nàng sẽ ra khỏi nhà sáng sớm và chắc chắn chỉ trở về lúc chiều tối.	Az előtte való napon a felesége azt mondta neki, hogy korán elmegy hazulról és hogy bizonyosan csak este fog hazamenni.	0.283178
Laurent chờ đợi cả nửa tiếng đồng hồ.	Laurent jó félóráig várakozott.	0.785294
Hắn biết vợ mình bao giờ cũng đi theo đường Mazarine, dù vậy có lúc hắn sợ rằng nàng đã thoát khỏi hắn khi theo đường sông Seine.	Tudta, hogy a felesége mindig a Mazarine-utca felé szokott menni; de egy percig mégis félt, hogy eltűnik előle, ha a Szajna-utca felé megy.	0.2592
Hắn có ý nghĩ trở lại hành lang, náu mình ngay trong hẻm cạnh nhà.	Arra gondolt, hogy visszamegy a sikátorba és hogy annak a háznak a kapujában áll lesbe, ahol lakott.	0.214286
vừa khi đã nản chí, hắn trông thấy Thérèse vội vàng ra khỏi ngõ.	Amint így türelmetlenkedett, egyszerre meglátta Thereset, amint gyors léptekkel jött ki a sikátorból.	0.195833
Nàng bận đồ vải màu sáng, và lần đầu tiên, hắn để ý thấy nàng ăn mặc như một cô gái, với một chiếc váy dài, nàng đi đong đưa trên vỉa hè với dáng vẻ khiêu gợi, nhìn ngắm mọi người trong khi nắm tay kéo cao vạt trước chiếc váy đến nỗi để lộ toàn bộ phần trước đôi chân, đôi giày cao cổ buộc giây và đôi vớ trắng.	Világos ruha volt rajta és Laurent ezúttal először vette észre, hogy úgy öltözött fel, mint egy fiatal leány és divatosan hosszú szoknyát vett magára; kihívó módon lebbent tova a járdán, a férfiaknak a szemébe nézett, s amint a szoknyáját fogta, oly magasra felhúzta, hogy látni lehetett nemcsak fűzős cipőjét, hanem fehér harisnyáját is.	0.268224
Nàng ngược lên đường Mazarine.	A Mazarine-utcába ment.	0.130435
Laurent đi theo nàng.	Laurent is utána ment.	0.9
Khí trời êm dịu, thiếu phụ bước đi chậm rãi, đầu hơi ngẩng lên, tóc xoã trên lưng.	Az idő kellemes volt; az asszony lassan ment, fejét egy kissé hátraszegve, hogy a haja a hátára érjen.	0.296774
Những người đàn ông đã nhìn trước mặt nàng đều quay lại nhìn phía sau lưng nàng.	A férfiak is szemébe néztek s meg is fordultak utána, hogy hátulról is lássák.	0.231081
Nàng đi theo đường Trường Thuốc.	Az École-de-Médecine-utcába befordult.	0.292308
Laurent hoảng hồn, hắn biết ở đâu đó gần đây có một đồn cảnh sát. ~~~ Hắn nhủ thầm không nghi ngờ gì nữa, vợ hắn chắc chắn sắp giao nộp hắn.	Laurent megrettent; tudta, hogy itt valahol a közelben van egy rendőrbiztosi hivatal; arra gondolt, hogy most már kétségtelen, hogy a felesége bizonyára ki akarja szolgáltatni a rendőrségnek.	-0.012963
Thế là hắn quyết định sẽ xông vào nàng, nếu nàng vượt qua cổng đồn, để nài nỉ nàng, đánh đập nàng, ép buộc nàng im tiếng.		-0.3
Ở một góc đường, nàng nhìn một viên cảnh sát đi qua, và hắn run bắn lên khi thấy nàng đến gần người cảnh sát đó.	Elhatározta, hogy utána rohan, ha bemegy a rendőrség kapuján és megkéri, vagy megveri, de kényszeríteni fogja, hogy hallgasson.	0.28
Hắn nép vào hốc trống của một cánh cửa, lòng bỗng dưng lo sợ bị bắt ngay lập tức nếu hắn lộ mặt ra. ~~~ Cuộc theo đuổi này với hắn trở thành một cơn hấp hối đích thực.	Az egyik utca sarkán egy rendőraltisztet látott Therese és Laurent reszketve figyelte, hogy a felesége az altisztet csakugyan megszólította; behúzódott egy kapu alá, mert hirtelen elfogta a félelem, hogy azonnal letartóztatják, ha meglátják.	-0.0276316
Trong khi vợ hắn đường hoàng phơi nắng trên vỉa hè, kéo lê chiếc váy với thái độ hờ hững và trâng tráo, thì hắn theo phía sau nàng, tái xanh và run rẩy, lắp ba lắp bắp rằng mọi chuyện đều hỏng bét, rằng hắn không thể thoát được và người ta sẽ đưa hắn lên máy chém.	Ez az út rá nézve valóságos haláltusa volt; míg a felesége tetszelgett a napfényben a járdán, s hanyagul és szemérmetlenül emelgette a szoknyáját, Laurent sápadtan és reszketve ment utána azt ismételgetve magában, hogy mindennek vége, nem menekülhet, vérpadra fog kerülni.	0.260618
Mỗi bước đi với hắn là một bước đến gần sự trừng phạt.	Minden lépésnél úgy érezte, hogy most íme ezzel is közelebb jutott a bűnhődéshez.	0.257143
Nỗi sợ hãi dẫn hắn đến một niềm xác tín mù quáng, những động tác nhỏ nhặt nhất của thiếu phụ càng góp phần củng cố niềm tin đó.	A félelme vak meggyőződéssé érlelődött s az asszony legkisebb mozdulata is megerősítette őt e meggyőződésében.	0.198214
Hắn theo bước nàng, hắn đi đến nơi nàng đến như người ta đi đến nơi thụ hình.	Követte az asszonyt s úgy ment utána, mint ahogy a vesztőhelyre megy az ember.	0.214286
Đột nhiên, khi ra đến quảng trường Saint Michel, Thérèse đi thẳng tới một quán cà phê nằm ở góc đường Monsieur-le-Prince.	Mikor a Saint-Michel-térre értek, Therese hirtelen bement egy kávéházba, mely akkoriban ott volt a Monsieur-le-Prince-utca sarkán.	0.270492
Nàng ngồi giữa một nhóm phụ nữ và sinh viên, ở một bàn bày trên vỉa hè.	Leült egy sereg nő és diák közé egy asztalhoz, künn a járdán.	0.2
Nàng thân mật bắt tay mọi người, rồi gọi một ly rượu mạnh.	Barátságosan kezet nyújtott ez egész társaságnak. ~~~ S azután egy pohár absinthet rendelt.	-0.0391304
Có vẻ như thoải mái, nàng trò chuyện với một gã đàn ông trẻ tóc hoe chắc nãy giờ đang đợi nàng.	Úgy látszott, hogy itt otthon érzi magát; beszélgetett egy szőke fiatal emberrel, aki bizonyosan várt már reá.	0.291346
Hai cô gái đến sà vào bàn nàng đang ngồi và bắt đầu ríu rít xưng hô thân mật với nàng.	Két utcai leány is odafordult az asztalukhoz és rekedt hangján mind a kettő tegezte Thereset.	0.264706
Chung quanh nàng, những người phụ nữ hút thuốc, mấy gã đàn ông ôm hôn các cô giữa đường, trước mắt người qua kẻ lại nhưng không ai buồn quay đầu lại nhìn.	Körülötte a többi nők cigarettáztak, a férfiak a nyilt utcán ölelgették a nőket, a járókelők szemeláttára, akik oda se fordították a fejüket.	0.227143
Những tiếng nói ồn ào, tiếng cười thô lỗ vang đến chỗ Laurent, lúc này đang đứng bất động ở phía bên kia quảng trường, dưới một cái cổng xe.	Durva beszédjük és illetlen kacagásuk elhallatszott Laurentig, aki a tér másik oldalán egy kapumélyedésben állott.	0.164865
Khi Thérèse đã uống cạn ly rượu, nàng đứng lên cặp tay gã đàn ông trẻ tóc hoe và xuôi xuống đường Harpe.	Mikor Therese megitta az absinthet, felkelt, a szőke fiatal ember karjába kapaszkodott és elment vele a Harpe-utca felé.	0.277778
Laurent theo sau họ cho đến đường Saint-André-des-Arts.	Laurent a Saint-Andrée-des-Arts-utcáig ment utánuk.	0.752941
Ở đó, hắn thấy họ đi vào một ngôi nhà cho thuê có sẵn đồ đạc.	Itt látta, hogy bemennek egy kis szállóba.	0.0525
Hắn đứng giữa lòng đường, giương mắt lên nhìn vào mặt tiền ngôi nhà.	Laurent az utca közepén maradt, s felnézett a ház homlokzatára.	0.195
Vợ hắn hiện ra một chút ở một cửa sổ mở trên tầng hai.	Egy pillanatra látta a feleségét a második emelet egyik nyitott ablakában.	0.271875
Rồi hắn cho là mình nhìn rõ đôi tay của gã đàn ông tóc hoe vuốt ve quanh người Thérèse.	Azután úgy rémlett neki, mintha látta volna azt is, hogy a szőke fiatal ember karja Therese dereka körül fonódik.	0.264516
Cửa sổ đóng lại với một tiếng động khô khan.	Az ablakot száraz zajjal becsukták.	0.123529
Laurent đã hiểu.	Laurent megértette a dolgot.	0.923684
Không chờ đợi thêm nữa, hắn bỏ đi bình thản, yên tâm, sung sướng. ~~~ - Mặc kệ!	Ahelyett, hogy tovább várt volna, nyugodtan tovább ment; meg volt nyugodva és boldog volt.	-0.0109756
- hắn tự nhủ khi trở ngược về phía hướng các cảng - Như vậy càng tốt.	- Eh, - gondolta magában, amint a rakpart felé ment - jobb így.	0.592208
Thế đấy, cô ả bận bịu sẽ không nghĩ bậy…. ~~~ Ả tinh quái hơn cả mình.	Legalább van valami, ami foglalkoztatja, s nem gondol arra a rossz dologra... Ravasz, mint az ördög, rosszabb, mint én.	-0.0462963
Điều khiến hắn ngạc nhiên, đó là hắn không phải là người đầu tiên có ý nghĩ lao vào chốn truỵ lạc.	Leginkább azon csodálkozott, hogy nem az volt az első gondolata, hogy ő is a bűnbe rohanjon.	0.187952
Hắn có thể tìm ở đó một phương thuốc chống lại nỗi sợ hãi.	Abban vigaszt talált volna a félelmével szemben.	0.136957
Hắn đã không nghĩ đến, bởi xác thịt của hắn đã chết, và hắn không còn cảm thấy chút gì hứng thú của sự phóng đãng nữa.	De nem gondolt rá, mert a teste halott volt, s a legcsekélyebb vágya sem volt a kéjelgésre.	0.0888889
Sự thiếu chung thuỷ của người vợ hắn thấy hoàn toàn nguội lạnh, hắn không hề cảm thấy bất kỳ sự sôi sục nào trong huyết quản hay thần kinh khi nghĩ đến việc nàng nằm trong vòng tay của một người đàn ông khác.	A feleségének hűtlensége teljesen hidegen hagyta; nem vette észre, hogy akár a vére, akár az idegei fellázadtak volna arra a gondolatra, hogy a felesége egy másik férfi karjai között van.	0.19422
Ngược lại, điều đó còn có vẻ dễ chịu đối với hắn, giống như hắn theo dõi vợ của một người bạn, và cười cợt cái vố chơi khăm mà bà vợ đó dành cho ông chồng mình.	Sőt ellenkezőleg, ezt a dolgot mulatságosnak tartotta; úgy érezte, mintha egy jó barátjának a felesége után ment volna és nevetett azon, hogy ez az asszony hogy kijátssza a férjét!	0.262275
Thérèse đã trở nên xa lạ với hắn ở điểm này, và hắn không còn cảm thấy nàng sống trong lồng ngực mình nữa, hắn có thể bán hoặc tặng không nàng trăm lần thật để đổi lấy một giờ yên tĩnh.	Therese oly idegenné lett reá nézve, hogy már egyáltalán nem élt a szívében; százszor is eladta és kiszolgáltatta volna, ha ezzel egy órára nyugalmat szerezhetett volna.	0.196226
Hắn bắt đầu lững thững bước đi, tận hưởng cảm giác đột ngột và sung sướng vừa khiến hắn đi từ nỗi hoảng sợ đến sự bình yên.	Cél nélkül járkált, s élvezte azt a hirtelen és szerencsés vállalkozást, hogy a nagy ijedség után annyira megnyugodott.	0.206087
Hắn gần như cám ơn vợ mình đi tìm tình nhân trong khi hắn cứ tưởng nàng đi đến đồn cảnh sát.	Szinte szerette volna megköszönni a feleségének, hogy a szeretőjéhez ment, amikor azt gondolta, hogy a rendőrbiztoshoz megy.	0.265385
Cuộc dan díu đó là một hồi kết ngoài dự kiến khiến hắn bất ngờ một cách dễ chịu.	Ennek a kalandnak a vége egészen váratlan volt és kellemes meglepetés volt rá nézve.	0.239241
Điều hắn nhìn thấy rõ nhất trong tất cả chuyện này chính là hắn đã sai lầm khi run sợ, là đến lượt hắn cũng nên nếm mùi truỵ lạc để xem nó có làm cho hắn nguôi ngoai được không trong khi làm tê liệt những suy nghĩ của hắn.	Az egész dologban legtisztábban azt látta, hogy nem volt oka remegni és hogy neki is élveznie kell a bűnt, hogy lássa, vajjon a bűn nem szerez-e neki megkönnyebbülést azzal, hogy elűzi a gondolatait.	0.193333
Buổi tối khi trở về cửa tiệm, Laurent quyết định yêu cầu vợ đưa cho mình vài ngàn francs và sẽ dùng biện pháp mạnh để đạt được điều đó.	Este, mikor hazatért a holtba, Laurent elhatározta, hogy kér néhány ezer frankot a feleségétől és hogy minden eszközt felhasznál, hogy a pénzt megkapja.	0.393531
Hắn nghĩ sự truỵ lạc cao giá với một người đàn ông, hắn thèm khát thân phận những cô gái bán mình.	Arra gondolt, hogy a bűn sokba kerül a férfinak és majdnem irigyelte az utcai lányokat, akik eladhatják magukat.	0.273529
Hắn kiên nhẫn chờ đợi Thérèse lúc đó vẫn chưa về nhà.	Türelmesen várta Thereset, aki még nem volt otthon.	0.2
Khi nàng về tới, hắn làm ra vẻ dịu dàng, không nhắc gì đến cuộc dọ thám buổi sáng.	Mikor haza érkezett, Laurent nagyon kedvesnek mutatkozott és egy szót se szólt délelőtti leselkedéséről.	0.274194
Nàng có hơi chếch choáng, một mùi hăng hăng của thuốc lá và rượu ngập ngụa trong các quán rượu bình dân toát ra từ quần áo xốc xếch của nàng.	Therese egy kissé mámoros volt; hanyagul begombolt ruháiból az a dohány- és likőr-szag áradt ki, mellyel tele vannak a kisebb kávéházak.	0.234375
Người mệt lử, khuôn mặt lấm tấm những đốm tím tái, nàng đi lảo đảo, nặng nề vì sự mệt mỏi đáng hổ thẹn trong ngày.	Ki volt merülve, sápadt arcán márványos foltok látszottak, kissé támolygott, egészen ki volt fáradva a nap szégyenletes eseményeitől.	0.286154
Bữa ăn tối im lặng. ~~~ Thérèse không ăn uống gì cả.	Az ebédet csendben költötték el, Therese nem evett.	-0.0244898
đến lúc tráng miệng, Laurent chống khuỷu tay lên bàn và thẳng thừng đòi nàng đưa năm ngàn francs.	A gyümölcs után Laurent az asztalra könyökölt s egyenesen ötezer frankot kért tőle.	0.425397
- Không - nàng sẵng giọng trả lời - nếu tôi để cho anh tự tung tự tác, anh sẽ làm cho chúng ta sạt nghiệp… Anh không biết vị thế của anh sao?	- Nem adok - válaszolt az asszony szárazon. ~~~ Ha - annyit adnék neked, amennyit akarsz, hamarosan koldusbotra juttatnál bennünket... Nem tudod, milyen helyzetben vagyunk?	0.0842084
Chúng ta sẽ thẳng đường tới bần cùng.	Hiszen úgyis a nyomorúság vár reánk.	0.235135
- Cũng có thể - hắn bình tĩnh tiếp lời - nhưng nó có can hệ gì đến tôi đâu, tôi cần tiền.	- Lehet, - válaszolt Laurent nyugodtan - de nekem mindegy; én pénzt akarok.	0.808529
- Không, ngàn lần không!	- Nem, semmi szín alatt sem!...	0.776923
Anh đã bỏ chỗ làm, buôn bán thì dậm chân tại chỗ, và không phải lợi tức của của hồi môn mà chúng ta có thể sống được.	Ott hagytad a hivatalodat, az üzlet nem jövedelmez, s a hozományom kamataiból nem tudunk megélni.	0.148315
Mỗi ngày tôi thâm vào vốn để nuôi anh và còn đưa trăm francs mỗi tháng, phần anh xén của tôi.	Minduntalan hozzá kell nyúlnom a tőkéhez, hogy neked enni adhassak és hogy megkaphasd azt a havi száz frankot, amit kicsikartál tőlem.	0.231
Anh sẽ không có thêm gì đâu, anh hiểu chứ?	Nem kapsz többet, érted?	0.025
Vô ích thôi.	Hiába minden beszéd.	0.15
- Hãy nghĩ lại đi, đừng từ chối kiểu vậy.	- Gondold meg és ne tagadd meg ilyen kereken.	0.523077
Tôi nói với cô là tôi muốn năm ngàn francs và tôi sẽ có, thế nào cô cũng phải đưa cho tôi.	Azt mondom neked, hogy ötezer frankot akarok, és meg is kapom; mégis ide fogod adni.	0.210811
Sự ương ngạnh trầm tĩnh đó chọc tức Thérèse và cuối cùng khiến nàng cáu thật.	Ez a nyugodt makacsság izgatta Thereset és most már egészen megrészegítette.	0.230137
- Chà! ~~~ Tôi biết rồi - nàng la lên - anh muốn kết thúc như anh đã bắt đầu… Đã bốn năm rồi chúng tôi nuôi bao anh.	- Ah, tudom, - kiáltotta - úgy akarod végezni, ahogy kezdted... Már négy esztendeje, hogy téged kitartunk.	0.141924
Anh đến nhà này chỉ để ăn và uống, và kể từ lúc này, anh là gánh nặng của chúng tôi.	Csak azért jöttél hozzánk, hogy egyél és igyál, és azóta a mi költségünkre élsz.	0.251852
Quý ông không làm gì cả, quý ông thu xếp để sống bám vào tôi, ăn không ngồi rồi.. Không, anh sẽ không có gì cả, không một xu… Anh có muốn tôi nói gì về anh không, hử?	Semmirekellő vagy s úgy rendezted be az életedet, hogy megélhess a pénzünkből, a karodat ölbe téve is... Nem, nem kapsz semmit, egy fillért se... Akarod, hogy megmondjam, hogy mi vagy?	0.278313
Anh là đồ…	Te egy...	0.1
Và nàng bật ra tiếng đó.	És kimondta, hogy micsoda.	0.264
Laurent nhún vai phá lên cười.	Laurent nevetett és vállat vont.	0.790323
Hắn kiềm chế trả lời:	Csak ennyit válaszolt:	0.218182
- Cô học được nhiều tiếng hay ho trong cái giới cô đang sống hiện nay nhỉ.	- Te ugyan csinos szavakat tanulsz abban a társaságban, ahova mostanában jársz.	0.497893
Đó là sự ám chỉ duy nhất hắn tự cho phép mình động chạm tới sự dan díu tình ái của Thérèse.	Csak ezt az egy célzást tette Therese szerelmeire.	-0.0717391
Nàng ngẩng ngay đầu lên và nói với giọng the thé:	Az asszony hirtelen felemelte a fejét és éles hangon így felelt:	0.272222
- Dù sao thì tôi không sống với những tên giết người.	- Semmi esetre se járok orgyilkosok társaságába.	0.598404
Laurent mặt trở nên tái mét. ~~~ Hắn im lặng một chút, mắt trừng trừng nhìn vợ, rồi với một giọng run run.	Laurent nagyon elsápadt; egy percig hallgatott, mereven a feleségére nézve, s aztán remegő hangon így szólt:	-0.0191176
- Nghe này, con điếm - hắn đáp lời - đừng chọc giận nhau, cái đó sẽ chẳng ra gì đâu, cho cả cô, cho cả tôi.	- Hallgass, te leány, ne haragudjunk egymásra; nem volna semmi értelme, se rám nézve, se rád nézve.	0.387546
Tôi đã kiên nhẫn hết mức rồi.	Fogytán van a bátorságom.	0.184615
hãy thận trọng hiểu nhau, nếu chúng ta không muốn tai hoạ đổ xuống đầu… Tôi yêu cầu cô năm ngàn francs bởi vì tôi cần đến nó, thậm chí tôi có thể nói với cô là tôi định dùng nó để bảo đảm sự bình yên của chúng ta.	Okos dolog volna, hogy megértsük egymást, ha nem akarjuk, hogy valami baj érjen... Ötezer frankot kértem tőled, mert szükségem van rá; még azt is megmondhatom neked, hogy arra akarom költeni, hogy biztosítsam vele a nyugalmunkat.	0.255502
Hắn mỉm một nụ cười kỳ lạ và nói tiếp.	Furcsán mosolygott és folytatta:	0.140625
- Nào, suy nghĩ đi, hãy nói lời dứt khoát đi.	- No fontold meg csak, és mondd meg, hogy mi az utolsó szavad.	0.511702
- Suy nghĩ cả rồi - thiếu phụ đáp - tôi đã nói với anh, anh sẽ không có một xu.	- Mindent megfontoltam, - válaszolt az asszony - már megmondtam neked, hogy nem kapsz egy fillért sem.	0.774699
Người chồng hùng hổ đứng lên.	A férje hirtelen felugrott.	0.173077
Nàng sợ lại bị đánh, nàng thu người thật nhỏ, quyết định không nhượng bộ dưới trận đòn.	Az asszony félt, hogy most megveri, egészen picinyre húzódott össze s elhatározta, hogy nem fog engedni, ha megveri is.	0.29434
Nhưng Laurent thậm chí không tiến lại gần, hắn chỉ lạnh lùng tuyên bố là hắn đã chán ngấy cuộc sống và hắn sẽ đi kể lại chuyện giết người ở đồn cảnh sát.	De Laurent felé se ment; beérte azzal, hogy kijelentette neki, hogy beleúnt ebbe az életbe, s a gyilkosságuk történetét el fogja mondani a kerületük rendőrbiztosának.	0.368933
- Cô đẩy tôi tới đường cùng - hắn nói - cô biến cuộc sống của tôi trở thành không chịu đựng nổi.	- Te a végletekbe űzesz engem, - mondotta - elviselhetetlenné teszed az életemet.	0.792857
Tôi muốn kết thúc là hơn.	Jobb lesz, ha véget vetek neki.	0.289286
Chúng ta sẽ bị phán xử và bị kết án cả hai.	Itéljenek mindkettőnk felett.	0.11
Thế là xong.	Csak ezt akartam mondani.	0.107143
- Anh tưởng tôi sợ sao?	- Azt hiszed, hogy engem megijesztesz?- kiáltotta a felesége.	0.356571
- cô vợ hét lên với hắn - Tôi cũng chán ngấy như anh thôi.	- Én is éppen úgy megúntam az életemet, mint te.	0.466061
Chính tôi sẽ đến đồn cảnh sát, nếu anh không đi! ~~~ Chà!	Majd én megyek el a rendőrbiztoshoz, hogy mindent elmondjak neki, nem te.	-0.0047619
Được thôi, tôi sẵn sàng theo anh lên đoạn đầu đài, tôi không hèn nhát như anh đâu… Nào, ta cùng đi đến cảnh sát.	Jól van, én kész vagyok utánad menni a vérpadra, én nem vagyok olyan gyáva, mint te... No jer velem a rendőrségre. ~~~ Felkelt s a lépcső felé indult.	-0.012
Nàng chồm dậy rồi đi về phía cầu thang.	- Nagyon jól van - hebegett Laurent - menjünk együtt.	0.28
Khi đã xuống dưới cửa tiệm, họ nhìn nhau, bối rối, sợ hãi.	Mikor leértek a boltba, nyugtalanul, ijedten néztek egymásra.	0.248276
Tưởng chừng như người ta vừa đóng đinh họ xuống đất.	Úgy érezték, mintha a földhöz szögezték volna a lábaikat.	0.268966
trong vài giây bước xuống cầu thang gỗ ở loé lên một tia sáng đủ để họ thấy rõ những hậu quả của một cuộc tự thú.	Az a néhány másodperc, amíg lementek a lépcsőn, elég volt nekik arra, hogy világosan lássák vallomásuk következményeit.	0.261538
Cùng một lúc họ nhìn thấy hiến binh, nhà tù, toà đại hình, máy chém, tất cả hiện ra đột ngột và hiển nhiên.	Egyszerre előttük voltak a rendőrök, a börtön, az esküdtszék, a nyaktiló, - mind egész világosan!	0.221053
Và tự thâm tâm họ cảm thấy mình suy sụp, bị cám dỗ quỳ trước mặt nhau để van xin nhau dừng lại, đừng tố giác gì cả.	És a lelkük mélyén megrendültek, szerettek volna térdre borulni egymás előtt s könyörögni egymásnak, hogy maradjanak itt, ne áruljanak el semmit.	0.281679
Nỗi sợ hãi, sự hoang mang giữ họ lại bất động và nín bặt trong hai ba phút.	A félelem és az izgalom miatt két vagy három percig meg se mozdultak és hallgattak.	0.272
Chính Thérèse quyết định là người đầu tiên lên tiếng nhượng bộ.	Therese volt az első, aki megszólalt és engedett.	0.0978261
- Nói cho cùng - nàng bảo - tôi rõ là ngu đần để kèn cựa với anh số tiền đó.	- Mindent egybevetve, - mondotta - ostobaság tőlem, hogy vitatkozom veled arról a pénzről.	0.896341
Sớm muộn rồi cũng có lúc anh ăn tới nó thôi.	Hiszen mindenesetre úgyis te fogod felfalni akár ma, akár később.	0.220408
Cũng bằng như tôi đưa ngay lập tức cho anh.	Annál jobb, ha azonnal odaadom.	0.124138
Nàng không cố gắng che đậy sự thua cuộc thêm nữa.	Meg se kísérelte, hogy a vereségét leplezgesse.	0.234783
Nàng ngồi xuống quầy và ký liền một ngân phiếu năm ngàn francs mà Laurent phải đi lãnh ở một nhà băng.	Leült a bolti asztal mellé és kiállított egy ötezer frankos utalványt, amelyet Laurent a bankban beválthatott.	0.456278
Vậy là buổi tối hôm đó không có vấn đề cảnh sát nữa.	S nem beszéltek többet a rendőrségről ezen az estén.	0.229412
Từ khi Laurent có kho vàng trong túi, hắn say sưa ngây ngất, lui tới bọn gái làng chơi, lê lết trong cuộc sống huyên náo và cuồng loạn.	Amint Laurentnak a zsebében volt a pénz, elkezdett inni, a lányokhoz járt s belemerült a zajos és bolond életbe.	0.188235
Hắn ăn quán ngủ đình, ban ngày ngủ vùi, ban đêm trác táng, đi tìm những cảm giác mạnh, cố thoát khỏi thực tại.	Nappal aludt, éjjel csavargott, kereste az erős izgalmakat s igyekezett menekülni a valóság elől.	0.197802
nhưng hắn chỉ đi đến chỗ suy sụp thêm mà thôi.	De nem sikerült neki csak még mélyebben belemerült a bajába.	0.277358
Khi mọi người gào thét chung quanh hắn, thì hắn nghe trong lòng mình nỗi im lặng bao la khủng khiếp, khi một cô tình nhân ôm hôn hắn, hoặc khi nốc tràn ly rượu, hắn chỉ thấy trong tận cùng sự thoả thuê một nỗi ưu phiền nặng trĩu.	Mikor lármáztak körülötte, akkor is azt a rettenetes nagy csöndet hallotta, amely a bensejében uralkodott; amikor valamelyik szeretője megölelte, amikor kiürítette a poharát, mámorának a mélyén csak súlyos szomorúságát találta.	0.267273
Hắn không sẵn sàng cho thói dâm ô và tính phàm ăn nữa, con người hắn nguội lạnh như bị xơ cứng trong lòng, cảm thấy bực bội dưới những cái hôn và trong những bữa ăn.	Már nem volt való a kéjelgésre és a dorbézolásra; egész lénye kihült és rideg volt, mint a külseje, az idegei elernyedtek a csókok és a lakoma közben.	0.21
Sẵn phát ngấy từ trước, hắn không thúc đẩy nổi trí tưởng tượng, kích thích nổi các giác quan và dạ dày.	Mivel már előre undorodott mindentől, nem sikerült neki a fantáziáját mozgásba hozni s felizgatni érzékeit és a gyomrát.	0.292241
Hắn chịu đựng thêm chút ít để ép mình vào truỵ lạc, và chỉ có thế thôi.	Egy kissé jobban szenvedett, ha erőltette az élvezetet, - ennyi volt az egész.	0.249296
