JULES VERNE	JULES VERNE
Akármit is érzett Serge Ladko a meg nem érdemelt sértések özöne alatt, arcizma sem rándult.	Nghe những lời thóa mạ loạn xạ này, Xecgay Latco vẫn điềm nhiên lạnh lùng.
Szilárd léptekkel ment be a törvényszéki palotába, és újabb várakozás után végre a vizsgálóbíró elé került.	Anh bước vào tòa án bằng những bước chân vững vàng, chờ thêm một chập nữa người ta mới giải anh ra trước tòa thẩm phán.
Ha állított valamit, nem tűrt ellentmondást, goromba volt, mikor cáfolt valamit, kérdései pörölycsapásként zuhogtak a gyanúsítottra.	Dùng những lời khẳng định táo bạo, sự phủ nhận cay cú, ông ta bất thình lình tấn công đối phương, muốn gây nên sự sợ hãi hơn là để tỏ sự tin cẩn.
- Üljön le!	- Ngồi xuống đi!
- förmedt rá Róna bíró.	- ngài Rona ra lệnh bằng cái giọng gắt gỏng.
Serge Ladko engedelmeskedett.	Xecgay Latco ngoan ngoãn ngồi xuống.
- Neve?	- tên của anh?
- Borus Demeter.	- Ilya Bruso.
- Lakhelye?	- Nơi cư trú?
- Szalka.	- Xanca.
- Foglalkozása?	- Nghề nghiệp?
- Hazudik!	- Câu cá.
- csattant fel Róna bíró, és éberen figyelte a révkalauz arckifejezését.	- Anh nói dối - viên thẩm phán tuyên bố, vừa nhìn xoáy vào mặt bị cáo.
Serge Ladko arcát enyhe pír borította el, és szemében hirtelen tűz villant.	Xecgay Latco thoáng đỏ mặt, nhưng đôi mắt anh vẫn sáng rực.
De türtőztette magát, és hallgatott.	Dầu gì anh cũng phải buộc mình điềm tĩnh.
- Magát Ladkónak hívják, és Ruszcsukban lakik.	Người hoa tiêu chợt giật nảy người.
Személyazonossága tehát kiderült.	Làm sao lại có chuyện này nhỉ?
- Három közönséges rablással, tizenkilenc magánlaksértéssel és betöréssel súlyosbított rablással, három gyilkossággal és hat emberölési kísérlettel vádolják magát.	- Anh bị buộc tội trong ba vụ cướp bình thường, trong 19 vụ cướp có phá hoại trầm trọng, ba vụ giết người và sáu vụ mưu sát.
Ezeket a bűnöket mind előre megfontolt szándékkal követte el, nem egészen három év leforgása alatt.	Tất cả những trọng tội này đã tiến hành có ý đồ suốt trong ba năm hơn.
A révkalauz megdöbbenten hallgatta ezt a bűnlajstromot.	Người hoa tiêu sửng sốt lắng nghe bản hài tội này.
Hát tessék.	Thật lạ!
Az imént még arra gondolt, hogy megmondja az igazat, és a bírót titoktartásra kéri.	Mà nếu thật thế thì cớ gì anh phải đồng ý rằng anh chính là Latco?
Persze igaz, hogy még ha személyazonosságát végleg meg is állapítják, akkor is be tudja bizonyítani ártatlanságát.	Nhưng lúc này anh lại hiểu rằng có thú nhận còn mang tai họa hơn là có lợi cho mình.
- Erre csak azt felelhetem, hogy ön téved - jelentette ki határozott hangon.	Họ đã buộc tội chính anh, chớ không phải người nào khác.
- Nevem Borus Demeter, és Szalkán lakom.	Xecgay latco đã phạm trong tội ghê hồn đó.
- Ezt bízza ránk - mondotta a bíró, és jegyzett valamit.	Đó chỉ là kết quả duy nhất anh sẽ đạt được thôi!
- Most lássunk néhányat közelebbről a magát terhelő vádak közül.	Nhưng sẽ tốn mất bao nhiêu thời gian cho việc này?
- Nem veszem itt sorra mindazokat a bűncselekményeket, amelyekkel vádolják - folytatta a bíró.	- Ngài đã lầm - người hoa tiêu nói dứt khoát - Tên tôi là Ilya Bruso, và tôi sống ở Xanca.
- Először Ulmból érkezett hír magáról.	Xecgay Latco bắt đầu chú ý hơn.
Vegyük úgy, hogy onnan indult el.	Điều này đã làm cho nah quan tâm.
- Bocsánat, bíró úr!	Viên thẩm phán bắt đầu:
- Utazásom jóval Ulm felett kezdődött, hiszen két díjat nyertem a sigmaringeni horgászversenyen, és azután egész Donaueschingenig felmentem a Dunán.	- Xin lỗi ngài thẩm phán - Xecgay Latco vội cướp lời - Hành trình cua tôi đã bắt đầu từ trước khi đến Unma rất lâu, bởi lẽ tôi đã giành được hai giải nhất tại hội thi câu cá ở thị trấn Ditmaringen, sau đó tôi khởi hành từ Donaucsingen.
- Az igaz, hogy egy bizonyos Borus Demeter nevű egyént a Dunai Liga Sigmaringenben rendezett horgászversenyén díjnyertesnek kiáltottak ki, és hogy ezt a Borus Demetert Donaueschingenben is látták.	- Đúng là một người nào đó tên là Ilya Bruso - viên thẩm phán đồng ý - anh ta đã trúng giải tại hội thi ở Ditmaringen do "Hội vùng sông Danube" tổ chức, và anh ta quả thật có mặt ở Donaucsingen.
Ezt a kérdést majd tisztázni fogjuk, efelől nyugodt lehet.	Cứ yên tâm, đến lúc cần thiết chúng ta sẽ rõ.
Serge Ladko szeme kerekre tágult a meglepetéstől, és mintegy álomban hallgatta az elképesztő okfejtést.	Xecgay Latco tròn xoe mắt, bang hoàng lắng nghe lời kết luận quái dị ấy.
Végül még majd azt is mondják, hogy ezt a képzeletbeli Borus Demetert is ő tette el láb alól.	Thiếu một chút nữa là chàng Ilya Bruso sẽ bị xếp vào danh sách những nạn nhân của anh.
De nem is vette magának a fáradságot, hogy válaszoljon, megvetően vállat vont, mikor a bíró feléje hajolva, merően az arcába nézve, nekiszegezte a kérdést:	Vì không muốn đáp, anh nhún vai tỏ ý coi thường, riêng ngài thảm phán đã nhìn xoáy vào anh, rồi đột nhiên hỏi:
- Mi dolga volt augusztus 26-án Bécsben Klein Simon kereskedőnél?	- Anh đã làm gì ở cửa hiệu của người Do Thái tên là Ximon Klein vào ngày 15 tháng 8?
Serge Ladko akaratlanul megint csak összerezzent.	Xecgay Latco miễn cưỡng run nẩy người lần thứ hai.
Szóval nem marad titokban ez a látogatása!	Hóa r họ cũng biết căn hộ ấy?
- Klein Simon?...	- Cửa hiệu lão Ximon Klein à?
- kérdezte, mint aki az egészből semmit sem ért.	- anh hỏi lại, làm như không hiểu.
- Tagadja?!	- Anh phủ nhận à?
- kiáltotta Róna. - Mindjárt gondoltam.	- ngài Rona thốt lên - Tôi đã biết thế mà!
Hát akkor majd én megmondom magának, hogy az a Klein Simon, akit felkeresett - és a bíró, mikor ezt mondta, félig felemelkedett helyéről, hogy még nagyobb súlyt adjon szavainak -, a maga bandájának az orgazdája.	Tôi sẽ cho anh biết, rằng, khi đến cửa hiệu người Do Thái Ximon Klein - khi nói lời này, người thẩm phán đã nhổm người trên ghế bành để gây cho lời nói của mình một hiệu quả đích đánh - Anh đã đến đó để ước định với kẻ thường xuyên che giấu băng cướp của anh!
- Az én bandámnak?...	- Băng cướp của tôi?!
- Ó, persze, persze! - helyesbített gúnyosan a bíró.	- người hoa tiêu ngẩn người ra, lặp lại.
- tiltakozott Serge Ladko.	- Xecgay Latco phản đối.
- Hát hogy a csodába ne?	- Khỉ thật!
- válaszolt Róna Lázár.	- Ngài Izar Rona la to - làm gì anh phải giấu cặp mắt mình dưới cặp kính râm?
Legyen szíves, vegye csak le azt a szemüveget.	Mà hơn nữa anh lúc nào cũng mang cặp kính ấy!
Meg aztán mi másért festené feketére a szőke haját?	Anh đi nhuộm tóc vàng của mình thành tóc đen để làm gì nào?...
Serge Ladko teljesen megsemmisült.	Xecgay Latco đã bị vạch trần.
- Úgy van - válaszolt Serge Ladko.	- Đúng - Xecgay Latco đáp.
- Hogy hívták az utast?	- Tên người ấy?
- Jägernek.	- Ngài Yêge.
- Így van.	- Đúng lắm.
- Fogalmam sincs róla.	- Tôi hoàn toàn không biết.
- Azt mondja, hogy a bárkához visszatérve?	- Anh nói là sua khi trở lại thuyền.
És szabad tudnom, hova ment?	Vậy nah đã đi đâu?
- Egy közeli faluba, hogy egy kis szíverősítőt hozzak az útitársamnak.	- Tôi vào làng tại các vùng ngọi ô để tìm rượu nóng cho hành khách của tôi.
- Hát beteg volt az illető?	- Ông ta bị đau à?
- Nagyon rosszul volt.	- Đau nặng lắm.
- Hm... - dörmögött a bíró, akinek a dolog nem egészen fért a fejébe.	- Còn ai có thể làm điều ấy ngoài tôi ra?
- Miért akarnám meghatni?	- Hừm!...
- tiltakozott Ladko.	- ngài thẩm phán bật thốt.
- És ugye, ezt megelőzően egyszer sem hagyta el a bárkát?	- Latco bác lại - Phần ông cứ việc thẩm vấn, còn tôi thì trả lời.
- Csak egyetlenegyszer, amikor Szalkára mentem, ahol lakom.	- Có một lần, để ghé về nhà tôi ở Xanca.
- Meg tudná mondani, hogy pontosan mikor volt ez?	- Anh có thể cho tôi biết chính xác ngày anh rời thuyền không?
- Hogyne tudnám, ha kicsit utánagondolok.	- Dĩ nhiên là được, có điều tôi nhớ lại đã.
- No, majd segítek magának.	- Tôi sẽ giúp anh.
- Az bizony lehetséges.	- Chắc vậy.
- Szóval nem tagadja?	- Anh không phủ nhận điều này.
- Nem!	- Không.
- Elismeri?	- Anh thú nhận điều này?
- Miért ne?	- Nếu ông muốn thế.
- Akkor helyben vagyunk... Ha nem csalódom, a Duna bal partján fekszik az a Szalka, ugye?	- Chúng ta thỏa thuận thế nhé... Xanco nằm ở bờ trái sông Danube, đúng thế chứ?
- kérdezte a vizsgálóbíró szinte kedélyeskedve.	- Ngài Rona làm bộ ngây thơ hỏi.
- Úgy van.	- Vâng.
- És ugye, az augusztus 29-ére virradó éjszaka nagyon sötét volt?	- Và hình như là đêm 29 tháng 8 ấy trời tối lắm phải không?
- Nagyon.	- Tối như bưng.
- Szóval ezért tévedt el maga azon az éjszakán?	- Điều này sẽ giải thích cái sai lầm của anh.
- A jobb parton?	- Lên bờ phải?
Róna Lázár teljesen felemelkedett helyéről, és merően a gyanúsított szemébe nézve, leszögezte:	Bất ngờ, ngài Rona đứng phắt dậy và vừa nói, vừa nhìn thẳng vào mặt bị cáo.
- Igen, a jobb parton.	- Đúng, lên bờ phải!
De hát hogyan is képzelem én, hogy maga tudhat olyan bűncselekményekről, amelyeket valami Ladko nevű ember követett el!	Làm sao anh có thể biết được về các vụ phạm tội đã được tiến hành bởi một chàng Latco nào đó?
Persze magát nem így hívják!	Đấy đây có phải tên của anh!
- Tudom, tudom!	- Hay thật!
Hát mondja csak, Budapesten, Újvidéken és a többi nagyobb városban miért nem mutogatta magát olyan készségesen az emberek előtt, mint korábban?	Tại sao trước khi công khai xuất đầu lộ diện, anh đã biến mất ở Budapest, ở Nedac, ở các thành phố lớn?
Miért nem játszotta továbbra is a horgászt, és miért volt az, hogy néha még maga vásárolt halat egyik-másik faluban, ahol hajlandó volt kikötni?	Tại sao anh lại bỏ đi cái vai trò người câu cá của mình đến mức là thỉnh thoảng mua cá tại các làng mà anh đã hạ cố ghế đến?
A szerencsétlen révkalauz az egészből egy kukkot sem értett.	Người hoa tiêu hoàn toàn mù tịt trước những điều này.
Először is igazán nem önszán­tából tűnt el.	Anh đã biến mất vì một lý do ngoài ý muốn.
Hiszen az augusztus 29-ére virradó éjszaka óta állandóan fogságban volt.	Sau cái đêm 39 tháng 8 ấy chẳng lẽ anh đã không bị tù suốt hay sao?
A különös csak az, hogy mégis akadtak, akik állítólag látták ez alatt az idő alatt.	Trái lại, cái đáng ngạc nhiên là có những người đã chú ý đến điều đó.
Serge Ladko elszánta magát, hogy részletesen elmondja, mi történt vele, és türelmetlenül várta, hogy a vizsgálóbíró erre engedélyt adjon neki.	Sau khi quyết định phải tường thuật lại đầu đuôi mọi việc ấy, Xecgay Latco đã sốt ruột chờ cho ngài Rona cho phép mình mở miệng tỏ bày.
De a bíró se nem látott, se nem hallott.	Như Izar Rona vẫn nói không thôi.
És mondja csak, ha maga nem Ladko, hát akkor mit keresett a maga csónakjában egy arckép, amelyet a felesége, Natsa ajándékozott férjének, Serge Ladkónak?!	Sau nữa, nếu anh không là Latco, thì tạo sao trong thuyền của anh lại có bức ảnh tặng chồng Latco của cô vợ Natcha của mình?
Róna bíró ezúttal fején találta a szöget, és ez az érv valóban megsemmisítő volt.	Ngài Rona đã nhắm trúng đích, và cái chứng cứ sau cùng đã có hiệu quả đáng kể.
A révkalauz magába roskadva csüggesztette le fejét, és homlokán veríték gyöngyözött.	Người hoa tiêu bị vạch mặt đã cúi đầu và những giọt mồ hôi to bự đã lăn tròn khắp mặt nah ta.
- Hát ha maga nem Ladko, akkor miért tűnt el ez az arckép éppen akkor, amikor maga úgy érezhette, hogy veszély fenyegeti?	- Nếu anh không là Latco, thì tại sao bức ảnh ấy lại biến mất trong đêm anh cảm thấy là mình bị mối nguy đe dọa!
Mégpedig a jobb oldali ládában!	Ở đó đã không còn bức ảnh nữa.
- Majd megért mindent pontosan, ha kicsit töri rajta a fejét.	- Làm gì mà anh không biết!
Most egy időre abbahagyjuk ezt az érdekfeszítő csevegést.	Thôi chúng ta nói chuyện đến đây là đủ.
Magát visszavezetik a cellájába, ott majd bőven lesz ideje gondolkozni.	Anh sẽ bị dẫn trở lại cái buồng giam, nơi đó anh có thể thả sức suy gẫm.
Négy: Augusztus 29-ére virradó éjszaka otthon járt, Szalkán.	Tất cả những điều này sẽ được kiểm tra.
Én viszont a következőket állítom: Egy: A maga neve Ladko.	Về phía mình, tôi tuyên bố: 1- Tên của anh là Latco.
Öt: Ugyancsak a maga lelkiismeretét terheli sok más rablás és emberölés is, melyet a Duna partvidékén követtek el.	5- Anh bị buộc tội đã gây ra vô số những vụ cướp phá và giết người tại các khu vực ven sông Danube.
Nem akarja?	Không à?...
Őrök, vezessék vissza az őrizetest!	Lính, hãy dẫn bị cáo đi!...
Serge Ladkónak megint át kellett haladnia az utcán csoportosuló emberek között, és hallania kellett szidalmaikat.	Để trở lại buồng giam, Xecgay Latco một lần nữa phải đi qua đám đông và phải chịu nghe những lời la thét có tính chất thù địch.
A szitkozódó csődületben legelöl állt Iván Striga.	Xtriga đứng ngay đầu hàng của đám đông đang gào thét.
Szemét le nem vette arról az emberről, aki most őhelyette lépkedett a fegyőrök között.	Hắn nhìn dán mắt vào phạm nhân, một kẻ dễ thương đã đứng thế chỗ cho hắn ta.
De a borotvált arcú, fekete hajú embert, akinek szemét hatalmas pápaszem takarta, nem ismerte meg.	Xtriga đăm chiêu giãn ra cùng với đám đông, khi cánh cửa nhà tù đã được khép lại.
De amikor másnap átfutotta az újságokat, mégis másként határozott.	Nhưng hắn đã phải thay đổi ý định khi đọc xong tờ báo buổi sáng.
Minthogy a Ladko-ügyben a vizsgálat a legnagyobb titoktartás mellett folyt, a sajtó ugyancsak igyekezett, hogy felfedje a titkot.	Vụ án Latco bị đưa vào bí mật tuyệt đối, nên báo chí nhất quyết phải moi bí mật cho bằng được.
A lapok tele voltak a legkülönbözőbb értesülésekkel.	Tin tức thu lượm được sẽ rất dồi dào.
Az újságok elég pontosan beszámoltak az első kihallgatásról, és a tudósítást a vádlott szempontjából kedvezőnek cseppet sem mondható megjegyzésekkel fűszerezték.	Đúng như vậy, báo chí đã tường thuật buổi lấy cung đầu tiên một cách hết sức tỉ mỉ và kèm theo đó là những nhận xét bình luận không thuận lợi cho bị cáo.
Általában csodálkoztak azon, hogy a gyanúsított milyen makacsul állítja, hogy ő csak egy Borus Demeter nevű egyszerű horgász, aki magányosan él Szalkán.	Nói chung đám phóng viên rất sửng sốt trước sự bướng bỉnh mà bị cáo đã cố biện bạch cho mình là người câu cá chơn chất Ilya Bruso sống ơ thị trấn Xanca.
Vajon miért ragaszkodott ilyen görcsösen ehhez a meséhez, amely annyira átlátszó volt?	Có gì phải bám lấy hệ thống bào chữa mà chắc chắn là yếu ớt như thế?
A lapok különben arról értesültek, hogy Róna vizsgálóbíró már megkereséssel fordult Esztergomhoz.	Căn cứ theo tin tức của báo chí, ngài Izar Rona đã cử Ủy ban điều tra đến Goron.
Rövid pár napon belül kiszáll onnan egy nyomozó Szalkára, és nyomozásának eredményei halomra döntik majd a gyanúsított állításait.	Sắp tới cảnh sát sẽ lên đường đi Xanca và sẽ mở cuộc điều tra để chống lại tất cả những khẳng định của bị cáo.
Utánanéznek majd ennek a Borus Demeternek, és meg is találják, ha ilyen személy egyáltalában létezik, ami mindenesetre felettébb kétséges volt.	Người ta sẽ đi tìm Ilya Bruso và sẽ tìm thấy... nếu như anh ta có thật, mà điều này thì khó tin lắm.
Ez volt az az újsághír, amely Strigát tervei módosítására késztette.	Tin tức này làm thay đổi các kế hoạch của Xtriga.
Mialatt a lapokat bújta, különös ötlete támadt, és mire az olvasást befejezte, az ötletből terv lett.	Đang đọc bài báo, trong đầu hắn đã nảy ra ý nghĩ kỳ lạ và trởi nên rối rắm hơn khi hắn đọc xong.
Már az is igen örvendetes volt, hogy őhelyette egy ártatlan ember jutott az igazságszolgáltatás kezére.	Tất nhiên có một điếu tốt đẹp là chính quyền đã tóm phải kẻ vộ tội.
Egy másik élő Borus Demetert kell bemutatnia, és ez a tény ipso facto15 meggyőzi a bíróságot a Zimonyban bebörtönzött Borus Demeter szélhámosságáról.	Hắn tưởng tượng ra Ilya Bruso bằng xương bằng thịt và chỉ có thể mới vạch mặt được kẻ mang danh Ilya Bruso đang bị giam ở Zemlin.
De nem a dereglyéhez sietett, hanem ellenkező irányba indult.	Xtriga liền rời bỏ thành phố, nhưng hắn không quay về tàu của mình.
Kocsin vágtatott a legközelebbi vasútállomásra, hogy onnan teljes gőzzel Budapestre vagy még északabbra siessen.	Sau khi thuê một ekip, hắn vội lên đường bằng tàu hỏa và con tàu đã phóng nhanh đưa hắn lên tây Bắc, đến Budapest.
Eközben Serge Ladko, mint eddig is, nyugodtan, de szomorúan számolta az órákat.	Trong lúc này, Xecgay Latco vẫn ngồi bất động hang mấy giờ liền như một thói quen.
A vizs­gáló­bírónál történt első kihallgatásán megrettenve látta, hogy milyen súlyos gyanúokok szólnak ellene.	Vừa chia tay với viên thẩm phán xong, anh đã quay lại phong giam, và thấy lo sợ trước những lời buộc tội rất xác đáng dành cho anh.
Idővel minden bizonnyal bebizonyíthatja ártatlanságát, de ugyancsak nagy türelemre lesz szüksége, mert a látszat kétségkívül ellene szól, és az igazságszolgáltatás érvei logikusan épülnek fel.	Nhưng cần phải được vũ trang bằng lòng kiên nhẫn, bởi vì tình huống có lẽ đã được đặt ra để chống lại anh, mà tòa án thì không tuân theo cái logich khi mà họ đã đặt ra cái giả thuyết để buộc tội.
Egyszerű gyanúokok és kézzelfogható bizonyítékok között azonban nagy a különbség.	Từ những nghi ngờ đơn giản đến những chứng cớ chính thức hãy còn xa.
Bizonyítékokat pedig sohasem fognak ellene felsorakoztatni, mert nem is lehet.	Mà họ sẽ không có được các chứng cớ để chống lại anh.
Csak egy tanútól volt oka félni, Klein Simontól, és ettől is csak azért, mert elárulhatja igazi nevét.	Nhân chứng duy nhất mà anh có thể phải e dè - cũng chỉ người đó biết tên thật của anh - là lão Do Thái Ximon Kalein.
Szükségesnek tartja-e egyáltalában a bíróság, hogy szembesítse volt bécsi ügyfelével?	Tuy nhiên họ có muốn đối chứng với người mối lái ở thành Viên của anh hay không?
Több nap telt el így, és ezalatt Serge Ladko agyában egyre vadabbul keringtek a gondolatok.	Vài ngày đã trôi qua, trong suốt những ngày ấy, Xecgay Latco vẫn không buông những ý nghĩ ấy.
Szalka végtére is nem volt olyan messze, és már meg kellett volna érkeznie a kért felvilágo­sításnak.	Xanca cũng gần đây thôi và cuộc điều tra sẽ không mất nhiều thời gian lắm.
Első kihallgatása óta már hét nap telt el, mikor újból bevezették Róna vizsgálóbíró dolgozószobájába,	Chỉ đến ngày thứ bảy, sau cuộc lấy cung đầu tiên, người ta mới lại dẫn anh đến phòng của ngài Izar Rona.
A bíró íróasztalánál ült, és igen elfoglaltnak látszott.	Thẩm phán đang nồi sau bàn và hình như ông ta đang bận rộn lắm.
Tíz percig hagyta állni a révkalauzt, mintha csak tudomást sem vett volna jelenlétéről.	Ông ta để mặc cho người hoa tiêu đứng khoảng 10 phút và không để ý gì đến anh cả.
- Megjött a válasz Szalkáról - mondta végül közömbös hangon, anélkül hogy egyenesen a fogolyra nézett volna, bár szeme sarkából fürkészően vizsgálta.	- Chúng tôi đã nhận được trả lời từ Xanco - mãi sau ông ta mới nói, lạnh lùng và không ngẩng lên nhìn bị cáo đang bí mật theo dõi ông ta qua hai hàng mi cụp xuống.
- No lám!	- A!
- lélegzett fel Serge Ladko.	- Xecgay Latco khoan khái kêu lên.
- No lám!	- A!
- örvendezett ismét a révkalauz, aki már látta maga előtt kitárulni a börtön kapuit.	- Người hoa tiêu lại hô lên và hình như cánh cửa nhà tù đã được mở rộng trươc mắt anh.
A bíró erre még szenvtelenebb, még közömbösebb hangon, mint aki semmi jelentőséget nem tulajdonít a dolognak, így folytatta:	Ông ta bắt đầu nói lí nhí và có vẻ như ông ta không gây ra ý nghĩa gì cho những lời nói của mình:
- A vizsgálattal megbízott esztergomi nyomozóbírónak alkalma is volt személyesen beszélni vele.	- Cảnh sát trưởng ở Goron đã điều tra và ông ấy đã nói chuyện được với chính anh ta?
- Vele?	- Với chính anh ta?
- kérdezte értetlenül Serge Ladko.	- Xecgay latco nhắc lại mà không hiểu mô tê gì cả.
- Bizony vele - ismételte a bíró.	- Với chính anh ta!
Serge Ladko azt hitte, hogy rosszat álmodik.	- Thẩm phán khẳng định lại.
Hogyan találhattak egy másik Borus Demetert Szalkán?	Xecgay Latco có cảm tưởng là ông ta đang mê sảng.
- Tévedés van a dologban! - Győződjék meg maga is róla - válaszolt a bíró.	- Không thể như thế được, thưa quan tòa - anh nói lí nhí - Đã có sự nhầm lẫn.
- Tessék, itt van az esztergomi rendőrbiztos jelentése.	- Thì hãy xem - viên thẩm phán bác lại - Đây là báo cáo của cảnh sát trưởng ở Goron.
- szakította félbe magya­rázatát a bíró.	- Viên thẩm phán tự cắt lời mình.
- Igenis, bíró úr - válaszolt Serge Ladko révetegen.	- Vâng, thưa thẩm phán - Xecgay Latco đáp với vẻ sững sờ.
- Szóval a két út kereszteződésénél - folytatta a bíró -, itt ebben a házban a nevezett Borus Demeter személyesen fogadta a nyomozóbírót, közölte vele, hogy meglehetősen hosszú távollét után nemrég tért haza.	- Và trên đường đi Budapest - viên thẩm phán lặp lại - Chính Ilya Bruso đã tiếp ông ấy tại căn nhà ấy, và anh ta nói õ là anh ta mới quay về sau lần vắng mặt đã kéo dài khá lâu.
A nyomozóbíró arról is értesült, hogy a nevezett Borus Demeterről személyesen beszerzett adatok az illető feddhetetlenségéről tanúskodnak, továbbá arról, hogy Szalkán senki más nem viseli ezt a nevet... Van valami mondanivalója?	Cảnh sát trưởng nói thêm là những tin tức mà ông ấy đã thu lượm về Ilya Bruso bảo đảm phẩm cách tốt đẹp của anh ta và một điều nữa là ở Xanca không có một cư dân nào khác mang tên Ilya Bruso... Sao, anh có muốn nói gì thêm không?
- Szóval ezt az első pontot tisztáztuk - fejezte be mondanivalóját elégedetten a vizsgálóbíró, és úgy nézett foglyára, ahogy a macska nézhet az egérre.	- Đây là điểm đầu tiên được sáng tỏ - ngài Izar Rona khoan khoái kết luận và nhìn người tù như một con mèo nhìn chuột.
Serge Ladko második kihallgatása után úgy tért vissza cellájába, mint akit fejbe kólintottak.	Sau lần thẩm vấn thứ hai, Xecgay Latco trở lại nhà giam mà trong lòng không hiểu được chuyện gì đã xảy ra.
Miután az Esztergomhoz intézett megkeresés eredményéről értesült, már jóformán nem is hallotta a vizsgálóbíró kérdéseit, és csak kábán válaszolgatott.	Phải khó nhọc lắm anh mới nghe được những câu hỏi của viên thẩm phán sau khi nah được nghe báo cáo của cảnh sát trưởng ở Goron, và anh đã trả lời cho những câu hỏi với vẻ ngây dại.
Egyszerűen képtelen volt felfogni, hogy mi történt.	Điều xảy ra đã vượt quá tầm hiểu biết của anh.
Ez aztán már minden képzeletet felülmúl.	Điều này đã biến thành bức tranh quái dị!
Az érthetetlen fejleményektől elkábult, szinte eszét vesztette, és az volt az érzése, hogy természetfeletti ellenséges erők játékszerévé vált, tehetetlen, védtelen prédaként került annak a roppant gépezetnek félelmetes fogaskerekei közé, melyet igazságszolgáltatásnak neveznek.	Bị sững sờ, bị mất trí bởi hàng loạt sự kiện không thể nào giải thích nổi xảy đến liên tiếp, Xecgay Latco cảm thấy mình đang là một món đồ chơi cho những lực lượng thù địch hùng mạnh, cảm thấy mình như là một con mồi nhu nhược và bất lực bị hút vào bánh xe của cỗ xa đáng sợ có tên gọi là công lý.
A teljes tehetetlenségnek ez a nyomasztó érzete annyira lerítt arcáról, hogy még az egyik őr is, aki kísérte, megszánta, jóllehet foglyában a legalávalóbb gonosztevőt látta.	Cơn tuyệt vọng này, sự biến mất của mọi nghị lực này đã hiển hiện một cách rõ rật trên gương mặt anh đến nỗi một trong những viên cai tù đi kèm theo anh cũng phải động lòng.
- kérdezte, és mintha valami vigasztalásféle lett volna a hangjában, pedig már csak hivatásánál fogva sem szokott elérzékenyülni az emberi nyomorúság láttán.	- người coi tù ấy lên tiếng hỏi, vừa đặt vào âm giọng của mình một ý muốn nào đó nhằm làm cho người tù được tươi tỉnh lên, mặc dù nghề nghiệp của y luôn làm cho y thỏa thuê trước những sự khốn nạn của con người.
De mintha csak sükethez szólott volna, kérdésére semmi választ nem kapott.	Y có thể trầm giọng xuống để nói, nhưng kết ảu vẫn hoàn không.
- Szedje össze magát!	- Ái chà!
Róna bíró úr nem is olyan rossz ember, és talán nem lesz olyan nagy a baj, mint gondolja...	- người coi tù tốt bụng lại nói tiếp - Anh bạn đừng quẫn trí.
Ez majd eltereli a figyelmét.	Anh đã không hiểu gì cả.
Az órák teltek-múltak.	Từng giờ đồng hồ trôi qua.
Elmúlt ez a nap, majd az éjszaka is, és új hajnal virradt.	Ngày đã hết, rồi đêm đến, và một ngày mới lại bắt đầu.
Serge Ladko, aki magába roskadva ült székén, nem is vett tudomást az idő múlásáról.	Như bị xiềng trên ghế, Xecgay latco đã không cảm thấy thời gian đang trôi đi như thế nào.
De amikor a felfelé kúszó nap sugarai arcába világítottak, kezdett magához térni kábultságá­ból.	Tuy vậy, khi những tia nắng đâm thẳng vào mặt, anh mơ hồ như đã thoát khỏi tình trạng hôn mê của mình.
Felnyitotta szemét, és réveteg tekintettel nézett körül a cellájában.	Anh mở mắt và cái nhìn dáo dác của anh chạy tung khắp buồng giam.
Az első, amit észrevett, az újság volt, amelyet az irgalmas szívű őr előző este ott hagyott.	Cái trước tiên anh cảm nhận là tờ báo của viên cai tù đã để lại từ hôm trước đó do dự thông cảm.
Mint történetünk elején már mondottuk, akkoriban az egész Balkán-félsziget forrongott.	Như đã nói ở đầu câu chuyện này, toàn khu vực bán đảo Bancang lúc đó đã công phẫn.
Hercegovina már 1875 nyarán fellázadt, és az odaküldött ozmán csapatok sem bírtak a felkelőkkel.	Hercegovi a đã nổi dậy vào mùa hè năm 1875, và quân đội Thổ Nhĩ Kỳ được cử đi đàn áp cũng không thể dập tắt được.
Amikor 1876 májusában Bulgária lázadt fel, a porta válaszképpen nagy hadsereget vont össze a Ruszcsuk, Vidin és Szofija közötti nagy háromszögben.	Đến lượt mình, Bungari, nổi dậy vào tháng năm 1878, Portu đã đáp lại những cuộc nổi dậy bằng sự tập trung quân lực hùng hậu ở vùng tam giác mà các điểm nhọn là Rusuco, Vidin và Xophia.
Végül az idén - vagyis 1876. július elsején - Szerbia, július másodikán pedig Montenegró is megmozdult, s hadat üzent Törökországnak.	Cuối cùng, vào ngày 1 và 2 tháng 7 cùng năm 1876, Xecbi và Tactuogoria đã gia nhập trận chiến, tuyên chiến với Thổ Nhĩ Kỳ.
A szerbek Csernajev orosz tábornok parancs­noksága alatt előbb több győzelmet arattak, de ezután vissza kellett vonulniok határaik mögé, és szeptember elsején Milán szerb fejedelem kénytelen volt tíznapos fegyverszünetet kérni.	Người Xecbi dưới sự lãnh đạo của vị tướng Nga - Checuhiaep - lúc đầu đã giành được một vài chiến thắng, nhưng sau đó họ đành phải rút về biên giới của mình.
