JULES VERNE	Jules Verne
A bejáratot elzáró keményfa-rács mögött faketrec­ben, ahol épphogy csak guggolni lehetett, egy foglyot őriztek, nyilvánvalóan azért, hogy a legközelebbi lakomáig fölhizlalják.	Phía sau song gỗ đóng ở lối vào, một tù nhân bị nhốt trong lồng gỗ, vừa đủ lớn để hắn ở tư thế quỳ gối, để vỗ béo hắn cho bữa ăn sắp đến nào đấy - điều này thì quá rõ ràng.
Matakit volt.	Đúng Matakit rồi.
Ön itt!...	Ông ơi!...
Szabadítson meg!...	Ông hãy mang tôi theo!...
Inkább visszamegyek Griqualandra, azt se bánom, ha felakasztanak, de nem maradok itt, ebben a csirkeólban, várva a rettenetes kínzásokat, amelyeket a kegyetlen Tonaia tartogat számomra, mielőtt felfalna!	Tôi thà trở về Griqualand, thà chịu bị treo cổ, hơn là ở trong lồng gà này, chờ đợi một cực hình man rợ mà kẻ tàn bạo Tonaïa dành cho trước khi ăn thịt tôi!"
Oly siralmas hangon mondta el mindezt, hogy Cyprien megrendült a szegény ördög jajveszé­kelésétől.	Giọng van xin thảm thiết đến nỗi Cyprien hoàn toàn mủi lòng khi nghe kẻ khốn khổ tội nghiệp nói.
- kiáltott Matakit.	"Kim cương ư!..."
Az igazság oly meggyőző erejével beszélt Matakit, hogy Cyprien nem kételkedhetett őszinteségében.	Cậu bé nói điều này với giọng thực thà đến nỗi Cyprien hiểu rõ rằng chàng không thể nghi ngờ lòng trung thực của cậu ta.
Egyébként is tudjuk, sohasem akarta elhinni, hogy Matakit effajta lopásra vetemedett volna.	Hơn nữa, ta cũng thừa biết Cyprien luôn thấy khó mà tin Matakit là chủ mưu một vụ trộm thế kia.
- Azért, mert amikor társaim a bűvös pálcák próbáját kiállották, a fehérek azt beszélték, hogy a tolvaj nem lehet más, mint én, s hogy csak a gyanú elterelése végett eszeltem ki a cselt.	"Thì vì bởi khi bạn bè tôi tham gia cuộc điều tra bằng đũa, người ta đã cho rằng kẻ trộm chỉ có thể là tôi, rằng tôi đã gian trá đánh lạc hướng mọi nghi ngờ!
Erőt vett rajtam a félelem, s menekültem, mint valami gonosztevő Transvaalon keresztül.	Cho nên, tôi sợ quá, và tôi đã chạy trốn qua tỉnh Transvaal như một kẻ phạm tội!"
- Én úgy vélem, hogy ez a szegény ördög igazat beszél - jegyezte meg Pharamond Barthès.	"Tôi cho rằng điều thằng bé đáng thương kia nói là thực đấy," Pharamond Barthès nhận xét.
- Magam se kételkedem már - felelte Cyprien -, s talán igaza is volt, hogy igyekezett kisiklani a griqualandi igazságszolgáltatás karmaiból.	"Tôi cũng không nghi ngờ điều này nữa," Cyprien đáp, "và có thể cậu bé không sai khi trốn tránh luật pháp của Griqualand!"
De a Vandergaart-Kopjéban aligha hisznek nekünk majd, ha ártatlanságodat hangoztatjuk.	nhưng, ở Vandergaart-Kopje, họ có thể sẽ không tin chúng ta nếu ta nói cậu vô tội!
Megkoc­káz­tatod-e, hogy visszajöjj velünk?	Vậy cậu vẫn muốn có dịp trở về nơi ấy ư?"
- Majd letárgyaljuk az ügyet - mondta Cyprien -, itt van Pharamond Barthès barátom, majd ő elintézi.	"Chúng ta sẽ thương lượng vụ này," Cyprien đáp, "và Pharamond Barthès bạn ta đây sẽ lo việc ấy!"
És valóban, a vadász, aki nem szeretett időt veszíteni, már nagyban tárgyalt Tonaiával.	Và, trên thực tế, anh bạn thợ săn không để mất thêm thời gian, anh đã hội ý với Tonaïa rồi.
- Négy puskát, mindegyikhez tízszer tíz töltényt és négy zacskó üveggyöngyöt.	"Ta muốn bốn khẩu súng, mười lần mười ống đạn cho mỗi khẩu và bốn gói cườm thủy tinh.
- Hússzoros ár, de Pharamond Barthès barátod és mindent megtesz a kedvedért.	"Quá đáng quá ấy chứ, nhưng Pharamond Barthès là bạn ngài, tôi sẽ làm mọi thứ để ngài vui!"
Egy percre elhallgatott, azután így folytatta:	Đến lượt mình, anh ta ngưng một lát rồi nói tiếp:
Megkapod a négy puskát, a négyszáz töltényt és a négy zacskó gyöngyöt.	Ngài sẽ có bốn khẩu súng, bốn trăm ống đạn và bốn gói cườm thủy tinh.
Viszont te rendelkezésünkre bocsátasz egy ökörfogatot, hogy mindnyájan hazamehessünk Transvaalon át, továbbá a szükséges élelmiszereket és egy díszkíséretet.	Nhưng về phía ngài, ngài sẽ cấp cho chúng tôi một cỗ xe bò để chở những người kia đi qua tỉnh Transvaal, cùng với lương thực thiết yếu và một đoàn tùy tùng danh dự!"
Majd bizalmasabb hangba csapott át, és Pharamond fülébe súgta:	Sau đó, ghé vào tai Pharamond, ông ta nói thêm giọng bí mật:
- Az ökrök mind megvannak!...	"Lũ bò đã được tìm thấy!...
A fehér emberekéi, az én embereim találtak rájuk, ahogy mentek vissza az istállóba, és beterelték őket a karámomba!...	Chính là đàn bò của hai người kia, lính của ta gặp khi chúng tìm đường về chuồng và bọn họ đã lùa chúng về làng ta!...
Végül is abban állapodtak meg, hogy Matakit nem tér vissza mindjárt a Vandergaart-Kopjéba, hanem ottmarad a bánya környékén, és csak akkor lép ismét a fiatal mérnök szolgálatába, ha már semmi veszély nem fenyegeti.	Cuối cùng, họ quyết định rằng Matakit không xuất hiện ngay khi về đến Vandergaart-Kopje, mà cậu sẽ ở gần đâu đấy và chỉ quay về làm việc cho chàng kỹ sư trẻ khi nào chàng thấy cậu sẽ không còn gặp nguy hiểm nữa.
Meglátjuk majd, hogy ez nem volt felesleges elővigyázat.	Ta sẽ thấy, điều này chẳng hề là một sự đề phòng vô ích.
Pharamond Barthès, Cyprien és Li másnap díszkísérettel elindultak Griqualand felé.	Ngày hôm sau, Pharamond Barthès, Cyprien, Lee và Matakit lên đường về Griqualand cùng một đoàn hộ tống hoành tráng.
Most már semmi reményük nem lehetett!	Nhưng giờ chẳng còn hy vọng gì nữa!
A Dél csillaga menthetetlenül elveszett, és Watkins nem küldhette el Londonba, hogy ott ragyogjon Anglia legszebb gyémántjai közt.	Viên Ngọc Phương Nam đã mất không tìm lại được, và ngài Watkins không thể chuyển nó đến trưng bày ở tháp Luân Đôn giữa những viên đá quý đẹp nhất của nước Anh!
HUSZADIK FEJEZET	CHƯƠNG 20:
HAZATÉRÉS	TRỞ VỀ
John Watkinsnak még sohasem volt olyan rossz kedve, mint amióta a négy vetélytárs útrakelt Matakit üldözésére.	Chưa khi nào John Watkins khó chịu tới vậy kể từ khi bốn chàng cầu hôn con gái ông lên đường truy tìm Matakit.
Minden eltelt nap, minden hét újabb nehézséget jelentett, és csökkentette a nagyértékű gyémánt visszaszerzésének esélyeit.	Mỗi ngày, mỗi tuần trôi qua như khiến ông ngày một khó chịu thêm nữa và làm giảm dần cơ hội mà ông tin rằng sẵn có để tìm lại được viên ngọc quý.
Asztaltársai is hiányoztak neki: James Hilton, Friedel, Annibale Pantalacci, no meg Cyprien.	Thêm việc ông nhớ đám bạn ngồi chung bàn James Hilton, Friedel, Annibal Pantalacci, và cả Cyprien nữa, những người mà ông đã quen thấy họ gần bên.
A farm lakóinak különben is minden okuk megvolt arra, hogy aggódjanak az expedíció életben maradt tagjainak sorsáért.	Hơn nữa, ở trang trại, mọi người hoàn toàn đúng khi lo lắng cho số phận những người sống sót sau cuộc hành trình.
Bardik ugyanis - mint azt társai gyanították is - egy kaffer csapat kezébe került, de néhány nap múlva sikerült megszöknie.	Thực ra, Bardik, đã bị nhóm người da đen bắt cóc - Những bạn đồng hành của cậu cũng giả định như thế - đã bỏ trốn thành công vài ngày sau đó.
Visszatért Griqualandba és értesítette Watkinst James Hilton, valamint Friedel haláláról.	Trở về Griqualand, cậu báo cho ngài Watkins về cái chết của James Hilton và Friedel.
Rossz előjel volt ez az expedíció megmaradt tagjai, Cyprien Méré, Annibale Pantalacci és a kínai sorsára nézve.	Đây thực sự là một điềm gở cho những người còn sống của hành trình tìm kiếm, Cyprien Méré, Annibal Pantalaci và anh chàng người Hoa.
Alice is szerencsétlennek érezte magát.	Alice cũng vô cùng đau khổ.
Dada sem tudta többé megnevettetni falánkságával, és akadálytalanul, sőt büntetlenül nyeldeste a legkülönfélébb tárgyakat.	Bản thân con Dada cũng không tài nào làm nàng cười bởi tính háu ăn của nó nữa, nó nuốt vô tội vạ, mà không hề bị cản, những thứ hỗn tạp nhất.
Ha elképzelte, hogy esetleg feleségül kell mennie ehhez a gonosz és alattomos nápolyihoz, leküzdhetetlen undort érzett - különösen amióta megismerhetett és megtanult becsülni egy olyan valóban kiváló embert, mint Cyprien Méré.	Ý nghĩ nàng có thể bị buộc trở thành vợ của tên người Napôli độc ác và gian xảo này gợi lên trong nàng sự buồn chán không thể nào cưỡng lại được - Nhất là kể từ khi nàng gặp và yêu mến một chàng trai thực sự tuyệt vời như Cyprien Méré.
Egy este az állólámpa alatt üldögélt, atyja közelében, aki gines kancsója mellett szundikált.	Tối hôm đó, nàng đang ngồi dưới chao đèn, gần bên cha nàng đang ngà ngà ngủ bên hũ rượu.
Kézimunkája fölé hajolt, amely az elhanyagolt muzsikát helyettesítette, és szomorú gondolatok gyötörték.	Đầu nghiêng xuống tấm vải thêu mà nàng đang thực hiện để bổ khuyết vào âm nhạc bị lãng quên, nàng buồn rầu nghĩ ngợi.
Hosszas ábrándozásából egyszer csak halk kopogtatás riasztotta fel.	Một tiếng gõ cửa nhẹ vang lên bất lình thình cắt ngang giấc mơ dài của nàng.
- Szabad - szólt kissé meglepetten, s találgatta magában, ki jöhet ilyenkor.	"Mời vào," nàng nói, hơi ngạc nhiên và tự hỏi ai lại có thể đến vào giờ này.
Alice az örvendező meglepetés kiáltásával állt fel.	Alice đứng dậy thốt lên một tiếng đầy ngạc nhiên và hạnh phúc.
De alighogy az első értelmes gondolat felvillant agyában, egy kiáltás - szívből jövő kiáltás - tört ki belőle:	Nhưng, một chút tỉnh táo vừa trở lại với ông thì cũng là lúc ông kêu lên, tiếng kêu thốt lên từ trái tim.
Cyprien röviden elmesélte az expedíció viszontagságait.	Thế là Cyprien kể vắn tắt những thăng trầm của chuyến đi.
Beszélt Friedel, Pantalacci és James Hilton haláláról, Matakit üldözéséről és Tonaianál szenvedett fogságáról. Arról, hogy Matakit visszajött Griqualandba, nem tett említést, de ismertette a fiatal kaffer teljes ártatlanságát bizonyító tényeket.	Chàng nói về cái chết của Friedel, Annibal Pantalacci và James Hilton, cuộc truy lùng Matakit và việc cậu bị giam cầm ở làng của Tonaïa - mà không đề cập gì đến việc cậu trở về Griqualand - Nhưng chàng nói rõ những căn cứ xác đáng chứng tỏ sự vô tội của cậu bé nam Phi.
Hálásan emlékezett meg Bardik és Li odaadó szolgálatairól, Pharamond Barthès barátságáról, elmondta, mit köszönhet a derék vadásznak, és hogy csakis Barthès segítségével térhetett vissza két szolgájával együtt a társaira nézve halálos kimenetelű utazá­saiból.	Chàng không quên khen ngợi sự tận tâm của Bardik và của Lee, tình bạn của Pharamond Barthès, thuật lại tất cả những gì mà chàng nợ anh chàng thợ săn dũng cảm đó, và làm thế nào mà nhờ có anh ấy giúp chàng mới có thể quay về cùng hai người giúp việc của mình từ chuyến hành trình chết chóc ấy.
A szomorú történet őt magát is annyira megindította, hogy fátyolt vetett vetélytársai gonoszságára és bűnös szándékaira, nem akart bennünk mást látni, mint egy közösen meg­kísérelt vállalkozás áldozatait.	Với cảm xúc mà câu chuyện bi kịch này gợi lên, chàng đã cố tình che đậy những tội lỗi và ác tâm của các đối thủ, vì chàng chỉ muốn xem họ như là những nạn nhân của một cuộc thám hiểm chung.
Mindabból, amit átélt, csak azt hallgatta el, aminek titokban tartását esküvel fogadta, tudniillik a csodálatos barlang létezését és ásványi kincseit, amelyekhez képest Griqualand valamennyi gyémántja csak értéktelen kavics.	Chàng kể mọi chuyện đã xảy ra, chỉ giữ lại chuyện chàng đã thề giữ bí mật, tức là chuyện về căn động huyền diệu cùng sự phong phú đá khoáng ở đấy mà khi so cạnh chúng mọi kim cương ở Griqualand chỉ còn là những viên sỏi vô giá trị.
- Tonaia - mondta befejezésül - pontosan teljesítette vállalt kötelezettségeit.	Chàng nói để kết thúc: "Tonaïa đã giữ đúng cam kết.
Elbúcsúztunk vendéglátó gazdánktól, és a négy puska helyett, amire számított, ötöt adtunk neki, ami őt a legfélelmetesebb uralkodóvá tette a Limpopo és a Zambézi közt elterülő egész vidéken.	Thế là chúng tôi cáo từ vị gia chủ đã tiếp đãi mình sau khi đã đưa cho ông ta năm cây súng thay vì bốn như ông ta đã tính - trên thực tế là người được tôn làm vị chúa tể đáng sợ nhất toàn vùng nằm giữa lưu vực dòng Limpopo và Zambèze!"
- Utazásunk visszafelé lassú, de aránylag könnyű és eseménytelen volt - válaszolt Cyprien.	"Hành trình trở về của chúng tôi bị chậm dù dễ dàng và không có tai nạn," Cyprien trả lời.
- A kíséret csak Transvaal határán hagyott el bennünket, ahol Pharamond Barthès és bassutói is elváltak tőlünk, hogy Durbanba menjenek.	"Đoàn tùy tùng chỉ rời chúng tôi khi tới biên giới Transvaal, nơi Pharamond Barthès cùng những người của bộ lạc Bassouto đã chia tay chúng tôi để trở về Durban.
Végül negyvennapos utazás után a Velden keresztül, most itt vagyunk, és semmivel sem lettünk okosabbak, mint elutazásunkkor.	Cuối cùng, sau bốn mươi ngày đi xuyên qua Veld, chúng tôi có mặt ở đây, không hơn không kém so với lúc ban đầu!"
- Matakit azért menekült el, mert erőt vett rajta a félelem - felelte a fiatal mérnök.	"Matakit chạy trốn vì cậu ta mắc bệnh sợ hãi!" chàng kỹ sư trẻ trả lời.
- Ó, ez az igazságszolgáltatás gyakran nagyon is sommás, Watkins úr, és én bizony nemigen kárhoztatom a gonosztettel igaztalanul vádolt szegény ördögöt azért, hogy igyekezett kivonni magát az első zűrzavarból, amit a gyémánt megmagyarázhatatlan eltűnése okozott.	Công lý thường quá sơ sài, ngài Watkins à, và thực ra là tôi không thể trách cậu bé nghèo khổ đáng thương, bị buộc tội nhầm kia, đã cố chạy trốn ngay từ cảm xúc đầu tiên ập đến do sự biến mất khó hiểu của viên kim cương!"
- Hm - hümmögött John Watkins, aki láthatóan nem volt meggyőződve az állítás jogosságáról.	"Hừm!" John Watkins lên tiếng, dường như không có vẻ bị thuyết phục trước lời khẳng định đó.
- Nem gondolja, hogy az a ravasz Matakit csak tettette a félelmet, mert nem akart a rendőrök kezébe jutni?	"Mọi người không tin là tên xảo trá Matakit ấy chỉ vờ sợ hãi để thoát khỏi sự truy đuổi của cảnh sát ư?"
- Nem!...	"Không!...
Matakit ártatlan!	Cậu ta vô tội!...
Ez szent meggyőződésem - szólt Cyprien kissé ridegen -, és azt hiszem, elég nagy árat fizettem érte.	Niềm tin của tôi vào chuyện này là tuyệt đối," Cyprien đáp hơi sẵng giọng, "tôi đã mua niềm tin đó, tôi nghĩ là với giá khá đắt!"
- Én is megtartom a magamét.	"Còn ta, ta giữ ý kiến của ta!"
- Igaz ni, Méré úr - mondta -, tudja-e, hogy távolléte alatt az ön bányatelke remekül jövedel­mezett, s hogy az ön társa, Thomas Steel a legjobb úton van, hogy a kopje leggazdagabb bányászai közt is a leggazdagabbak egyike legyen.	"Nhân tiện, anh Cyprien Méré," nàng nói, "anh có biết rằng, trong khi anh vắng mặt, hầm mỏ của anh đã trở nên vô cùng tuyệt vời và rằng người cộng sự của anh, Thomas Steel, đang trở thành một trong những người giàu có nhất trong số những người khai thác mỏ ở Kopje?"
- Legelőször önhöz jöttem, Watkins kisasszony, és semmit sem tudok arról, ami a távollétemben történt.	"Nàng là người đầu tiên tôi đến thăm, tiểu thư Watkins, tôi không biết chuyện gì đã xảy ra trong khi tôi vắng mặt!"
- Talán még nem is vacsorázott - kiáltott Alice a jó kis háziasszony ösztönös megérzésével.	"Hình như anh chưa ăn tối?" Alice kêu lên với bản năng của một người nội trợ hoàn hảo vốn là bản chất của nàng.
- Ó, csak nem megy el így evés nélkül, Méré úr!...	"Ôi, anh không thể đi như vậy mà không ăn gì, anh Méré!
Ön még lábadozó... és milyen fárasztó utazás után!...	Cần lấy lại sức... sau chuyến hành trình quá cực khổ như vậy!...
Nem hallgatott Cyprien tiltakozására, szaladt az éléskamrába, majd visszajött egy tálcával, amelyen fehér kendővel letakarva néhány tányér hideg hús és őszibarack-torta volt.	Không cần nghe bất cứ lời phản đối nào, nàng chạy ngay xuống bếp rồi quay lại với một khay phủ vải trắng, trên khay là vài đĩa thịt nguội và bánh kem mứt đào mà nàng tự làm.
A konyhaművészeti remeklés láttára a farmernek is megjött az étvágya, kért egy tányért és egy szelet biltongot.	"Anh cần phải cắt nó ra chứ?" tiểu thư Watkins vừa nói vừa nhìn chàng với nụ cười tươi tắn.
Ezt már Alice sem nézhette tétlenül és, mint mondotta, csak azért, hogy az uraknak társaságot szolgáltasson, mandulát kezdett csipegetni.	Alice không để ông chờ lâu, rồi hòa nhịp để theo hai quý ông, nàng bắt đầu nhấm nháp hạnh nhân.
A fiatal mérnök még soha ilyen étvággyal nem evett.	Chưa bao giờ chàng kỹ sư trẻ cảm thấy ngon miệng tới vậy.
- kérdezte Cyprien Alice-tól.	"Còn nàng, ba tháng qua nàng làm gì?" Cyprien hỏi Alice.
- Attól tartok, hogy elfelejtette egész kémiai tudását.	"Tôi e rằng nàng đã quên tất cả kiến thức hóa học rồi!"
- Ellenkezőleg, sokat tanultam, sőt bátorkodtam néhányszor kísérletezgetni az ön laboratóriumában.	Ôi, tôi đã không làm vỡ gì đâu, anh cứ yên tâm, tôi đã sắp xếp lại mọi thứ đâu vào đó!
Nagyon szeretem a kémiát, s hogy őszinte legyek, nem értem, mi késztette önt arra, hogy hátat fordítson ennek a gyönyörű tudománynak s inkább bányászkodjék, vagy a Velden csatangoljon.	Thực lòng, tôi không hiểu tại sao anh có thể từ chối một môn khoa học hay như vậy để đi làm thợ mỏ rồi làm kẻ chạy đua xứ Veld!"
- Ön kegyetlen, Miss Watkins, hiszen jól tudja, miért mondtam le a vegyészetről.	"Nhưng nàng biết rõ vì sao ta từ bỏ hóa học mà, tiểu thư Watkins!"
- Semmit sem tudok - válaszolta Alice elpirulva -, és nagyon helytelenítem.	"Tôi hoàn toàn không biết gì cả," Alice đỏ mặt trả lời, "và tôi cảm thấy điều đó thật tệ!
Ez sokkal előkelőbb foglalkozás, mint a föld alatt turkálni.	Điều đó lịch thiệp hơn là việc đào bới dưới đất!"
- Ó, nem - válaszolt Miss Watkins mosolyogva -, inkább csak óhaj!...	"Ồ không, tiểu thư Watkins cười đáp, đó là lời thỉnh cầu thì đúng hơn!..."
Jaj, Méré úr - folytatta, mintegy ellensúlyozni kívánva iménti szavainak könnyedségét -, ha tudná, milyen szeren­csétlen voltam, ha arra gondoltam, mennyit kell fáradnia, milyen veszélyeknek néz elébe.	"Anh Méré," nàng nói tiếp, "như muốn chữa lại những lời hờ hững của nàng, nếu anh biết là tôi đã đau buồn nhường nào khi biết anh phải chịu đựng tất cả những mệt nhọc, những nguy hiểm vừa trải qua!
Bűn volt, hogy elengedtük!...	Và rằng tôi đã có lý!...
És mennyire igazam volt, mikor ezt gondoltam... Végtére is, szinte csak csodának köszönhető, hogy visszajött!	Vì cuối cùng, chẳng phải là điều kỳ diệu sao khi anh đã trở về với chúng tôi?
és barátja, Pharamond Barthès nélkül, akit az ég áldjon meg...	Và nếu không có bạn anh, anh Pharamond Barthès, người sẽ được Chúa ban phúc lành cho, thì...."
Cyprien is mélyen meghatódott.	Cyprien cũng hết sức cảm động.
- Ez a két könnycsepp drágább nekem a világ valamennyi gyémántjánál, és elfelejteti velem minden bajomat - mondta egyszerűen.	"Đối với tôi, hai giọt nước mắt này còn quý hơn mọi viên kim cương trên thế giới, nó làm tôi quên hết nỗi mệt nhọc khác!" chàng nói bình dị.
Apja, anyja, kishúga, Jeanne!...	Cha, mẹ và em gái Jeanne của chàng!...
Annyi minden történhetett három hónap alatt!...	Biết bao nhiêu chuyện có thể đã xảy ra trong ba tháng!...
A fiatal mérnök átfutotta postáját, s mikor meggyőződött róla, hogy csak vidám és jóleső híreket hozott, megkönnyebbülten sóhajtott fel.	Chàng kỹ sư trẻ, sau khi đọc lướt qua và nhận thấy những bức thư này chỉ mang đến cho chàng sự hài lòng và niềm vui, liền thở phào nhẹ nhõm.
A minisztérium a legmelegebb dicséretekkel halmozta el a gyémántok keletkezéséről alkotott kitűnő elméletéért.	Từ bộ, người ta gửi tới chàng những lời khen nồng nhiệt nhất cho thuyết hình thành kim cương của chàng.
Griqualandi tartózkodását fél évvel meghosszabbítják, ha azt a tudomány szempontjából hasznosnak látja.	Chàng có thể kéo dài thêm ba tháng quãng thời gian gian lưu lại Griqualand nếu chứng minh được lý thuyết đó có lợi cho khoa học.
És Cyprien már régóta nem aludt el oly könnyű szívvel, mint ezen az estén.	Cyprien chìm vào giấc ngủ, và tối hôm đó chàng cảm thấy nhẹ nhõm hơn sau bao chuyện đã qua.
Cyprien megbeszélte vele, hogy Bardik és Li ismét munkába állnak, éppúgy, mint azelőtt.	Cyprien nhất trí với anh ta rằng Bardik và Lee sẽ làm việc trở lại như trước.
Elhatározta, ha szerencséjük lesz a munkában, a leletek egy részét átadja nekik, hogy egy kis tőkét teremtsen számukra.	Nếu họ may mắn trong việc tìm kiếm của mình, chàng định sẽ dành riêng một khoản để sớm tạo cho họ một số vốn nhỏ.
Cyprien tehát egészen természetesen újrakezdte laboratóriumi munkáját, de nem akart letérni arról az útról, amelyen egyszer sikerrel járt és elhatározta, hogy a régi nyomokon halad tovább.	Thế là Cyprien quay trở lại cuộc sống với những thí nghiệm của chàng một cách rất tự nhiên, nhưng chàng không muốn từ bỏ con đường mà chàng đã thành công và quyết định bắt đầu lại những nghiên cứu đầu tiên của mình.
Amióta ugyanis a mesterséges gyémánt minden kétséget kizáróan elveszettnek volt tekinthető, Mr. Watkins, aki már-már beleegyezett Cyprien és Alice házasságába, többé nem beszélt a dologról.	Thật ra, kể từ viên kim cương nhân tạo xem như bị biến mất vĩnh viễn, ngài Watkins, người từng có ý nghĩ sẽ ưng thuận đám cưới của Cyprien và Alice, giờ hoàn toàn không nói về chuyện đó nữa.
A fiatal mérnök abban bízott, ha sikerül egy másik, rendkívül becses, több milliót érő drágakövet előállítania, a farmer visszatér legutóbbi álláspontjára.	Nhưng có lẽ, nếu chàng kỹ sư có thể làm lại một viên đá khác trị giá hàng triệu, thì ông chủ trang trại có thể quay lại suy nghĩ trước kia.
Cyprien ezért elhatározta, hogy késedelem nélkül munkához lát, és ezt nem titkolta - vagy legalábbis nem eléggé titkolta a Vandergaart-Kopje bányászai előtt.	Do đó, giải pháp này được bắt đầu tiến hành không chậm trễ, và Cyprien không che giấu việc này đối với những thợ mỏ của Vandergaart-Kopje - có lẽ là không đủ.
- Egyvalami azonban hiányzik nekem a kristályosodott szén, azaz a gyémánt előállításához - mondta Alice-nak -, mégpedig megfelelő oldóanyag, amely elpárologtatással vagy fagyasz­tással kristályosítaná a szenet.	"Tuy nhiên, cái tôi còn thiếu để có được cácbon kết tinh, nghĩa là kim cương, chàng nói với Alice, đó là dung môi thích hợp, một chất mà thông qua hiện tượng bay hơi hoặc làm lạnh, thúc đẩy cácbon kết tinh.
Az alumínium számára megtaláltuk ezt az oldóanyagot a szénszulfátban.	Người ta đã tìm thấy dung môi này cho nhôm ôxít trong khí cácbon lưu huỳnh.
Arról van szó tehát, hogy az analógia alapján keressünk oldószert a szén vagy ahhoz hasonló anyagok, mint a bór vagy szilícium számára is.	Vì vậy vấn đề là cần tìm ra chất này, bằng phép loại suy, cho cácbon hay thậm chí cho những chất tương tự, như bo hay silíc điôxít."
Ezt az oldószert még nem találta meg, mindazonáltal serényen munkához látott.	Tuy nhiên, dù không có được dung môi này, Cyprien vẫn tích cực tiến hành công việc của mình.
Matakit óvatosságból nem mutatkozott a telepen, ezért Bardik feladata volt, hogy éjjel-nappal táplálja a tüzet.	Do vắng Matakit vốn chưa trình diện ở khu mỏ, vì thận trọng, Bardik là người được giao việc giữ lửa cả đêm lẫn ngày.
Öt-hat nappal Transvaalból való visszaérkezése után már ezzel a helymeghatározással fog­lal­kozott, azzal a pontossággal, amely minden munkáját jellemezte.	Vì vậy, năm hay sáu ngày sau khi trở về từ TranVaal, chàng bận rộn với việc xác định hướng này với độ chính xác mà chàng thường thực hiện trong mọi hành động.
Végül is nem hunyhatott szemet a nyilvánvaló bizonyos­ság előtt: a térkép rosszul volt betájolva, a földrajzi hosszúságok és szélességek jelzése hibás volt.	Cuối cùng, chàng không thể phủ nhận sự thật hiển nhiên là: bản đồ đã bị định hướng sai; kinh độ, và vĩ độ của nó đều sai.
Pont délben elővett egy finom kronométert, amely a párizsi obszervatórium szerint volt beállítva, hogy meghatározza a hely földrajzi hosszúságát.	Cyprien vừa sử dụng, vào đúng giữa trưa, một chiếc thời kế thật tốt, được chỉnh theo Đài Thiên văn Paris, để xác định kinh độ của địa điểm.
Egészen nyugodt lévén iránytű­jé­nek és elhajlási szögmérőjének csalhatatlan pontossága felől, kétséget kizáróan megállapította, hogy a terepfelvétel ellenőrzéséhez használt térkép súlyos tájolási hiba következtében teljesen téves volt.	Thế nhưng, vì hoàn toàn chắc chắn về tính chính xác của la bàn và cây compa đo độ nghiêng của mình, chàng không hề do dự khi nhận định rằng tấm bản đồ mà chàng đã dùng để kiểm tra mọi ghi chép của mình, đã hoàn toàn sai do một lỗi nghiêm trọng trong việc xác định hướng.
Ennek következtében a térkép minden jelzése szükségszerűen megfelelő irányban eltolódott.	Vì thế mà mọi thông số trên bản đồ là hoàn toàn sai về tỉ lệ.
Ebből következik, hogy ha pontosak akarunk lenni, valamennyi hosszúsági és szélességi bejelölést a térkép középpontja körül huszonkilenc fokos ívben kellene elfordítani nyugatról keletre!	Kết quả là tất cả những thông số vĩ độ và kinh độ, để được chính xác, phải vẽ ra một vòng cung hai chín độ từ Tây sang Đông quanh tâm của bản đồ!...
Errare humanum est, tévedni emberi dolog - folytatta.	nhân vô thập toàn!" chàng nói tiếp.
Cypriennek természetesen semmi oka nem volt, hogy titokban tartsa a helyesbítést, melyet a vidék gyémánttermő területeinek megállapításánál eszközölt.	Tuy nhiên, Cyprien không có lý do nào để che giấu việc cải chính nên làm này để định hướng những vùng đất kim cương của hạt.
Még aznap a farmra visszatérőben találkozott Jacobus Vandergaarttal, és megemlítette neki a dolgot.	Vì thế, ngay trong hôm đó, khi trở về trại, chàng gặp Jacobus Vandergaart và nói cho ông biết về chuyện này.
- Eléggé különös - fűzte hozzá Cyprien -, hogy ekkora földmérési hibát, amely a vidék összes térképeit érinti, mind ez ideig nem vettek észre.	"Thật lạ là," chàng thêm vào, "một lỗi về đo đạc lớn như vậy làm ảnh hưởng đến tất cả các sơ đồ của hạt, lại chưa được phát hiện ra!
Az öreg gyémántköszörűs különös tekintettel nézett Cyprienre.	Người thợ ngọc già nhìn Cyprien với một ánh mắt kỳ lạ.
- Természetesen!	"Chắc chắn mà!"
- És hajlandó lenne ezt bíróság előtt is tanúsítani?	"Và cậu sẵn sàng chứng nhận việc này trước tòa án chứ?"
Átkozottul kézzelfogható!	Tất nhiên là nó khá rõ ràng!
A bemérési szög kiszámításánál nem vették tekintetbe a mágneses elhajlást!	Đó là việc bỏ qua độ lệch từ trường trong quá trình tính toán xác định vị trí!"
Jacobus Vandergaart szó nélkül ment a dolgára és Cyprien csakhamar elfelejtette, hogy az öreg mily különös figyelemmel hallgatta azt a megállapítást, hogy földmérési tévedés folytán a vidék valamennyi térképe hibássá vált.	Jacobus Vandergaart bỏ đi mà không nói lời nào, và Cyprien đã sớm quên sự quan tâm đặc biệt mà ông dành cho việc lỗi đo đạc đã làm sai lệch tất cả bản đồ của hạt.
