QUO VADIS?	Quo Vadis
Halálos csend állt be a nézők közt, mikor a trombiták harsogása fölhangzott.	Khi tiếng kèn đồng inh tai vang lên, cả nhà hát lặng im chờ đợi.
Ezernyi szem irá­nyult egy nagy, vasreteszszel bezárt kapura, melyhez egy férfi közeledett Charon alakjában és arra három hatalmas pörölycsapást mért mintegy azt jelezvén, hogy mindazok, kik mögötte tar­tózkodtak, a halál fiai.	Hàng nghìn cặp mắt đổ dồn vào cái chốt cửa khổng lồ, có một người mặc giả làm Kharon đang tiến lại gần và trong sự yên lặng toàn thể, y dùng búa gõ ba lần vào đó, dường như gọi những người đang náu phía sau cánh cửa ra chịu chết.
Erre hirtelen megnyilt mind a két kapuszárny, mely a sötét boltozatot el­zárta, melyből most a gladiátorok a világos arénába léptek.	Hai cánh cửa từ từ mở, để lộ một vực thẳm đen ngòm, từ trong đó các đấu sĩ lần lượt tản ra khắp đấu trường sáng sủa.
Ave, Caesar, imperator!	Ave, caesar imperator!
Morituri te salutant!	Morituri te salutant!
- Ötszáz sestertiust a gallra!	- Năm trăm xexterxi cho tên Gan!
- Ötszázat Calendióra!	- Năm trăm cho Kalenđio!
- Herkulesre!	- Thề có Herkulex!
- Kétezret!	- Hai nghìn đấy!
Csak még néhány lépést hátrált, aztán megállt s alig észrevehető moz­dulattal mindig úgy fordult, hogy ellenfelét folytonosan szemmel tartotta.	Nhưng chàng xứ Gan không chạy trốn, vì lát sau chàng đứng lại tại chỗ, chỉ quay người chút ít để lúc nào địch thủ cũng ở trước mặt.
Eközben a hálóvető majd felé ugrott, majd vissza, háromágú szigonyával oly gyors mozdulatokat tevén, hogy a szem alig követhette.	Trong khi đó, chàng cầm lưới lúc thì sáp vào, lúc thì nhẩy lùi ra, sử dụng chiếc đinh ba linh hoạt đến nỗi mắt người khó lòng theo dõi kịp.
Csak a néha fölhangzó pendülés bizonyítá, hogy a szigony hegyei a pajzsot találták, de Lanio nem hátrált és nem tántorodott el, mi világos bizonyítéka volt roppant erejének.	Tiếng răng đinh ba đập vào khiên vang lên đã mấy lần, chàng xứ Gan vẫn không hề chao đảo, chứng tỏ chàng có sức lực thật gớm ghê.
Egész figyelme nem a háromágú szigonyra, hanem a hálóra irányult, mely mint vésztjósló madár folyton feje fölött lebegett.	Toàn bộ sự chú ý của chàng hình như không tập trung vào chiếc lưới đang quay tròn trên đầu chàng như một con chim hung tợn.
De ez villámgyorsan elosont a kard alatt, aztán fölegyenesedett és kidobta a hálót.	Chàng xứ Gan quay người tại chỗ, đưa khiên đỡ lưới, rồi cả hai cùng nhẩy lùi.
És a gladiátorok újra harcolni kezdtek és mozdulataik oly egyenletesek és szépek voltak, hogy úgy tetszett, mintha nem életre-halálra küzdenének, hanem csak ügyességüket akarnák meg­mutatni.	Còn hai đấu sĩ vẫn tiếp tục chiến đấu thành thạo và chính xác trong từng động tác, đến nỗi nhiều khi dường như họ không quan tâm đến sự sống và cái chết, chỉ cố gắng biểu diễn sự khéo léo của mình mà thôi.
Lanio ismét kétszer kitért a háló elől, aztán az aréna végére huzódott.	Lanio, đã hai lần thoát khỏi lưới, lại bắt đầu lùi ra mép võ đài một lần nữa.
De mindazok, kik ellene fogadtak, nem hagytak neki békét és kiálták: "Támadj, támadj!" Lanio engedel­meskedett és Calendióra rohant.	Khi ấy, những kẻ đặt cược chống lại chàng không muốn chàng được nghỉ ngơi, liền kêu lên: "Đâm đi!".
A hálóvető karjából hirtelen vérsugár lövelt ki.	Chàng xứ Gan nghe lời và đâm một nhát.
Egy másodperc alatt körülvette őt a vészthozó háló, melynek szemeibe minden mozdulattal még inkább belegabalyodott, míg Calendio a háromágú szigonynyal újra meg újra beléje szúrt.	Chàng Gan định đứng dậy, nhưng chỉ trong nháy mắt chàng đã bị bọc trong những sợi dây tai ác mà mỗi cử động lại khiến chân tay chàng bị quấn chặt hơn.
De még egyszer föltápászkodott, karjára támaszkodott és ide-oda hempergett, hogy a hálóból kiszabaduljon.	Cố hết sức lần cuối, chàng chống tay nhổm lên định đứng dậy, nhưng quá muộn rồi!
Calendio pedig, a három­ágú szigonyt két kézre fogva és hegyeit legyőzött ellenfelének torkára téve, a császár emelvénye felé fordult.	Kalenđio dùng đinh ba chẹn cổ chàng xuống đất, rồi ghì cả hai tay ghìm cán, chàng quay nhìn về phía Hoàng đế ngồi.
Az egész cirkusz a tömeg tapsviharától és viharos kiáltásaitól rengett.	Cả hý trường rung động bởi những tràng vỗ tay và tiếng hò reo.
Azok, kik a hálóvetőre fogadtak, Calendiót ebben a pillanatban többre tartották Nerónál, de egyúttal gyűlöletük is megenyhült Lanio ellen, aki élete árán tölté meg erszényeiket, azért, az adott jelekből követ­keztetve, a nézők itélete megoszlott.	Đối với những người đã đặt cược cho Kalenđio, lúc này chàng còn vĩ đại hơn cả Hoàng đế, song cũng chính vì thế mà họ hết cay cú chống lại Lanio, người bằng máu của mình đã khiến họ được đầy túi.
A vesztaszűzek azonnal követték példáját.	Các ni cô đồng trinh cũng làm theo ngài ngay tức khắc.
Erre Calendio a legyőzöttnek a mellére térdelt, annak fegyverzetét kissé félre tolta, övéből rövid kést húzott elő és a háromszögletű pengét markolatig az ellenfél torkába döfte.	Kalenđio bèn quỳ xuống ngực chàng Gan, rút chiếc dao ngắn đeo ở thắt lưng, hé bộ giáp phục gần cổ địch thủ, đâm lưỡi dao hình tam giác vào họng chàng Gan, ngập đến tận cán.
- Peractum est!	- -Peractum est!
- hangzott ismét az amphitheatrumban.	- tiếng người vang động trong nhà hát.
A Merkur alakjában levő férfiak közül senki se tartotta szükségesnek a tüzes vassal megpróbálni, vajjon él-e még.	Người mặc giả thần Merkury không cần dùng sắt nung đỏ để thử xem chàng còn sống hay không.
Üvöltöttek, fütyöltek, tapsoltak, nevettek és a gladiátorokat ösztö­nöz­ték.	Những kẻ còn sống chiến đấu trên thây những người đã chết.
A testek szinte meggör­bültek a halálos ölelésben s a csontok ropogtak, egyik kardszúrás követte a másikat, a halvány ajkakról a vér a homokra ömlött.	Dân chúng không thể ngồi yên chỗ vì vui sướng, say mê thưởng thức cái chết, hít thở nó, nhìn nó đến no mắt và khoái chí hít vào buồng phổi hơi thở của nó.
Az újoncokat lassankint oly félelem fogta el, hogy az emberi gombolyagból ki akartak válni és menekülni.	Rốt cuộc hầu như tất cả những kẻ bị chinh phục đều gục ngã.
De a mastigophorusok oly korbácsokkal kergették vissza a harcba, melyeknek végére ólom volt erősítve.	Chỉ còn vài người bị thương quỳ ở giữa đấu trường, chìa tay hướng về khán giả xin tha chết.
A homokon nagy vértócsák képződtek.	Người ta đốt hương liệu trong các bình.
Miután az éhséget és szomjúságot lecsillapították, száz meg száz rabszolga számtalan kosárban mindenféle ajándékokat hozott, melyekből amorettek alakjában levő fiúk az ajándékokat kiszedték és a nézők közé dobálták.	Vì lẽ nảy sinh một cảnh hỗn loạn đến nỗi nhiều lần bọn cấm vệ phải lập lại trật tự, và sau mỗi lần ban phát, người ta lại mang ngay ra khỏi phòng khán giả những người bị gẫy tay, gẫy chân hoặc bị dẫm chết trong đám đông.
De abban a pillanatban, mikor a sorsjegyeket osztogatták, igazi harc keletkezett.	Những kẻ giàu hơn không tham gia cuộc tranh cướp vé.
A sorsjegyekért való veszekedésben a vagyonosabbak természetesen nem vettek részt.	Cả bản chất Hi Lạp lẫn sự hèn nhát của lão không chịu đựng nổi những cảnh tượng thế kia.
Az augustiánusok Chilon látásán mulattak és gúnyolódtak annak hiábavaló igyekvésén, hogy a véres küzdelmet oly nyugalommal nézze, mint a többiek valamennyien.	Mặt lão tái nhợt, trán tháo mồ hôi hột, môi tím ngắt, mắt hõm vào, răng bắt đầu đánh lập cập, thân mình run cả lên.
Hiába ráncolta össze szemöldökét a félelemtől kínzott görög, véresre harapta ajkait, kezét úgy ökölbe szorítá, hogy körmei kezébe nyomultak, görög természete és személyes gyávasága képtelenné tette őt arra, hogy ily látványt elviseljen.	Sau khi cuộc đấu kết thúc, lão định thần phần nào, nhưng một khi người ta dùng lưỡi chế giễu lão, lão bỗng nổi cơn giận dữ bất ngờ và đáp trả một cách tuyệt vọng:
De mikor most mindenfelől kicsúfolták, dühös harag fogta el őt.	- Vatynius vừa nói vừa kéo bộ râu cằm của lão.
Egész éleselméjüségének fölhasználásával, kétségbeesetten védekezett.	Lão Khilon nhe hai chiếc răng vàng khè cuối cùng của lão đáp lại:
- Hah, görög - kezdé Vatinius, szakállát meghúzva - a szétzúzott koponya látása nyilván felülmulja erődet.	- -Cha ta không phải thằng thợ giầy, nên ta không biết cách vá da.
- viszonzá Chilon, két megmaradt fekete fogát vicsorgatva.	- -Đâu phải lỗi của lão, một khi thay vì trái tim, trong ngực lão lại là một mẩu phomat!
- Macte!	- Xenexio kêu lên.
- kiálták többen, míg mások tovább gúnyolódtak.	- -Lão có thể trở thành một đấu sĩ được đấy!
- Te se vagy oka - sietett Chilon a válaszszal - hogy fej helyett üres koponyád van.	- -Giá ta dùng lưới tóm được ngươi, ta sẽ chỉ được một cái đít thối hoẵng.
- Talán még gladiátor leszel valamikor!	- -Thế còn với bọn Thiên chúa giáo thì sao?
- Ha téged hálóval megfognálak, csak egy kiállhatatlan fajankót fognék meg.	- Lão có muốn thành chó để cắn xé bọn chúng không?
- Mi lesz még a keresztényekkel!	- -Ta không muốn thành anh ngươi đâu.
- jegyzé meg most Festus Liguriából.	- -Mày là thằng hủi mắt cừu!
- Nem szeretnél kutya lenni, hogy marhatnád őket?	- -Mày là đồ lừa Liguria!
Végre Petronius közeledett a göröghöz, könnyedén megérinté vállát elefántcsont pálcikájával és nyugodtan és hidegen mondá:	Cứ thế, người ta tấn công lão, còn lão đánh trả một cách quyết liệt giữa tiếng cười của mọi người.
- Érted magad, ó bölcselkedő, de egy tévedésért nagyon meg kell lakolnod.	Hoàng đế vỗ tay, lặp đi lặp lại "Macte" và ngài cổ vũ thêm.
Chilon vörös karikás szemével merően a beszélőre nézett és hasztalan igyekezett találó feleletet lelni.	Lão già dương đôi mắt đỏ quạch nhìn ông, lần này lão không tìm được một lời thoá mạ nào cả.
Csak egy percig tartó hallgatás után viszonzá észrevehető megerőltetéssel:	Lão im lặng giây lâu, rồi đáp lại như với một sự cố sức nào đó:
- Csalódol, tartani fogom magamat.	- -Ta sẽ chịu được!…
Ekkor hangos trombitaszó hallatszott annak jeléül, hogy a szünetnek vége van.	Nhưng lúc này kèn báo hiệu giờ giải lao đã chấm dứt.
A sokaság a folyosókból, melyekben az emberek társalogtak és az üléstől elzsibbadt tagjaikat kinyujtóz­tatták, visszasietett a padokra.	Người ta bắt đầu rời khỏi các ngăn đã tụ tập đến để trò chuyện và cho đỡ chồn chân.
Az általános mozgás, valamint a korábbi győzelmek miatt mindig újra támadó vitatkozás folytán nagy zűrzavar keletkezett.	Lại bắt đầu cảnh nhộn nhạo chung và những cuộc cãi cọ thường tình nhằm chiếm lại cái ghế mà mình đã ngồi từ trước.
Most a keresztényeknek kellett sorra kerülniök, új látvány, melyre a nép nagy kiváncsisággal várt.	Trên đấu trường xuất hiện một đám người để hót đi những chỗ cát còn đọng máu đây đó.
Mindenki azt kérdezte, ugyan miképp fog az lefolyni.	Đã đến lượt những người Thiên chúa giáo.
Ezekért még a legkegyetlenebb kínzások se voltak elegendők és a nép égett a türelmetlenségtől, hogy megbizonyosodjék, vajjon a keresztényekre szabott büntetések megfelelnek-e gyalázatos tetteiknek.	Bọn chúng chính là những kẻ sống bằng máu hài nhi, những kẻ đánh thuốc độc nước uống, những kẻ rủa nguyền toàn thể loài người và sẵn sàng phạm những tội ác gớm ghê nhất.
A levegő halállal és borzalommal terhesnek látszott.	Ngỡ như trong không khí có sự đe doạ và cái chết đang lơ lửng.
Ez a nyomasztó légkör lassankint hatással volt a fecsegő tömegre is, úgy, hogy fokozatosan elnémult.	Đám đông dân chúng thường khi vẫn vui nhộn, giờ đây, dưới tác động của chí căm thù, lại im lặng.
Minden arcon gyűlölet és ellenszenv látszott.	Những bộ mặt lộ vẻ quyết liệt.
Tompa zúgás hangzott az arénában:	Toàn nhà hát vang lên tiếng rì rầm:
- A keresztények, a keresztények!	- -Bọn Thiên chúa! Bọn Thiên chúa!
A vasrácsok csikorogtak, a sötét boltozatból kihallatszott a mastigophorok szokásos kiáltása: "Ki az arénába!" és a tágas tér gyorsan benépesült számtalan teremtéssel, kik bőreikben erdei manókhoz hasonlítottak.	Những song sắt rít lên trong những cái hốc tối tăm, vang lên những tiếng kêu thường nhật của bọn đốc chiến: "Đi ra mặt cát!" và chỉ trong một thoáng, võ đài đã đầy một đám người trông như những hình nộm khoác da thú.
A nézők dobogtak, fütyöltek, üres boros kancsókat és lerágott csontokat vagdaltak a szerencsétlenekhez és kiálták: "A vadállatokat, a vadállatokat!"... De ekkor valami váratlan történt!	Đó là giữa đám người ma quái kia chợt cất lên những giọng hát, và ngay phút ấy vang rền bài ca mà lần đầu tiên người ta được nghe trong các hý trường La Mã:
Az elitéltek rendületlenül tovább énekeltek.	Nỗi kinh ngạc bao trùm xuống dân chúng.
Valódi vihar tört ki.	Dân chúng bực mình.
A nézők közül néhá­nyan úgy ordítottak, mint a vadállatok, mások a legkülönfélébb nyelveken a kutyáknak kiabáltak és a keresztényekre uszították, mások ugatásukat utánozták.	Hàng nghìn giọng người kêu lên, một số khán giả giả tiếng rống của súc vật, kẻ khác sủa ông ổng như chó, bọn khác nữa xuỵt chó bằng đủ mọi thứ ngôn ngữ.
A féktelen lárma a cirkuszban mindinkább fokozódott.	Nhà hát ồn ào đủ mọi loại tiếng huyên náo.
A kutyák most áldozataikra rontottak.	Đám đông ngừng kêu la để chăm chú nhìn.
A nézőtéren levő tombolást és lármát hirtelen csönd váltotta föl, a tömeg feszült figyelemmel kisérte az arénában történteket.	Trong tiếng chó rú và tiếng nhai rau ráu, còn nghe thấy những tiếng kêu thê thảm của đàn ông và đàn bà: "Pro Christo!
Az ebek mindig dühösebben üvöltöttek és vonítottak, mindig panaszosabban hangoztatták férfiak és nők ezt a kiáltást: "pro Christo!	Pro Christo!", nhưng trên võ đài chỉ còn thấy một đống hỗn độn run rẩy những thân chó lẫn với thân người.
pro Christo!" Formátlan tömegbe gabalyodva, hemperegtek kutyák és emberek az arénában.	Bây giờ máu phun ra như suối từ những thây người bị xé rách.
Itt-ott még láthatók voltak egyes térdelő alakok, de csakhamar ezek is rettentően meg voltak csonkítva.	Mùi máu và mùi ruột gan bị rách nát át hẳn những hương thơm Ả Rập, tràn ngập cả hý trường.
Vinicius a keresztényeknek az arénában való megjelenésekor fölemelkedett és úgy állt, hogy igéretéhez képest a sírásónak megjelölte azt az irányt, amelyben az apostol Petronius emberei közt ült.	Cuối cùng đây đó chỉ còn lại những hình người cô độc đang quỳ gối, rồi ngay tức khắc họ cũng bị một đám đông vừa hú hộc vừa di động trùm lên.
Ha maga Krisztus halált szenvedett - kérdé magában - ha ezrek tönkre mennek az ő nevéért, ha vérpatakok omlanak miatta, mit akar az egyes ember, szabad-e egyedül a maga számára kegyelmet remélnie?	Ý nghĩ ấy từ bãi đấu trường đến với chàng, xuyên thấu qua hồn chàng cùng với tiếng rên rỉ của những người đang hấp hối, cùng với mùi máu tươi của họ.
És ez a gondolat egyre hatalmasabbá vált benne az arénai vérfürdő láttára, a haldoklók nyögéseire és fohászkodásaira és a mindent átható vérszagra.	Vậy mà chàng vẫn cầu nguyện và lắp bắp với đôi môi đã khô cong: "Hỡi Đức Chúa Crixtux, hỡi Chúa Crixtux, ngay cả vị Sứ đồ của Người cũng đang cầu nguyện cho nàng!
Végre azt se tudta többé, hol van, nem hallotta sem a kutyák vonítását, sem a csőcselék tombolását, sem az augustiánusok kiáltását:	Chàng không nghe thấy gì hết, không nghe tiếng chó hú, không nghe tiếng người ồn ào, không nghe cả giọng của đám cận thần đột nhiên kêu to lên:
- Chilon elájult!	- -Lão Khilon xỉu rồi!
- Chilon elájult!	- -Khilon ngất rồi!
- ismétlé Petronius, Chilon felé fordulva.	- ông Petronius lặp lại và quay về phía lão già Hi Lạp.
Csak néhány eb rohant a hozzájuk legközelebb térdelőkre, a többiek lefeküdtek, vértől csepegő nyelvvel nyalogatták magukat és nagyokat nyujtózkodtak.	Chỉ có vài con lao tới những người quỳ gần chúng nhất, những con khác nằm tại chỗ, ngước những cái mõm đẫm máu tươi lên trời, dũi dũi hai bên sườn và ngáp dài nặng nhọc.
Ki az oroszlánokat!...	Thả sư tử ra!…
Csak az őrült, kivánságaiban kiszámíthatatlan Caligula merte néha megtenni, hogy a nép akaratának ellenszegüljön, sőt parancsot adott, hogy bottal vágjanak a sokaság közé, de azért legtöbbnyire neki is alkalmazkodnia kellett.	Chỉ mỗi mình Hoàng đế Kaligula táo tợn và hay thay đổi trong những cơn ham thích của y, là dám cưỡng lại, thậm chí có lần y ra lệnh dùng gậy nện vào dân chúng, nhưng thường khi y cũng vẫn chiều theo lòng dân.
- Pro Christo, pro Christo!	Pro Christo!"
De bár az oroszlánok éhesek voltak, nem rohantak tüstént a keresztényekre.	Lũ sư tử tuy bị bỏ đói nhưng cũng không vội lao vào nạn nhân.
Ekkor az egyik oroszlán egyszeriben egy asszony holttestének rohant, akinek arca teljesen szét volt marcan­golva, első talpát testére tette és érdes nyelvével az aludt vért nyalta, a másik pedig egy férfiúhoz közeledett, ki bőrökbe burkolt gyermeket tartott karján.	Một con lao tới thây người đàn bà có cái mặt bị cào nát, quỳ hai chân trước đè lên xác chết, đưa chiếc lưỡi đầy gai lởm chởm liếm những giọt máu đông, con thứ hai tiến lại gần người đàn ông Thiên chúa giáo đang bế một đứa trẻ khâu trong da hươu non trên tay.
A kis teremtés reszketve, kiabálva és sírva kapaszkodott apja nyakába, ez azonban le akarta venni kezecskéjét, hogy őt más, a közelben térdelőnek átadja s ez által legalább a rögtöni haláltól megmentse.	Đứa bé kêu khóc giãy dụa, cuống quít ôm chặt lấy cổ cha, người cha cố muốn kéo dài thêm dù chỉ giây lát thôi sự sống của con, cố giằng tay con ra khỏi cổ để đưa nó cho những người đang quỳ ở phía xa hơn.
A sírás és kiabálás azonban fölingerlé az oroszlánokat.	Nhưng tiếng kêu khóc và sự cử động đã kích thích con sư tử.
Eközben a többi oroszlánok is megvadultak és a térdelő keresztény csapatra rohantak.	Nhìn thấy thế, tất cả những con khác liền lao vào đám người Thiên chúa giáo.
Néhány asszony ugyan fölsivalkodott ijedtében, de a nézők legnagyobb része egy pillanatig őrülten tapsolt, azután pedig szinte visszafojtá lélegzetét, hogy a legcsekélyebb esemény se kerülje el az arénában figyelmét.	Vài người phụ nữ không kìm nổi một tiếng kêu kinh hoàng, nhưng lại bị dân chúng át đi trong những tiếng vỗ tay hoan hô, rồi những tiếng vỗ tay cũng lặng đi, vì người ta muốn được nhìn ngắm cho thoả mắt.
Néhány oroszlán az áldozatok oldalát vagy derekát kapta meg és őrült ugrásokkal szökelltek velök az arénán át, mintha valamely rejtett zugot akarnának keresni, hogy háborítatlanul ehessenek.	Có những con sư tử ngoạm vào sườn hoặc vào lưng nạn nhân nhảy những bước chồm chồm điên loạn lôi đi khắp đấu trường, như tìm một chỗ kín để có thể ăn thịt người.
A nézők fölálltak helyeikről.	Người ta đứng bật dậy.
Azonban Petronius arcán undor és megvetés tükröződött.	Vẻ mặt ông Petronius toát lên sự tởm ghét và khinh bỉ.
Senki sem ügyelt reá, mivel minden szem az arénára volt irányozva.	Sứ đồ Piotr nhìn xuống bọn họ từ hàng ghế cao nhất trong nhà hát.
A sokaságot borzalom fogta el.	Người ta bắt đầu thấy sợ.
Mindenfelől azt kiabálták:	Nhiều giọng gào lên: "Đủ rồi!
- Elég, elég!	Quá đủ rồi"
Az üléssorokat átszelő keresztfolyosókon csapatonkint magas termetű numidiaiak jelentek meg, tollakkal és függőkkel ékesítve, íjjal kezükben.	Giữa những hàng ghế ngồi trong tất cả các ông chợt xuất hiện những toán người Numiđi da đen, cài lông chim và đeo vòng tai, tay cầm cung.
Haladéktalanul a rácshoz lépdeltek, megfeszíték az íjakat és nyilaikkal a vadállatok csoportja közé lövöldöztek.	Còn họ bắt đầu tiến lại gần bờ ngăn, đặt tên vào dây cung và bắn vào đám thú dữ.
Ez az új látványosság általános elragad­tatást okozott.	Quả thực, đó lại là một cảnh tượng mới.
A numidiaiaknak mintegy fekete márványból faragott alakjai az íjak meg­feszítésénél igen jól érvényesültek.	Những thân hình đen thui thon thả ngả người về phía sau, căng dây cung và bắn đi hết phát tên này đến phát tên khác.
A farkasok, medvék, párducok és a még eddig életben maradt emberek egymás mellett rogytak a földre.	Chó sói, gấu, hổ, báo và những người còn sống sót nằm sõng sượt cạnh nhau.
Itt-ott egy oroszlán, melynek oldalába egy nyíl hegye hatolt, egészen kitátott szájjal oly dühösen forgott ide s tova, mintha az íjászokra akarna rohanni, más vadállatok nyöszörögtek fájdalmukban.	Đây đó, một con sư tử cảm thấy tên cắm vào sườn, đột ngột quay phắt cái hàm nhăn nhúm lại vì điên giận để ngoạm lấy và cắn nát mũi tên.
De csakhamar száz meg száz rabszolga jött elő ásókkal, lapátokkal, seprőkkel, talyicskákkal, kosarakkal és homokos zsákokkal.	Khi ấy, hàng trăm nô lệ phục dịch nhà hát bèn túa ra đấu trường, mang theo mai, xẻng, chổi, cáng, sọt để đựng lòng ruột và những túm cát.
Eltakarították a holt embereket és állatokat, megtisztították a küzdőteret a vértől, elegyengették és friss homokot szórtak reá.	Chẳng mấy chốc người ta đã dọn sạch hết xác chết, máu và phân, đã sàng lọc, san bằng và xới lộn một lớp cát mới.
A füstölő-serpenyőket újra megtöltötték, a velariumot pedig levették, mivel a nap leáldozóban volt.	Người ta đốt những lò sông hương mới và cất bỏ tấm che trần vì mặt trời đã xuống thấp lắm rồi.
A tömeg csodálkozva nézte ezt, álmélkodva kérdé egyik a másiktól, vajjon miféle új látványosságot nyujtanak nekik.	Đám đông nhìn nhau ngạc nhiên và hỏi nhau xem còn cảnh nào chờ đợi họ trong ngày hôm nay nữa hay chăng?
És olyan látványosság várakozott reájuk, aminőt az előtt még soha nem szemléltek.	Và họ đã chờ đợi để xem một cảnh mà không một ai ngờ trước.
Aztán a húrokba kapott és eképp kezdett énekelni:	Rồi người gẩy dây đàn và cất tiếng hát:
"Ó Leto ragyogó fia,	Hỡi người con rực rỡ của Leto
Te Chios, Tenedos és Chryse ura,	Chủ nhân xứ Kila, Khơryza,Teneđ
Egykor Ilion, a szent város álla?	Cho toà thành thiêng liêng của Ilion
Ó te, ki az ezüst íjt hordod,	Hỡi vị thần có cây cung bạc
Szivök mélyéből s hozzád csengnek	Của mẹ hiền, từ sâu thẳm nỗi đớn đau
Az ének lassankint fájdalmas, bánatos elégiában hangzott el.	Mà Người vẫn trơ trơ hơn cả đá, hỡi Xmintei
Mély csend uralkodott a cirkusz­ban.	Trước nỗi đau của con người!…
Rövid szünet mulva a császár, maga is láthatólag meghatva, újra énekelni kezdett:	Bài ca chuyển dần thành một khúc bi thương tang tóc, chan chứa nỗi đau.
Hamuból és a láng tüzéből,	Như giọt sương trên những đài hoa
Mely pusztulást, enyészetet hoz,	Nghe thanh âm của bài hát thảm sầu này
Ó Phoebos, hol marad segélyed?"	Vẳng lên từ tro than và cát bụi
Nero hangja reszketett, szeme könnybe lábadt.	Của hoả hoạn, của tai ương, của ngày tuyệt diệt
Könnyek csillogtak a vesztaszűzek szemében.	- Hỡi Xmintei, người khi ấy ở nơi đâu?
Még néhány percig tartott a csend, aztán zúgó tetszésvihar tört ki.	Hát đến đây, giọng ngài run lên và mắt ngài nhoà lệ.
Kívülről pedig a vomi­toriumokon át folyton behallatszott a kocsik keréknyikorgása, melyeken a keresztényeknek véres maradványait, férfiak, nők és gyermekek szétmarcangolt testrészeit a "puticuli"-ba69 vitték.	Hàng mi của các ni cô đồng trinh long lanh nước mắt, dân chúng im lặng lắng nghe hồi lâu trước khi bùng lên cơn bão kéo dài không ngớt của những tiếng vỗ tay.
- Ó Uram, ó Uram!	T2 - Chương 57
Kire bíztad a világ fölötti uralmat és miért akarod ezen a helyen fölállítani országodat?	Lúc ấy mặt trời đã ngả về tây và dường như tan chảy trong ráng chiều.
Csak az augustiánusok maradtak vissza még a cirkuszban, mivel a néptömeg tolongásától féltek.	Chỉ còn đám cận thần ở lại, chờ cho làn sóng người đi qua đã.
Üléseiket elhagyva, mindnyájan az emelvény köré csoporto­sultak, melyen a császár ismét megjelent, hogy ünnepeltesse magát.	Tất cả bọn họ đều rời chỗ ngồi, tụ tập chung quanh cái bục, nơi Hoàng đế lại xuất hiện để được nghe ca ngợi.
Habár a nézők az ének befejeztekor nem fukarkodtak tetszésnyilvánításaikkal, Nero, ki fanatikus lelkesedést remélt, nagyon csalódottnak érzé magát.	Mặc dù khán giả không tiếc ngài những tràng vỗ tay sau khi bài ca kết thúc, nhưng ngài vẫn chưa lấy thế làm đủ, bởi ngài chờ đợi một nhiệt tình đến mức điên loạn kia.
Az is sajátságosan hatott reá, hogy Petronius állhatatosan hallgatott.	Đồng thời ngài ngạc nhiên và lo lắng vì ông Petronius vẫn giữ im lặng.
Képtelen levén magán tovább uralkodni, magához inté őt és odakiáltá a közelgőnek:	Cuối cùng, không kìm nổi, ngài gật đầu ra hiệu cho ông lại gần ngục và nói:
- Beszélj!...	- Khanh hãy nói xem…
Petronius azonban fagyosan viszonzá:	Ông Petronius đáp lạnh lùng:
- Hallgatok, mert hiába keresek szavakat.	- Thần im lặng bởi không tìm ra lời.
- Hogyan várhatsz érzéket szatócsoktól a költészet iránt?	- Liệu người có thể đòi hỏi thần dân phải hiểu biết thi ca hay chăng?
- Tehát te is észrevetted, hogy nem mondtak oly köszönetet, mint ahogyan megérdemlettem!	- Nghĩa là khanh cũng nhận thấy rằng chúng không cảm ơn ta như ta đáng được hưởng?
- A pillanat rosszul volt választva!	- Bởi người chọn phải một thời điểm không hay.
- Miért?	- Tại sao?
- Ha az emberek vérszagtól ittasak, nem képesek nyugodtan énekre figyelni.	- Tại vì những bộ óc nhiễm đầy mùi máu không thể nào lắng nghe chăm chú được.
- Ah, ezek a keresztények!	Nerô nắm chặt tay đáp lại:
- kiáltá Nero, kezét ökölbe szorítva.	- Ôi, cái lũ Thiên chúa giáo này!
- Rómát fölgyujtották és most még dicsőségemet is kisebbítik.	Chúng đã thiêu cả Roma, giờ lại xúc phạm đến ta.
Sötét pír borítá el arcát, mintha valami gonosz tetten érték volna és szintén suttogva viszonzá:	- Cái gì ngươi cũng nhận ra!… Ta biết!… Ta sẽ chữa lại!… Không ai khác nhận thấy chứ?
- Tudom!...	Đúng không?
Petronius összehúzta szemöldökét.	Nghe thấy thế, ông Petronius nhíu mày đáp lại, dường như ông bùng nổ vì chán ngán và bất bình:
- De nem tudsz engem megfélemlíteni és az istenek legjobban tudják, vajjon félek-e tőlök.	Vừa nói, ông vừa nhìn thẳng vào mắt Hoàng đế, còn ngài, lát sau mới đáp lại:
- Ne haragudjál! - sietett Nero most válaszolni.	- Khanh đừng giận… Khanh biết là ta yêu khanh.
- Rossz jel! - gondolta Petronius.	"Dấu hiệu không lành" - ông Petronius nghĩ.
- Ott akarom bevárni végemet, mivel öreg vagyok és idegeim elernyedtek.	- và ở đó chờ cái chết đến, bởi lẽ thần già rồi, thần kinh thần có bệnh.
Az a gondolat merült föl nyilván lelkében, hogy nem soká kell halálára várakoznia s így azt mondá:	Nerô nhìn ông và nghĩ rằng quả thực rất có thể thần chết chẳng phải chờ đợi ông lâu nữa, ngài bèn nói:
