ALEXANDRE DUMAS	Alexandre Dumas
Valahányszor eszébe jutott Ketty, nem fojthatta el haragját; most is bosszúvágy dúlta fel vonásait, de csupán egy pillanatra, s az ezerarcú nő megint nyugodtan, jóindulatúan tekintett a főnökasszonyra.	Kỷ niệm về cô gái này nối liền với kỷ niệm giận dữ, và một ý muốn trả thù đã làm Milady biến sắc, nhưng người đàn bà có tới trăm bộ mặt này trong khoảnh khắc đã lấy lại ngay vẻ bình thản và nhân ái.
- kérdezte az apácát.	- Milady hỏi.
- Még ma - felelt az -, ma este.	- Tối nay thôi - Bà tu viện trưởng nói - nội nhật hôm nay thôi.
De épp az imént említette kegyed, hogy négy napot utazott, s ma reggel ötkor már talpon volt; úgy gondolom, ráfér kegyedre a pihenés.	Nhưng bà vừa dong duổi bốn ngày trời, chính bà đã nói với tôi như thế, sáng nay bà lại dậy từ năm giờ bà cần phải nghỉ ngơi đã.
Feküdjön le és aludjon; ebédre felkeltjük.	Bà đi nằm rồi ngủ đi, đến giờ ăn trưa, chúng tôi sẽ đánh thức bà dậy.
Ketty neve egy csapásra felszította benne a bosszú­vágyat; ez a vágy ringatta el.	Mụ nhớ lại cái lời hứa hầu như vô giới hạn của giáo chủ nếu mụ thành công trong việc mưu sát.
Arra gondolt, hogy a bíboros csaknem korlátlan hatalmat ígért neki, ha sikeresen teljesíti megbízatását.	Mụ đã thành công, vậy D Artagnan phải được để cho mụ xử.
Sikert aratott, most már az övé D’Artagnan.	Điều duy nhất làm mụ sợ hãi, đó là kỷ niệm về chồng mụ.
De azért mégiscsak aggasztotta valami: férjének, Le Fčre grófnak emléke; azt hitte, régen meghalt, vagy legalábbis kivándorolt, és íme, most megint elébe kerül, mint Athos, D’Artagnan legjobb barátja.	Đó là Bá tước de la Ferơ, mà mụ cứ tưởng đã chết hoặc ít nhất cũng đã đi biệt xứ, và bây giờ mụ lại gặp lại trong Athos, người bạn thân thiết nhất của D Artagnan.
Ám ha D’Artagnan barátja, akkor nyilván kivette a részét minden mesterkedésből, melynek révén a királyné keresztülhúzta Őeminenciája terveit; ha D’Artagnan barátja, akkor a bíboros ellensége, s ha ez így van, akkor ő, milady, egyszerre veti mindkettőjük nyakába a hurkot, egyszerre áll bosszút rajta is, az ifjú testőrön is.	Cho nên, nếu đã là bạn của D Artagnan, thì hắn phải sẵn sàng tham dự vào những thủ đoạn của gã mà nhờ thế Hoàng hậu đã phá vỡ được những mưu toan của Giáo chủ, nếu hắn đã là bạn của D Artagnan thì hắn phải là kẻ thù của Giáo chủ và chắc chắn mụ sẽ chùm luôn cả hắn vào việc trả thù mà mụ vẫn hy vọng sẽ bóp chết chàng ngự lâm trẻ.
Így szövögette milady a remény édes ábrándjait, melyek lassanként álomba ringatták.	Tất cả những hy vọng đó đều là những ý nghĩ êm dịu đối với Milady, được ru bằng những ý nghĩ đó chẳng mấy chốc mụ đã ngủ thiếp đi.
Halk beszéd hangja ütötte meg fülét: felébredt.	Mụ được đánh thức bằng một giọng nói dịu dàng ngay phía cuối gường.
Felnyitotta szemét, és megpillantotta a főnökasszonyt; egy finom bőrű, szőke fiatalasszony volt vele, kíváncsian, jóakaratúan figyelte miladyt.	Mụ mở mắt và thấy bà tu viện trưởng đi cùng một thiếu phụ tóc hoe vàng, da rất mịn, đang chăm chú nhìn mụ bằng con mắt tò mò đầy thiện ý.
Milady még sosem látta a fiatalasszonyt.	Khuôn mặt thiếu phụ hoàn toàn xa lạ đối với mụ.
Figyelmesen, aprólékosan szemügyre vették egy­mást, és közben elmondták az ilyenkor szokásos udvarias szólamokat.	Cả hai đều vừa chào hỏi xã giao nhau - vừa thận trọng dè dặt dò xét nhau.
Szép volt mind a kettő, de mindegyik a maga módján.	Cả hai đều rất đẹp, nhưng hai sắc đẹp hoàn toàn khác biệt nhau.
Milady el is mosolyodott és megállapította, hogy előkelő­ségben, úri modorban meg sem közelíti őt a fiatalasszony.	Tuy nhiên Milady mỉm cười nhận ra mình trội hơn nhiều về vẻ quyền quý và những kiểu cách quý tộc.
Igaz, a szépségük közötti vetélke­désben az apácaruha nem sokat használt ellenfelének.	Mà cũng đúng, áo quần của người mới xuất gia mà thiếu phụ đang mặc không có lợi lắm trong cuộc thi sắc này.
A főnökasszony bemutatta őket egymásnak, majd e formaság után magukra hagyta a fiatalokat - kötelessége a templomba szólította.	Rồi khi mọi thủ tục đã xong, vì phải làm những bổn phận của mình ở giáo đường, bà để mặc hai thiếu phụ lại với nhau.
A novicia látta, hogy milady még nem kelt fel, ezért elindult az apáca után, milady azonban nem engedte.	Người phụ nữ mới xuất gia thấy Milady vẫn nằm, định đi theo bà nhất, nhưng Milady giữ lại.
- De asszonyom - mondta neki -, alig láthattam egy pillanatra, és máris megvonja tőlem társaságát, jóllehet nem is tagadom, úgy számítottam, részem lesz benne, amíg itt vagyok.	- Sao vậy thưa bà, - mụ nói với nàng - tôi vừa mới được thấy bà, mà bà đã định tước mất của tôi niềm hân hạnh được tiếp kiến bà ư. Xin thú thực với bà, tôi vẫn mong có được điều đó trong thời gian phải lưu lại ở đây.
- Világért sem, asszonyom - felelt a novicia -, csak attól félek, hogy az idő nem éppen megfelelő: kegyed nagyon fáradt, s én álmából vertem föl.	- Không, thưa bà - người mới xuất gia trả lời - có điều tôi e đã đến không đúng lúc: bà còn đang ngủ và còn mệt.
- Ó, Istenem!	- Thế à?
- szólt milady.	- Milady nói - Người đang ngủ có thể đòi hỏi điều gì nào?
- Mi mást kívánhat az, aki alszik, mint jó ébredést.	Đó là được tỉnh giấc khoan khoái.
Ebben, kegyed jóvoltából máris részem volt; hadd élvezzem hát még tovább.	Bà đã làm cho tôi được tỉnh giấc như thế đấy.
Kézen fogta a fiatalasszonyt, s egy székre ültette az ágya mellett.	Bà hãy cho tôi được thoải mái hưởng cái thú khoan khoái đó.
A novicia leült.	Thiếu phụ ngồi xuống.
- Jaj Istenem!	- Lạy Chúa!
- szólalt meg. - Olyan boldogtalan vagyok!	- Nàng nói - sao mà tôi khốn khổ đến thế!
A hatodik hónapot töltöm itt; majd megölt az unalom; kegyed megérkezik, már azt hiszem, élvezni fogom kedves társaságát és tessék: minden jel arra vall, hogy máról holnapra itt kell hagynom a kolostort!	Thế là đã sáu tháng tôi ở đây, không một chút bóng dáng thú vui, bà đến đây, sự hiện diện của bà làm tôi sắp có được một người bạn yêu kiều, ấy thế mà, rất có thể, chưa biết lúc nào, tôi sắp rời khỏi tu viện.
- Ugyan!	- Sao thế?
- szólt milady. - Máris távozik?	- Milady nói - bà sắp ra khỏi đây ư?
- Legalábbis remélem - mondta a novicia, és eszébe sem jutott, hogy leplezze örömét.	- Ít ra tôi cũng mong như thế - Nàng vừa nói vừa biểu lộ một niềm vui chẳng hề tìm cách ngụy trang.
- Ha jól értettem - folytatta milady -, kegyedet a bíboros üldözi: nekem már csak ezért is fölöttébb rokonszenves.	- Tôi tin là mình đã được biết bà đã từng đau khổ vì Giáo chủ - Milady tiếp tục - cái đó cũng lại thêm một lý do để chúng ta có sự thông cảm với nhau.
- Igaz tehát, amit a kedvesnővértől hallok, hogy kegyed is e gonosz pap áldozata?	- Điều mà mẹ nhất của chúng ta nói với tôi vậy cũng là sự thật nghĩa là bà cũng là nạn nhân của lão thầy tu độc ác đó sao?
- Pszt!	- Suỵt!
- szólt milady.	- Milady nói - ngay ở đây, chúng ta cũng đừng nói ông ta như thế.
- Még itt se beszéljünk róla így; egész balsorsom annak köszönhetem, hogy én is ilyesmit mondtam a bíborosról egy asszonynak, akit barátnőmnek véltem, de beárult.	Mọi nỗi bất hạnh của tôi chính cũng xuất phát từ chỗ đi nói gần như bà vừa nói với tôi ấy trước một người đàn bà tôi vẫn coi là bạn, ai ngờ đã phản bội tôi.
Kegyed is efféle csalárdság áldozata?	Và chắc bà cũng vậy, bà cũng là nạn nhân của một sự phản bội?
- Nem - felelt a novicia -, én azért szenvedek, mert hűséges szolgája voltam egy asszonynak, akit szerettem, akiért életemet adtam volna, és akiért most is szívesen meghalnék.	- Không - thiếu phụ đáp - mà là sự tận tâm của tôi, tận tâm với một người đàn bà mà tôi yêu, với bà, tôi đã cống hiến cả đời mình và với bà, tôi sẽ còn cống hiến thêm nữa.
- Ő pedig cserbenhagyta! Ugye, így történt?	- Và người đó đã bỏ rơi bà, thế chứ gì?
- Eleinte magam is azt hittem, én hálátlan, de két-három napja, Istennek hála, beláttam tévedésemet; nagy keserűség lett volna látnom, hogy megfeledkezik rólam.	- Tôi đã từng khá bất công để tin như thế, nhưng từ hai ba hôm nay tôi đã thu được bằng chứng ngược lại và tôi đã cảm ơn Chúa về điều đó.
De úgy hiszem, asszonyom - folytatta a novicia -, kegyed szabad, és csupán kegyeden áll, hogy bármikor elmeneküljön.	Nhưng bà, thưa bà - thiếu phụ tiếp tục - tôi thấy hình như bà được tự do và nếu như bà định trốn, có điều gì ngăn cấm bà đâu.
- Se pénzem, se barátom; Franciaországnak ezen a táján senkit sem ismerek, sosem jártam itt: ugyan hova mehetnék?	- Bà muốn tôi trốn đi đâu, không bạn bè, không tiền bạc, đến một miền của nước Pháp mà tôi không hay biết và chưa bao giờ đặt chân tới ư?
- Ó, Istenem!	- Ồ!
- Kegyed oly szép, és olyan jóságos az arca, hogy bármerre jár, bizonyosan mindenütt talál majd barátokat!	- Điều đó cũng không tránh cho tôi khỏi bị đơn độc và bị ngược đãi.
- És mégis - válaszolt milady, már nem is édesen, hanem valósággal angyalian mosolyogva -, mégis magányos, üldözött asszony vagyok.	- Bà hãy nghe tôi - thiếu phụ nói - cần phải hy vọng vào trời.
- Higgye el - szólt a novicia -, az Isten jóságában mindig megbízhatunk; eljön az idő, amikor jótetteink pártunkra kelnek Isten előtt; az sem lehetetlen, hogy bármily szerény és gyenge teremtés vagyok, javára válhat kegyednek, hogy velem találkozott, mert ha innét kikerülök, majd csak szerzek egy-két befolyásos barátot, akik kegyedért is síkra szállnak, miután rajtam segítettek.	Làm điều tốt rồi thế nào cũng có lúc Chúa thấu hiểu, mà có thể đây cũng là dịp may của bà chăng, tuy tôi hèn mọn và không thần thế gì, nhưng bà đã gặp tôi, nếu tôi ra khỏi đây, lúc đó, tôi sẽ có mấy người bạn khá mạnh sau khi đã tiến hành vận động cho tôi, cũng có thể vận động cho bà.
- Lehet, hogy a királyné színleg feláldozta őket, de a külszín gyakran csalóka, higgye meg, asszonyom; minél jobban üldöznek valakit, a felséges asszony annál többet gondol vele, és gyakran épp akkor adja tanújelét jó emlékezetének, amikor szinte már, elveszett minden remény.	- Thưa bà, xin hãy tin tôi, Hoàng hậu có thể làm ra vẻ bỏ rơi những con người đó, nhưng ta không nên tin ở bề ngoài, họ càng bị ngược đãi bà càng nghĩ đến họ, và thường thường đúng lúc họ trông chờ ở bà ít nhất, họ lại có được bằng chứng về việc bà rất nhớ đến họ.
- Ó igen!	- Ôi!
- szólt milady.	- Milady nói - Tôi tin chứ.
- Tehát kegyed ismeri nemeslelkű, szépséges királynénkat, hogy így beszél róla!	Thế ra bà cũng quen biết Hoàng hậu ư?
- Személyesen tulajdonképpen nincs szerencsém ismerhetni, de legbensőbb hívei közül nem egyet ismerek; ismerem Putange urat, Tréville urat; Dujart úrral pedig Angliában, ismerkedtem meg.	- Nghĩa là - Milady bị đẩy vào thế phòng thủ nói - về cá nhân tôi, tôi không có được cái vinh dự quen biết Hoàng hậu, nhưng tôi quen biết khá nhiều bạn bè thân thiết của bà.
- Tréville urat!	Tôi quen ông De Treville.
- kiáltott a novicia.	- Ông De Treville?
- Ismeri Tréville urat!	- Thiếu phụ reo lên - Bà quen cả ông De Treville?
- Ismerem bizony, méghozzá nagyon jól.	- Vâng, hoàn toàn, nhiều nữa ấy chứ.
- A király testőreinek kapitányát?	- Đại úy ngự lâm quân của nhà Vua?
- A király testőreinek kapitányát.	- Đúng, đại úy ngự lâm quân của nhà vua.
- Hisz akkor máris régi ismerősök, sőt szinte régi jó barátok vagyunk! - lelkendezett a fiatalasszony.	- Ồ, vậy thì rồi bà sẽ thấy - thiếu phụ vẫn reo lên - Vừa mới quen biết nhau xong mà hầu như đã là bạn của nhau rồi.
- Nyilván gyakorta megfordult Tréville úrnál, ha ismeri!	Nếu bà quen biết ông De Treville, chắc bà đã đến nhà ông ấy?
- De mennyire!	- Luôn luôn?
- szólt milady, s amikor látta, hogy hazugságával jó nyomon halad, mindent megtett, hogy a nyomot el ne veszítse.	- Milady nói vậy, vì đã trót rồi, lại thấy nói dối cũng có kết quả nên định nói dối đến cùng.
- Akkor hát királyi testőrökkel is szokott találkozni?	- Tại chỗ ông ấy, chắc bà phải gặp một vài lính ngự lâm của ông ấy?
- Valamennyivel, aki bejáratos a kapitányhoz!	- Gặp tất cả những người mà ông ấy tiếp thường xuyên?
- felelte milady, és úgy érezte, egyre érdek­feszítőbb a beszélgetés.	- Milady trả lời, vì thấy câu chuyện xoay ra có lợi.
- Ha egy-két nevet is megemlítene, meglátná, hogy mindnyájan a barátaim.	- Bà thử kể tên một vài người bà quen biết xem sao nào, và bà sẽ thấy họ cũng thuộc trong số người bạn của tôi.
- Hát - kezdte milady megzavarodva -, ismerem például Souvigny urat, Courtivron urat meg Férussac urat.	- Nhưng - Milady lúng túng nói - Tôi quen ông De Xuvinhi, ông De Cuốctivrông, ông De Fréjusxắc.
A novicia várt, s mikor látta, hogy milady megakad, megkérdezte:	Thiếu phụ để cho mụ nói, rồi thấy mụ dừng lại nàng hỏi:
- Egy Athos nevű nemest nem ismer?	- Thế bà không quen một nhà quý tộc tên là Athos ư?
Milady arca fehérebb lett, mint ágyán a lepedő, és bármint uralkodott is önmagán, nem áll­hatta meg, hogy fel ne sikoltson: megragadta a fiatalasszony kezét, és majd elnyelte szemével.	Milady mặt xám ngoét đi như màu thảm trải giường mụ nằm, và dù đã rất tự chủ, không tránh khỏi vừa thốt ra một tiếng kêu, vừa nắm lấy tay người đang trò chuyện với mình, vừa nhìn như muốn nuốt sống người ta.
- Jaj!	- Sao?
mi baja?	Bà sao vậy?
- Nem, nem, csak meglepett ez a név, mert én is jól ismerem ezt az urat, és váratlanul ért, hogy olyasvalakire bukkanok, aki szintén jól ismeri.	- Không, nhưng cái tên đó đã tác động mạnh đến tôi, bởi vì tôi, tôi cũng quen biết nhà quý tộc đó, nhưng tôi lấy làm lạ khi thấy có người lại quen biết ông ta nhiều đến thế.
- De milyen jól!	- Ồ, đúng!
és nem csupán őt, hanem barátait, Porthos és Aramis urakat is!	Rất nhiều! Không những ông ấy mà còn cả các bạn ông ấy nữa: các ông Porthos và Aramis?
- kiáltotta milady, s úgy érezte, megfagy ereiben a vér.	- Milady nói mà cảm thấy lạnh thấu tim.
- Ha ismeri őket, biztosan azt is tudja, milyen kedves, derék fiúk; miért nem fordul hozzájuk, ha szüksége van valamire?	- Thế thì… Nếu bà đã quen biết họ, hẳn bà phải biết họ là những người bạn tất và trung thực, và sao bà không ngỏ ý với họ, nếu bà cần chỗ dựa?
- Kegyed ismeri D’Artagnan urat!	- Vậy bà quen ông D Artagnan?
- kiáltotta a novicia; most ő ragadta meg milady kezét, és ő akarta lenyelni szemével.	- Đến lượt thiếu phụ nói như thét lên.
Azután feltűnt neki, mily különösen néz az asszony, és megkérdezte:	Nắm lấy tay Milady với đôi mắt ngốn ngấu.
- Bocsánat, asszonyom, miféle ismeretségben van vele?	Rồi nhận thấy biểu hiện lạ lùng trong con mắt của Milady:
- Miféle ismeretségben?	- Xin lỗi bà, bà quen ông ấy với danh nghĩa gì?
- kérdezte milady megzavarodva. - A barátom.	- Ồ - Milady bối rối - Ồ, danh nghĩa bạn bè thôi.
- Ne hazudjon, asszonyom - szólt a novicia -, kegyed a szeretője volt.	- Bà lừa tôi, thưa bà -người nữ tu mới nói - bà từng là người tình của ông ấy.
- Kegyed volt a szeretője, asszonyom! - emelte fel milady is a hangját.	- Chính bà mới từng là người tình của ông ấy - Đến lượt Milady hét lên.
- Én!	- Tôi ư?
- mondta a novicia.	- Thiếu phụ nói.
- Igen, kegyed; most már megismerem; kegyed Bonacieux-né.	- Phải, bà, bây giờ thì tôi biết bà rồi: bà là bà Bonacieux.
A fiatalasszony megütközve, rémülten hőkölt vissza.	Thiếu phụ lùi lại hết sức kinh ngạc và hoảng sợ.
- Igen!	- Ồ!
ne is tagadja!	Đừng chối nữa!
feleljen, ha mer!	Trả lời đi!
- sürgette milady. - Hát igen!	- Milady tiếp - Được!
az vagyok, asszonyom!	Thì đúng đấy?
- szólt a novicia. - Tehát vetélytársak vagyunk?	- Thiếu phụ nói - Chúng ta là tình địch của nhau?
Milady arcán oly vad szenvedély lángja csapott fel, hogy Bonacieux-né, ha nem így állnak egymással szemben, rémülten futott volna el, most azonban csak a féltékenység szavára hallgatott.	Mắt Milady tóe lên ngọn lửa hết sức hoang dại mà trong mọi trường hợp khác bà Bonacieux đã vội chạy trốn vì hoảng sợ, nhưng mà nàng cũng đang hoàn toàn lên cơn ghen.
- Ne kerteljen hát, asszonyom - folytatta, és szinte hihetetlen elszántság csengett szavában -, mondja meg őszintén: ugye a szeretője volt? vagy most is az?	- Nào, bà nói đi - Bà Bonacieux nói với một nghị lực mà người ta không thể ngờ tới - bà từng là hay đang là người tình của ông ấy?
- Nem, nem!	- Ồ, không!
- kiáltotta milady, és hangja jól mutatta: nem tűri, hogy szavait kétségbe vonják.	- Milady hét lên bằng một giọng không thể ngờ được về sự chân thực - Không bao giờ! Không bao giờ!
- Soha! soha!	- Tôi tin bà, bà Bonacieux!
- Elhiszem - szólt Bonacieux-né -, de miért kiáltott akkorát az imént!?	Nhưng tại sao bà cũng thét lên như thế?
- Micsoda? hát nem érti!	- Sao, bà không hiểu ư?
- mondta milady aki már leküzdötte zavarát, és visszanyerte lélekjelenlétét.	- Milady lúc này đã bình tĩnh trở lại và lại ứng phó nhanh như trước, mụ hỏi vậy.
- Hogyhogy nem értem?	- Bà muốn tôi phải hiểu thế nào đây?
semmiről nem tudok semmit.	Tôi chẳng biết gì cả.
- D’Artagnan úr jó barátom volt, és megosztotta velem titkait. Miért ne volna ez érthető?	- Thế là bà không hiểu ông D Artagnan là bạn của tôi, và ông ấy coi tôi là bạn tâm tình ư?
- Csakugyan!	- Thật thế sao?
ó, drága Constance, csakhogy meg­találtam, csakhogy láthatom végre valahára!	Constance thân mến, thế là tôi đã tìm được bà, cuối cùng thì tôi cũng đã gặp bà!
- Jaj, bocsásson meg!	- Ồi, thứ lỗi cho em?
Ne haragudjék!	Thứ lỗi cho em?
- kiáltotta milady keblére borulva - de úgy szeretem!	- Nàng vừa kêu lên vừa ngả người vào vai Milady - Em yêu chị biết mấy!
A két asszony így maradt egy pillanatra, összeölelkezve.	Hai người ôm lấy nhau trong giây lát.
Ha milady ereje arányban, állt volna gyűlöletével, Bonacieux-né nem került volna ki élve ebből az ölelésből.	Chắc hẳn, nếu sức lực của Milady có thể lên cao ngang với nỗi căm hận của mụ thì ôm nhau xong bà Bonacieux đã chết ngạt rồi.
De mégsem fojthatta meg, ezért hát rámosolygott.	Nhưng vì không bóp chết ngạt được, mụ cười với nàng.
- Ó, drága angyalom!	- Ôi người đẹp thân mến?
- Mennyire örülök, hogy összetalálkoztunk!	- Milady nói - Được gặp cô tôi sung sướng biết mấy!
Hadd nézzem kegyedet.	Nào để tôi nhìn cô nào!
- És míg így beszélt, kis híján szinte fel is falta tekintetével. - Igen, igen, kegyed az.	- Và vừa nói ra những câu ấy, mụ vừa hau háu nhìn nàng - Phải, đúng là cô rồi!
Igen!	Chà!
visszaemlékszem D’Artagnan minden szavára, ráismerek, hajszálra ráismerek kegyedre.	Theo như lời ông ấy đã nói với tôi, lúc này tôi nhận ra cô rồi, tôi hoàn toàn nhận ra cô.
Szegény fiatalasszony nem is álmodta, milyen gyilkos kegyetlenség rejtőzik milady szeplőtlen álarca mögött; és csillogó szeméből mást sem olvasott ki, csupán érdeklődést és szánakozást.	Người phụ nữ tội nghiệp không thể ngờ tới những gì đang diễn ra vô cùng ghê rợn và hung dữ đằng sau cái chiến lũy là vầng trán trong trắng là đôi mắt sáng long lanh đến thế làm cho nàng chỉ thấy thích thú và cảm tình.
- Akkor hát azt is tudja, mennyit szenvedtem - mondta Bonacieux-né -, hisz D’Artagnan biztosan elmondta, mennyit szenvedett ő maga.	- Thế thì chị cũng biết em đã từng đau khổ thể nào - Bà Bonacieux nói - một khi chàng đã nói với chị những gì chàng đau khổ, thì đau khổ vì chàng, chính lại là hạnh phúc.
De már az is boldogság, ha érte szenvedhetek. Milady gépiesen ismételte:	Milady lắp lại một cách máy móc vì đang nghĩ đến điều khác:
- Boldogság, igen. De közben másutt járt az esze.	- Phải, chính lại là hạnh phúc.
- Meg aztán - folytatta Bonacieux-né - már nem is szenvedek sokáig: holnap vagy talán még ma este viszontlátom, s akkor elfeledem a múltat.	- Và rồi, - Bà Bonacieux tiếp tục - nỗi thống khổ của tôi cũng đến hồi kết thúc rồi, ngày mai, có lẽ ngay tối nay cũng nên, tôi sẽ gặp lại chàng và thế là quá khứ sẽ không tồn tại nữa.
- Holnap?	- Tối nay ư?
Ma este?	Ngày mai ư?
- pattant fel milady; felrázták merengéséből ezek a szavak.	- Nghe những lời nói ấy Milady như hết mơ màng, thét lên - cô muốn nói sao?
- Őt várom személyesen.	- Tôi đợi chính bản thân chàng.
- Személyesen?	- Chính chàng!
Ide várja D’Artagnant!	D Artagnan, ở đây ư?
- Ide.	- Chính chàng.
D’Artagnant. - Nem, ez nem lehet!	- Nhưng, không thể thế được?
La Rochelle ostrománál van a bíborossal; akkor térhet csak vissza, ha a várost bevették. - Ne higgye!	Ông ấy đang cùng với Giáo chủ vây thành La Rochelle kia mà?
Az én D’Artagnanom, a derék, vitéz nemes nem ismer lehetetlent!	Ông ấy sẽ chỉ trở về sau khi chiếm được thành?
- Nem, nem hihetem! - Nem? Olvassa hát a saját szemével!	- Ồ, tôi không thể tin nổi cô đâu?
- mondta a szerencsétlen fiatalasszony.	- Vậy thì, chị đọc đi!
Nem bírta féken tartani büszkeségét és örömét, s egy levelet nyújtott milady felé.	Trong lúc quá vui mừng và kiêu hãnh, người phụ nữ trẻ khốn khổ chìa ngay một bức thư cho Milady.
- Chevreuse asszony keze vonása!	"Nét chữ của bà De Chevreuse rồi!
- mondta magában milady. - Nem tévedtem hát: össze­játszanak vele!	- Milady tự nhủ - chà, mình vẫn tin chắc chúng thông đồng với nhau về chuyện này mà?".
Mohón olvasta a levelet:	Và mụ đọc ngốn ngấu mấy dòng chữ đó:
Álljon készen, kedves gyermekem; barátunkat hamarosan viszontlátja, mégpedig azért, hogy kiszabadítsa kegyedet börtönéből, ahol biztonsága érdekében rejtőz­ködött; készüljön hát a távozásra, és sose feledje, hogy ránk mindig számíthat.	"Em yêu quý, em hãy chuẩn bị sẵn sàng, người bạn của chúng ta sắp tới gặp em rồi, và chàng đến gặp em là chỉ để kéo em ra khỏi cảnh giam cầm mà vì sự an toàn của em buộc phải giấu em ở đấy Vậy em hãy chuẩn bị lên đường và đừng bao giờ thất vọng về bọn ta.
Kedves gascogne-ink, mint mindig, most is bátornak és hűségesnek bizonyult; mondja meg, hogy valaki nagyon hálás neki a figyelmeztetésért.	Chàng Gátxông đáng yêu của chúng ta đến để tỏ ra là vẫn luôn can trường và trung thành như mọi khi, em hãy nói với chàng là người ta rất biết ơn chàng về thông báo chàng đã đưa ra".
- Igen - szólt milady -, igen, a levél egészen világos.	- Phải, phải, - Milady nói - Phải, bức thư rất rõ ràng.
De azt hiszem, megint a bíboros valamilyen cselvetésére figyelmeztette a királynét.	- Không, em chỉ ngờ rằng chàng đã báo cho Hoàng hậu về một âm mưu mới nào đấy của Giáo chủ.
- Úgy van, egészen bizonyosan!	- Phải, chắc là như thế!
E pillanatban lódobogás hallatszott be a szobába.	Đúng lúc ấy có tiếng vó ngựa.
- Jaj!	- Ồ!
- kiáltotta, Bonacieux-né, s az ablakhoz ugrott. - Talán csak nem ő?	Bà Bonacieux vừa reo lên vừa lao ra cửa sổ - Chàng đã đến rồi ư?
- Ő! ő!	- Hắn!
- suttogta.	Hắn ư?
- Hát csakugyan ő?	Thật hắn ư?
Csak feküdt az ágyban, és mereven nézett maga elé.	Nhưng mụ vẫn ở lì trên giường, mắt chăm chăm.
- Sajnos, nem ő!	- Ôi!
- Valami ismeretlen, de úgy látom, ide jön; igen, most lassít, megáll a kapuban, csönget.	Đúng, ông ta cho ngựa chạy chậm lại, dừng ở trước cửa và giật chuông.
Milady kiugrott az ágyból.	Milady nhảy ngay ra khỏi giường và hỏi:
- Biztosan nem ő? - kérdezte.	- Cô có thật tin chắc không phải chàng không?
- Nem ő, egészen bizonyosan.	- Ồ, vâng, chắc quá đi chứ?
- De talán rosszul látta!	- Cô nhìn nhầm chăng?
- A kalapja tolláról, köpenye csücskéről is megismerném!	- Ồ, em chỉ thấy lông cài mũ và vạt áo chàng là em đã nhận được ngay ra chàng mà.
Milady szaporán öltözködött.	Milady vẫn cứ mặc quần áo vào.
- Annyi baj legyen!	- Không sao!
Azt mondja, ide jött az idegen?	Cô bảo người đàn ông đó đến đây?
- Igen, már benn is van a házban.	- Phải, ông ta đã vào rồi.
- Vagy kegyedhez jön, vagy hozzám.	- Thế thì hoặc để gặp cô hoặc để gặp tôi.
- Jaj Istenem!	- Ôi, Chúa ơi!
Miért ily izgatott?	Sao trông chị có vẻ bồn chồn thế
- Izgatott vagyok, nem is tagadom; bizalmatlan vagyok, félek a bíborostól, ő mindenre kapható.	- Đúng, tôi xin thú thực, tôi không có được lòng tin như cô, tôi sợ Giáo chủ đủ thứ.
- Csitt!	- Suỵt!
- szólt Bonacieux-né. - Jönnek!	- Bà Bonacieux - họ tới đấy!
Valóban kinyílt az ajtó, és belépett a főnökasszony.	Quả nhiên, cửa mở và bà nhất bước vào hỏi Milady:
- Kegyed érkezett Boulogne-ból? - kérdezte miladytől.	- Có phải bà từ Bulônhơ đến không?
- Igen, én - felelt az asszony, és igyekezett uralkodni magán -, ki keres?	- Vâng, chính tôi - Mụ trả lời, cố giữ bình tĩnh -Ai hỏi tôi ư?
- Egy férfi, a nevét nem mondja meg, de a bíborostól jön. - És velem akar beszélni?	- Một người không muốn nói tên ra, nhưng là người do Giáo chủ phái đến.
- kérdezte milady.	- Và muốn nói chuyện với tôi?
- Azzal a hölggyel, aki Boulogne-ból érkezett.	- Muốn nói chuyện với một bà từ Bulônhơ đến.
- Akkor nagyon kérem, asszonyom, vezesse be.	- Thế thì tôi xin bà, bà để ông ấy vào đi.
- Jaj Istenem!	- Ôi lạy Chúa!
- szól Bonacieux-né - csak nem valami rossz hír!	- Bà Bonacieux nói - Hay là lại có một tin dữ nào ư?
- Attól tartok, igen.	- Tôi sợ là như thế.
- Magára hagyom kegyedet az idegennel, de ha megengedi, nyomban visszajövök, mihelyt eltávozott.	- Vậy em để chị gặp người lạ mặt đó, nhưng ngay khi người ấy đi khỏi, nếu chị cho phép, em sẽ trở lại.
- Természetesen! Nagyon kérem.	- Sao lại không chứ!
A főnökasszony kiment Bonacieux-néval.	Tôi mong cô đến đấy.
Milady egyedül maradt, merőn nézte az ajtót; egy pillanat múlva sarkantyúpengés hallatszott a lépcsőn, a lépések közeledtek, majd feltárult az ajtó, és egy férfi lépett be.	Milady còn lại một mình, mắt chăm chăm nhìn ra cửa, một lát sau, có tiếng đinh thúc ngựa vang lên trên cầu thang rồi tiếng bước chân lại gần, cửa mở, và một người đàn ông hiện ra.
- Ah!	- Kìa!
- kiáltotta egyszerre Rochefort és milady - kegyed az!	Cả Milady lẫn Rochefort cùng reo lên.
- Igen, én.	- Thì ra ông!
- Honnan jön?	- Vâng, chính tôi.
- kérdezte milady.	- Ông từ đâu đến?
- La Rochelle-ből; hát kegyed?	- Milady hỏi. - Từ La Rochelle, còn bà?
