ELSŐ RÉSZ	PHẦN THỨ NHẤT
Ebben a második emeleti helyiségben volt egy nagy tölgyfa láda, amelyben a fehérneműt tartották abban az időben, amikor még nem ismerték a fiókos szekrényt.	Trong phòng ở gác hai có một chiếc hòm gỗ sồi, to và nặng dùng để chứa quần áo trước lúc phát minh ra kiểu tủ có ngăn kéo.
Ezt a hatalmas ládát hurcolták oda a lépcső bejárója elé az ajtónyílásba.	Chúng kéo lê chiếc hòm ấy, và dựng đứng ở cửa cầu thang.
Erősen beleszorult, és elzárta a bejáratot.	Chiếc hòm khớp vào cửa và bịt hẳn lối vào.
A láda fölött akkora nyílás maradt, amelyben elfért egy ember, aki tűz alatt tarthatta a lépcsőt és egyenként lelőhette a támadókat.	Phía trên chỉ còn một khoảng hẹp, một người có thể chui lọt, rất lợi để bắn tỉa bên tấn công từng người một.
Kétséges volt, hogy valaki megkockáztassa a rohamot.	Chưa chắc đã có ai dám liều tiến vào đấy.
Amikor a bejáratot eltorlaszolták, megpihentek.	Cửa bịt rồi, chúng được nghỉ một chốc.
Már csak Imânus és a márki volt sértetlen, a többi mind megsebesült.	Trừ Imânus và lão hầu tước ra, tất cả đều bị thương.
Az az öt, aki már megsebesült, de továbbra is harcképesnek érezte magát - mert a háborúban úgy van, hogy akinek a sebe nem halálos, az dühösebben verekszik tovább, mint a többi -, név szerint a következő volt: Châtenay, más néven Robi, Guinoiseau, Hoisnard Branche-d’Or, Brin-d’Amour és Grand-Francoeur.	Năm tên bị thương vẫn rất hăng máu vì trong không khí ác chiến người bị thương mà chưa chết vẫn có sức đi đi lại lại như thường, đó là Chatenay tức Robi, Guinoiseau, Hoisnard Cành-Vàng, Brin-d’Amour và Grand-Francoeur.
A többiek elhullottak.	Còn thì chết cả.
Puskaportartójuk üres volt.	Túi đạn đã dốc cạn.
Négyre.	Bốn.
Eljutottak ahhoz a pillanathoz, amikor már csak meghalni lehet.	Đã đến giờ phút chúng chỉ còn ngã gục thôi.
Közben megindult az újabb támadás; lassan, de annál biztosabban.	Trong khi đó, cuộc tấn công lại tiếp tục nhưng từ từ và chắc chắn.
Szemben a fennsíkon hat ágyú állott tüzelésre készen.	Sáu khẩu đại bác, nạp đạn sẵn đang chĩa vào đấy.
A felső szobákon át?	Qua tầng trên ư?
Hiába.	Ích gì?
A viharvert csapat hét életben maradt harcosa érezte, hogy a torony vastag fala, amely eddig védte a harcosokat, most könyörtelenül bezárta és kiszolgáltatta őket ellenfeleiknek.	Bảy tên sống sót của đám yêng hùng ấy thấy mình bị cầm tù trong những bức tường đang che chở chúng nhưng sẽ nộp mạng chúng cho đối phương.
A márki emelt hangon szólalt meg:	Lão hầu tước cất tiếng:
- Barátaim, mindennek vége!	— Các bạn, thế là hết!
Kis szünet után hozzátette:	Im lặng một lát, lão tiếp:
A támadók puskatusai egyre közelebbről dörömböltek.	Tiếng báng súng của quân bao vây tiến lại gần sát.
Grand-Francoeur, aki csupa vér volt, mert koponyájáról egy golyó leszakította a bőrt hajastul, jobb kezével fölemelte a feszületet.	Grand-Francoeur, mặt đầy máu vì một viên đạn lướt qua đầu và bóc mất da sọ, đưa tay phải giơ cao cây thập ác.
- Most mindenki gyónja meg hangosan a bűnét!	— Ai nấy hãy lớn tiếng xưng tội.
- mondta Grand-Francoeur.	Đức ông xưng trước.
- Márki úr, szóljon elsőnek!	Lão hầu tước đáp:
- Öltem. - Öltem - mondta Hoisnard.	— Tôi đã giết người - Hoisnard nói.
- Öltem - mondta Guinoiseau.	— Tôi đã giết người - Guinoiseau nói.
- Öltem - mondta Brin-d’Amour.	— Tôi đã giết người - Brin-d’Amour nói.
- Öltem - mondta Châtenay.	— Tôi đã giết người - Chatenay nói.
- Öltem - mondta Imânus.	— Tôi đã giết người - Imânus nói.
Erre Grand-Francoeur vette át a szót:	Và Grand-Francoeur nói tiếp:
- Ámen - felelték valamennyien.	- Tất cả mọi người trả lời.
Imânus hozzátette:	— Và giết - Imânus nói.
- Igen - tette hozzá a márki -, mi már a sírban vagyunk.	Trần thế không còn là gì đối với các người nữa.
Valamennyien meghajtották a fejüket, és a mellüket verték.	— Vâng - Lão hầu tước nói tiếp - Chúng ta đã xuống mồ.
Csak a márki és az abbé maradt állva.	Tất cả cúi đầu và lấy tay đấm ngực.
A láda, mintha kalapácsok verték volna, gyászosan döngött.	Chiếc hòm như bị búa nện vào, tiếng vang lên rùng rợn.
Valamennyien megdöbbenve arra fordították a fejüket.	Tất cả mọi người quay đầu lại, ngạc nhiên.
A márki felismerte Halmalót.	Lão hầu tước nhận ra Halmalo.
XII	XII
Megmentő	◄○►
- Te vagy az, Halmalo?	— Anh đấy à? Halmalo?
- Meneküljön, márki úr!	— Chúa là cao cả - Tên thầy tu nói.
- kiáltották valamennyien.	— Xin đức ông thoát đi - Tất cả mọi người đồng thanh kêu lên.
- Előbb ti menjetek! - felelte a márki.	— Các người ra trước - Lão hầu tước nói.
- Ön induljon elsőnek, nagyuram!	— Đức ông ra trước đã - Turmeau nói.
- szólt az abbé.	— Tôi ra sau cùng.
Nincs időnk nagylelkűsködésre.	Chúng ta không có thì giờ để kiểu cách.
Azt parancsolom, hogy fussatok, és maradjatok életben.	Ta ra lệnh cho các người phải sống và chạy thoát.
Gyorsan használjátok ki ezt az egérutat!	Mau lên, cứ theo đường này.
- Márki úr - kérdezte Turmeau abbé -, most elválunk?	— Thưa hầu tước, chúng ta chia tay nhau? - Turmeau nói.
- Odalenn feltétlenül.	— Ở dưới kia; hẳn rồi.
- Igen.	— Có.
- Mindnyájan ismerjük.	— Chúng tôi biết cả.
- Holnap délben ott leszek.	— Trưa mai, tôi sẽ ở đó.
- És újrakezdjük a harcot - mondta a márki.	— Và chúng ta sẽ tiếp tục chiến đấu - Lão hầu tước nói.
Eközben Halmalo megpróbálta odább mozdítani a követ, de megállapította, hogy az nem forog tovább.	Nhưng Halmalo tì tay xuống tấm đá và nhận thấy nó không chuyển nữa.
A nyílást nem tudják bezárni maguk után.	Cửa không thể đóng lại được.
A kő forgója, amelyet hosszú ideig nem használtak, meglazult, és mintegy megbénult.	Quả thật, tấm đá lâu ngày hình như đã tê liệt trong bản lề.
Lehetetlen volt arra kényszeríteni, hogy helyéből kimozduljon.	Từ nay không thể đẩy nó chuyển được nữa.
Amikor a kékek fölérnek ide, egy teremtett lelket se találnak; csodálkozásukban azt se tudják, mit gondoljanak, végül azt fogjak hinni, hogy maguknak szárnyuk nőtt.	— Thưa đức ông, tôi định đóng lại để khi bọn Xanh vào, chúng sẽ không thấy ai nữa và không hiểu gì hết, tưởng là tất cả đã tan ra khói rồi.
Igen ám, de a kő most cserbenhagy.	Nhưng tấm đá lại không muốn thế.
Gyerünk valamennyien lefelé.	Mau lên, tất cả xuống cầu thang.
Imânus Halmalo vállára tette a kezét.	Imânus đặt tay lên Halmalo:
- Cimbora, mennyi idő kell ahhoz, hogy ezen az ürgelyukon kibújjunk és biztonságban legyünk az erdőben?	— Anh bạn, phải bao nhiêu thời giờ mới ra khỏi đường này và được yên ổn giữa rừng.
- Nincs köztetek súlyosan sebesült?	— Không ai bị thương nặng chứ?
- kérdezte Halmalo.	- Halmalo hỏi.
- Egy se - felelték.	Tất cả trả lời:
- vetette közbe Lantenac.	Lão hầu tước nói:
Egy negyedóra!	Mười lăm phút!
- Te, Gouge-le-Bruant?	— Tôi - Imânus nói.
Hallgasson meg.	— Vâng, tôi.
- Rajtam se - mondotta a márki.	Tôi thì chưa sướt da.
- Ön a vezér, márki úr.	— Tôi cũng thế - Lão hầu tước nói.
Én csak egyszerű katona vagyok.	— Đức ông là chỉ huy, tôi là lính.
- Tudom, mindenkinek megvan a maga kötelessége.	— Tôi biết thế, mỗi người một nhiệm vụ.
Imânus most társai felé fordult:	Imânus ngoảnh lại đồng đội:
Én még egy csepp vért se vesztettem, teljes erőmben vagyok.	Các bạn đi hết đi, để khí giới lại cho tôi.
Hagyjátok itt a pisztolyaitokat.	Tôi sẽ sử dụng tốt đấy.
Vállal­kozom rá, hogy feltartom az ellenséget egy félóráig.	Tôi bảo đảm ngăn chúng trong nửa tiếng đồng hồ.
Hány töltött pisztolyunk van?	Có tất cả mấy súng lục nạp đạn?
- Négy.	— Bốn.
- Tegyétek ide a földre!	— Bỏ hết xuống đất.
Engedelmeskedtek neki.	Cả bọn làm theo.
- Na jó!	— Tốt.
Én maradok!	Tôi ở lại.
Most pedig gyorsan, meneküljetek!	Bây giờ thì các bạn đi đi, mau lên.
Valamennyien egymás után leereszkedtek a keskeny csigalépcsőre, előrebocsátva a sebesül­teket.	Tất cả theo nhau đi vào cầu thang chật hẹp, người bị thương đi trước.
Ameddig a többiek cihelődtek, a márki előhúzott a zsebéből egy iront, és felírt valamit arra a forgó kőre, amely már nem akart többé forogni, és nyitva hagyta a rejtekajtót.	Trong khi đoàn người vẫn đi xuống, lão hầu tước rút bút chì trong sổ tay ra và viết vài chữ lên tấm đá bây giờ không chuyển động được nữa và để lộ lối đi ra rộng hoác.
- Jöjjön, uram - mondta Halmalo -, már csak ön van hátra.	— Thưa đức ông, mời ngài đi, chỉ còn ngài nữa thôi - Halmalo nói.
És Halmalo megindult lefelé.	Và Halmalo bước xuống.
Imânus egyedül maradt.	Một mình Imânus ở lại.
XIII	XIII
Hóhér	ĐAO PHỦ
Imânus fölvett kettőt, mindegyik kezébe egyet.	Imânus cầm hai khẩu, mỗi tay một khẩu.
Odasurrant a lépcső bejárójához, amelyet a láda eltorlaszolt és eltakart.	Hắn né mình đi về phía cầu thang có chiếc hòm chắn ngang và che kín.
A lámpafény, amely a lépcsőt megvilágította, keresztülhatolt a lyukakon.	Ánh đèn của họ chiếu sáng cầu thang xuyên qua những lỗ ấy.
Imânus az egyik lyukon át megpillantotta egy ember szemét, ahogy befelé leskelődött.	Qua một lỗ, Imânus thấy một tròng mắt đang nhìn.
A pisztoly elsült, és Imânus ujjongva hallgatta a halálra sebzett szörnyű kiáltását.	Súng nổ và Imânus sung sướng nghe một tiếng kêu rùng rợn.
Imânus kihasználta ellenfelei munkáját, és az egyik nyíláson átdugva karját, találomra belesütötte pisztolyát az ostromló katonák tömegébe.	Quân bao vây đã phá rộng hai chỗ phía dưới nắp hòm và đã khoét ra hai lỗ châu mai, Imânus lợi dụng một lỗ ấy, luồn cánh tay vào và bắn nhào vào quân bao vây một phát thứ hai.
Imânus eldobta a két pisztolyt, amelyből már kilőtte a golyót, és fölvette a két utolsó töltött fegyvert.	Imânus vắt hai khẩu súng đã hết đạn, lấy hai khẩu còn lại, rồi mỗi tay một khẩu, bắn vào lỗ thủng ở chiếc hòm.
A torlasz egyik nyílásán kinézett a lépcsőre.	Hắn quan sát hiệu quả của hai phát đạn vừa rồi.
Fölmérte lövései első hatását.	Quân bao vây ở cầu thang đã lùi xuống.
Imânus várt.	Imânus chờ xem.
"Némi időt nyertem" - gondolta.	"Lợi thời gian đấy." Hắn nghĩ.
Egyszer csak észrevette, hogy egy ember hason csúszva mászik fel a lépcsőn, és a csigalépcső középső oszlopa mögött egy másik katona feje is előtűnt.	Cùng lúc đó, hắn thấy một người nằm sấp, bò lên theo các bậc cầu thang, và phía dưới một đầu người khác hiện ra sau chiếc cột giữa.
Imânus ráfogta pisztolyát erre a fejre, és lőtt.	Imânus nhằm vào cái đầu này và bắn.
Ebben a pillanatban irtózatos fájdalmat érzett, és most ő üvöltött föl kegyetlen kínjában.	Vừa lúc ấy, hắn thấy đau nhói lên, và đến lượt hắn rú lên.
Egy kardot forgattak meg a hasában.	Một lưỡi kiếm thọc vào ruột hắn.
A kard végig fölhasította a hasát.	Bụng bị xẻ ra từ bên này qua bên kia.
Imânus nem esett össze.	Imânus chưa ngã.
- Szépen vagyunk!	— Được!
Imânus most eldobta a fáklyát, amely tovább égett a földön, újra fölkapta a pisztolyát és végignyújtózva a kövön, majd egyik könyökére támaszkodva, maradék erejét összeszedve, élesztgetni igyekezett a kanóc tüzét.	Imânus thả ngọn đuốc vẫn còn cháy ra giữa nhà, rồi cầm lại khẩu súng và ngã xuống sàn, nhưng hắn gượng lại và lấy hết hơi thở tàn ghé miệng thổi vào mồi lửa.
- Erről megemlegetnek - mormolta.	— Chúng sẽ nhớ mãi đến ta.
- Megbosszulom a kicsinyeiken a mi gyermekünket, a királyt, aki a Temple tornyában van.	Giết mấy đứa trẻ của chúng, ta sẽ trả thù cho ấu chúa của ta đang bị giam ở ngục Temple.
XIV	XIV
Imânus is megszökik	IMNUS CŨNG THOÁT KIẾP
E percben nagy robajjal bedőlt a láda, és utat nyitott egy embernek, aki karddal berontott a terembe.	Chiếc hòm bị đẩy mạnh đổ xuống và nhường lối đi cho một người cầm kiếm, nhảy xổ vào trong phòng.
Meguntam a várakozást.	Chờ đợi chán lắm.
Én kiállok!	Ta liều thôi.
Egynek már kifor­dítottam a belét, most a többin a sor!	Chẳng sao, ta vừa đâm thủng ruột một đứa rồi.
Akár jönnek utánam, akár nem, itt vagyok!	Bây giờ, ta đánh tất cả chúng mày.
Valóban Radoub volt, és valóban egyedül.	Quả là Radoub, và chỉ có một mình anh.
A mészárlás után, amelyet az előbb Imânus vitt véghez, Gauvain rejtett aknától tartott, ezért visszarendelte katonáit, és tovább tanácskozott Cimourdainnel.	Sau việc Imânus bắn ở lối cầu thang, Gauvain, sợ có mìn ngầm, đã cho lui quân và hội ý với Cimourdain.
Radoub ott állt a küszöbön, mezítelen kardjával a félhomályban, amelyben a pislákoló fáklya már alig vetett egy-egy szikrát.	Radoub đứng ở bậc cửa phòng, tay cầm kiếm, trong cảnh tối mò mà cây đuốc sắp tắt còn chiếu le lói, lặp lại câu hỏi:
Választ nem kapott, erre megindult előre.	Không nghe trả lời, anh tiến vào.
Radoub észrevett egy falra függesztett tükröcskét; elébe lépett, megnézte vérbe borult arcát és lelógó fülét:	Radoub soi mặt vào một tấm gương nhỏ treo trên tường: mặt mày đẫm máu, vành tai gần đứt lòng thòng bên má:
- Utálatosan kikészítettek.	— Khiếp quá! - Anh thốt ra.
Aztán megfordult, szinte elképedt, hogy üresen találta a termet.	Rồi anh ngoảnh lại, ngạc nhiên vì thấy căn phòng trống rỗng.
- Nincs itt egy lélek se!	— Chẳng có ai!
- Létszám: nulla.	Quân số không.
Meglátta a forgó követ és a levezető csigalépcsőt.	Anh nhìn thấy tấm đá quay ngang, lỗ hổng và cầu thang.
- Most már értem.	— À ta hiểu rồi.
Hé, pajtások, gyertek csak valamennyien, nincs már itt senki!	Các bạn ơi vào đây tất cả; chúng biến cả rồi.
Megugrottak, elinaltak, köd előttem, köd utánam!	Chúng đã tháo chạy hết, chuồn rồi, vù rồi, cút rồi.
Itt az ürgelyuk, erre surrantak a bitangok!	Đấy, cái lỗ chúng nó đã chui ra, quân súc sinh.
Hogy a csudába is végezzünk olyan latrokkal, mint Pitt meg Koburg herceg, akik így rászedik az embert.	Với những trò như thế này thì biết đến bao giờ mới tiêu diệt hết bọn Pitt và Cobourg .
Nincs már itt egy lélek se.	Quỷ sứ đã cứu chúng!
Ekkor eldörrent egy pisztoly.	Chẳng còn đứa nào cả.
A golyó Radoub könyökét súrolta, és a falba vágódott.	Một phát súng nổ, một viên đạn trượt qua cùi tay Radoub và đập bẹt vào tường.
- Ohó, mégiscsak van itt valaki!	— À, còn có người.
Az áldóját, ki az, aki ilyen barátságosan fogad?	Cậu nào chào mình lịch sự thế?
- Én - mondta egy hang.	— Ta - Một tiếng cất lên.
Radoub a hang irányába nyújtotta a nyakát, és a félhomályban valahogy meglátott valamit: Imânust.	Radoub nhô đầu ra trước và nhận thấy trong cảnh tranh tối tranh sáng một vật gì, đấy là Imânus.
A többi meglógott, de te nem siklasz ki a kezemből!	Lũ kia trốn rồi, nhưng còn mày, mày trốn đằng trời.
- kérdezte Imânus.	- Imânus đáp.
Radoub egy lépést tett előre, de aztán megállott.	Radoub tiến lên một bước, rồi dừng lại.
- Az vagyok, aki a földön fekszik, és fütyül azokra, akik állva maradtak.	— Tao là người nằm dưới đất và khinh thường tất cả những đứa đang đứng.
- És a bal kezedben?	— Còn tay trái?
- Foglyom vagy!	— Tao bắt mày.
- Állok elébe.	— Tao đố mày.
Imânus egy utolsót a pislákoló gyújtókanócra fújt, és ezzel kiadta lelkét.	Nói xong Imânus cúi xuống mồi lửa đang cháy, thổi hơi cuối cùng vào đám lửa, rồi tắt thở.
Néhány pillanat múlva Gauvain, Cimourdain és az egész csapat fölért a terembe.	Một lát sau Gauvain, Cimourdain và mọi người đều đã vào trong phòng.
Szemügyre vették a nyílást.	Tất cả nhìn thấy lỗ hổng.
Ennek vége egy nyílásba torkollt a szakadékban.	Họ xác nhận là bọn giặc đã trốn.
Gauvain lámpával megvizsgálta a forgó követ, amely utat nyitott az ostromlottaknak.	Gauvain tay cầm chiếc đèn xem xét tấm đá đã mở đường cho bọn bị vây.
Valamikor maga is hallott erről a forgó kőről, de azt hitte, hogy ez csak mese, legenda.	Ông ta đã nghe nói đến tấm đá xoay này, nhưng vẫn cho đó là chuyện bịa.
Viszontlátásra, vicomte úr!	Tạm biệt, ngài tử tước.
Lantenac	Lantenac.
Most Guéchamp jelentkezett Gauvainnél.	Guéchamp đã tới bên Gauvain.
Mit csináljanak?	Làm gì bây giờ.
Gauvain és Guéchamp kesergett és tanakodott egy darabig.	Gauvain và Guéchamp trao đổi với nhau nỗi thất vọng và những điều ức đoán.
Cimourdain komoran, szó nélkül hallgatta őket.	Cimourdain lắng nghe, nét mặt nghiêm nghị không nói một lời.
- Most jut eszembe, Guéchamp - szólt Gauvain -, hova lett a létra?	— À này, Guéchamp, còn chiếc thang? - Gauvain hỏi.
- Nem érkezett meg, parancsnok úr.	— Thưa tư lệnh, thang chưa tới.
- De az előbb láttunk egy kocsit, amelyet csendőrök kísértek.	— Nhưng chúng ta đã thấy một chiếc xe có lính cảnh sát hộ tống kia mà?
Guéchamp így felelt:	Guéchamp trả lời.
- Az nem a létrát hozta.	— Xe không mang thang tới.
- A nyaktilót - mondta Cimourdain.	— Máy chém - Cimourdain trả lời.
XV	XV
Követte Halmalót.	Lão đi theo Halmalo.
A csigalépcső, amelyen Halmalo és ő a többiek után leereszkedett, a szakadék közelében, a híd ívei mellett egy szűk, boltíves folyosóban végződött.	Cầu thang mà Halmalo cùng lão bước xuống, theo sau những kẻ chạy trước, nối sát với đường hào và mấy vòm cầu bằng một ngách hẻm có mái khum khum.
Ez a folyosó egy természetes, mély hasadékba torkollott, amely egyfelől a vízmosásban, másfelől az erdőben végződött.	Ngách dẫn tới một chỗ mặt đất tự nhiên nứt sâu, chia làm hai ngả, một ngả ra hào, một ngả ra rừng.
Az a szökevény, aki egyszer bejutott ebbe a hasadékba, sikló módjára kúszott végig rajta, és bottal üthették a nyomát.	Một người vượt ngục lọt vào con đường nứt ấy chỉ cần đi ngoằn ngoèo như một con rắn là không tìm thấy nữa.
A lépcsőt annyira eltorlaszolta a gyökerek és kúszónövények labirintusa, hogy a föld alatti bejáró építői nem is gondoltak álcázásra, elégnek tartották azt, amit az erdő adott.	Lối vào con đường hẻm bí mật gai góc mọc dầy chi chít đến mức những người xây dựng con đường hầm này cũng thấy không cần phải che kín bằng cách khác nữa.
A márki most már szabadon mehetett, amerre akart.	Bây giờ lão hầu tước cứ ung dung bước.
Csak a kardját oldotta le, és lecsatolta róla, azután eldobta az övet.	Lão ta không đeo kiếm nữa và vứt bỏ cả dây lưng da.
Amikor Halmalo és a márki eljutott a hasadékig, a többiek, Guinoiseau, Hoisnard Branche-d’Or, Brin-d’Amour, Châtenay és Turmeau abbé már messze járt.	Khi Halmalo và lão hầu tước bước từ ngách hẻm đi vào con đường nứt dưới đất, thì năm người kia, Guinoiseau, Hoisnard Cành-Vàng, Brin-d’Amour, Chatenay và Turmeau đã đi qua chỗ đó rồi.
- No, ezek nem sokat tétováztak, hanem nyakuk közé kapták a lábukat.	— Mấy ông kia chẳng mấy chốc mà đã cao chạy xa bay rồi - Halmalo nói.
- Tégy úgy, mint ők - mondta a márki.	— Anh cũng làm như họ đi - Lão hầu tước nói.
Szökni csak egyedül lehet.	Trốn một mình là tốt nhất.
- Márki úr ismeri a vidéket?	— Đức ông thuộc vùng này chứ?
- Márki úr fenntartja a találkozót a Gauvain-sziklánál?	— Đức ông vẫn giữ nơi hẹn ở Pierre-Gauvaine?
- Igen, holnap délben.	— Tôi sẽ tới đó.
- Ott leszek, ott leszünk.	Chúng ta sẽ tới đó.
Halmalo tűnődött.	Halmalo ngừng lại.
A márki folytatta:	— Nước Anh.
- Angolország az egyetlen reménységünk.	Không còn con đường nào khác nữa.
Akárhogy, el kell érnünk, hogy az angolok két héten belül Franciaországban legyenek.	Trong mười lăm ngày nữa, người Anh phải có mặt tại đất Pháp này.
Úgy siettem, hogy idejében ideérjek, hogy már nem is tudom, haraptam-e ma valamit.	Tôi hối hả đi tới nơi cho kịp đến nỗi quên không biết hôm nay đã ăn chưa.
A márki kihúzott a zsebéből egy kis tábla csokoládét, kettétörte, felét odaadta Halmalónak, a másik felét megette.	Lão hầu tước rút trong túi ra một thỏi sô-cô-la bẻ đôi đưa cho Halmalo một nửa, và ăn ngay một nửa kia.
- Jól van.	— Được.
Most hagyj el, indulj!	Anh để mặc tôi.
Halmalo engedelmeskedett. Hamarosan eltűnt a sötétben.	Halmalo vâng lệnh, và lao vào trong bóng tối.
Eleinte még hallani lehetett nyomában a bozót suhogását, azután csönd lett.	Nghe có tiếng bụi cây sột soạt rồi lại vắng ngắt.
Néhány másodperc múlva már nyomára se lehetett volna lelni.	Vài giây sau, đã không thể tìm được ra dấu vết anh ta.
A Cserjésnek ez az átkutathatatlan, vadon erdeje az effajta szökevény legjobb menedéke volt.	Đất vùng Bocage này lởm chởm và chằng chịt cây cối hỗ trợ cho người đi trốn.
Az ember nem is eltűnt, hanem elpárolgott.	Vào đấy không phải là ẩn nấp, mà là biến đi.
A szétszóródásnak ez a könnyűsége zavarta meg a mi seregeinket ezzel a folyton hátráló Vendée-val szemben, amelynek harcosai a futás furfangos mesterei voltak.	Chính vì chúng trốn tránh nhanh nhẹn và dễ dàng như vậy cho nên quân đội ta rất ngần ngại trước bọn phiến loạn ở Vendée, chúng luôn luôn chạy dài và đến là tài trốn tránh.
Megvallotta magának, hogy örül.	Lão tự thú với mình là rất hài lòng.
Hány óra lehet?	Mấy giờ rồi?
Nagy meglepetésére még csak tíz óra volt.	Lão rất ngạc nhiên, vì thấy mới mười giờ.
Amikor az ember az életének olyan nehéz fordulója elé kerül, mint az iménti, amikor minden kockán forog, szörnyen elcsodálkozik azon, hogy ezek a súlyos percek is csak addig tartanak, mint a többi.	Khi người ta vừa trải qua một biến cố, trong đó phải giải quyết rất nhiều vấn đề, thì người ta hay sửng sốt vì thấy những giây phút đầy sự việc ấy, cũng chẳng dài hơn những giây phút khác.
A figyelmeztető ágyúlövés kevéssel naplemente előtt szólalt meg, és La Tourgue tornyát egy félórával később kezdte támadni az ostromló sereg, vagyis hét és nyolc óra közt, a sötétség beálltával.	Tiếng súng cảnh cáo đã nổ trước lúc mặt trời lặn một chút; và nửa giờ sau, tháp Tourgue đã bị quân tiến công vây chặt, khi ấy vào khoảng từ bảy đến tám giờ, trời đã chập choạng tối.
Így tehát ez a szörnyűséges csata, mely nyolc órakor kezdődött, tízre már véget is ért.	Thế là cuộc chiến đấu khổng lồ đó, bắt đầu từ tám giờ, và đến mười giờ thì đã kết thúc.
A nagy katasztrófákban gyakran villámszerűek az események.	Đôi khi một tốc độ chớp nhoáng chen lẫn vào các tai vạ.
Ahogy balra fordult, úgy tetszett, hogy valahonnan különös fénysugár szűrődik hozzá a bokrokon keresztül.	Nhưng nghĩ lại, thấy phơi mình ra chỗ ánh sáng ấy chẳng ích gì, bất kể là ánh sáng gì cũng không có lợi cho lão.
Újra megindult arrafelé, amerre Halmalo jelezte az erdőt.	Theo hướng mà Halmalo đã chỉ, lão bước mấy bước về phía rừng.
I	I
Megvannak, de elvesztek	TÌM THẤY CON MÀ NHƯ MẤT CON
Amikor Michelle Fléchard megpillantotta a lehunyó nap pírjában vöröslő tornyot, még jó mérföldre volt tőle.	Khi Michelle Fléchard nhìn thấy tòa tháp đỏ chói dưới ánh mặt trời thì chị còn cách đó hơn một dặm đường.
A nap lebukott, leszállt a szürkület, majd a teljes sötétség.	Đàn bà yếu đuối nhưng các bà mẹ lại rất khỏe.
Időnkint megtorpant és hallgatózott.	Có thể đó là gác chuông nhà thờ Parigné.
Valahonnan tompa dörej hallatszott, de ez az éjszaka sajátos hangja is lehetett.	Chốc chốc, chị dừng chân lắng nghe những tiếng nổ bùng bục lắng chìm trong đêm khuya.
Ment a torony iránt, vérző lábával tiporva, törve a bozót gyökereit és ágait.	Chị ta nhằm thẳng phía trước mà đi, đôi bàn chân đẫm máu dẫm nát gai nhọn.
Az a halvány fény vezette, amely a távoli toronyból kiszüremlett, és amely rejtelmes félhomályba burkolta a bástyát.	Chị hướng theo luồng ánh sáng yếu ớt tỏa ra từ vọng lầu xa xa, như một tia sáng huyền bí phát ra từ ngôi tháp chìm trong bóng tối.
Kapaszkodás közben csak az tartotta az asszonyban a lelket, hogy mindig a tornyot nézte.	Trên con đường dốc ấy tòa tháp trông thấy trước mắt giúp cho chị rảo bước.
Ekkor érkezett Michelle Fléchard a fennsík szélére.	Vừa lúc đó Michelle Fléchard đặt chân tới rìa cao nguyên.
Ez az építmény egy hídból állott, melynek ívei lenyúltak a szakadék mélyébe, és egy kastély­féléből, mely a hídra épült; a híd is, a kastély is egy magas, kerek árnyékhoz támaszkodott: a toronyhoz, amelyet az anya oly régen keresett.	Dinh cơ ấy gồm mấy nhịp cầu chìm dưới khe, và một tòa nhà xây ngay trên cầu đó, nhà và cầu tựa vào ngôi tháp đen ngòm mà người đàn bà này từ xa nhắm bước tới.
A torony ablaknyílásaiban fények jöttek-mentek; a lárma, mely ezekből a lyukakból kitódult, arra vallott, hogy egész tömeg zsivajog benne, és egy-egy alak árnyéka néha a torony tetejéig fölvetődött.	Ánh sáng lấp lóe sau các cửa tò vò trên tháp và qua tiếng ồn ào vọng ra ngoài người ta đoán là có một đám đông trong tháp; mấy bóng người nhấp nhô trên sân thượng.
Most már eljutott a fennsík széléig, olyan közel a hídhoz, hogy már azt hitte, szinte a kezével eléri.	Chị đến rìa cao nguyên: sát cầu, tưởng chừng đưa tay ra là có thể với tới.
De a szakadék elválasztotta tőle.	Nhưng khe sâu đã ngăn chị lại.
Mi történik itt?	Cái gì đã xảy ra?
Ez az a híres La Tourgue?	Có phải tháp Tourgue không?
Szédülést érzett, de nem tudta róla, hogy az érkezésnek vagy az indulásnak a bódulata-e. Töprengett, hogy miért is van ő itt.	Chị thấy choáng váng giống như cảm giác của một người lúc ra đi và lúc tới đích.
Vastag füstfátyol emelkedett a kastély elé.	Đột nhiên, chị chẳng thấy gì nữa.
A fekete füstoszlop skarlátpiros lett, és nagy lángnyelvek lobogtak benne.	Một đám cháy vừa bắt đầu bùng lên trước mắt chị.
Az egész palotából nem látszott egyéb, csak ez az ablak.	Trên dinh cơ ấy, chỉ còn nhìn thấy cái cửa sổ này.
A füst mindent elborított, a fennsíkot is, amelyből csak a szakadék széle látszott, amint előfeketéllett a piros lángok közül.	Khói đen bao phủ tất cả, cả cao nguyên, mắt chỉ nhìn thấy bờ khe màu đen nổi lên trên nền lửa đỏ rực.
Michelle Fléchard megdöbbent és bámult.	Michelle Fléchard nhìn, ngơ ngác.
A füst olyan volt, mint a felhő, és a felhő, mint az álom.	Khói là mây, mây là mộng; chị không biết mình đang nhìn cái gì.
A hídra épült kastély földszintje égett.	Tầng dưới lâu đài xây trên cầu bốc cháy.
Fölötte a két másik emelet még ép volt, de mintha már a lángok kosarában ült volna.	Lửa chưa bén tới hai tầng trên, nhưng nom như đặt vào một cái lẵng lửa.
