ALEXANDRE DUMAS	Alexandre Dumas
Mazarin kiáltani akart, Porthos azonban felnyalábolta s D’Artagnanig emelte, aki aztán meg­ragadta a gallérjánál fogva, s odaültette maga mellé.	Mazarin toan kêu lên, thì Porthos đã lấy tay siết chặt lấy ông và nhấc lên, d Artagnan tóm lấy cổ áo ông và đặt ông ngồi cạnh mình.
Majd fenyegető hangon ezt mondta neki:	Rồi bằng một giọng hăm doạ, anh bảo:
- Uram, ugorjék le ebben a minutumban La Fčre gróf mellé, vagy megölöm, nemesi becsületszavamra!	- Ông hãy nhảy ngay xuống bên cạnh ông De La Fère, nếu không tôi kết liễu đòi ông sớm hơn, lời thề nhà quý tộc.
- Uram, uram - nyöszörgött Mazarin -, megszegi az ígéretét!	- Ông ơi, ông ơi, - Mazarin kêu - Ông không giữ lời hứa.
- Én?	- Tôi ấy à?
Mikor ígértem én eminenciádnak valamit?	Tôi đã hứa với ông điều gì nào?
Mazarin nyögött egyet.	Mazarin rên rỉ nói.
- Én szabadon bocsátottam, uram, szabadsága volt a váltságdíjam!	- Nhờ tôi mà các ông được tự do, tự do của các ông là tiền chuộc của tôi rồi.
- Így is van; de ama teméntelen alagútban elásott kincs váltságdíjáról a fasor alatt, melyhez úgy jut le az ember, ha egy falba rejtett gombnyomással elfordíttat egy narancsosládát, s alatta ott a lépcső: mondom, e kincs váltságdíjáról nem kellene beszélnünk egy kicsit?	- Đồng ý, nhưng mà tiền chuộc của cái kho vàng kếch sù chôn ở trong hầm và người ta xuống đó bằng cách bấm một nút lò-so ẩn ở trong tường để nó xay ở bốn cây và làm hở ra một cầu thang, thì có phải bàn đến nó một chút không, nói đi, Đức ông!
- Jézus!	- Giêsu!
- rebegte Mazarin akadozó lélegzettel s kezét összekulcsolva.	- Mazarin thốt lên, hầu như ngạt thở và chắp hai bàn tay lại - Giêsu, lạy Chúa tôi.
Azonban D’Artagnan, óbégatásával mit sem törődve, átkapta a hóna alatt, s óvatosan lecsúsztatta Athos kezébe, ki mozdulatlanul állt a fal tövében.	Nhưng không dừng trước những lời than vãn, d Artagnan nắm lấy cánh tay ông và đẩy nhẹ ông xuống tay Arthos, anh đang đứng thản nhiên ở chân tường.
- Fogja meg a kezemet; én a falba kapaszkodom.	- Tôi ngồi chắc ở bờ tường, cậu bám lấy tay tôi mà leo lên.
- Eddig nem egészen értettem - mondta -, de most már értem; mulatságos dolog.	- Trước tôi hiểu chưa đầy đủ đâu, nhưng bây giờ thì rõ rồi, thật là kỳ khôi lắm…
- Úgy találja?	- Cậu thấy như thế à?
- kérdezte D’Artagnan.	- D Artagnan đáp.
- Nagyon helyes!	- Càng tốt!
De hogy végig mulatságos legyen, ne vesztegessük az időt!	Nhưng để cho nó kỳ khôi đến cùng, ta đừng để mất thì giờ.
Porthos követte.	Porthos nhẩy xuống theo.
- Kísérjék a bíboros urat, barátaim - mondta D’Artagnan -, én a terepet kémlelem.	- Các ông đi hộ tống ngài giáo chủ - D Artagnan bảo, - Tôi đi dò đường.
A gascogne-i kihúzta kardját, s elővédbe indult.	Chàng tuốt gươm ra và đi tiên phong.
- Kegyelmes uram - kérdezte -, merre tartsunk, hogy az országútra jussunk?	- Thưa Đức ông, - anh nói, - phải rẽ lối nào để đi ra đường cái?
- Csak tovább a fal mentén, uram - mondta Mazarin -, így nem kockáztatják, hogy eltévednek.	- Ông cứ men theo tường, - Mazarin nói, - và không sợ lạc đâu.
A három jó barát megszaporázta lépteit, de néhány pillanat múlva kénytelenek voltak lassítani: a bíboros, bármennyire igyekezett is, képtelen volt lépést tartani.	Ba người bạn gấp bước lên và sau một lát họ buộc phải đi chậm lại, vì giáo chủ đã hết sức cố gắng mà cũng không theo kịp họ.
Egy ló! - mondta.	- Này, một con ngựa!
- Egy lovat találtam, uraim!	- anh nói, - các ông ạ, tôi vừa mới thấy một con ngựa.
- Én is - mondta Athos.	- Tôi cũng thấy một con - Arthos nói.
- De még én is!	- Tôi cũng vậy!
- mondta Porthos, aki az utasításhoz híven a bíborost karon fogva vezette.	- Porthos reo lên; tuân theo mệnh lệnh, anh vẫn nắm lấy tay giáo chủ.
- Ezt nevezik szerencsének, kegyelmes uram - mondta D’Artagnan -, s a legjobb pillanatban, midőn eminenciád már panaszkodott a gyaloglás miatt...	- Thưa Đức ông, - D Artagnan nói - Đây là cái mà người ta nói là vận may, đúng vào lúc ngài than phiền là buộc phải cuốc bộ.
De mikor e szavakat kimondta, egy pisztoly csöve tapadt a mellére, s fenyegető figyelmez­tetést hallott:	Nhưng anh vừa nói xong thì một nòng súng ngắn hạ xuống ngực anh và một tiếng nói trang nghiêm vang lên.
- Ne nyúlj hozzá!	- Chớ có đụng vào.
- Grimaud!	- A!
- kiáltott fel.	Grimaud, - D Artagnan reo lên.
- Grimaud!	- Grimaud!
- Nem, uram - felelte a derék szolga -, hanem Aramis úr, a lovakat őrizni.	- Không đâu, ông ạ, - Người đầy tớ thật thà đáp, - Ông Aramis sai tôi canh những con ngựa.
- Hát Aramis itt van?	- Aramis ở đây à?
- Itt van, uram, tegnap óta.	- Vâng, từ hôm qua.
- És mit csináltatok itt?	- Thế các anh làm, gì?
- Lesben állunk.	- Chúng tôi rình.
- Hogyan?	- Sao?
Aramis itt?	Aramis ở đây à?
- ismételte Athos.	- Arthos hỏi.
- A kastély kiskapujában.	- Ở chỗ cài cổng nhỏ của lâu đài.
- Tehát sokan vagytok?	- Các bạn có đông không?
- Hatvanan.	- Chúng tôi có sáu mươi người.
- Értesítsd!	- Báo cho họ biết đi.
- Máris, uram.	- Thưa ông, tôi sẽ đi ngay bây giờ đây.
93	Chương 93
Alig tíz perc múlva megjött Aramis, Grimaud s nyolc-tíz nemes kíséretében.	Mười phút sau Aramis đến, có Grimaud và chín mươi nhà quý tộc đi cùng.
Sugárzott az örömtől, s barátai nyakába vetette magát.	Anh hớn hở ôm chầm lấy các bạn và nói:
- Szabadok hát, testvéreim!	- Thế là các anh đều được tự do rồi!
Mit sem tehettem hát az érdekük­ben, akárhogy is igyekeztem!	Thế là mặc dầu tôi đã hết sức cố găng mà chẳng làm được gì.
- Ne essék kétségbe, kedves barátom!	- Bạn thân mến ơi, chớ phiền lòng.
- Pedig tettem már néhány intézkedést.	- Tuy nhiên, tôi đã dùng nhiều biện pháp, - Aramis nói.
Hatvan embert kaptam a koadjutor úrtól; húsz a park kerítését őrzi, húsz a rueil-saint-germaini utat, húsz pedig az erdőben van elszórva.	- Ông chủ giáo cho tôi sáu mươi người; hai mươi người gác các bức tường từ Rueil đi Saint-Germain; hai mươi người phân tán trong rừng.
Így fogtam el, hála e stratégiámnak, Mazarinnak a királynőhöz küldött két futárát.	Nhờ bài binh bố trận như vậy, tôi đã chặn được hai người mang thư của Mazarin gửi hoàng hậu.
Mazarin a fülét hegyezte.	Mazarin vểnh tai lên.
- De remélem - mondta D’Artagnan -, becsületesen visszaküldte őket a bíboros úrnak.	- Nhưng - D Artagnan nói, - Tôi chắc rằng anh đã hành động một cách đứng đắn là gửi trả lại ngài giáo chủ những bức thư đó.
- Ó, hogyne - mondta Aramis -, majd éppen miatta ragadtatom magam efféle finomkodásra!	- À vâng, - Aramis đáp.
Ugye, megérti, kedves barátom, hogy ez a levél reménységgel töltött el.	Bạn thân mến ơi, anh có biết không, bức thư sau này cho tôi nhiều hy vọng.
Hogy a csodába csinálták, hogy a sehonnai Mazarintól megszöktek?	Các anh làm thế nào mà thoát khỏi cái lão Mazarin đê tiện ấy?
Gondolom, van rá okuk, hogy átkozzák!	Các anh chắc oán lão ấy lắm nhỉ?
- Nem is olyan sok - mondta D’Artagnan.	- Ít thôi - D Artagnan nói.
- Valóban?	- Thật ư?
- Lehetetlen!	- Thật đấy!
- Neki?	- Phải.
- Bizony, ő vezettetett komornyikjával, Bernouinnal a télikertbe, onnan aztán követtük őt, egészen La Fčre gróf szobájába!	Ông ấy đã cho Bernouin, người hầu phòng của ông, dẫn chúng tôi ra vườn cam, rồi từ đó chúng tôi theo ông đến chỗ bá tước De La Fère.
Akkor felajánlotta, hogy visszaadja szabadságunkat, mi elfogadtuk, s jóindulatát azzal tetőzte be, hogy megmutatta az utat, s a park kerítéséig kísért, melyen alighogy szerencsésen átmásztunk, találkoztunk Grimaud-val.	Rồi ông ta đề nghị trả tự do cho chúng tôi, chúng tôi chấp nhận, và ông ta còn tỏ ra ân cần đến mức chỉ đường và đưa chúng tôi đến tận bức tường của khu vườn mà chúng tôi vừa mới trèo qua với nỗi sung sướng nhất đời và đã gặp Grimaud.
- Nagyszerű - mondta Aramis -, ez megbékéltet vele, s szeretném, ha itt volna, hogy a szemébe mondjam: nem tartottam képesnek ily szép cselekedetre!	- A, hay lắm, - Aramis nói, - việc này giúp tôi dàn hoà với ông ấy và tôi mong ông ấy có mặt ở đây để nói với ông ấy rằng tôi không tin rằng ông ta lại có khả năng làm một việc đẹp đẽ như thế.
És hátralépett, s a riadt Mazarint kiszolgáltatta Aramis álmélkodó tekintetének.	Và anh tránh ra để lộ Mazarin đang bối rối trước cái nhìn kinh hãi của Aramis.
- Ohó!	- Ô ô!
- kiáltott fel. - Jó fogás!	Aramis kêu lên, - giáo chủ à?
A lovakat!	- Mẹ kiếp!
- Istenemre - mondta Aramis -, mégiscsak hasznomat vehetik valamiben.	- Có lẽ tôi cũng đã có ích cho một việc gì đó.
Fogadok, hogy ez a Porthos-Szent Kristóf139 mívelte ezt a huncutságot is.	Tôi cuộc rằng ông thánh Christophe de Porthos đây đã làm cái việc này!
Erről jut eszembe...	À, tôi còn quên…
- Azt hiszem, ajánlatos volna indulni - mondta D’Artagnan.	- Tôi nghĩ rằng, ta nên thận trọng đi ngay thôi.
- Igen, de várok valakit... Athos egy barátját.	- Ừ, nhưng tôi còn đợi một người…, một người bạn của Arthos.
- Egy barátomat?	- Một người bạn à?
- csodálkozott a gróf.	- Bá tước hỏi.
- Ahol ni, már jön is vágtatva a cserjésen át.	- Kia rồi, anh ta đang phóng ngựa đến qua các bụi rậm.
- kiáltotta egy fiatal hang, melytől Athos remegni kezdett.	-Một giọng thơ trẻ vang lên khiến Arthos rùng mình.
- Raoul!	- Raoul, Raoul!
Raoul! - kiáltotta.	- Bá tước de La Fère reo lên.
Az ifjú egy pillanatra megfeledkezett a szokásos tiszteletről, apja nyakába vetette magát.	Trong giây lát, chàng thanh niên quên bẵng sự kính lễ thông thường; anh nhẩy lên bá lấy cổ cha.
- Mondja, bíboros uram, nem lett volna vétek elválasztani egymástól olyan embereket, kik úgy szeretik egymást, ahogyan mi!	- Ngài giáo chủ xem đấy, - Aramis nói, - Thật là tai hại khi chia rẽ những con người yêu thương nhau như chúng tôi.
Bizonyára nem foszt meg bennünket magas társaságától; s ezért remélem, hálával adóznak.	Ngài rất muốn chiếu cố đánh bạn với chúng ta; tôi mong rằng các ông sẽ biết ơn ngài.
Porthos, le ne vegye szemét a kegyelmes úrról!	Này, Porthos, chớ có rời mắt khỏi Các hạ nhé.
És Aramis a tanácskozó D’Artagnanhoz csatlakozott, s hárman tanácskoztak tovább.	D Artagnan và Arthos đang bàn bạc với nhau Aramis cũng đến bàn với họ.
- Gyerünk - mondta D’Artagnan ötpercnyi tanakodás után -, indulás!	- Nào, - D Artagnan nói, - Sau năm phút bàn luận, chúng ta sẽ lên đường!
- És hová megyünk?	- Chúng ta đi đâu?
- kérdezte Porthos.	- Porthos hỏi.
- Magához, kedves barátom, Pierrefonds-ba, a maga szép kastélyába, mely méltó rá, hogy vendégszeretetét őeminenciájának felajánlja.	- Đến chỗ cậu ở Pierrefonds, bạn thân mến ạ. Toà lâu đài tráng lệ của cậu xứng đáng là nơi trú ngụ vương giả để mời Các hạ đến.
Egyébként is igen jó helyen fekszik, se túl közel, se túl messze Párizstól: onnan könnyű lesz összeköttetést teremteni a fővárossal.	Vả lại ở nó ở cách Paris chẳng gần quá mà cũng chẳng xa quá, người ta có thể thiết lập những việc liên lạc dễ dàng giữa đấy và Paris.
Jöjjön, kegyelmes uram, úgy fogja ott érezni magát, mint valami fejedelem, mert hát az!	Đến đấy, Đức ông sẽ như một ông hoàng, vì ngài cũng là một ông hoàng hẳn hoi.
- Bukott fejedelem - mondta siralmasan Mazarin.	- Một ông hoàng sa cơ, - Mazarin nói một cách thảm hại.
- A háború szerencse dolga, kegyelmes uram - felelte Athos -, de nyugodjék meg, nem fogunk ezzel visszaélni.	- Chiến tranh có những may rủi, Đức ông ạ, - Arthos nói - nhưng xin ngài hãy yên tâm là chúng tôi sẽ không lợi dụng nó đâu.
- Nem, csak élni fogunk vele - mondta D’Artagnan.	- Không, nhưng chúng tôi sẽ sử dụng nó, - D Artagnan nói.
Mazarin elrablói az éj hátralevő részében a régi gyorsasággal nyargaltak; a bíboros komoran s töprengőn hagyta magát sodródni e fantomszáguldás szelében.	Suốt đêm những kẻ cưỡng đoạt phóng với nhịp độ nhanh không biết mệt xưa kia, Mazarin ủ rũ và đăm chiêu, phó mặc cho người ta lôi cuốn mình đi giữa cuộc chạy đua của những bóng ma.
- Grimaud-t elküldtem Dammartinba - mondta Aramis -, öt friss lovat kell hoznia, egyet őeminenciájának, négyet nekünk.	Mọi thứ suy vi cả. Tôi đã phái Grimaud đến Dammartin, - Aramis nói, - Hắn ta phải mang đến năm con ngựa khỏe, một cho Các hạ và bốn cho chúng ta.
A fődolog az, hogy a kegyelmes urat el ne hagyjuk; a kíséret másik része majd utolér később, ha egyszer Saint-Denis-n túljutottunk, nincs mitől tartanunk.	Điều cốt yếu là chúng ta không rời Đức ông; số người còn lại trong đoàn sẽ đuổi kịp chúng ta sau, đi qua khỏi Saint-Denis thì là chẳng còn sợ gì nữa.
Tíz perc múlva a kíséret Ermenonville-ben megállt; a négy jó barát azonban újult lendülettel száguldott tovább, közöttük Mazarin.	Mười phút sau, đoàn người đến Ermenonville, nhưng bốn người bạn với niềm hăng hái mới, phóng nhanh hộ tống Mazarin.
Délben bevonultak Porthos kastélyának fasorába.	Giữa trưa họ đi vào con đường của lâu đài Porthos.
És előrevágtatott, hogy a többi szolgának jelentse Du Vallon úr és barátai érkezését.	Và anh ta cho ngựa phi nhanh về để báo cho các gia nhân tin ông Du Vallon và các bạn bè ông sắp về.
Athos megvizsgálja a kastélyt, mert ostrom esetére bevehetetlenné kell tenni!	Porthos lo việc cung cấp, và Aramis lo việc đóng quân.
Porthos a menázsiról gondoskodik, Aramis pedig az őrség tobor­zá­sáról; vagyis Athos lesz a főhadmérnök, Porthos a hadtápbiztos, Aramis pedig a térparancs­nok.	Nghĩa là Arthos sẽ là kỹ sư trưởng, Porthos là tổng chỉ huy hậu cần, và Aramis là quan tổng trấn địa phương.
Addig is Mazarint a kastély legszebb lakosztályában szállásolták el.	Trong khi chờ đợi, người ta đặt Mazarin tại gian phòng đẹp nhất của lâu đài.
- Nem, kegyelmes uram - felelte D’Artagnan -, sőt, ellenkezőleg, igyekszünk minél gyor­sabban közhírré tenni, hogy fogva tartjuk.	- Không đâu, - D Artagnan đáp, - Trái lại chúng tôi tính sẽ sớm công bố việc chúng tôi giữ ngài.
- Akkor ostrom alá kerülnek.	- Thế thì các ông sẽ bị bao vây.
- Számítunk is reá.	- Chúng tôi có tính đến chuyện ấy.
- És mihez kezdenek?	- Thế các ông sẽ làm gì?
- Védekezni fogunk.	- Chúng tôi sẽ tự vệ.
Ha a boldog emlékezetű Richelieu bíboros élne, elmesélhetné a Szent Gervasius bástya történetét, ahol mi négyen, négy csatlósunkkal s egy tucat halottal egy egész hadsereg ellen tartottuk magunkat!	Nếu như giáo chủ de Richelieu còn sống, ông ta sẽ kể cho ngài nghe một câu chuyện về pháo đài Saint-Gervais mà chỉ có bốn chúng tôi cùng với bốn đầy tớ đã chiếm giữ được, chống lại cả một đạo quân và còn diệt mười hai tên địch.
- Az efféle hőstettek egyszeriek, uram, s nem ismétlődnek.	- Ông ơi, nhưng chiến tích ấy chỉ làm có một lần và không tái diễn nữa đâu.
- Ma nem is lesz rá szükség, hogy ily hősiesek legyünk, holnap értesítjük a párizsi hadsereget, s holnapután itt lesz.	- Cho nên ngày nay chúng tôi không cần phải anh dũng đến thế, ngày mai quân đội Paris sẽ được báo tin và ngày kia sẽ ở đấy rồi.
A csatát tehát nem Saint-Denis-ben vagy Charentonban vívjuk meg, hanem Compičgne vagy Villers-Cotterets körül.	Chiến sự đáng lẽ xảy ra ở Saint-Denis hoặc Charenton, sẽ diễn ra ở phía Compiègne hoặc Villers Cotterêts.
- A Hercegúr megveri magukat, ahogyan mindig is megverte.	- Ngài Hoàng thân sẽ đánh bại các ông như đã luôn luôn đánh bại các ông.
- Lehetséges, kegyelmes uram; a csata előtt azonban átszöktetjük eminenciádat Du Vallon egy másik kastélyába, mert három olyan is van neki, mint emez.	- Cũng có thể, Đức ông ạ. Nhưng trước khi đánh nhau, chúng tôi sẽ đưa Các hạ đến một lâu đài khác của ông bạn Du Vallon chúng tôi, ông ta có ba lâu đài như cái này.
- Ejnye - mondta Mazarin -, látom, hogy kapitulálni kell.	- Này ông, - Mazarin nói, - Tôi thấy là cần phải đầu hàng.
- Az ostrom előtt?	- Trước khi có cuộc bao vây ư?
- Igen, most talán kedvezőbbek a feltételek.	- Phải, điều kiện có lẽ sẽ lợi hơn.
- Ám lássuk, mik is hát azok a feltételek?	- Thử xem những điều kiện của các ông là gì.
- Előbb csak pihenjen egyet, kegyelmes uram, mi azalatt majd gondolkozunk.	- Xin ngài hãy nghỉ ngơi đã; chúng tôi sẽ suy nghĩ…
- Nem szükséges pihennem, uraim, de szükséges tudnom, hogy barátnak vagy ellenségnek vagyok-e a kezében?	- Tôi không cần nghỉ ngơi, tôi cần được biết tôi ở trong tay bạn bè hay thù địch.
- Barátnak, kegyelmes uram, barátnak!	- Bạn bè, Đức ông ạ.
- Nos, akkor mondják meg rögtön, mit akarnak, hadd lássam, lehetséges-e köztünk valami egyezség.	- Vậy thì, hãy nói ngay điều mà các ông muốn để tôi xem có thể àn xếp giữa chúng ta được không?
Beszéljen, La Fčre gróf uram!	Bá tước de La Fére hãy nói đi.
- Kegyelmes uram - mondta Athos -, nekem mi mondanivalóm sincs magamért, de túl sok kérnivalóm van Franciaországnak!	- Thưa Đức ông, - Arthos nói, - tôi chẳng có gì để đòi hỏi cho riêng tôi, nhưng lại có quá nhiều để đòi hỏi cho nước Pháp.
Magamat hát illetéktelennek tartom, s átadom a szót D’Herblay lovagnak.	Cho nên tôi xin khước từ và nhường lời cho ông hiệp sĩ D Herblay.
Athos meghajolva egyet lépett hátra, s ott maradt a kályhához támaszkodva, mint a tárgyalás egyszerű tanúja.	Arthos nghiêng mình và lùi lại một bước, rồi đứng tựa vào lò sưởi, như một khán giả bình thường của cuộc đàm phán.
- Beszéljen hát, D’Herblay lovag - mondta a bíboros -, mit kíván?	- Ông hiệp sĩ D Herblay nói đi, - giáo chủ bảo.
Legyen rövid, világos, szabatos.	Xin nói rõ ràng ngắn gọn và rành mạch.
- Kegyelmes uram, én nyílt kártyákkal játszom!	- Đức ông ạ, tôi sẽ chơi đường hoàng, bài đặt trên bàn.
- Tegye hát ki a tromfját!	- Vậy ông hãy ngả bài ra.
- A zsebemben van - mondta Aramis - a feltételek lajstroma, melyeket tegnapelőtt terjesztett eminenciád elé Saint-Germainben a párizsi küldöttség.	- Tôi có sẵn trong túi, - Aramis nói, - bản dự thảo các điều kiện mà phái đoàn đã đề ra cho ngài ngày hôm kia ở Saint-Germain, tôi là thành viên phải đoàn đó.
- Ezekben már majdnem megegyeztünk - mondta Mazarin -, térjünk rá a különleges feltételekre.	- Chúng ta hầu như đã đồng ỷ về những điều kiện đó, Mazarin nói, - Ta hãy chuyển sang những điều kiện đặc biệt.
- Hát azt hiszi, hogy lesznek ilyen feltételek?	- Ngài tưởng rằng có những điều kiện đặc biệt ư?
- kérdezte mosolyogva Aramis.	- Aramis mỉm cười hỏi.
- Gondolom, hogy nem mindnyájan oly önzetlenek, mint La Fčre gróf - mondta Mazarin, meghajlással fordulva Athos felé.	- Tôi cho rằng tất cả các ông chẳng phải đều có tính vô tư giống như bá tước de La Fère đâu - Mazarin nói và quay chào Arthos.
- Vagy úgy?	- A!
Igaza van, kegyelmes uram - mondta Aramis -, s örömmel látom, hogy a grófnak végre igazságot szolgáltat.	Thưa Đức ông, ngài nói đúng đấy, - Porthos đáp, - và tôi sung sướng là cuối cùng đã thấy ngài thừa nhận điều đó cho bá tước.
La Fčre gróf felsőbbrendű szellem, s közönséges vágyak és szenvedélyek fölött lebeg; antik világbeli, büszke jellem.	Bá tước de La Fère là một linh hồn thượng đẳng bay lượn lờ ở trên những ham muốn tầm thường và những dục vọng trần tục của con người.
- Aramis. - kérdezte Athos -, gúnyolódik?	- Porthos, - Arthos nói, - anh chế giễu đấy à?
- Nem, kedves grófom, azt mondom, amit gondolunk, s amit mindazok gondolnak, akik ismerik magát.	- Không đâu, bá tước thân mến ơi, tôi nói điều mà chúng tôi nghĩ.
Azonban igaza van, nem magáról van szó, hanem a kegyelmes úrról, s az ő méltatlan szolgájáról, D’Herblay lovagról.	Nhưng mà anh nói phải đấy, cái chính không phải là bàn về anh, mà về Đức ông và kẻ tôi tớ không xứng đáng của ngài là hiệp sĩ D Herblay.
- Nos hát, mit kíván, uram, az általános feltételeken kívül, melyekre még visszatérünk?	- Thế nào, - giáo chủ nói, - Ông mong muốn gì ngoài những điều kiện chung mà chúng ta sẽ bàn lại.
- Azt kívánom, kegyelmes uram, hogy Normandia adassék Longueville hercegnének általános és teljes abszolúcióval és ötszázezer frankkal.	- Thưa Đức ông, tôi muốn rằng người ta ban xứ Normandie cho bà De Longueville, với sự xá tội hoàn toàn và đầy đủ, và năm trăm nghìn livres.
Azt kívánom, hogy őfelsége a király kegyeskedjék vállalni keresztapaságát e hölgy születendő fiának; s végül, hogy eminenciád, miután jelen volt a keresztelőn, induljon, s mutassa be hódolatát a Szentatyának.	Tôi muốn rằng Đức vua chiếu cố làm người đỡ đầu cho đứa con trai mà bà ta mới sinh hạ; Đức ông sẽ dự lễ rửa tội cho nó và sau đó sẽ đi dâng kinh lễ lên đức Thánh Cha giáo hoàng.
- Vagyis azt akarja, köszönjek le miniszteri tisztemről, hagyjam itt Franciaországot önkéntes száműzetésre?	- Nghĩa là ông muốn tôi rút lui khỏi chức vụ tể tướng, tôi rời bỏ nước Pháp, tôi tự đi lưu đầy.
- Azt akarom, hogy eminenciád legyen a pápa az első üresedéskor, fenntartván magamnak a jogot, hogy akkor majd teljes bűnbocsánatot kérhessek tőle magamnak és barátaimnak.	- Ấy tôi muốn rằng Đức ông sẽ là Giáo hoàng ngay kỳ khuyết vị đầu tiên, và tôi chờ dịp để khẩn cầu sự xá tội hoàn toàn cho tôi và các bạn tôi.
Mazarin valami lefesthetetlen fintort vágott.	Mazarin nhăn nhó một cái thật khó tả.
- És maga, uram?	- Thế còn ông?
- kérdezte D’Artagnantól.	- Giáo chủ hỏi d Artagnan.
- Én, kegyelmes uram - mondta a gascogne-i -, minden ponton azonos véleményen vagyok D’Herblay lovaggal, kivéve az utolsót, melyben teljesen eltérek tőle.	- Thưa Đức ông, - Chàng Gascon nói, - Tôi đồng ỷ về mọi điểm với hiệp sĩ D Herblay, trừ điều khoản cuối cùng mà tôi hoàn toàn khác với ông ấy.
Hát maga, Du Vallon?	Thế còn ông, ông Du Vallon?
- Igen, magán van a sor - mondta Mazarin -, beszéljen.	- Phải, - Mazarin nói, - đến lượt ông, nói đi. - Tôi ư?
- Jól tudja, uram, hogy érdemrendhez érdem is szükségeltetik.	- Ông biết rằng muốn được thưởng huân chương phải tỏ rõ tài năng.
- Lesz a barátomnak!	- Người bạn ấy sẽ tỏ rátrõ.
Mazarin az ajkába harapott, a szúrás egyenes volt, s egészen ridegen folytatta:	Đức ông sẽ bảo cho ông ta biết làm thế nào để tránh thủ tục ấy.
- Mindezt vajmi bajos egyeztetni, uraim!	Đòn đánh thực là trực tiếp.
Mert ha egyiküket kielégítem, másik kettejük szükségképpen hoppon marad.	Mazarin cắn môi để dằn cơn tức giận và trả lời với giọng cộc lốc.
Ha Párizsban maradok, nem mehetek Rómába, ha viszont pápa leszek, nem maradhatok miniszter, ha pedig nem vagyok miniszter, nem tehetem D’Artagnan urat kapitánnyá, s Du Vallon urat báróvá.	- Tất cả những điều đó hình như dung hoà với nhau rất khó, các ông ạ. Vì nếu tôi thoả mãn người này thì tất nhiên sẽ làm mất lòng người khác.
- Tehát miniszter maradok?	- Thế tôi vẫn là tể tướng à?
- kérdezte Mazarin.	- Mazarin hỏi.
- Miniszter marad, természetesen, kegyelmes uram - nyugtatta meg D’Artagnan -, Franciaországnak szüksége lesz eminenciádra.	- Ngài vẫn là tể tướng thoả thuận rồi Đức ông ạ, - D Artagnan nói, - Nước Pháp cần đến ngài.
- Én pedig elállok követeléseimtől - nyugtatta Aramis -, eminenciád főminiszter marad, sőt, őfelsége kegyence, ha barátaimnak és nekem megadja azt, amit Franciaországnak és magunknak kérünk.	- Còn tôi, - Aramis nói, - Tôi xin từ bỏ những yêu sách của mình, Đức ông vẫn là tể tướng và là sủng thần của hoàng hậu nữa, nếu như bà vui lòng ban cho tôi và các bạn của những điều mà chúng tôi đòi hỏi cho nước Pháp và chúng tôi.
- Csak magamért felelhetek - mondta Mazarin -, a királynéért képtelen vagyok.	- Tôi chỉ có thể bảo đảm cho mình tôi, - Mazarin nói, - và không thể bảo đảm về hoàng hậu.
- Ó - mondta D’Artagnan -, kegyelmes uram jól tudja, hogy őfelsége mit sem tagad meg eminenciádtól!	- Ồ, d Artagnan dap, Đức ông thừa biết rằng Hoàng hậu chẳng từ chối ngài cái gì.
- Tessék, kegyelmes uram - mondta Aramis -, itt van a frondőr küldöttség javasolta szerződés; kegyeskedjék eminenciád elolvasni és áttanulmányozni.	- Này - Aramis hỏi, - Đây là bản hiệp nghị do phái đoàn Fronde đề xuất, xin Các hạ hãy đọc và xem xét.
- Ismerem - mondta Mazarin.	- Tôi biết rồi, - Mazarin đáp.
- Akkor hát írja alá!	- Vậy xin ngài ký đi.
- Gondolják meg, uraim: az ilyen körülmények közt adott aláírás erőszakkal kicsikartnak tekinthető.	- Các ông cần suy nghĩ rằng một chữ ký hạ bút trong hoàn cảnh của chúng ta hiện nay có thể bị coi là bị giật lấy bằng bạo lực.
- Eminenciád mindig kész lesz kijelenteni, hogy jószántából adta.	- Đức ông sẽ có đó để nói rằng đây là tự nguyện ký.
- S ha végül is megtagadom?	- Nhưng cuối cùng, nếu tôi từ chối thì sao?
- Akkor, kegyelmes uram - mondta D’Artagnan -, csak magára vessen viselkedése követ­kezményeiért.	- Thế thì, thưa Đức ông, - D Artagnan nói, - Các hạ sẽ hứng chịu những hậu quả sự từ chối ấy.
- Kezet mernének emelni egy bíborosra?	- Các ông dám đụng chạm đến một giáo chủ ư?
- Kegyelmes uram talán nem emelt kezet őfelsége testőreire?	- Thì Đức ông đã từng đụng chạm mãi đến những ngự lâm quân của Hoàng thượng rồi còn gì.
- A királyné bosszút áll értem, uraim!	- Hoàng hậu sẽ trả thù cho tôi!
- Kötve hiszem, ámbár nem kétlem, hogy szívesen megtenné; csakhogy mi eminenciáddal együtt megyünk majd Párizsba, s a párizsiaknak van elég erejük hozzá, hogy megvédelmezzenek.	- Tôi không tin đâu, Đức ông ạ, mặc dầu tôi không nghĩ rằng Hoàng hậu chẳng thiếu lòng mong muốn ấy.
- Mennyit kérdezhetik egymástól, hol a bíboros, mi lett a miniszterrel, hová tűnt a kegyenc?	- Lúc này ở Rueil và Saint-Germain, người ta lo lắng lắm đấy!
