1	CHƯƠNG 1
Elárasztotta barátsága ezernyi jelével, úgy bánt vele, mint magához hasonló előkelőséggel; gyakran ment hozzá beszélgetni a szomszéd osztályra, olyan ünnepélyesen, mint egy anyakirálynő, aki a fiatal királynőt látogatja meg.	Và bà ta tỏ ra hết sức thân thiện, từ đó đối xử với cô như người ngang hàng, thường khi sang chuyện trò với cô, ở gian bên cạnh, với vẻ long trọng như một hoàng thái hậu đến thăm một hoàng hậu.
Denise most egyébként is hatalmának tetőpontján volt.	Vả lại bây giờ thì Denise đã lên tới tột đỉnh.
Pletykálni ugyan még most is pletykáltak, mert ahol férfiak és nők vannak együtt, mindig viszket az emberek nyelve, de azért földig hajoltak előtte.	Nếu người ta vẫn còn la sủa bởi cái ngứa ngáy miệng lưỡi nó phá phách mọi tụ họp giữa đàn ông và đàn bà, thì người ta cúi thật thấp, sát đất.
Még Clara is fejet hajtott előtte, mert valami homályos tiszteletet érzett e nagy szerencse láttára, aminőt a maga részére elképzelni sem tudott.	Ngay đến Clara, đi tới âm thầm kính trọng trước một vận số mà cô không tài nào đạt được, cũng phải cúi đầu.
De még tökéletesebb volt Denise-nek a férfiakon aratott diadala; Jouve már csak kétrét görnyedve beszélt vele, Hutin nyugtalan volt, mert bizonytalannak érezte a helyét, Bourdoncle megbénult.	Nhưng thắng lợi của Denise còn trọn vẹn hơn đối với mấy ông, đối với Jouve từ nay chỉ biết gập đôi người nói với cô, đối với Hutin đâm lo lắng khi cảm thấy địa vị của mình lung lay, đối với Bourdoncle rốt cuộc hóa ra bất lực.
Mikor meglátta, hogy Denise mosolyogva, nyugodtan lép ki az igazgatóság szobájából, s másnap az igazgató a tanácsülésen egy új osztály felállítását követelte - meghajolt, legyőzte a nőktől való szent félelme.	Khi tay này trông thấy cô ở buồng giám đốc ra, tươi cười, với vẻ ung dung, và, hôm sau, khi giám đốc yêu cầu hội đồng thiết lập quầy hàng mới, thì hắn nghiêng mình, khuất phục trước người phụ nữ oai nghiêm ghê gớm.
Most az egyszer a nő kerekedett felül, és Bourdoncle számított rá, hogy őt is maga alá temeti a közelgő összeomlás.	Lần này thì người phụ nữ mạnh hơn, và hắn chờ bị cuốn đi trong cơn tai họa.
Ezalatt Denise szelíden és bájosan élvezte diadalát.	Trong khi đó Denise đắc thắng một cách êm ả, tuyệt vời.
A tisztelet megnyilvánulásai meghatották, nem akart bennük egyebet látni, mint rokonszenvet pályájának nyomorúságos kezdetével és kitartásának végső sikerével szemben.	Cô cảm động vì những biểu thị tôn kính đó và cô muốn xem đó như mối cảm thông đối với nỗi khổ cực buổi đầu của cô và như thắng lợi cuối cùng của lòng dũng cảm kiên trì của cô.
Csak Clara iránt érzett irtózatát nem tudta legyőzni, mert meghallotta, hogy a lány - mint ahogy előre is bejelentette - mulatságból elvitte magához egy este Colombant; és a segéd, akit elragadott nagy sokára kielégített szenvedélye, most kimaradozott éjszakánként, míg a bánatos Geneviève haldokolt.	Cô chỉ ghê tởm không chịu được với Clara, là vì cô được tin cô gái này, đúng như ý đồ mà cô ta đã bông đùa báo trước, một tối đã chơi trò kéo Colomban về nhà, còn viên thư ký này, bị lôi cuốn bởi dục vọng được thỏa mãn, bây giờ không ngủ ở nhà nữa, trong khi Geneviève phiền muộn đang hấp hối.
Széltében beszélték ezt a "Hölgyek Örömé"-ben, és jót mulattak a kalandon.	Người ta bàn tán việc đó ở hiệu Hạnh phúc, người ta thấy câu chuyện kỳ quái.
De ez a bánat, egyetlen külső bánata, nem zavarta meg Denise egyenletes kedélyét.	Nhưng chuyện buồn lòng đó, chuyện duy nhất ở bên ngoài, không làm cho Denise mất hiền hòa.
Külö­nösen az osztályán volt érdemes megnézni, a mindenféle korú gyereknép között.	Nhất là phải trông thấy cô ở nơi gian hàng của cô, giữa cái thế giới trẻ con đủ lứa tuổi của cô.
Imádta a gyermekeket, jobb helyet keresve sem lehetett volna találni neki.	Cô rất yêu trẻ, người ta không thể đặt cô vào chỗ nào hơn ở đây.
Denise békítően mosolygott, sorba ültette az apróságokat a székekre, s ha akadt közöttük egy rózsás képű kislány, akinek csinos arcocskája megejtette, maga szolgálta ki, odavitte a ruhát, felpróbálta gömbölyű vállacskájára, a felnőtt nővér gyöngéd óvatosságával.	Cô mỉm cười hòa giải, xếp hàng thế giới tí hon đó trên ghế; và, khi nào trong đám có một em gái hồng hào, trông cái miệng dễ thương, thì cô tự tay phục vụ, đem áo ra, ướm vào đôi vai mũm mĩm, ân cần trìu mến như người chị lớn.
Néha valamelyik kilenc-tíz esztendős, nagyoskodó kislány, posztó­felöltőt vetve a vállára, tanulmányozta magát a tükörben, fontoskodó arccal forgolódott, a tetszés vágyától ragyogó szemekkel.	Đôi khi, một em gái đã lớn, chín mười tuổi, khoác trên vai chiếc áo bành-tô dạ, ngắm nghía trước gương, quay đi quay lại vẻ mặt mê say, đôi mắt long lanh với ý muốn làm đẹp.
A kirakott ruhák elborították a pultokat, az egytől ötéves gyermekeknek való rózsaszín és kék vászonöltözetek, a zefír matrózruhák, rakott szok­nyácskák és rátétes perkálblúzok, rokokó kosztümök, köpenyek, kabátkák, mindenféle fajta gyermekesen merev szabású, bájos ruhadarabok - olyan volt az egész, mintha babaruhákat raktak volna ki a szekrényekből, szabad prédának.	Và hàng bày ra ngổn ngang trên quầy, những áo vải châu Á màu hồng và lơ cho trẻ từ một đến năm tuổi, những bộ quần áo lính thủy bằng len zéphire, váy có nếp, và áo blouse và mảnh chúc bâu, bộ đồ kiểu Louis XV, áo măng-tô, áo jaquette, cả mớ lộn xộn quần áo hẹp, cứng đơ trong cái duyên dáng ngây thơ, cái gì như xống áo của một đoàn búp bê lớn, lôi ở trong tủ ra, tha hồ nghịch phá.
Denise zsebében mindig akadt valami nyalánkság, felszárította a könnyeit egy-egy apróságnak, aki kétségbeesett, amiért nem kapott piros nadrágot; úgy élt az aprónép között, mint a maga természetes családjában, meg­fiatalította ez a mindig megújuló ártatlanság és frisseség.	Denise lúc nào cũng có sẵn trong túi một ít quà, để dỗ một chú bé khóc thét vì không mang đi được những chiếc quần đùi đỏ, cô sống giữa đám trẻ như trong gia đình tự nhiên của mình, bản thân cũng trẻ lại vì cái ngây thơ và cái tươi tắn luôn luôn đổi mới quanh váy cô.
Denise nevetve mondogatta, hogy ilyenkor farag "derék embert" belőle.	Đó là điều mà cô vừa cười vừa gọi là "làm cho anh trở thành người tốt".
Az okosan gondolkodó normandiai lány fejében sokféle terv megfor­dult, olyanfajta eszmék az új kereskedelemről, melyeket már Robineau-nál is megpendített, és amelyek közül néhányat meg is fogalmazott azon a szép estén, mikor a Tuilériákban sétáltak együtt.	Trong đầu óc lý luận và khôn ngoan kiểu dân xứ Normandie của cô, nảy nở đủ mọi ý đồ, những ý kiến về thương nghiệp mới đó, mà cô đã dám đụng tới ở cửa hàng Robineau, và cô đã phát biểu vài điều vào cái buổi tối đẹp dạo chơi ở vườn Tuileries.
Bármivel foglalkozott, bármilyen munkát látott, mindjárt szükségét érezte, hogy rendet teremtsen benne, hogy javítson az ügymeneten.	Cô không thể quan tâm đến một cái gì, theo dõi sự triển khai của một công việc mà không bị thu hút bởi nhu cầu sắp xếp trật tự, cải thiện cơ chế.
Így például, amióta csak belépett a "Hölgyek Örömé"-hez, nagyon bántotta az alkalmazottak bizonytalan sorsa; felháborították a váratlan elbocsátások, ügyetlennek és igazságtalannak tartotta az ilyesmit, egyformán károsnak a cégre és a személyzetre nézve.	Cho nên, từ khi vào làm ở hiệu Hạnh phúc các bà, cô đặc biệt đau lòng vì số phận bấp bênh của đám thư ký; những cuộc đuổi người đột ngột khiến cô bất bình, cô thấy nó vụng về và bất công, có hại cho hết thảy mọi người, cho cả cửa hàng lẫn nhân viên.
Most is átérezte még kezdőkorának szenvedéseit, szánalom fogta el, ha az osztályokon új alkalmazottal találkozott, aki a régiek elkeseredett üldözése közepette, sajgó lábbal, sírástól duzzadt szemhéjjal, keservesen hurcolta nyomo­rúságát a selyemruha alatt.	Những đau khổ buổi đầu vẫn nhói trong tim cô, một niềm thương xót động lòng cô, mỗi khi có người mới đến mà cô bắt gặp trong các gian hàng, chân rã rời, mắt đầy lệ, kéo lê nỗi cơ cực dưới chiếc áo lụa, giữa đám nhân viên cũ cay cú hành hạ họ.
Ez a vertkutya-élet megrontotta a legjobbakat is; és megkezdődött a szomorú felvonulás: a szakma valamennyit felfalta negyven esztendős kora előtt, eltűntek, belevesztek az ismeretlenségbe, sokat tüdőbajossá, vérszegénnyé tett és megölt a munka, a fáradtság és a rossz levegő, mások az utcára kerültek - s még legjobban azok jártak, akik férjhez mentek, és eltemetkezhettek egy vidéki boltocskában.	Cuộc sống bị vùi dập đó làm cho những người tốt nhất trở thành xấu; và bắt đầu cuộc diễn tiến bi đát: tất cả bị kiệt quệ vì nghề nghiệp trước bốn mươi tuổi, biến mất, rơi vào lãng quên, nhiều người chết trong công việc, lao phổi hay thiếu máu, vì mệt mỏi và không khí nhơ bẩn, một số bị ném ra vỉa hè, những kẻ tốt số nhất lấy chồng, bị chôn vùi trong một cửa hiệu nhỏ tỉnh lẻ.
Hát emberséges, igazságos dolog ez a szörnyű emberfalás, amit a nagyáruházak évről évre véghezvisznek?	Phải chăng là nhân đạo, phải chăng là công bằng khi mà bao nhiêu sinh mạng hàng năm bị tiêu phí kinh khủng ở các cửa hàng lớn.
Néha fellelkesedett, maga előtt látta az eszményi nagy bazárt, a kereskedelem falanszterét, ahol érdeme szerint mindenki pontosan részesül a nyereségből, és szerződés biztosítja mindenkinek a jövőjét.	Đôi khi cao hứng, cô nhìn thấy hiệu bách hóa lớn lý tưởng, tổ chức thương nghiệp tập thể, ở đó mỗi người có phần lãi đúng đắn của mình do một hợp đồng bảo đảm tùy theo cống hiến, chắc chắn cho ngày mai.
Mouret ilyenkor, lázas szenvedélye ellenére is, mulatott rajta.	Lúc đó Mouret vui hẳn lên, mặc dầu nỗi lòng của anh.
Megvádolta, hogy szocialista, zavarba hozta, figyelmeztetve a végrehajtás nehézségeire; mert Denise úgy beszélt, ahogy a lelke sugallta, és bátran a jövőre hivatkozott; ha veszedelmes szakadékot sejtett a jó szíve diktálta rendszabályok végén.	Anh tố cáo cô theo chủ nghĩa xã hội làm cho cô lúng túng khi nêu lên những khó khăn trong thực hành, là vì cô nói theo tâm hồn giản dị của cô và cô tin tưởng mạnh bạo ở tương lai, mỗi khi cô nhận thấy một lỗ hổng nguy hiểm trong thực hành theo lòng thương của cô.
Mouret-t mégis megingatta, meghódította ez az átélt szenvedésektől még most is reszkető fiatal hang, mely olyan meg­győzően javasolta a cég megerősítését célzó újításokat; tréfálkozott vele, de azért hallgatott rá; az elárusítók sorsa lassan megjavult, a tömeges elbocsátásokat holt szezon idején rendszeres szabadságolással helyettesítették; végül tervbe vették kölcsönös segélypénztár létesítését, amely kisegíti az alkalmazottakat a kényszerű munkanélküliség idején, és nyugdíjat biztosít számukra.	Tuy nhiên, anh cũng chuyển lòng, bị quyến rũ bởi tiếng nói trẻ trung kia, còn run rẩy vì những cực khổ phải chịu đựng, rất tin tưởng khi cô chỉ ra những cải cách nhằm củng cố cửa hàng; và anh vừa lắng nghe vừa bông đùa; số phận của nhân viên bán hàng được cải thiện dần dần, người ta thay việc đuổi người hàng loạt bằng một chế độ cho nghỉ vào những mùa chết, cuối cùng người ta sắp lập một quỹ tương tế cứu giúp nhân viên những lúc thất nghiệp bắt buộc, và bảo đảm cho họ một chế độ hưu trí.
Három hónap múlva Lhomme százhúsz zenészt dirigálhatott, élete legszebb álma megvalósult.	Ba tháng sau, Lhomme có một trăm hai mươi nhạc công dưới sự điều khiển của lão, ước mơ cuộc đời của lão được thực hiện.
Az áruház fényes ünnepséget rendezett, hangversenyt és bált, hogy bemutassa a "Hölgyek Öröme" zenekarát a vásárlóközönségnek s az egész világnak.	Và một buổi hội lớn được cửa hàng tổ chức, một cuộc hòa nhạc và một cuộc khiêu vũ, để giới thiệu đoàn nhạc của hiệu Hạnh phúc với khách hàng, với cả thế giới.
Az újságok is foglalkoztak a dologgal, és maga Bourdoncle is, akit kétségbeejtettek ezek az újítások, kénytelen volt meg­hajolni az óriási reklám előtt.	Báo chí quan tâm đến, bản thân Bourdoncle, day dứt vì những cách tân đó, cũng phải nghiêng mình trước cuộc quảng cáo đồ sộ.
Aztán játékszobát rendeztek be a segédeknek, két biliárd­asztallal, triktrak- és sakktáblákkal.	Sau đó người ta thiết lập một phòng vui chơi cho đám thư ký, hai bàn bi-a, những bàn cờ tào cáo, cờ vua.
Esti tanfolyamokat is tartottak a házban, angol és német nyelvből, nyelvtanból, számtanból, földrajzból; a végén még lovagló- és vívóórákat is adtak.	Có những lớp học buổi tối trong cửa hàng, lớp học tiếng Anh và tiếng Đức, lớp học văn phạm, toán học, địa lý; người ta đi tới tổ chức cả lớp cưỡi ngựa, và đấu kiếm.
Könyvtárat állítottak fel, tízezer kötetet bocsátottak az alkalmazottak rendelkezésére.	Một thư viện được thành lập, với một vạn cuốn sách cho nhân viên đọc.
A házban zajlott le az alkalmazottak egész élete, megvolt mindenük, tanulás, asztal, ágy, ruhá­zat, ki sem kellett lépniük az utcára.	Tất cả mọi mặt sinh hoạt có ở đó, người ta không phải ra ngoài, học hành, ăn uống, nghỉ ngơi, trang phục.
Mikor a legyőzött Bourdoncle kétségbeesve ismételgette bizalmasai előtt, hogy sokért nem adná, ha maga fektethetné Denise-t Mouret ágyába, nyilvánvalóvá vált, hogy a lány nem engedett, és mindenhatósága éppen vonakodá­sából ered.	Bấy giờ, một luồng dư luận mới ủng hộ Denise khi mà Bourdoncle thất bại, lặp đi lặp lại một cách tuyệt vọng với người quen rằng chính bản thân anh ta ra sức để đặt được cô ta vào giường Mouret, thì điều rõ ràng người ta phải thừa nhận là cô không nhượng bộ, và uy lực tối cao của cô chính lại do những lời từ chối của cô mà ra.
E pillanattól fogva népszerűvé lett.	Và tới lúc đó thì cô nổi tiếng.
Végre akadt legalább valaki, aki rátette a lábát a főnök nyakára, bosszút áll valamennyiükért, és ígéreten kívül egyebet is ki tud csikarni belőle.	Ít ra đó là một người chẹn được chân lên họng ông chủ, và trả thù cho họ được hết thảy, và đã moi ra được ở ông chủ cái gì khác hơn là những lời hứa!
Mikor átment az osztályokon, finom és makacs fejével, gyöngéd és legyőzhetetlen arckifejezésével, az elárusítók rámosolyogtak, büszkék voltak rá, legszívesebben megmutatták volna a tömegnek.	Khi cô đi qua các quầy hàng, với cái đầu thanh tú mà ngang ngạnh, cái vẻ đằm thắm mà bất khuất, các nhân viên bán hàng mỉm cười với cô, tự hào về cô, sẵn sàng biểu dương cô trước quần chúng.
Denise boldogan élvezte a növekedő rokonszenvet.	Denise hoan hỉ, được đề cao vì mối cảm tình càng ngày càng lớn.
Pedig ő nem is akarta mindazt, egy­szerűen, minden számítás nélkül jelentkezett, pusztán szelídsége varázserejével.	Tuy nhiên, cô chẳng muốn những chuyện như vậy, cô xuất hiện giản dị, không tính toán, với sức quyến rũ độc nhất của tính dịu hiền.
Néha nyug­talanította és meglepte uralkodói hatalma: miért engedelmeskednek neki ezek az emberek?	Quyền lực của cô đôi lúc khiến cô ngỡ ngàng lo lắng: có cái gì đây khiến mọi người tuân theo cô?
Hiszen nem szép, nem is árt senkinek.	Cô chẳng đẹp, cô không làm điều xấu.
Aztán mosolyogott, megnyugodott a szíve, mert csak jóság és józanság volt benne, az igazságnak és az okosságnak a szeretete: ebben rejlett az ereje.	Rồi, cô mỉm cười, nguôi lòng, ở cô chỉ có lòng tốt và lẽ phải, lòng yêu chân lý và lô-gích nó là tất cả sức mạnh của cô!
Kiváltságos helyzetében Denise egyik legnagyobb öröme az volt, hogy hasznára lehetett Pauline-nak.	Một trong những niềm vui lớn của Denise, trong ưu thế của cô, là có thể giúp ích cho Pauline.
A fiatalasszony várandós volt és reszketett, mert két hét alatt két elárusítónőt küldtek el, terhességük hetedik hónapjában.	Cô này đã có mang, và cô ta run sợ là vì đã có hai cô bán hàng, trong khoảng mười lăm ngày, phải ra đi vào tháng thứ bảy thời kỳ thai nghén.
Az igazgatóság nem tűrte el az ilyen baleseteket, az anyaság tilos volt, mint zavaró és illetlen dolog; a házasságot még csak elnézték úgy-ahogy, de a gyermeket már nem.	Ban giám đốc không dung những biến cố đó, họ không chấp nhận chuyện có con mà xem như chướng ngại khiếm nhã; cùng lắm họ cho phép cưới xin, nhưng có con thì cấm ngặt.
Pauline-nak ugyan a férje is a cégnél dolgozott, de ő mégis félt, mert hát ebben az állapotban nem sokáig maradhat meg az osztályon; és hogy késleltesse valószínű elcsapatását, fulladásig fűzte magát, elhatározván, hogy rejtegeti a dolgot, amíg csak lehet.	Pauline cố nhiên có chồng ở cửa hàng; tuy nhiên cô ta lo ngại, không phải vì thế mà cô không thành trở ngại, ở quầy hàng; và, để hoãn lại cái ngày bị đuổi có phần chắc đó, cô nịt người đến nghẹt thở, quyết tâm che giấu được chừng nào hay chừng ấy.
A két elbocsátott elárusítónő egyikének éppen most született halva a gyermeke; az a nő is így meggyötörte a derekát; nem sok remény volt az anya életbenmaradásához sem.	Chính vì làm như thế mà một trong hai cô bán hàng bị đuổi vừa đẻ ra một đứa con đã chết, do hành hạ thân mình như vậy; ngay bản thân cô ta cũng khó lòng mà cứu sống được.
És Bourdoncle már felfigyelt Pauline ónszínűvé váló arcára, kínosan merev járására.	Song, Bourdoncle nhận thấy da mặt Pauline đã xám đi, mà dáng đi đã nặng nề cứng nhắc.
Egy reggel éppen mellette állott a kelengyeosztályon, mikor egy csomagot emelő szolga véletlenül úgy meglökte Pauline-t, hogy az két kezével a hasához kapott és felsikoltott.	Một buổi sáng, hắn đang đứng gần cô ta, ở gian hành trang, thì một nhân viên phục vụ, khi nhấc một gói hàng lên đã va mạnh vào cô ta khiến cô ta kêu lên và đưa tay lên ôm bụng.
Bourdoncle tüstént elvezette, kivallatta, s a tanácsülés elé terjesztette elbocsátása kérdését, azzal az ürüggyel, hogy szüksége van a falusi jó levegőre; különben az esetnek híre megy, és borzasztó hatása lesz a közönségre, ha abortálni talál, mint tavaly is megtörtént egyszer, a csecsemőkelengye-osztályon.	Lập tức, hắn dẫn cô ta đi, bắt khai nhận, và đưa ra hội đồng vấn đề đuổi cô, lấy cớ cô ta cần được về quê cho thoáng khí: câu chuyện liền được loan truyền, kết quả sẽ tai hại đối với công chúng, nếu cô ta bị đẻ non như đã có trường hợp một cô ở gian tã lót năm ngoái.
Mouret nem vett részt ezen az ülésen, és csak este mondhatta meg a véleményét.	Mouret không có mặt trong phiên hội đồng nên mãi đến chiều mới có ý kiến.
De Denise még idejében közbelépett, és befogta Bourdoncle száját, éppen a cég érdekeire hivatkozva.	Nhưng Denise đã kịp thời can thiệp, và anh bịt mồm Bourdoncle, nhân danh lợi ích của cả cửa hàng.
És nagy­lelkűen elhatározták, hogy minden férjes elárusítónőt, aki másállapotba kerül, egy erre a célra fogadott szülésznő kezére bíznak, mihelyt az osztályon való jelenléte sérti a jóízlést.	Trịnh trọng, cửa hàng quyết định từ nay các cô bán hàng có chồng lúc có mang sẽ được đến một bà đỡ riêng săn sóc, một khi sự có mặt ở quầy hàng trở thành bất lợi cho mỹ tục.
Másnap, mikor Denise felment a betegszobába, hogy meglátogassa Pauline-t, akinek a baleset miatt ágyba kellett feküdnie, a fiatalasszony kétfelől szenvedélyesen arcon csókolta.	Hôm sau, khi Denise lên y xá thăm Pauline, cô này sau vụ bị va đã phải đi nằm, cô ta liền ôm lấy bạn hôn mạnh vào hai má.
Baugé elszökött az osztályról, és ott állt az ágy másik oldalán.	Baugé, chuồn khỏi gian hàng, cũng có mặt ở phía bên kia giường.
No hiszen, csak hallja ő meg még egyszer, hogy gyanúsítgatják, majd betapasztja ő az irigykedők száját!	Nếu anh ta mà còn nghe thấy những chuyện nói xấu cô, thì anh sẽ bịt mõm bọn ghen tị lại.
Pauline azonban barátságos vállvonogatással visszaküldte az osztályára.	Nhưng Pauline thân mật nhún vai, đuổi anh ta đi:
Most eredj, hagyj bennünket beszélgetni.	Để cho bọn tôi nói chuyện riêng.
A betegszoba hosszú, világos helyiség volt, tizenkét, fehér függönyös ágy sorakozott benne.	Y xá là một phòng dài sáng sủa, có mười hai giường xếp hàng, với những màn trắng.
Itt ápolták a házban lakó alkalmazottakat, ha nem akartak hazamenni a családjukhoz.	Ở đó người ta săn sóc những viên thư ký ở tại cửa hàng khi họ không muốn trở về gia đình.
De ezen a napon Pauline egyedül feküdt a szobában, az Új Szent Ágoston utcára nyíló egyik nagy ablak mellett.	Nhưng hôm đó chỉ có một mình Pauline nằm, bên một cửa sổ rộng nhìn xuống phố Neuve-Saint-Augustin.
És mindjárt elkezdődtek a bizalmas vallomások, a gyöngéd suttogások a szűzies fehérségű ágyneműk között, a lenge levendulaillatú, bágyadt levegőben.	Và liền đó, đôi bạn thì thầm những điều tâm sự, những lời trìu mến, giữa đám khăn áo tinh tươm, trong không khí êm đềm, thoảng mùi oải hương.
Pauline elképedt.	Pauline lấy làm lạ.
- Micsoda?	— Sao!
Hiszen akkor mi sem egyszerűbb: mondjon igent.	Thế thì đơn giản thôi; cứ bảo là yêu.
Denise, arcát még mindig a párnába rejtve, erélyesen megrázta a fejét.	Denise vẫn giấu mặt, lắc mạnh đầu nói không.
Nemet mond, éppen mert szereti, de nem tudja megmagyarázni, miért.	Và cô nói không, chính là vì cô yêu mà không giải thích.
Bizonyos, hogy nevetséges a dolog: de mit tegyen, ha egyszer így érez, nem bújhat ki a bőréből.	Dĩ nhiên như thế thật buồn cười; nhưng cô cảm thấy như thế mà không thể thay đổi ý kiến được.
Barátnőjének meglepetése nőttön-nőtt; végül megkérdezte:	Cô bạn lại càng ngạc nhiên, cuối cùng hỏi:
Erre felegyenesedett Denise.	Lập tức cô gái ngẩng đầu lên.
nem!	Ồ!
Igaz, ha egy férfi szeret egy nőt, úgy illenék, hogy feleségül vegye - de ő nem akar semmit, nem számít semmire, csak azt szeretné, ha hagynák, hadd éljen a maga bánatának és örömének, mint mindenki más.	Nhưng cô chẳng đòi hỏi điều gì cả, cô chẳng tính toán gì cả, cô chỉ van xin người ta để cho cô yên thân, với những nỗi vui buồn, như hết thảy mọi người.
Ő elmegy innét.	Cô sẽ bỏ đi.
Ugyanebben az időpontban Mouret odalenn végigment az áruházon.	Cùng lúc đó, ở bên dưới, Mouret đi qua cửa hàng.
Szórakozást keresett abban, hogy újra felkeresi az építkezést.	Anh muốn khuây khỏa, đi thăm công trình một lần nữa.
A nemrég megnyílt December Tizedike utcán reggeltől estig ácsorgott a szájtátók hada, a magasba bámult, nem látott semmit, de egyre azokkal a csudákkal foglalkozott, amiket erről a homlokzatról beszéltek, melynek felavatása egész Párizst lázba hozza majd.	Từ sáng đến tối dọc theo phố Mười tháng Chạp, mới mở ít lâu nay, tụ họp cả đám dân vô công rồi nghề, hếch mũi lên, chẳng nhìn thấy gì cả, nhưng chăm chú đến những điều kỳ dị mà người ta kể về cái bề mặt đó mà nay mai cuộc khánh thành sẽ làm nhốn nháo cả Paris.
És a lázas munkától nyüzsgő építőállványon, a művészek között, akik befejezték álmának kőmí­vesek-kezdette megvalósítását, Mouret keserűbben érezte, mint valaha, hogy mennyire hiába­való az egész vagyona.	Và chính là trên công trường náo nhiệt này, giữa đám nghệ sĩ đang hoàn thành việc thực hiện ước mơ của anh, bắt đầu từ những thợ nề, chính ở đây Mouret vừa cảm thấy cay đắng hơn bao giờ hết cái phù hoa của sự nghiệp anh.
Denise-re gondolt, és hirtelen elszorult a szíve, olthatatlan lánggal égett benne a rágondolás, mint gyógyíthatatlan betegség fájó nyilallása.	Ý nghĩ về Denise đột nhiên siết lấy ngực anh, ý nghĩ đó không dứt xuyên qua anh một ngọn lửa, như sự nhức nhối của một vết đau khôn chữa.
Elmenekült, nem talált egyetlen elismerő szót sem, félt, hogy kibuggyannak a könnyei, s a diadal csömörét hagyta maga mögött.	Anh bỏ trốn, anh không tìm ra một tiếng nói hài lòng, sợ người ta nhìn thấy nước mắt anh, để lại phía sau nỗi chán chường vì đắc thắng.
Kicsinek találta ezt a végre-valahára felépített homlokzatot, hasonlónak a gyermekek építette homokfalakhoz - és elnyújthatták volna Párizs egyik külvárosától a másikig, fölemelhették volna a csillagokig, akkor sem tölthette volna be szíve ürességét, mert csak egy gyermek "igen" szava tölthette volna be örömmel.	Cái bề mặt đó, cuối cùng đã đứng lên, đối với anh dường như còn bé y như một trong những bức tường mà lũ trẻ đắp bằng cát, và người ta có thể kéo dài từ một khu ngoại ô này sang khu khác của đô thành, nâng cao nó đến tận các vì sao, nó cũng chẳng lấp đầy được khoảng trống của trái tim anh, mà chỉ tiếng "vâng" của một cô bé có thể lấp đầy.
Mikor Mouret visszatért dolgozószobájába, fojtogatták a visszatartott könnyek.	Khi Mouret về đến phòng làm việc, anh nghẹn ngào vì nuốt lệ.
Pénzt nem mert többé fölajánlani neki, s ifjú özvegyemberi lázongásaiból lassan-lassan kibontakozott a házasság homályos gondolata.	Anh không còn dám hứa tiền bạc, ý niệm mơ hồ về một cuộc cưới xin dâng lên, giữa những phản kháng của chàng trai góa vợ.
13	CHƯƠNG 13
Geneviève-et az tette végképpen tönkre, hogy Colomban hirtelen eltűnt.	Cái đòn kết liễu Geneviève chính là sự biến mất đột ngột của Colomban.
Eleinte, mikor Clara tréfálkozott vele, csak éjszakára maradozott ki; aztán engedett az alamuszi természetű és tiszta életű fiatalemberek őrült vágyainak, hűséges kutyája lett a lánynak, s egy hétfőn nem tért többé vissza, csak írt egy búcsúlevelet a gazdájának, az öngyilkosságra készülő ember gondo­san megfogalmazott mondataival.	Lúc đầu, do Clara đùa bỡn, anh ta đã đi ngủ ở ngoài, rồi bị sự thèm muốn điên cuồng của trai tơ âm thầm khống chế, trở thành con chó ngoan ngoãn của cô ả kia, một ngày thứ Hai hắn không trở về, hắn chỉ viết cho chủ một bức thư vĩnh biệt, viết với những lời chọn lựa của kẻ tự sát.
E szenvedély-szülte tett mélyén talán ravasz számítás is rejtőzött: Colomban boldogan lemondott egy végzetes házasságról; a posztóüzlet éppen olyan gyatrán állt, mint menyasszonya egészsége, s a pillanat éppen alkalmas volt arra, hogy valami ostobaság miatt szakítson vele.	Có lẽ, trong đáy cơn cuồng nhiệt đó, người ta cũng thấy sự tính toán láu lỉnh của một chàng trai hoan hỉ khước từ một cuộc hôn nhân tai hại; cửa hàng bán dạ cũng vất vưởng như vị hôn thê, đã đến lúc phải liều mà cắt đứt.
És mindenki úgy emlegette, mint a szerelem szerencsétlen áldozatát.	Và mọi người sẽ cho hắn là nạn nhân xấu số của tình yêu.
Mikor Denise odaért a "Tartós Posztó"-hoz, Baudunét egyedül találta az üzletben.	Khi Denise đến hiệu Vieil Elbeuf thì chỉ thấy một mình bà Baudu.
Sötét hideg ereszkedett alá a mennyezetről; órák teltek el anélkül, hogy vevő zavarta volna meg a bolt homályát, s a sosem mozgatott áru egyre jobban teleszívta magát a falakból szivárgó salétrommal.	Bóng tối lạnh từ trần tỏa xuống; hàng giờ trôi qua mà không một khách hàng tới xua nó đi, và hàng hóa lâu ngày không đụng đến càng ngày càng đượm mùi diêm tiêu của những bức tường.
- kérdezte élénken Denise.	– Denise hớt hải hỏi.
- Geneviève veszedelemben van?	– Geneviève nguy rồi sao?
Bauduné nem felelt azonnal.	Bà Baudu không trả lời ngay.
Szemét elfutotta a könny.	Mắt bà rớm lệ.
Aztán azt dadogta:	Rồi bà ấp úng:
És végigjártatta könnyben úszó szemét a sötét bolton, mintha érezte volna, hogy lányát és üzletét egyszerre veszti el.	Và bà đưa mắt đẫm lệ nhìn quanh cửa hàng tối om, tưởng như bà cảm thấy con gái bà và cửa hàng cùng ra đi.
