ELSŐ RÉSZ	PHẦN THỨ NHẤT
- bökött a készülék felé Marcenay.	Vật bài trí mà cậu đang thấy là một sáng chế tuyệt vời.
- Ezt bizony - válaszolta Perrigny.	Đây là máy thu điện tín vô tuyến.
- Tudom, már évek óta beszélnek róla - válaszolta Marcenay nagy érdeklődéssel -, de vajon sikerült megoldani?	— Tớ có được nghe về chuyện này, – Marcenay nói, anh bắt đầu quan tâm.
- lelkesedett Perrigny.	— Chứ còn gì nữa!
Hallottál-e róla, te híres katona?	— Có, có, – Marcenay trả lời.
- Persze, hogy persze - válaszolta Marcenay.	– Marconi dạy ở trường phổ thông.
- Már a katonai akadémián is rebesgettek valamit... Mikor pedig Franciaországban jártam, hallottam beszélni Marconiról is.	Hơn nữa, người ta nói về ông ấy khi tớ còn ở Châu u cơ.
De ki a másik feltaláló, mert kettőt emlegettél.	Thế nhà phát minh kia là ai?
- A másik egy francia fizikus, Branly.	— Nhà vật lý người Pháp Branly.
Ő fedezte fel a vevőkészülék lelkét, amely az egy­sze­rűségben rejlő zsenialitás csodája...	Ông ta đã tìm ra máy thu – một kỳ quan thuần chất sáng tạo.
Branly úr észrevette, hogy a vasreszelék általában rossz elektromos vezető, de menten jó vezetővé válik, ha a Hertz-féle hullámoknak teszik ki; ezeknek ugyanis az a hatása, hogy a reszelék részecs­kéit kölcsönös vonzóerővel ruházzák fel, és ezáltal megnövelik a részecskék kohézióját.	Branly nhận thấy rằng mạt sắt dẫn điện kém, nhưng mạt sắt trở thành chất dẫn điện tốt dưới tác động của sóng Hertz, chúng được đưa vào mạch của bộ pin.
- Az egy hullámdetektor.	— Hiểu, cậu nói tiếp đi.
Azt a vasreszelékkel töltött üvegcsövet rákötöm egy közönséges fémpálcára, inkább árbocra, amelyet antennának neveznek.	— Khi sóng Hertz đến, thanh đồng được gọi là anten thu lấy nó.
Ha a vele összekapcsolt vas­reszelékes üvegcső jó vezetővé válik, az árbococska áramkörré zárul, mert az áram keringeni tud benne.	Ống mạt sắt nối với anten trở thành dây dẫn, dòng điện được đóng kín và chạy trong mạch.
Na, kardcsörtető pajtás, érted-e?	Cậu vẫn hiểu đấy chớ, hở quân khát máu?
A billentyű lenyomása pillanatában ez a pici kalapács, amelyet itt látsz, megpöccinti a detektort; erre a koppintásra a vasreszelék szemcséi ismét szétválnak egymástól, s az üvegcső vissza­nyeri szokásos ellenállását.	Nhờ ứng dụng phát minh của tớ với phát minh của Branly, dòng điện này làm cho băng giấy trong máy Morse chạy được.
Persze, most azt gondolod, hogy ily módon csak pontokat lehet írni a papírszalagra.	Thế là trên băng giấy có một chấm.
Ilyenformán különböző je­lek­ből kisebb-nagyobb csoportokat nyerünk, vagyis a Morse-ábécé hosszú-rövid kombinációjú jeleit könnyedén felhasználhatjuk; ezt a jelrendszert pedig egy távírász olyan könnyedén elolvassa, mint a közönséges írást.	Trên dải băng xuất hiện một loạt các dấu chấm, liên kết với nhau thành những nhóm không đồng đều, đó là những dấu chấm, gạch của tín hiện Morse mà điện báo viên nào cũng đọc được.
- Például te is?	— Như cậu đây?
- Én is, persze.	— Ừ, như tớ.
- Elismerem, csodálatos készülék, de mi célból hoztad ezekre a barbár tájakra?	— Thế cậu lôi chiếc máy kỳ lạ này đến cái xứ sở nguy hiểm của chúng ta để làm gì?
Elsőnek akarom Szudánban ezt a készüléket felszerelni.	— Ngày mai tớ sẽ lắp máy phát.
- Mi a hihetetlen, kiskatonám; majd fogsz te még bámulni.	Tớ cam đoan với cậu là ở Châu Phi chưa có.
Nemsokára egy kísérletsorozatba kezdek, végig a Niger mentén.	Cậu nghĩ xem, giá có thể liên lạc thẳng với Bamako...
Perrigny kapitány hirtelen elnémult.	Đại úy Perrigny bỗng ngừng lại.
A szeme kerekre nyílt, és az álla leesett a csodálkozástól.	Đôi mắt của anh trợn tròn, cái miệng hé mở tỏ vẻ hết sức kinh ngạc.
- nézett nagyot Marcenay.	— Cậu sao vậy?
- Működik a... - dadogta, és a készülékre mutatott.	– Perrigny lắp bắp và chỉ vào chiếc máy.
- húzta el a száját gúnyosan Marcenay.	Marcenay kêu lên với vẻ mỉa mai.
- Ehhez mit szólsz, reménybeli akadémikusom?	– Cậu đang nằm mơ đấy, viện sĩ tương lai ạ!
De rá se ránts, lehet, hogy elromlott.	Nó bị hỏng rồi, có thế thôi.
Perrigny kapitány, anélkül hogy az ugratásra válaszolt volna, a készülékhez ugrott.	Đại úy Perrigny không trả lời, anh chạy đến bên máy thu.
- Ez elromlott?!	— Hỏng sao được!
- kiáltotta az izgalomtól szinte magánkívül.	Anh phản đối trong tình trạng hưng phấn dữ dội.
- Inkább kitűnő... né, a papír­tekercsről hibátlanul olvasható: "Mar... Marcenay kap... kapitány!"	– Nó hỏng mà tớ đọc được rất rõ trên băng đây nè: "Gửi đại úy Marcenay...Gửi đại úy Marcenay!"
- Ez nekem szól!	— Tên tớ!
- nevetett fel Marcenay.	Marcenay cười giễu.
- Öregem, te, amint a legényeink mondják: csőbe akarsz húzni.	– Bố già ạ, tớ rất sợ cậu đang nhạo báng tớ đấy!
Nemsokára a kipp-kopp-kopogás ismét hallatszott.	Máy ngưng, nhưng rồi lại nghe rõ những tiếng lách cách mới.
- Ez megint elindult!...	— Chạy nữa!
- kiáltott fel Perrigny, és a papírtekercs fölé hajolt.	– Perrigny kêu lên và cúi xuống xem băng giấy.
- Jó!	– Đây!
Ez a címed: - "Tombouctou..."	Bây giờ là địa chỉ của cậu: "Tombouctou!"
- Tombouctou!...	— Tombouctou!
- mormogta önkéntelenül Marcenay, s valami érthetetlen okból meg­borzongott.	– Marcenay bất giác nhắc lại và đến lượt anh run lên vì một nỗi xúc động không giải thích được.
A készülék már másodszor akadt el, aztán pár másodperces megszakítás után, a papírszalag tovább tekeredett lefelé:	Máy dừng lại lần thứ hai, sau một thoáng gián đoạn băng giấy bắt đầu chạy để vài giây sau nó dừng lại.
- "Jane Buxton" - olvasta Perrigny.	— Jane Buxton...– Perrigny đọc.
- Nem ismerem - jelentette ki Marcenay, és maga sem tudta, miért, de fellélegzett.	— Tớ không biết người phụ nữ nào như thế, – Marcenay tuyên bố, vô tình thở phào nhẹ nhõm.
- Valaki tréfál velünk.	– Đó là trò đùa của ai đó...
- Tréfál?	— Trò đùa ư?
- álmélkodott Perrigny - hogyhogy tréfál?	– Perrigny trầm ngâm nhắc lại, – Sao có thể như thế được nhỉ? A!
Ládd, folytatódik...	Nó lại bắt đầu!
- "Jöj... jön... Jane... Mor... nas"	-... "Hãy đến cứu Jane Mornas..."
- Jane Mornas!	— Jane Mornas!
- kiáltott rá Perrigny - "... a... ki... fo... goly... Black... land... ben..."	— "...đang bị giam ở Blackland...".
A kopogás ismét, most már negyedszer félbeszakadt.	Tiếng kêu lách cách ngưng lần thứ tư.
Perrigny felnézett a bajtársára.	Perrigny đứng thẳng người lên và nhìn bạn.
Az halottsápadtan állott.	Anh nọ xanh xám mặt mày.
- Mi van veled?	— Cậu bị sao thế?
- aggodalmaskodott a jóbarát.	– anh lo lắng hỏi.
- Majd megmondom... - válaszolta Marcenay kapitány halkan.	— Tớ sẽ giải thích cho cậu sau, – Marcenay trả lời một cách chật vật.
- Blackland... hol van az a Blackland?	– Nhưng Blackland, cậu kiếm đâu ra Blackland vậy?...
Perrignynek már nem volt ideje válaszolni.	Perrigny không kịp trả lời.
- "É... sza... ki... szé... les... ség... tizen... öt... fok... öt... ven... perc... kele... ti... hossz... ú... ság..."	— "Vĩ độ mười – lăm – độ năm – mươi – phút kinh – độ Tây...".
A két tiszt a hirtelen elhallgató készülék fölé hajolt, de hasztalan várták, hogy ismét meg­szólaljon.	Hai viên sĩ quan cúi xuống chiếc máy ngưng chạy một lần nữa, họ phí công chờ đợi trong vài phút.
Ez alkalommal végleg elhallgatott, a Morse-jeladó néma maradt.	Chiếc máy vẫn im hơi lặng tiếng.
Perrigny kapitány elgondolkozva dörmögte:	Đại úy Perrigny trầm tư khẽ khàng:
Menten észrevette, hogy annak mennyire elváltozott az arca.	— Có người chơi cái điện tín vô tuyến thứ hai ở xứ nguy hiểm này!
- Mi van veled - kérdezte -, mitől vagy olyan sápadt?	Và ông ta biết cậu... Nhưng cậu làm sao thế?
Néhány kapkodó szóval Marcenay kapitány elmondta, hogy mi kavarta fel annyira.	Cậu xanh quá! Marcenay giải thích sơ lược cho bạn biết nguyên nhân gây ra nỗi lo lắng của mình.
Úgy érezte, hogy ez a távolságokra fittyet hányó üzenet végre igazolta gyanúját.	Chính anh đã biết Jane Mornas, anh yêu nàng và hy vọng sẽ có lúc nàng thành vợ anh.
Jane Mornas veszélyben van.	Bức điện bí ẩn gửi đến từ không trung có nghĩa là Jane Mornas đang bị nguy hiểm.
- Tőlem kér segítséget!	— Và nàng yêu cầu tớ giúp!
- kiáltott fel mélyen megindulva, de semmi örömet sem érzett.	– anh kết luận với vẻ buồn vui lẫn lộn.
- Természetes!	Dễ lắm mà!
- De hogyan?	— Dĩ nhiên!
- Ezt mindjárt meglátjuk - válaszolta Perrigny -, előbb vonjuk le a logikus következtetést abból, amit tudunk.	– Marcenay kêu lên, cơ hội hành động làm anh tươi tỉnh, – Nhưng cứu như thế nào?
Véleményem szerint különösebb aggodalomra nincsen ok. - Úgy gondolod?	— Chúng ta sẽ thảo luận chuyện đó ngay bây giờ, – Perrigny nói.
Primo: Mornas kisasszony nincs magára hagyatva, mert amint te is tudod, neki nincs szikratávírója.	— Tớ cho rằng: thứ nhất, tiểu thư Mornas không đơn độc vì chính cậu cũng biết nàng không có máy điện tín vô tuyến.
A barátain kívül, akikkel otthagytad, mikor elváltatok, még legalább egy véd­nöke kell hogy legyen, az a személy, akié a készülék.	Không kể những người bạn đồng hành mà cậu đã để nàng ở lại với họ thì nàng còn có một người bảo trợ, chủ của chiếc máy đó.
Az pedig nem lehet akárki, ezt én mondom.	Cậu hãy tin tớ, ông ta là người cừ khôi.
Marcenay egy biccentéssel tudomásul vette, Perrigny pedig folytatta:	Marcenay được khích lệ, ngẩng cao đầu.
- Secundo: Mornas kisasszony nem forog közvetlen veszélyben.	— Thứ hai, tiểu thư Mornas không bị nguy hiểm trực tiếp đe dọa.
Ugyanis Tombouctouba küldte az üzenetét.	Nàng đã đánh điện tín đến Tombouctou.
Feltételezi, hogy te már ideérkeztél, tehát nem két lépésre vagy tőle, és bizonyos időbe telik, amíg tehetsz valamit a kérésére.	Nghĩa là nàng cho rằng cậu có thời gian để đáp ứng lời kêu cứu của nàng.
Ennek ellenére táviratozott, ami azt jelenti, hogy nem tartja hiábavalónak az üzenetet.	Cậu hãy bình tĩnh, hãy tin vào kết cục tốt đẹp của chuyến phiêu lưu này.
A két kapitány azonnal Allègre ezredeshez sietett, és jelentették azt a rendkívüli eseményt, amelynek tanúi voltak.	Hai viên đại úy lập tức đến chỗ đại tá Allègre và kể cho ông nghe về sự kiện tuyệt vời mà họ đã được chứng kiến.
Bizonyítékul bemutatták a Morse-készülék szalagját, amelyről a jeleket Perrigny ismét leolvasta.	Họ trình lên cho ông cuộn băng do máy Morse ghi lại.
- Ebben egy árva szó sincs Barsac úrról - észrevételezte az ezredes.	— Trong này không nói gì về ngài Barsac, – đại tá nhận xét.
- Valóban nincs - válaszolta Perrigny -, de Mornas kisasszonyról van...	— Không, – Perrigny trả lời, – nhưng vì tiểu thư Mornas đi cùng với ông ấy...
- És honnan tudhatja ön; hátha elváltak azóta?	— Ai bảo với các ông là tiểu thư không tách khỏi ông ấy: – đại tá bác lại.
Tökéletesen ismerem Barsac útvonalát, és biztosíthatom önt, nem megy fel a táviratban jelzett szélességi körig.	– Tôi biết rõ hành trình của đoàn Barsac và quả quyết với các ông rằng nó không thể có mặt ở vĩ độ như thế.
Az expedíciónak át kellett haladnia Ouagadougoun, amely körülbelül a tizenkettedik szélességi körön van.	Chuyến đi thị sát phải ngang qua Ouagadougou ở vĩ độ 12 và kết thúc ở Saye, ở vĩ độ 130.
Viszont ez a titokzatos üzenet tizenöt fok ötven percről, szinte tizenhat fokról beszél.	Thế mà bức điện bí ẩn này lại nói về vĩ độ 15050.
Ez a fejtegetés Marcenay kapitánynak is eszébe juttatott valamit:	Lời nhận xét của đại tá khiến cho ký ức của Marcenay hồi sinh.
- Igaza van, ezredes úr - mondta.	— Ngài nói đúng, thưa ngài đại tá.
Most jut eszembe, hogy Sikasso után két-vagy háromszáz kilométerre kellett elválniuk, ahonnan ő északi irányba folytatta volna az útját, mert a Nigert Gaónál akarta elérni.	Tôi nhớ ra rằng tiểu thư Mornas cần phải tách đoàn ở chỗ cách xa Sikasso hai hay ba trăm km và đi lên phía Bắc để tới Niger, gần Gao.
- Akkor más a helyzet - aggályoskodott az ezredes.	— Điều này làm thay đổi tính chất công việc, – đại tá băn khoăn nói.
- Teljesen rendjén való volna, hogy egy expedíciót indítsunk Barsac úr megmentésére, aki képviselő és Franciaország hivatalos ki­küldöttje, de Mornas kisasszonyért, aki elvégre is csak magánszemély...	– Để giải thoát cho Barsac, một dân biểu, một quan chức, thì có thể phái một đoàn đi, nhưng tiểu thư Mornas là thường dân...
- De mégis - érvelt élénken Marcenay -, ha az a parancs hamis, márpedig ezt alapos okunk van feltételezni, akkor Barsac úr is annak a gazembernek az áldozatául esett, aki tőlem átvette a parancsnokságot.	— Tuy nhiên, – Marcenay sôi nổi nhận xét, – nếu lệnh bị giả mạo, thì ngài Barsac thành nạn nhân của tên đê tiện đã thay thế tôi...
- Lehet... lehet... - tétovázott az ezredes -, de mindenesetre erről csak akkor alkothatunk véleményt, ha Bamakóból megkaptam a választ.	— Có thể, có thể...– đại tá nói với vẻ nghi hoặc – Dù sao đi nữa cũng nên đợi thư trả lời từ Bamako.
- Borzalmas!	— Vô vọng!
- kiáltott fel Marcenay elkeseredetten.	– Marcenay đau khổ kêu lên.
- Mégsem hagyhatjuk, hogy a szegény lány elpusztuljon, elvégre tőlem kért segítséget.	– Chúng ta không thể bỏ mặc con người đáng thương đang gọi tôi đến cứu khỏi cái chết.
- Pusztulásról szó sincs - jegyezte meg az ezredes, mert legalább ő megőrizte a nyugalmát.	— Ở đây không có nói về cái chết... Tiểu thư chỉ bị bắt, thế thôi.
Hol van az a bizonyos Blackland?	Còn Blackland đó ở đâu?
- A szélességi fokot ismerjük.	— Nàng đã báo vĩ độ.
- Hát a hosszúságit?	— Nhưng không có kinh độ.
A tizenhatodik szélességi kör előbb átmegy Macinán, aztán a Nigeren, majd belevág a teljesen ismeretlen sivatagba.	Tôi không thể cử một đội đi về hướng này và thí mạng của hai trăm con người để cứu một người.
- Miért kétszázét? - kérdezte meg Marcenay egyre fogyó reménnyel.	– Marcenay hỏi khi thấy rằng mọi hy vọng đã tiêu tan.
- Lehet, hogy kevesebb is megtenné...	– Có thể ít hơn rất nhiều.
A négerek azt állítják, hogy valahol, senki sem tudja, merre, valami csoda­birodalom vagy mi jött létre, amelynek nem a legjobb híre van a bennszülöttek között.	Người da đen nói rằng đâu đó đã thành lập một quốc gia và tiếng tăm của nó không tốt đẹp gì.
És mondja, nem feltűnő önnek az angol hangzású név: Blackland?...	Chẳng lẽ ý nghĩa tiếng Anh của từ "Blackland" không làm cho ông ngạc nhiên hay sao?
- Vagyis ezredes úr elutasít?... - kérdezte Marcenay.	— Thưa ngài đại tá, như vậy là ngài từ chối?
- Sajnálom, de el kell utasítanom - válaszolta az ezredes.	— Tôi lấy làm tiếc, nhưng phải từ chối.
Marcenay kapitány ennek ellenére nem hagyta magát.	Đại úy Marcenay tiếp tục năn nỉ.
Bevallotta az ezredesnek is, úgy, amint Perrignynek, hogy mily érzelmek fűzik Mornas kisasszonyhoz.	Anh đề nghị cho một trăm người mà anh đưa đến đi cùng với anh.
Allègre ezredes hajthatatlan maradt.	Đại tá Allègre không thay đổi ý kiến.
- Vigasztalan vagyok, kapitány úr, igazán vigasztalan, de kötelességem nemleges választ adni.	— Chúng ta sẽ đợi tin tức mới của tiểu thư Mornas.
Az lehet, hogy az ön embereire semmi szükségem, de könnyelműen nincs jogom az életüket kockáztatni.	Nếu tiểu thư đã đánh điện một lần thì có thể sẽ đánh điện lần nữa.
Várjunk, hátha kapunk még egy üzenetet.	— Nhưng nếu tiểu thư không thể?
- kiáltott fel reményvesztetten Marcenay.	Việc đánh điện bị cắt ngang đột ngột.
Az ezredes egy mozdulattal értésükre adta, hogy ez az eshetőség nagyon sajnálatos volna, de az ő elhatározásán semmiképpen sem változtatna.	Đại tá làm điệu bộ tỏ ý vô cùng thông cảm nhưng không thể thay đổi quyết định của mình.
- Akkor egyedül is elindulok - jelentette ki határozottan Marcenay.	— Vậy thì tôi sẽ đi một mình, – Marcenay tuyên bố một cách cương quyết.
- Egyedül?...	— Một mình?
- Téved, megtagadom - válaszolta az ezredes.	— Ngược lại, tôi sẽ từ chối.
Allègre ezredes nem válaszolt azonnal.	Đại tá Allègre không trả lời ngay.
Hosszan szemlélte az alárendeltjét, és látta, hogy nincs egészen beszámítható állapotban.	Ông nhìn viên sĩ quan dưới quyền và hiểu rằng anh ta đang trong tình trạng không bình thường.
Aludjék egyet rá, és holnap jöjjön vissza hozzám.	Dẫu gì thì việc này cũng cần cân nhắc kỹ lưỡng.
Még beszélgetünk róla.	Sáng mai anh hãy lại đây.
De az, szegény, még csak nem is hallotta a barátja szavait.	Hai viên sĩ quan dập gót chào rồi đi ra.
Mikor Marcenay kapitány a lakása ajtajába érkezett, kezet rázott Perrignyvel, aztán bezár­kózott a szobájába.	Sau khi chia tay với bạn, Marcenay khóa trái cửa phòng mình, gieo người xuống giường và bật khóc nức nở.
A katasztrófa	Điện mất không bao lâu.
Ugyanis ennek a mesterkedésnek első áldozata maga Harry Killer lett, aki pedig eleinte nagyon meg volt elégedve magával.	Harry Killer là nạn nhân đầu tiên của cái thủ đoạn mà đầu tiên hắn cứ tưởng là rất khôn khéo.
Viszont, amint nem adott többé áramot az Üzemnek, az Üzem sem nyújthatta a városnak az eddigi szolgáltatásokat.	Của đáng tội, hắn không cung cấp năng lượng cho nhà máy, nhưng chính hắn cũng bị mất điện luôn.
Ez a tartály, amelyből a vizet az egész városba szétosztották, két nap alatt kiürült volna és Blackland ottmarad egy csepp víz nélkül.	Tên chuyên quyền thấy thế yếu nên đã quyết định mở điện lại vào rạng sáng ngày 10 tháng Tư.
Az éjszaka beálltával villamos világítás hiányában, s mivel semmi más világítóeszközük nem volt, az egész város pokoli sötétségbe süllyedt, s ez Harry Killert annál inkább kihozta a sodrából, mert látnia kellett, hogy az Üzem fényárban úszik, és kitűnő harci gépek védelme alatt áll.	Hắn gọi điện cho Marcel Camaret và các vị khách của kỹ sư lại nghe thấy ông nói "vâng", "không", "được thôi", rồi như lần trước, ông bật cười và cắt ngang câu chuyện.
Egyébként ez a hallgatólagos egyezség semmit sem változtatott a fura állapoton.	Nhưng hiệp ước không hề thay đổi tình hình chung.
Harry Killer továbbra is ragaszkodott a foglyok kiadásához, amit Camaret természetesen megtagadott.	Như trước, Harry Killer đòi phải nộp các tù nhân cho hắn, còn Marcel Camaret thì không chịu.
Utolsó beszélgetésük végén Harry Killer arra kérte a mérnököt, hogy továbbra is szállítsa a légisiklók üzemeltetéséhez szükséges folyékony levegőt.	Cuối cuộc nói chuyện, Harry Killer đề nghị kỹ sư cung cấp khí lỏng của ông cho tàu lượn vì hắn không còn giọt nào và bốn mươi chiếc của hắn đã trở thành vô dụng.
Ugyanis a légisiklók ahányszor visszatértek valamilyen küldetésből, a tartályaikat letették az Üzembe, hogy ismét feltöltsék azokat.	Marcel Camaret không muốn phung phí năng lượng dự trữ của mình và cung cấp cho đối thủ vũ khí lợi hại nhất nên đã từ chối dứt khoát.
Harry Killernek tehát semmi üzemanyaga sem volt, s a negyven repülőszerkezet hasz­na­vehetetlenné vált.	Tên chuyên quyền lồng lộn và hắn đã thề là sẽ thuần phục nhà máy bằng cái đói.
Erre a zsarnokot ismét elöntötte a düh, és megesküdött, hogy kiéhezteti az Üzemet.	Lúc ấy ông kỹ sư bỏ ống nghe xuống và chế giễu sự đe dọa đó.
Barsacék viszont annál komolyabban vették a fenyegetést.	Những người khác, trái lại, coi lời hăm dọa ấy rất nghiêm trọng.
Jóllehet az Üzem, hála Camaret legyőzhetetlen védelmi fegyvereinek, valóban bevehetetlen volt, viszont annál inkább hiá­nyoztak a támadó fegyvereik, s ami lett volna, azt Camaret semmiképpen sem akarta bevetni.	Nếu như nhà máy kiên cố được là nhờ các phương tiện bảo vệ do Camaret sáng chế ra, thì ông lại có rất ít phương tiện tấn công, hơn nữa, Camaret cũng không muốn sử dụng những thứ đã có trong tay.
A hadiállapot elvileg a végtelenségig elhúzódhatott volna, csakhogy az Üzemnek egy szép napon az éhség miatt meg kell majd adnia magát.	Với những điều kiện như thế, cuộc bao vây có thể sẽ kéo dài vô tận và sẽ đến ngày cái đói bắt nhà máy phải đầu hàng.
Miután Barsac eme aggodalmát közölte Camaret-vel, az csak megvonta a vállát:	Barsac bày tỏ mối lo ngại của mình với Camaret. Camaret nhún vai.
- Hosszú időre van ellátmányunk - nyugtatta meg a képviselőt.	— Chúng ta sẽ có đủ lương thực trong một thời gian dài, – ông quả quyết.
- Mégis, mennyi időre?	— Bao lâu?
- érdeklődött Barsac.	Barsac gặn hỏi.
Camaret egy bizonytalan kézmozdulattal válaszolt:	— Tôi không biết chính xác.
Ennek azonban semmi jelentősége sincs, mert negyvennyolc óra alatt befejezzük azt a légisiklót, amelyik éppen most van gyártás alatt.	Nhưng điều đó chẳng quan trọng gì đâu vì sau 48 giờ nữa chúng tôi sẽ hoàn tất chiếc tàu lượn đang ở trong hănga của chúng tôi.
Erre a remek fordulatra a foglyok nem számítottak.	Đó là tin vui và bất ngờ nữa.
Egy rendelkezésükre álló légisikló alap­vetően a javukra billentette a mérleget.	Tàu lượn cải thiện tình hình rất nhiều.
De vajon egyetlen ilyen szerkezet elegendő vala­mennyiük megmenekülésére?	Tuy vậy, liệu nó có cứu được họ hay không?
- Az Üzemben több mint száz ember dolgozik - jegyezte meg Barsac.	— Nhà máy có một trăm người, – Barsac nhận xét.
- Akármilyen erős is legyen egy ilyen légisikló, valamennyit mégsem veheti a fedélzetére.	– Chiếc tàu lượn của ông không thể chở đi hết tất cả mọi người.
- A vezetővel együtt tíz személyt szállíthat minden nagyobb nehézség nélkül - válaszolta Camaret.	— Nó chở được mười người, – Camaret trả lời, – như vậy cũng không tồi lắm đâu.
- Természetesen - hagyta helyben Barsac -, de valamennyiünket hogyan húz ki a pácból?	Từ đây đến Saye xa ba trăm năm mươi km và đến Tombouctou xa bảy trăm km.
Mivel csak éjjel repülhetünk, hogy a légitorpedók támadását elkerüljük, így huszonnégy óra alatt Say-ig három, Tombouctouig két utat tehetünk meg.	Vì chúng ta sẽ bay vào ban đêm để tránh mìn bay nên mỗi đêm tàu lượn có thể thực hiện ba chuyến đến Saye hoặc là hai chuyến đến Tombouctou.
Az a százötven fő, amely a gyermekekkel és az asszonyokkal együtt jelenleg az Üzem lakóit jelenti, Say felé öt, Tombouctou felé nyolc nap alatt elszállítható.	Một trăm năm mươi người của nhà máy, nếu kể cả phụ nữ và trẻ em, sẽ được chở đi hết trong năm ngày đêm, nếu đến Saye và trong tám ngày đêm nếu đến Tombouctou.
E fényes kilátások jelentősen csökkentették az aggodalmukat, amelyet Harry Killer fenyege­tőzése okozott.	Thông báo về kế hoạch hoàn toàn hiện thực này đã làm giảm bớt nỗi lo sợ do những lời đe dọa của Harry Killer gây ra và tất cả mọi người bắt đầu sốt ruột chờ dịp thực hiện nó.
Az ostromlottak most már türelmetlenül várták a terv kivitelezését.	Hai ngày đối với những người bị vây hãm dường như vô tận.
- Egyszerű az egész - fogott a magyarázatba Poncin úr -, íme, egy spenóttő.	Công việc không đáng kể nên chưa đầy hai ngày đêm đã làm xong.
Ott arrébb az a karfiol, annak négy négyzetdeciméter hely kell.	Rạng sáng ngày thứ ba, sự mong đợi căng thẳng đã qua đi.
Hasonló­képpen megmértem a növények naponkénti növekedését is.	Không ai chịu bỏ lỡ buổi biểu diễn, mặc dù trời còn rất sớm.
Például ez a saláta tegnap óta pontosan négy grammal és kilencszázhuszonhét milligrammal lett súlyosabb.	Khi mọi người tập trung đông đủ trong vườn thì tàu lượn đã được công nhân chuyển đến đó rồi.
- Tagadhatatlan, hogy kolosszális kalkuláció!	Viên kỹ sư bước lên sàn tháp và mở máy.
- Ez az a szolgálat, amelyet a tudomány megtehet, s így nem vész kárba az az idő, amelyet fogolyként töltünk el itt.	Mấy phút dài đằng đẵng đối với người xem sợ bị thất vọng đã trôi qua.
Nagy nehezen eltelt 10-e, s aztán 11-e is.	Họ mãn nguyện tức thì.
Délután öt óra körül jelentették Camaret-nek, hogy a szivattyú, amely a folyóból a vizet felhúzza, nem működik.	Chiếc máy cất lên nhẹ nhàng, rồi sau khi xòe cánh nó lao đi trên trời và quay trở lại chỗ xuất phát.
Könnyen elképzelhető, hogy senki sem hiányzott a találkozóról, pedig annak időpontját Marcel Camaret a kora hajnali órára tette.	Để cho mười người ngồi lên tàu lượn, Marcel Camaret lại cất cánh và bay ba vòng trên khu vườn.
A tudós mindenben a szavának állt.	Cuộc thử nghiệm kết thúc.
Mikor a vendégek a géppróba színhelyére érkeztek, a légisikló már a felszállási helyen állt, oda vontatták a gépépítő munkások.	— Hôm nay, lúc chín giờ tối, nhóm đầu tiên sẽ xuất phát, – Camaret tuyên bố khi bước từ sàn tháp xuống.
De nemsokára mindenki megnyu­godott.	Mấy giờ nữa cơn ác mộng sẽ tiêu tan.
A próbarepülés remekül sikerült.	Họ sẽ được tự do.
Néhány óra, és vége az egész rémálomnak.	Mọi người chúc mừng lẫn nhau.
Mivel az Üzem szolgáltatásaira még több napig szükségük lesz, a szorgos munka ezután sem szünetelt.	Các công nhân cơ khí đưa tàu lượn về hănga để chuẩn bị cho chuyến bay tối nay đến Tombouctou.
Április 12-én főleg a szivattyú leszerelésén serénykedtek.	Công việc ở nhà máy không hề đình trệ.
A hibás működés okát tehát máshol kell keresnie, de előbb ki kell adnia az utasítást, hogy a szivattyút szereljék vissza, amihez menten hozzá is fogtak.	Ngày mười hai đã tháo xong chiếc bơm, nó không hư hỏng gì nên chỉ còn mỗi một việc là phải lắp lại.
Este fél kilenckor már teljesen besötétedett. Marcel Camaret jelt adott a felkészülésre.	Tám giờ rưỡi tối, trời đã tối hẳn và Marcel Camaret ra lệnh xuất phát.
A Harry Killer karmai közül kiszabaduló öt fogoly és két munkás felesége, akik az első járatba voltak beosztva, a kertben várakoztak, ahonnan egy kipróbált pilótával a légisiklónak fel kellett szállnia.	Trước đấy, tám tù nhân và hai phụ nữ, là vợ công nhân, đã đứng đợi trong khu vườn mà tàu lượn sẽ phải cất cánh từ đó.
Miután meghallgatták vezetőjük utasításait, tíz szerelő indult a hangár felé, és ki­nyitották annak az ajtaját...	Theo lệnh của thủ trưởng, mười hai công nhân cơ khí tiến về phía hănga.
A hangár úgy omlott össze, mint egy kártyavár.	Hănga sụp xuống như ngôi nhà làm bằng carton.
Helyében csak egy romhalmaz maradt.	Ở chỗ của nó là một đống đổ nát.
Pillanatnyi megrökönyödés után mindenki a tíz munkás segítségére rohant.	Sau phút sững sờ hoàn toàn chính đáng, mọi người lao vào cứu công nhân.
Szerencsére a rob­ba­nás azelőtt történt, hogy ők a hangárba léptek volna; úgyhogy egyetlen könnyebb sebesülés kivételével, valamennyien megúszták ép bőrrel.	May thay, chỉ có một người trong bọn họ bị thương nhẹ, còn những người khác vẫn nguyên vẹn vì họ chưa kịp bước vào hănga.
Jóllehet az ostromlottakat emberveszteség nem érte, mégis nagy szerencsétlenség, talán vég­zetes veszedelem szakadt a nyakukba.	Mặc dù là không phải khóc thương ai, song những người bị vây hãm đã bị một nỗi bất hạnh lớn lao, không sao cứu vãn nổi.
