Eugénie Grandet	Nguyên tác tiếng Pháp: Eugénie Grandet
- Igaz.	- Vâng.
- Okvetlenül ma kell foglalkoznunk ezekkel az ügyekkel, apám?	- Thưa cha, có cần lắm đến nỗi phải giở ra bàn ngay hôm nay không?
Nem hiszem, hogy fájdalmat akarnál okozni nekem.	Cha thiết tưởng con không nỡ làm phiền lòng cha.
- Ó, apám!...	- Chao ôi!
- Nos, mindent el kell rendeznünk még ma este.	Thưa cha... - Bởi thế, phải xếp đặt mọi công việc ổn thỏa ngay tối nay.
- Mi a teendőm?	- Thế cha cần con làm những việc gì đây ạ?
- Ez már nem rám tartozik, picikém... Mondja el neki, Cruchot!	- Ồ, con gái ạ, việc ấy không can gì đến cha - Ông Cruyso, ông nói đi.
- Kisasszony, az ön apjaura nem szeretné sem megosztani, sem eladni a jószágát, és nem akar hatalmas illetéket sem fizetni a birtokában levő készpénz után.	- Cô ạ, ông thân cô không muốn chia của, không muốn bán gia sản cũng không muốn trả những món thuế kếch xù về khoản tiền mặt của ông.
Következésképp önnek le kellene mondania róla, hogy leltárt vegyenek fel az egész vagyonról, amely jelenleg osztatlan kettejük között...	Muốn được vậy thì miễn lên thông kê cái gia tài hiện nay là của chung của ông cụ và cô.
- Hadd fejezzem be, Grandet!	- Ông để mặc tôi, ông Grangde.
- De hát, Cruchot úr, mi az én teendőm?	Ogieni nóng ruột hỏi:
- kérdezte türelmét vesztve Eugénie.	- Nhưng thưa ông, ông hãy bảo cho tôi biết tôi cần phải làm gì mới được chứ?
- Nos - szólt a közjegyző -, alá kellene írnia ezt az okiratot, amelyben lemond az édesanyja hagyatékáról, és apjának engedi át közös, osztatlan vagyonuk haszonélvezetét, ön tehát birto­kos­társ, de nem részesedik a haszonból...	- Thế này ạ, cô cần ký vào cái tờ giao ước ấy, cô cam kết không đòi quyền thừa kế gia tài của mẹ cô và để cho cha cô hưởng quyền lợi của cái gia tài không chia ấy, ngược lại, ông thân cô bảo đảm quyền sở hữu của cô...
- Egy szót se értek abból, amit mond - felelte Eugénie -, adja ide az okiratot, és mutassa meg, hol kell aláírnom.	- Tôi chả hiểu tí gì trong những điều ông nói.
És akkor én minden hónapban juttat­nék neked egy szép kerek százfrankos járadékot.	Sự xúc động mãnh liệt đến nỗi làm cho ông ta đổ mồ hôi trán, phải đưa bàn tay lên chùi.
Havi száz frank livre-ben?	Mỗi tháng một trăm phorang bạc nén?
- Megteszek mindent, amit kíván, apám.	- Thưa cha, cha muốn con làm thế nào thì con làm thế ấy.
- Kisasszony - szólt a közjegyző -, kötelességem figyelmeztetni, hogy megfosztja magát a...	- Thưa cô, ông chưởng khế nói, - Tôi có bổn phận phải vạch cho cô rõ cô làm thế là tự tước bỏ gia tài...
- Istenem, törődök is vele!	- Chao ôi, đối với tôi cái đó có là gì!
- válaszolta a lány.	Grangde bảo:
- Hallgass, Cruchot!...	- Ông im đi, im đi, ông Cruyso.
- kiáltotta Grandet, megragadta lánya kezét, és belecsapott.	- Nói rồi là rồi đấy nhé!
- Ugye, nem vonod vissza az ígéretedet, Eugénie; becsületes lány vagy, he?	Ogieni con ơi, con sẽ không sai lời hứa con nhé, con là một đứa con gái đứng đắn phải không?
- Ó, apám!...	- Ôi cha ơi!
Az egész élet üzlet.	Đời là một công việc làm ăn thôi.
Meg­áldalak!	Cha cầu phúc cho con!
Erényes lány vagy, szereted az apádat.	Từ rày thì con muốn làm gì tùy con.
- Gondoskodjék róla, hogy jól készítsék el a lemondó nyilatkozatot a törvényszéki irodán.	Ông hãy chuẩn bị cho chu đáo cái tờ khai từ bỏ quyền thừa kế ở phòng lục sự tòa án.
Másnap délfelé Eugénie aláírta a nyilatkozatot, s ezzel kisemmizte magát az örökségből.	Trưa hôm sau, Ogieni ký tờ khai tự mình truất bỏ quyền lợi của mình.
Az első év végéig az öreg kádármester egyetlen garast sem adott a lányának az ünnepélyesen, becsületszóra megígért száz frankból.	Tuy thế, hết năm thứ nhất, Grangde vẫn chưa cho Ogieni xu nào trên món trợ cấp một trăm phorang mỗi tháng mà ông trịnh trọng hứa với con.
- Tessék, kicsim - mondta kajánul -, elfogadnád ezt az ezerkétszáz frankodért?	- Này con gái, con có ưng lấy chỗ này khấu vào cái khoản một nghìn hai trăm phorang của con không?
- Ó, apám, csakugyan nekem adná?	- Ồ, thưa cha, thật ư?
Hanem azért az öregember - noha még jó erőben volt - szükségét érezte, hogy beavassa lányát a háztartás rejtelmeibe.	Ông vừa nói vừa xoa hai bàn tay vào nhau, sung sướng vì đã đầu cơ được tình cảm của con.
Lassan, fokozatosan megtanította szőlős­kert­jeinek és tanyáinak nevére, területük nagyságára.	Ông ta lần lượt bày cho con biết tên các trại ấp, cùng với chi tiết những tài sản ở mỗi nơi.
A harmadik évben már úgy hozzászoktatta a fösvénységhez, és oly eredményesen ültette át belé, hogy minden aggály nélkül rábízta éléstára kulcsait, és elismertette a ház gazdasszonyának.	Đến năm thứ ba ông đã dập khuôn nàng theo nếp hà tiện của ông, ông đã biến bài học thành tập quán sâu sắc đến nỗi có thể giao quyền chi dụng trong nhà cho nàng, và phong nàng làm bà nội trợ không ngại gì hết.
Öt esztendő telt el anélkül, hogy valamely esemény maradandó nyomot hagyott volna Eugénie és az apja egyhangú életében.	Năm năm trôi qua, trong cuộc đời đơn điệu của cha con Ogieni không xảy ra biến cố nào đáng kể.
Minden nap egyforma ténykedéssel, az ódon falióra gépies pontosságával múlt el.	Họ làm đi làm lại bấy nhiêu công việc hàng ngày, đều đặn như chiếc quả lắc của chiếc đồng hồ treo.
Senki számára sem volt titok Eugénie kisasszony mélységes bánata; de ha mindenki gyanította is a bánat okát, a gazdag örökösnő soha egyetlen szóval nem adott tápot azoknak a sejtéseknek, amelyek saumuri körökben elterjedtek az ő lelkiállapotáról.	Vẻ sầu tư thấm thía của Ogieni ai cũng thấy; nhưng nếu ai cũng cảm thấy lý do thì trái lại tự nàng không bao giờ nói hở ra một tiếng có thể làm cho công chúng Xomuya tin chắc điều phỏng đoán của mình.
Társasága csupán a három Cruchot-ból és ezek egynéhány barátjából állt, akiket észrevétlenül bevezettek a házba.	Khách khứa tới lui chỉ có ba ông Cruyso và một vài thân bằng của họ do dần dà đưa đến.
A vendégek megtanították whistezni, és minden este eljöttek játszani.	Họ tập cho nàng đánh bài Anh và tối tối đến chơi bài với nàng.
1827-ben, Grandet ereje megfogyatkozván, úgy érezte, be kell avatnia a lányát a földbirtokai titkaiba is, és meghagyta Eugénie-nek, hogy ha nehézségei támadnak, bízza magát Cruchot-ra; a közjegyző becsületességében nem kételkedett.	Trong năm 1827, cha nàng cảm thấy bệnh tật trĩu người, bắt buộc phải nói cho nàng biết những điều lâu nay ông ta giấu kín về tình hình bất đống sản; ông ta bảo nếu gặp khó khăn thì phải nhờ cậy ông chưởng khế Cruyso, lòng trung thực của ông này, ông ta đã biết rõ.
Ugyanez év vége felé a hetvenkilenc éves jóembert szélütés érte, s rohamosan romlott az állapota.	Rồi cuối năm ấy, là năm ông ta tám mươi hai tuổi, Grangde mắc bệnh bại liệt.
Bergerin úr lemondott a betegéről.	Bệnh tình ông tăng rất nhanh.
A tudat, hogy nemsokára egyedül marad a világban, Eugénie-t még közelebb hozta az apjához, még szorosabbra fűzte ezt az utolsó érzelmi köteléket.	Thầy thuốc Becgioranh quyết đoán rằng ông ta không thể sống cảnh cô quạnh trên đời, nên nàng như dịch lại gần cha hơn và siết chặt cái khâu cuối cùng của sợi dây thân ái.
Gondolatvilágában, mint minden szerelmes nő gondolatvilágában, a szerelem volt a mindenség; és Charles messze járt.	Nàng chí tình, trí hiếu chăm sóc cha già, chú ý từng li từng tí.
Valósággal felmagasztosult, ahogy gondoskodással, figyelemmel vette körül öreg apját, akinek a szellemi képességei hanyatlóban voltak, de ösztönös fösvénysége ép maradt.	Grangde thì mọi năng khiếu trí óc bắt đầu xuống, nhưng về tính keo kiệt ham của thì vẫn tồn tại như một bản năng.
Reggel szobájának a kandallója és nyilván arannyal teli dolgozószobájának az ajtaja közé tolatta magát.	Cứ sáng ra, ông bắt đầu đẩy chiếc ghế bành có cái bánh xe đến khoảng cách giữa bệ sưởi ở buồng nằm và cái cửa buồng làm việc có lẽ đầy ắp vàng.
Ott ült mozdulatlanul, de szemét szorongva jártatta hol a látogatókon, hol a vasalt ajtón.	Ông ngồi ở đó, không nhúc nhích, nhưng cặp mắt lo lắng hết nhìn những khách đến thăm, lại nhìn cái cửa bọc sắt.
A legcsekélyebb zörej okáról is beszámoltatott; a közjegyző megdöbbenésére még azt is meghallotta, ha a kutyája ásított az udvaron.	Nghe một tiếng động nhỏ, ông cũng hỏi cho biết đó là tiếng gì; ông chưởng khế ngạc nhiên hết sức khi thấy Grangde nghe được cả tiếng con chó ngáp ở ngoài sân.
Azokon a napokon és azokban az órákban, amikor át kellett vennie a bérleti díjakat, el kellett számolnia a majorosokkal, vagy nyugtákat kellett kiállítania, fölocsúdott látszólagos eszméletlenségéből.	Bình thường ông có vẻ như mê mẩn, nhưng cứ đến ngày giờ thu tô, tính sổ với tá điền, làm giấy biên nhận thì ông tỉnh lại.
Ilyenkor addig izgett-mozgott a tolószékében, amíg oda nem került a dolgozószobájának ajtaja elé.	Lúc ấy ông lắc cái ghế bành xe kỳ cho đến khi nó đến đỗ trước cửa buồng làm việc.
A lányával kinyittatta az ajtót, és őrködött, míg Eugénie saját kezűleg egymásra nem halmozta a pénzes zacskókat, és be nem zárta az ajtót.	Ông bảo con gái mở cửa buồng và trông nom cho tự tay nàng bí mật xếp các bị bạc lên nhau, rồi tự tay nàng khóa cửa buồng lại.
Végül elkövetkeztek a haláltusa napjai, a kádármester erős szervezete viaskodott az enyészettel.	Cơ thể rắn chắc của Grangde phải đương đầu với sức hủy hoại của tự nhiên.
Mindig ott akart ülni a kandalló sarkánál a dolgozószoba ajtajával szemben.	Ông ta cứ muốn ngồi cạnh lò sưởi của mình trước của buồng đóng kín của mình.
Magára húzott, maga köré csavart minden ráterített takarót, és azt mondogatta Nanonnak:	Tất cả những tấm chăn người ta đắp lên người ông, ông đều kéo vào lòng, cuộn lại và bảo mụ Nanong:
- Szorosabbra, még szorosabbra, el ne raboljanak!	- Cất đi, cất cái này đi không thì người ta đánh cắp của tao đấy.
Ami élet még volt benne, az mind a szemébe menekült, és ha ki tudta nyitni a szemét, tekintetét rögtön a dolgozószoba ajtaja felé fordította, amely mögött a kincsei rejtőztek.	Những khi ông mở được cặp mắt thu tóm hết tất cả sinh lực còn sót lại trong người, thì lập tức ông quay nhìn về phía cái cửa buồng chất vàng bạc của ông và hỏi con gái, giọng lạc đi vì một niềm kinh sợ không cùng:
- Megvannak még, megvannak?	- Các cái bị còn ở đấy không?
- Igen, apám.	- Thưa cha, còn ạ.
- Őrizd az aranyat!...	- Phải canh giữ vàng!...
Tégy elém aranyat!	Đem vàng để trước mặt cha đi!
- Áldjon meg, apám - kérte.	- Thưa cha, xin cha ban phúc cho con.
- Vigyázz mindenre!	- Con coi ngó trong ngoài chu đáo nhé!
Elszámolsz velem odafönt - mondta Grandet, utolsó szavaival is bizonyítva, hogy a legjobb, ha a fösvény keresztény vallású.	Nói lời cuối cùng ấy, ông Grangde chứng minh rằng đạo Thiên chúa phải là đạo của những người keo kiệt.
Apja halála után Eugénie megtudta Cruchot-tól, hogy a saumuri járásban elterülő földbir­tokaiból háromszázezer frankos évjáradékot húz, további hatmilliója évi három százalékot kamatozó hatvanfrankos kötvényekben fekszik (a kötvények ekkor hetvenhét frankot értek), ezenkívül van kétmilliója aranyban és százezer frankja tallérban, nem számolva az esedékes bérleti díjakat.	Sau khi Grangde chết, ông chưởng khế Cruyso cho Ogieni biết rằng gia sản của nàng trong phạm vi quận Xomuya thu hoa lợi mỗi năm ba mươi vạn phorang, ngoài ra nàng còn có sáu triệu gửi thực lợi với lãi suất ba phần trên những phiếu mua với giá trị thực tế là sáu mươi phorang nhưng nay đã lên bảy mươi phorang (thêm vào đó một số vàng trị giá hai triệu phorang và mười vạn phorang bằng equy, đó là chưa kể những khoản thu sắp đến kỳ hạn).
A becslések szerint javainak összessége tizenkétmillióra rúgott.	Tổng kết gia tài Ogieni lên tới con số mười bảy triệu.
"Hol lehet az unokatestvérem?" - tűnődött Eugénie.	Nàng tự nhủ: - Thế mà Saclo thì lại ở đâu kia?
Azután, hogy Cruchot mester felvilá­gosította róla Eugénie-t, hogy mekkora vagyont örökölt, és hogy a vagyonnal immár szabadon rendelkezik, a lány kettesben maradt Nanonnal.	Cái hôm ông chưởng khế Cruyso giao cho Ogieni bản liệt kê di sản rõ ràng và không mắc míu gì thì Ogieni ngồi một mình với mụ Nanong, mỗi người một bên lò sưởi.
A kandalló két sarkánál üldögéltek az üressé vált szálában, ahol minden a múltat idézte a magasított széktől, amelyen az anyja üldögélt, a pohárig, amelyből Charles ivott.	Trong gian phòng trống trải vật gì cũng gợi lại những chuyện ngày xưa, từ cái ghế tựa có đế mẹ nàng thường ngồi đến cái cốc thủy tinh Saclo uống nước.
- Magunkra maradtunk, Nanon!	- Chị Nanong ơi. Chúng ta cô quạnh quá.
- A tenger választ el tőle - mondta Eugénie.	- Từ ta đến chàng là biển cả muôn trùng, chị Nanong ạ.
Miközben a szegény örökösnő így kesergett öreg szolgálója társaságában a hideg és komor házban, amely számára a világegyetem volt, Nantes-tól Orléans-ig másról se beszéltek, csak a Grandet kisasszony tizenkétmilliójáról.	Trong lúc cô thừa kế đáng thương sụt sùi với người ở trong cái nhà lạnh lẽo tối tăm đối với cô ta là cả vũ trụ, thì khắp vùng từ Nangto tới Oocleang, người ta chỉ bàn tán về cái gia sản mười bảy triệu của cô.
Egy szűk hónapig viselte még a pártát, aztán Antoine Cornoiller oltalma alatt asszonysorba lépett, a férj meg Grandet kisasszony főintézőjévé lépett elő.	Bởi vậy, không đầy một tháng sau, mụ đã từ đời con gái bước sang đời người đàn bà, gửi thân cho lão Angtoan Coocnoie.
Cornoiller-nénak hatalmas előnye volt kortársaival szemben.	Coonoie được cử làm tổng giám thị đất ruộng của cô Grangde.
Jóllehet ötvenkilenc éves volt, nem látszott negy­ven­nél többnek.	So với những bạn đồng lứa, bà Coocnoie có một điểm hơn hẳn.
Vaskos arcvonásai ellenálltak az idő ostromának.	Những nét thô kệch của bà lại chịu đựng thắng lợi với thời gian.
Hála szerzetesi élet­rend­jének, fittyet hányhatott az öregségnek, makkegészséges volt, az arca rózsás maradt.	Nhờ nếp sống khắc khổ như tu viện, bà ta bất chấp tuổi già, cứ giữ mãi nước da hồng hào và sức khỏe chắc nịch.
Talán sohasem volt olyan szemrevaló, mint esküvője napján.	Có lẽ suốt đời chưa lúc nào trông bà dễ coi như lúc đi lấy chồng.
A csúnyasága most kamatozott, terebélyes, kövér, erős volt, elpusztíthatatlan arca boldogságtól ragyogott: néhányan irigyelni kezdték Cornoiller sorsát.	Xấu xí thế bây giờ lại hóa hay, thân hình bà trông to béo đầy đặn, vẻ hạnh phúc hiện trên khuôn mặt không hề bị phá hoại chút nào.
- Színtartó anyagból van - mondta a posztókereskedő.	Anh hàng muối thêm: - Mụ ấy sẽ chửa đẻ cho mà xem.
- Akár gyereket is szül, ha akar - mondta a sókereskedő -, tisztesség ne essék szólván, olyan jól van tartósítva, mintha sós pácban lett volna.	Trông mụ vẫn nguyên lành như - xin lỗi các bác - như con cá mắm vậy. Một láng giềng khác nói:
- Nanon gazdag, jól jár ez a Cornoiller fiú - mondta egy másik szomszéd.	- Thằng cha Coocnoie vớ bở, mụ ấy giàu lắm.
Amikor Nanon kilépett az öreg házból, hogy a kanyargós utcán lemenjen a plébánia­templomba, mindenki jókívánságokkal halmozta el, hiszen az egész szomszédság szerette.	Từ cái nhà cũ kỹ bước ra, lần theo con đường khúc khuỷu để đến nhà thờ, mụ Nanong nghe toàn những lời khen ngợi bởi vì hàng xóm láng giềng ai cũng mến mụ.
Eugénie-től három tizenkét személyes étkészletet kapott nászajándékba.	Ogieni mừng cưới mụ ba mươi sáu bộ đồ ăn.
Cornoiller-t úgy meglepte ez a bőkezűség, hogy könnyekkel a szemében beszélt úrnőjéről: négyfelé vágatta volna magát érte.	Lão Coocnoie kinh ngạc về sự hào phóng ấy, lúc nào nói đến cô chủ cũng rơm rớm nước mắt: dù xương tan thịt nát vì chủ, lão cũng sẵn sàng liều thân.
Meg aztán két cselédnek parancsolhatott, egy szakácsnőnek meg egy szobalánynak, ez utóbbinak az volt a feladata, hogy a ház fehérneműjét rendben tartsa, és megvarrja a kisasszony ruháit.	Bà lại được sai bảo hai anh bồi, một chị bếp, một chị hầu buồng để vá đụp quần áo trong nhà và cắt may áo dài cho Ogieni.
Cornoiller csősz és főintéző volt egy személyben.	Coocnoie thì kiêm hai chức vụ giám thị và quản lý.
Fölösleges is mondani, hogy a Nanon által kiválasztott szakácsnő és szobalány valóságos gyöngyszem volt.	Có lẽ không cần phải nói rằng chị bếp và chị hầu buồng do bà Nanong chọn là những viên ngọc.
Grandet kisasszonynak tehát négy határtalanul odaadó szolgálója lett.	Và như thế là cô Grangde có bốn người tay chân trung thành không bờ bến.
Eugénie harmincéves lett, és még semmi öröme nem volt az életben.	Đến ba mươi tuổi, Ogieni vẫn chưa từng nếm qua một cảnh lạc thú nào ở đời.
Fénytelen, szomorú gyerekkora olyan anya oldalán telt el, akinek félreismert, sebzett szíve szüntelenül szenvedett.	Tuổi ấu thơ buồn nhạt của nàng đã trôi qua bên cạnh một bà mẹ luôn luôn đau khổ vì người ta không hiểu mình, người ta giày vò quả tim mình.
Első és egyetlen szerelme a bánat forrása volt Eugénie számára.	Mối tình đầu, mối tình duy nhất của Ogieni chỉ làm cho nàng sầu muộn.
Ez a szerelem, amelyet apja megátkozott, jószerint anyja életébe került, és csupán törékeny reményekkel vegyes fájdalmat okozott Eugénie-nek.	Mối tình ấy, cha nàng nguyền rủa; nó làm cho mẹ nàng hầu như chết vì nó; nó mang lại cho nàng nhiều đau khổ với một ít hy vọng mong manh.
Így hát eladdig erejét tékozolva iramodott a boldogság nyomába, és nem volt miből új erőt merítenie.	Như thế là đến nay nàng đã mất nhiều công sức để vượt lên tìm hạnh phúc, mà công sức ấy không được đền bù.
A lélek életében, csakúgy, mint a testében, van kilégzés és belégzés: a léleknek magába kell szívnia, át kell hasonítania egy másik lélek érzelmeit, hogy aztán annál dúsabban térítse vissza őket.	Tâm hồn cũng hô hấp như cơ thể: mỗi tâm hồn cần hấp thu tình cảm của một tâm hồn khác, biến nó thành tình cảm của mình để trả trở lại cho người ta phong phú hơn xưa.
E szép emberi jelenség nélkül nincs élet a szívben; a szív fuldoklik, szenved, elsorvad.	Không có sự trao đổi đẹp đẽ thường tình ấy thì quả tim không sống được.
Eugénie szenvedni kezdett.	Ogieni bắt đầu buồn khổ.
Számára a vagyon nem volt se hatalom, se vigasz; őt csak a szerelem meg a vallás éltethette, a jövőbe vetett hit.	Nếu không có tình yêu, không có đạo Chúa, không có đức tin ở tương lai thì nàng không thể sống.
Az örökkévalóságot a szerelem tárta fel előtte.	Tình yêu làm cho nàng hiểu cái vũ trụ vô thủy vô chung.
A szíve és az evangélium két eljövendő világot ígért.	Quả tim nàng cùng với quyển Kinh Thánh đã vạch cho nàng hai thế giới ao ước.
Éjjel-nappal két végtelen eszme mélységeibe merült, s a két gondolat talán eggyé forrt össze benne.	Ngày đêm hồn nàng vật vờ trong hai cõi vô tận ấy, hai nhưng đối với nàng có lẽ chỉ một.
Befelé fordult, szerelmes volt, és azt hitte, a férfi viszontszereti.	Yêu và tin là mình được yêu, nàng thu mình vào đời sống bên trong.
Hét év alatt mindent elárasztott a szenvedélye.	Từ bảy năm nay mối tình của nàng át tất cả.
A kincse nem az a sok millió volt, amelynek a hozama egyre csak halmozódott, hanem a Charles ládi­ká­ja, az ágya fölé függesztett két arckép, az apjától visszavásárolt ékszerek, amelyeket büsz­kén rakosgatott szét a kis szekrény vattával bélelt fiókjában, a nagynénje gyűszűje, amelyet édesanyja használt, és amelyet most ő mindennap áhítatosan elővett, hogy egy hímzésen dolgozzék: e Pénelopé-munkába csupán azért fogott, hogy az ujjára húzhassa az emléket ébresztő aranygyűszűt.	Kho báu của nàng không phải là những triệu bạc mà lợi tức mỗi năm mỗi chồng chất lên cao; kho báu của nàng chính là cái hộp của Saclo, là hai bức chân dung treo trên giường nằm, là những thứ trang sức chuộc từ tay cha, xếp kiêu hãnh trên một lớp bông mịn, trong ngăn kéo cái tủ cổ xưa; là cái bao ngón của bà thím đã qua tay mẹ nàng dùng, mà ngày ngày nàng kính cẩn mang vào để tiếp tục bức thêu dang dở; bức thêu kia cũng như tấm gấm nàng Penelop dệt mãi không thành, nàng bày ra làm chẳng qua chỉ để đeo vào tay chút vàng mang nhiều kỷ niệm ấy.
Valószínűtlennek látszott, hogy Grandet kisasszony férjhez menne, amíg a gyászév le nem telik.	Ở nhà nàng, mỗi buổi tối, gian phòng khách lại đầy những tay trung thành và sốt sắng nhất trong phái Cruyso.
Közismert volt kegyeletes vallásossága.	Họ lấy hơi ra sức tâng bốc cô chủ nhà bằng đủ các giọng điệu.
Ennek megfelelően a Cruchot család, amelynek a politikáját bölcsen irányította az öreg abbé, beérte azzal, hogy szíves gondoskodással halmozva el, behálózza a gazdag örökösnőt.	Nàng cũng có quan thái y túc trực, quan tư tế đại thần, quan điện tiền thị vệ, bà đệ nhất nghi lễ phu nhân, quan tể tướng, quan tư khấu, một vị tư khấu chỉ trực tâu bày tất cả với nàng.
Királynő volt, a legbuzgób­ban körülhízelgett királynő a világon.	Sự nịnh hót bao giờ cũng hàm ý vụ lợi.
A hízelkedés sohasem fertőzi meg a nemes szívet, csak a kisszerű emberek sajátja, akik szántszándékkal még kisebbre zsugorodnak, hogy befér­kőz­zenek annak a személynek az életkörébe, aki körül legyeskednek.	Những nhân vật mỗi buổi tối đến ngồi lổm ngổm ở nhà cô Grangde, mà họ gọi tên là tiểu thư Đo Phoroaphong, đã tài tình tìm được cách dội lời tán tụng xuống người cô như mưa.
A hízelgés önös érdekeket feltételez.	Bản hợp xướng ngọt ngào, lúc đầu mới lạ làm cho Ogieni xấu hổ.
Ekként azok, akik minden este benépesítették Grandet kisasszony (vagy ahogy ők nevezték: de Froidfond kisasszony) termét, magasztaló hódolattal halmozták el Eugénie-t. Ez a dicshimnuszkoncert, amely újdonság volt a számára, elébb pirulásra késztette a lányt, ám bármily otrombák voltak is a bókok, a füle észrevétlenül hozzászokott a szépsége dicséreté­hez, úgyhogy ha egy jövevény csúnyának találta volna, ez a becsmérlés érzékenyebben érintette volna, mint nyolc évvel korábban.	Nhưng dần dần, và mặc dù những lời tán tụng sắc đẹp của nàng quá sống sượng, nàng nghe cũng quen tai, cho đến nỗi giá có người nào mới đến bảo nàng xấu xí thì nàng sẽ lấy làm vô cùng khổ tâm hơn là nghe như thế tám năm về trước.
Végül már örült a hízelgésnek, és titkon bálványa lába elé tette.	Cuối cùng nàng cũng đâm ra ưa những lời đường mật ấy và kín đáo mang đặt dưới chân thần tượng xa xôi.
Lassanként megszokta, hogy úgy bánnak vele, mint egy királynővel, és hogy udvartartása estéről estére benépesül.	Được tôn nữ hoàng, nàng dần dà quen đi, và quen thấy cái sân chầu của mình tối nào cũng đủ mặt bá quan.
De Bonfons elnök úr volt a kis társaság hőse, a vendégek szüntelenül az ő szellemét, küllemét, műveltségét, szeretetreméltóságát méltatták.	Quan chánh án Đo Bongphong là tay kiệt hiệt giữa triều; người ta luôn tán tụng quan thông minh tuấn tú, đọc thông vạn quyển, lịch sự với mọi người.
- Tudja-e, kisasszony - mondta az egyik bennfentes -, hogy a Cruchot-knak negyvenezer frank évi jövedelme van?	- Thưa tiểu thư, tiểu thư có biết rằng gia tài của ba ông Cruyso gộp lại có đến bốn vạn phorang lợi tức đồng niên không?
- Hát még a megtakarított pénzük!	Cô Gricobua già cùng cánh với họ Cruyso thêm:
- tette hozzá egy kipróbált cruchotista, de Gribeaucourt kis­asszony.	- Còn tiền dành dụm của họ nữa.
- Egy párizsi úr legutóbb kétszázezer frankot ajánlott fel Cruchot úrnak a közjegyzői irodájáért.	Một ông ở Pari về vừa rồi đã trả mua phòng trưởng khế của ông Cruyso hai mươi vạn phorang.
Ha ugyanis békebírónak nevezik ki, el kell adnia a klientéláját.	Nếu được bổ làm quan tòa tạp tụng thì ông ấy sẽ bán phòng trưởng khế.
- Hát igen, rendkívüli ember - szólt valaki.	Quan có nhiều phương tiện quá không thể không hiển đạt.
- Ugye ön is így véli, kisasszony?	- Vâng, một người khác xen vào, ông ấy quả thật là một nhân vật lỗi lạc.
Egyszóval, ha eltekintünk a jelenlévők számától, ha a tombolát whisttel helyettesítjük, és ha megfeledkezünk az öreg Grandet házaspárról, az imént vázolt kép alig különbözik a haj­danitól.	Tóm lại, cảnh buổi tối ở nhà Grangde ngày nay cũng không khác gì ngày xưa, duy vắng mặt ông bà Grangde, khách khứa đông hơn và đánh bài Anh chứ không đánh lô tô nữa.
A falka változatlanul üldözte Eugénie-t és a millióit; csak épp ez a falka hangosabban kerítette be zsákmányát.	Đoàn chó săn vẫn đuổi sát Ogieni và những triệu bạc của cô, tuy đoàn chó bây giờ đông hơn, đánh hay hơn, và nhất tề bao vây con thú.
Ha Charles betoppant volna a messzi Indiából, ugyanazokkal a sze­mélyekkel és önös érdekekkel találkozott volna, mint annak idején.	Nếu Saclo từ Ấn Độ xa xôi trở về, thì Saclo cũng chỉ thấy lại những nhân vật quen biết, với động cơ ngày nào.
Des Grassins-né, aki iránt Eugénie csupa kedvesség és jóság volt, változatlanul kellemetlenkedni próbált a Cruchot-knak.	Bà Đe Gratxanh được Ogieni đối đãi rất tốt và rất lịch sự; bà vẫn tiếp tục châm chọc bọn Cruyso.
De, akárcsak annak idején, Eugénie alakja kimagaslott a csoportképből; és csakúgy, mint annak idején, most is Charles lett volna itt a fejedelem.	Cũng như ngày xưa, trong khung cảnh ấy, Ogieni vẫn là nhân vật trung tâm và nếu Saclo có mặt, Saclo vẫn là ông hoàng ngự trị.
Az elnök régente csak Eugénie születésnapján kedveskedett virágcsokorral, mostaná­ban viszont rendszeresen.	Trước mặt mọi người, bà Coocnoie đem hoa cắm vào lọ, khi khách khứa về hết, bà bí mật mang ra vứt ở góc sân.
Úgy igaz, ahogy mondom, Grandet apó is azért csatolta jószágát a froidfond-i uradalomhoz, mert azt akarta, hogy a lánya bekerüljön a Froidfond családba.	Tôi biết chắc mười mươi rằng khi ông Grangde đập tất cả gia sản của ông vào đất Phoroaphong là ông có ý định ghép cành lên họ Phoroaphong.
Ő maga mondta nekem nem is egyszer.	Ông ấy đã nhiều lần nói với tôi như thế.
Nagy kópé volt ám a jóember!	Cái bố già ấy láu cá lắm.
Amíg Saumurben így zajlott az élet, Charles vagyont szerzett Indiában.	Bảy năm trời mà chàng không gửi cho tôi một bức thư!
Először is jó áron adta el az árukészletét.	Thoạt đầu, lô tạp hóa của hắn bán rất chạy.
Nyomban hatezer dolláros tőkéhez jutott.	Trở bàn tay, hắn đã kiếm ra số tiền sáu ngàn đô la.
Az egyenlítői keresztelő sok elő­ítéletet "lemosott" róla: rádöbbent, hogy a vagyonszerzés legjobb módja az egyenlítő vidékén éppúgy, mint Európában, az emberek adásvétele.	Thụ lễ vượt xích đạo, hắn cũng bỏ lại khá nhiều thành kiến của xã hội văn minh; hắn nhận thấy cách tốt nhất để làm giàu ở vùng nhiệt đới cũng như ở Châu u là buôn người.
Olyan szorgalmasan tevékenykedett, hogy egy perc szabad ideje sem maradt.	Hắn làm quần quật, không có chút nào rỗi rãi.
