CHARLES DICKENS	CHARLES DICKENS
- Mondjad csak, édes Joe, nem hallottad-e, mi történt a vagyonával?	"Joe yêu quý, anh có nghe nói tài sản của bà ấy ra sao rồi không?"
- Hát, kicsi öregem - válaszolt Joe -, úgy láccik, legnagyobbrészt Estella kisasszonyra hatta vagy hogy helyesebben mongyam, testálta.	"Là thế này, anh bạn," Joe nói, "có vẻ như bà ấy đã để lại phần lớn tài sản, ý anh muốn nói là buộc chặt chúng, cho cô Estella.
De írt ám valami függelékelést vagy mit tudom én miféle fügelevelet is, még peniglen a saját kezével, tudod, még pár nappal a szörnyü sze­rencsétlensége előtt és abban az írásban Matthew Pocket úrra testált rá kemény négyezeret.	Nhưng bà ấy đã viết một khoản bổ xung bằng chính tay mình chỉ một hay hai ngày trước vụ tai nạn, để lại một khoản 4.000 bảng mát rượi cho ông Matthew Pocket.
Hát csak azért a pár jó szóért, amivel arról az úrról, fentebb nevezett Matthewről, Pip tett jelentést neki.	Và theo cậu, tại sao, hơn tất cả mọi thứ, bà ấy lại để khoản 4.000 bảng mát rượi cho ông ta hả Pip?
Biddy mondta nekem, hogy úgy írta azt Havisham kisasszony - folytatta Joe és mintha rendkívül kellemesnek érezné, megismételte a hivatalos kifejezést -: "kedvező jelentést kapván róla, fentebb nevezett Matthew-ről..." Bizony, Pip, kemény négyezeret hagyott rá!	‘Vì những gì Pip đánh giá về ông Matthew này’ Biddy đã nói với anh," Joe nói, nhắc lại những lời trong bản di chúc như thể nó khiến anh vô cùng khoan khoái, ‘đánh giá về ông Matthew này.’ Và thế là 4.000 bảng mát rượi, Pip!"
Sohasem bírtam ugyan kifürkészni, kinek a révén értesült Joe a négyezer font anyagbeli szilárdságának minőségéről ily pontosan, de ez a minősítés, úgy látszott, valósággal meg­növeli az összeg jelentőségét az ő szemében s határozottan megérzett hangján, hogy csupa élvezet volt a négyezer fontot keménynek mondania.	Tôi không bao giờ khám phá nổi từ ai Joe đã suy ra cách đánh giá ước lệ đó về nhiệt độ của 4.000 bảng; nhưng cách nói đó có vẻ khiến cho khoản tiền trở nên lớn hơn với anh, và anh có vẻ hứng thú ra mặt khi quả quyết về sự mát rượi của món tiền.
Ez a hír nagyon megörvendeztetett, hiszen azt jelentette, hogy annak az egyetlen jótettnek, amelyet megkíséreltem, sikere volt.	Câu chuyện làm tôi rất vui, và nó làm cho điều tốt đẹp duy nhất tôi từng làm trở nên trọn vẹn.
Megkérdeztem még aztán Joé-tól, nem hallotta-e, hogy a hagyatékból a rokonság többi tagja is részesült-e, legalább egyik-másik?	Tôi hỏi Joe liệu anh có nghe nói gì về việc những người họ hàng khác được thừa kế ít nhiều hay không.
- Sarah kisasszony - mondta Joe - huszonöt font évi járványt, azaz mit is mondok, járadékot kapott, hogy pirulákat vehessen magának, mivelhogy epebajos.	"Cô Sarah," Joe nói, "bà này có 25 bảng mỗi năm để mua thuốc viên vì mắc chứng cáu bẳn do dư mật.
És - no mi is az egyik neve annak a teának, kis öregem, amit kis gyerekeknek szoktak főzni és aminek a másik, a becsületes neve szekfűtea?	Bà - tên của mấy con vật hoang dã có bướu là gì ấy nhỉ, anh bạn?"
Joe bólintott egyet.	Joe gật đầu.
- Hát Kamomilla kisasszony - persze, akkor már amúgy is tudtam, hogy Camillá-t akarja említeni - öt fontot kapott, hogy éjjeli mécseseket vehessen magának és ne kölljön olyan sötét kedvűnek lennie, ha éccaka fel-felébred.	"Bà Camels," nghe đến đây, tôi hiểu ngay anh muốn nói tới Camilla, "bà này được 5 bảng để mua nến lõi bấc nhằm giúp cho bà ấy phấn chấn tinh thần lên mỗi khi thức giấc giữa đêm."
Ezeknek a közléseknek a pontos jellemzetessége eléggé meggyőzött Joe értesülésének hite­lességéről.	Sự chính xác của những lời kể này đủ hiển nhiên với tôi để tôi hoàn toàn tin tưởng vào thông tin Joe cung cấp.
- Most - mondta Joe - nem vagy ám ojjan erős még, kicsi öregem, hogy lapátszám nyelhesd a híreket, hát ma csak egyet lendítek beléd.	"Còn bây giờ, anh bạn," Joe nói, "cậu vẫn chưa đủ khẻ để đón nhận thêm một xẻng tin tức nữa trong hôm nay đâu.
Az a vén Orlick betörésre adta a fejét, lakóházba tört be.	Orlick Già, hắn đã phá cửa xông vào một tư gia."
- Hát, kérlek, nem mondom éppen, hogy az illető úriember nem afféle, kicsit nagyon dicse­ke­dő fajta - mondta Joe szinte mentő hangon -, de hát angol ember a házát mégis csak a várának mondogattya, mán pedig várakat nem szoktak rombolni, amikor nincsen háború.	"Không nên nói, anh thừa nhận, nhưng cách thức của hắn ầm ĩ thô lỗ quá," Joe nói có vẻ xin lỗi, "dẫu vậy, nhà của một người Anh là lâu đài của anh ta, và không được phép phá cửa các lâu đài ngoại trừ vào lúc chiến tranh.
És akármi sok egyéb hibája is vóna még az illetőnek, mégis csak nagyszerű gabonakereskedő.	Và cho dù ông chủ nhà có khiếm khuyết gì đi nữa, trong tim ông ấy vẫn là một người buôn ngũ cốc và hạt."
- Hát Pumblechook házába tört be Orlick?	"Vậy là nhà Pumblechook đã bị đột nhập vào sao?"
- Oda, oda, Pip - mondta Joe -; és a gazemberek elvitték a Pumblechook bóti pénztárát, elvitték a pézesládáját és megitták a borát és megették az elemózsiáját és megcsapkodták az ábrázatát és megráncigálták az orrát és odakötözték őt magát a mennyezetes ágya oszlopához és rávertek vagy huszonötöt és teletömködték a száját napraforgómaggal, hogy kiabálni ne tuggyon.	"Đúng vậy đấy, Pip," Joe nói, "và bọn trộm đã lấy mất ngăn kéo cất tiền của ông ấy, và chúng đã lấy cả két đựng tiền mặt của ông ấy, rồi chúng uống rượu của ông ấy, chia nhau đồ ăn của ông ấy, rồi chúng tát vào mặt ông, véo mũi ông, rồi chúng trói ông vào cột giường, thụi cả tá quả, rồi chúng nhét đầy hạt giống vào mồm ông ấy để năn không cho ông hô hoán lên.
Csakhogy ő ráismert Orlick-ra és Orlick most tömlöcben ül.	Nhưng ông biết Orlick, vậy là Orlick đang ở trong nhà tù hạt."
Ily közlések során fokozatosan egyre fesztelenebbé szabadult beszélgetésünk.	Bằng cách tiếp cận này, chúng tôi đi tới việc trò chuyện không còn kiêng khem.
Én csak lassan erősödtem, de azért gyöngeségem lassankint mégis csak tünedezett; Joe pedig mindig velem volt és én azt képzeltem, hogy megint a kis Pip vagyok.	Tôi bình phục khá chậm, nhưng dần dà chậm mà chắc tôi bớt yếu hơn, và Joe ở bên tôi, khiến tôi có cảm tưởng mình lại là cậu bé Pip ngày xưa.
Joe gyöngédsége ugyanis oly bájosan illeszkedett egybe az én ráutaltságommal, hogy igazán kis gyermek voltam a kezében.	Vì sự chăm sóc dịu dàng của Joe thật vừa khéo với những gì tôi cần, đến mức tôi giống như một đứa trẻ trong tay anh.
Úgy üldögélt mellettem és úgy beszélgetett velem a régi bizalma és a régi egyszerűsége módján és a régi önzetlen, gyámolítgató szokásai szerint, oly megnyugtatón, hogy szinte olyasmit éreztem, mintha egész életem azóta, amikor még a mi régi konyhánkban üldögéltünk, csak annak a lázas mámoromnak egyik rémálma lett volna, amely most már elmult rólam.	Anh sẵn sàng ngồi trò chuyện tâm tình với tôi như ngày xưa, với cùng sự chất phác, cùng vẻ che chở khiêm nhường, khiến tôi nửa muốn tin rằng toàn bộ quãng đời tôi trải qua kể từ sau khi rời khỏi gian bếp tuổi thơ là một trong những rối loạn tâm trí do cơn sốt trước đó gây ra.
Gondozásom minden dolgát ő maga végezte, éppen csak a ház­tartás munkáit nem, amelyeknek elintézésére igen tisztes asszonyt szerződtetett, miután takarítónőmet mindjárt megérkezése után kifizette és elbocsátotta.	Anh làm mọi việc cho tôi trừ việc nội trợ, để lo phần này anh đã thuê một người phụ nữ rất tử tế, sau khi đã trả tiền và đuổi thẳng bà thợ giặt lúc vừa đặt chân đến.
- Mert hát, mondhatom neked, Pip - emlegette gyakran, hogy megértesse velem, mint is bátorkodhatott ily intézkedésre -, ippeg azon kaptam rajta, hogy a vendégágyat, mintha ez valami söröshordó lett vóna, megcsapótta, egész veder pelyhet csapolt belőle, hogy eladja és legközelébb a te ágyadat is megcsapóta vóna, még peniglen cseppet sem törődve avval, hogy te benne fekszel.	"Anh cam đoan với cậu, Pip," anh sau đó thường nói để giải thích cho sự tự chuyên của mình, "anh phát hiện thấy bà ta đang chọc thủng tấm đệm trên cái giường còn trống chẳng khác gì một thùng bia, rồi moi lông vũ từ trong đó ra cho vào một cái xô đem bán.
Aztán meg a kőszenedet is elcipelgette, még peniglen a levesesfazékban meg a főzelékestálban, a bort meg az egyéb italokat peniglen a te Wellington-csizmádban.	Bà ta tiếp theo thế nào cũng chọc thủng cái đệm của cậu, lôi hết ruột nó ra trong khi cậu vẫn nằm ở trên, rồi rần rà mang hết than đi trong những cái liễn đựng xúp và đĩa đựng rau, lấy sạch rượu vang và rượu mạnh đi trong mấy chiếc ủng kiểu Wellington của cậu."
Azt a napot, amelyen először kocsikázhatom majd egyet, épp oly várva vártuk már, ahogy egykor annak a másik napnak néztünk elébe, amelyen Joe inasává álltam.	Chúng tôi cùng ngóng đợi ngày tôi có thể ra ngoài đi dạo một chuyến, cũng giống như từng ngóng đợi ngày tôi bắt đầu học nghề.
S amikor aztán elérkezett a nagy nap és nyitott bérkocsit rendeltünk a szomszédos kis mellékutcában, Joe jó melegen bepólyázott, karjába fogott és levitt, mintha még az a gyámoltalan kis teremtés lettem volna, akinek az ő nagy szíve gazdagságából mindig oly pazarul osztogatott.	Và khi ngày đó tới, một cỗ xe mui trần được gọi tới, Joe quấn kín người cho tôi, bế tôi trên tay anh và mang tôi xuống nhà rồi bế tôi lên xe, như thể tôi vẫn còn là tạo vật bé bỏng yếu ớt anh từng hào phóng ban cho sự giàu có từ bản chất cao thượng anh sở hữu.
És Joe mellém ült a kocsiba és elrobogtunk, ki a környékre, ahol a dús nyár a fákon és a gyepen már mindenütt pompázón kibontakozott és édes nyári illatok töltötték a levegőt.	Rồi Joe lên xe ngồi cạnh tôi, chúng tôi cùng đi xe ra vùng đồng quê, nơi sự sinh sôi tươi tốt của mùa hè đã lan tràn trên các tán cây, mặt cỏ, và những mùi hương ngọt ngào của mùa hè ướp đẫm không gian.
Ez a nap véletlenül vasárnap volt és amint kinéztem arra a sok minden gyönyörűségre, ami körös­körül elém tárult és aztán arra gondoltam, hogy mindez mint nőtt, alakult és hogy azok a kis vadvirágok mint fesledeztek elő és a madárkák hangja mint erősödött meg azoknak a nappa­loknak és éjjeleknek idején, a nap ragyogásában és a csillagok fényében, amíg én szegény nyomorult, lázban égve és hánykolódva feküdtem ágyamban, csak ez a puszta emlékezés is, hogy így égtem s így hánykolódtam, lelkem megbékülésébe vad háborításul csapott bele.	Tình cờ hôm ấy lại là Chủ nhật, và khi tôi ngắm nhìn khung cảnh vui mắt hiện ra quanh mình, và nghĩ chúng đã sinh trưởng và thay đổi ra sao, về cách những bông hoa dại bé nhỏ hình thành, và tiếng hót của những con chim trở nên mạnh mẽ hơn, qua ngày và qua đêm, dưới mặt trời và dưới các vì sao, trong khi tôi nằm quằn quại sốt bừng bừng trên giường, và ký ức về cơn sốt quằn quại ấy tới như một cơn sóng làm xáo trộn sự bình yên của tôi.
De amint aztán a vasárnap harangjait hallottam és kissé jobban szétnézegettem a szanaszét pom­pázó bűbájon, érezni kezdtem, hogy megközelítőn sem vagyok eléggé hálás - sokkal gyön­gébb vagyok, semhogy még csak hálát tudnék is érezni - és letettem a fejemet Joe vállára úgy, ahogy egykor, régi időkben, ha magával vitt vásárra vagy máshova és mindez túlságosan sok volt már az én újjászületett érzéseimnek.	Nhưng khi nghe thấy tiếng chuông nhà thờ ngày Chủ nhật, và nhìn quanh thêm một chút vào phong cảnh đẹp đẽ đang trải ra, tôi cảm thấy mình vẫn chưa biết ơn đủ - rằng tôi vẫn còn quá yếu để thậm chí cảm nhận được điều đó - và tôi tựa đầu lên vai Joe, như tôi từng làm rất lâu trước đây khi anh đưa tôi tới hội chợ hay các nơi khác, và cảm giác đó quả thực là quá nhiều cho các giác quan non trẻ của tôi.
Kisvártatva aztán valamennyire higgadtabbá enyhültem és úgy beszélgettünk, ahogy beszél­getni szoktunk volt a régi ütegsánc gyepén heverve.	Tôi cảm thấy bình yên hơn sau một hồi, và chúng tôi trò chuyện cùng nhau như từng làm trước đây trong lúc nằm trên bãi cỏ ở chỗ pháo đài cũ.
Joe-n semmiféle változás nem esett.	Không có bất cứ thay đổi nào ở Joe.
Aminek én őt akkor láttam, tökéletesen ugyanannak láttam most is; épp oly egyszerűen hűsé­gesnek, épp oly egyszerűen igaznak.	Trước đây anh từng như thế nào trong mắt tôi, bây giờ vẫn thế; vẫn trung thành, vẫn chính trực một cách giản dị như vậy.
Amint visszaérkeztünk s ő kiemelt a kocsiból és fölvitt engem - még pedig mily könnyedén - az udvaron át a lépcsőn, eszembe jutott az az eseményes karácsonynapi délután, amikor végig­cipelt a láposon.	Khi chúng tôi quay trở lại nhà, và anh bế tôi xuống xe, rồi mang tôi - thật dễ dàng - qua sân lên cầu thang, tôi nhớ tới ngày Giáng sinh định mệnh đó, khi anh đã cõng tôi trên đầm lầy.
Mindeddig még semmiféleképen sem került szóba közöttünk az én szerencsém változása, azt sem tudtam, hogy életem történetének újabb eseményeit mennyire ismeri.	Chúng tôi vẫn chưa đề cập gì tới sự thay đổi vận hội của tôi, và tôi cũng không rõ anh đã biết đến đâu về những chuyện gần đây xảy ra với tôi.
Magam iránt oly bizalmatlankodó voltam én most, ellenben ő iránta oly odaadó bizalmat éreztem, hogy nem bírtam eldönteni magamban, vajjon szóvátegyem-e a dolgot, ha ő nem teszi.	Lúc này tôi đang vô cùng nghi ngờ bản thân, và đặt rất nhiều niềm tin vào anh, đến mức tôi không thể cho mình câu trả lời thật hài lòng về việc liệu tôi có nên nhắc đến nó khi anh không làm thế hay không.
- Hallottad-e, Joe - kérdeztem egy este, miután tüzetesebben meggondoltam mindent, mi­közben ő az ablakban pipázgatott -, ki volt az én pártfogóm?	"Joe, anh đã nghe được," tôi hỏi anh tối hôm đó, sau khi đã ngẫm nghĩ thêm rất nhiều, trong lúc anh đứng hút tẩu bên cửa sổ, "ai là người bảo trợ cho em chưa?"
- Hallottam - felelt Joe -, hogy nem Havisham kisasszony vót az, kis öregem.	"Anh nghe được," Joe đáp, "rằng đó không phải là cô Havisham, anh bạn."
- Hallottad, ki volt, Joe? - Hát valamennyire!	"Anh có biết người đó là ai không, Joe?"
- kérdeztem nyomban, miközben bátortalan­sá­gom nőttön nőtt.	"Anh đã nghe được là ông ấy chết rồi chưa, Joe?" tôi hỏi, ngày càng dè dặt hơn.
- Ki?	"Ai cơ?
Az, aki kűdte a bankókat, Pip?	Người đã gửi tiền đến ư, Pip?"
- Az.	"Vâng."
- Hát úgy rémlik - mondta Joe, miután jó ideig nagy töprengőn vizsgálgatta az ablak deszkáját -, mintha csakugyan hallottam vóna, hogy az az illető valami efféle vagy másmi módon ment el, már mint a meghalás irányába.	"Anh nghĩ," Joe nói, sau khi trầm ngâm hồi lâu, nhìn với vẻ lẩn tránh về phía bệ ngồi bên cửa sổ, "anh có nghe nói ông ấy dường như đang có vẻ theo cách này hay cách khác rơi vào xu hướng đó."
- Hallottál valamit a körülményeiről, Joe?	"Anh có nghe được gì về hoàn cảnh của ông ấy không, Joe?"
- Nem valami sokat, Pip.	"Không có gì cụ thể, Pip."
- Ha akarod, mindent elmondok, Joe - és már belekezdtem volna, de Joe az üléséből, az ablak deszkájáról hirtelen leszállt és hozzám jött, a pamlagom szélére ült.	"Nếu anh muốn nghe, Joe…" Tôi đang bắt đầu thì Joe đứng dậy đến bên trường kỷ nơi tôi ngồi.
- Nézd e, kis öregem - mondta Joe fölém hajolva -, mink mindig nagyon-nagyon jó barátok vótunk; nem gondolod-e, Pip.	"Nghe này, anh bạn," Joe nói, cúi xuống tôi.
- Ez a mi dolgunk egészen rendben van, ebben megegyezünk.	Tôi quá xấu hổ không thể trả lời anh.
Minek vóna hát ojjan dolgokat is kipécézgetnünk, kicsi öregem, mik két ojjan ember között, amijenek mi ketten vagyunk, örökétig fölöslegesek kell, hogy legyenek.	Vậy thì, anh bạn, tại sao lại đi vào những chủ đề mà dữa hai người bạn như tế phải bị coi mãi mãi là khôn cần thiết chứ?
Az ijen két ember csak tanál még talán egy s más beszélgetni valót, ami nem fölösleges.	Đã có đủ chuyện dữa hai người như tế rồi, cho dù không có những thứ khôn cần thiết.
Édes Istenem!	Chúa ơi!
Ha néha úgy eszembe jut még a te szegény testvérnénéd, meg az a sok ripakodása!	Cứ nghĩ đến chị gái tội nghiệp của cậu và những cơn tam bành của cô ấy!
És vajjon emlékszel-e még a csihipuhira?	Và cậu vẫn nhớ Cây Cù chứ?"
- Bizony emlékszem, Joe.	"Thực sự là có, Joe."
- Nézd hát kis öregem - mondta Joe -, én mindig megtettem, amit csak tehettem, hogy ti, mán mint te meg a csihipuhi, egymástul távol maradhassatok, de sajna, az én hatalmam nem lehetett mindig egy a jószándékommal.	"Nghe này, anh bạn," Joe nói. "Anh đã làm những gì có thể để giữ cậu và Cây Cù cách xa nhau ra, nhưng quyền lực của anh không phải lúc nào cũng tương xứng với điều anh muốn làm.
Hogyha a te szegény nénéd rád akart csapni, hát nem lett vóna baj - mondta Joe a maga dédelgetőn oktató módján -, hogy mindgyárt énrám csapott, mihelyest meg akartalak ótalmazni, hanem az vót a baj, hogy akkor aztán annál szörnyebben csihipuhizott meg téged.	Vì khi chị gái tội nghiệp của cậu đã định nện cậu, thực ra cũng có thể nói," Joe nói theo cách lý luận ưa thích của anh, "cô ấy định nện cả anh nữa, nếu anh lao vào chống lại chị cậu, nhưng rồi chị cậu sẽ còn nện cậu dữ hơn vì việc đó.
Ezt én jól eszembe vettem.	Anh đã để ý thấy vậy.
Mert hát az, hogy az embernek kicsit megrándíjják a szakállát, vagy meg is tépázzák (hiszen a te szegény nénédnek én szívesen megengedtem az efféle kedvtelést), ugyan dehogy is riasztana vissza férfiembert attul, hogy ijjen kis gyerkincét holmi csihipuhizás ellen megvédelmezzen.	Không phải việc giật ria mép một người đàn ông, cũng không phải chuyện túm lấy một người đàn ông lắc hai ba cái (với những chuyện đó anh sẵn sàng chào đón chị cậu) khiến một người đàn ông không dám can thiệp cứu một đứa trẻ khỏi bị trừng phạt.
De ha az ijjen gyerkince aztán efféle szakállrándítás meg szakálltépázás után csak még úgyabban elnáspángolódik, hát persze, hogy ilyenkor azt kérdezte az ember magától: ugyan hol itt az a jó, amit a jószándékod akart?	Nhưng khi đứa trẻ ấy bị đòn nặng hơn chỉ vì cái giật ria mép hay lắc người kia, thì tự niên người đàn ông ấy sẽ đứng dậy tự nhủ, ‘Anh bạn làm điều tốt đâu không thấy?
Itt csak rossz állapotot látok, mondta az ember ilyenkor magának, de hol hát a jó?	Ta cam đoan với anh bạn là ta thấy phần hại’, người đàn ông nói, ‘nhưng ta không thấy phần tốt.
- ismételtem szavát, midőn Joe arra várt, hogy mondjak valamit.	"Người đàn ông nói thế," Joe xác nhận.
- Ezt mondta az ember - hagyta helyben Joe -, s nem vót-e igaza annak az embernek?	"Người đàn ông đó, anh ta đúng phải không nào?"
- Kedves Joe, annak az embernek mindig igaza van.	"Joe yêu quý, anh ta luôn luôn đúng."
- Nos hát, kis öregem - mondta Joe -, ne felejtsed ám ezt a szavadat.	"Được rồi, anh bạn," Joe nói, "vậy hãy tôn trọng lời cậu nói.
Ha annak az embernek mindig igaza van (ámbátor azt hiszem, hogy úgy általában igen gyakran nincs igaza neki), hát akkor is igaza van, ha ezt mongya néked: tegyük föl, hogy te még kis fiú korodban valami kis ügyet csak a magad ügyévé vállaltál, hát ezt azért csinyátad úgy, mivel nagyon jól tudtad, hogy J. Gargery-nak ahhoz a jószándékához, amely téged meg a csihipuhit egymástúl mindig távol szeretett tartani, nincs meg mindig a hatalma is.	Nếu anh ta luôn đúng (mà nói chung anh ta rất có thể đã sai), vậy anh ta đúng khi nói thế này: Giả sử có lúc nào đó cậu giữ kín một bí mật nho nhỏ cho mình khi cậu còn là một cậu bé con, cậu làm thế chủ yếu vì cậu biết khả năng của J. Gargery trong việc giữ cậu và Cây Cù cách xa nhau không hoàn toàn tương xứng với mong muốn của anh ta.
Azért hát ne is gondojj mán arra az ügyre és egyezz meg velem, hogy fölösleges dógokat sohse emlegessünk.	Vì thế, đừng nghĩ thêm gì về nó nữa dữa hai chúng ta, và đừng để chúng ta bận tâm nhận xét về những chủ đề khôn cần thiết.
Biddy-nek borzasz­tóan nagy bajlódásába került az elutazásom előtt megnyugtatnia engem (mert hát nagyon nehezen szoktam ám megnyugodni), hogy csak ijjen világításban lássam a dógot, és ha ijjen világításban látom, hát úgy beszéjjek is róla veled.	Biddy đã mất công rất nhiều với anh tước khi anh rời nhà (vì anh gần như tối dạ khủng khiếp), về việc anh cần nhìn nhận nó theo cách này, và nhìn nhận nó theo cách này, anh cần nói nó ra như thế.
Most peniglen, miután ez is, az is meg­történt - mondta Joe, nagyon örülvén ennek az okfejtésnek -, hát a te hűséges jóbarátod most még csak egy valamit mondana neked.	Cả hai việc," Joe nói, khá mê mẩn với cách diễn giải logic của mình, "đều đã xong, bây giờ đây là điều một người bạn chân thật nói với cậu.
Még peniglen.	Là thế này.
Nem szabad még nagyon fickándoznod, most szépen megeszed a vacsorafalatodat és megiszod a vizes borodat, és tüstént a jó pelyhes fészkedbe bújsz bele.	Cậu không nên nghĩ ngợi quá nhiều về nó, nhưng cậu nhất thiết phải dùng bữa tối, rượu vang và uống nước của mình, và cậu phải được đưa lên giường chu đáo."
Az a gyöngédség, amellyel Joe az én kínos ügyemet oly símán mellőzte és az a csupa szeretettel gondoskodó ügyesség, amellyel Biddy - kinek női okossága az én helyzetemet oly gyorsan ismerte föl -, Joe-t minderre előkészítette volt, lelkem legmélyéig meghatott.	Sự tế nhị của Joe khi dẹp bỏ chủ đề này, cũng như lòng tốt và sự khéo léo đầy nhân hậu của Biddy - người đã nhanh chóng tìm ra tôi bằng sự khôn ngoan của cô - đã chuẩn bị cho anh điều đó gây ấn tượng sâu đậm trong tâm trí tôi.
Hogy azonban Joe tudja-e, mily szegény vagyok és nagy várnivalóim mint foszlottak semmivé, akárcsak láposunk köde a nap előtt, bizony még csak nem is sejthettem.	Nhưng liệu Joe có biết tôi đang khốn cùng đến mức nào, cũng như việc tất cả triển vọng lớn lao của tôi đã tan thành mây khói như màn sương mù bao phủ trên đầm lầy ở quê chúng tôi trước mặt trời hay chưa, tôi không hiểu nổi.
Másik sajátossága Joe-nak, amelyet eleinte, amikor jelentkezni kezdett, nem bírtam megér­teni, amelynek értelme azonban csakhamar nagyon elszomorítón tárult elém, ez volt: mennél jobban megerősödtem és mennél egészségesebbnek éreztem magamat, Joe irántam való viselkedése annál inkább vesztett a meghittségéből.	Một điều nữa về Joe mà tôi không thể hiểu khi nó mới bắt đầu hình thành, nhưng rồi về nó tôi nhanh chóng thấu hiểu một cách phiền muộn, là điều này: Khi tôi trở nên khỏe hơn và hồi phục tốt hơn, Joe trở nên ít thoải mái hơn với tôi.
Gyöngeségem és ráutaltságom idején a jó fiú régi bizalmasságunk hangját és szokásait elevenítette föl és régi nevemen "vén Pip"-nek "kis öregem"-nek szólítgatott, ami az én fülembe, szivembe oly édes zenéül hangzott.	Khi tôi còn yếu ớt và hoàn toàn phụ thuộc vào anh, Joe yêu quý đã trở lại với giọng điệu ngày xưa, gọi tôi bằng những tên gọi cũ, là "Pip, anh bạn" thân thương, những cách gọi giờ đây vang lên đầy nhạc điệu với đôi tai tôi.
És én is újra úgy viselkedtem iránta, mint valaha régen s boldog és hálás voltam, hogy megengedi.	Cả tôi nữa cũng trở lại với thói quen ngày trước, và chỉ cảm thấy hạnh phúc và biết ơn vì anh đã cho phép tôi.
De bár én nagyon ragaszkodtam ehhez a meghittségünkhöz, Joe ragaszkodása hozzá, ha alig észrevehetőn is, de gyöngülni kezdett és bár eleinte csodálkoztam ezen, nemsokára meg kellett értenem, hogy oka ennek a változásnak énbennem rejlik és hogy hibás az egészben egyedül én vagyok.	Nhưng, một cách âm thầm, cho dù tôi vẫn giữ chắc lấy những thói quen của quá khứ, việc này về phía Joe bắt đầu lỏng dần; và cho dù ban đầu băn khoăn về nó, tôi nhanh chóng bắt đầu hiểu ra nguyên nhân chính là tôi, và lỗi hoàn toàn cũng là do tôi.
Ah!	Ôi!
Nem szolgáltam-e rá nagyon is, hogy Joe kételkedjék állhatatosságomban s azt hihesse, mihelyt jobban leszek, el is hidegülök majd mindjárt őtőle és őt magamtól újra el fogom taszítani?	Chẳng phải tôi đã cho Joe lý do để nghi ngờ về sự trước sau như một của tôi, và để nghĩ trong cảnh giàu sang tôi rồi sẽ lạnh nhạt và xua đuổi anh hay sao?
Ártatlan jóságos szívének nem szolgáltattam-e okot ösztönösen megéreznie, hogy men­nél inkább erősödik az én egészségem, annál inkább gyöngül az ő szeretetének az a hatal­ma, amellyel engem magához bírt vonzani és hogy jobb lesz, ha erről a hatalmáról idejekorán lemond és utamra enged, még mielőtt tőle megugranám?!	Chẳng phải tôi đã khiến trái tim chân thật của Joe có lý do để linh cảm thấy khi tôi khỏe lên, mối liên hệ của anh với tôi sẽ yếu đi, và tốt hơn anh nên nới lỏng nó ra kịp thời và để tôi ra đi, trước khi tôi tự vùng ra hay sao?
Talán harmadik vagy negyedik alkalommal sétálgattam volt a Temple kertjében Joe karjára támaszkodva, amikor viselkedésének ezt a megváltozását egészen határozottan észre kellett vennem.	Tôi thấy rõ ràng sự thay đổi này vào lần thứ ba hay thứ tư tôi ra ngoài đi dạo trong vườn Temple, tựa người lên cánh tay Joe.
Már ott üldögéltünk a ragyogó meleg napsütésben és néztünk le a folyamra, én pedig, amint aztán fölkeltünk, véletlenül így szóltam:	Chúng tôi đang ngồi dưới ánh mặt trời ấm áp nhìn xuống dòng sông, và tôi tình cờ nói khi chúng tôi đứng dậy:
- Nézd csak, Joe!	"Xem này, Joe!
Már egészen jól bírok lépkedni.	Em có thể bước đi khá vững rồi.
Meglátod, most a magam erején megyek haza.	Bây giờ anh sẽ nhìn em tự đi về."
- Csak meg ne erőtesd ám magadat, Pip - mondta Joe -; de nagyon örvendek majd, ha látom, hogy bírja az úr.	"Đừng có làm quá sức, Pip," Joe nói, "nhưng tôi sẽ rất vui vì thấy ngài bình phục, thưa ngài."
Ez az utolsó szó a szivembe szúrt, de hát mit mondhattam volna rá?!	Hai chữ cuối cùng như xát muối vào tim tôi; nhưng làm sao tôi có thể phản đối!
Elballagtam a kert kapujáig, gyöngébbnek mutatkoztam, mint amilyen voltam és ily tettetőn kértem Joe-t, nyujtsa karját.	Tôi chỉ tự đi tới cổng vườn, rồi giả bộ yếu hơn so với thực tế, và đề nghị Joe đỡ lấy tôi.
Joe teljesítette kívánságomat, de elgondolkodott.	Joe chìa cánh tay cho tôi, nhưng với vẻ nghĩ ngợi.
Én is elgondolkodtam, mert hogy mimódon állíthatnám meg ezt a Joe lelkében mind­gyorsabban fejlődő változást, bizony nagy föladatul háramlott az én bűnbánó lelkemre.	Về phần mình, tôi cũng đầy tâm sự; vì làm thế nào để chặn đứng sự thay đổi đang lớn dần trong Joe là mối băn khoăn lớn trong những suy tư đầy hối hận của tôi.
Hogy szégyellem tüzetesen megmondani neki, mily helyzetben vagyok és mennyire tönkrejutottam, tulajdonképen nem volt szándékom titkolni; de azt hiszem, az a vonakodás, hogy ily vallo­más­tól irtóztam, mégsem volt méltatlan viselkedés.	Tôi không tìm cách che giấu sự thực là tôi cảm thấy xấu hổ phải nói cho anh biết chính xác tôi đang lâm vào tình cảnh nào, tôi đã sa sút tới mức nào; nhưng tôi hy vọng sự miễn cưỡng của tôi không hoàn toàn đáng khinh thường.
