ALAIN-FOURNIER	Alain Fournier
S aztán lehajolt - mit érdekelte, hogy bemocskolhatja magát a sárral, a vízzel!	Trước cảnh thương tâm ấy, thiếu phụ kêu lên một tiếng nghẹn ngào.
-; és a döglött csibék közül kiszedte azokat, melyekben még pislákolt némi nyoma az életnek, kiválogatta őket s gondosan berakta kötényként felhajtott köpenyébe.	Nàn gkhom người, và không để ý gì đến bùn, nước, chọn ra những chú gà còn sống, bắt đặt vào vạt áo măng tô của mình.
A zsebéből kulcsot vett elő s beléptünk a házba.	Rồi chúng tôi vào căn nhà mà nàng có chìa khóa.
Fütyülve süvített be utánunk a szél a keskeny folyosóra, ahonnan négy ajtó nyílott.	Bốn cửa ra vào mở ra một hành lang hẹp có gió lùa vào làm phát ra những tiếng kêu rú rít.
Homályos helyiségbe léptem, egy percig valósággal elvakított a sötét, csak aztán tudtam kivenni a nagy, metszett tükröt, meg a kis ágyacskát, melyen - mint általában a falusi házakban - egy vörös selyem-huzatú dunyha púposodott.	Yvon de Gale mở cửa đầu tiên bên phải và đưa tôi vào một căn phòng tối, trong đó, một lát sau, tôi nhận rõ một tấm gương to và một cái giường nhỏ phủ một tấm mền lụa đỏ theo kiêu nông thôn.
Yvonne de Galais pillanatonként bekukkantott a fészekbe, hol lázasan csipogtak a kiscsibék, s ha valamelyikük kimúlt, tüstént kivette, nem akarta, hogy a többire is átragadjon a halál.	Mỗi lần như vậy, chúng tôi có cảm giác như có một cơn gió to thổi qua các cửa kính bị vỡ ở trên gác, hay một nỗi khổ đau bí hiểm của những đứa trẻ không quen biết đang lặng lẽ thở than.
S ilyenkor mindannyiszor az volt az érzésünk, mintha valami halkan sírdogálna fölöttünk.	- Đây là - cuối cùng người bạn đường bảo tôi - nhà của Phrăng khi em còn nhỏ.
Talán a szél suhogott be a padlás törött ablakain, talán egy ismeretlen gyermek titkos bánata ért a fülünkbe.	Em từng muốn một ngôi nhà chỉ của riêng em, xa mọi người, ở đó hễ thích là em có thể đến sống và chơi đùa.
- Ez volt Frantz háza - kezdte hosszú hallgatás után Yvonne - amikor még kicsi volt.	Trò ngông đó, ba tôi thấy sao mà kỳ lạ, buồn cười đến nỗi Người không từ chối.
Édesapámat megkapta ez a különös, szeszélyes, furcsa ötlet.	Trẻ em các trại lân cận đến chơi với em, giúp em nấu nướng, làm vườn.
Játék volt, igaz, de nagyszerű, csodálatos!	Đêm đến, em không sợ ngủ một mình.
S ha ráesteledett, ott maradt - nem ismervén a félelmet - egyedül aludt a házban.	Còn chúng tôi, chúng tôi khâm phục em đến nỗi chẳng lo lắng gì.
- Apám egyik napról a másikra megöregedett, a fájdalom egészen összetörte.	- Đã lâu rồi, và bây giờ cũng vậy - tiểu thư thở dài nói tiếp - căn nhà bỏ không.
Soha semmit nem tett annak érdekében, hogy felkutassa, hol lehet a bátyám, hogy visszahívja közénk!	Vì đã già nua, lại quá đau khổ, ba tôi chưa hề động tĩnh hay tìm kiếm gì để gọi em về.
Én azért sokszor eljövök ide.	"Tôi sang đây luôn luôn.
A kisebb gyerekek ma is ide járnak a környékből, itt játszadoznak kint az udvaron, akárcsak Frantz idejében.	Các thiếu niên ở các trang trại xung quanh vẫn đến chơi trong sân như trước.
Szótlanul sétáltunk visszafelé.	Bao tuần, bao tháng trôi qua!
Ó, mily illanó a boldogság!	Hạnh phúc đã mất!
Itt volt az a lány, aki valaha régen, gyerekkorunkban, álmaink elérhetetlen tündére, mesebeli királyleánya volt, kiért mindannyian rajongtunk titkolt szerelemmel - s míg barátom valahol messze csatangolt hazátlanul, nekem jutott a feladat, hogy sétálgassak vele, hogy ki-kitaláljak valamit, amivel enyhítem emésztő fájdalmát.	Về người từng là nàng tiên, công chúa và tình yêu bí hiểm của tất cả tuổi vị thành niền của chúng tôi, chính tôi được chọn để khoác tay và nói những gì cần nói để làm dịu nỗi đau khổ của nàng, trong khi bạn tôi đã bôn tẩu.
Ma is magam előtt látom szép metszésű, megnyúlt arcát, két szemét, ahogy rám szokta emelni, miközben pillái lassan lecsukódtak - mintha már nem is érdekelte volna a világ, mely körülötte lobogott, mintha már befelé fordult volna egészen.	Tôi không giữ được kỷ niệm nào khác ngoài kỷ niệm sẽ phai mờ một nửa, về bộ mặt gầy rộc đi, về đôi măt khi nhìn tôi thì từ từ hạ mí, như thể chỉ còn thấy một thế giới bên trong.
Ez a meghitt barátság közöttünk - a várakozás forrasztott így össze bennünket, s a remény, anélkül, hogy valaha is beszéltünk volna erről - egy egész tavaszon át tartott, egy csodálatos kora nyáron át, milyenek nem lesznek az életemben soha többé.	Tôi là người bạn trung thành của tiểu thư - đôi bạn của cuộc đợi chờ mà chúng tôi không thốt ra lời - suốt một mùa xuân và mùa hè không bao giờ có nữa.
Délutánonként sokszor lesétáltunk Frantz birodalmába.	Nhiều lần cứ chiều đến là chúng tôi quay lại nhà Phrăng.
Csütörtökönként, amikor szünet volt, meg vasárnap, a kertben nyüzsögtek-hancúroztak a környékbeli kölykök; kacagva, kiabálva, s mi nemhogy csendesítettük volna, inkább bátorítottuk őket.	Thứ năm và chủ nhật, chúng tôi khích lệ lũ trẻ láng giếng chơi nhởi, và trong cảnh cô tịch nơi đây, tiếng cười đùa và la hét của các em kiến cho ngôi nhà bị bỏ rơi càng hoang vu trống trải.
KINT BESZÉLGETÜNK AZ ESŐBEN	CUỘC CHUYỆN TRÒ DƯỚI MƯA
Viszont­láttam mindent, a nagy, homokos udvart, ahol most se nőtt fű, a homályos folyosót, a kongó termeket... Minden Meaulnes-re emlékeztetett, minden-minden őt juttatta eszembe.	Tôi gặp lại cái sân khô cứng thênh thang, căn nhà dành cho trẻ em chơi, lớp học trống trải... tất cả gợi nhớ Môn cao kều và như thì thầm mãi với tôi về anh.
Mindenütt ifjúságunk árnyai lebegtek, ifjúságunké, mely elmúlt örökre.	Tất cả chứa chan kỷ niệm tuổi thành niên đã chấm dứt của chúng tôi.
Kint már sárgultak a fák s a hosszú nappalokat, akárcsak abban az időben, mielőtt még Meaulnes betoppant volna életünkbe, az Irattárba zárkózva töltöttem, vagy bevettem magam az árván gubbasztó osztályokba.	Trong những ngày nghỉ hè dài lê thê và óng vàng này, tôi cấm cung như xưa trước ngày Môn đến, trong phòng lưu trữ và các phòng học vắng vẻ.
Ebben a környezetben szüntelen az járt az eszemben, hogy ifjúságunk eltűnt visszahozhatatlanul s hogy mily illanó is a boldogság.	Tuy vậy, vẫn có một tin mừng tôi báo cho mẹ, lúc bà dứt khoát hỏi tôi về cô dâu mới.
S ugyanakkor emlékezetembe idéződött az a nap, amikor Yvonne de Galais beavatott édes titkába.	Riêng tôi, tôi vẫn nhớ ngày Yvon de Gale cho tôi biết cái tin trọng đại ấy.
Hallható csönd követte a nagy újságot; én meglehetősen zavartan viselkedtem, mint affajta félszeg fiatalember.	Cả hai chúng tôi bỗng im bặt, tôi hơi lúng túng, cái lúng túng của một chàng trai chưa vợ.
S hirtelen egy mondat szaladt ki a számon, elég meggondolatlanul - zavaromat akartam a beszéddel valahogy ellensúlyozni - s csak későn döbbentem rá, hogy ezzel mindent felkavarhatok Yvonne-ban:	và để che giấu lúng túng - tôi hỏi ngay, mãi rất lâu sau mới nghĩ đến toàn bộ tấn kịch vẫn ám ảnh tôi đến tận giớ.
- Ugye, most már boldog lesz?	- Hẳn tiểu thư rất hạnh phúc?
De nem bántottam meg, úgy látszik, mert nem érződött a hangján se szomorúság, se aggódás, se harag; nem gondolhatott semmi másra, ahogy boldogan, édesen mosolyogva felelte:	Nhưng không ẩn ý hay luyến tiếc, không oán trách hay ân hận, nàng đã đáp lại với một nụ cười sung sướng tuyệt đẹp trên môi:
- Nagyon, nagyon boldog leszek.	- Vâng, hạnh phúc vô ngàn.
De Firmin és Julie néni, no meg Vieux-Nançay-i unokahúgocskáim biztosan épp elég kérdéssel gyötörtek volna, melyekre nem óhajtottam válaszolni.	Lần này, tôi từ chối cuộc sống mê hồn trong tám ngày của một người thợ săn thôn dã và trở lại trường bốn hôm trước ngày khai giảng.
Szemerkélni kezdett, finoman szitálva, az eső.	Đêm xuống, mưa bắt đầu rơi.
Sainte-Agathe-ot idéztem emlékeimbe, szomorúan, s valami furcsa melegség járta át a szívem, - sártól cuppogó útjaira gondoltam, egy régi, hasonló szeptember végi estére; előttem volt a Főtér, mely most ki sem látszik a ködből, meg egy hentesinas, amint délcegen lépked, fütyörészve, magam előtt láttam a kocsmát, ilyenkor már biztosan minden lámpája ég, s hogy egy hintóravaló vidám társaság talán épp most toppan be esernyők védőpáncélja alatt Florentin bácsiékhoz, a vakáció vége előtt... Aztán szomorúan legyintettem: minek ilyen boldog pillanatokra gondolni, ha Meaulnes, a barátom nem lehet ott, sem ifjú felesége...	Tôi mường tượng lại quảng trương đầy sương mù, cậu con trai hàng thịt vừa huýt sáo vừa đi tới cái máy bơm, hiệu cà phê sáng trưng, chiếc xe chở đầy hàng nhìn rất thích với mái che là một loạt ô xòe rộng - chiếc xe đến nhà bác Phlorăngtanh ngay trước khi kết thúc kỳ nghỉ hè... Và tôi buồn rầu tự nhủ: "Tất thảy niềm vui sướng ấy cũng là vô nghĩa, bởi vì Môn, bạn tôi, cũng như người vợ trẻ của anh đã không thể tham dự..."
Ebben a pillanatban, ahogy fölemeltem a fejem, Yvonne de Galais-t pillantottam meg két­lépésnyire tőlem.	Đang nghĩ thế, tôi chợt ngẩng lên và thấy nàng cách tôi chỉ hai bước thôi.
Oly nesztelenül lépkedett a fövenyen, hogy azt hittem, csak az eső zizegő hangját hallom a sövény tetején.	Chân giày của nàng bước nhẹ trong cát, tôi nghe lầm là tiếng nước nhỏ giọt trên hàng rào.
Lázas, forró volt a keze, s miután ő is letett arról, hogy bevigyen most magával a házba, letelepedett a mohlepte padra.	", song đã quen với kiểu dạo chơi ban đêm dưới mưa, nàng chỉ nhỏ nhẹ bảo tôi thế, rồi trò chuyện mãi với tôi...
- Úgy éreztem - feleltem neki halkan -, hogy minél előbb itt kell lennem.	- Rõ ràng tôi phải quay về đây càng sớm càng hay để tiểu thư có bạn.
Hogy legyen valaki Magával. - Ó, igaz - sóhajtott alig hallhatóan - még mindig egyedül vagyok.	- Thực tình tôi vẫn cô đơn - nàng thở dài nói khẽ - Ôguyxtanh chưa về.
- Máig sem értem, hogy lehet egy ilyen értelmes fiú ennyire bolond, ennyire dúlt és bódult - kezdtem lassan fejtegetéseimbe.	Coi tiếng thở dài này như một nỗi tiếc thương, một lời oán hận nén lại, tôi bắt đầu chậm rãi nói:
- Talán mindennél többre becsüli a kalandokat...	- Bao điên rồ trong cái đầu vô cùng cao quý đó!
- Nem szabad így beszélnie - korholt meg szelíden - kedves, drága barátom.	- Anh đừng nói vậy, Xơren ạ - nàng ngọt ngào bảo tôi - Chỉ chúng ta, chỉ tôi là có lỗi.
Hiszen, gondolja csak meg, hogy viselkedtünk vele... Megfogtuk a frakkját, hogy nesze, itt van a boldogság, amit hajszoltál tündér kamasz-idődön át, tessék, itt van a lány, aki ott lebegett legszebb álmaid mélyén!	"Chúng ta đã nó với anh ấy: đây là hạnh phúc, đây là cái anh kiếm tìm suốt tuổi thanh xuân, đây là cô gái ở tận cùng mọi mơ ước của anh!
- Ó - sóhajtotta -, hogyan is hihettem egy pillanatig is ezt, hogy lehettem ilyen kevély?	- Ôi, làm sao tôi dám có ý nghĩ kiêu ngạo như thế, dù chỉ là thoáng qua?
Minden, de minden ezért történt, mert ilyen kevély voltam.	"Tôi từng thưa với anh: "Có lẽ tôi không làm được gì cho anh ấy".
Akkor már tudtam, hogy nem tehetek mást, csak ennyit mondtam neki: "Ha úgy érzi, hogy mennie kell, ha olyan pillanatban léptem az életébe, amikor semmi sem teheti boldoggá, ha úgy érzi, hogy jobb, ha most elmegy egy időre, mert visszajőve hozzám boldogabb, nyugodtabb lesz, akkor egyetlen kérésem van magához, menjen, menjen mielőbb..."	Tôi bèn bảo: "Nếu anh nhất thiết phải ra đi, nếu tôi đã đến với anh đúng lúc chăng gì có thể khiến anh hạnh phúc, nếu anh cần bỏ tôi lại một thời gian, rồi sau tâm hồn dịu đi, anh quay về bên tôi, thì chính tôi yêu cầu anh lên đường... "
Bár sötét volt, éreztem, amint rám néz, fürkészve.	Trời tối, tôi vẫn thấy nàng ngước mắt nhìn tôi.
Hiszen ez a vallomás felért egy gyónással, s most szorongva várta a válaszomat, hogy helyeslem-e vagy elítélem a tettét.	Đấy như một lời thú tội nàng thổ lộ với tôi, và nàng đau đớn chồ đợi xem tôi lên án hay tán thành nàng.
És búcsúzóul megcsókolt, oly magától értetődőn, ahogy egy ifjú feleséget megcsókol a férje, ha távoli útra készül...	Anh ấy ôm hôn tôi, giản dị vậy thôi, như một người chồng để lại người vợ trẻ trước chuyến viễn du...
Fölemelkedett a padról.	Tiểu thư đứng dậy.
- És soha, egyetlen egyszer sem írt magának?	- Thế, anh ấy chưa hề viết thư cho tiểu thư?
- törtem meg egy ízben a csöndet.	- tôi hỏi.
- Soha - rebegte alig hallhatóan.	- Chưa hề - nàng đáp.
FÁJÓ TEHER	GÁNH NẶNG
Úgy volt, hogy hétfőn már rendes tanítási nap lesz.	Thứ hai tuần sau đã phải lên lớp.
Péntek este kilenc órakor kihívták Préveranges-ból a szülésznőt.	bà đến báo cho tôi biết rằng ở Xablonnie đã có một bé gái ra đời.
Csapot-papot otthagyva, rohantam, hogy másik kabátot kapjak magamra.	Nửa đêm, gia nhân lại phải thắng ngựa đi tìm bác sĩ ở Viecdông.
Tulajdonképpen örömmel töltött el a hír.	Bác sĩ phải dùng đến các dụng cụ bằng sắt.
Az asszonnyal versenyt szedtük a lábunkat, hogy mielőbb odaérjünk a Sablonniéres-házba.	Cô bé bị thương ở đầu, la thét rất nhiều, nhưng xem ra còn đầy sức sống.
A kis falépcsőn lopakodtam föl óvatosan az emeletre, mert nem szerettem volna fölverni a pihenésre szorulókat.	Yvon de Gale hiện rất suy sụp, nhưng nàng đã chịu đau và chống chỏi phi thường.
Odakönyökölt mellém a párkányra s részletesen elmondta az éjszaka drámai eseményeit, a hangja fáradt volt, de boldog is egyben.	u là một buổi tối tuyệt đẹp - một buổi tối mùa he thực thụ - đến nỗi cũ Gale không ngại mở cái cửa sổ hướng ra sân.
A függöny mögött hirtelen sivalkodni, sírni kezdett egy parányi hangocska, kitartóan, élesen... Az öregúr suttogva hajolt oda hozzám:	Từ dưới tấm màn, bỗng nổi lên tiếng thét, nhỏ thôi nhưng chối tai và dồn dập mãi... Cụ Gale nói thầm với tôi.
- A feje fáj, megsérült szegénykének, azért sír.	- Cháu đau vì vết thương ở đầu đấy!
Látszott rajta, hogy már kora reggel óta csitítgatja a kislányt, hogy szinte öntudatlan minden mozdulata.	Như cái máy, tôi hiểu cụ đã làm thế từ sáng và quen tay, cụ Gale bắt đầu đu đưa cái nôi nho nhỏ.
- Ó, már mosolygott is a kicsi - büszkélkedett az öregúr - s megfogja az ujjam.	- Cháu lại cười rồi - cụ bảo - và mút tay nữa cơ.
De hiszen még nem is látta, Seurel úr!	Nhưng anh chưa thấy cháu nhỉ?
- Szóra se érdemes az egész - nyugtatott meg az öregúr - az orvos szerint kinövi, magától rendbe jön... De nyújtsa csak oda neki az ujját, meglátja, hogy megszorítja!	- Chẳng sao đâu - cụ Gale nói - Ông bác sĩ bảo rằng nó khắc tự khỏi, đâu sẽ vào đấy... Anh giơ một ngón tay cho cháu xme nào, chau sẽ nắm chặt ngay...
S aztán vigyázva, halkan benyitott Yvonne szobájába.	Lòng tôi rộn ràng một niềm vui kỳ diệu và mới mẻ...
- Menjen csak be hozzá - biztatott az öregúr.	Nàng không ngủ. - Anh có thể vào - cụ nói.
Yvonne de Galais ott feküdt, lázrózsás arccal, összekuszálódott szőke haja arany zuhatagában.	Nàng nằm dài thườn thượt, bộ mặt phừng phừng như đang lên cơn sốt giữa bộ tóc hoe vang buông xõa hai bên.
Gratuláltam a kislányához.	Tôi chúc mừng nàng.
Kissé fátyolos volt a hangja és szokatlanul kemény - azoké ilyen csak, akik átestek a tűzkeresztségen -, ennyit mondott mosolyogva:	Bằng một giọng hơi khàn, với vẻ thô bạn không quen - cái thô bạo của một người từ chiến trận trở về.
- Ó, de meggyötörték a drágát!	- Cám ơn anh.
Másnap, vasárnap délután újra kimentem hozzájuk.	Tôi phải cáo lui ngay cho nàng khỏi mệt.
Nem tudtam elképzelni, hogy mi történhetett.	Tôi không đoán nổi có chuyện gì.
Dörömbölni kezdtem.	Tôi gõ khá mạnh.
Halk, sietős, apró léptek közeledtek.	Tôi nghe bên trong có tiếng chân rón rén chạy ra.
- ragadtam meg a karját.	- tôi hấp tấp hỏi.
- Pszt!	- Suỵt!
Nagyon, nagyon rosszul van.	Mẹ cháu yếu lắm rồi.
Lábujjhegyen mentem fel utána az emeletre, feldúlva, halálra rémülten.	Quá sửng sốt, tôi nhón chân theo ông lên tần ghai.
A kislány aludt a bölcsőjében, de olyan sápadt volt, olyan fehér, mint egy halott kisgyermek.	Cháu bé đang thiếp đi trong nôi trông nhợt nhạt và trắng bệch, như một em nhỏ đã chết.
Az orvos még nem adta fel a reményt.	Bác sĩ đang nghĩ cách cứu cháu.
Átkísért a lánya szobájába, de mintha nem is tudta volna, mit csinál:	Cụ dẫn tôi vào phòng mà như không biết đang làm gì.
Mintha minden csepp vére a fejébe tódult volna.	- Phải làm sao cho nó không hoảng.
Arca, homloka bíborvörös volt, pillantása ide-oda cikázott, mint egy fuldokló tekintete.	Bác sĩ đã lệnh phải thuyết phục nó rằng cháu bé vẫn bình an.
Már nem tudott beszélni, csak forró kezét csúsztatta a kezembe, olyan gyöngédség s oly őszinte baráti szeretet volt a mozdulatában, hogy alig tudtam elnyomni a könnyeimet.	Hai má và trán đỏ bầm, đôi mắt thỉnh thoảng lại trợn trừng như một người tắt thở, nàng chống lại cái chết một cách dũng cảm và dịu dàng không bút nào tả xiết.
- No nézze csak - csattant föl az öregúr hangja valami erőltetett, szörnyű kedélyességgel, mely már az őrülettel volt határos -, ugye, hogy nem néz ki rosszul a mi kis betegünk?	- Đó, đó... - cụ Gale nói rất to, vui vẻ một cách đáng rợn, như kiểu người điên - Anh xem, mặt em đâu đến nỗi, ốm thế đã ăn thua gì!...
Mindenki rohant oda hozzá - az orvosok, a szobában lebzselő asszonyok - vitték az oxigénpalackot, a törülközőket, kendőket, különféle gyógyszeres üvegeket, s az öregúr föléje hajolt s kiabálni kezdett.	Đôi mắt lơ xinh đẹp của nàng trợn trừng lên; hai má và trán nàng sạm đi; nàng khẽ giẫy dụa, tìm cách nén cho đến cùng nỗi tuyệt vọng và hoảng hốt của mình.
- Ne félj, Yvonne, ne félj.	- Đừng sợ, Yvon.
Semmiség az egész.	Chẳng là gì đâu.
Aztán alábbhagyott a roham.	Rồi cơn nghẹt thở dịu đi.
Most már inkább hozzájutott némi levegőhöz, de azért újra meg újra elővette a fuldoklás, szeme elfehéredett, s hátravetett fejjel hánykódott vergődve; azonban pillantása nem ért el már, akárcsak még az előbb is, nem tudott velem beszélni, nem tudott kivergődni az örvény mélyeiből, mely tovaragadta már vad-vad forgatagával.	Nàng đã thở được chút đỉnh, nhưng cổ vẫn khò khè, mặt trắng dã, đầu ngửa ra, đem hết sức nhưng vô hiệu ít nhất là trong phút này để tìm cách nhìn và nói với tôi, để thoát ra khỏi cái vực xoáy mà nàng đã rơi vào.
... Nem láthatták itt semmi hasznomat, így hát úgy gondoltam, jobb, ha elmegyek.	Có ở lại cũng chẳng ích gì, tôi đành phải bỏ đi.
Pedig maradhattam volna még kicsit, s erre a gondolatra még ma is szörnyű fájdalom kapja el a torkom.	Dĩ nhiên, tôi có thể nấn ná một lúc nữa... Nghĩ thế, tôi thấy tiếc vô cùng.
Nem hittem volna, hogy már a közelében settenkedik a halál.	Tôi tự thuyết phục rằng kết cục chưa gần đến thế đâu.
mozdulatlan volt az egész táj.	Ôi, không gì động đậy!
Sehol egy gyanús árnyfolt, sehol egy gallyacska, mi meglibbenne a szélre.	Không một bóng tối đáng ngờ, không một cành cây rung rinh!
Azonban ott távol az úton, mely Préveranges felől vezetett ide föl, egész halkan csilingelt egy pici csengettyű, zenélve; pár pillanat múlva kibukkant a kanyarban egy kisfiú ministránsruhában s mögötte lassan lépkedett a pap... S én nekivágtam az útnak hazafelé, elfojtva feltörő könnyeimet.	Nhưng dưới kia, về phía lối đi từ Prêvơrănggiơ, tôi nghe thoáng qua một tiếng chuông; một lát sau đã thấy xuất hiện ở chỗ đường ngoặt một đứa trẻ mũ giáo sĩ màu đỏ, áo blu học sinh đi theo một linh mục... Và tôi vừa nuốt nước mắt vừa rời xa.
Reggel hét órakor már két vagy három fiú ott topogott az udvaron.	Bảy giờ, trong sân trường đã có hai ba đứa trẻ.
Ha csak át kell mennem a sivár iskolaudvaron, olyan fáradtság fog el, hogy összebicsaklik a térdem.	Nguyên đi qua cái sân khô cứng torng trường, tôi đã đủ gẫy gập đầu gối rồi.
Minden olyan értelmetlen s annyira fáj minden, hiszen Ő nem él, halott már.	Nàng chết rồi, tôi thấy sao mà nặng nề và cay đắng.
Üresebb a világ, vége a boldog szünidőnek.	Thế gian bỗng trống vắng, kỳ nghỉ hè thế là xong.
Nem lesz több hosszú-hosszú kocsikázás, titokzatos ünnepség sem lesz soha többé... Újra azzá lesz minden, ami volt, egyetlen, merő fájdalom.	Hết luôn những cuộc phóng xe không kết quả; chẳng còn lễ hội bí ẩn... Chỉ còn nỗi đau khổ ngày xưa.
A gyerekeknek megmondom, hogy ma elmaradnak az órák.	Tôi báo với học sinh rằng sáng nay lớp nghỉ học.
Kis csoportokra oszolva elszélednek, megviszik a hírt a többieknek, hegyen-völgyön keresztül.	các em đi về thành từng nhóm nhỏ, báo tiếp cho các em khác trên đồng quê.
S aztán fekete kalapot nyomok a fejembe, magamra öltöm a zsakettem s elindulok, fájó szívvel, összetörten a Sablonniéres-puszta felé...	Còn tôi, tôi đội cái mỹ đen, khoác cái áo dài đàn ông viền vạc mà tôi có, rồi thất thểu đi đến Xablonnie...
... Nézem a házat, melyet annyit, de annyit kerestünk évekkel ezelőtt s hiába!	... Giờ này tôi đang đứng trước ngôi nhà mà cách đây ba năm chúng tôi đã ra công tìm kiếm.
Ó, ez az a ház, ahol Yvonne de Galais, Augustin Meaulnes felesége tegnap éjfél előtt kiszenvedett.	Chính trong nhà này mà Yvon de Gale , vợ của Ôguyxtanh Môn đã ra đi tối qua.
Aki most jár itt először, azt hihetné, hogy nem is ház ez, hanem egy magányos kápolna, tegnap óta olyan nagy a csönd itt, itt, amerre különben a madár se jár.	Một khác lạ dễ tưởng nó là một nhà thờ nhỏ, bởi vì từ giây phút ấy, nó lặng hẳn đi giữa nơi cô quạnh này.
A szívem dacosan lázad, a könnyeim árja megindul.	Chúng tôi đã tìm thấy cô gái đẹp.
Meghódította hódolatunk.	Nàng là vợ bạn tôi.
Hiszen egy nap én is megnősültem volna talán - egy másik fiatal lány lett volna a feleségem, s akkor ő lett volna az első, akinek bevallom e titkot, ifjúságom legnagyobb titkát...	Một ngày nào đấy, có thể tôi cưới một cô gái khác, và chính cô ấy là người đầu tiên tôi sẽ thổ lộ nỗi niềm trọng đại của mình...
A csengőfogantyú alatt, az ajtó burkolatán ott lobog a tegnapi kérelem.	Người ta để tấm biển nhỏ ở góc cửa, gần cái chuông.
Az öregúr, háttal felénk, a sarokban guggol, cipő nincs a lábán, csak harisnya és eszeveszetten, makacsul kutat az összevissza dobált holmik közt a fiókokban, miket a sublódból rángatott ki az imént.	Ngồi xổm trong một góc, quay lưng về chúng tôi, không giầy mà chỉ đi tắt, cụ Gale đang ngang nhạnh lục lọi lung tung trong mấy cái ngăn kéo rút ra từ một cái tủ.
Déli tizenkét órakor lesz a temetés.	Lễ an táng sẽ cử hành vào buổi trưa.
Az orvos attól tart, hogy hamar bomlásnak indul a holttest - az embóliánál sokszor előfordul ilyesmi.	Bác sĩ sợ xác chết rữa nhanh, hiện tượng đôi khi xảy ra với những người chết vì bệnh tắc huyết.
- hallatszott könnyektől s haragtól el-elcsukló hangja - mit nem képzelnek!	- Ai lại là... quái quỷ... như vậy?
Nem egyezem bele ilyen szörnyű komédiába!	Tôi sẽ... bế... cháu... xuống!
Majdnem leszakad már a karom a fáradságtól.	Mới vài bước, tay tôi đã mỏi nhừ.
A hajnali órákban indultam el, delente a kályhán fölmelegítettem egyszerű ebédemet, melyet a majorságból hordtak fel a Sablonniéres-házba - és esténként, alighogy vége volt a tanításnak, máris siettem haza.	Tôi chỉ đến Xanh Bơnoa để giảng dạy, mờ sáng đã ra đi, trưa đến thì dùng bữa ăn làm sẵn ở lâu đài va đem hấp nóng trên lò sưởi, buổi tối lên lớp là về ngay.
Azzal, hogy ott laktam a házban, minden eshetőségem megvolt arra, hogy ne kerüljük el egymást Meaulnes-nal, ha egy nap hazajönne.	Nhất là nhờ thế, tôi có thể tăng dịp may được gặp Môn, vi như nah trở về Xablonnie.
A dobozokból furcsa, elfelejtett illatok csaptak ki, nem élő, rég érzett szagok, úgyhogy hirtelen megrohantak az emlékek, bánatos voltam egész nap, s abba is hagytam ilyenkor a további kutatást.	Một ngày ngỉ, toi trông thấy trên phòng áp nóc một cái hòm cũ, thấp và dài, phủ đầy lông lợn bị gặm nham nhở, và tôi nhận ra đó là cái hòm học sinh của Môn.
Hosszúkás volt és lapos, egérrágta disznóbőr tasak.	Tổ mở cái khóa đã gỉ chẳng khó khăn gì.
Tüstént ráismertem, hogy ezzel járt Augustin az iskolába.	Đầy đến miệng hòm là sách, vở thời Xanhtơ-Agat.
Dühös is voltam magamra, hogy nem ide jöttem föl egyenest.	Số học, văn học, cở toán... bao nhiêu thứ.
S aztán egy iskolai dolgozatfüzet akadt a kezembe.	Cũng có một quyên "Vở bài tập hàng tháng".
Ugyancsak meglepődtem, mert ezekbe csakis az iskolában írtunk és soha nem vihettük haza őket.	Tôi lấy làm lạ, vì những vở loại này đều để lại lớp, không bao giờ học sinh mang ra khỏi trường.
Zöld fedelű füzet volt, a szélein már megsárgult egészen.	Đấy là một quyển vở màu xanh mà mép đã úa vàng.
Gyönyörű gömbölyű betűk jelezték a füzet fedelén a tanuló nevét: Augustin Meaulnes.	Tên học sinh, Ôguyxtanh Môn, viết ngoài bìa thàng một vòng tròn khá đẹp.Tôi mở vở ra.
Az első oldalakat csodálatos gonddal, mondhatni szerzetesi alázattal írta tele, mert a legnagyobb figyelemmel kellett ügyelnünk a külalakra.	Những trang đầu được giữ gìn hết sức trang nghiêm và cẩn thận như quy tăc khi dùng vở tập làm văn.
Három oldal után a szöveg megszakadt, üres lapok következtek, ezért vihette magával Augustin.	Nhưng chỉ có không quá ba trang đã viết, phần còn lại trắng nguyên, vậy là tôi hiểu vì sao Môn đem vở về.
Ott térdeltem a földön, s egyszerre emlékezetembe szökött az a sok, gyerekes szokás, furcsa törvény, aminek oly nagy fontosságot tulajdonítottunk kamaszkorunk napjaiban.	Quỳ trên đất, vừa suy nghĩ đến những nội quy và thói quen trẻ thơ từng chiếm chỗ lớn biết chừng nào trong tuổi thanh niên của chúng tôi, tôi vừa lần giở những trang của quyển vở ghi dở.
Tűnődve figyeltem, játszadozva, hogy pörögnek ujjaim alatt a tiszta lapok.	Chính do vậy mà tôi phát hiện ra chữ viết trên các trang khác.
Vagy csak egy dátum virított a papíron.	Có khi chỉ một con số thời gian.
Egyik pillanatban kisütött a nap, s míg bezuhogott a szobába arany melege, a fehér csipkefüggönyökre rárajzolódtak az ablak keresztléceinek sötét árnyai, a másik pillanatban meg viharos szél korbácsolta az üvegtáblákat jeges esőt zúdítva reájuk.	Lúc thì ánh nắng chói chang vẽ những hình thập tự vuông vừa lên những tấm màn cửa sổ trắng xóa, lúc một cơn gió bất chợt nổi lên, ném vào mặt kính cửa một thoáng mưa rào lạnh ngắt.
