Bovaryné	Bà Bô vary
– Hallja ön, hogy milyen rémesen vonít valahol egy kutya?	-Cha có nghe thấy tiếng một con chó tru lên không?
– kérdezte a gyógyszerész.	-Tay dược sĩ nói.
Már sokszor hallottam, hogy kirepülnek a méhkasból, ha halott van a házban.	- Đó như những con ong; nó bay khỏi tổ khi có người chết.
Homais nem felelhetett csípősen ezekre a babonás hiedelmekre, mert ujra elaludt.	Hôme không có nhận xét gì về những thành kiến đó, vì y lại thiếp đi.
Látni akarta Emmát még egyszer, utóljára.	Sáclơ, khi vào, hắn đánh thức họ dậy.
El akart tőle búcsúzni, ha már el kell válniok örökre.	Đây là lần cuối cùng, hắn đến để vĩnh biệt nàng.
Az illatszerek még füstölögtek, és kifelé kavargó kékes páráik az ablaknyílásnál összekeveredtek a szobába behatoló köddel.	Cỏ thơm vẫn còn bốc khói, và những làn hơi màu lam nhạt cuốn ra tới bờ cửa sổ hòa lẫn với sương mù từ ngoài bay vào.
Az égen itt-ott egy pár csillag látszott; az éj langyos volt.	Bầu trời có vài ngôi sao, và đêm khuya êm dịu.
A vastag gyertyák megolvadt viasza kövér cseppekben folyt alá s néha lefutott a fehér ágyterítőre.	Sáp nến nhỏ từng giọt lớn xuống khăn trải giường.
Károly bele bámult a ragyogó sárga lángba, s nem gondolt rá, hogy megfájul a szeme.	Sáclơ nhìn nến cháy, làm mỏi đôi mắt trước tia sáng của ngọn lửa vàng.
Az atlasz-ruhán, mely fehér volt, mint a holdvilág, fényfoltok reszkettek.	Những đường vân rung rinh trên chiếc áo dài bằng satanh trắng như ánh trăng sáng.
Emma eltűnt alatta; és Károlynak úgy tetszett, mintha Emma lassankint eloszlanék, elszóródnék, mintha csöndesen, észrevehetetlenül, átömlenék, átsugárzódnék a köröskörül lévő dolgokba, a csöndbe, az éjszakába, a szélbe, mely tova vonúl, és a nedves párákba, melyek felszállanak a földről.	Emma biến đi ở bên dưới; và hắn tưởng như nàng, lan tỏa ra ngoài bản thân nàng, đang mơ hồ hòa vào trong mọi vật xung quanh, trong im lặng, trong đêm tối, trong làn gió thổi qua, trong hương thơm ẩm ướt bốc lên.
Aztán, egyszerre, látta, a mint Emma a tostesi kertben, a padon ült, a tüskebokrok mellett, – vagy Rouenban, az utczán, – majd a házuk küszöbén, – és a bertauxi tanya udvarán.	Rồi đột nhiên, hắn thấy nàng trong vườn ở Tôxtơ, trên chiếc ghế dài, giáp hàng rào gai, hay là ở Ruăng, ngoài phố, trên cái ngưỡng cửa nhà, trong sân trại Béctô.
Sokáig állott így, sorra visszaidézve emlékezetébe a sok eltűnt boldogságot, Emma alakját, testtartását, mozdulatait, és hangjának a csengését.	Cứ thế, hắn nhớ lại liên miên những niềm hạnh phúc đã qua, dáng điệu của nàng, cử chỉ của nàng, giọng nói của nàng.
Egyik kétségbeejtő érzés után a másik áradt rá, folyton, kiapadhatatlanul, mint a hogy a habok áradnak dagálykor.	Sau mối thất vọng này lại đến mối thất vọng khác và luôn luôn không dứt như sóng triều tràn dâng.
Egy rettenetes kiváncsiság támadt fel benne: lassan, az ujjai hegyével, minden tagjában reszketve, fölemelte Emma fátyolát.	Hắn có một sự tò mò ghê gớm: thong thả, bằng đầu ngón tay, hắn vừa hồi hộp vừa nâng tấm vải liệm nàng lên.
A rémület kiáltása tört ki belőle, és ez a borzasztó hang fölébresztette a másik két embert.	Nhưng hắn khinh khủng thét lên một tiếng khiến hai người kia thức dậy.
Erőszakkal kellett elvinni onnan; levonszolták az ebédlőbe.	Họ lôi hắn xuống căn phòng nhà dưới.
Később Félicité jött fel, s azt jelentette, hogy az úr hajfürtöt kér.	Rồi Fêlixitê đến nói rằng hắn đòi lấy tóc.
– Vágjon le neki!	-Cắt lấy!
– szólt a gyógyszerész.	- Tay dược sĩ đáp.
És, minthogy Félicité nem merte ezt megtenni, ő maga ment a halotthoz, ollóval a kezében.	Và, vì người hầu gái không dám, y tự mình tiến đến, chiếc kéo trên tay.
Annyira reszketett, hogy a halántékon több helyütt bele szúrt a bőrbe.	Y run quá mạnh đến nỗi y chọc vào da thái dương nhiều chỗ.
Végre, meggondolva, hogy akárhogyan, de le kell győznie izgatottságát, találomra bele vágott a hajba s lenyesett két vagy három fürtöt, ott, a hol érte, – úgy, hogy ollója fehér foltokat hagyott a szép fekete hajban.	Cuối cùng, kiên quyết chống mọi cảm xúc, Hôme cắt hú họa hai hay ba nhát làm thành những vệt trắng trong bộ tóc đen đẹp ấy.
Bournisien ur néha szenteltvizet hintett szét a szobában, Homais pedig egy kis klórmészt szórt el a padlón.	Bấy giờ Buốcnidiêng vẩy nước thánh vào gian buồng và Hôme rắc một ít Clo trên mặt đất.
Félicitének gondja volt rá, hogy, ha megéheznek és megszomjaznak, találjanak egy kevés enni- és innivalót: a fiókos szekrényre egy nagy darab kenyeret, sajtot és egy üveg pálinkát készített ki nekik.	Fêlixitê chú ý đặt cho họ, trên chiếc tủ ngăn, một chai rượu mạnh, một miếng phómát và một chiếc bánh sữa to.
És reggeli négy óra felé a gyógyszerész, a ki már nem bírta tovább, így sóhajtott fel:	Cho nên, vào khoảng bốn giờ sáng, tay dược sĩ không chịu được nữa, thở dài:
– Én rám bizony, megvallom, rám férne ez a frissítő szer!	-Nói thực, tôi sẵn lòng tự bồi dưỡng!
– Majd meglátja, mi még megértjük egymást!	-Chúng ta rút cục cũng hiểu nhau thôi!
Hazamenet, lenn, a folyosón, a munkásokkal találkoztak, a kik a koporsókat hozták.	Ở tầng dưới, trong phòng đợi, họ gặp những người thợ đến.
És Károlynak ki kellett állnia azt a kínszenvedést, hogy két órán át hallgassa a kalapács kopácsolását.	Thế là, trong hai tiếng đồng hồ, phải chịu cái khổ hạnh nghe tiếng búa vang trên các tấm ván.
Időközben Emmát levitték az udvarra a már leszögezett tölgyfakoporsóban, a melyet aztán bele helyeztek a másik kettőbe, de minthogy ezek tulságosan szélesek voltak, a közöket ki kellett tömni matrácz-béléssel.	Rồi người ta đặt nàng vào chiếc quan tài bằng gỗ sồi lồng trong hai chiếc quan tài khác; nhưng vì cổ áo rộng quá, phải lấy len của một cái đệm nhét vào các khe hở.
Végre mikor már mind a három koporsófödelet meggyalulták, leráspolyozták, leszögezték és összeforrasztották: a hármas koporsót rátették a ravatalra, melyet a kapuban állítottak fel, kinyitották a kapunak mind a két szárnyát, és a yonville-iak özönleni kezdtek.	Cuối cùng, khi ba cái nắp đã được bào nhẵn, đóng đinh, gắn chốt, người ta đặt chiếc quan tài ra cửa trước; người ta mở toang cửa nhà, và những người dân ở Yôngvin bắt đầu ùa đến.
Rouault apó megérkezett.	Lão Ruôn tới.
Mikor a piaczra ért s megpillantotta a fekete posztót: az öreg ember elájult.	Lão chết ngất trên quảng trường khi thấy tấm màn đen.
X.	X
Az öreg ember az első pillanatban úgy elszédült, mintha a guta ütötte volna meg.	Thoạt tiên, lão ngã xuống như bị trúng phong.
Még nem halt meg, de minden perczben meghalhat… Végre felvette az uj zubbonyát, előkereste a kalapját, sarkantyút kötött a csizmájára, felült a hátas lovára, s megindult, olyan sebesen, a hogy a lovacska csak bírta.	Nhưng nàng có thể chết... Cuối cùng, lão mặc chiếc áo bờlu, lấy mũ, đeo đinh thúc ngựa vào giày và phóng như bay; và suốt dọc đường, lão Ruôn hồi hộp, đầy mối lo âu.
Lihegve vágtatott tova, és az egész úton kínzó aggodalmak gyötörték.	Thậm chí một lần, lão buộc phải xuống ngựa.
A nap fölkelt.	Ngày đã rạng.
Három fekete tyúkot pillantott meg, melyek egy fán aludtak; remegés fogta el, ez a rossz előjel nagyon megrémítette.	Lão thấy ba con gà mái đen ngủ trên một cây; lão giật thót mình, hoảng sợ vì cái điềm gở ấy.
Könyörögni kezdett a Szent Szűzhöz, s megfogadta, hogy három misemondó ruhát csináltat a templomnak, és mezítláb zarándokol el a bertauxi temetőtől a vassonville-i kápolnáig.	Thế là lão hứa với đức thánh Đồng trinh là lão sẽ dâng ba chiếc áo lễ cho nhà thờ, và lão sẽ đi chân không từ nghĩa địa Béctô đến nhà thờ Vátxôngvin.
Marommeba érve, bekiáltott a kocsmába, s minthogy nem jöttek mindjárt ajtót nyitni, bedöntötte az ajtót a vállával; oda rohant a zabos zsákhoz, bele öntött a csöbörbe egy üveg édes almabort, megetette és megitatta a lovát, aztán ujra felült rá, s a lovacska ugy nyargalt, hogy folyvást szikráztak a patkói.	Lão vừa vào Marôm vừa gọi những người ở quán ăn, lấy vai thúc cửa nhảy tới bao lúa mạch, đổ vào máng ngựa ăn một chai rượu táo ngọt, rồi lại nhảy lên ngựa phóng đến làm tóe lửa cả bốn móng sắt.
Biztatta magát, hogy Emmát okvetetlenül meg fogják menteni; az orvosok majd csak kitalálják, hogy micsoda orvosság kell neki, ez bizonyos.	Lão thầm nghĩ người ta chắc hẳn sẽ cứu được nàng; các người thầy thuốc sẽ tìm ra thuốc, nhất định như vậy.
Minden csodálatos gyógyulás eszébe jutott, a melyről valaha hallott.	Lão nhớ lại tất cả các cách chữa kỳ diệu mà người ta đã kể cho lão nghe.
Majd holtan látta Emmát maga előtt.	Rồi lão thấy nàng hiện ra, nàng đã chết.
Ott feküdt, előtte, az út közepén, szépen kiterítve.	Nàng ở kia, trước mắt lão, nằm ngửa, giữa đường cái.
Megrántotta a kantárszíjat, és a látomás eltűnt.	Lão giật dây cương và ảo ảnh biến mất.
Quincampoixban felhajtott három csésze fekete kávét, egyiket a másik után, hogy egy kis bátorságra tegyen szert.	Đến Canhcămpoa, để lấy can đảm, lão uống ba cốc càphê liền.
Arra gondolt, hogy a levél talán nem is neki szól; csak eltévesztették a czímet.	Lão nghĩ người ta đã đề nhầm tên khi viết thư.
Keresgélni kezdte a levelet a zsebében; érezte, hogy ott van, de nem merte elővenni és még egyszer elolvasni.	Lão tìm lại bức thư trong túi, cảm thấy nó ở đó, nhưng không dám mở nó ra.
De nem!	Nhưng không!
A mező éppen olyan volt, mint máskor; a kék égen egy felhő se látszott; a fák csöndesen hajladoztak; egy birkanyáj jött vele szembe.	Nông thôn không có vẻ gì lạ: bầu trời xanh lam, cây cối đu đưa; một đàn cừu đi qua.
– Az én édes leányom!… Emma!… Gyermekem!… Mondja el, mi történt?…	Khi lão đã hồi tỉnh lại, lão ngã vào đôi cánh tay Bôvary mà khóc rưng rức.
– Nem tudom, nem tudom!	Anh nói cho tôi rõ...?
Valami szörnyű átok sujt bennünket!	Và hắn nức nở đáp lại:
A gyógyszerész szétválasztotta őket.	- Con không biết; con không biết!
– Ne beszéljenek most erről!	Đây là một sự bất hạnh!
Csak még inkább felizgatnák magukat a borzasztó részletekkel.	Tay dược sĩ ngăn hai người ra.
Én majd elmondok Rouault urnak mindent.	-Những chi tiết ghê gớm ấy không có lợi gì cả.
De most szedjék össze minden bátorságukat!	Tôi sẽ trình bày cho cụ rõ.
Uralkodjanak magukon!	Khách đang đến kia kìa.
Már jönnek az emberek.	Cần phải chững chạc chứ!
Férfiasan kell viselkedniök!	Cần phải kiên quyết chứ!
Bovary, szegény, rajta volt, hogy férfinak mutatkozzék, és egyre azt ismételgette:	Anh chàng đáng thương muốn tỏ ra mình đúng, và hắn lặp đi lặp lại nhiều lần:
– Hát nekem lesz bátorságom, a ki áldója van!… – kiáltott fel az öreg ember.	-Ông già thốt lên, - tôi sẽ can đảm, dù sét nổ ngang tai!
– Mert én ki akarom kisérni az én kedves, jó gyermekemet végig!…	Tôi sẽ đưa nó đến nơi đến chốn.
A harang megszólalt.	Tiếng chuông vang rền.
Minden készen volt.	Mọi việc đã sẵn sàng.
Meg kellett indulni.	Phải lên đường.
A templomban Károlyt és Rouault apót az oltár közelében lévő karzat egyik padjára ültették, egymás mellé.	Và, ngồi bên cạnh nhau trong chỗ hát kinh, họ thấy trước mặt họ qua lại liên tục ba người hát kinh đang tụng kinh.
A három kántor el-elvonult mellettök, majd visszatért mögéjök; éneküket a rézkígyó zenéje kisérte.	Ông Buốcnidiêng, mặc đại lễ hát the thé; ông ta vái khám thờ, giơ cao bàn tay, duỗi thẳng cánh tay.
Bournisien ur, a ki teljes díszben volt, messzecsengő hangon énekelt; térdet hajtott a szentségtartó előtt, fölemelte a kezét, kitárta a két karját.	Lêtibuđoa đi lại trong nhà thờ với thanh nan bằng răng cá voi; gần chiếc bàn để kinh, cỗ áo quan đặt giữa bốn hàng nến.
Lestiboudois, gyertyagyujtó rudjával, le s fel járt a templomban.	Sáclơ muốn đứng dậy tắt nến đi.
A koporsót a karzat közelében helyezték el, s mind a négy oldalán egy-egy sor viaszgyertyával fogták körül.	Tuy nhiên, hắn vẫn cố cổ vũ hắn bằng lòng tin, lao mình vào niềm hy vọng một cuộc sống mai sau, ở đó hắn sẽ gặp lại nàng.
Károly szerette volna eloltani ezeket a gyertyalángokat.	Hắn tưởng như nàng đã đi chơi xa, rất xa, từ lâu lắm.
De aztán imádkozni próbált; nagyon óhajtotta, hogy megszállja az áhítat, mert vígasztalást keresett abban a reménységben, hogy a jövő életben viszontlátja Emmát.	Nhưng, khi hắn sực nghĩ nàng đang nằm ngay dưới kia, và thế là hết, người ta đem chôn nàng xuống đất, thì hắn nổi lên trong lòng một cơn điên dữ dội, đen tối, tuyệt vọng.
Néha meg azt hitte, hogy már nem érez semmit; fájdalmának ez a pillanatnyi enyhülése jól esett neki, de szemrehányásokat tett magának, hogy ilyen önző, ilyen hitvány, ilyen nyomorult tud lenni.	Đôi khi hắn tưởng không cảm thấy gì nữa; và hắn vừa tận hưởng cái lắng dịu của nỗi đau khổ ấy vừa tự trách mình là một người khốn khổ.
Egyszerre mintha egy vasburkolatú bot kopogott volna végig a templom kőlapjain.	Người ta nghe trên đá lát như có tiếng chan chát của một chiếc gậy bịt sắt gõ xuống đều đều.
Ez a kopogás először a templomajtónál, aztán egyre közelebbről hallatszott, s végre, az egyik oldalhajó közelében, elnémult.	Tiếng đó từ phía trong cùng dội tới và ngừng bặt trong những gian bên của giáo đường.
A hol a kopogás elhallgatott, egy ember állott meg, a ki durva barna zekében állított be a templomba, s a ki, mihelyt megjelent, letérdepelt, jókora kínlódás után.	Một người đàn ông mặc áo vét thô màu nâu sẫm quỳ xuống một cách khó nhọc.
Hippolyte volt, az Arany oroszlán szolgája.	Đó là Hipôlýt, người làm công của quán Sư Tử Vàng.
Erre az alkalomra az ünnepi lábát vette fel.	Gã ta đã lắp chiếc chân giả mới.
Az egyik kántor körüljárt a templomban, egy ezüst tálczával, melybe egymásután potyogott a sok kétgarasos, nagyokat csendülve.	Một người hát kinh đi vòng gian giữa giáo đường để quyên tiền, và những đồng xu to, hết đồng này đến đồng khác, loảng xoảng trong cái khay bạc.
– kiáltott fel Bovary, s haragosan dobott oda neki egy ötfrankos pénzdarabot.	- Bôvary vừa kêu ầm lên vừa giận dữ ném cho anh ta một đồng năm quan.
A kántor mély meghajlással fejezte ki köszönetét.	Người hát kinh cảm ơn hắn bằng một cái vái dài.
Aztán megint énekeltek, letérdepeltek, fölkeltek, ujra meg ujra… "Soha sem lesz már vége?	Người ta hát, người ta quỳ xuống, người ta đứng lên, cứ thế không thôi!
A harang ujra megszólalt.	Chuông lại đổ liên hồi.
A halottvivők három rudat csusztattak a koporsó alá, s mindenki kiment a templomból.	Những người phu khiêng vác luồn ba cái đòn xuống dưới cỗ áo quan, và mọi người ra khỏi nhà thờ.
Justin ebben a pillanatban jelent meg a gyógyszertár küszöbén.	Juyxtanh bấy giờ xuất hiện trên ngưỡng cửa hàng dược phẩm.
Hirtelen visszahuzódott; sápadtan, támolyogva.	Gã ta quay vào đột ngột, mặt tái mét, người lảo đảo.
Az ablakok megteltek kiváncsiakkal, a kik látni akarták a menetet.	Người ta đứng ở các cửa sổ để nhìn đám ma đi qua.
Károly, elül haladva, kiegyenesítette a derekát.	Sáclơ, đi trước, ưỡn ngực ra.
A koporsót hat ember vitte: jobbról is, balról is három-három.	Hắn làm ra vẻ mạnh bạo và gật chào những người từ các ngõ hẻm và từ các cửa
Nagyon lassan és egy kissé lihegve haladtak előre.	lớn, xếp hàng vào đám đông.
A papok, a kántorok és a két ministráló gyermek a De profundist énekelték; és hangjuk, mely zengzetes váltakozással emelkedett vagy mélyedt alá, elhallatszott a mezőre.	Sáu người đàn ông, mỗi bên ba, ngắn bước và có phần nào thở hổn hển.
Néha, mikor uj ösvényre tértek, s jobbra vagy balra kanyarodtak: egy-egy perczre eltüntek szem elől; de a nagy ezüst kereszt ilyenkor is mindig kilátszott a fák közül.	Các cha cố, các người hát kinh và hai đứa trẻ ban đồng ca đọc kinh Giải tội cho người chết; và giọng họ vang lên trên đồng quê, ngân trầm bổng.
Az asszonyok leeresztett csuklyájú, egészen fekete gyászköpönyegben követték az énekeseket, s égő viaszgyertyát tartottak a kezökben.	Đôi khi, họ mất hút ở những chỗ đường ngoặt; nhưng cây thánh giá lớn bằng bạc vẫn vươn cao giữa lùm cây cối.
De odább friss szellő lengedezett; a rozs és a repcze zöldelt; s az utszélen tova huzódó tüskebokor-sövényen harmatcseppek rezegtek.	Một làn gió mát thổi qua, lúa mạch và cây cải dầu xanh mơn mởn, từng giọt sương nhỏ rung rinh trên các rào gai bên đường.
Messzebbről mindenféle vidám zaj hallatszott: a kocsiúton szekér döczögött és ostor pattogott; másutt egy lármás kakas kergette a tyúkokat; odább egy elszabadult csikó dobogott, az almafák alá rugtatva.	Đủ mọi tiếng động vui vẻ tràn ngập chân trời: tiếng xe bò lăn lộc cộc ở xa trên hằn bánh cũ, tiếng gà trống gáy liên hồi hay tiếng một con ngựa non mà người ta thấy lồng chạy dưới những cây táo.
Az ezüstös díszítésü fekete posztólepel időnkint fel-fellebbent, s ilyenkor látni lehetett a koporsót.	Tấm vải đen, điểm lệ trắng, chốc chốc lại bay tung lên để lộ chiếc quan tài.
Az elfáradt halottvivők egyre lassabban mentek, s a koporsót tartó gyászpad meg-megrándulva haladt előre, mint egy dereglye, mely minden hullámra meginog.	Những người phu khiêng vác đi chậm lại vì mệt mỏi, và cỗ áo quan tiến lên từng hồi liên tiếp, như một con tàu chòng chành theo từng đợt sóng.
Megérkeztek a temetőbe.	Đã tới nơi.
A halottvivők tovább mentek, addig a helyig, a hol a fűben a sír már meg volt ásva.	Những người phu khiêng vác tiếp tục đi xuống tận phía dưới, tới một chỗ trong thảm cỏ ở đó có cái huyệt đã được đào.
Körülállottak a sírt; és mialatt a plébános beszélt, a sír szélére kivetett vörösesbarna föld a szegletekről folytonosan, nesztelenül omladozott vissza, le a mélybe.	Mọi người xếp hàng chung quanh; và trong khi cha cố nói, đất đỏ chất trên bờ huyệt, liên tục trôi khẽ xuống các góc.
Aztán elhelyezték a négy kötelet, és ezeken lebocsátották a koporsót a sírba.	Rồi, khi bốn sợi dây đã đặt ra, người ta đẩy chiếc quan tài lên trên.
Károly nézte, hogyan száll alá Emma.	Sáclơ nhìn nó xuống đất.
Végre valami tompa hangot lehetett hallani; a koporsó egy dobbanással oda ütközött a sírfenékhez.	Cuối cùng, hắn nghe thấy "bịch" một tiếng; những sợi dây rít khi kéo lên.
És a koporsó fája, a mint a kövecses föld megütötte, azt a borzasztó dübörgést hallatta, a mely mintha az örökkévalóságból hangoznék felénk.	Gỗ của cỗ áo, bị sỏi chạm vào, vang lên một tiếng dữ dội như tiếng vang nơi vĩnh cửu.
A plébános átadta a szenteltvíz-hintőt szomszédjának.	Cha cố đưa cây ngù để rẩy nước thánh cho người đứng bên cạnh, đó là Hôme.
Homais állott mellette.	Hắn gửi cho nàng những cái hôn.
A gyógyszerész komoly ábrázatot vágva rázta meg az eszközt, melyből a szenteltvíz permetezett, aztán Károly felé nyujtotta.	Hắn lê ra huyệt để được chôn mình trong đó cùng với nàng.
De Károly térdre ereszkedett a földön, s teli marokkal szórta rá a földet Emmára, folyton kiáltozva: "Isten veled!	Người ta vực hắn đi; và chẳng bao lâu hắn bình tâm lại, có lẽ hắn cảm thấy như mọi người niềm thỏa mãn mơ hồ vì chuyện đã xong.
Isten veled!" Csókokat küldött neki; és bele akart ugrani a sírba, hogy eltemetkezzék vele.	Lão Ruôn, khi trở về ung dung hút một tẩu thuốc.
Rouault apó, visszamenet, rágyujtott, és csöndesen szítta a pipáját – a min Homais, bensejében, igen megbotránkozott.	Để truyền đi các nhận xét của mình, y đã đi từ nhóm này qua nhóm khác.
– Szegény kis asszonyka!	Người đàn bà bé nhỏ đáng thương ấy!
Milyen rettenetes csapás ez a férjére!	Đau đớn cho chồng bà biết chừng nào!
A gyógyszerész azt felelte:	Tay dược sĩ tiếp lời:
– Bizony kár ezért a kedves teremtésért!	-Một con người tốt như thế!
És ha meggondolom, hogy a mult szombaton még ott járt a boltomban!	-Tôi đã không được lúc nào rảnh.
Haza érve, Károly átöltözött, és Rouault apó ujra fölvette a kék zubbonyát.	Về nhà, Sáclơ cởi áo ra, và lão Ruôn là lại chiếc áo khoác ngoài mới của mình.
A zubbony uj volt, és minthogy Rouault apó útközben sokszor megtörülgette könnyes szemét az uj ruha ujjának a szélével: a festékből egy kevés ott maradt az öreg ember arczán, a ruha ujjaszéle pedig szinét vesztette; a könnyek nyoma egész vonalakat alkotott abban a porrétegben, mely a zubbonyt beszennyezte.	Nó mới, mà vì thế, khi đi đường, lão đã lau mắt bằng các tay của nó, khiến nó thôi màu ra trên mặt lão; và những vệt nước mắt đã vẽ thành đường trên lớp bụi làm bẩn áo.
Az idősebb Bovaryné velök volt.	Bà Bôvary mẹ cũng đang có mặt ở đấy.
Mind a hárman hallgattak.	Cả ba người đều im lặng.
Végre az öreg ember így szólalt meg:	Cuối cùng, ông lão thở dài nói:
– Emlékszik-e még, barátom, hogy egyszer, Tostes-ban, meglátogattam önt?!	-Anh bạn ạ, anh có nhớ rằng tôi đã đến Tôxtơ một lần khi anh vừa bỏ người vợ đầu?
Akkor tudtam, hogy mit mondjak; de most…!	Tôi biết phải nói gì; nhưng bây giờ thì...
– Mert nekem most már végem van!	Đối với tôi thế là hết, anh thấy chứ!
Elment a feleségem… azután elment a fiam… és most már elment a leányom is!	Tôi đã thấy nhà tôi bỏ đi..., rồi con trai tôi..., và hôm nay thế là đến lượt con gái tôi!
– Hogy még jobban fájjon a szívem?	Lão vừa nói vừa vỗ tay vào đùi:
Hanem csókolja meg sokszor, helyettem is!	Nhưng anh sẽ hôn nó hộ tôi!
És soha se fogom elfelejteni, hogy ezt meggyógyította!… – folytatta, a czombjára ütve.	Mà tôi, không bao giờ tôi quên việc đó đâu, đừng sợ!
De mikor a domb magaslatára ért, visszafordult, mint a hogy, valaha régen, visszafordult a saint-victori úton, azután, hogy el kellett válnia Emmától.	Nhưng, khi lên tới đỉnh dốc, lão quay đầu lại, như xưa kia lão đã quay lúc lão chia tay nàng trên con đường Xanh Victo.
A nap már lemenőben volt; még ott világított a rét fölött, de már közeledett a látóhatár széléhez.	Nhiều cửa sổ trong làng rực sáng dưới tia nắng xiên khoai của mặt trời đang lặn trên đồng cỏ.
Aztán folytatta utját, csöndesen poroszkálva, mert a lova sántított.	Buổi tối, mặc dầu mệt mỏi, Sáclơ và mẹ ngồi nói chuyện với nhau rất lâu.
Károly és anyja, bár meglehetősen el voltak törődve, késő éjszakáig fenmaradtak.	Họ nói chuyện ngày trước và nói chuyện mai sau.
Elbeszélgettek a multról, és arról, hogy miképpen fognak élni ezentúl.	Bà ta sẽ đến ở Yôngvin, bà ta sẽ trông nom nhà cửa, hai mẹ con không xa rời nhau nữa.
Elhatározták, hogy anyja Yonvilleba jön lakni; ő fogja vezetni Károly háztartását; most már nem hagyják el egymást.	Bà ta khéo léo và ngọt ngào, mừng thầm đã lấy lại được tình thương yêu đã mất đi từ bao nhiêu năm rồi.
Éjfélt ütött.	Đã nửa đêm.
A falun mély csöndesség ült, mint máskor; Károly még ébren volt s folyton Emmára gondolt.	Xóm làng, như thường lệ, im lặng, và Sáclơ còn thức, vẫn nghĩ đến nàng.
Rudolf, a ki, hogy szórakozzék, egész nap az erdőt járta, nyugodtan aludt kastélyában; és Léon is aludt, amarra, messzebb.	Rôđônphơ, để giải khuây, suốt ngày đi săn ở trong rừng, y đang ngủ yên tĩnh trong lâu đài của y; và Lêông, xa kia, cũng đang ngon giấc.
De volt még más is, a ki nem aludt, ebben az órában.	Có một người khác, giờ này, không ngủ.
A síron, a fenyűfák között, egy gyermek sírt, térden állva, és melle, mely majdnem megszakadt a zokogástól, zihált a sötétségben, mintha végtelen bánat nehezednék rá; végtelen bánat, mely csöndes, mint a hold, és kifürkészhetetlen, mint az éj.	Trên huyệt, khoảng giữa những cây tùng, có một thiếu niên quỳ khóc, và ngực cậu ta tan nát vì nức nở, hổn hển trong bóng tối, nghẹn ngào một mối tiếc thương vô hạn, êm đềm hơn mặt trăng và khó dò hơn đêm tối.
Egyszerre megcsörrent a rácsajtó.	Bỗng có tiếng rào sắt kêu răng rắc.
Lestiboudois jelent meg, hogy megkeresse az ásóját, a melyet reggel itt felejtett.	Đó là Lêtibuđoa; gã ta đến tìm cái mai bỏ quên lúc nãy.
XI.	XI
Károly, másnap, haza hozatta Bertát.	Ngày hôm sau, Sáclơ cho con về nhà.
Azt felelték, hogy elutazott, és hogy majd szép játékokat hoz neki.	Người ta bảo mẹ nó đi vắng, mẹ nó sẽ mang đồ chơi về cho nó.
Berta még többször is beszélt a mamájáról; aztán, a mint mult az idő, nem gondolt rá többé.	Béctơ nhắc đến chuyện đó nhiều lần; rồi lâu dần, nó không nghĩ đến nữa.
Bovarynak fájt, hogy gyermeke ily gondtalanul vídám; a mellett el kellett viselnie azt is, hogy a gyógyszerész folyton terhére volt kiállhatatlan vigasztalásával.	Cái vui của đứa bé làm Bôvary chua xót, và hắn cứ phải chịu đựng những lời an ủi không thể chịu được của tay dược sĩ.
Anyját ez a makacskodás fellázította.	Mẹ hắn bực mình với hắn về vấn đề đó.
Ekközben mindenki rajta volt, hogy kiaknázza a helyzetet.	Hắn bực mình mạnh mẽ hơn bà.
– Azt már nem tudom, kérem.	Bà ta bỏ nhà ra đi.
Alighanem ügyvédekkel levelezett, vagy kereskedőkkel.	Thế rồi ai nấy đều tìm cách lợi dụng.
Bocsánatot kellett kérnie.	Đó là công việc của bà nhà.
Félicité most már Emma ruháiban járt; nem kapta meg mindet: Károly egy pár ruhát megtartott emlékül.	Cứ mỗi món nợ trả xong, Sáclơ tưởng rằng thế là hết.
S néha bezárkozott Emma öltözőjébe, hogy elnézze az ereklyéit.	Nhưng rồi những món nợ khác lại chợt đến liên miên.
A cselédleány olyan alakú volt, mint Emma.	Hắn đòi những món tiền khám bệnh người ta còn chịu lại.
Néha, mikor kiment a szobából, s Károly utána nézett, a szegény embernek egy-egy pillanatra úgy tetszett, mintha a feleségét látná.	Người nào người nấy giơ cho hắn xem những bức thư mà vợ hắn đã gửi họ.
Ilyenkor rákiáltott a leányra:	Thế là hắn phải xin lỗi.
– Várj!	-Ôi!
De, pünköstkor, Félicité szó nélkül megugrott Yonvilleból – Théodore szöktette meg – és ellopta mindazt, a mi Emma ruhatárából még megmaradt.	Nhưng, đến kỳ lễ Thánh Giáng, chị ta bị Têôđo quyến rũ, đã trốn khỏi Yôngvin, đồng thời lấy trộm tất cả những gì còn lại ở tủ quần áo của nàng.
Ugyanebben az időtájban Özvegy Dupuisné asszony tisztelettel jelentette Bovary urnak, hogy fia: "Dupuis Léon ur, yvetoti közjegyző, Bondevilleban házasságra lépett Leboeuf Léocadie kisasszonynyal." Károly, üdvözlő levelében, többek közt ezt írta az özvegynek:	Chính vào thời kỳ này, bà góa Đuypuy hân hạnh báo cho hắn "hôn lễ của Lêông Đuypuy, con trai bà, quản lý văn khế ở Yvơtô, với cô Lêôcađi Lơbớp, ở Bôngđơvin".
