ÉMILE ZOLA	Émile Zola
Különösen kedves gyermekei iránt fejezte ki ily módon a köszönetét s lelkének egész szeretetét egyetlen szempillantással.	Nhất là đối với những đứa con yêu quý mà bà đặt tất cả tấm lòng biết ơn, tất cả tình thương yêu chỉ đơn giản trong một ánh mắt.
Mikor este és reggel Laurent a karjaira vette, hogy be- vagy kivigye, ezt szeretve köszönte meg, gyengéd ömlengéssel teli tekintettel.	Vào buổi tối và buổi sáng, khi Laurent bế bà trong tay để dời chỗ, bà cám ơn hắn bằng tình yêu thương qua những tia mắt dạt dào trìu mến.
Igy élt heteken át, várva a halált s azt gondolta, hogy most már semmi újabb baj nem érheti.	Bà sống như thế trong nhiều tuần lễ chờ đợi cái chết, tin rằng mình yên ổn trước mọi tai hoạ mới.
Azt gondolta, hogy a szenvedésből már kivette a részét.	Bà nghĩ đã trả giá phận mình bằng nỗi đau khổ.
Csalódott.	Bà đã lầm.
Egy este borzasztó csapás sujtotta le.	Vào một buổi tối, một đòn kinh hoàng đã nghiền nát bà.
Therese és Laurent hiába ültette őt maga közé teljes világításba, - nem volt eléggé eleven ahhoz, hogy elválassza őket egymástól és megvédje őket a félelmüktől.	Thérèse và Laurent đã hoài công đặt bà xen vào giữa họ, giữa vùng ánh sáng, bà không còn đủ sống để chia cách họ và bảo vệ họ chống lại những mối lo âu của mình.
Hebegtek s akaratuk ellenére is oly vallomást tettek, olyan dolgokat mondottak, amikből Raquinné végül mindent megtudott.	Thế là họ lắp bắp và không cưỡng được tuôn ra những lời thú tội mà cuối cùng bộc lộ ra hết thảy với bà Raquin.
Laurentnak valami rohama volt, amely alatt úgy beszélt, mintha magánkívül volna.	Laurent trong một cơn kích động đã ăn nói như một người bị quỷ ám.
A szélütött asszony egyszerre megértett mindent.	Thình lình người liệt chợt hiểu ra.
Borzasztóan megrándult az arca s annyira felindult, hogy Therese azt hitte, hogy felugrik és elkiáltja magát.	Một cơn co giật ghê gớm lướt trên mặt bà, và bà cảm thấy một chấn động đến nỗi Thérèse tưởng rằng bà sắp chồm lên gào thét.
S aztán visszaesett a merevségébe, mintha vasból lett volna.	Rồi bà rơi trở lại trạng thái cứng đờ như gỗ đá.
Ez a nagy megrázkódtatás annál borzasztóbb volt, mert úgy látszott, hogy galvanizálja a holttestet.	Cơn xúc động kiểu đó còn kinh hoàng hơn xác chết động đậy.
Egy pillanatra feléledt érzékenysége azonban eltűnt, a tehetetlen öreg még letörtebb, még fakóbb volt, mint azelőtt.	Sự mẫn cảm sau một lúc hồi phục đã tan biến, người liệt càng suy sụp hơn, càng nhợt nhạt hơn.
Szemei azonban, amelyek máskor oly szelidek voltak, most feketék és kemények lettek, mintha, fémdarabokból volnának.	Đôi mắt bà bình thường dịu dàng là thế, đã trở nên tối tăm và khô cứng, giống như những miếng kim loại.
A kétségbeesés soha kíméletlenebbül nem csapott le egy élőlénybe.	Chưa bao giờ nỗi tuyệt vọng nghiệt ngã hơn thế trong một con người.
A szomorú valóság mint a villámlás, úgy égette a szélütött betegnek a szemeit s oly rettentő hatással volt rá, mint a villámcsapás.	Sự thật tai ương như một tia chớp, thiêu đốt đôi mắt của người liệt và gây chấn động tột cùng bằng một tiếng sét.
Ha fel bírt volna kelni, ha kitörhetett volna belőle az a borzalmas kiáltás, amely a torkát szorongatta, ha megátkozhatta volna fiának gyilkosait, akkor kevésbbé szenvedett volna.	Nếu bà có thể chồm dậy, bật lên tiếng kêu la khủng khiếp từ cổ họng, nguyền rủa những tên đã giết chết con mình, thì có lẽ bà ít đau khổ hơn.
De miután mindent hallott és mindent megértett, mozdulatlanul, némán kellett maradnia és magába kellett zárnia fájdalmának kitörését.	Nhưng sau khi đã nghe tất cả, đã hiểu tất cả, bà phải ngồi bất động và câm nín, chất chứa trong lòng sự bùng nổ của cơn đau.
Úgy rémlett neki, mintha Therese és Laurent a karszékéhez kötözte és szegezte volna, hogy megakadályozza abban, hogy reájuk rohanjon és mintha valami szörnyű élvezetük lenne abban, hogy mindig csak ezt ismételgessék előtte: "Megöltük Camillet", - miután lakatot tettek az ajkaira, hogy elfojtsák vele a zokogását.	Dường như đối với bà, Thérèse và Laurent đã trói chặt, đã đóng đinh bà vào chiếc ghế bành để ngăn bà vùng dậy, và chúng cảm thấy một niềm khoái lạc tàn nhẫn để lập đi lập lại với bà "Chúng tôi đã giết Camillie", sau khi lấy giẻ bịt miệng bà để dập tắt những tiếng kêu thổn thức.
A borzalom és a félelem dühösen futkosott a testében, anélkül, hogy utat talált volna, ahol kitörjön.	Nỗi hốt hoảng, bàng hoàng chạy cuống cuồng trong cơ thể không có lối ra.
Emberfeletti erőfeszítést tett, hogy felemelje azt a terhet, amely elnyomta, hogy kiszabadítsa a torkát és szabad folyást engedjen kétségbeesésének.	Bà tận dụng mọi nỗ lực siêu phàm hầu cất đi gánh nặng đang đè bẹp mình, để giải thoát cổ họng, và như thế khai thông cho nguồn tuyệt vọng tuôn trào.
De hiába feszítette meg végső energiáját; érezte, hogy a nyelve hideg a szájában és hogy nem tudja magát eltépni a haláltól.	Và hoài công tận lực, bà cảm thấy lưỡi mình nguội lạnh trong vòm miệng, bà không thể rứt ra khỏi cái chết.
A hulla tehetetlensége miatt volt oly merev.	Một sự bất lực của thây ma giữ bà cứng đờ.
Izgalmai hasonlítottak a tetszhalottéhoz, akit eltemettek s aki, miután békóba verték testének a kötelékei, hallja feje fölött a koporsójára dobott homok tompa zaját.	Những cảm giác giống như một người lịm đi bị đem chôn sống, và cơ thể bị trói chặt, họ nằm nghe trên đầu mình âm vang mơ hồ của tiếng xẻng xúc đất.
Az a pusztulás, amely a szívében végbement, még borzasztóbb volt.	Sự tàn phá trong con tim còn kinh khủng hơn.
Oly összeomlást érzett magában, amely egészen megtörte.	Bà cảm thấy trong bà một sự suy sụp nặng nề.
Az egész élete vigasztalan volt, minden gyengédségét, minden jóságát, minden odaadását egyszerre felfordították és lábbal tiporták.	Cả cuộc đời bà đã hoàn toàn hiu quạnh, mọi tình âu yếm, mọi lòng nhân ái, mọi nỗi tận tuỵ vừa bị lộn nhào tàn nhẫn và bị chà đạp dưới chân.
Az élete csupa szeretet és kedvesség volt és utolsó óráiban, amikor magával akarta vinni a sírba a lét csendes örömeiben való hitét, egy hang azt kiáltotta neki, hogy minden hazugság és minden bűntett.	Bà đã sống cuộc đời yêu thương và dịu ngọt, và trong những giờ phút cuối cùng, khi bà sắp mang xuống đáy mồ niềm tin về hạnh phúc yên bình của cuộc sống, một giọng nói thét lên rằng tất cả đều láo toét và tất cả là tội ác.
A fátyol, amely elszakadt előtte, azt mutatta neki, hogy a szeretet és barátság mögött, amelyet látni vélt, a vér és a gyalázat rettenetes látványa rejtőzött.	Tấm màn rách toạc cho bà thấy, bên kia tình yêu và tình thân hữu mà bà tin là mình đã gặp, là một cảnh tượng kinh hoàng của máu me và nhục nhã.
Szidta volna az Istent, ha kiáltani bírt volna, hogy káromkodhassék.	Bà đã nguyền rủa Thượng Đế nếu bà có thể thét lên được một lời báng bổ.
Az Isten több mint hatvan éven át csalta őt, úgy bánt vele, mint egy szelid és jó kis leánnyal s a csendes örömök hazug képeivel mulattatta a szemeit.	Chúa đã đánh lừa bà trong hơn sáu mươi năm khi đối xử với bà như một đứa bé gái dịu dàng và tốt bụng, khi phỉnh phờ đôi mắt bà bằng những bức tranh dối trá của niềm vui yên tĩnh.
És ő gyermek maradt, ostobán hitt ezer bolondságban s nem látta, hogy a valóságos élet a szenvedélyek véres sarában folyik.	Và bà đã sống như trẻ con, tin tưởng ngu ngơ vào muôn ngàn chuyện ngớ ngẩn, không nhìn thấy cuộc đời lê lết trong đám bùn lầy đẫm máu của đam mê.
Az Isten rossz volt, hamarabb meg kellett volna neki mondania az igazat, vagy engednie kellett volna, hogy meghaljon ártatlanságával és vakságával.	Chúa đã ác nghiệt, lẽ ra phải nói với bà sự thật sớm hơn, hoặc để mặc bà ra đi với sự vô tri và mù quáng.
De most már nem maradt más hátra számára, mint hogy a szeretetet, a barátságot, az odaadást megtagadva haljon meg.	Giờ đây, chỉ còn lại nơi bà cái chết trong sự phủ nhận tình yêu, phủ nhận tình bạn, phủ nhận tấm lòng tận tuỵ hy sinh.
Semmi se létezik a világon, csak a gyilkosság és a kéj.	Không còn gì nữa ngoài sự giết người và dâm ô.
Camille meghalt Therese és Laurent csapásai alatt és ezek a házasságtörés gyalázatában szőtték bűntettük terveit!	Camille đã chết dưới đòn sát thủ của Thérèse và Laurent, và những kẻ này đã nghĩ ra tội ác giữa nỗi ô nhục của việc ngoại tình!
Raquinnéra nézve ebben a gondolatban oly nagy szakadék volt, hogy nem bírta felfogni és világosan és részletesen megérteni.	Đối với bà Raquin có một vực thẳm nào đó trong ý tưởng này, mà bà không thể lý luận hay nắm bắt nó một cách rõ ràng và chi tiết.
Csak egy izgalmat érzett, valami borzasztó zuhanást; úgy rémlett neki, mintha egy fekete és hideg üregbe zuhanna.	Bà chỉ có một cảm giác, cảm giác của một sự sẩy bước ghê rợn như thể bà rơi xuống một hố sâu đen tối và lạnh lẽo "Mình sắp đổ vỡ tan tành!"
És ezt gondolta magában: "Összetöröm magam lenn az üreg fenekén."	Sau cơn chấn động đầu tiên, sự quái gở của tội ác có vẻ như không thật đối với bà.
Az első nagy izgalom után a szörnyű bűntett valószínűtlennek tűnt fel előtte.	Rồi bà sợ mình trở nên hoá rồ, khi trong lòng đã tin chắc về sự ngoại tình và giết người.
Bizonyos, hogy Therese és Laurent a gyilkosa Camillenak, Therese, akit fölnevelt és Laurent, akit úgy szeretett, mint odaadó, gyengéd anya.	Thérèse và Laurent đúng là những kẻ đã giết Camille, Thérèse mà bà từng nuôi dưỡng, Laurent mà bà yêu thương như một bà mẹ tận tuỵ và dịu hiền.
Mint egy óriási kerék, úgy járt ez a fejében, siketítő zajjal.	Điều này quay cuồng trong đầu bà như một bánh xe khổng lồ, với tiếng động điếc tai.
Kitalálta a bűntett oly aljas részleteit, beleélte magát oly óriási álszenteskedésükbe, gondolataiban végignézte oly kegyetlen iróniájú, kétszínű játékukat s jobb szeretett volna meghalni, mint ezekre gondolni.	Bà đoán ra những chi tiết ghê tởm, bà chìm ngập trong một thói đạo đức giả lớn lao quá, trong suy nghĩ bà tham dự vào một cảnh tượng hai mặt trớ trêu đến nghiệt ngã, đến nỗi bà muốn chết đi để không phải nghĩ ngợi gì nữa.
Egy gondolat őrölte folyton az agyát, gépiesen és kérlelhetetlenül, egy malomkő súlyával és kitartásával.	Một ý tưởng duy nhất, vô thức và khôn nguôi muốn đập tan tành đầu óc với sức nặng và quán tính của một chiếc cối xay.
Folyton ezt ismételgette magában: "A gyermekeim voltak azok, akik megölték a gyermekemet" és nem talált semmi más gondolatot, hogy kifejezhesse a kétségbeesését.	Bà nghĩ đi nghĩ lại "Đây là những đứa con đã giết chết con tôi", và bà không tìm ra được cách nào khác để diễn đạt nỗi tuyệt vọng của mình.
Mikor ez a hirtelen változás történt a szívében, zavartan kereste önmagát és nem ismert már magára; egészen elnyomta a bosszúállás brutális gondolata, mely magával ragadta és tönkretette egész életének a jóságát.	Trong sự thay đổi đột ngột của con tim, bà lầm lạc tìm kiếm và không hiểu gì nữa cả, bà ngồi đó kiệt quệ vì dồn dập ý nghĩ muốn trả thù, nó xua đuổi tất cả lòng nhân ái trong cuộc sống của bà.
Amikor bensőleg átalakult, elsötétedett a lelke; úgy érezte, hogy halódó testében új lény született, egy kérlelhetetlen, kegyetlen lény, amely bele szeretett volna harapni fiának a gyilkosaiba.	Một khi đã thay đổi, nó nhuộm màu đen tối trong lòng bà, bà cảm thấy sống dậy trong thịt da đang chết của mình một con người mới, nhẫn tâm và độc ác, những muốn cấu xé bọn sát nhân đã giết chết con bà.
Mikor a bénaság nyomasztó terhe alatt összeroskadt, mikor megértette, hogy nem ugorhatik neki Therese és Laurent torkának, akiket szeretett volna megfojtani, megadta magát a csendnek és a mozdulatlanságnak és nagy könnycseppek peregtek le lassan a szemeiből.	Khi đã khuỵu xuống dưới gọng kềm nặng trĩu của chứng bại liệt, khi đã hiểu rằng mình không thể nhảy bổ vào siết cổ họng Thérèse và Laurent như bà mơ tưởng, bà cam chịu trong câm lặng và bất động, những giọt nước mắt đầm đìa chầm chậm tuôn rơi.
Semmi sem volt szívettépőbb, mint ez a néma és mozdulatlan kétségbeesés.	Không có gì não lòng hơn nỗi tuyệt vọng âm thầm và lặng lẽ này.
Ezek a könnyek, amelyek egymásután peregtek le a holt arcon, melynek egyetlen ránca sem mozdult, ez a mozdulatlan fakó arc, mely nem tudott összes vonásaival sírni, hanem amelyen csak a szemek sírtak, rendkívül fájdalmas látvány volt.	Từng giọt nước mắt lần lượt chảy trên bộ mặt chết không một nếp nhăn nào động đậy, bộ mặt cứng đờ nhợt nhạt không thể khóc lên với tất cả đường nét của nó, và nơi đó chỉ còn đôi mắt thổn thức, nó gợi lên một cảnh tượng xót xa.
- Le kell fektetni - szólt Laurenthoz a nénjére mutatva.	- Cần đưa bà ấy đi ngủ - nàng nói với Laurent trong khi chỉ người cô.
Laurent gyorsan betolta a szélütött asszony karszékét a szobájába.	Laurent vội vàng đẩy người liệt vào phòng bà.
Azután lehajolt, hogy a karjaiba vegye.	Rồi hắn cúi xuống để bế bà trong tay.
E pillanatban Raquinné azt remélte, hogy valami hatalmas rúgó lábra állítja; megfeszítette legvégső erejét.	Lúc đó, bà Raquin ao ước có một sức bật nâng bà đứng dậy, bà cố nỗ lực tột cùng.
Isten nem engedheti, hogy Laurent őt a melléhez szoríthassa; arra számított, hogy a villám agyon fogja sujtani, ha ily szörnyű szemtelenséget cselekszik.	Chúa chỉ cho phép Laurent ôm bà vào lồng ngực hắn, bà tin rằng sấm sét sẽ nghiền nát hắn nếu điều trâng tráo kinh khủng đó xảy ra.
De semmiféle rúgó nem működött benne s az ég magának tartotta villámát.	Nhưng không có sức bật nào đẩy bà lên, và ông trời cũng dè xẻn cơn sấm sét.
Eltompult, mozdulatlan lény maradt, mintha egy csomó vászon lett volna.	Bà vẫn cứ suy nhược, thụ động, như một gói hàng.
Megfogta, felemelte és tovább vitte a gyilkos; borzasztóan félt, amikor érezte, hogy puha és elhagyatott teste Camille gyilkosának a karjai között van.	Bà bị túm lấy, bị nhấc lên, bị chuyển đi bởi kẻ sát nhân, bà cảm thấy bàng hoàng với cảm giác mình mềm nhũn và bất lực giữa đôi tay của kẻ đã giết chết Camille.
A feje Laurent vállára hajolt, akire a rémülettől tágranyílt szemekkel bámult.	Đầu bà lăn lóc trên vai Laurent với đôi mắt mở to nhìn ghê tởm.
- Jó, jó, csak nézz meg jól, - mormogta Laurent - nem fogsz megenni a szemeiddel...	- Này, này, nhìn kỹ tôi đây - hắn thì thầm - mắt bà sẽ không nuốt chửng được tôi đâu…
S durván az ágyra dobta.	Và hắn thô bạo ném bà xuống giường.
A tehetetlen öreg eszméletlenül esett az ágyra.	Người liệt rơi xuống bất tỉnh.
Az utolsó gondolata is csupa félelem és utálat volt.	Ý nghĩ sau cùng của bà là sự khiếp đảm và ghê tởm.
Ezentúl minden reggel és minden este el kell szenvednie Laurent karjainak piszkos ölelését.	Từ nay, buổi sáng và buổi tối, bà phải chịu sự ôm siết nhơ nhớp giữa đôi cánh tay của Laurent.
XXVII.	Chương 27
Csak a rémület rohama vihette rá a házaspárt arra, hogy Raquinné jelenlétében beszéljen és vallomást tegyen.	Chỉ một cơn kích động mới khiến hai vợ chồng thú tội trước mặt bà Raquin.
Nem volt kegyetlen egyikük se; csupa emberi érzésből is elkerülték volna titkuknak ezt a feltárását, ha már a saját biztonságuk nem követelte volna is, hogy ne beszéljenek róla.	Cả hai không ai nhẫn tâm, có lẽ họ đã tránh một sự bộc lộ tương tự bởi tình người, nếu sự an toàn không trở thành quy tắc giữ im lặng của họ.
A következő csütörtökön különösen nyugtalanok voltak.	Thứ năm sau, họ đặc biệt lo lắng.
Therese reggel megkérdezte Laurenttól, hogy mit gondol, okos dolog lesz-e, ha az egész este az ebédlőben tartják a szélütött beteget.	Buổi sáng, Thérèse hỏi liệu hắn chó cho là thận trọng khi để bà Raquin trong phòng ăn vào buổi tối hay không.
Mindent tudott s lármát üthetett.	Bà đã biết tất cả, bà có thể gây sự cảnh giác.
- Eh, - válaszolt Laurent - hiszen a kisujját se tudja mozdítani.	- Mặc kệ! - Laurent trả lời - Bà ta không thể động đậy đến một ngón tay.
Hogyan képzeled, hogy fecsegni fog?	Em muốn bà ta ba hoa thế nào đây?
- Talán valami módot talál reá - válaszolt Therese. - A minapi este óta azt látom a szemeiből, hogy valami kérlelhetetlen gondolatot forral.	- Có thể bà ấy sẽ tìm ra cách nào đó - Thérèse đáp lời - Từ tối hôm trước, em đọc trong mắt bà ta một ý nghĩ không nguôi.
- Ugyan, az orvos azt mondta nekem, hogy rá nézve már mindennek vége.	- Không, xem nào, bác sĩ đã bảo anh tất cả đã chấm dứt với bà ta.
Ha mégegyszer beszél, akkor legföllebb, a haldoklásának a végső hörgésében beszél... És nemsokára bekövetkezik már az is.	Nếu bà ta nói thêm lần nào nữa, đó là nói trong tiếng nấc hấp hối cuối cùng… Bà ta không còn lâu đây, vậy đó.
Ostobaság volna, ha még azzal is terhelnék a lelkiismeretünket, hogy nem engednék meg neki, hogy résztvegyen ezen az estén...	Thật ngu ngốc nếu cứ mang ý nghĩ không cho bà ta tham dự vào buổi tối này…
Therese reszketett.	Thérèse rùng mình.
- Te nem értettél meg engem - mondotta.	- Anh không hiểu em - nàng kêu lên - Ôi!
- Ó, igazad van, már elég volt a vérből... Azt akartam mondani, hogy bezárhatnók a szobájába azzal az ürüggyel, hogy most rosszabbul van, hogy alszik.	Anh có lý, có đủ dũng khí… Em muốn nói rằng chúng ta có thể nhốt cô em trong phòng và em dám chắc bà ta đau đớn hơn, bà sẽ nằm yên.
- Éppen ez az - felelt Laurent; - az a buta Michaud egyenesen bemenne a szobájába, hogy mégis láthassa öreg barátnőjét... Ez kitünő mód volna arra, hogy vesztünkbe rohanjunk.	- Thế đấy - Laurent đáp lời - rồi lão ngốc Michaud cũng cứ đường hoàng bước vào phòng để hỏi thăm bà bạn già… Đó là cách hay nhất để mình tiêu tùng…
Habozott; nyugodtnak akart látszani, de aggodalmában csak hebegni tudott.	Hắn do dự, hắn muốn tỏ ra bình tĩnh, và sự lo lắng làm hắn ấp úng.
Sohase fognak gyanakodni, mert nagyon messze járnak a valóságtól.	Sẽ chẳng bao giờ họ nghi ngờ chuyện gì, bởi nó quá xa sự thật.
Ha ezen a próbán egyszer átesünk, akkor a minapi oktalanságunk következményeit illetőleg nyugodtak lehetünk... Majd meglátod, minden jól lesz.	một mai sự thử thách qua đi, chúng ta sẽ yên ổn với những hậu quả của sự táo bạo của mình… Rồi em xem, mọi chuyện sẽ ổn cả.
Nagyon mélyre leeresztették a lámpa ernyőjét, csak a viaszosvászonterítő volt megvilágítva.	Họ hạ chụp đèn xuống thật thấp chỉ soi rõ tấm vải dầu lót bàn.
A vendégek azonnal belekezdtek abba a közönséges és zajos beszélgetésbe, amely az első játszma dominót mindig meg szokta előzni.	Câu chuyện vô vị và rôm rả bao giờ cũng có trước khi vào ván domino đầu tiên.
Grivet és Michaud nem mulasztotta el, hogy a szélütött asszonyhoz a szokásos kérdéseket intézze az egészségét illetőleg, s a kérdésekre ők maguk megadták a kitünő feleletet, mint ahogy szokták.	Grivet và Michaud không quên gởi đến người liệt những câu hỏi thăm thường lệ về sức khoẻ, những câu mà chính họ cũng trả lời tuyệt khéo, theo như thói quen của mình.
S ezek után anélkül, hogy tovább foglalkoztak volna a szegény öreggel, az egész társaság belemerült a játék örömeibe.	Sau chuyện đó, không còn bận tâm đến bà già tội nghiệp nữa, cả hội đắm mình vào cuộc chơi với niềm vui thú.
Raquinné, amióta megtudta a szörnyű titkot, lázasan várta ezt az estét.	Bà Raquin, từ khi biết được điều bí mật khủng khiếp đã bồn chồn chờ đợi buổi tối này.
Végső erejét összeszedte, hogy leleplezze a bűnösöket.	Bà đã tập trung những sức lực còn lại để mong tố giác bọn tội phạm.
Egész az utolsó percig félt, hogy nem vehet részt az összejövetelen; arra gondolt, hogy Laurent majd eltünteti, talán meg is öli, vagy legalább bezárja a szobájába.	Cho đến lúc chót, bà sợ không được tham dự vào cuộc họp mặt, bà nghĩ là Laurent sẽ làm bà biến đi giết chết bà chẳng hạn, hoặc ít ra là nhốt bà trong phòng.
Mikor látta, hogy benn hagyják, mikor ott volt a vendégek között, forró örömet érzett arra a gondolatra, hogy most megpróbálja megboszulni a fiát.	Khi thấy mình được để ở đây, khi được đối diện với đám khách, bà mang một niềm vui sôi nổi khi nghĩ đến chuyện báo thù cho đứa con trai.
Tudta, hogy a nyelve már halott s új nyelvet keresett gondolatainak kifejezésére.	Hiểu là lưỡi mình đã liệt hẳn đi, bà thử một cách nói mới.
Mikor ide jutott, gyengén elkezdte mozgatni az ujjait, mintha ezzel magára akarta volna terelni a figyelmet.	Ở đó, bà yếu ớt động đậy mấy ngón tay như để lôi kéo sự chú ý.
Mikor a játékosok észrevették maguk között ezt a halott, fehér és lágy kezet, nagyon meg voltak lepetve.	Khi những con bạc nhìn thấy giữa họ bàn tay của người chết, trắng bệch và mềm nhão, họ vô cùng kinh ngạc.
Grivet, aki éppen a dupla-hatost akarta diadalmasan letenni a dominókövek közé, megállt s a keze kinyujtva maradt a levegőben.	Grivet dừng lại, cánh tay còn lại giơ lên, đúng lúc lão sắp đánh thắng với con bò lục.
Az öreg asszony azóta, hogy a szélütés érte, oly tehetetlen volt, hogy nem tudta megmozdítani a kezét.	Từ lúc bị cơn kịch phát, người liệt không còn động đậy bàn tay nữa.
- Ah, nézze csak, Therese, - kiáltott Michaud - Raquinné hogy mozgatja az ujjait!... Bizonyosan akar valamit.	- Chà, xem kìa, Thérèse - Michaud la lên - bà Raquin đang nhúc nhích ngón tay kìa… Chắc hẳn bà muốn gì đó.
A gyilkosok lihegve vártak.	Hai kẻ giết người chờ đợi, phập phồng.
- Isten úgyse, szólt Grivet, kíván valamit!...	- Chính thế! Ừ - Grivet nói - Bà muốn cái gì đó.. Ồ!
Raquinné erősen tiltakozott ez ellen.	Bà Raquin ra dấu phủ nhận kịch liệt.
Kinyujtotta egyik ujját, a többieket végtelen nagy fáradsággal összecsukta és lassan, kínosan elkezdett betüket rajzolni az asztalra.	Bà duỗi một ngón, gập lại những ngón khác với sự khó nhọc vô hạn và bắt đâu vất vả vạch những chữ cái trên bàn.
Alig tett egy-két vonást, amikor Grivet újból felkiáltott diadalmaskodva:	Bà chưa phác qua được mấy nét thì Grivet đã lại la lên đắc thắng.
- Értem: azt mondja, hogy most a duplahatost tegyem le.	- Tôi hiểu, bà ấy bảo tôi đặt con bò lục là đúng.
A béna rettenetes pillantást vetett az öreg hivatalnokra s újra kezdte azt a szót, amelyet le akart írni.	Người liệt ném cho lão nhân viên già một cái nhìn ghê gớm rồi tiếp tục chữ mà bà muốn viết ra.
De Grivet minden pillanatban félbeszakította, kijelentve, hogy felesleges fáradnia, mert ő már úgy is ért mindent és megint valami ostobaságot mondott.	Nhưng mỗi lần như thế Grivet lại cắt ngang tuyên bố rằng làm vậy vô ích thôi vì lão đã hiểu, và lão phun ra một điều ngớ ngẩn.
Michaud végül elhallgattatta.	Michaud phải chấm dứt bằng cách bảo lão câm họng. - Ô hay!
- Az Istenért, - mondotta - hagyja beszélni Raquinnét.	Để bà Raquin nói - lão bảo - Nói đi, bà bạn già.
S úgy figyelt a viaszosvászonterítőre, mint ahogyan figyelt volna a szavaira.	Và lão nhìn lên tấm vải dầu, như lão đã sẵn sàng lắng nghe.
De a szélütött asszony ujjai elfáradtak; tízszer is újra kezdte ugyanazt a szót s ezt a szót is csak úgy jelezte, hogy jobbra és balra járt a keze.	Nhưng những ngón tay của người liệt đã kiệt sức, chúng bắt đầu một chữ hơn chục lần và không thể được ngoài việc lẩn thẩn bên nọ xọ bên kia.
Michaud és Olivier előrehajolt, ők nem tudták elolvasni, amit leírt s arra biztatták a béna öreget, hogy minduntalan kezdje újra az első betűket.	Michaud và Olivier nghiêng người mà không đọc ra được, bèn ép người liệt phải luôn luôn viết trở lại những chữ cái đầu tiên.
- Most már jól van, - kiáltott fel egyszerre Olivier - most már el tudtam olvasni... Az ön nevét írta le, Therese... Lássuk csak: "Therese és..." Fejezze be, kedves asszonyom.	- Ái chà! Tốt - Đột nhiên Olivier kêu lên - Lần này tôi đọc được… Bà ấy vừa viết tên cô, Thérèse… Xem này, "Thérèse và…" Viết cho xong đi, bà thân mến.
Therese csaknem felsikoltott félelmében.	Thérèse suýt nữa la to vì sợ.
Ő is nézte, hogy a nagynénje ujja hogyan csúszik tova a viaszosvásznon s úgy rémlett neki, mintha lángoló betükkel írná le az ő nevét és a bűnét.	Nàng nhìn những ngón tay của người cô trượt trên tấm vải dầu, và với nàng dường như những ngón tay đó kẻ thành tên nàng cùng sự thú nhận tội lỗi bằng những chữ rực lửa.
Laurent hirtelen felugrott s egy pillanatig arra gondolt, hogy ne rohanjon-e rá a bénára és ne törje-e el a kezét.	Laurent chồm dậy dữ tợn, tự hỏi có nên xông vào người bại liệt để đánh gãy cánh tay đó hay không.
Úgy érezte, hogy minden elveszett, már érezte, hogy reázuhan a bűnhődés hideg vasa, mikor látta, hogy életre kel a holt kéz, hogy felfedje Camille meggyilkolását.	hắn cho là mọi chuyện hỏng bét, hắn cảm thấy trên cơ thể gánh nặng và cái lạnh của sự trừng phạt, khi nhìn thấy bàn tay đó sống lại để tố giác tội giết chết Camille.
Raquinné még mindig írt, egyre jobban akadozva.	Bà Raquin vẫn viết, nhưng ngày càng chập choạng hơn.
- Rendben van, nagyon jól olvasom - szólt ismét Olivier egy perc mulva s a házaspárra nézett. - A nénijök az önök nevét írja: "Therese és Laurent..."	- Thật tuyệt, tôi đọc rất rõ - Olivier tiếp tục nói sau một lúc, trong khi nhìn đôi vợ chồng - Người cô viết tên hai vị "Thérèse và Laurent…"
Az öreg nő helyeslését azzal fejezte ki, hogy a gyilkosokra olyan pillantásokat vetett, amelyekkel szerette volna megsemmisíteni őket.	Bà già liên hồi ra dấu xác nhận và ném về hai kẻ giết người những tia mắt huỷ diệt.
S aztán be akarta fejezni az írását.	rồi bà muốn viết cho xong.
De az ujjai megmerevedtek, akaratának az a nagy ereje, mely az ujjait felvillanyozta, eltünt, érezte, hogy a bénaság lassankint ismét visszahúzódik a karjába és újból hatalmába keríti a csuklóját.	Nhưng các ngón tay bà cứng đờ ra, ý chí tột cùng kích thích chúng đã tan biến, bà cảm thấy sự tê bại chậm rãi lan dọc theo cánh tay, và một lần nữa xâm chiếm nắm tay bà.
Sietett tehát, hogy még egy szót leírjon.	Bà hấp tấp kẻ thêm một chữ.
Az öreg Michaud hangosan olvasta: "Therese és Laurent volt..."	Ông già Michaud đọc lớn tiếng. - Thérèse và Laurent đã…
Olivier megkérdezte:	Và Olivier hỏi:
- Mik voltak a kedves gyermekei?	- Họ đã thế nào, các con thân yêu của bà đấy?
A gyilkosok, akiken őrült félelem vett erőt, már-már ott voltak, hogy fennhangon befejezzék a mondatot.	Những kẻ giết người bị tràn ngập một cơn khiếp đảm điên rồ, suýt nữa đã lên tiếng đọc hết câu.
Meredt szemekkel, zavartan nézték a bosszúálló kezet, mikor egyszerre csak egyet rándult a kéz és kinyúlt az asztalon; aztán lecsúszott és lehanyatlott, mint egy darab élettelen hús, a béna asszony térdére.	Họ lặng nhìn bàn tay báo thù với cặp mắt trân trối và hoảng loạn thì đột nhiên bàn tay đó bị một cơn co giật và nằm bẹp trên bàn, nó chuồi đi và trượt xuống dọc theo đầu gối của người liệt, như một khối thịt không còn sinh khí.
A bénaság visszatért és feltartóztatta a büntetést.	Sự bại liệt lại kéo đến và ngăn chặn sự trừng phạt.
