Tác giả : Jane Austen	Jane Austen	2.02727
Cô cảm thấy thấp kém, cô cảm thấy đau buồn, cô cảm thấy ân hận, mặc dù cô không rõ đối với cái gì.	Elizabeth le volt sújt­va, meg volt aláz­va, bűn­bá­na­tot ér­zett, bár ma­ga sem tud­ta, mi­ért.	0.264356
Cô ganh tị với tư cách đáng kính của anh, khi mà cô không còn hi vọng gì được thụ hưởng từ tư cách này.	Só­vá­rog­va vá­gyott Darcy be­csü­lé­sé­re, pe­dig en­nek már sem­mi hasz­nát nem re­mél­het­te.	0.297321
Cô muốn nhận được tin tức của anh, khi mà dường như có ít cơ hội nhất để nhận được tin anh.	Sze­re­tett vol­na hírt kap­ni ró­la, pe­dig nem volt már er­re sem­mi esély.	0.201266
Cô tin cô có thể được hạnh phúc với anh khi mà họ có thể không còn bao giờ gặp lại nhau.	Érez­te, hogy bol­dog le­he­tett vol­na ve­le – most, ami­kor va­ló­szí­nű­leg so­ha nem lát­ják már egy­mást.	0.221875
Cô thường nghĩ, quả là một chiến thắng cho anh nếu anh biết rằng giờ cô có thể chấp nhận tình cảm mà cô đã hắt hủi một cách kiêu hãnh chỉ bốn tháng trước!	Mi­lyen di­a­dal vol­na Darcynak, gon­dol­ta ma­gá­ban ne­megy­szer, ha meg­tud­ná, hogy most öröm­mel és há­lá­san fo­gad­ná aján­la­tát, me­lyet még négy hó­nap­pal előbb büsz­kén vissza­uta­sí­tott.	0.217714
Cô vẫn tin anh có tính phóng khoáng theo cách phóng khoáng nhất của đàn ông. ~~~ Nhưng vì anh chỉ là một con người, anh vẫn có thể cảm thấy say men chiến thắng.	Tud­ta ró­la, hogy nagy­lel­kű, ami­lyen nagy­lel­kű fér­fi csak le­het – de még­is­csak föl­di ha­lan­dó, és büsz­kén di­a­dal­mas­kod­na.	-0.00961538
Bây giờ cô bắt đầu nhận ra rằng anh chính là mẫu người hợp với cô nhất, xét theo tính khí và tài năng.	Most kezd­te be­lát­ni, hogy ter­mé­sze­té­nél és te­het­sé­gé­nél fog­va Darcy az a fér­fi, aki leg­job­ban il­le­ne hoz­zá.	0.230973
Đầu óc hiểu biết và tư cách của anh, mặc dù không giống cô, đã đáp ứng mọi mong ước của cô.	Ér­tel­me és ke­dé­lye, ha más irá­nyú is, mint az övé, meg­fe­lelt vol­na min­den kí­ván­sá­gá­nak.	0.277143
Đây là sự kết hợp có lợi cho cả hai: qua tính giản dị và sinh động của cô, tư cách của anh có thể trở thành mềm mỏng hơn, cách xử sự của anh có thể trở nên mực thước hơn; trong khi từ sự chín chắn và hiểu biết của anh, cô có thể lĩnh hội được nhiều điều quan trọng hơn.	Ez a frigy ja­vá­ra szol­gált vol­na mind­ket­tő­jük­nek, az ő könnyed, élénk szel­le­me bi­zo­nyá­ra eny­hí­tet­te vol­na Darcy ko­mor­sá­gát, fel­ol­dot­ta vol­na tar­tóz­ko­dó mo­do­rát, ő ma­ga pe­dig még sok­kal töb­bet ta­nul­ha­tott vol­na Darcy íté­le­té­ből, tu­dá­sá­ból, em­ber­is­me­re­té­ből.	0.25
Nhưng một cuộc hôn nhân hạnh phúc như thế không thể dạy cho người đời biết hạnh phúc lứa đôi thật sự là như thế nào.	De ilyen sze­ren­csés há­zas­ság most nem mu­tat­hat pél­dát a cso­dá­ló tö­me­gek­nek, hogy mi­lyen is az iga­zi csa­lá­di bol­dog­ság.	0.268657
Sự kết hợp của một cá tính khác biệt, và xua đuổi cá tính kia, chẳng bao lâu sẽ xảy ra trong gia đình họ.	Rö­vi­de­sen egé­szen más ter­mé­sze­tű frigy kö­tő­dik csa­lád­juk­ban, amely a má­sik­nak még a le­he­tő­sé­gét is ki­zár­ja.	0.210526
Cô không thể tưởng tượng được làm thế nào Wickham và Lydia sẽ có hỗ trợ để được tự lập dù tương đối.	Nem tud­ta el­kép­zel­ni, ho­gyan fog­nak Wickham és Lydia akár sze­ré­nyen is meg­él­ni sa­ját lá­bu­kon.	0.678947
Nhưng cô có thể dễ dàng đoán ra hạnh phúc của họ sẽ ngắn ngủi ra sao đối với một đôi lứa chỉ đến với nhau do mê đắm thay vì do đức hạnh.	De egyet ér­zett: nem sok re­mé­nye le­het a tar­tós bol­dog­ság­ra egy olyan pár­nak, akik csak azért ke­rül­tek össze, mert szen­ve­dé­lyük erő­sebb volt, mint eré­nyük.	0.255484
Ông Gardiner đã viết thêm một lá thư cho người anh rể.	Mr. Gardiner ha­ma­ro­san új­ra írt só­go­rá­nak.	0.7125
Với những lời cám ơn của ông Bennet, ông chỉ đáp lại ngắn gọn để xác định ý ông tha thiết muốn tạo hạnh phúc cho bất kì người nào trong gia đình, và xin ông Bennet đừng nhắc đến ơn nghĩa nữa.	Mr. Bennet kö­szö­nő so­ra­i­ra rö­vi­den fe­lelt, biz­to­sít­va őt ar­ról, hogy bár­mi­kor szí­ve­sen meg­tesz min­dent a csa­lá­dért, majd ar­ra kér­te, hogy so­ha töb­bé ne em­lít­sék előt­te az ügyet.	0.39165
Mục đích của thư ông là báo cho gia đình biết rằng anh Wickham đã quyết định xin ra khỏi lực lượng dân quân.	Most el­ső­sor­ban azért ír, hogy kö­zöl­je ve­lük: Wickham el­ha­tá­roz­ta, hogy ott­hagy­ja a nem­zet­őr­sé­get.	0.488862
Ông thêm: ~~~  ~~~ “Tôi có ý tha thiết mong mỏi anh ấy nên tiến hành việc này ngay khi đã quyết định về hôn lễ.	Én kez­det­től fog­va pró­bál­tam er­re rá­be­szél­ni – tet­te hoz­zá –, mi­helyt meg­egyez­tünk az es­kü­vő ügyé­ben.	-0.132692
Và tôi nghĩ anh sẽ đồng ý với tôi, rằng đây là việc nên làm, xét qua hoàn cảnh của anh ấy và của cô cháu tôi.	Bi­zo­nyá­ra egyet­ér­tesz ve­lem, hogy sa­ját ér­de­ké­ben, de uno­ka­hú­gom ér­de­ké­ben is igen kí­vá­na­tos, hogy ne ma­rad­jon ré­gi ez­re­dé­nél.	0.161345
Anh Wickham có ý định gia nhập quân đội chính quy, trong số những bạn cũ của anh ấy vẫn còn có người có khả năng và sẵn lòng giúp anh ấy gia nhập quân ngũ.	Mr. Wick­ham­nek most az a szán­dé­ka, hogy tény­le­ges szol­gá­lat­ba lép, s ré­geb­bi ba­rá­tai kö­zött van­nak még, akik tud­nak és haj­lan­dók is ten­ni va­la­mit ér­te a had­se­reg­ben.	0.231325
Anh ấy đã được một sĩ quan trong một trung đoàn hiện đóng tại miền Bắc hứa giúp đỡ.	Meg­ígér­ték, hogy ki­ne­vez­te­tik zász­lós­sá N. tá­bor­nok ez­re­dé­ben, amely most észa­kon ál­lo­má­so­zik.	0.191753
Có điều lợi khi anh phục vụ trong một đơn vị đóng nơi xa như thế, tôi hi vọng khi họ sống với những người khác, họ sẽ trở nên cẩn trọng hơn, ở nơi mà mỗi người còn giữ lại được một tính tốt nào đấy.	Az is elő­nyös, hogy messze lesz­nek a mi vi­dé­künk­től. ~~~ Wickham most na­gyon igyek­szik, s én re­mé­lem, hogy az új kör­nye­zet­ben, ahol vigyázniok kell jó ne­vük­re, mind­ket­ten meg­fon­tol­tab­ban fog­nak vi­sel­ked­ni.	-0.00458515
Tôi đã viết cho đại tá Forster để thông báo cho ông ấy rõ về những dàn xếp của chúng tôi, và tôi nhờ ông ấy báo cho những chủ nợ của anh Wickham tại Brighton và vùng phụ cận rằng các khoản nợ sẽ được thanh toán nhanh chóng, vì chính tôi đã cam kết.	Ír­tam Forster ez­re­des­nek, kö­zöl­tem ve­le az újabb fej­le­mé­nye­ket, és kér­tem, nyug­tas­sa meg Wickham hi­te­le­ző­it Brigh­ton­ban és a kör­nyé­ken, hogy ha­ma­ro­san meg­kap­ják a pén­zü­ket, ami­ért én vál­la­lok jót­ál­lást.	0.509757
Và xin anh chịu khó thông báo tương tự cho các chủ nợ của anh ấy tại Meryton, tôi đính kèm danh sách do anh ấy cung cấp.	Kér­lek, tedd meg ugyan­ezt a merytoni hi­te­le­zők­kel, akik­nek jegy­zé­két csa­to­lom, Wickham be­val­lá­sa sze­rint.	0.287903
Anh ấy đã khai báo mọi món nợ; tôi hi vọng ít nhất anh ấy không lừa dối chúng ta.	Azt mond­ja, hogy ez min­den tar­to­zá­sa – leg­alább­is re­mé­lem, nem té­vesz­tett meg ben­nün­ket.	0.22069
Haggerston đã nhận được những chỉ thị của tôi, rồi tất cả mọi chuyện sẽ xong xuôi trong vòng một tuần.	Hag­ger­ston­nak meg­ad­tam az uta­sí­tá­so­kat, s egy hét alatt az egész ügyet el­in­téz­zük.	0.256311
Rồi hai người sẽ đến sống với trung đoàn, ngoại trừ khi họ được mời đến Longbourn.	Utá­na Wickhamék egye­ne­sen az ez­red­hez utaz­nak, ha ugyan nem kap­nak előbb meg­hí­vást Long­bourn­ba.	0.260204
Theo tôi được biết từ bà Gardiner, cháu gái tôi rất mong được gặp lại toàn thể gia đình, trước khi rời miền Nam.	Fe­le­sé­gem­től úgy tu­dom, hogy Lydia na­gyon sze­ret­ne lát­ni mind­nyá­ja­to­kat, mi­e­lőtt el­hagy­ná Dél-Ang­li­át.	0.2664
Cô ấy vẫn khoẻ, mong được ông bà thương tưởng đến cô.	Jól van, és sze­re­tő gyer­me­ki üd­vöz­le­tét kül­di Ne­ked és édes­any­já­nak.	0.166154
Kính thư	Ölel só­go­rod	0.06
		0.3
E. Gardiner”	E. Gardiner ~~~  ~~~ 	0.206061
		0.3
Cũng như ông Gardiner, ông Bennet và các cô con gái của ông đều nhìn thấy rõ mọi lợi điểm khi anh Wickham xin ra khỏi lực lượng dân quân.	Mr. Bennet és le­á­nyai épp­oly vi­lá­go­san lát­ták, mint Mr. Gardiner, mennyi előnnyel jár, ha Wickham ott­hagy­ja a nem­zet­őr­sé­get.	0.771586
Nhưng bà Bennet không hài lòng lắm.	De Mrs. Bennet nem örült en­nek.	0.670507
Bà thất vọng não nề thấy Lydia phải định cư nơi miền Bắc, ngay trong lúc bà ước mong được gần cô trong hạnh phúc và kiêu hãnh.	Hogy Lydia észa­kon te­le­ped­jen le, ép­pen most, ami­kor leg­job­ban tud­na ve­le szó­ra­koz­ni és büsz­kél­ked­ni (mert Mrs. Bennet ko­ránt­sem mon­dott le a ter­vé­ről, hogy Hert­ford­shire-ben ke­res la­kást a fi­a­tal pár­nak) – en­nél ke­ser­ve­sebb csa­ló­dás nem is ér­het­te vol­na.	0.0322253
Bà vẫn chưa bỏ ý định cho hai người đến ở tại Hertfordshire, và hơn nữa, kể cũng tội nghiệp cho Lydia khi phải tách rời khỏi trung đoàn dân quân nơi cô quen biết với mọi người và nơi cô thương mến nhiều người.	És mi­lyen ret­te­ne­tes, hogy Lydiát el­sza­kít­ják at­tól az ez­red­től, ahol min­den­kit is­mer, és ahol annyi a jó ba­rát­ja!	0.0941606
Bà nói: ~~~  ~~~ - Con nhỏ rất yêu bà Forster, sẽ là cú sốc nếu phải đẩy nó đi xa!	– Úgy sze­re­ti Forster ezredesnét – mond­ta –, meg­sza­kad a szí­ve, ha itt kell hagy­nia!	-0.128767
Và có vài anh trai trẻ mà nó cũng rất thương mến.	És hány fi­a­tal­em­ber van, aki a szí­vé­hez nőtt.	0.283019
Những sĩ quan trong trung đoàn mới có thể không được dễ chịu như thế.	Hon­nan tud­juk, hogy N. tá­bor­nok tiszt­jei is ilyen kel­le­mes úri­em­be­rek?	0.276923
Việc Lydia cầu xin được chấp nhận trở lại gia đình trước khi cô đi miền Bắc ban đầu gặp phản ứng hoàn toàn tiêu cực.	Mr. Bennet ele­in­te hal­la­ni sem akart Lydia ké­ré­sé­ről (mert csak ké­rés­nek le­he­tett ma­gya­ráz­ni), hogy a csa­lád is­mét be­fo­gad­ja őt, mi­e­lőtt észak­ra in­dul.	0.304119
Nhưng Jane và Elizabeth nghĩ đến tâm tư và vị thế của em gái. ~~~ Hai cô cùng khẩn cầu ông bố một cách thiết tha, đồng thời một cách đúng lí và đúng tình, để xin ông tiếp nhận hai vợ chồng đến Longbourn sau khi họ kết hôn.	De Jane és Elizabeth egyet­ér­tet­tek ab­ban, hogy te­kin­tet­tel Lydia ér­zé­se­i­re és tár­sa­dal­mi hely­ze­té­re, a szü­lők­nek meg kell bo­csá­ta­ni­ok a há­zas­ság al­kal­má­ból; ezért ko­mo­lyan és oko­san, de sze­lí­den lel­ké­re be­szél­tek, hogy rög­tön az es­kü­vő után fér­jé­vel együtt fo­gad­ja őt Long­bourn­ban.	-0.0794118
Họ mong ông bố nghĩ như họ đã nghĩ và hành động như họ mong mỏi.	Ap­juk vég­re meg­ha­jolt ér­ve­ik előtt, és meg­tet­te, amit kí­ván­tak.	0.258333
Bà mẹ của họ sẽ mãn nguyện nếu bà có cơ hội cho láng giềng của bà thấy đứa con gái đã lấy chồng, trước khi cô bị đẩy đi miền Bắc.	Any­juk­nak meg­volt hát az örö­me, hogy vé­gig­mu­to­gat­hat­ja fér­je­zett le­á­nyát az egész szom­széd­ság­ban, mi­e­lőtt Lydia meg­kez­de­né észa­ki szám­űze­tés­ét.	0.206
Vì thế, ông Bennet viết cho ông em vợ rằng ông cho phép hai người đến, đồng ý rằng ngay sau khi kết thúc hôn lễ, họ nên đi Longbourn ngay.	Ami­kor te­hát Mr. Bennet új­ból írt só­go­rá­nak, meg­ad­ta az en­ge­délyt, hogy jö­het­nek, s ab­ban ál­la­pod­tak meg, hogy a szer­tar­tás után azon­nal in­dul­nak Long­bourn­ba.	0.320833
Tuy nhiên, Elizabeth ngạc nhiên được biết Wickham đồng ý với kế hoạch này. ~~~ Nếu cô chỉ xét đến tình cảm của riêng mình, cô không hề muốn gặp anh ta. ~~~ Chương 9	Eli­zát azon­ban meg­lep­te, hogy Wickham is be­le­egye­zett a terv­be, mert ha a sa­ját szí­ve sze­rint ítél, sem­mit sem kí­vánt oly ke­vés­sé, mint hogy új­ra ta­lál­koz­za­nak.	-0.113939
 ~~~ 	9.	0
	FEJEZET	-0.6
		0.3
		0.3
Ngày cưới của cô em đã đến, có lẽ Jane và Elizabeth cảm nhận về em gái hơn là cô em cảm nhận về chính mình.	El­ér­ke­zett az es­kü­vő nap­ja, s Jane és Elizabeth va­ló­szí­nű­leg job­ban meg vol­tak il­le­tőd­ve, mint ma­ga a meny­asszony.	0.571795
Gia đình gửi xe ngựa đi đón, hai người sẽ đến nhà vào giờ ăn tối.	A fi­a­tal pár elé küld­ték a ko­csit X.-be, és ebéd­idő­re vár­ták őket.	0.28
Hai cô gái lớn, đặc biệt là Jane, kinh sợ thay cho em gái về chuyến trở về của hai người. ~~~ Jane nghĩ đến Lydia qua những tâm tư cô tự gán cho mình, nếu chính cô là kẻ có tội, nên cô đau khổ nghĩ đến những gì mà em gái sẽ phải chịu đựng.	A két idő­sebb Bennet lány ret­teg­ve né­zett jö­ve­te­lük elé, kü­lö­nö­sen Jane, aki fel­té­te­lez­te Lydiáról, hogy ugyan­azt ér­zi, amit ő érez­ne, ha ő len­ne a bű­nös, és gyöt­rőd­ve gon­dolt ar­ra, mit szen­ved­het a hú­ga.	-0.00423387
Hai người đã đến.	Vég­re meg­ér­kez­tek.	0.234783
Cả gia đình tụ tập trong phòng ăn sáng để tiếp đón họ.	A csa­lád a reg­ge­li­ző­szo­bá­ban gyűlt össze fo­ga­dá­suk­ra.	0.238095
Những nụ cười trang điểm gương mặt bà Bennet khi cỗ xe chạy đến tận ngạch cửa; ông chồng bà lộ vẻ nghiêm nghị mà không ai đoán được tâm tư ông ra sao; riêng các cô con gái lo lắng, xốn xang, mất tự nhiên.	Mrs. Bennet ar­ca szé­les mo­soly­ra de­rült, mi­kor a ko­csi meg­állt a ház előtt. ~~~ Mr. Bennet te­kin­te­te ki­für­kész­he­tet­le­nül ko­moly ma­radt, a le­á­nyok sze­mé­ben ag­gó­dó fé­le­lem és nyug­ta­lan­ság ült.	0.0892377
Cả nhà nghe tiếng của Lydia từ tiền sảnh; cánh cửa mở rộng, và cô chạy vào.	Az elő­szo­bá­ban fel­csen­dült Lydia hang­ja; az aj­tó fel­tá­rult, s ő be­ron­tott a szo­bá­ba.	0.440168
Bà mẹ cô bước đến, ôm lấy cô, phấn khích tiếp đón cô. ~~~ Bà chìa tay ra đến Wickham với nụ cười trìu mến và chúc cả hai được hạnh phúc, với giọng điệu hoạt bát cho thấy bà tin hai người có hạnh phúc.	Any­ja oda­lé­pett hoz­zá, meg­ölel­te, és ki­tö­rő öröm­mel üd­vö­zöl­te, majd nyá­jas mo­sollyal nyúj­tott ke­zet Wick­ham­nek, aki Lydia után lé­pett be, s oly túl­ára­dó szív­vel gra­tu­lált mind­ket­tő­jük­nek, hogy lát­szott raj­ta, nem ké­tel­ke­dik bol­dog­sá­guk­ban.	-0.0578475
Hai người quay về phía ông Bennet, nhưng cách đón tiếp của ông không nồng hậu như bà mẹ.	A fi­a­ta­lok most Mr. Bennethez for­dul­tak, de a fo­gad­ta­tás itt már nem volt olyan szí­vé­lyes.	0.284375
Nét mặt ông lộ vẻ nghiêm nghị, và ông không mấy hở môi.	Mr. Bennet ar­ca még szi­go­rúb­bá me­re­ve­dett, s alig nyi­tot­ta ki a szá­ját.	0.190476
Thật ra, thái độ tự tin của hai người là đủ để khiêu khích ông.	Az if­jú pár fö­lé­nyes biz­ton­sá­ga még job­ban fel­kel­tet­te ha­rag­ját.	0.238356
Elizabeth cảm thấy khinh bạc, ngay cả cô Bennet cảm thấy sốc.	Elizabeth csak un­dort ér­zett, s még Jane is meg volt bot­rán­koz­va.	0.536364
Lydia vẫn là Lydia ngày xưa; bất kham, không biết ngượng, ngông cuồng, ồn ào, không biết sợ.	Lydia a ré­gi ma­radt: szi­laj, za­bo­lát­lan, lár­más és ar­cát­lan.	0.51039
Cô quay nhìn từ người chị này đến người chị khác, mong họ chúc mừng cô. ~~~ Khi cuối cùng tất cả ngồi xuống, cô nhìn quanh quất gian phòng, ghi nhận vài thay đổi nhỏ, cười to khi nhận xét rằng cô đã xa vắng nơi này khá lâu. ~~~ Wickham không ra vẻ gì bứt rứt hơn cô.	Egyik nő­vé­ré­től a má­sik­hoz for­dult, szá­mon kér­te a gra­tu­lá­ci­ó­ju­kat, s ami­kor vég­re mind­nyá­jan le­ül­tek, gyor­san, für­kész­ve kö­rül­né­zett a szo­bá­ban, meg­ál­la­pí­tot­ta, hogy egy-két ki­sebb vál­to­zást lát, az­tán ne­vet­ve je­len­tet­te ki, hogy bi­zony már rég­óta nem járt itt.	-0.14375
Ngược lại, tư thái của anh luôn luôn dễ chịu, đến nỗi nếu cá tính của anh và hôn lễ của anh theo đúng như cả nhà mong muốn, thì những nụ cười của anh và cách nói chuyện thoải mái của anh khi xác nhận mối liên hệ giữa họ hẳn sẽ làm cho họ hài lòng.	Wickhamen épp­oly ke­vés nyo­ma lát­szott a za­var­nak, mint Lydián, de ne­ki min­dig olyan si­ma volt a mo­do­ra, hogy ha jel­le­me és há­zas­sá­ga ma­ku­lát­lan, mo­soly­gós, könnyed vi­sel­ke­dé­se min­den­kit el­bű­völ e ro­ko­ni lá­to­ga­tás al­kal­má­ból.	0.285662
Elizabeth đã không nghĩ anh ta có thể trơ tráo đến thế; nhưng cô ngồi xuống, cả quyết với lòng mình để sau này không thể chấp nhận bất cứ hành động vô liêm sỉ nào của một con người vô liêm sỉ.	Elizabeth nem hit­te vol­na ró­la ed­dig, hogy ennyi az ön­bi­zal­ma; de most az­zal az el­ha­tá­ro­zás­sal ült le, hogy a jö­vő­ben nem fog ha­tárt szab­ni bár­mi­lyen ar­cát­lan em­ber ar­cát­lan­sá­gá­nak.	0.392233
Cô đỏ mặt, Jane đỏ mặt; nhưng đôi má của hai ngưởi bị bối rối theo hai cách khác nhau vẫn ửng đỏ như nhau.	Elizabeth is pi­rult, Jane is, de an­nak a két sze­mély­nek, aki za­var­ba hoz­ta őket, nem vál­to­zott a szí­ne.	0.439145
Không ai muốn cô diễn tứ dài dòng.	Tár­sal­gás­ban nem volt hi­ány.	0.291892
Cô dâu và bà mẹ không thể nói nhanh hơn được nữa. ~~~ Wickham vô tình ngồi gần Elizabeth, bắt đầu hỏi han về những người anh quen biết trong vùng với thái độ thoải mái vui vẻ, mà cô không thể được thoải mái như thế khi trả lời.	A fi­a­tal­asszony­nak és édes­any­já­nak szün­te­le­nül per­gett a nyel­ve, Wickham pe­dig, aki vé­let­le­nül Elizabeth mel­lé ke­rült, kör­nyék­be­li is­me­rő­sei iránt ér­dek­lő­dött, oly fesz­te­len jó­kedv­vel, hogy Elizabeth egy­ál­ta­lán nem tu­dott ha­son­ló hang­nem­ben vá­la­szol­ni.	-0.0489919
Dường như thể mỗi người đều có những kỉ niệm tốt đẹp nhất trên đời.	Úgy lát­szott, mint­ha Wick­ham­nek és Lydiának min­den­ről a leg­jobb em­lé­ke­ik vol­ná­nak.	0.237209
Không có việc gì được nhắc lại trong đau khổ; và tự Lydia dẫn dắt câu chuyện đến vụ việc mà các cô chị không muốn nhắc đến với thiên hạ.	Sem­mit nem bán­tak meg, s Lydia ön­szán­tá­ból olyan té­má­ra te­rel­te a szót, amely­re nő­vé­rei a vi­lá­gért sem mer­tek vol­na cé­loz­ni.	0.437051
	– Ha ar­ra gon­do­lok, hogy há­rom hó­nap­ja men­tem el in­nen!	-0.3
Lydia thốt lên: ~~~ 	– ki­ál­tot­ta.	-0.0157895
- Chỉ nghĩ đến ba tháng qua từ lúc em ra đi, thế mà em cứ nghĩ như mới được hai tuần, tuy thế đã có nhiều chuyện xảy ra.	– Es­kü­szöm, mint­ha csak két he­te len­ne, pe­dig mi min­den tör­tént az­óta!	0.15
Chúa tôi!	Te jó is­ten!	0.218182
Khi em ra đi, em không còn có ý nghĩ về việc kết hôn cho đến khi em trở lại!	Ha va­la­ki azt mond­ta vol­na, hogy mint fér­jes asszony jö­vök ide vissza!	0.288
Mặc dù em thấy thật là vui nếu đúng là em nghĩ như thế. ~~~ Ông bố nhướng đôi mắt.	Pe­dig én gon­dol­tam rá, mi­lyen mu­ris len­ne, ha még­is si­ke­rül!	-0.0324324
Jane cảm thấy bứt rứt.	Ap­ja fel­emel­te te­kin­te­tét, Jane za­var­ba jött.	0.444444
Elizabeth nhìn Lydia với đầy ý nghĩa, nhưng cô em, vốn vẫn không bao giờ chịu nghe hay nhìn bất cứ điều gì cô không thích, vui vẻ tiếp tục:	Elizabeth pe­dig so­kat­mon­dó pil­lan­tás­sal né­zett hú­gá­ra. ~~~ De Lydia so­ha­sem lá­tott és hal­lott meg olyat, ami­ről nem akart tu­do­mást sze­rez­ni, s most is vi­dá­man foly­tat­ta:	0.0682857
		0.3
- Ôi, ma-man! ~~~ Những người quanh đây có biết hôm nay con đã kết hôn không?	– Mond­ja, ma­ma, tud­ják leg­alább az it­te­ni­ek, hogy ma volt az es­kü­vőm?	-0.00759494
Con e họ chưa biết, nên khi chúng con vượt qua cỗ xe của William Goulding, con kéo cửa kính xuống, tháo găng tay ra và đưa tay trên thành cửa sổ để anh ấy trông thấy chiếc nhẫn cưới, rồi con cúi đầu chào và mỉm cười.	Én at­tól fél­tem, hogy nem tud­ják, s ami­kor út­köz­ben utol­ér­tük William Goulding ko­csi­ját, én bi­zony tud­tá­ra akar­tam ad­ni… le­en­ged­tem hát az ab­la­kot, le­húz­tam a kesz­tyű­met, és oda­tet­tem a ke­zem az ab­lak­rá­má­ra, hadd lás­sa az uj­ja­mon a jegy­gyű­rűt… köz­ben bó­lo­gat­tam és mo­so­lyog­tam, ahogy csak tud­tam.	0.183261
Elizabeth không còn chịu đựng được nữa.	Elizabeth nem bír­ta to­vább.	0.745161
Cô đứng dậy, chạy ra khỏi phòng và không quay trở lại cho đến khi nghe họ đi đến phòng ăn.	Fel­állt, és ki­sza­ladt a szo­bá­ból, s csak ak­kor jött vissza, ami­kor hal­lot­ta, hogy az elő­szo­bán ke­resz­tül át­men­nek az ebéd­lő­be.	0.133333
Cô đi đến vừa lúc trông thấy Lydia, có ý muốn phô trương, bước đến bên tay phải của bà mẹ và nói với cô chị cả:	De még így is lát­ta, amint Lydia nagy ün­ne­pé­lye­sen édes­any­ja jobb­já­hoz ke­rül, az­tán így szól leg­idő­sebb nő­vé­ré­hez:	0.255118
		0.3
- A! ~~~ Chị Jane, em bây giờ chiếm chỗ của chị và chị phải dời xuống, vì bây giờ em là gái có chồng.	– Nos, Jane, a te he­lyed most en­gem il­let, te pe­dig lej­jebb ülsz, mert én va­gyok a fér­jes asszony.	0.0705
Không nên cho rằng thời gian sẽ khiến Lydia lúng túng, để lúc đầu cô được hoàn toàn thoải mái.	Nem volt sem­mi re­mény, hogy Lydiát idő­vel el­fog­ja az a sze­mér­mes za­var, mely­nek kez­det­től fog­va nyo­mát sem le­he­tett fel­fe­dez­ni ben­ne.	0.145714
Cô càng thêm thoải mái và vui tươi.	Egy­re fesz­te­le­nebb lett és vi­dá­mabb.	0.228947
Cô tỏ ý muốn gặp lại bà Philips, nhà Lucas và tất cả những người láng giềng khác, để được nghe mỗi người gọi cô “bà Wickham”, và trong lúc này cô cho bà Hill và hai gia nhân khác xem chiếc nhẫn và khoe với họ rằng mình đã kết hôn.	Lát­ni akar­ta Mrs. Philipset, Lucasékat, va­la­mennyi szom­szé­dos csa­lá­dot, sze­ret­te vol­na min­den­ki szá­já­ból hal­la­ni a Mrs. Wickham ne­vet, ebéd után le­ment Mrs. Hillhez és a két szo­ba­lány­hoz, hogy meg­mu­tas­sa a jegy­gyű­rű­jét, és el­di­cse­ked­jen há­zas­sá­gá­val.	0.229482
Khi họ trở về phòng ăn sáng, cô nói với mẹ: ~~~ 	– Nos, ma­ma – mond­ta, mi­kor mind­nyá­jan vissza­tér­tek a reg­ge­li­ző­szo­bá­ba –, hát mit szól az én uracs­kám­hoz?	-0.244118
- Này, ma-man, mẹ nghĩ về chồng con như thế nào?	Ugye, bá­jos em­ber?	-0.0954545
Anh ấy có phải là người dễ mến không? ~~~ Con tin chắc các chị con đều ganh tị với con.	Fo­gad­ni mer­nék, a nő­vé­re­im mind irigy­ked­nek rám – én még­is bol­dog len­nék, ha fe­le­annyi sze­ren­csé­jük lesz, mint ne­kem.	-0.0854839
Con chỉ mong họ có được phân nửa may mắn như con.	Mi­ért nem men­nek Brigh­ton­ba, ott le­het jól fér­jet fog­ni.	0.233333
Các chị nên đi Brighton. ~~~ Đây là nơi để kiếm chồng.	Mi­lyen kár, ma­ma, hogy nem jöt­tek mind­nyá­jan ve­lem.	-0.00254237
Ma-man, kể cũng tiếc tất cả chúng ta đã không cùng đi với nhau.	– Iga­zad van, szí­vem; ha tő­lem függ­ne, el is men­nénk.	0.265574
- Đúng thế, và nếu mẹ có quyền, tất cả chúng ta đáng lẽ đã đi với nhau.	De drá­ga Lydiám, az már nem tet­szik ne­kem, hogy olyan messzi­re köl­töz­tök.	0.3
Nhưng Lydia yêu, mẹ không muốn con đi xa như thế.		-0.3
Có cần phải đi như thế không?	Nem le­het ezen se­gí­te­ni?	0.270968
- Ôi, Chúa tôi, con phải đi – không có gì cả.	– Nem bi­zony.	0.45
Con sẽ vui với mọi thứ.	De se­baj, ne­kem na­gyon meg­fe­lel.	0.166667
Ma-man và pa-pa và các chị nên đến thăm chúng con.	Majd el­jön­nek a pa­pá­val meg a lá­nyok­kal lá­to­ga­tó­ba.	0.196154
Chúng ta sẽ qua mùa đông tại Newcastle; con dám nói sẽ có vài buổi dạ vũ, và con sẽ kiếm bạn nhảy cho tất cả mọi người.	Az egész te­let New­castle-ban tölt­jük, bi­zo­nyá­ra egy­mást érik ott a bá­lok, s én majd gon­dos­ko­dom ró­la, hogy min­den­ki­nek le­gyen jó tán­co­sa. ~~~ – Jaj, de pom­pás len­ne!	-0.0403846
Bà mẹ nói: ~~~ 	– mond­ta az any­ja.	-0.07
	– Ha pe­dig el­utaz­nak, ná­lam hagy­hat­ják egy-két nő­vé­re­met.	-0.3
