 ~~~ 	﻿	-0.05
Những con số mà tôi đã cố sắp xếp cho thích hợp vào giai đoạn luyện tập chưa thuần ấy chỉ là những ký hiệu của các quân cờ bằng xương.	Percekig tartott, míg rájöttem, hogy ami ott a sarokban folyt, az a játék volt, amit tehetetlenségemben hónapokon át egyedül játszottam.	0.241406
Tôi ngạc nhiên nhận thấy rằng các nước đi của quân cờ trên bàn cờ tương ứng với các nước tôi đã đi trong trí tưởng tượng.	Hiszen azok a betűk és számok, melyekkel szörnyű lelkitornáim idején sakkoztam, csupán a valódi figurákat pótolták és jelképezték.	0.272093
Chắc một nhà thiên văn cũng ngạc nhiên như tôi khi qua các con tính thông thái xác định được sự tồn tại của một hành tinh bỗng nhiên thấy hành tinh đó ở trên trời dưới dạng một vì sao có thực và lấp lánh.	Úgy csodálkoztam azon, hogy ez a figura­tolo­gatás azonos az én testetlen fantázia-játékommal, mint ahogyan az a csillagász csodálkozhat, aki bonyolult módszerekkel kiszámítja papíron egy új bolygó pályáját, és aztán valóban megpillantja az égen fehér, ragyogó, valóságos csillag alakjában.	0.220982
Như bị thôi miên, tôi chăm chăm nhìn vào bàn cờ, ngắm các biểu đồ của tôi được cụ thể hóa bằng một quân Mã, quân Xe, quân Tượng, quân Hậu và những con Binh thực sự.	Bűvölten meredtem a sakktáblára. ~~~ Saját diagrammámat láttam. ~~~ A ló, bástya, király, királynő fából faragott valóságos bábok voltak.	-0.183
Để nắm kỹ các vị trí tương ứng của các đối thủ, tôi buộc phải chuyển vị thế giới trừu tượng các con số của tôi thành những quân cờ đang được đẩy lui đẩy tới ở ngay trước mắt.	Hogy áttekinthessem a parti állását, mintegy vissza kellett előbb vetítenem absztrakt betűvilágomból a valóságos deszkára. ~~~ Erőt vett rajtam a kíváncsiság.	-0.0535714
Dần dần do tò mò, tôi quên cả lễ độ liền tham gia vào ván cờ của các ông.	Végig akartam nézni, hogyan folyik ilyen valódi játszma két partner között.	0.267123
Tôi như người bị một đòn quất thẳng vào tim khi thấy bạn ông định đi một nước hớ.	S ekkor történt, hogy megfeledkezve az udvariasság legelemibb szabályairól, beleavatkoztam az önök partijába, de barátja téves lépése szíven ütött.	0.146875
Theo bản năng, không kịp suy nghĩ, tôi níu ông ta lại như ta giữ một đứa trẻ khi nó nhoài người khỏi lan can, chỉ sau đó tôi mới nhận thấy thái độ đó của tôi thật thô bạo”.	Teljesen ösztönös cselekedet volt, amikor visszatartottam, egy impulzív mozdulat, mint mikor az ember gondolkozás nélkül megragadja a korláton áthajoló gyereket.	0.227451
Tôi vội nói để ông B. yên lòng rằng chúng tôi rất mừng là nhờ có sự ngẫu nhiên ấy nên mới được làm quen với ông và tôi nói thêm, về phần tôi, tôi rất sốt ruột muốn được chứng kiến một trận đấu bất ngờ vào ngày mai, sau khi đã nghe câu chuyện ông kể lại.	Csak később vettem észre, hogy tolakodásommal milyen súlyos illetlenséget követtem el. ~~~ Biztosítottam dr. B.-t, mennyire örültünk mindnyájan, hogy a szerencsés véletlen folytán megismerkedtünk vele, s hogy mindezek után, amit elmondott, számomra kétszeresen vonzó lesz a holnapi játszma.	-0.0060219
Ông có vẻ lo ngại.	Dr. B. idegesen intett:	0.3
“Nhưng, ông không nên quá hy vọng nhiều. ~~~ Đối với tôi, đây là một cuộc thử thách… đúng, tôi muốn… tôi muốn thử xem mình có khả năng đánh một ván cờ bình thường, trên một bàn cờ… thực sự, với các quân cờ thực sự, đánh với một đối thủ có thực… vì, về vấn đề này, tôi vẫn thấy có điều nghi ngờ không đáng tin lắm.	- Kérem, komolyan mondom, ne várjanak tőlem túl sokat, csak próba a számomra... Meg szeretném kísérelni, vajon... vajon... valóban képes vagyok-e egy valódi sakkpartit játszani, valódi sakktáblán, valóságos figurákkal s egy élő partnerrel... mert egyre jobban kételkedem benne, hogy az a száz vagy talán ezer parti, melyet annak idején játszottam, igazi sakkparti volt-e s nem csupán valamilyen álom-sakk.	-0.00535714
Một trăm, một nghìn ván cờ mà tôi đã đánh đó có hợp cách không ?	Lázálom-sakk vagy lázálom-játék, melyben, mint az álomban szokásos, átugortam a közbenső fokokat.	0.191667
Hay đấy chỉ là một trò chơi trong khi mơ, như người ta vẫn thường thấy khi lên cơn sốt, một trong những giấc mơ quái dị mà lúc mơ người ta thường bỏ qua những cái cần thiết phải có trong thực tế.		-0.3
“Tôi mong ông đừng nên đặt ra một cách nghiêm túc tham vọng là tôi đủ sức đọ với một nhà vô địch và sẽ quật ngã anh ta.	Remélem, nem gondolja, hogy azt hiszem magamról, hogy meg tudok mérkőzni egy sakkmesterrel, s méghozzá a világ első sakkmesterével.	0.270732
Điều tôi quan tâm duy nhất là muốn biết dứt khoát tôi đã thực sự đánh cờ khi còn ở trong phòng mình tại khách sạn hay tôi đã bị điên.	Csak az érdekel s az izgat, az a mondhatnám utólagos kíváncsiság, vajon sakkjáték volt-e, amit annak idején cellámban játszottam vagy őrület.	0.273333
Tóm lại, tôi muốn biết rõ mình đã ở trong hay ở ngoài vòng nguy hiểm.	Vajon még a szakadék előtt állottam akkoriban, vagy átléptem már felette?	0.283099
Trước mắt tôi, đấy là mục đích duy nhất của ván cờ này”.	Csak ezt szeretném tudni.	-0.2625
Đúng lúc ấy, một tiếng chuông nổi lên mời chúng tôi đi ăn bữa tối.	Ebben a percben megszólalt a hajón a gong, s vacsorára hívta az utasokat.	0.254545
Cuộc trao đổi của chúng tôi kéo dài gần hai tiếng.	Csaknem két órán át beszélgettünk tehát a fedélzeten.	0.294545
Ở đây, tôi lược đi rất nhiều câu chuyện ông B. đã kể lại với tôi.	Dr. B. sokkalta részletesebben mondott el mindent, mint én most.	0.474451
Tôi nồng nhiệt cảm ơn ông B. rồi chào từ biệt.	Megköszöntem a bizalmát és elbúcsúztam.	0.221429
Nhưng tôi chưa kịp rời khỏi cầu tàu đã thấy ông chạy theo và bồn chồn đến nỗi ấp úng mãi mới lên tiếng : ~~~  ~~~  ~~~ 	De alig tettem néhány lépést, mikor utánam jött, és szemmelláthatólag izgatottan és kicsit dadogva a következőket mondta még:	-0.15062
- Phiền ông cho tôi được trình bày thêm một đôi lời nữa !	- Csak még egyet!	0
Tôi không muốn bị coi là bất lịch sự lần thứ hai : ông làm ơn báo giúp hộ các ông ấy tôi chỉ có thể đánh một ván thôi, được không ông ?	Kérem, mondja meg már jó előre az uraknak, nehogy utólag udvariatlan színben tűnjek fel, csak egyetlen partit játszom... ezzel le szeretném zárni a számlát.	0.293836
Đáng lẽ là dấu chấm kết thúc một câu chuyện cũ… một lời kết luận chứ không phải một lời mở đầu… Tôi không muốn lại bị sa vào nỗi đam mê say đắm đó, vào nỗi cuồng nhiệt đánh cờ đó mà cứ nghĩ tới tôi đã thấy run cả người… vả lại, ông bác sĩ đã cảnh cáo tôi… dứt khoát cảnh cảnh cáo.	Végezni akarok, nem pedig újból rákezdeni... Nem szeretném, ha még egyszer megszállna az a játékdüh, melyre még emlékezni is szörnyű volt... Egyébként... egyébként az orvos is óvott... kifejezetten óvott.	0.0944162
Một người đã từng bị bệnh ám ảnh thì sẽ có thể bị lại, dù đã hoàn toàn dứt ra được… Tốt hơn hết tôi không nên lảng vảng gần một bàn cờ, một khi đã có lúc đầu óc tôi bị nhiễm đến như vậy… Mong ông hiểu cho, tôi sẽ đánh ván cờ duy nhất này để xác định cho yên tâm về chuyện ấy, sau đó sẽ không bao giờ đánh nữa. ~~~ * ~~~  ~~~  ~~~ 	A mániákus könnyen visszaesik, sohasem gyógyul meg tökéletesen. ~~~ S ha valakinek sakkmérgezése volt, még ha ki is gyógyult belőle, kerülje el messze a sakkasztalt.	-0.32
Hôm sau, đúng ba giờ chúng tôi đã quây quần ở phòng hút thuốc.	Szóval, azt hiszem, értjük egymást. ~~~ Csak egy próbaparti és kész!	-0.00692308
Hai sĩ quan ở trên tàu là những người cũng mê đánh cờ đã được hưởng phép đặc biệt tới chứng kiến trận đấu.	Másnap, pontosan a megbeszélt órában találkoztunk a dohányzóban, a „királyi játék” két újabb rajongójával bővült.	0.2825
Lần này Xzentôvic không bắt phải chờ đợi, ván cờ đáng ghi nhớ giữa người đồng hương không ai hay biết tên tuổi của tôi và nhà vô địch lỗi lạc bắt đầu.	Eljött a hajó két tisztje is, kimenőt kértek, hogy a mérkőzést végignézhessék. ~~~ Czentovic se váratott magára most, mint az első alkalommal.	-0.0433333
Tôi chỉ tiếc rằng trận đấu diễn ra trước một số khán giả không đủ thẩm quyền như vậy và nó không được ghi vào biên niên sử môn đánh cờ như những ứng tác của Betôven đã bị lãng quên trong lịch sử âm nhạc.	S a színválasztás után megkezdődött a homo obscurissimus és a híres világbajnok játszmája. ~~~ Sajnálom, hogy ilyen avatatlan nézők előtt folyt le, mint amilyenek mi voltunk, és így éppúgy elveszett a sakktudomány számára, mint Beethoven zongora improvizációi a zene számára.	-0.0186695
Thực ra, hôm sau chúng tôi đã cố dựng lại diễn biến của trận đấu nhưng không thành công.	Megkíséreltük ugyan a következő délutánokon együttes erővel rekonstruálni a partit, de hasztalanul.	0.3
Chúng tôi đã chú ý tới hai đối thủ chứ ít để ý đến ván cờ mà chúng tôi không đủ khả năng theo dõi diễn biến.	Valószínűleg mindannyian a játékosoknak szenteltük minden figyelmünket, nem pedig a játék menetének.	0.228
Sự tương phản về tri thức giữa hai đối thủ luôn thể hiện rõ qua thái độ của mỗi người trong lúc đánh cờ, cứng nhắc và thủ cựu, người ngồi im không hề động đậy, Xzentôvic không rời mắt khỏi bàn cờ.	A két játékos ellentétes egyénisége egyre jobban kiütközött a játék folyamán. ~~~ Czentovic, a hivatásos játékos, az egész parti alatt mozdulatlanul ült, mint a cövek, szemét mereven a sakktáblára függesztette.	-0.0184729
Đối với anh, mỗi khi phải động não suy nghĩ anh coi đó là một nỗ lực về thể xác đòi hỏi phải tập trung toàn thân.	A gondolkodás szinte fizikai megerőltetést jelentett számára, s szüksége volt minden érzékének, izmának és idegének összpontosítására.	0.27381
Ông B. thì khác hẳn, ông rất thư thái, động tác thoải mái.	Dr. B. ezzel szemben elfogódottság nélkül, könnyedén, lazán játszott, mint az igazi dilettáns, a szó legszebb értelmében, akinek a játék csak játék, akit csupán a diletto érdekel.	0.00803571
Trông ông thật tài tử, ta nên hiểu theo nghĩa trong sáng của từ này, ông thấy đánh cờ là một thú vui, đi xong một nước, ông thong dong giảng giải chúng tôi hiểu nước đi đó, từ tốn châm một điếu thuốc lá và chỉ nhìn bàn cờ một phút trước khi đi nước tiếp.	Egy percig se merevedett meg, s a beálló szünetekben magyarázgatott, beszélgetett, könnyed mozdulattal cigarettára gyújtott, s csak egy percre tekintett a táblára húzás előtt.	0.0939759
Xem ra ông luôn nhận rõ những ý đồ của đối phương.	Mindig úgy történt, mintha már előre ismerte volna ellenfele lépését.	0.243103
Hai người đi mấy nước đầu khá chóng vánh. ~~~ Mãi đến nước thứ bảy hoặc thứ tám, trận đấu mới diễn ra theo một kế hoạch rõ ràng.	A szokásos nyitó lépéseken gyorsan túl voltunk, mintha csak a hetedik, nyolcadik lépés után alakult volna ki valami rendszer, valami tervszerűség.	-0.0120438
Xzentôvic suy nghĩ lâu hơn, qua đó chúng tôi nhận thấy cuộc đọ sức khá căng.	Czentovic egyre hosszabb gondolkodási időt vett igénybe, s éreztük, hogy megkezdődött a harc az elsőségért.	0.224096
Nhưng phải thành thực mà nói, đối với bọn hãy còn non nớt chúng tôi, trận đấu đã làm chúng tôi thất vọng.	De az igazat megvallva, a parti további alakulása, mint minden igazi bajnok-játék, bizonyos csalódást okozott nekünk, laikusoknak.	0.292437
Các quân cờ càng tạo ra trên bàn cờ những đường lượn kỳ lạ thì chúng tôi lại càng ít hiểu rõ ẩn ý của chúng.	Mert minél bonyolultabb ornamentikává fonódtak egybe a bábuk, annál kevésbé tudtuk áttekinteni a helyzetet.	0.242308
Chúng tôi chẳng còn nắm được ý đồ của hai đối thủ cũng như chẳng rõ bên nào chiếm lợi thế.	Nem láttuk, mit akar az egyik, mit a másik fél, s hogy kettőjük közül vajon melyik van előnyben.	0.238636
Chúng tôi chỉ thấy hai người đi quân hệt như mấy viên tướng điều binh cố chọc thủng phòng tuyến của đối phương.	Azt láttuk csupán, hogy egyik-másik figura, mint valami fogantyú elfordul, elmozdul a helyéről, hogy felrobbantsa az ellenség arcvonalát.	0.3
Nhưng chúng tôi không thể hiểu được mục đích chiến lược của các nước đi đó, vì là hai tay cờ kỳ phùng địch thủ, họ đã tính trước được nhiều nước đi.	Nem ismertük fel azonban soha a felek stratégiai célját. ~~~ Az ilyen kiváló játékosok ugyanis mindig több lépéssel előre kombinálnak.	-0.0574219
Ngoài sự ít hiểu biết, dần dần chúng tôi lại còn bị mệt mỏi, chủ yếu là do Xzentôvic suy nghĩ quá lâu.	No meg egyre jobban el is fáradtunk, főképpen Czentovic hosszú töprengései következtében, ami még barátunkra is szemmelláthatóan idegesítően hatott.	0.215044
Sự chậm chạp đó rõ ràng đã làm người đồng hương của tôi nổi cáu. ~~~ Tôi lo ngại nhận thấy ông mỗi lúc một nhấp nhổm ngồi không yên.	Ijedten vettem észre, hogy minél tovább húzódott a parti, annál nyugtalanabbul csúszkál a széken ide-oda idegességében, s egyik cigarettáról a másikra gyújt.	-0.000993377
Ông bực bội châm thuốc hút liên tục, hoặc thoáng ghi chép một điểm gì đấy.	Időnként ceruzát kért, hogy feljegyezzen valamit.	0.0795918
Ông bắt đầu yêu cầu mang tới cho mình những chai nước khoáng mà ông liền vội vã uống sạch.	Aztán ásványvizet rendelt, s egyik poharat a másik után hajtotta fel.	0.133846
Rõ ràng là ông tính các nước đi của mình một trăm lần nhanh hơn Xzentôvic.	Világos volt, hogy százszorta gyorsabban kombinál, mint a világbajnok.	0.241791
Khi, cuối cùng, sau một hồi suy nghĩ dài vô tận, Xzentôvic đưa bàn tay nặng nề dịch chuyển quân cờ của anh ta thì ông B. liền mỉm cười với vẻ một người đã nhìn thấy trước nước đi đó từ mấy nước trước nên ông tấn luôn.	Mikor végtelenül hosszú tétovázás után Czentovic súlyos kezével odábbtolta az egyik fabábut, barátunk csak mosolygott, mint aki ezt már régen várta, s azonnal riposztozott.	0.152727
Đầu óc ông suy nghĩ nhanh tới mức chắc ông đã biết rõ mọi khả năng của đối phương.	Sebesen dolgozó agya minden bizonnyal jó előre kiszámította a partner minden lehetséges lépését.	0.296809
Do đó, Xzentôvic càng lần lữa trong quyết định thì ông B. càng sốt ruột.	Minél lassabban határozta el magát Czentovic, dr. B. annál türelmetlenebb lett.	0.534
Trong lúc ông phải chờ đợi như vậy, môi ông mím lại, vẻ phật ý gần như thù địch.	Haragos, csaknem gyűlölködő vonás jelent meg összeszorított ajka körül.	0.221918
Nhưng Xzentôvic chẳng hề xúc động vì chuyện cỏn con đó.	De Czentovic nem hagyta sürgetni magát.	0.0891892
Quân cờ càng lác đác trên bàn cờ thì suy nghĩ của anh càng kéo dài buồn tẻ lặng lẽ.	Némán meredt a táblára, s minél kevesebb bábu maradt a mezőn, annál tovább gondolkozott.	0.278824
Đến nước thứ bốn mươi hai, ván cờ đã kéo dài hai giờ bốn mươi nhăm phút và chúng tôi chỉ còn biết ngồi đưa cặp mắt thẫn thờ vì mệt mỏi dõi theo.	A negyvenkettedik lépésnél, pontosan másfél óra után, mind fáradtan, szinte fásultan ültünk az asztalnál.	0.128571
Một viên sĩ quan trên tàu đã bỏ đi, viên kia đọc sách và chỉ liếc mắt nhìn bàn cờ khi một đối thủ đi quân.	Az egyik hajótiszt már elment, a másik könyvet vett elő, és csak minden új lépés után pillantott fel egy percre.	0.259615
Đột nhiên xảy ra một sự việc rất bất ngờ, Xzentôvic đi quân.	De ekkor Czentovic egyik lépésénél valami meglepő történt.	0.244068
Khi thấy nhà vô địch đi quân Mã, lập tức ông B. thu mình như một chú mèo sắp nhảy vồ con mồi.	Ahogy dr. B. észrevette, hogy Czentovic a lóhoz nyúl, összehúzta magát, mint az ugrásra kész macska, egész testében remegni kezdett, s hogy Czentovic a lóval megtette a lépést, gyorsan előretolta a királynőt, s diadalmas hangon felkiáltott: ~~~ - Így ni!	-0.118688
Người ông run lên, đẩy quân Hậu với một vẻ đầy tự tin rồi hân hoan kêu to : “Xong!	Készen vagyunk! ~~~ - Hátradőlt a székében, keresztbefonta karját, s kihívóan nézett Czentovicra.	-0.00326087
Ván cờ coi như chấm dứt được rồi đấy!” Ông ngả người ra lưng ghế, hai tay khoanh trước ngực và đưa cặp mắt cháy bỏng nhìn Xzentôvic vẻ thách thức.	Szinte perzselt a tekintete. ~~~ Mindannyian önkéntelenül a sakktábla fölé hajoltunk, hogy közelebbről lássuk a diadalmas hangon bejelentett lépést. ~~~ Első pillantásra nem láttuk, mennyiben veszélyezteti ez Czentovic helyzetét.	-0.113174
Chúng tôi liền quây quanh bàn cờ để xem xem thế đánh vừa rồi thế nào mà ông B. lại tuyên bố một cách đắc thắng như vậy.	Barátunk kijelentése tehát későbbi fejleményekre vonatkozhatik, melyet mi, dilettánsok nem tudtunk előre kiszámítani.	0.256034
Thoạt đầu, chúng tôi chẳng thấy có gì đáng uy hiếp cả.	Czentovic volt közülünk az egyetlen, akire a kihívás semmi hatást nem gyakorolt.	0.238095
Chắc do chẳng phải là những người đánh cờ sành sỏi nên bọn chúng tôi không nhìn nhận trước được rằng tiếng kêu đắc thắng của ông bạn chúng tôi liên quan tới nước cờ tiếp sau đó.	Éppen olyan megrendíthetetlen nyugalommal ült a helyén, mintha nem is hallotta volna a sértő „készen vagyunk” felkiáltást.	0.0875
Xzentôvic cứ lẳng lặng không ho he một tiếng nào trước lời tuyên bố của đối phương.	S nem történt semmi. ~~~ Mindannyian önkéntelenül visszafojtottuk lélegzetünket.	-0.0322785
Anh điềm nhiên như không hề nghe thấy lời tuyên bố vừa rồi.	Az óra ketyegése hallatszott csupán, melyet a gondolkozási idő ellenőrzésére tettünk az asztalra.	0.174627
Chẳng có chuyện gì xảy ra cả.	Eltelt három perc, hét perc, nyolc perc.	0.273529
Chiếc đồng hồ ở trên bàn để đo khoảng cách giữa hai nước đi phát lên những tiếng tích tắc giữa cảnh im lặng.	Czentovic meg se mozdult, de nekem úgy rémlett, mintha vastag orrcimpái kitágultak volna a belső erőfeszítéstől.	0.249533
Ba phút đã trôi qua, rồi bảy, rồi tám phút – Xzentôvic vẫn chưa chịu đi quân, nhưng xem ra cánh mũi dày của anh càng giãn rộng trước suy nghĩ căng thẳng.	Barátunk éppen olyan nehezen viselte el ezt a hosszas, néma várakozást, mint mi magunk.	-0.00375
Ông B. và chúng tôi rất khó chịu khi cứ phải chờ đợi.	Heves, hirtelen mozdulattal felugrott, s fel-alá járt a dohányzóban.	0.275
Ông đứng bật dậy và đi đi lại lại trong phòng hút thuốc, thoạt đầu chậm chậm, sau nhanh dần.	Először lassan, aztán egyre gyorsabban.	-0.2
Mọi người nhìn ông hơi ngạc nhiên, còn tôi lòng đầy lo ngại.	Mindannyian kissé csodálkozva tekintettünk rá, de senki se nézte oly ijedten, mint én.	0.242647
Tôi nhận thấy tuy tức tối sốt ruột, nhưng ông vẫn đi đi lại chỉ một khoảng cách thôi, hình như ở giữa phòng có một bức tường vô hình đã chặn bước chân ông và buộc ông phải quay trở lại. ~~~ Tôi rùng mình nhận thấy ông đã vô tình bước cùng một số bước như vậy lúc ở phòng giam tại khách sạn.	Feltűnt nekem, hogy az izgatott járás-kelés közben, mindig pontosan ugyanazt a távot teszi meg; mintha láthatatlan fal kényszerítené fordulásra az üres szoba közepén, és borzongva döbbentem rá, hogy a régi cellájának hosszát méri fel öntudatlanul; fogságának idején így járt minden bizonnyal fel és le, mint az állat a ketrecben.	-0.00625
Đúng, suốt bao tháng ròng ông đã lồng như con thú bị nhốt, tay nắm chặt, vai rụt lại, mắt đỏ ngầu nhìn chăm chăm và đầy vẻ say mê, chẳng khác hiện nay.	Ilyen görcsösen tartotta a kezét, ilyen mélyen húzta válla közé a fejét, így, csak így száguldhatott fel-le, fel-le ezerszer; merev és mégis lázas tekintetében az őrület vöröslő fényével.	0.26747
Lúc này, đầu óc ông vẫn tỉnh táo vì chốc chốc ông sốt ruột quay về bên bàn xem Xzentôvic đã quyết định chưa.	De józan eszét a téboly még nem támadta meg, mert időről időre az asztal felé fordult, hogy lépett-e már Czentovic időközben.	0.294958
Chín, mười phút đã trôi qua như vậy.		-0.3
Sự việc diễn ra tiếp sau đó, quả thật không một ai trong chúng tôi dám nghĩ tới.	Eltelt kilenc perc, eltelt tíz perc, s akkor az történt, amit senki sem várt volna közülünk.	0.292941
Xzentôvic từ từ nhấc bàn tay nặng nề của mình lên.	Czentovic lassan felemelte súlyos kezét, amely addig mozdulatlanul hevert az asztalon.	0.184211
Ai nấy đều hồi hộp chờ xem anh sẽ đi quân nào.	Feszülten figyeltünk mindnyájan, mire határozza el magát, de Czentovic nem lépett.	0.144231
Nhưng Xzentôvic giơ tay không phải để đi quân, anh lấy mu bàn tay gạt các quân cờ.	Lassú, határozott mozdulattal leseperte a figurákat a tábláról.	0.190476
Chúng tôi chưa hiểu được ngay rằng qua động tác này, anh ta tỏ ý chịu thua, anh ta đầu hàng trước khi mọi người nhận ra anh ta bị đánh bại.	Csak a következő percben értettük meg: Czentovic feladta a partit, kapitulált, hogy ne verjék meg a szemünk láttára.	0.187156
Điều khó mà tin được đã xảy ra. ~~~ Một nhà vô địch thế giới, một người đã từng thắng bao trận đấu đành phải hạ cờ trước một kẻ vô danh, một kẻ đã chẳng hề buộc đụng tới bàn cờ từ hai hoặc hai mươi nhăm năm nay.	Megtörtént tehát, ami olyan valószínűtlen volt: a világbajnok, megannyi bajnokság győztese, takarodót fújt egy ismeretlen férfi előtt, aki húsz vagy huszonöt éve nem látott sakktáblát.	-0.0225
Ông bạn của chúng tôi, một người khuyết danh, đã hạ một đối thủ mạnh nhất thế giới trong trận đấu diễn ra trước công chúng.	Barátunk, a névtelen, az ismeretlen, nyílt csatában győzte le a földkerekség legkiválóbb sakkmesterét.	0.172277
Trong lúc xúc động, tất cả chúng tôi nhất loạt đứng bật dậy.	Egymás után álltunk fel izgalmunkban, anélkül, hogy észrevettük volna.	0.295714
Ai nấy đều thấy cần phải làm hay nói một lời nào đấy để nỗi niềm sung sướng đến kinh hãi được thoải mái tuôn trào.	Mindnyájan úgy éreztük, hogy most mondani, tenni kéne valamit, hogy kaput nyissunk boldog rettenetünknek.	0.193939
Mỗi Xzentôvic đứng im không nhúc nhích.	Csak egy ember maradt továbbra is mozdulatlanul a székén, Czentovic.	0.160465
Mãi một lúc lâu sau anh ta mới ngẩng đầu ngước nhìn ông bạn chúng tôi, vẻ khó chịu rồi hỏi : ~~~  ~~~  ~~~ 	Kimért szünet után felemelte fejét, és barátunkra függesztette kövült tekintetét.	-0.167169
- Ta đánh ván nữa chứ ?	- Óhajt még egy partit?	0.759091
- Tất nhiên rồi, - ông B. đáp, giọng phấn khởi đến mức gây cho tôi một ấn tượng đáng buồn, và ông liền ngồi ngay xuống bên bàn cờ làm tôi không kịp nhắc rằng ông chỉ có ý định đánh một ván thôi.	- Természetesen - felelte dr. B. különös, lelkes hangon, mely sértőn ütötte meg fülemet, és még mielőtt figyelmeztethettem volna eredeti elhatározására, mely szerint egy partit akar csak játszani, azonnal leült, lázas mozdulatokkal állította fel a figurákat, s olyan sebesen kapkodta össze őket, hogy egy paraszt kétszer is kicsúszott az ujjai közül s a földre esett.	0.32501
Ông hối hả bày quân cờ, tay run lẩy bẩy nên con Binh đã hai lần vuột khỏi tay và lăn xuống sàn.	Növekvő izgatottsága láttán rettegéssé nőtt bennem, ami eleinte csak kínos érzés volt.	0.251724
Trạng thái bị kích thích quá mức của ông đã gây cho tôi cảm giác từ khó chịu chuyển sang lo sợ.		-0.3
Rõ ràng là con người điềm đạm và hiền hậu này đã thay tính đổi nết thành một người bị kích động.	Lázas izgalom szállta meg ezt a csendes, nyugodt embert, egyre sűrűbben rángatódzott a szájaszéle, és teste úgy remegett, mintha kirázta volna a hideg.	0.228947
Chứng co cơ nổi lên làm mép ông cứ bị giật giật, người ông run lên như lên cơn sốt đột ngột.	- Ne, az Istenért - súgtam - csak most ne, legyen elég, túlságosan megerőlteti a játék!	0.214815
- Đánh thế thôi!	- Megerőltet!	1.19286
– Tôi nhẹ nhàng nhắc khéo ông.	Ha! ~~~ - nevetett ördögi kacajjal.	-0.0140625
– Ông không nên đánh thêm nữa.	- Tizenhét partit játszhattam volna végig e helyett a piszmogás helyett!	0.0257143
Hôm nay đánh thế thôi, ông quá mệt rồi đấy.	Csak az erőltet meg legfeljebb, hogy el ne aludjak, amikor ilyen tempóban kell játszanom!	0.12
- Mệt ! ~~~ Hà hà !	No, kezdje már, kérem, végre!	-0.105882
– Ông phá lên cười, vẻ độc ác.	Az utóbbi szavakat heves, csaknem goromba hangon mondta Czentovicnak.	0.102632
- Nếu đã không lề mề như vừa rồi thì tôi đã đánh được mười bảy ván xong đâu đấy !	Czentovic nyugodt, kimért pillantást vetett rá, de merev tekintete ökölbe szorított kézre emlékeztetett.	0.287629
Điều làm tôi mệt mỏi là tuy nhịp điệu như vậy nhưng vẫn phải tỉnh táo.	Új helyzet alakult a két játékos között.	0
Nào, đến lượt anh khai cuộc đi !	Szenvedélyes gyűlölet szította mindkettőjüket.	0.183333
Mấy lời cuối, ông dữ tợn gần như thô bạo bảo Xzentôvic lúc này đang đưa mắt nhìn đối thủ của mình, vẻ bình tĩnh và thận trọng, nhưng cứng rắn như đôi tay nắm chặt.		-0.3
Một sự căng thẳng nguy hiểm, một nỗi hằn học đầy đam mê nảy nở giữa hai người đánh cờ.	Nem a két játékos mérte össze tudását, két ellenség állott, nézett farkasszemet. ~~~ Egymás vesztére esküdtek.	-0.00873786
Họ không còn là hai đấu thủ muốn đọ tài sức để giải trí mà là hai kẻ thù đã thề phải triệt hạ nhau.	Czentovic hosszú ideig gondolkodott, mielőtt megtette első lépését, és én világosan éreztem, hogy szántszándékkal habozott ilyen sokáig.	0.247826
Xzentôvic trùng trình mãi chưa chịu đi quân khai cuộc, mọi người nhận thấy rõ là anh ta đã cố tình như vậy.	A gyakorlott stratéga időközben rájött, hogy éppen lassúságával fáraszthatja, izgathatja ellenfelét.	0.258824
Chắc anh hiểu rằng sự ê a của anh đã làm cho đối phương bị mệt mỏi và bị kích thích, và vốn là một nhà chiến thuật điêu luyện anh đã sử dụng điểm này.	Négy percig tartott, míg a legegyszerűbb, leggyakoribb lépéssel megnyitotta a játszmát, míg a király előtt álló paraszttal két mezőt előrelépett.	0.384116
Mãi bốn phút sau anh mới chịu khai cuộc một cách hết sức đơn giản và hết sức thông thường bằng cách đẩy con Binh vượt hai ô, che cho quân Tướng.	Barátunk azonnal szembelépett saját parasztjával. ~~~ De most Czentovic újból elviselhetetlenül hosszú szünetet iktatott közbe.	-0.0426829
Ông B. liền cũng đi con Binh đánh trả luôn, sau đó Xzentôvic lại trùng trình đến phát điên lên.	Mintha heves villámlás után dobogó szívvel várná az ember a dörgést, s a dörgés késik.	0.243529
Chúng tôi chờ đợi, tim đập mạnh, cứ như người chờ tiếng sấm nổi lên sau khi thấy chớp lóe, nhưng chờ mãi, chờ hoài sấm vẫn không nghe nổi lên.	Czentovic nem mozdult, némán, hosszan, s amint egyre bizonyosabban éreztem, gonoszul hosszan gondolkodott. ~~~ De ezalatt legalább alkalmam nyílott, hogy dr. B.-t figyeljem.	-0.00384615
Xzentôvic ngồi im không hề nhúc nhích.	Éppen a harmadik pohár vizet hajtotta fel.	0.284615
Anh chậm rãi, bình tĩnh suy nghĩ và tôi luôn cảm thấy rõ anh ta cố tình lề mề một cách độc ác.	Hirtelen eszembe jutott, mit mesélt börtönbeli, kínzó, lázas szomjúságáról.	0.211538
